device_id,user_id,device_type,platform,app_version,last_active_at,trusted
D0003794,U004836,iOS,网页,5.9.1,2025-04-25 11:42:40,1
D0003795,U004827,Android,星购App,6.0.0,2025-04-06 15:16:53,1
D0003796,U002744,iOS,星购App,6.0.0,2026-06-06 04:18:18,1
D0003797,U002160,Android,星购App,5.9.1,2025-06-15 08:52:42,1
D0003798,U000587,iOS,星购App,5.8.0,2025-01-17 16:54:00,1
D0003799,U004871,Android,网页,5.9.1,2025-02-02 19:52:26,1
D0003800,U004523,Android,星购App,6.0.0,2025-12-13 19:13:16,1
D0003801,U002441,Windows,微信小程序,6.0.0,2026-08-20 15:29:45,1
D0003802,U003959,iOS,星购App,6.0.0,2025-07-18 06:19:53,1
D0003803,U000902,Windows,网页,6.0.0,2026-07-25 13:24:34,1
D0003804,U001999,iOS,星购App,5.8.0,2026-03-21 22:32:42,1
D0003805,U004956,Android,星购App,6.0.0,2025-01-25 08:10:01,1
D0003806,U004995,Windows,星购App,6.0.0,2026-07-08 20:44:17,1
D0003807,U001278,iOS,星购App,5.9.1,2025-11-20 08:37:58,1
D0003808,U002628,Android,星购App,6.0.0,2025-11-15 08:06:01,1
D0003809,U002588,Windows,微信小程序,5.9.1,2025-12-14 01:59:33,1
D0003810,U002542,Android,星购App,5.8.0,2026-03-17 14:39:50,1
D0003811,U003603,Windows,星购App,5.8.0,2025-08-23 06:44:11,1
D0003812,U004243,iOS,星购App,5.8.0,2026-04-09 04:24:47,1
D0003813,U002242,Windows,星购App,6.0.0,2026-05-14 15:32:35,1
D0003814,U004087,Android,星购App,5.9.1,2026-08-12 06:27:01,1
D0003815,U000741,iOS,星购App,6.0.0,2026-06-15 06:27:58,1
D0003816,U001687,Android,星购App,5.9.1,2025-09-15 11:02:17,1
D0003817,U000997,Android,星购App,5.9.1,2025-03-21 02:36:01,1
D0003818,U002819,iOS,星购App,5.8.0,2025-05-01 16:18:30,1
D0003819,U000472,iOS,星购App,5.9.1,2025-01-23 04:17:18,1
D0003820,U000758,Android,星购App,6.0.0,2025-01-12 13:18:38,1
D0003821,U004324,iOS,星购App,5.8.0,2026-02-16 00:10:43,1
D0003822,U001598,Android,网页,6.0.0,2025-05-06 13:05:43,1
D0003823,U003203,Android,网页,web,2025-12-07 12:34:47,1
D0003824,U002228,macOS,网页,web,2025-12-14 04:43:07,1
D0003825,U001711,iOS,星购App,5.9.1,2026-06-11 03:28:23,1
D0003826,U002160,iOS,星购App,5.9.1,2026-06-07 20:56:23,1
D0003827,U003898,Windows,星购App,5.9.1,2026-05-22 01:27:38,1
D0003828,U003756,Android,微信小程序,5.9.1,2025-10-20 13:16:22,1
D0003829,U004512,iOS,星购App,6.0.0,2026-02-11 09:02:49,1
D0003830,U003363,Android,星购App,6.0.0,2025-05-25 20:27:51,1
D0003831,U002811,Android,星购App,5.9.1,2026-05-22 05:05:53,1
D0003832,U003323,iOS,星购App,5.9.1,2025-09-22 00:27:33,1
D0003833,U002496,iOS,星购App,5.9.1,2025-06-27 15:10:27,1
D0003834,U004337,Windows,网页,5.8.0,2025-11-05 14:12:34,1
D0003835,U004503,Windows,星购App,5.9.1,2026-03-11 00:15:50,1
D0003836,U001929,Windows,星购App,5.8.0,2025-09-24 13:57:59,1
D0003837,U000300,Android,星购App,5.8.0,2025-11-03 14:44:51,1
D0003838,U002353,Android,星购App,web,2025-10-15 02:22:32,1
D0003839,U003231,Android,微信小程序,5.9.1,2025-05-13 07:13:59,1
D0003840,U003265,iOS,星购App,5.9.1,2025-09-06 15:23:28,1
D0003841,U000268,Android,星购App,5.8.0,2025-10-10 16:27:57,1
D0003842,U001535,iOS,星购App,6.0.0,2025-09-10 04:31:18,1
D0003843,U004975,iOS,星购App,5.9.1,2026-01-01 10:16:51,1
D0003844,U002432,Android,星购App,5.9.1,2025-07-07 06:36:24,1
D0003845,U001028,Windows,网页,5.8.0,2025-10-16 22:44:18,1
D0003846,U002390,Android,星购App,6.0.0,2025-01-18 17:30:13,1
D0003847,U003885,macOS,星购App,5.8.0,2025-05-19 21:35:35,1
D0003848,U002807,Android,网页,5.9.1,2026-03-03 13:11:50,1
D0003849,U001252,iOS,星购App,5.9.1,2025-02-02 05:45:10,1
D0003850,U004813,Android,星购App,5.9.1,2026-01-04 07:44:45,1
D0003851,U001498,iOS,微信小程序,web,2025-02-26 02:36:20,1
D0003852,U001297,iOS,星购App,5.9.1,2026-05-21 01:55:54,1
D0003853,U004412,Android,星购App,6.0.0,2025-01-24 06:41:45,1
D0003854,U002009,macOS,微信小程序,5.9.1,2025-10-21 02:08:52,1
D0003855,U004811,iOS,星购App,6.0.0,2025-10-01 20:58:12,1
D0003856,U002400,iOS,微信小程序,6.0.0,2025-11-27 11:52:02,1
D0003857,U002226,Windows,星购App,6.0.0,2026-03-15 23:43:24,1
D0003858,U002960,Android,星购App,6.0.0,2025-09-20 06:41:27,1
D0003859,U002715,iOS,星购App,5.9.1,2025-05-20 21:38:11,1
D0003860,U004512,macOS,微信小程序,5.9.1,2026-06-21 14:40:48,1
D0003861,U000929,Android,星购App,web,2025-05-29 15:54:26,1
D0003862,U001151,iOS,星购App,6.0.0,2026-07-11 11:13:23,1
D0003863,U002637,Android,微信小程序,web,2025-12-26 05:21:32,1
D0003864,U000544,iOS,星购App,5.9.1,2025-05-28 07:14:19,1
D0003865,U003365,iOS,星购App,6.0.0,2026-02-20 01:13:49,1
D0003866,U002493,Android,微信小程序,6.0.0,2025-09-29 21:43:11,1
D0003867,U003884,iOS,星购App,5.9.1,2026-06-04 13:36:54,1
D0003868,U001563,iOS,星购App,6.0.0,2026-08-15 22:10:06,1
D0003869,U002611,Windows,星购App,web,2025-07-27 05:02:28,1
D0003870,U001348,Android,星购App,5.8.0,2025-01-25 22:29:38,1
D0003871,U002436,iOS,星购App,web,2025-06-18 22:40:46,1
D0003872,U004369,iOS,微信小程序,6.0.0,2026-04-01 12:34:19,1
D0003873,U002392,Windows,星购App,5.8.0,2026-05-01 20:51:06,1
D0003874,U003362,Android,星购App,5.9.1,2025-01-26 16:26:13,1
D0003875,U003339,Android,星购App,6.0.0,2025-01-24 06:38:22,1
D0003876,U004155,Android,星购App,5.9.1,2026-02-17 19:31:48,1
D0003877,U000190,iOS,星购App,5.9.1,2025-11-10 17:40:34,1
D0003878,U004741,Android,星购App,6.0.0,2026-02-01 23:05:50,1
D0003879,U003849,Windows,星购App,5.8.0,2025-02-09 15:53:39,1
D0003880,U002216,Windows,星购App,5.9.1,2025-10-21 00:08:39,1
D0003881,U000105,iOS,星购App,5.9.1,2026-05-23 20:58:07,1
D0003882,U002808,iOS,星购App,5.9.1,2025-03-20 00:41:12,1
D0003883,U001733,iOS,星购App,5.9.1,2025-04-25 09:36:29,1
D0003884,U003633,Android,星购App,6.0.0,2025-10-23 14:31:39,1
D0003885,U002031,macOS,微信小程序,6.0.0,2025-10-01 15:15:05,1
D0003886,U000516,Android,微信小程序,5.9.1,2025-05-25 21:29:01,1
D0003887,U002587,macOS,星购App,5.9.1,2025-07-20 21:11:00,1
D0003888,U004985,iOS,网页,5.9.1,2026-02-10 08:44:48,1
D0003889,U001550,Windows,星购App,6.0.0,2025-05-12 19:15:30,1
D0003890,U000739,iOS,微信小程序,5.8.0,2026-03-31 23:21:16,1
D0003891,U003023,iOS,星购App,5.8.0,2026-07-30 13:26:43,1
D0003892,U004235,Android,星购App,6.0.0,2026-05-10 21:28:20,1
D0003893,U001043,Windows,星购App,web,2026-01-01 12:00:07,1
D0003894,U003398,Windows,星购App,5.8.0,2025-07-13 04:45:05,1
D0003895,U003233,Android,星购App,web,2025-05-04 21:31:55,1
D0003896,U004917,Android,星购App,6.0.0,2025-01-30 07:37:11,1
D0003897,U001523,Windows,微信小程序,web,2025-07-31 17:14:44,1
D0003898,U001722,Android,星购App,5.8.0,2026-02-22 15:53:20,1
D0003899,U000299,Windows,星购App,5.8.0,2025-01-19 14:04:11,1
D0003900,U002733,Android,微信小程序,6.0.0,2025-11-16 01:38:44,1
D0003901,U003882,iOS,星购App,5.9.1,2026-05-17 04:12:24,1
D0003902,U003227,Android,网页,6.0.0,2025-06-02 06:56:04,1
D0003903,U000400,Android,微信小程序,5.9.1,2026-07-28 18:22:21,1
D0003904,U004675,iOS,网页,5.9.1,2025-12-23 18:01:43,1
D0003905,U001089,iOS,星购App,5.8.0,2025-09-08 21:43:43,1
D0003906,U004619,iOS,星购App,5.8.0,2025-11-30 02:41:30,1
D0003907,U000367,iOS,网页,6.0.0,2025-05-18 18:20:19,1
D0003908,U001160,Android,星购App,6.0.0,2025-12-07 23:08:39,1
D0003909,U002499,Android,星购App,5.8.0,2026-06-17 20:51:11,1
D0003910,U002121,iOS,星购App,6.0.0,2026-03-09 15:41:17,1
D0003911,U002035,macOS,网页,5.9.1,2025-11-24 05:40:22,1
D0003912,U002119,iOS,星购App,5.9.1,2025-05-25 10:08:32,1
D0003913,U001945,Android,星购App,5.9.1,2025-09-07 11:47:25,1
D0003914,U001135,iOS,星购App,5.9.1,2026-05-10 00:10:00,1
D0003915,U004814,Android,星购App,5.8.0,2025-10-03 00:55:56,1
D0003916,U000347,iOS,星购App,web,2025-08-20 17:32:38,1
D0003917,U003033,Android,微信小程序,6.0.0,2025-02-17 00:03:43,1
D0003918,U003420,iOS,星购App,5.9.1,2025-03-18 03:23:38,1
D0003919,U004453,Android,星购App,5.9.1,2025-01-01 16:25:02,1
D0003920,U002120,Android,微信小程序,5.9.1,2025-06-16 01:00:44,1
D0003921,U000773,Android,星购App,5.9.1,2025-07-26 20:02:20,1
D0003922,U001095,macOS,微信小程序,5.8.0,2025-04-25 15:30:04,1
D0003923,U002420,Android,星购App,5.8.0,2026-08-03 21:38:39,1
D0003924,U003634,Android,微信小程序,5.9.1,2025-10-05 10:39:29,1
D0003925,U000105,Android,微信小程序,5.9.1,2026-05-28 15:45:35,1
D0003926,U000003,iOS,网页,6.0.0,2025-08-29 15:22:48,1
D0003927,U004362,Android,星购App,web,2025-12-20 07:08:54,1
D0003928,U002903,Android,微信小程序,5.8.0,2026-02-15 06:30:17,1
D0003929,U001670,Windows,网页,6.0.0,2026-02-17 12:00:35,1
D0003930,U004405,Android,星购App,5.8.0,2026-01-11 00:38:00,1
D0003931,U003394,iOS,星购App,web,2026-03-08 06:35:44,1
D0003932,U002103,iOS,星购App,5.9.1,2026-02-05 06:29:52,1
D0003933,U002335,iOS,微信小程序,6.0.0,2025-10-29 10:16:23,1
D0003934,U003237,Android,微信小程序,5.8.0,2025-12-25 12:14:21,1
D0003935,U003311,iOS,星购App,web,2025-01-22 06:43:01,1
D0003936,U004943,Android,星购App,6.0.0,2025-05-14 17:25:02,1
D0003937,U004155,iOS,星购App,5.9.1,2026-05-02 10:29:19,1
D0003938,U001122,Android,星购App,5.8.0,2025-01-17 01:24:47,1
D0003939,U004254,Windows,微信小程序,5.8.0,2025-02-17 17:01:05,1
D0003940,U002324,Android,微信小程序,5.9.1,2025-06-17 19:26:12,1
D0003941,U001503,Windows,网页,5.9.1,2026-08-19 05:08:39,1
D0003942,U003742,Android,星购App,5.8.0,2025-11-24 18:36:12,1
D0003943,U004836,Windows,星购App,6.0.0,2025-12-16 06:23:45,1
D0003944,U000634,Android,网页,5.8.0,2026-03-11 11:44:07,1
D0003945,U003590,Android,网页,5.9.1,2025-10-24 11:28:43,1
D0003946,U002125,iOS,微信小程序,5.8.0,2025-11-30 17:07:49,1
D0003947,U000382,iOS,星购App,5.9.1,2025-06-19 11:31:55,1
D0003948,U001080,iOS,星购App,6.0.0,2025-11-09 02:07:22,1
D0003949,U002109,iOS,星购App,6.0.0,2026-07-19 02:20:37,1
D0003950,U001195,Windows,星购App,web,2025-05-10 15:56:59,1
D0003951,U004887,Android,微信小程序,5.9.1,2025-04-03 08:21:44,1
D0003952,U004134,iOS,星购App,5.8.0,2025-09-14 02:53:38,1
D0003953,U002928,Android,星购App,5.8.0,2026-01-22 20:40:33,1
D0003954,U004364,Android,星购App,web,2026-06-14 09:06:00,1
D0003955,U002588,Android,微信小程序,5.9.1,2025-11-07 14:42:30,1
D0003956,U003892,iOS,网页,6.0.0,2026-07-22 00:21:36,1
D0003957,U002706,iOS,微信小程序,6.0.0,2025-12-19 23:56:07,1
D0003958,U004936,iOS,星购App,5.8.0,2025-01-28 22:59:35,1
D0003959,U000110,Android,网页,5.8.0,2025-08-06 06:39:13,1
D0003960,U000710,iOS,微信小程序,6.0.0,2025-04-08 18:41:22,1
D0003961,U001812,Windows,微信小程序,6.0.0,2025-01-25 16:33:52,1
D0003962,U000037,Android,星购App,6.0.0,2025-06-04 01:45:11,1
D0003963,U003934,Android,星购App,5.9.1,2026-02-12 19:11:30,1
D0003964,U003348,Android,星购App,5.9.1,2025-11-19 20:03:03,1
D0003965,U001151,iOS,微信小程序,5.8.0,2025-10-24 03:44:53,1
D0003966,U004752,Android,星购App,5.8.0,2025-09-14 13:12:49,1
D0003967,U001266,iOS,星购App,web,2026-08-13 20:05:47,1
D0003968,U000596,Android,微信小程序,5.9.1,2026-05-16 12:49:05,1
D0003969,U000908,Android,星购App,5.9.1,2026-03-05 18:39:29,1
D0003970,U004717,Android,星购App,5.9.1,2025-02-02 00:21:28,1
D0003971,U003193,iOS,星购App,5.9.1,2026-03-26 16:19:39,1
D0003972,U002053,iOS,星购App,web,2026-01-30 16:22:31,1
D0003973,U000408,Android,星购App,5.8.0,2025-11-01 03:57:23,1
D0003974,U002754,Windows,星购App,5.8.0,2026-05-21 12:33:22,1
D0003975,U001535,iOS,星购App,5.8.0,2025-03-01 02:31:55,1
D0003976,U004648,iOS,星购App,6.0.0,2025-08-28 12:19:39,1
D0003977,U004343,Android,星购App,5.8.0,2025-04-13 05:06:13,1
D0003978,U003082,Android,星购App,6.0.0,2025-10-14 02:14:47,1
D0003979,U000589,Android,网页,5.9.1,2026-07-05 08:02:42,1
D0003980,U000565,macOS,星购App,5.8.0,2025-06-29 11:26:20,1
D0003981,U000716,iOS,星购App,5.9.1,2025-12-11 05:58:14,1
D0003982,U004567,Android,星购App,6.0.0,2025-01-22 15:36:21,1
D0003983,U004429,Android,星购App,6.0.0,2025-05-19 13:49:08,1
D0003984,U000189,iOS,网页,6.0.0,2026-06-08 00:59:42,1
D0003985,U001929,Android,星购App,web,2025-09-12 02:34:22,1
D0003986,U001063,Windows,星购App,5.8.0,2026-08-16 23:53:30,1
D0003987,U000984,Android,星购App,5.8.0,2025-01-20 02:30:26,1
D0003988,U000570,Android,星购App,6.0.0,2025-12-12 00:35:42,1
D0003989,U000256,iOS,星购App,6.0.0,2025-09-21 07:58:28,1
D0003990,U002708,Android,星购App,6.0.0,2026-07-14 10:39:46,1
D0003991,U001339,iOS,星购App,5.9.1,2025-03-28 21:37:49,1
D0003992,U004351,Android,星购App,5.8.0,2025-05-03 16:58:29,1
D0003993,U004547,Android,星购App,6.0.0,2026-07-18 17:09:40,1
D0003994,U002170,Windows,星购App,5.8.0,2026-08-17 14:01:43,1
D0003995,U002410,Android,星购App,6.0.0,2025-09-09 16:49:23,1
D0003996,U002721,Android,微信小程序,6.0.0,2025-12-19 00:55:10,1
D0003997,U004494,iOS,星购App,5.9.1,2025-02-08 12:57:52,1
D0003998,U003250,Windows,星购App,5.9.1,2025-07-18 05:47:56,1
D0003999,U004369,Android,星购App,web,2025-02-08 07:01:48,1
D0004000,U003976,iOS,星购App,5.8.0,2025-05-16 00:16:20,1
D0004001,U001824,Android,星购App,5.8.0,2025-03-01 14:35:06,1
D0004002,U003583,Android,星购App,6.0.0,2026-03-20 15:02:23,1
D0004003,U002660,iOS,星购App,5.9.1,2025-02-02 12:50:16,1
D0004004,U004514,iOS,微信小程序,5.8.0,2026-06-06 17:45:39,1
D0004005,U000674,iOS,星购App,5.9.1,2026-05-05 02:19:01,1
D0004006,U004719,Windows,微信小程序,5.9.1,2025-09-23 17:42:25,1
D0004007,U003288,iOS,星购App,6.0.0,2025-08-03 18:17:39,1
D0004008,U004720,Android,网页,5.9.1,2026-05-09 17:29:13,1
D0004009,U002104,Windows,微信小程序,5.8.0,2025-02-20 23:29:03,1
D0004010,U003655,Android,星购App,web,2026-02-10 05:16:37,1
D0004011,U003844,Android,星购App,5.9.1,2026-08-08 09:01:18,1
D0004012,U004600,iOS,星购App,5.8.0,2026-05-25 19:18:23,1
D0004013,U004956,iOS,星购App,5.8.0,2026-04-16 07:15:56,1
D0004014,U002007,iOS,星购App,5.9.1,2025-10-28 17:20:20,1
D0004015,U003340,Android,星购App,5.8.0,2025-11-29 08:00:30,1
D0004016,U003586,Android,网页,5.8.0,2026-06-15 16:50:56,1
D0004017,U002427,Android,网页,5.8.0,2025-04-25 02:02:13,1
D0004018,U003350,Android,星购App,5.8.0,2025-01-30 10:48:40,1
D0004019,U003231,iOS,微信小程序,6.0.0,2025-08-02 23:52:07,1
D0004020,U002911,Android,星购App,5.9.1,2025-12-12 16:20:18,1
D0004021,U002654,Windows,星购App,6.0.0,2025-05-06 15:36:19,1
D0004022,U002484,Android,微信小程序,web,2025-03-01 00:18:11,1
D0004023,U002711,Windows,星购App,5.9.1,2026-05-04 16:01:58,1
D0004024,U001740,Android,星购App,6.0.0,2025-10-26 14:34:03,1
D0004025,U000803,Android,网页,6.0.0,2026-04-22 15:59:03,1
D0004026,U003788,Windows,星购App,web,2025-06-21 21:25:43,1
D0004027,U001034,Android,星购App,6.0.0,2025-12-09 21:49:34,1
D0004028,U003763,Android,网页,6.0.0,2025-06-21 20:46:39,1
D0004029,U003940,iOS,星购App,5.8.0,2025-07-13 17:47:55,1
D0004030,U002141,iOS,微信小程序,5.8.0,2025-03-03 21:31:46,1
D0004031,U001132,iOS,星购App,5.8.0,2025-11-15 10:18:51,1
D0004032,U004064,Windows,星购App,5.9.1,2025-04-26 09:40:43,1
D0004033,U000143,Android,网页,5.9.1,2025-03-11 19:19:10,1
D0004034,U004135,Android,星购App,web,2025-06-20 23:56:12,1
D0004035,U002064,Android,星购App,5.9.1,2025-02-23 08:44:21,1
D0004036,U004069,iOS,星购App,6.0.0,2025-08-16 09:07:52,1
D0004037,U002476,Android,星购App,6.0.0,2026-05-13 20:47:03,1
D0004038,U003528,iOS,网页,5.8.0,2025-09-02 17:56:42,1
D0004039,U004527,macOS,微信小程序,5.9.1,2026-07-03 15:15:28,1
D0004040,U004315,Windows,星购App,6.0.0,2026-05-23 07:46:36,1
D0004041,U002942,iOS,星购App,5.9.1,2025-06-22 05:13:44,1
D0004042,U000669,Windows,星购App,6.0.0,2026-06-04 04:56:15,1
D0004043,U004049,iOS,星购App,5.9.1,2025-03-01 06:47:02,1
D0004044,U004537,Windows,网页,5.9.1,2025-10-05 18:43:08,1
D0004045,U001804,iOS,星购App,5.9.1,2025-10-12 03:22:49,1
D0004046,U003861,iOS,星购App,6.0.0,2026-06-27 07:01:18,1
D0004047,U002632,Android,星购App,5.9.1,2026-03-09 09:02:56,1
D0004048,U000603,Windows,微信小程序,5.8.0,2025-05-12 11:30:15,1
D0004049,U000543,Windows,星购App,5.9.1,2025-12-26 05:43:42,1
D0004050,U004677,Android,星购App,5.9.1,2026-01-28 07:28:21,1
D0004051,U001216,iOS,星购App,5.8.0,2025-06-28 08:20:10,1
D0004052,U001288,Android,微信小程序,6.0.0,2025-09-26 00:59:25,1
D0004053,U001800,Windows,星购App,5.8.0,2025-04-27 01:46:05,1
D0004054,U003014,iOS,网页,6.0.0,2026-05-31 12:43:55,1
D0004055,U002245,Android,网页,5.8.0,2026-05-10 18:49:37,1
D0004056,U003909,iOS,网页,6.0.0,2026-08-07 11:56:45,1
D0004057,U001596,iOS,星购App,6.0.0,2025-02-11 08:12:07,1
D0004058,U003176,Windows,星购App,5.9.1,2025-02-03 05:58:28,1
D0004059,U003384,iOS,微信小程序,5.9.1,2025-09-15 04:47:49,1
D0004060,U000218,iOS,星购App,6.0.0,2026-08-10 04:47:52,1
D0004061,U000321,iOS,星购App,5.9.1,2025-12-16 21:44:56,1
D0004062,U003725,Android,网页,5.9.1,2026-04-28 23:50:22,1
D0004063,U001397,iOS,微信小程序,6.0.0,2026-08-14 01:50:07,1
D0004064,U002185,iOS,网页,5.9.1,2025-10-27 03:55:52,1
D0004065,U003096,Windows,微信小程序,web,2026-05-02 10:13:19,1
D0004066,U001912,Android,星购App,5.9.1,2026-02-04 19:50:27,1
D0004067,U003428,Android,星购App,6.0.0,2026-07-20 17:41:13,1
D0004068,U004609,iOS,微信小程序,6.0.0,2025-04-10 03:14:05,1
D0004069,U000523,iOS,星购App,5.8.0,2026-07-15 04:45:54,1
D0004070,U000727,Android,星购App,5.9.1,2025-03-10 02:25:41,1
D0004071,U003026,iOS,星购App,6.0.0,2026-04-01 02:17:37,1
D0004072,U000818,Android,星购App,5.9.1,2025-12-11 01:56:25,1
D0004073,U000807,iOS,星购App,5.9.1,2025-12-04 03:56:22,1
D0004074,U001379,Android,星购App,5.9.1,2026-07-24 07:19:19,1
D0004075,U004193,iOS,微信小程序,5.9.1,2025-05-26 20:40:04,1
D0004076,U003973,Windows,星购App,5.8.0,2025-10-31 10:10:41,1
D0004077,U004595,iOS,微信小程序,6.0.0,2025-03-24 16:53:03,1
D0004078,U002614,Windows,微信小程序,5.9.1,2025-02-10 23:18:43,1
D0004079,U000845,iOS,星购App,5.9.1,2026-02-13 06:40:56,1
D0004080,U000087,iOS,网页,5.8.0,2025-03-08 14:27:18,1
D0004081,U000624,iOS,星购App,5.9.1,2026-03-08 04:23:04,1
D0004082,U001273,iOS,微信小程序,5.9.1,2026-06-10 18:39:07,1
D0004083,U002943,Android,星购App,5.8.0,2026-02-26 06:38:36,1
D0004084,U003402,Android,网页,5.9.1,2025-07-09 09:31:56,1
D0004085,U001395,Windows,星购App,5.9.1,2025-06-04 04:08:54,1
D0004086,U004069,Android,星购App,6.0.0,2026-05-04 01:52:26,1
D0004087,U000316,Android,星购App,5.9.1,2025-10-21 23:11:59,1
D0004088,U000608,Android,星购App,5.9.1,2025-06-12 23:00:43,1
D0004089,U003400,iOS,网页,6.0.0,2026-02-06 12:52:31,1
D0004090,U004746,Android,星购App,5.8.0,2026-05-20 14:39:41,1
D0004091,U004147,Android,微信小程序,5.9.1,2025-05-31 05:37:16,1
D0004092,U003943,Android,微信小程序,6.0.0,2026-04-06 22:48:25,1
D0004093,U000914,Windows,微信小程序,5.9.1,2025-07-30 10:49:33,1
D0004094,U000521,Windows,星购App,5.9.1,2026-04-01 00:00:51,1
D0004095,U000346,iOS,星购App,5.9.1,2026-02-06 01:56:30,1
D0004096,U000384,iOS,网页,6.0.0,2025-03-14 01:32:17,1
D0004097,U003571,iOS,星购App,5.8.0,2026-05-09 17:51:01,1
D0004098,U003470,iOS,星购App,5.8.0,2025-10-22 15:42:06,1
D0004099,U000994,Windows,星购App,5.8.0,2025-08-26 05:24:00,1
D0004100,U000759,iOS,星购App,5.9.1,2025-07-06 03:06:09,1
D0004101,U000181,iOS,微信小程序,5.9.1,2025-11-05 08:15:17,1
D0004102,U001679,Android,星购App,6.0.0,2025-05-11 08:01:47,1
D0004103,U004338,Android,微信小程序,5.8.0,2025-01-15 10:10:38,1
D0004104,U000800,Android,星购App,5.9.1,2025-10-07 08:46:59,1
D0004105,U000017,iOS,星购App,6.0.0,2025-07-16 22:32:18,1
D0004106,U004381,iOS,网页,6.0.0,2025-09-04 22:17:09,1
D0004107,U004370,Windows,网页,5.9.1,2026-02-08 09:52:37,1
D0004108,U000040,iOS,星购App,6.0.0,2026-03-29 17:12:59,1
D0004109,U000643,iOS,星购App,5.9.1,2025-02-17 09:04:56,1
D0004110,U001801,Android,微信小程序,5.8.0,2025-02-18 13:46:37,1
D0004111,U000088,iOS,星购App,web,2025-05-07 20:09:25,1
D0004112,U004431,Android,微信小程序,5.9.1,2025-02-27 05:17:51,1
D0004113,U001617,Android,网页,5.9.1,2025-05-09 04:47:00,1
D0004114,U003712,iOS,网页,5.9.1,2025-01-22 09:59:02,1
D0004115,U002791,Android,星购App,5.8.0,2025-07-03 23:13:39,1
D0004116,U001493,macOS,微信小程序,6.0.0,2025-12-18 05:30:04,1
D0004117,U004438,Android,微信小程序,5.8.0,2025-01-12 12:48:24,1
D0004118,U004158,Windows,星购App,6.0.0,2026-04-12 15:47:40,1
D0004119,U000529,iOS,星购App,6.0.0,2025-06-21 04:56:32,1
D0004120,U003032,iOS,星购App,5.9.1,2025-03-29 00:50:12,1
D0004121,U000144,Windows,星购App,5.9.1,2026-07-16 11:13:01,1
D0004122,U004134,Android,星购App,6.0.0,2026-04-28 13:11:32,1
D0004123,U000065,macOS,星购App,5.9.1,2026-02-19 05:52:01,1
D0004124,U001028,Android,网页,5.9.1,2025-12-31 00:58:59,1
D0004125,U003320,Android,网页,5.9.1,2026-05-26 11:44:21,1
D0004126,U000761,Android,星购App,5.8.0,2025-07-06 22:47:19,1
D0004127,U004863,macOS,微信小程序,6.0.0,2025-09-03 10:25:48,1
D0004128,U003376,Android,微信小程序,6.0.0,2025-07-19 16:57:07,1
D0004129,U003796,Android,星购App,6.0.0,2026-01-15 12:06:05,1
D0004130,U000603,Android,网页,web,2025-10-30 07:47:11,1
D0004131,U002055,Android,星购App,6.0.0,2025-10-27 05:02:49,1
D0004132,U004002,Android,星购App,5.8.0,2025-08-01 13:34:25,1
D0004133,U001931,Android,星购App,6.0.0,2025-01-01 09:20:27,1
D0004134,U002244,Windows,星购App,5.9.1,2026-02-06 00:04:09,1
D0004135,U004296,macOS,网页,5.9.1,2025-08-13 13:43:54,1
D0004136,U003423,Android,网页,6.0.0,2026-01-26 09:07:18,1
D0004137,U003602,iOS,星购App,web,2025-02-27 17:20:12,1
D0004138,U000173,Android,星购App,6.0.0,2025-07-04 14:51:31,1
D0004139,U001959,iOS,星购App,web,2026-01-20 09:48:39,1
D0004140,U000701,iOS,星购App,6.0.0,2026-06-05 21:33:28,1
D0004141,U004738,Android,星购App,6.0.0,2026-05-19 20:25:15,1
D0004142,U003815,Android,星购App,5.8.0,2025-12-28 19:24:35,1
D0004143,U003971,iOS,星购App,5.9.1,2025-05-01 05:21:44,1
D0004144,U000467,Android,星购App,5.8.0,2026-03-01 01:52:57,1
D0004145,U003611,Android,星购App,6.0.0,2025-09-27 23:55:50,1
D0004146,U000916,iOS,星购App,6.0.0,2025-01-22 19:53:49,1
D0004147,U001618,iOS,网页,5.9.1,2026-03-15 10:05:59,1
D0004148,U003127,Android,星购App,6.0.0,2026-06-02 18:41:01,1
D0004149,U002225,Android,微信小程序,6.0.0,2025-06-06 08:46:03,1
D0004150,U000334,Android,微信小程序,6.0.0,2026-01-15 04:02:14,1
D0004151,U002875,Android,星购App,5.9.1,2025-04-07 20:46:56,1
D0004152,U002562,Windows,星购App,6.0.0,2026-04-21 20:22:22,1
D0004153,U000222,iOS,星购App,5.9.1,2026-08-02 11:29:12,1
D0004154,U004935,iOS,星购App,5.9.1,2026-04-30 02:48:15,1
D0004155,U003421,Android,星购App,6.0.0,2025-08-14 17:25:22,1
D0004156,U000440,macOS,星购App,5.9.1,2025-09-15 03:23:47,1
D0004157,U004233,Android,星购App,5.9.1,2026-06-11 09:26:36,1
D0004158,U002910,Windows,星购App,5.9.1,2025-11-02 04:29:43,1
D0004159,U001220,Windows,微信小程序,5.9.1,2026-01-06 00:40:33,1
D0004160,U001128,Android,星购App,6.0.0,2025-03-21 02:07:15,1
D0004161,U002875,Android,星购App,5.9.1,2025-03-29 10:41:01,1
D0004162,U003868,Android,星购App,5.8.0,2026-02-21 21:20:27,1
D0004163,U000543,Android,微信小程序,5.9.1,2025-12-28 20:52:02,1
D0004164,U000784,Android,网页,5.8.0,2026-03-21 16:08:16,1
D0004165,U001365,Android,星购App,5.8.0,2025-01-08 13:07:25,1
