relation_id,user_id,tag_id,score,assigned_at,source
UTR00003630,U003819,TAG10,0.704,2026-01-10 23:28:31,rule
UTR00003631,U003751,TAG01,0.6534,2026-07-10 14:15:46,rule
UTR00003632,U000320,TAG01,0.9712,2026-08-06 23:19:44,rule
UTR00003633,U000471,TAG15,0.6009,2025-12-22 20:34:05,model
UTR00003634,U004336,TAG11,0.8238,2026-06-18 00:01:12,rule
UTR00003635,U003644,TAG13,0.9668,2026-04-13 19:10:52,rule
UTR00003636,U004648,TAG09,0.6389,2026-04-28 10:49:24,model
UTR00003637,U003168,TAG03,0.6341,2026-02-15 18:11:01,model
UTR00003638,U002761,TAG09,0.6247,2026-07-29 18:25:49,model
UTR00003639,U000061,TAG06,0.7208,2025-01-15 04:20:16,rule
UTR00003640,U000873,TAG10,0.8334,2026-08-07 17:30:33,rule
UTR00003641,U001076,TAG07,0.9809,2025-10-19 21:46:12,manual
UTR00003642,U004585,TAG10,0.5773,2025-11-28 22:01:26,manual
UTR00003643,U002222,TAG15,0.9854,2025-05-08 02:00:52,model
UTR00003644,U001904,TAG02,0.7072,2026-06-07 00:27:57,model
UTR00003645,U001006,TAG09,0.9101,2025-10-09 08:31:20,rule
UTR00003646,U003054,TAG01,0.6327,2026-08-07 09:54:05,manual
UTR00003647,U000974,TAG07,0.6694,2026-05-28 21:43:16,rule
UTR00003648,U001341,TAG09,0.8651,2025-02-02 07:52:49,model
UTR00003649,U000303,TAG06,0.6844,2025-10-16 13:31:56,model
UTR00003650,U001412,TAG11,0.8875,2026-01-17 17:38:01,rule
UTR00003651,U001833,TAG05,0.585,2026-04-23 20:43:01,rule
UTR00003652,U003649,TAG16,0.6888,2026-03-16 09:01:08,model
UTR00003653,U003600,TAG02,0.9924,2025-02-18 00:49:43,model
UTR00003654,U004530,TAG09,0.707,2026-02-22 01:11:17,model
UTR00003655,U003495,TAG12,0.7807,2025-07-26 09:11:55,manual
UTR00003656,U003336,TAG04,0.5791,2025-07-17 02:32:37,model
UTR00003657,U001062,TAG11,0.8804,2026-05-11 14:05:01,rule
UTR00003658,U001976,TAG06,0.7386,2026-03-09 11:22:10,rule
UTR00003659,U000785,TAG02,0.8402,2025-11-20 09:01:03,rule
UTR00003660,U000707,TAG12,0.8803,2025-03-28 07:41:42,model
UTR00003661,U001604,TAG07,0.8954,2026-01-16 04:11:06,rule
UTR00003662,U002648,TAG02,0.6551,2025-07-22 21:06:03,rule
UTR00003663,U000832,TAG02,0.7862,2025-08-10 16:57:27,model
UTR00003664,U004559,TAG10,0.5704,2026-04-15 22:03:42,rule
UTR00003665,U002209,TAG13,0.6129,2025-03-25 01:08:46,model
UTR00003666,U003306,TAG07,0.9083,2025-11-10 07:29:18,model
UTR00003667,U002848,TAG11,0.8162,2025-04-16 13:15:07,model
UTR00003668,U004039,TAG04,0.5528,2025-01-07 15:39:11,rule
UTR00003669,U001437,TAG13,0.7652,2026-05-01 19:49:12,rule
UTR00003670,U004547,TAG02,0.8182,2025-04-09 04:21:08,rule
UTR00003671,U000034,TAG10,0.6176,2025-06-13 20:18:33,rule
UTR00003672,U003404,TAG09,0.8001,2025-02-06 02:57:02,model
UTR00003673,U003398,TAG03,0.7781,2025-10-06 06:02:08,model
UTR00003674,U000034,TAG10,0.9516,2025-06-15 11:03:38,rule
UTR00003675,U001532,TAG03,0.8071,2025-01-04 22:39:17,rule
UTR00003676,U002539,TAG02,0.763,2025-11-28 13:04:36,model
UTR00003677,U004893,TAG14,0.8801,2025-12-05 02:03:11,model
UTR00003678,U001215,TAG16,0.7443,2026-04-02 12:58:48,rule
UTR00003679,U002627,TAG05,0.977,2026-02-19 00:25:01,rule
UTR00003680,U003438,TAG15,0.8861,2026-06-15 19:53:18,rule
UTR00003681,U002733,TAG01,0.9504,2025-09-28 14:21:49,model
UTR00003682,U000697,TAG09,0.9009,2026-05-31 01:32:22,rule
UTR00003683,U001939,TAG08,0.7838,2026-08-08 05:22:32,model
UTR00003684,U004503,TAG08,0.8574,2025-10-10 07:17:55,rule
UTR00003685,U000631,TAG10,0.8611,2025-07-05 11:00:51,rule
UTR00003686,U004122,TAG02,0.8841,2025-01-12 09:46:54,model
UTR00003687,U004431,TAG06,0.6447,2025-11-07 22:34:06,model
UTR00003688,U002049,TAG03,0.6385,2026-01-27 05:24:07,model
UTR00003689,U001862,TAG10,0.972,2025-02-16 17:42:20,rule
UTR00003690,U004930,TAG11,0.8352,2026-03-08 00:28:43,rule
UTR00003691,U004546,TAG01,0.8271,2026-06-02 16:13:19,rule
UTR00003692,U002714,TAG12,0.6808,2025-12-28 13:53:06,rule
UTR00003693,U002609,TAG16,0.5636,2025-08-01 19:27:00,model
UTR00003694,U004439,TAG05,0.9035,2026-07-19 12:44:40,rule
UTR00003695,U004690,TAG07,0.7969,2025-01-31 01:44:42,manual
UTR00003696,U001510,TAG13,0.7239,2025-01-24 20:27:55,rule
UTR00003697,U000265,TAG15,0.8229,2026-04-05 17:54:39,rule
UTR00003698,U003882,TAG05,0.7485,2025-11-25 23:04:01,rule
UTR00003699,U002717,TAG05,0.992,2025-12-31 17:00:00,model
UTR00003700,U003062,TAG13,0.6115,2026-05-18 19:11:22,model
UTR00003701,U000193,TAG09,0.702,2026-03-09 01:00:45,rule
UTR00003702,U002139,TAG10,0.8028,2025-11-28 16:54:21,rule
UTR00003703,U002182,TAG05,0.6797,2025-01-24 08:22:41,model
UTR00003704,U001117,TAG01,0.8438,2025-08-02 05:50:03,model
UTR00003705,U003316,TAG05,0.8153,2025-05-02 15:28:39,rule
UTR00003706,U003728,TAG13,0.6989,2025-05-10 03:14:32,rule
UTR00003707,U002753,TAG06,0.8375,2026-08-06 03:36:40,rule
UTR00003708,U003040,TAG02,0.9196,2025-12-31 09:22:30,rule
UTR00003709,U002545,TAG06,0.8351,2025-02-15 13:48:00,rule
UTR00003710,U001271,TAG06,0.953,2026-07-15 11:49:13,rule
UTR00003711,U003801,TAG06,0.7843,2026-07-03 12:40:19,rule
UTR00003712,U000518,TAG16,0.6823,2025-01-10 00:39:54,model
UTR00003713,U004568,TAG14,0.7471,2025-08-24 17:17:07,rule
UTR00003714,U001658,TAG15,0.8775,2025-02-28 16:31:20,rule
UTR00003715,U003397,TAG06,0.7814,2025-10-25 03:44:01,rule
UTR00003716,U000999,TAG01,0.9644,2026-07-20 07:30:00,rule
UTR00003717,U000656,TAG14,0.6638,2026-05-16 23:10:43,model
UTR00003718,U003863,TAG05,0.916,2026-06-02 14:29:01,rule
UTR00003719,U003041,TAG16,0.7364,2026-03-27 18:59:59,rule
UTR00003720,U003825,TAG02,0.7297,2026-08-06 10:09:55,rule
UTR00003721,U004536,TAG02,0.9777,2025-03-08 22:32:23,model
UTR00003722,U000732,TAG08,0.6391,2025-05-18 21:26:32,rule
UTR00003723,U003359,TAG15,0.7879,2025-12-30 05:22:44,model
UTR00003724,U002793,TAG08,0.628,2025-04-21 20:48:52,model
UTR00003725,U003740,TAG04,0.652,2026-08-10 01:28:24,rule
UTR00003726,U000362,TAG04,0.7052,2026-03-05 16:39:17,model
UTR00003727,U000184,TAG03,0.7414,2025-10-14 05:41:58,rule
UTR00003728,U000241,TAG07,0.6641,2025-12-03 10:51:03,rule
UTR00003729,U001793,TAG09,0.7627,2026-03-04 00:06:30,rule
UTR00003730,U003161,TAG05,0.698,2025-07-15 12:27:07,model
UTR00003731,U004913,TAG13,0.6207,2025-06-02 18:50:30,model
UTR00003732,U001011,TAG10,0.8767,2025-07-25 11:41:55,model
UTR00003733,U000178,TAG09,0.5921,2026-06-27 16:58:09,model
UTR00003734,U000400,TAG15,0.8108,2025-11-01 07:04:37,manual
UTR00003735,U002157,TAG16,0.6788,2026-05-17 09:06:12,rule
UTR00003736,U003448,TAG07,0.8252,2025-03-10 10:40:01,model
UTR00003737,U004599,TAG03,0.5687,2026-04-01 16:14:21,model
UTR00003738,U003155,TAG07,0.9423,2026-01-09 06:01:15,rule
UTR00003739,U002468,TAG15,0.9091,2025-11-03 02:23:49,model
UTR00003740,U004824,TAG13,0.6375,2025-04-18 04:26:51,model
UTR00003741,U002459,TAG11,0.5927,2025-01-07 17:24:15,rule
UTR00003742,U001013,TAG11,0.8879,2025-06-27 13:15:41,model
UTR00003743,U001686,TAG13,0.6814,2025-05-12 19:41:13,rule
UTR00003744,U004831,TAG10,0.7995,2025-07-23 09:47:20,rule
UTR00003745,U000330,TAG02,0.7146,2025-09-09 00:07:39,model
UTR00003746,U002636,TAG14,0.7619,2026-08-22 19:45:26,rule
UTR00003747,U002281,TAG08,0.7612,2025-10-09 03:51:06,rule
UTR00003748,U002176,TAG06,0.6241,2025-11-24 17:02:41,model
UTR00003749,U000027,TAG11,0.7642,2025-04-23 01:27:55,model
UTR00003750,U001712,TAG13,0.6202,2026-02-13 19:54:25,rule
UTR00003751,U002999,TAG04,0.9049,2026-02-17 01:46:11,rule
UTR00003752,U000840,TAG07,0.8523,2026-04-22 16:12:15,model
UTR00003753,U004144,TAG03,0.7228,2026-03-14 18:30:51,rule
UTR00003754,U002604,TAG02,0.844,2025-05-09 15:18:51,rule
UTR00003755,U004379,TAG10,0.7911,2026-05-12 12:48:21,rule
UTR00003756,U004690,TAG09,0.9993,2026-02-16 15:16:55,model
UTR00003757,U002000,TAG01,0.5651,2025-10-28 09:44:33,manual
UTR00003758,U000502,TAG01,0.6199,2025-06-03 02:03:18,rule
UTR00003759,U003918,TAG02,0.7766,2026-05-26 08:22:38,model
UTR00003760,U002823,TAG08,0.9963,2025-10-01 17:35:21,rule
UTR00003761,U001887,TAG01,0.7967,2026-03-19 10:36:58,model
UTR00003762,U004775,TAG06,0.6823,2025-05-20 06:57:10,rule
UTR00003763,U000507,TAG12,0.5593,2025-03-01 01:53:21,model
UTR00003764,U000385,TAG01,0.6262,2025-12-27 06:15:57,model
UTR00003765,U000335,TAG15,0.969,2026-06-19 16:25:46,model
UTR00003766,U001688,TAG08,0.5909,2026-03-16 18:27:38,rule
UTR00003767,U004286,TAG07,0.9442,2026-04-20 15:02:48,model
UTR00003768,U000184,TAG08,0.9734,2026-07-30 22:36:18,rule
UTR00003769,U003580,TAG06,0.9067,2025-09-24 19:23:06,model
UTR00003770,U001438,TAG11,0.8776,2026-02-22 17:41:06,model
UTR00003771,U002057,TAG13,0.7536,2026-03-16 18:29:57,model
UTR00003772,U000077,TAG05,0.7646,2025-07-11 13:54:22,model
UTR00003773,U002618,TAG07,0.5645,2025-09-23 00:12:36,rule
UTR00003774,U003605,TAG04,0.551,2026-08-04 01:05:24,manual
UTR00003775,U000310,TAG05,0.8917,2026-08-02 11:21:08,model
UTR00003776,U003514,TAG14,0.7498,2025-05-30 00:24:57,rule
UTR00003777,U000687,TAG01,0.6917,2026-04-23 01:00:05,model
UTR00003778,U001084,TAG02,0.9705,2026-03-31 00:32:25,model
UTR00003779,U000083,TAG04,0.7141,2025-10-08 06:16:23,rule
UTR00003780,U003763,TAG02,0.6093,2025-09-01 10:50:18,model
UTR00003781,U004931,TAG16,0.9663,2026-07-08 08:53:01,rule
UTR00003782,U001103,TAG05,0.735,2025-11-24 01:09:21,model
UTR00003783,U003806,TAG10,0.7483,2026-04-24 20:52:35,rule
UTR00003784,U000674,TAG12,0.6446,2025-08-27 02:24:25,manual
UTR00003785,U000935,TAG05,0.9689,2026-02-26 04:09:08,model
UTR00003786,U001888,TAG14,0.5769,2025-01-08 14:34:27,rule
UTR00003787,U000362,TAG10,0.8846,2026-08-18 06:39:24,rule
UTR00003788,U002261,TAG02,0.9701,2025-02-22 12:34:15,manual
UTR00003789,U001286,TAG12,0.6172,2025-10-08 14:12:38,rule
UTR00003790,U003849,TAG11,0.576,2026-01-07 16:59:28,model
UTR00003791,U003924,TAG02,0.8982,2025-12-09 06:28:39,rule
UTR00003792,U001029,TAG04,0.7281,2025-09-23 22:45:03,rule
UTR00003793,U000551,TAG01,0.5861,2025-01-20 16:36:05,model
UTR00003794,U002918,TAG13,0.6936,2026-05-17 04:52:07,model
UTR00003795,U003542,TAG16,0.9402,2025-09-29 07:19:00,model
UTR00003796,U000601,TAG05,0.6834,2025-06-15 04:03:32,rule
UTR00003797,U003624,TAG06,0.6872,2025-11-21 17:34:15,rule
UTR00003798,U003422,TAG15,0.9595,2025-05-25 22:51:53,model
UTR00003799,U003848,TAG04,0.7369,2025-02-06 08:51:07,rule
UTR00003800,U002589,TAG08,0.9588,2025-05-18 12:09:09,rule
UTR00003801,U001982,TAG02,0.8453,2026-07-01 17:56:32,rule
UTR00003802,U001394,TAG15,0.6802,2026-07-06 13:01:09,model
UTR00003803,U004258,TAG11,0.5657,2026-07-13 13:05:51,rule
UTR00003804,U002753,TAG15,0.9705,2026-04-09 11:53:16,rule
UTR00003805,U000518,TAG04,0.8266,2026-06-14 23:16:01,model
UTR00003806,U001062,TAG01,0.9339,2026-07-04 13:34:34,model
UTR00003807,U003330,TAG13,0.9042,2025-10-08 01:51:40,rule
UTR00003808,U000597,TAG15,0.6606,2025-05-29 06:11:25,rule
UTR00003809,U002029,TAG11,0.6821,2026-05-27 05:43:07,model
UTR00003810,U001111,TAG03,0.754,2025-07-23 23:18:27,model
UTR00003811,U002445,TAG04,0.9236,2025-02-16 19:30:25,manual
UTR00003812,U004561,TAG11,0.6941,2025-01-26 22:49:56,rule
UTR00003813,U004791,TAG13,0.9895,2026-05-14 21:23:29,rule
UTR00003814,U004408,TAG09,0.6451,2025-05-23 23:26:34,rule
UTR00003815,U004450,TAG16,0.8841,2025-10-27 21:26:10,model
UTR00003816,U000312,TAG11,0.8684,2025-09-10 11:42:58,model
UTR00003817,U002225,TAG05,0.7595,2025-02-13 14:42:44,rule
UTR00003818,U004088,TAG09,0.8259,2025-12-23 09:55:13,model
UTR00003819,U002885,TAG14,0.6216,2025-12-21 23:56:54,rule
UTR00003820,U004916,TAG01,0.875,2025-09-28 22:29:44,model
UTR00003821,U000094,TAG06,0.9886,2025-10-09 13:17:55,rule
UTR00003822,U003080,TAG02,0.8417,2025-01-23 12:39:21,rule
UTR00003823,U000647,TAG05,0.6432,2025-06-12 02:05:57,rule
UTR00003824,U003098,TAG04,0.5669,2026-07-27 23:53:05,model
UTR00003825,U002234,TAG15,0.5949,2026-02-13 06:12:30,rule
UTR00003826,U004715,TAG09,0.7292,2025-10-21 05:26:09,rule
UTR00003827,U002161,TAG04,0.5962,2025-04-04 23:24:14,model
UTR00003828,U003547,TAG01,0.5567,2026-07-08 04:00:24,rule
UTR00003829,U001047,TAG16,0.6289,2025-02-22 22:27:04,model
UTR00003830,U001699,TAG15,0.9725,2026-05-16 23:54:21,rule
UTR00003831,U003936,TAG04,0.7726,2026-03-03 07:43:54,rule
UTR00003832,U002476,TAG11,0.7999,2025-11-27 15:13:39,rule
UTR00003833,U004764,TAG13,0.8951,2026-06-23 00:31:44,rule
UTR00003834,U000009,TAG06,0.7181,2025-02-27 03:25:17,model
UTR00003835,U002213,TAG16,0.568,2025-11-22 18:16:50,rule
UTR00003836,U001901,TAG04,0.8474,2026-03-26 00:42:07,rule
UTR00003837,U002162,TAG16,0.7996,2025-12-03 22:28:10,model
UTR00003838,U004282,TAG09,0.841,2026-03-31 19:27:14,rule
UTR00003839,U003285,TAG01,0.7635,2026-01-21 21:35:25,rule
UTR00003840,U002073,TAG04,0.6558,2025-01-28 00:29:55,rule
UTR00003841,U001054,TAG03,0.6006,2025-06-10 22:52:55,rule
UTR00003842,U004996,TAG01,0.6909,2026-03-01 15:12:40,model
UTR00003843,U002356,TAG09,0.7399,2025-01-23 18:15:30,model
UTR00003844,U004787,TAG12,0.8762,2025-04-21 13:24:40,model
UTR00003845,U003566,TAG06,0.802,2025-11-01 09:14:06,rule
UTR00003846,U000959,TAG09,0.6448,2025-03-10 11:51:56,rule
UTR00003847,U001637,TAG14,0.9724,2025-10-03 12:09:07,rule
UTR00003848,U003257,TAG14,0.6093,2025-10-31 15:59:32,model
UTR00003849,U001158,TAG04,0.8381,2026-02-18 02:12:28,rule
UTR00003850,U003647,TAG01,0.5525,2025-05-03 17:59:24,rule
UTR00003851,U003439,TAG13,0.9563,2026-04-04 23:03:12,rule
UTR00003852,U004053,TAG09,0.6265,2025-08-23 17:34:26,rule
UTR00003853,U003860,TAG15,0.9921,2026-07-10 20:03:42,rule
UTR00003854,U001427,TAG06,0.8396,2025-06-03 22:27:00,model
UTR00003855,U002739,TAG13,0.7321,2025-02-10 08:20:55,model
UTR00003856,U004564,TAG10,0.754,2026-08-18 03:26:39,model
UTR00003857,U001812,TAG09,0.7553,2025-12-27 03:14:26,model
UTR00003858,U004177,TAG13,0.8364,2026-08-06 14:59:39,model
UTR00003859,U000985,TAG16,0.9431,2026-05-09 23:19:33,rule
UTR00003860,U003227,TAG12,0.8897,2026-04-09 15:38:16,rule
UTR00003861,U002814,TAG09,0.6024,2025-10-28 21:58:16,rule
UTR00003862,U000410,TAG11,0.6693,2026-08-14 18:44:48,model
UTR00003863,U003146,TAG13,0.8353,2025-04-30 03:57:52,rule
UTR00003864,U001867,TAG02,0.887,2026-07-05 17:45:53,rule
UTR00003865,U000572,TAG15,0.9468,2026-05-30 15:48:23,rule
UTR00003866,U000428,TAG02,0.9049,2026-04-28 15:42:40,model
UTR00003867,U001788,TAG02,0.7182,2025-10-27 23:12:53,rule
UTR00003868,U000201,TAG15,0.8719,2026-01-08 07:29:47,rule
UTR00003869,U000841,TAG03,0.5849,2025-12-26 13:53:33,rule
UTR00003870,U001548,TAG13,0.6492,2025-07-27 00:57:27,rule
UTR00003871,U002048,TAG13,0.7995,2026-02-13 10:13:55,rule
UTR00003872,U002090,TAG09,0.7427,2026-08-17 12:29:24,rule
UTR00003873,U002762,TAG03,0.8357,2025-10-06 15:17:38,model
UTR00003874,U000702,TAG05,0.7287,2025-01-08 07:06:41,model
UTR00003875,U004872,TAG03,0.5633,2026-04-10 03:16:41,rule
UTR00003876,U002722,TAG07,0.5997,2025-01-26 22:30:59,model
UTR00003877,U003787,TAG08,0.8659,2025-11-17 14:35:31,rule
UTR00003878,U004226,TAG05,0.8897,2026-05-27 23:40:24,model
UTR00003879,U001545,TAG02,0.9203,2025-12-25 15:19:43,model
UTR00003880,U002065,TAG11,0.9479,2026-03-15 05:34:55,rule
UTR00003881,U001921,TAG13,0.8091,2025-08-19 08:48:31,rule
UTR00003882,U003009,TAG14,0.895,2025-12-27 01:55:35,model
UTR00003883,U002877,TAG04,0.8551,2026-06-10 15:52:36,rule
UTR00003884,U001258,TAG09,0.7446,2026-08-11 06:53:33,model
UTR00003885,U000650,TAG07,0.6399,2025-01-31 18:56:20,rule
UTR00003886,U003436,TAG07,0.9413,2025-03-26 05:49:40,model
UTR00003887,U003361,TAG14,0.5717,2026-01-11 02:44:01,rule
UTR00003888,U004625,TAG09,0.842,2025-12-15 19:37:31,rule
UTR00003889,U001042,TAG05,0.6208,2025-10-12 11:39:23,model
UTR00003890,U001165,TAG05,0.9632,2025-04-11 13:04:29,model
UTR00003891,U000095,TAG08,0.858,2025-07-06 17:31:52,rule
UTR00003892,U001889,TAG06,0.6768,2025-08-07 21:24:09,rule
UTR00003893,U002127,TAG04,0.7628,2025-10-19 12:03:24,rule
UTR00003894,U003171,TAG07,0.6815,2025-05-24 10:30:11,rule
UTR00003895,U003251,TAG10,0.8214,2025-11-27 13:51:33,model
UTR00003896,U000452,TAG07,0.9134,2025-02-28 11:57:21,model
UTR00003897,U003371,TAG15,0.6569,2025-01-13 13:21:42,rule
UTR00003898,U002804,TAG08,0.6428,2025-12-31 21:33:41,rule
UTR00003899,U000876,TAG14,0.6373,2026-04-24 11:33:04,rule
UTR00003900,U004450,TAG03,0.9896,2026-07-31 00:56:02,rule
UTR00003901,U003431,TAG01,0.9439,2025-09-02 12:14:21,rule
UTR00003902,U001401,TAG01,0.5764,2025-08-09 18:05:16,rule
UTR00003903,U003479,TAG15,0.959,2025-11-08 07:08:59,model
UTR00003904,U001427,TAG10,0.5642,2025-06-06 10:48:54,model
UTR00003905,U004924,TAG08,0.6215,2025-10-25 02:41:54,rule
UTR00003906,U003157,TAG10,0.9424,2026-03-16 11:32:42,model
UTR00003907,U004330,TAG13,0.6537,2025-02-11 19:06:14,rule
UTR00003908,U000239,TAG12,0.8743,2026-01-03 23:53:56,model
UTR00003909,U002219,TAG01,0.9354,2025-06-13 23:33:32,model
UTR00003910,U002601,TAG08,0.6842,2025-02-27 09:15:58,model
UTR00003911,U002954,TAG01,0.5901,2025-09-25 07:26:04,rule
UTR00003912,U002386,TAG14,0.7496,2025-10-24 20:37:58,model
UTR00003913,U000175,TAG15,0.9004,2025-07-05 04:08:40,model
UTR00003914,U002954,TAG05,0.678,2025-10-22 14:34:08,rule
UTR00003915,U002765,TAG10,0.8519,2025-07-19 07:51:51,model
UTR00003916,U004074,TAG04,0.8512,2025-09-16 22:57:02,rule
UTR00003917,U000521,TAG16,0.6628,2025-01-06 12:47:01,rule
UTR00003918,U002040,TAG08,0.7244,2026-02-01 01:09:03,model
UTR00003919,U004884,TAG14,0.5888,2026-06-03 15:05:05,rule
UTR00003920,U001399,TAG14,0.9421,2025-05-12 00:47:31,rule
UTR00003921,U000096,TAG06,0.9041,2025-04-09 01:47:33,rule
UTR00003922,U002211,TAG01,0.8885,2025-01-01 21:16:23,model
UTR00003923,U002371,TAG06,0.694,2025-01-09 02:30:34,model
UTR00003924,U001117,TAG14,0.8939,2026-03-02 07:48:56,rule
UTR00003925,U004888,TAG15,0.6251,2025-10-27 04:42:57,rule
UTR00003926,U004218,TAG05,0.6711,2025-05-30 07:34:54,rule
UTR00003927,U000432,TAG13,0.8175,2026-04-02 14:54:02,rule
UTR00003928,U003998,TAG03,0.695,2025-03-30 10:48:21,model
UTR00003929,U001763,TAG05,0.7407,2025-11-27 02:34:24,rule
UTR00003930,U002223,TAG01,0.8443,2025-11-04 14:37:39,model
UTR00003931,U003940,TAG16,0.6899,2026-03-24 04:05:50,rule
UTR00003932,U004393,TAG10,0.6061,2025-10-23 04:42:55,model
UTR00003933,U004813,TAG10,0.7505,2026-05-27 15:25:09,rule
UTR00003934,U000151,TAG03,0.9727,2025-02-09 13:02:41,rule
UTR00003935,U002775,TAG05,0.9697,2025-05-06 17:37:31,rule
UTR00003936,U004534,TAG04,0.8073,2025-01-17 16:55:35,model
UTR00003937,U000471,TAG13,0.72,2026-01-20 19:36:02,model
UTR00003938,U004689,TAG04,0.7858,2026-04-15 08:01:18,model
UTR00003939,U004658,TAG07,0.6043,2025-10-20 14:02:19,rule
UTR00003940,U002900,TAG03,0.7662,2026-04-26 17:45:06,model
UTR00003941,U000171,TAG09,0.7258,2026-02-25 11:18:12,rule
UTR00003942,U001894,TAG15,0.5506,2025-05-13 09:34:28,model
UTR00003943,U001555,TAG16,0.7129,2025-05-21 18:23:21,rule
UTR00003944,U004206,TAG04,0.8175,2025-01-13 23:13:17,model
UTR00003945,U001247,TAG07,0.835,2026-06-23 13:52:12,model
UTR00003946,U003147,TAG04,0.9491,2026-05-21 20:42:14,rule
UTR00003947,U001743,TAG16,0.603,2025-03-27 00:25:33,rule
UTR00003948,U000312,TAG05,0.8924,2025-06-29 22:40:35,model
UTR00003949,U003322,TAG11,0.6016,2025-10-20 05:55:19,rule
UTR00003950,U001595,TAG11,0.6839,2026-03-27 11:08:51,rule
UTR00003951,U001118,TAG09,0.5744,2025-08-28 13:29:41,rule
UTR00003952,U001285,TAG09,0.9108,2025-12-26 18:44:41,rule
UTR00003953,U003599,TAG15,0.9021,2025-02-20 14:26:26,rule
UTR00003954,U002396,TAG15,0.7599,2025-04-21 03:29:19,rule
UTR00003955,U000895,TAG10,0.9472,2025-02-17 19:28:02,model
UTR00003956,U004192,TAG10,0.8791,2026-03-01 22:22:48,model
UTR00003957,U000900,TAG07,0.847,2025-08-27 18:44:35,model
UTR00003958,U001923,TAG04,0.5817,2025-05-12 16:23:38,model
UTR00003959,U002966,TAG12,0.9119,2025-09-16 16:57:31,rule
UTR00003960,U004682,TAG03,0.9168,2025-03-13 07:40:25,rule
UTR00003961,U003821,TAG16,0.9218,2025-02-18 06:45:18,model
UTR00003962,U003050,TAG15,0.7651,2025-03-24 20:12:25,model
UTR00003963,U000741,TAG01,0.5959,2025-12-06 15:25:38,rule
UTR00003964,U000454,TAG13,0.8459,2025-04-23 06:21:20,rule
UTR00003965,U004776,TAG09,0.9654,2025-05-07 02:05:28,model
UTR00003966,U003998,TAG06,0.618,2025-08-02 22:34:17,rule
UTR00003967,U002786,TAG10,0.7404,2025-05-26 10:02:58,rule
UTR00003968,U002969,TAG08,0.7817,2025-01-14 02:29:10,rule
UTR00003969,U002810,TAG05,0.9502,2026-02-06 05:36:45,rule
UTR00003970,U000256,TAG01,0.8453,2026-01-03 12:23:42,model
UTR00003971,U002995,TAG07,0.6071,2025-10-21 13:37:34,model
UTR00003972,U003847,TAG04,0.7703,2026-04-21 19:19:08,model
UTR00003973,U000193,TAG02,0.7578,2026-01-23 00:12:22,rule
UTR00003974,U002239,TAG01,0.7163,2025-11-08 05:31:27,rule
UTR00003975,U000945,TAG06,0.7572,2025-02-07 12:08:29,rule
UTR00003976,U003900,TAG08,0.958,2025-01-26 08:06:04,model
UTR00003977,U001734,TAG12,0.9466,2025-02-23 11:15:45,model
UTR00003978,U003183,TAG02,0.6282,2025-04-09 07:53:03,rule
UTR00003979,U001430,TAG16,0.5966,2026-04-25 06:19:43,model
UTR00003980,U004851,TAG06,0.8515,2026-04-13 10:23:34,rule
UTR00003981,U000138,TAG02,0.9522,2026-06-18 14:38:26,model
UTR00003982,U001687,TAG14,0.6493,2025-04-05 15:26:25,rule
UTR00003983,U002366,TAG05,0.593,2026-04-26 09:05:42,model
UTR00003984,U000722,TAG05,0.736,2025-01-24 05:17:45,rule
UTR00003985,U001041,TAG03,0.6473,2026-01-01 23:00:40,rule
UTR00003986,U001334,TAG03,0.6292,2025-09-12 18:00:23,model
UTR00003987,U003492,TAG13,0.8905,2025-09-24 06:49:53,model
UTR00003988,U003932,TAG10,0.9815,2026-04-15 11:33:54,manual
UTR00003989,U003854,TAG07,0.5856,2026-01-08 13:32:55,model
UTR00003990,U003372,TAG16,0.6373,2026-05-18 01:58:13,rule
UTR00003991,U000353,TAG14,0.6761,2025-10-05 13:30:41,model
UTR00003992,U003110,TAG08,0.5591,2026-07-27 09:50:04,model
UTR00003993,U001107,TAG11,0.5849,2026-01-10 13:50:57,manual
UTR00003994,U000601,TAG09,0.9516,2026-01-14 02:56:27,rule
UTR00003995,U000068,TAG13,0.7547,2025-01-08 16:19:01,model
UTR00003996,U002027,TAG09,0.9015,2025-02-15 01:35:47,rule
UTR00003997,U000184,TAG08,0.8071,2025-05-09 02:10:49,rule
UTR00003998,U002583,TAG03,0.831,2025-01-17 03:36:03,manual
UTR00003999,U001397,TAG11,0.6665,2025-11-28 23:49:14,rule
UTR00004000,U000404,TAG12,0.6219,2026-06-25 04:28:20,rule
UTR00004001,U004715,TAG06,0.6675,2026-02-18 21:11:08,model
UTR00004002,U004450,TAG01,0.6134,2025-03-13 05:16:21,model
UTR00004003,U003821,TAG16,0.8724,2025-03-08 20:36:22,model
UTR00004004,U000846,TAG01,0.9394,2025-01-29 14:21:45,rule
UTR00004005,U003664,TAG12,0.6364,2025-02-01 05:35:46,rule
UTR00004006,U004778,TAG03,0.7536,2025-02-22 13:20:23,model
UTR00004007,U003983,TAG15,0.739,2026-05-29 05:52:50,rule
UTR00004008,U001638,TAG02,0.8319,2026-03-11 10:10:35,rule
UTR00004009,U002452,TAG12,0.8063,2025-06-27 22:48:02,model
UTR00004010,U004183,TAG14,0.7616,2026-01-28 14:48:07,rule
UTR00004011,U004713,TAG06,0.8502,2025-01-24 14:07:05,rule
UTR00004012,U004189,TAG10,0.9212,2026-05-26 19:45:50,rule
