view_id,session_id,user_id,page_type,product_id,source_position,viewed_at,stay_seconds,scroll_depth
PV000028881,SES00018347,U003268,product,P001183,banner,2025-12-30 13:43:47,73,0.4388
PV000028882,SES00016733,U004917,product,P001077,search,2025-09-14 15:49:35,55,0.45
PV000028883,SES00012933,U004538,cart,,recommendation,2025-07-29 12:29:34,105,0.3609
PV000028884,SES00011014,U004295,cart,,recommendation,2026-03-18 02:33:45,161,0.3722
PV000028885,SES00001709,U000181,campaign,,category,2026-08-18 20:46:59,117,0.2531
PV000028886,SES00016686,U003463,home,,banner,2026-01-11 12:04:12,33,0.8216
PV000028887,SES00008062,U004045,product,P001052,category,2025-04-09 02:31:03,179,0.5226
PV000028888,SES00010136,U004987,cart,,category,2025-02-06 17:05:26,126,0.1158
PV000028889,SES00011429,U001257,search,,recommendation,2026-06-23 06:35:47,108,0.2875
PV000028890,SES00011337,U004203,product,P001207,recommendation,2025-03-15 02:17:13,69,0.2803
PV000028891,SES00018665,U002853,category,,recommendation,2025-10-01 01:37:57,109,0.4282
PV000028892,SES00009982,U000934,product,P000660,category,2026-04-22 21:47:54,107,0.2029
PV000028893,SES00007759,U001904,product,P000935,direct,2025-02-05 17:37:47,170,0.4968
PV000028894,SES00003255,U004168,campaign,,category,2025-09-02 09:37:56,93,0.1667
PV000028895,SES00006895,U001925,home,,banner,2026-04-14 03:47:37,150,0.5907
PV000028896,SES00011621,U002728,product,P001108,search,2025-11-06 08:43:58,204,0.5214
PV000028897,SES00000551,U003014,category,,recommendation,2026-01-06 15:00:31,184,0.4072
PV000028898,SES00007353,U003879,home,,recommendation,2025-09-11 13:38:50,224,0.0269
PV000028899,SES00011434,U002060,search,,recommendation,2025-08-07 15:52:57,84,0.2771
PV000028900,SES00005978,U003763,home,,category,2025-03-24 12:57:14,201,0.7902
PV000028901,SES00004681,U001915,search,,recommendation,2025-02-10 21:15:05,48,0.7965
PV000028902,SES00014036,U003404,product,P000688,category,2026-06-23 22:27:37,26,0.7586
PV000028903,SES00014559,U004887,product,P001078,category,2026-02-07 10:56:02,50,0.4653
PV000028904,SES00007496,U001151,home,,banner,2026-02-12 03:00:25,230,0.3411
PV000028905,SES00014428,U003626,product,P000528,direct,2026-07-24 13:47:23,6,0.7558
PV000028906,SES00014306,U003743,product,P000043,direct,2025-12-23 10:39:53,55,0.7964
PV000028907,SES00010252,U004779,product,P000572,banner,2025-06-09 21:13:31,25,0.5071
PV000028908,SES00010266,U002980,category,,banner,2025-08-06 02:41:50,176,0.289
PV000028909,SES00019802,U003661,checkout,,search,2025-02-23 01:30:03,175,0.6057
PV000028910,SES00008087,U001817,checkout,,search,2025-03-11 17:27:40,207,0.4898
PV000028911,SES00014199,U003113,search,,search,2026-07-05 22:44:41,158,0.3634
PV000028912,SES00006062,U003047,product,P000914,category,2026-03-29 18:31:14,87,0.2224
PV000028913,SES00009372,U003658,campaign,,search,2025-10-24 20:47:40,24,0.9276
PV000028914,SES00000959,U001048,category,,search,2025-04-11 05:30:31,62,0.6249
PV000028915,SES00016647,U000584,home,,recommendation,2025-06-29 18:10:15,175,0.8124
PV000028916,SES00000375,U003551,campaign,,recommendation,2025-06-01 14:34:34,230,0.2717
PV000028917,SES00013231,U004653,search,,search,2025-09-22 04:52:05,31,0.1671
PV000028918,SES00008634,U001613,category,,search,2026-01-30 12:43:31,203,0.8917
PV000028919,SES00009792,,product,P000764,recommendation,2026-03-10 07:44:02,73,0.4787
PV000028920,SES00007854,U003763,search,,direct,2025-08-24 20:29:33,70,0.2103
PV000028921,SES00013314,U001779,product,P000424,search,2026-01-21 10:27:12,156,0.8939
PV000028922,SES00005622,U000135,product,P000931,search,2025-11-19 16:07:53,193,0.0093
PV000028923,SES00009023,U003435,home,,search,2025-04-15 21:27:20,57,0.1825
PV000028924,SES00005811,U001319,home,,search,2026-01-29 11:38:31,59,0.6621
PV000028925,SES00004236,U002800,home,,recommendation,2025-04-09 17:12:57,145,0.2196
PV000028926,SES00006133,U003744,product,P000615,recommendation,2025-12-11 20:38:15,151,0.8745
PV000028927,SES00006053,U003372,campaign,,direct,2025-10-08 18:02:20,212,0.5449
PV000028928,SES00015436,,cart,,recommendation,2025-03-23 09:21:32,212,0.3663
PV000028929,SES00005097,U000094,product,P000965,search,2025-04-04 09:38:50,47,0.2935
PV000028930,SES00017425,U004868,product,P000605,recommendation,2025-12-04 11:05:15,6,0.5513
PV000028931,SES00013237,,home,,search,2025-01-25 06:46:08,41,0.9467
PV000028932,SES00013324,U003658,home,,recommendation,2025-04-08 17:22:40,77,0.3876
PV000028933,SES00004975,U002415,home,,banner,2026-05-26 01:04:44,26,0.7646
PV000028934,SES00009586,,product,P000959,direct,2025-05-18 23:11:54,130,0.9918
PV000028935,SES00012978,U000955,product,P000495,recommendation,2025-06-01 04:34:35,99,0.6103
PV000028936,SES00001957,U003534,category,,search,2026-05-13 03:17:32,95,0.5163
PV000028937,SES00014654,U004407,checkout,,search,2025-06-01 19:36:40,110,0.2264
PV000028938,SES00012047,U004642,search,,category,2025-10-25 04:36:53,128,0.2217
PV000028939,SES00001893,U000416,home,,category,2026-07-24 22:18:59,164,0.0605
PV000028940,SES00003954,U001586,product,P000168,recommendation,2026-02-17 17:42:27,61,0.8721
PV000028941,SES00005833,U001123,home,,search,2025-01-22 16:34:59,27,0.7102
PV000028942,SES00005335,U003138,product,P000608,search,2025-08-25 20:45:34,135,0.2003
PV000028943,SES00018221,U001046,product,P000420,banner,2025-03-18 07:13:02,20,0.5843
PV000028944,SES00015981,U002182,product,P000123,recommendation,2026-06-29 20:39:41,116,0.5676
PV000028945,SES00013262,U000544,campaign,,direct,2025-11-13 09:35:06,174,0.7642
PV000028946,SES00015270,U001223,checkout,,search,2025-12-06 23:00:42,230,0.5263
PV000028947,SES00014636,U001285,campaign,,recommendation,2025-10-11 02:09:11,161,0.0116
PV000028948,SES00018516,,campaign,,search,2026-08-05 11:37:22,181,0.0161
PV000028949,SES00015316,U003127,category,,recommendation,2025-07-28 23:21:25,145,0.0211
PV000028950,SES00013186,U004714,product,P001363,search,2026-06-11 20:46:15,29,0.0668
PV000028951,SES00006284,U002453,product,P000730,search,2026-05-31 01:21:11,22,0.9897
PV000028952,SES00007941,U003070,checkout,,recommendation,2025-09-12 18:59:33,227,0.01
PV000028953,SES00011164,U004585,home,,search,2025-10-07 22:51:45,231,0.0446
PV000028954,SES00004262,U003270,search,,recommendation,2026-01-31 03:46:18,104,0.6449
PV000028955,SES00019048,U001256,product,P000507,recommendation,2026-07-22 09:26:23,184,0.8881
PV000028956,SES00003445,U004769,product,P001130,banner,2025-04-21 10:04:04,9,0.9357
PV000028957,SES00000984,U000640,campaign,,recommendation,2026-03-26 09:21:24,60,0.294
PV000028958,SES00005089,U000750,category,,banner,2025-07-18 01:50:46,229,0.5558
PV000028959,SES00002067,,product,P000012,search,2025-03-29 00:47:31,169,0.0662
PV000028960,SES00019764,U001862,category,,category,2025-09-17 21:46:15,140,0.0893
PV000028961,SES00008832,U003522,search,,category,2025-07-21 12:29:52,57,0.5446
PV000028962,SES00001316,U001566,product,P000946,recommendation,2026-02-07 20:36:28,223,0.6723
PV000028963,SES00004628,U002860,category,,direct,2025-11-07 21:11:16,223,0.8082
PV000028964,SES00014347,U002957,product,P001051,search,2025-09-05 22:25:23,149,0.149
PV000028965,SES00006630,U003461,product,P001433,category,2025-04-14 12:37:16,154,0.1711
PV000028966,SES00013332,U003883,home,,recommendation,2025-11-19 16:11:04,52,0.6152
PV000028967,SES00009546,U002788,product,P001406,category,2025-03-11 08:31:15,97,0.1322
PV000028968,SES00014890,U002123,product,P000915,search,2026-07-25 18:16:40,22,0.4736
PV000028969,SES00010742,,search,,direct,2025-09-09 04:58:03,215,0.5532
PV000028970,SES00005997,U005000,home,,category,2025-03-21 18:52:23,163,0.8472
PV000028971,SES00006381,U003487,product,P001171,recommendation,2026-01-08 14:48:03,114,0.9854
PV000028972,SES00008812,U001335,product,P001391,recommendation,2025-09-29 18:01:44,133,0.9728
PV000028973,SES00006669,U003089,search,,banner,2025-05-04 14:59:23,29,0.1081
PV000028974,SES00017761,U002474,campaign,,search,2026-08-09 12:33:06,149,0.5249
PV000028975,SES00010826,U003594,product,P000225,banner,2026-06-16 12:11:11,81,0.7544
PV000028976,SES00000263,U000368,product,P000133,direct,2025-03-24 02:54:36,197,0.054
PV000028977,SES00000705,U004715,product,P001472,recommendation,2025-03-21 05:39:24,199,0.6244
PV000028978,SES00010858,U001024,product,P001406,search,2025-09-18 02:19:12,238,0.5724
PV000028979,SES00014601,U002713,home,,banner,2025-08-31 18:47:06,229,0.9513
PV000028980,SES00002272,U001169,product,P000244,recommendation,2026-01-21 09:38:25,190,0.3708
PV000028981,SES00000281,U003227,product,P001418,search,2026-01-05 02:05:04,151,0.2629
PV000028982,SES00004352,U000388,search,,banner,2025-02-13 18:33:35,77,0.5762
PV000028983,SES00008315,U003000,product,P000522,recommendation,2025-10-21 22:45:49,156,0.1943
PV000028984,SES00003905,U004749,product,P001025,recommendation,2025-12-20 02:31:36,97,0.2629
PV000028985,SES00011160,U002569,campaign,,category,2025-11-20 07:48:18,88,0.5764
PV000028986,SES00017727,U002916,product,P000234,category,2025-08-04 06:43:39,36,0.5941
PV000028987,SES00009414,U002814,home,,direct,2026-02-11 04:14:48,183,0.2971
PV000028988,SES00006309,U000417,checkout,,recommendation,2025-01-11 07:59:09,71,0.9779
PV000028989,SES00013113,U001872,checkout,,recommendation,2026-07-28 23:10:50,162,0.2481
PV000028990,SES00006994,U004440,checkout,,category,2025-06-29 18:04:10,102,0.153
PV000028991,SES00005183,U004456,campaign,,recommendation,2025-10-03 06:34:51,202,0.6492
PV000028992,SES00002977,U001431,product,P001009,search,2025-01-20 23:46:14,143,0.2391
PV000028993,SES00006726,U004228,product,P001364,recommendation,2025-04-19 14:59:27,52,0.4465
PV000028994,SES00013068,U002896,campaign,,search,2025-06-15 16:31:27,70,0.1948
PV000028995,SES00014512,,product,P000156,direct,2025-11-07 21:14:02,170,0.1071
PV000028996,SES00008326,U004969,product,P000849,category,2026-07-21 15:20:01,88,0.2741
PV000028997,SES00003230,U000777,product,P000601,category,2025-11-13 13:00:55,158,0.8764
PV000028998,SES00004675,U001456,checkout,,direct,2025-02-18 04:34:30,78,0.0276
PV000028999,SES00017424,U004012,checkout,,banner,2026-02-09 06:22:36,58,0.9568
PV000029000,SES00015955,U004215,cart,,category,2026-06-24 00:28:46,14,0.0364
PV000029001,SES00006903,U004953,product,P000223,banner,2026-05-25 17:10:48,5,0.3001
PV000029002,SES00000874,U003715,home,,search,2025-12-24 04:10:55,232,0.5017
PV000029003,SES00017153,U001366,campaign,,category,2025-07-10 00:38:06,122,0.2161
PV000029004,SES00005154,,product,P000442,search,2025-02-12 03:54:20,188,0.5766
PV000029005,SES00018097,U004799,category,,direct,2026-05-19 06:09:51,14,0.2691
PV000029006,SES00015824,U003575,product,P000428,recommendation,2026-07-18 16:55:20,206,0.4039
PV000029007,SES00007175,U004901,campaign,,direct,2025-02-10 15:30:58,115,0.3878
PV000029008,SES00016645,U004100,home,,recommendation,2025-02-26 09:53:17,115,0.0361
PV000029009,SES00013642,U002638,product,P001339,search,2025-05-08 07:09:18,155,0.9814
PV000029010,SES00001774,U002253,product,P000087,recommendation,2025-05-21 10:50:42,18,0.9872
PV000029011,SES00016339,U002930,product,P000466,direct,2025-05-22 20:24:24,106,0.4846
PV000029012,SES00016204,U001209,cart,,recommendation,2025-03-29 11:31:59,168,0.1742
PV000029013,SES00010594,U004757,cart,,direct,2026-05-08 04:21:37,219,0.9537
PV000029014,SES00007439,U004447,home,,recommendation,2025-09-25 12:27:06,18,0.1622
PV000029015,SES00004048,U004345,product,P001253,search,2026-06-04 09:47:36,47,0.0114
PV000029016,SES00018536,U002430,product,P000798,category,2026-05-05 05:58:06,204,0.4708
PV000029017,SES00003238,U004580,product,P000454,category,2026-01-31 00:15:16,183,0.377
PV000029018,SES00018793,U004652,product,P001041,recommendation,2025-10-21 17:34:07,167,0.9573
PV000029019,SES00007324,U003836,category,,recommendation,2025-01-15 14:06:25,168,0.646
PV000029020,SES00003823,U001553,product,P000928,banner,2025-10-15 11:04:55,130,0.295
PV000029021,SES00002412,U001720,campaign,,category,2025-04-27 16:34:54,105,0.2842
PV000029022,SES00019836,U002066,home,,category,2026-03-04 23:28:40,141,0.5856
PV000029023,SES00018073,U000903,campaign,,direct,2025-05-02 11:05:35,43,0.6428
PV000029024,SES00006094,,cart,,recommendation,2025-07-29 15:20:58,49,0.5085
PV000029025,SES00010519,U003276,category,,direct,2026-03-09 00:51:23,125,0.7648
PV000029026,SES00016607,,home,,recommendation,2025-01-31 13:13:39,194,0.7157
PV000029027,SES00018821,U000862,search,,banner,2025-07-04 03:22:49,27,0.6744
PV000029028,SES00007941,U003070,category,,search,2025-09-12 18:59:05,165,0.4078
PV000029029,SES00017756,U002693,search,,recommendation,2025-06-01 10:01:32,67,0.7861
PV000029030,SES00019237,U002972,cart,,recommendation,2026-01-17 09:07:11,88,0.8151
PV000029031,SES00017385,U003814,product,P001447,recommendation,2025-02-04 13:42:47,75,0.1783
PV000029032,SES00018398,U004263,product,P001325,banner,2026-04-14 23:55:50,165,0.5773
PV000029033,SES00017444,,product,P001173,category,2025-10-23 15:47:42,111,0.1542
PV000029034,SES00003632,U003844,checkout,,recommendation,2025-07-30 20:52:00,167,0.1204
PV000029035,SES00002424,U004671,product,P000224,recommendation,2026-08-11 20:58:09,193,0.4254
PV000029036,SES00007783,,campaign,,category,2026-01-25 15:27:00,152,0.8581
PV000029037,SES00014807,U004466,category,,search,2025-10-26 14:48:46,107,0.5694
PV000029038,SES00016884,U001378,product,P000412,banner,2025-10-29 14:42:57,72,0.1034
PV000029039,SES00017733,U003873,category,,category,2025-11-12 01:31:27,4,0.2629
PV000029040,SES00009387,U000952,product,P000493,direct,2025-02-09 21:31:33,174,0.8604
PV000029041,SES00015035,U004187,product,P000809,search,2025-06-26 00:08:59,90,0.9286
PV000029042,SES00003766,U001758,home,,recommendation,2026-01-09 09:49:38,179,0.9888
PV000029043,SES00011296,U002351,product,P000188,direct,2025-10-16 00:11:43,181,0.5374
PV000029044,SES00015887,U004396,product,P000323,search,2025-01-09 17:33:04,210,0.672
PV000029045,SES00014793,U000983,home,,banner,2026-07-22 15:27:07,54,0.2144
PV000029046,SES00011242,U003585,product,P000206,search,2025-05-24 04:11:18,28,0.9006
PV000029047,SES00002944,U004550,product,P000053,banner,2026-01-01 15:16:48,57,0.7803
PV000029048,SES00015451,U004231,campaign,,search,2026-04-25 04:26:36,100,0.3675
PV000029049,SES00003974,U004899,category,,direct,2026-06-08 20:46:47,130,0.5495
PV000029050,SES00001509,U002835,home,,recommendation,2025-12-31 05:19:57,121,0.4359
PV000029051,SES00016165,U001166,home,,recommendation,2025-09-20 17:49:19,233,0.0809
PV000029052,SES00001631,U001031,home,,recommendation,2026-05-07 12:38:09,33,0.9216
PV000029053,SES00015905,U002022,cart,,category,2025-11-12 16:08:40,91,0.4505
PV000029054,SES00005518,U004013,category,,recommendation,2025-03-23 12:06:59,129,0.1981
PV000029055,SES00002125,U002051,product,P001376,category,2025-10-14 06:44:12,184,0.8334
PV000029056,SES00013377,U002954,search,,direct,2025-08-25 08:01:41,91,0.0243
PV000029057,SES00000359,U001242,home,,category,2026-08-13 01:05:54,15,0.4958
PV000029058,SES00002515,,product,P001169,recommendation,2025-04-09 19:31:29,169,0.304
PV000029059,SES00007652,U002849,home,,recommendation,2026-05-07 05:13:27,156,0.0349
PV000029060,SES00006896,U000966,product,P000564,recommendation,2026-08-10 05:21:24,230,0.76
PV000029061,SES00014126,U000415,category,,search,2025-03-19 18:34:35,63,0.8675
PV000029062,SES00006741,U000123,product,P000357,category,2026-06-01 22:48:08,157,0.2096
PV000029063,SES00017492,U002538,campaign,,recommendation,2026-07-28 21:39:52,156,0.4409
PV000029064,SES00016868,U002858,home,,search,2026-08-04 14:32:05,123,0.9777
PV000029065,SES00013286,,product,P000192,recommendation,2025-12-11 03:02:49,237,0.8906
PV000029066,SES00000218,U004389,category,,direct,2026-03-07 07:42:08,93,0.4644
PV000029067,SES00004848,U002202,product,P000080,banner,2026-05-21 05:28:17,184,0.4834
PV000029068,SES00001365,U002570,category,,search,2026-07-07 15:04:54,16,0.8243
PV000029069,SES00018749,U002498,category,,banner,2025-02-10 01:26:54,207,0.0722
PV000029070,SES00015948,U000939,search,,recommendation,2025-02-21 16:40:20,77,0.4386
PV000029071,SES00016492,U002009,cart,,category,2026-02-12 01:01:24,66,0.7119
PV000029072,SES00016919,U003430,product,P001413,recommendation,2026-02-20 13:15:54,86,0.1463
PV000029073,SES00018998,U001697,product,P000680,recommendation,2025-06-11 12:53:29,25,0.6017
PV000029074,SES00006202,U000626,product,P000561,recommendation,2026-01-20 18:17:49,71,0.2246
PV000029075,SES00002999,U003930,home,,category,2025-04-12 11:45:17,122,0.5442
PV000029076,SES00014804,U004298,product,P001060,recommendation,2025-02-26 01:38:29,220,0.9201
PV000029077,SES00008879,U001926,category,,category,2026-04-22 01:34:48,136,0.3961
PV000029078,SES00018387,U004589,search,,recommendation,2025-07-28 11:19:39,62,0.9691
PV000029079,SES00011607,,product,P000407,category,2026-06-10 00:17:41,3,0.695
PV000029080,SES00004995,,search,,banner,2025-05-30 02:06:05,68,0.4793
PV000029081,SES00005822,U000360,product,P000377,category,2025-12-16 21:31:03,52,0.9785
PV000029082,SES00016226,U004886,cart,,recommendation,2026-03-03 12:19:40,96,0.6374
PV000029083,SES00019652,U003152,category,,search,2026-05-14 15:40:06,13,0.195
PV000029084,SES00006876,U000092,search,,recommendation,2025-08-27 09:54:55,204,0.76
PV000029085,SES00018756,U004403,campaign,,direct,2026-01-30 03:00:21,5,0.8724
PV000029086,SES00001644,U001047,campaign,,direct,2025-09-23 04:12:52,216,0.2925
PV000029087,SES00012725,,product,P000523,search,2025-02-12 06:05:41,34,0.404
PV000029088,SES00008324,,product,P001489,recommendation,2026-03-20 10:41:14,57,0.7213
PV000029089,SES00005528,U004383,product,P000248,category,2025-01-19 20:45:17,38,0.133
PV000029090,SES00005342,U002050,search,,banner,2025-12-31 03:36:11,79,0.1969
PV000029091,SES00006335,U000310,category,,banner,2025-07-05 02:57:22,103,0.3937
PV000029092,SES00011753,U003094,category,,recommendation,2025-11-11 09:36:55,196,0.951
PV000029093,SES00007248,,home,,search,2026-02-28 01:52:16,97,0.7439
PV000029094,SES00007498,U001526,search,,direct,2025-04-05 05:30:25,235,0.3324
PV000029095,SES00012628,U004581,product,P000389,banner,2025-12-28 02:50:04,78,0.1267
PV000029096,SES00003543,U002782,product,P001104,recommendation,2025-11-05 13:14:09,229,0.0553
PV000029097,SES00016284,U002809,search,,banner,2025-03-30 15:41:15,127,0.7142
PV000029098,SES00012912,U000962,search,,category,2025-11-04 00:01:29,180,0.0206
PV000029099,SES00005894,U001713,product,P001407,banner,2026-08-04 03:01:17,188,0.3183
PV000029100,SES00016821,U003857,checkout,,recommendation,2026-04-16 11:07:33,156,0.0764
PV000029101,SES00010009,,category,,direct,2026-05-10 21:29:25,67,0.4229
PV000029102,SES00004378,U003864,campaign,,direct,2026-04-23 13:39:24,194,0.6137
PV000029103,SES00018278,,search,,recommendation,2026-01-02 08:28:33,32,0.1278
PV000029104,SES00018453,U003909,category,,category,2025-04-19 16:05:42,217,0.255
PV000029105,SES00004565,U004856,search,,recommendation,2025-08-25 21:40:22,88,0.6344
PV000029106,SES00004502,U003031,product,P000718,category,2026-08-10 21:46:09,8,0.4754
PV000029107,SES00005214,U004651,search,,recommendation,2026-04-18 02:43:56,20,0.5994
PV000029108,SES00004594,U000663,home,,banner,2026-06-23 03:09:00,149,0.5957
PV000029109,SES00010750,U001850,product,P000608,search,2025-07-10 09:25:59,182,0.8881
PV000029110,SES00014332,U004389,product,P000758,recommendation,2026-01-13 05:40:11,56,0.6554
PV000029111,SES00012370,U002365,home,,banner,2026-08-13 08:16:16,54,0.6135
PV000029112,SES00002235,U003189,search,,category,2025-07-22 11:36:05,126,0.2971
PV000029113,SES00014472,U000332,category,,banner,2026-07-04 15:37:09,215,0.6955
PV000029114,SES00004434,U003558,search,,recommendation,2026-01-29 22:34:05,163,0.7217
PV000029115,SES00000074,U003589,product,P000189,banner,2025-06-16 20:23:07,235,0.5259
PV000029116,SES00005634,U000862,product,P001166,banner,2025-12-27 21:52:34,15,0.5646
PV000029117,SES00018723,U000235,product,P000909,recommendation,2025-10-28 08:44:01,13,0.0699
PV000029118,SES00009422,,home,,banner,2025-08-08 00:49:48,150,0.4391
PV000029119,SES00014977,,product,P000467,direct,2026-02-15 04:30:43,233,0.1768
PV000029120,SES00016808,U003766,search,,search,2025-07-16 10:48:02,22,0.9205
PV000029121,SES00001877,U001556,product,P000904,category,2025-11-12 03:04:07,126,0.0583
PV000029122,SES00011050,U003391,home,,category,2026-03-10 12:05:29,30,0.6487
PV000029123,SES00006782,U000186,category,,recommendation,2026-08-22 20:01:18,127,0.2276
PV000029124,SES00011756,U002106,category,,banner,2026-03-02 04:39:57,227,0.8034
PV000029125,SES00012842,U003734,category,,recommendation,2025-11-29 10:26:16,116,0.5018
PV000029126,SES00008345,U003405,product,P000641,search,2025-09-23 22:18:27,59,0.5181
PV000029127,SES00011974,U004255,product,P000753,recommendation,2026-06-16 12:06:24,223,0.4635
PV000029128,SES00019787,U001707,category,,search,2025-08-20 10:41:08,101,0.606
PV000029129,SES00018328,U004743,campaign,,recommendation,2026-03-26 08:59:48,176,0.9842
PV000029130,SES00001816,U003596,search,,recommendation,2025-10-02 09:24:59,141,0.5951
PV000029131,SES00017932,,category,,direct,2026-08-04 08:52:45,240,0.1402
PV000029132,SES00018953,,product,P000759,recommendation,2025-12-07 23:52:27,173,0.6779
PV000029133,SES00005066,U000915,product,P000267,search,2026-03-15 23:13:45,152,0.455
PV000029134,SES00006578,U004290,checkout,,recommendation,2025-10-03 08:16:12,233,0.2941
PV000029135,SES00008660,U001726,product,P000857,recommendation,2025-10-10 10:02:21,107,0.5357
PV000029136,SES00011638,,product,P000496,recommendation,2026-02-02 22:06:55,213,0.3699
PV000029137,SES00008256,U004559,cart,,search,2026-03-23 19:25:49,67,0.3134
PV000029138,SES00006660,U000607,category,,banner,2026-08-22 20:30:05,233,0.235
PV000029139,SES00001468,U003329,home,,search,2025-08-26 12:35:10,47,0.749
PV000029140,SES00005644,U003200,search,,direct,2025-04-10 03:31:48,78,0.9909
PV000029141,SES00009989,U001481,product,P001314,category,2025-09-22 03:54:31,168,0.0509
PV000029142,SES00002237,U000541,campaign,,category,2026-05-07 15:58:49,24,0.5966
PV000029143,SES00006685,U003868,cart,,recommendation,2026-01-04 16:28:56,154,0.3481
PV000029144,SES00001688,U003540,product,P001124,recommendation,2025-04-11 02:06:28,44,0.2615
PV000029145,SES00018955,U004223,product,P001067,direct,2025-04-07 15:54:42,13,0.2251
PV000029146,SES00015434,U002191,home,,search,2025-12-23 17:53:37,184,0.9314
PV000029147,SES00011605,U001353,cart,,category,2026-07-03 04:28:06,195,0.2304
PV000029148,SES00015701,U001892,product,P000299,banner,2026-05-06 05:11:33,155,0.8929
PV000029149,SES00002730,U001296,campaign,,direct,2026-08-09 14:29:59,101,0.2684
PV000029150,SES00014573,U004961,cart,,recommendation,2026-06-25 15:00:59,158,0.957
PV000029151,SES00015130,U001717,home,,recommendation,2026-06-24 00:43:35,30,0.8932
PV000029152,SES00009419,U003783,product,P000865,banner,2025-09-11 13:00:45,211,0.2166
PV000029153,SES00017628,U001852,product,P000542,banner,2025-01-13 12:33:33,235,0.8262
PV000029154,SES00012718,U002618,cart,,recommendation,2025-10-26 18:10:43,200,0.5242
PV000029155,SES00019929,U002418,home,,direct,2025-10-12 05:17:20,99,0.8149
PV000029156,SES00006097,U001241,category,,banner,2026-08-09 08:36:50,21,0.913
PV000029157,SES00004900,U004087,checkout,,recommendation,2026-06-10 09:58:38,20,0.9488
PV000029158,SES00008654,,product,P000208,category,2025-04-19 14:16:46,105,0.3161
PV000029159,SES00001599,U004950,search,,banner,2026-02-23 02:47:01,5,0.7841
PV000029160,SES00015656,U001946,product,P001046,search,2025-06-19 20:59:05,55,0.7808
PV000029161,SES00019190,U001462,product,P001452,recommendation,2026-08-09 09:22:21,12,0.0384
PV000029162,SES00015899,U003782,product,P000838,banner,2025-08-26 14:29:10,42,0.7969
PV000029163,SES00008898,U004366,category,,recommendation,2026-03-17 02:39:25,214,0.5314
PV000029164,SES00013508,U004086,search,,search,2025-02-10 11:52:55,118,0.9246
PV000029165,SES00006529,U000708,search,,search,2025-06-28 06:10:55,162,0.3765
PV000029166,SES00004450,U001725,cart,,recommendation,2025-01-08 03:09:25,169,0.5267
PV000029167,SES00001389,U002027,product,P000777,banner,2025-03-31 19:56:07,230,0.2048
PV000029168,SES00016639,U003031,campaign,,category,2025-07-04 08:59:43,45,0.8537
PV000029169,SES00000694,U004741,home,,recommendation,2025-07-31 13:48:09,3,0.0164
PV000029170,SES00017317,U003722,product,P001088,search,2025-10-16 23:14:58,91,0.0563
PV000029171,SES00006643,U004866,category,,recommendation,2026-03-23 19:44:14,198,0.43
PV000029172,SES00012356,U000328,campaign,,search,2025-09-17 12:45:04,52,0.7828
PV000029173,SES00012872,U001277,product,P000448,direct,2025-07-12 09:42:00,15,0.1641
PV000029174,SES00019243,U004035,product,P000587,recommendation,2025-01-09 18:37:26,24,0.2906
PV000029175,SES00001397,U004366,search,,recommendation,2026-06-29 21:13:26,79,0.7328
PV000029176,SES00013654,U003878,home,,recommendation,2025-11-07 05:35:11,134,0.664
PV000029177,SES00003082,U002447,home,,category,2026-03-17 19:40:31,191,0.8251
PV000029178,SES00000620,U001653,category,,recommendation,2025-02-17 12:43:15,34,0.9672
PV000029179,SES00010545,U002377,category,,direct,2026-01-07 16:58:55,113,0.8585
PV000029180,SES00009787,U001170,category,,category,2025-02-03 19:48:41,43,0.7645
PV000029181,SES00015653,U003470,category,,recommendation,2026-02-06 20:00:31,38,0.0287
PV000029182,SES00019500,U000150,product,P001244,direct,2025-03-27 12:08:37,102,0.8762
PV000029183,SES00001484,U001575,campaign,,banner,2026-06-23 13:16:13,102,0.1969
PV000029184,SES00011471,U001918,search,,search,2026-05-13 00:02:58,209,0.4626
PV000029185,SES00016939,U000303,search,,search,2025-04-26 05:52:59,65,0.8812
PV000029186,SES00007739,U003384,home,,search,2025-08-24 23:55:04,115,0.858
PV000029187,SES00007102,U004576,home,,search,2025-12-06 04:47:19,151,0.8044
PV000029188,SES00012968,U002181,home,,recommendation,2025-04-03 13:45:15,24,0.1021
PV000029189,SES00002996,U003519,home,,search,2025-06-01 17:19:44,107,0.9285
PV000029190,SES00014063,U004123,search,,direct,2026-04-02 15:25:58,131,0.7701
PV000029191,SES00018507,U003781,home,,recommendation,2025-11-24 20:33:45,119,0.94
PV000029192,SES00004526,U002091,product,P000881,recommendation,2025-05-24 20:13:38,202,0.6377
PV000029193,SES00019582,U003513,product,P000764,direct,2026-05-28 18:55:02,130,0.0053
PV000029194,SES00018745,U003207,product,P001276,direct,2025-09-19 01:24:27,197,0.2956
PV000029195,SES00015019,U000168,search,,direct,2026-06-12 05:22:18,122,0.4627
PV000029196,SES00008499,U001611,product,P001446,recommendation,2025-11-30 06:44:13,117,0.8411
PV000029197,SES00007668,U002745,product,P001257,recommendation,2025-05-29 13:21:52,210,0.5241
PV000029198,SES00006764,U003914,checkout,,recommendation,2026-02-21 00:23:21,116,0.3867
PV000029199,SES00004592,,search,,search,2026-07-16 11:57:38,178,0.0781
PV000029200,SES00015951,U000359,product,P000279,search,2025-11-22 03:59:30,9,0.427
PV000029201,SES00007311,,category,,category,2026-08-13 06:22:54,73,0.8869
