cart_item_id,cart_id,sku_id,quantity,unit_price,added_at,selected
CI00007347,CART0000145,SKU0000862,3,1542.19,2026-06-15 18:22:32,1
CI00007348,CART0002440,SKU0002056,1,1425.68,2024-12-30 19:50:44,0
CI00007349,CART0001269,SKU0000877,2,2323.99,2025-07-11 20:29:36,1
CI00007350,CART0003963,SKU0000368,3,3152.26,2026-01-15 06:18:21,1
CI00007351,CART0001019,SKU0000292,3,1084.79,2026-04-13 21:13:30,1
CI00007352,CART0004344,SKU0001243,2,496.39,2026-03-02 05:21:34,1
CI00007353,CART0001080,SKU0002567,4,3068.49,2026-02-07 01:42:29,1
CI00007354,CART0002389,SKU0002731,1,196.96,2025-08-04 12:38:08,1
CI00007355,CART0004855,SKU0000416,4,1031.04,2024-12-13 00:09:15,0
CI00007356,CART0003415,SKU0002811,3,799.21,2026-06-28 19:40:44,1
CI00007357,CART0002754,SKU0001473,2,2789.27,2026-02-19 02:15:05,0
CI00007358,CART0005341,SKU0001695,4,2950.88,2024-12-14 13:46:34,0
CI00007359,CART0001194,SKU0002551,2,1742.78,2025-04-10 00:27:56,1
CI00007360,CART0000274,SKU0002754,3,2075.44,2025-04-11 20:21:17,1
CI00007361,CART0003496,SKU0000753,3,1849.14,2025-11-27 14:41:02,1
CI00007362,CART0002659,SKU0001528,1,2496.46,2025-09-14 13:18:44,1
CI00007363,CART0003392,SKU0002742,2,1408.95,2025-04-11 23:04:53,0
CI00007364,CART0005139,SKU0001517,1,1482.86,2026-05-31 21:16:38,1
CI00007365,CART0000751,SKU0001284,2,2406.88,2026-04-14 10:23:25,1
CI00007366,CART0003325,SKU0002340,4,1390.38,2025-09-30 10:29:41,1
CI00007367,CART0001890,SKU0001824,3,3111.59,2026-08-07 12:21:54,1
CI00007368,CART0003893,SKU0001664,1,2765.35,2025-05-07 03:10:17,1
CI00007369,CART0004259,SKU0001654,3,1907.5,2025-01-22 10:58:28,0
CI00007370,CART0005766,SKU0000613,3,3056.01,2026-01-30 03:36:35,1
CI00007371,CART0001341,SKU0001878,4,70.39,2025-08-06 16:37:19,1
CI00007372,CART0000933,SKU0001234,2,2087.94,2025-09-16 16:27:46,1
CI00007373,CART0001589,SKU0001148,3,3135.39,2024-12-09 02:19:03,0
CI00007374,CART0000701,SKU0001670,1,1155.35,2025-11-09 05:33:36,1
CI00007375,CART0003714,SKU0001107,1,3015.46,2026-04-30 06:28:39,0
CI00007376,CART0003904,SKU0000728,2,2606.54,2026-06-10 16:14:27,1
CI00007377,CART0003825,SKU0001712,2,1418.93,2026-02-27 17:13:57,1
CI00007378,CART0005185,SKU0000483,4,788.06,2025-02-27 00:23:09,0
CI00007379,CART0005427,SKU0001100,1,1277.74,2025-06-25 11:56:05,1
CI00007380,CART0000935,SKU0001720,4,1303.64,2025-12-05 22:27:40,0
CI00007381,CART0004459,SKU0000857,3,2765.76,2025-12-28 18:54:59,1
CI00007382,CART0004919,SKU0001388,3,899.23,2026-04-29 17:35:08,0
CI00007383,CART0003145,SKU0000457,3,1622.99,2025-03-23 20:00:28,0
CI00007384,CART0004000,SKU0002809,4,850.41,2026-08-06 20:51:02,1
CI00007385,CART0000448,SKU0000265,4,2521.28,2025-05-05 23:35:04,0
CI00007386,CART0003926,SKU0001023,3,1821.85,2026-03-20 20:25:48,1
CI00007387,CART0001637,SKU0002043,3,736.28,2025-11-05 12:09:02,1
CI00007388,CART0003169,SKU0000059,4,1200.9,2025-06-07 18:37:06,0
CI00007389,CART0002026,SKU0001120,4,2422.38,2025-10-27 10:40:27,1
CI00007390,CART0002336,SKU0000512,3,2488.46,2025-08-24 15:24:29,0
CI00007391,CART0003036,SKU0000929,2,2586.04,2026-06-07 12:39:58,0
CI00007392,CART0000210,SKU0000316,4,1357.81,2025-06-23 06:39:56,1
CI00007393,CART0001542,SKU0000423,1,1973.43,2025-04-08 08:30:05,1
CI00007394,CART0005270,SKU0002381,1,1213.62,2025-10-20 05:19:35,0
CI00007395,CART0000906,SKU0002524,3,1471.18,2026-05-29 13:00:40,0
CI00007396,CART0001808,SKU0001204,2,3066.27,2025-10-19 07:45:59,0
CI00007397,CART0005983,SKU0001945,4,1648.42,2025-04-08 04:24:43,0
CI00007398,CART0000387,SKU0000643,3,2098.6,2025-03-10 17:29:11,0
CI00007399,CART0005224,SKU0001483,2,2950.87,2025-08-27 00:10:26,1
CI00007400,CART0003305,SKU0002124,1,770.92,2026-03-23 21:16:52,1
CI00007401,CART0002055,SKU0002235,2,1413.42,2025-04-22 00:13:40,0
CI00007402,CART0002020,SKU0000312,4,1212.57,2025-08-23 07:21:04,0
CI00007403,CART0001326,SKU0002256,4,3347.14,2024-12-25 05:13:49,1
CI00007404,CART0005296,SKU0001634,1,3375.92,2025-11-01 06:07:57,0
CI00007405,CART0000794,SKU0002876,4,1295.2,2025-06-15 07:03:22,1
CI00007406,CART0005187,SKU0001162,3,143.76,2025-04-18 08:11:24,0
CI00007407,CART0000267,SKU0002476,4,1980.24,2026-02-06 18:18:46,1
CI00007408,CART0003762,SKU0002073,3,224.68,2025-08-19 04:27:53,1
CI00007409,CART0001757,SKU0002747,3,712.82,2025-11-15 03:48:49,1
CI00007410,CART0003722,SKU0000147,1,197.91,2025-07-05 12:05:54,1
CI00007411,CART0004602,SKU0000546,4,2877.82,2026-01-30 17:29:53,1
CI00007412,CART0002823,SKU0002170,2,319.26,2026-03-23 20:56:55,0
CI00007413,CART0004563,SKU0001002,1,1201.0,2026-04-17 19:53:16,1
CI00007414,CART0000243,SKU0001277,4,2796.94,2025-10-11 20:55:13,1
CI00007415,CART0003587,SKU0001649,1,2798.15,2026-06-08 21:02:59,1
CI00007416,CART0005565,SKU0000028,2,2895.89,2025-09-22 22:10:19,1
CI00007417,CART0005391,SKU0000131,2,640.84,2025-02-26 02:14:31,0
CI00007418,CART0003373,SKU0000709,2,977.03,2025-05-07 02:11:09,0
CI00007419,CART0004348,SKU0001136,3,236.17,2026-02-17 14:35:26,1
CI00007420,CART0005560,SKU0002984,3,306.57,2025-07-06 21:22:28,1
CI00007421,CART0002025,SKU0002357,2,1882.28,2025-08-25 10:39:21,1
CI00007422,CART0002818,SKU0002439,2,1581.46,2025-01-23 10:34:43,1
CI00007423,CART0002859,SKU0000621,4,3422.19,2025-01-25 21:07:13,1
CI00007424,CART0000586,SKU0001457,1,2806.16,2026-01-07 09:25:16,1
CI00007425,CART0001633,SKU0000291,1,1082.39,2025-07-28 09:40:17,1
CI00007426,CART0003026,SKU0002885,4,2551.61,2026-05-04 05:33:10,1
CI00007427,CART0003114,SKU0001621,4,1632.22,2026-05-01 21:48:20,0
CI00007428,CART0002703,SKU0002860,4,601.4,2025-08-05 22:23:58,1
CI00007429,CART0004965,SKU0001925,3,2465.2,2025-12-14 17:03:46,1
CI00007430,CART0005111,SKU0001376,2,2053.18,2025-03-09 12:46:53,1
CI00007431,CART0001672,SKU0000060,4,1190.55,2026-04-23 16:59:15,1
CI00007432,CART0005339,SKU0000947,3,1581.25,2026-08-05 02:36:15,0
CI00007433,CART0005659,SKU0001972,4,993.48,2025-10-09 16:09:08,1
CI00007434,CART0000112,SKU0000956,4,1121.98,2025-04-23 22:43:28,1
CI00007435,CART0001192,SKU0000923,2,516.27,2025-06-28 22:34:00,0
CI00007436,CART0002500,SKU0001332,2,822.41,2025-06-05 20:16:28,1
CI00007437,CART0005690,SKU0002538,2,2334.32,2025-12-10 01:09:44,0
CI00007438,CART0003571,SKU0001556,1,56.17,2025-02-27 07:20:01,1
CI00007439,CART0003604,SKU0002497,1,1848.5,2026-06-02 17:46:47,0
CI00007440,CART0004673,SKU0000750,4,2541.5,2026-07-12 17:28:52,1
CI00007441,CART0001035,SKU0000617,4,1671.92,2025-12-26 05:51:56,1
CI00007442,CART0004034,SKU0000658,4,2834.13,2025-02-26 19:22:09,1
CI00007443,CART0002592,SKU0002835,2,921.33,2026-05-24 13:44:02,0
CI00007444,CART0001400,SKU0001122,1,2095.81,2025-09-11 07:49:57,1
CI00007445,CART0005277,SKU0000121,3,2776.48,2025-10-23 06:10:15,1
CI00007446,CART0004912,SKU0001498,3,953.39,2026-04-14 16:49:07,0
CI00007447,CART0005469,SKU0000484,4,831.79,2026-07-04 08:43:35,1
CI00007448,CART0002160,SKU0002881,1,916.03,2025-07-10 02:56:18,1
CI00007449,CART0004758,SKU0001943,2,3169.07,2025-02-26 22:21:49,0
CI00007450,CART0001531,SKU0001362,3,1452.64,2025-01-18 20:48:58,1
CI00007451,CART0005039,SKU0001695,1,2950.88,2025-05-08 17:55:32,1
CI00007452,CART0004776,SKU0002068,2,1672.62,2025-10-11 03:49:18,0
CI00007453,CART0000436,SKU0002205,4,769.68,2025-07-24 02:28:12,1
CI00007454,CART0001716,SKU0001405,2,3415.29,2026-03-23 07:27:32,0
CI00007455,CART0002707,SKU0001700,3,1302.26,2026-01-15 18:45:13,1
CI00007456,CART0002950,SKU0002293,4,1688.94,2025-10-15 11:00:36,1
CI00007457,CART0001466,SKU0001974,3,2595.07,2026-05-07 11:31:54,1
CI00007458,CART0004450,SKU0001191,3,175.43,2025-08-06 19:37:02,1
CI00007459,CART0005197,SKU0002344,3,363.65,2025-04-12 14:42:32,1
CI00007460,CART0005379,SKU0000634,2,1676.06,2025-03-19 01:45:33,1
CI00007461,CART0003165,SKU0002186,1,2448.23,2025-08-24 18:48:51,0
CI00007462,CART0000486,SKU0000661,2,3404.69,2026-02-21 03:25:12,1
CI00007463,CART0000778,SKU0000502,4,2565.06,2026-07-13 02:06:50,1
CI00007464,CART0003404,SKU0001100,4,1277.74,2025-06-25 22:27:08,1
CI00007465,CART0001949,SKU0002184,3,1995.72,2025-11-15 17:25:13,1
CI00007466,CART0001473,SKU0001744,1,2962.22,2025-11-24 06:01:33,1
CI00007467,CART0002603,SKU0002087,4,699.23,2026-02-10 13:29:40,1
CI00007468,CART0002600,SKU0000709,2,977.03,2026-02-27 03:22:28,0
CI00007469,CART0000310,SKU0001301,2,1235.36,2026-02-23 01:50:27,1
CI00007470,CART0000623,SKU0002143,2,430.58,2025-12-09 15:03:47,1
CI00007471,CART0001503,SKU0002895,2,2963.58,2025-02-26 00:13:56,1
CI00007472,CART0001975,SKU0000598,1,2229.98,2025-09-28 08:29:24,1
CI00007473,CART0002306,SKU0002148,2,610.55,2025-09-20 23:45:38,0
CI00007474,CART0002741,SKU0001939,1,2210.52,2025-01-06 09:39:22,1
CI00007475,CART0000600,SKU0000729,2,2195.13,2024-12-31 21:33:45,1
CI00007476,CART0005121,SKU0001919,4,133.67,2025-09-20 04:04:16,1
CI00007477,CART0000588,SKU0002009,3,2765.95,2024-12-14 16:41:48,0
CI00007478,CART0005464,SKU0000729,3,2195.13,2026-07-01 22:40:26,1
CI00007479,CART0003423,SKU0000987,4,1168.66,2026-01-29 22:51:57,1
CI00007480,CART0005405,SKU0000220,2,1537.12,2025-01-12 00:57:58,1
CI00007481,CART0004177,SKU0000293,4,2166.83,2025-02-23 05:11:40,0
CI00007482,CART0002392,SKU0001693,3,2957.33,2025-07-21 03:57:05,1
CI00007483,CART0001463,SKU0000913,4,235.61,2026-05-17 21:11:47,1
CI00007484,CART0000604,SKU0000637,3,1872.89,2025-03-25 10:14:00,0
CI00007485,CART0005094,SKU0002533,1,671.37,2026-06-06 19:40:11,1
CI00007486,CART0001747,SKU0001831,4,840.54,2026-01-08 10:37:52,1
CI00007487,CART0001779,SKU0000485,3,2008.78,2026-03-12 11:06:04,0
CI00007488,CART0001263,SKU0001147,4,3338.06,2025-11-01 19:04:42,0
CI00007489,CART0001548,SKU0001742,1,2619.52,2025-03-28 15:28:52,0
CI00007490,CART0004331,SKU0000962,4,177.51,2026-04-05 11:51:28,1
CI00007491,CART0001634,SKU0002413,4,1918.18,2025-01-25 02:37:47,1
CI00007492,CART0005846,SKU0002042,3,1197.07,2025-01-09 07:03:18,0
CI00007493,CART0000048,SKU0000001,3,1111.65,2025-08-19 01:37:32,0
CI00007494,CART0001483,SKU0002191,2,2979.94,2024-12-31 03:02:33,1
CI00007495,CART0003838,SKU0001032,3,1023.69,2025-03-05 10:08:25,0
CI00007496,CART0001703,SKU0000677,1,2657.92,2025-05-23 08:32:55,0
CI00007497,CART0003528,SKU0002343,1,373.23,2025-09-25 20:32:04,0
CI00007498,CART0004634,SKU0001104,3,1082.61,2026-03-07 03:02:10,1
CI00007499,CART0005068,SKU0001156,1,1027.29,2025-10-26 22:34:56,1
CI00007500,CART0000015,SKU0002553,4,470.34,2025-04-18 06:06:09,1
CI00007501,CART0002323,SKU0002858,2,77.73,2025-09-08 18:01:09,1
CI00007502,CART0000252,SKU0000809,2,562.2,2026-01-22 11:43:01,0
CI00007503,CART0001893,SKU0000794,3,2877.87,2026-02-21 04:22:45,1
CI00007504,CART0002165,SKU0002695,2,3084.7,2026-02-13 14:41:45,0
CI00007505,CART0003534,SKU0001288,4,2301.46,2026-01-30 00:33:47,0
CI00007506,CART0005811,SKU0000630,4,555.5,2026-01-17 20:52:20,0
CI00007507,CART0002504,SKU0000679,4,1630.54,2025-03-05 06:31:49,0
CI00007508,CART0002890,SKU0002251,2,444.61,2025-02-15 04:39:48,0
CI00007509,CART0000983,SKU0001079,2,711.76,2026-05-17 19:19:10,1
CI00007510,CART0001855,SKU0001799,3,1178.19,2025-07-10 06:52:21,1
CI00007511,CART0001553,SKU0000947,3,1581.25,2025-09-15 12:14:55,1
CI00007512,CART0001627,SKU0002526,4,1451.19,2025-01-24 19:18:19,1
CI00007513,CART0004530,SKU0002749,1,2828.84,2025-03-26 21:02:25,1
CI00007514,CART0004478,SKU0000206,3,2177.14,2026-05-02 09:24:45,1
CI00007515,CART0001463,SKU0000341,1,1789.93,2026-05-08 21:11:47,0
CI00007516,CART0004277,SKU0000582,3,848.57,2026-02-24 20:37:19,1
CI00007517,CART0001228,SKU0002897,1,2455.64,2025-09-29 11:48:46,1
CI00007518,CART0003064,SKU0001806,2,2875.58,2025-10-01 10:15:58,1
CI00007519,CART0003763,SKU0002606,1,2643.02,2025-07-30 16:55:03,1
CI00007520,CART0004570,SKU0000539,2,958.86,2025-08-14 13:32:36,1
CI00007521,CART0004902,SKU0001672,3,3059.96,2026-05-19 09:14:16,1
CI00007522,CART0004180,SKU0002916,3,697.29,2025-11-21 19:16:42,0
CI00007523,CART0005757,SKU0002359,3,1627.9,2025-11-28 08:59:40,1
CI00007524,CART0000637,SKU0000800,2,966.26,2025-10-11 18:51:40,0
CI00007525,CART0005183,SKU0000667,3,542.17,2026-06-06 11:05:51,1
CI00007526,CART0001668,SKU0001277,2,2796.94,2025-04-29 20:09:43,0
CI00007527,CART0001205,SKU0001014,4,1239.16,2025-02-06 00:28:52,0
CI00007528,CART0005666,SKU0000071,2,2526.75,2024-12-07 02:26:41,0
CI00007529,CART0000944,SKU0000572,4,1577.72,2025-10-29 21:43:57,1
CI00007530,CART0003426,SKU0001975,4,483.9,2025-12-10 03:54:55,1
CI00007531,CART0005391,SKU0000615,4,2722.67,2025-03-12 02:14:31,1
CI00007532,CART0002790,SKU0000370,1,3327.1,2025-06-29 06:42:28,0
CI00007533,CART0000153,SKU0000138,2,2556.5,2025-06-02 21:48:20,1
CI00007534,CART0003471,SKU0002237,3,961.77,2026-04-21 06:00:45,0
CI00007535,CART0001830,SKU0002926,4,1205.98,2025-08-26 06:46:09,1
CI00007536,CART0001141,SKU0000443,3,379.72,2026-07-06 04:09:12,0
CI00007537,CART0004717,SKU0001533,2,1698.76,2025-03-23 16:05:19,1
CI00007538,CART0004686,SKU0000268,3,2935.54,2025-10-25 07:52:42,0
CI00007539,CART0004261,SKU0000762,1,2977.87,2025-07-11 13:51:42,1
CI00007540,CART0005753,SKU0001098,4,1909.92,2025-05-26 16:37:52,0
CI00007541,CART0003483,SKU0001138,2,723.58,2026-04-11 14:10:08,0
CI00007542,CART0004510,SKU0002326,2,2326.56,2026-04-08 09:40:40,1
CI00007543,CART0001325,SKU0000138,1,2556.5,2026-02-04 21:34:48,1
CI00007544,CART0003977,SKU0002188,4,2482.84,2024-12-16 21:37:57,1
CI00007545,CART0003276,SKU0002822,1,926.82,2024-12-29 01:26:53,1
CI00007546,CART0001831,SKU0001189,4,1000.47,2026-04-04 14:39:57,1
CI00007547,CART0004805,SKU0001890,1,796.87,2025-01-05 16:57:03,1
CI00007548,CART0005372,SKU0000894,3,1169.84,2025-05-22 08:53:04,1
CI00007549,CART0005748,SKU0000703,4,432.04,2026-01-06 14:11:42,0
CI00007550,CART0003763,SKU0002132,3,339.13,2025-08-05 16:55:03,0
CI00007551,CART0003526,SKU0000862,3,1542.19,2026-05-16 20:28:43,1
CI00007552,CART0005537,SKU0002452,3,1267.54,2026-05-16 14:58:38,1
CI00007553,CART0005081,SKU0000745,4,1298.07,2025-06-20 09:17:38,1
CI00007554,CART0002444,SKU0002829,4,1748.45,2026-06-05 18:28:00,1
CI00007555,CART0005390,SKU0002291,2,82.33,2026-07-05 10:40:36,0
CI00007556,CART0002952,SKU0001219,4,337.21,2025-10-06 10:07:33,1
CI00007557,CART0005868,SKU0002891,4,3097.67,2026-02-19 11:11:10,1
CI00007558,CART0002662,SKU0002471,3,1520.83,2025-03-24 11:03:13,1
CI00007559,CART0002796,SKU0000929,4,2586.04,2025-11-30 05:30:31,1
CI00007560,CART0003342,SKU0001827,3,482.16,2024-12-23 05:08:55,0
CI00007561,CART0005653,SKU0001325,1,44.26,2026-07-15 04:32:59,1
CI00007562,CART0001938,SKU0001952,4,2213.35,2025-09-23 07:09:03,1
CI00007563,CART0005355,SKU0001937,3,1703.08,2025-10-13 13:33:53,1
CI00007564,CART0005396,SKU0000212,4,2902.46,2025-05-16 12:56:08,1
CI00007565,CART0005871,SKU0000448,1,2013.49,2026-04-21 05:41:05,1
CI00007566,CART0003664,SKU0002732,1,164.26,2025-08-01 08:04:17,1
CI00007567,CART0004785,SKU0002087,3,699.23,2025-01-31 06:17:09,0
CI00007568,CART0003292,SKU0001698,2,445.15,2025-09-25 05:19:19,1
CI00007569,CART0000414,SKU0001953,1,1918.7,2026-07-16 12:24:56,1
CI00007570,CART0004663,SKU0001585,4,2810.39,2025-06-03 23:03:44,0
CI00007571,CART0004553,SKU0001571,3,2481.76,2025-08-29 19:10:22,0
CI00007572,CART0000677,SKU0000606,1,578.69,2025-12-05 21:20:12,1
CI00007573,CART0003166,SKU0000379,4,2375.49,2025-04-14 06:13:07,0
CI00007574,CART0003377,SKU0000568,3,2396.5,2026-02-19 09:34:42,1
CI00007575,CART0004479,SKU0001855,3,1215.79,2026-01-27 17:44:38,1
CI00007576,CART0001090,SKU0000656,2,1966.83,2025-10-04 00:43:55,1
CI00007577,CART0002469,SKU0002387,4,2765.85,2025-05-20 11:37:07,1
CI00007578,CART0004204,SKU0002251,3,444.61,2025-02-14 04:31:52,1
CI00007579,CART0002714,SKU0002306,3,550.83,2025-03-25 23:30:01,0
CI00007580,CART0005301,SKU0000312,2,1212.57,2026-02-26 09:50:11,1
CI00007581,CART0004243,SKU0000965,1,2066.48,2026-08-04 23:17:31,1
CI00007582,CART0004543,SKU0000404,1,2221.21,2025-08-31 08:53:19,1
CI00007583,CART0004643,SKU0002704,3,318.54,2026-03-25 08:06:44,0
CI00007584,CART0003197,SKU0002146,4,1412.63,2026-01-08 20:07:48,1
CI00007585,CART0005557,SKU0000311,4,1261.8,2024-12-24 04:06:35,0
CI00007586,CART0003245,SKU0000872,1,1157.74,2025-10-04 01:12:07,0
CI00007587,CART0001697,SKU0002777,3,669.07,2025-02-02 05:51:02,1
CI00007588,CART0005515,SKU0001223,1,3073.87,2025-11-30 20:11:29,1
CI00007589,CART0004269,SKU0001700,2,1302.26,2025-11-11 14:17:32,1
CI00007590,CART0002868,SKU0001864,4,2362.54,2026-06-25 15:20:15,0
CI00007591,CART0000989,SKU0000401,4,2376.64,2025-08-20 19:25:21,1
CI00007592,CART0001890,SKU0000056,1,2453.3,2026-08-08 12:21:54,1
CI00007593,CART0000839,SKU0000712,4,1277.35,2025-02-01 11:58:08,1
CI00007594,CART0001227,SKU0002029,1,1232.12,2026-03-30 01:36:29,1
CI00007595,CART0005624,SKU0000910,3,857.19,2025-07-23 13:57:34,1
CI00007596,CART0001063,SKU0000350,3,1376.19,2025-10-15 22:55:00,1
CI00007597,CART0000928,SKU0002054,1,351.4,2026-01-03 07:00:19,0
CI00007598,CART0000034,SKU0002868,3,2027.77,2026-05-20 23:16:01,0
CI00007599,CART0000749,SKU0000129,2,2214.08,2026-04-16 00:10:24,1
CI00007600,CART0003014,SKU0000076,4,2865.11,2025-11-10 20:57:58,0
CI00007601,CART0001618,SKU0000884,3,1861.21,2026-06-19 16:22:28,0
CI00007602,CART0001132,SKU0000604,1,2462.12,2026-04-25 09:07:24,1
CI00007603,CART0000284,SKU0001289,1,968.03,2026-04-27 12:36:24,0
CI00007604,CART0002403,SKU0002400,2,2027.27,2026-03-31 11:13:50,1
CI00007605,CART0003607,SKU0001457,3,2806.16,2025-02-21 09:00:30,1
CI00007606,CART0001973,SKU0001090,2,1601.98,2026-03-12 10:21:02,1
CI00007607,CART0005158,SKU0001648,1,884.48,2026-02-17 20:28:26,0
CI00007608,CART0004432,SKU0002991,4,661.84,2025-08-05 10:21:29,0
CI00007609,CART0005457,SKU0001733,3,911.19,2025-11-01 05:09:13,1
CI00007610,CART0000780,SKU0000644,1,1782.17,2026-05-20 00:17:07,1
CI00007611,CART0004195,SKU0002678,1,523.96,2025-01-04 08:46:00,1
CI00007612,CART0002070,SKU0000930,3,2542.04,2025-04-06 07:37:27,1
CI00007613,CART0002195,SKU0002195,2,2576.21,2025-06-21 11:21:45,1
CI00007614,CART0004541,SKU0001471,4,2929.25,2026-02-27 06:14:29,1
CI00007615,CART0001788,SKU0002449,2,2388.27,2025-02-12 04:24:16,1
CI00007616,CART0002674,SKU0000476,2,2415.24,2025-05-28 12:40:06,0
CI00007617,CART0004998,SKU0002528,4,456.83,2025-09-23 11:23:53,0
CI00007618,CART0002932,SKU0000171,4,536.7,2025-11-20 00:54:08,1
CI00007619,CART0002407,SKU0001294,3,328.62,2026-01-23 01:17:45,1
CI00007620,CART0001724,SKU0002257,4,1004.78,2025-03-04 09:41:51,1
CI00007621,CART0002212,SKU0001640,4,2891.22,2025-02-18 02:16:29,1
CI00007622,CART0005006,SKU0001471,2,2929.25,2026-07-14 17:38:47,1
CI00007623,CART0003114,SKU0002133,4,2835.29,2026-05-23 21:48:20,0
CI00007624,CART0002115,SKU0002617,4,3490.59,2026-01-21 22:59:39,1
CI00007625,CART0000048,SKU0001771,2,3305.13,2025-09-01 01:37:32,1
CI00007626,CART0005487,SKU0002964,4,1018.26,2025-01-14 10:55:56,1
CI00007627,CART0004134,SKU0001323,1,1939.7,2025-01-24 23:23:13,1
CI00007628,CART0005323,SKU0000189,1,1877.22,2025-06-01 10:53:00,1
CI00007629,CART0002788,SKU0000330,4,2615.01,2025-03-08 18:02:07,1
CI00007630,CART0004329,SKU0002178,1,976.7,2025-05-03 03:14:11,0
CI00007631,CART0004555,SKU0001884,2,2136.8,2026-03-30 03:58:23,0
CI00007632,CART0004135,SKU0002522,4,2747.15,2026-03-20 09:44:30,1
CI00007633,CART0000574,SKU0002347,2,2539.09,2025-06-28 06:12:30,1
CI00007634,CART0004697,SKU0002071,2,780.25,2025-04-03 00:59:05,1
CI00007635,CART0000997,SKU0002669,2,2906.51,2025-07-18 14:24:01,1
CI00007636,CART0003536,SKU0001217,4,2139.12,2026-06-27 18:16:01,1
CI00007637,CART0002626,SKU0000147,2,197.91,2026-01-15 20:28:53,1
CI00007638,CART0001775,SKU0002620,2,620.88,2025-03-21 01:58:10,0
CI00007639,CART0005558,SKU0002429,2,1112.26,2025-01-24 03:08:45,1
CI00007640,CART0003860,SKU0000577,4,3200.06,2025-11-25 00:27:39,1
CI00007641,CART0000999,SKU0002020,1,3038.45,2026-03-09 18:44:25,0
CI00007642,CART0004197,SKU0002531,1,1381.77,2025-05-19 07:28:17,1
CI00007643,CART0005051,SKU0002128,3,2583.11,2026-02-06 22:05:20,1
CI00007644,CART0002933,SKU0002916,1,697.29,2026-05-19 07:18:20,1
CI00007645,CART0002243,SKU0000597,4,1994.51,2026-07-07 23:59:06,1
CI00007646,CART0003892,SKU0000122,3,3123.43,2026-02-02 10:05:54,1
CI00007647,CART0001936,SKU0001024,2,1959.98,2025-03-30 00:17:04,1
CI00007648,CART0005928,SKU0000458,1,1974.32,2025-08-02 15:22:13,0
CI00007649,CART0002183,SKU0001136,3,236.17,2025-10-16 05:52:41,1
CI00007650,CART0002619,SKU0000845,1,614.61,2026-02-09 21:22:33,0
CI00007651,CART0000742,SKU0000459,2,3107.08,2025-05-10 12:49:38,1
CI00007652,CART0003172,SKU0000417,3,2150.96,2025-02-06 20:03:44,1
CI00007653,CART0003611,SKU0000993,3,1312.47,2026-03-13 07:37:24,1
CI00007654,CART0003008,SKU0002474,4,1711.02,2026-03-04 07:16:57,1
CI00007655,CART0001722,SKU0000875,1,99.81,2026-02-18 22:22:18,0
CI00007656,CART0003071,SKU0001916,4,2311.93,2025-03-01 05:24:13,1
CI00007657,CART0002520,SKU0001120,1,2422.38,2025-08-16 03:51:01,1
CI00007658,CART0000864,SKU0000503,2,564.36,2025-07-25 01:30:53,1
CI00007659,CART0005003,SKU0001337,4,398.44,2025-01-29 10:44:46,0
CI00007660,CART0004549,SKU0001700,3,1302.26,2025-01-19 06:31:38,0
CI00007661,CART0000760,SKU0002214,2,998.26,2025-05-23 11:32:25,1
CI00007662,CART0005075,SKU0002581,1,686.41,2025-05-28 02:41:48,1
CI00007663,CART0002724,SKU0001365,4,1725.74,2025-09-15 06:24:04,1
CI00007664,CART0000572,SKU0000352,4,1062.35,2025-03-25 15:53:27,1
CI00007665,CART0000188,SKU0002164,3,1963.3,2026-04-24 15:47:54,1
CI00007666,CART0001830,SKU0002517,1,312.7,2025-09-17 06:46:09,0
CI00007667,CART0005560,SKU0001443,1,1240.04,2025-06-13 21:22:28,0
CI00007668,CART0003616,SKU0002455,1,972.16,2025-01-10 22:11:21,1
CI00007669,CART0004160,SKU0000549,3,243.84,2026-01-11 18:52:39,1
CI00007670,CART0004680,SKU0000813,3,959.7,2026-01-13 02:30:22,1
CI00007671,CART0004198,SKU0001340,3,1709.37,2025-08-23 08:03:03,0
CI00007672,CART0002290,SKU0001827,4,482.16,2026-03-18 10:48:37,1
CI00007673,CART0001387,SKU0002599,2,2434.53,2026-03-22 12:04:20,1
CI00007674,CART0001899,SKU0002252,1,505.85,2025-08-30 05:15:13,0
CI00007675,CART0003250,SKU0000504,4,595.57,2025-04-27 09:06:26,1
CI00007676,CART0000497,SKU0000931,4,3023.24,2025-08-26 01:26:16,1
CI00007677,CART0003878,SKU0000795,4,1073.32,2024-12-30 11:23:00,0
CI00007678,CART0002840,SKU0002036,2,2047.93,2026-04-11 16:48:13,0
CI00007679,CART0004734,SKU0002556,3,207.05,2026-01-23 07:04:48,1
CI00007680,CART0001442,SKU0002711,2,506.68,2026-07-10 02:08:53,1
CI00007681,CART0001367,SKU0002761,4,2764.76,2026-05-20 17:01:47,0
CI00007682,CART0003917,SKU0001893,2,2202.47,2025-09-09 20:26:34,1
CI00007683,CART0004022,SKU0002251,3,444.61,2025-11-13 15:42:44,1
CI00007684,CART0001232,SKU0001725,1,1472.29,2026-04-28 14:15:31,1
CI00007685,CART0004210,SKU0001180,3,655.71,2026-07-14 14:07:53,1
CI00007686,CART0000581,SKU0001487,3,1660.77,2025-02-26 15:53:59,0
CI00007687,CART0000645,SKU0001603,4,2120.18,2026-06-07 19:05:51,0
CI00007688,CART0002715,SKU0001841,3,1892.4,2025-07-04 08:18:35,1
CI00007689,CART0003733,SKU0001219,1,337.21,2025-02-26 15:17:57,0
