search_id,session_id,user_id,keyword,category_id,result_count,clicked,converted,searched_at
SE00007298,SES00008486,U000901,骑行,C005,435,1,0,2025-02-28 02:56:18
SE00007299,SES00002976,U003398,乐器,C005,10,1,0,2025-06-25 04:25:16
SE00007300,SES00005740,U002653,女装,C015,515,0,0,2025-07-19 16:15:40
SE00007301,SES00019640,U003251,乐器,C014,125,0,0,2025-01-29 11:25:34
SE00007302,SES00006792,U002442,婴童用品,C013,634,0,0,2025-02-19 13:49:22
SE00007303,SES00017288,U001252,彩妆,C028,180,0,0,2025-07-06 14:48:40
SE00007304,SES00017341,U000629,运动鞋服,C013,378,1,0,2025-06-23 22:31:27
SE00007305,SES00013363,U002008,家用电器,C035,356,0,0,2025-12-24 23:53:43
SE00007306,SES00001064,U003260,宠物生活,C038,583,0,0,2025-06-06 13:00:05
SE00007307,SES00009561,U000277,智能,C019,451,0,0,2026-04-21 11:54:15
SE00007308,SES00017076,U004689,玩具,C027,586,1,0,2025-03-20 10:40:39
SE00007309,SES00011889,,家用电器,C012,734,1,0,2025-05-21 02:44:29
SE00007310,SES00014345,U000251,文创,C009,519,0,1,2025-06-10 16:02:05
SE00007311,SES00019022,U002005,智能,C024,233,1,0,2025-02-18 00:57:34
SE00007312,SES00007549,U003467,奶粉辅食,C007,283,1,0,2026-05-27 10:02:32
SE00007313,SES00004828,U002941,家用,C038,70,0,0,2025-12-05 18:37:30
SE00007314,SES00006179,U001495,性价比,C008,140,0,0,2025-07-03 04:08:09
SE00007315,SES00001536,U002672,健身训练,C004,768,1,0,2025-04-08 10:21:08
SE00007316,SES00013394,,家用电器,C027,466,0,0,2025-04-26 14:28:37
SE00007317,SES00004609,U004581,护肤,C029,335,1,0,2025-11-20 12:19:59
SE00007318,SES00006195,U001469,图书,C037,663,0,0,2025-03-28 21:07:09
SE00007319,SES00017432,U003539,文创,C027,663,1,0,2025-07-22 13:26:30
SE00007320,SES00018566,U002731,护肤,C012,380,0,0,2025-07-10 15:26:26
SE00007321,SES00004272,U000946,清洁用品,C034,8,1,0,2026-01-02 12:50:42
SE00007322,SES00010483,U004855,厨具,C024,535,1,0,2025-07-01 07:44:18
SE00007323,SES00002041,U001306,清洁用品,C002,255,1,0,2025-11-20 06:25:06
SE00007324,SES00016671,U000300,运动鞋服,C008,562,1,0,2025-03-31 20:49:52
SE00007325,SES00012904,U002254,家具,C004,616,0,0,2025-12-16 10:28:19
SE00007326,SES00001852,U003386,家居生活,C028,279,1,0,2025-11-11 12:35:35
SE00007327,SES00019788,U001719,文创,C039,626,0,0,2026-05-03 19:51:28
SE00007328,SES00007746,U004046,童装童鞋,C038,678,0,0,2025-06-13 14:55:13
SE00007329,SES00001925,U004821,手机通讯,C039,308,1,0,2025-03-19 10:41:25
SE00007330,SES00007005,U002438,奶粉辅食,C030,156,0,0,2025-11-30 08:06:21
SE00007331,SES00007454,U004791,彩妆,C015,273,0,1,2025-05-21 22:22:57
SE00007332,SES00001053,U003821,运动鞋服,C035,448,1,0,2026-05-20 05:32:14
SE00007333,SES00017043,U003362,服饰鞋包,C027,405,0,0,2026-03-13 22:17:22
SE00007334,SES00014818,U004578,宠物生活,C035,492,0,0,2025-06-28 12:36:53
SE00007335,SES00014717,U000038,轻便,C010,115,0,0,2025-11-12 02:20:37
SE00007336,SES00008064,U002698,图书文娱,C019,485,1,0,2025-07-27 16:42:30
SE00007337,SES00013604,,数码家电,C013,494,1,1,2025-08-01 00:37:04
SE00007338,SES00002149,U000608,手机通讯,C015,200,0,0,2026-07-25 11:40:12
SE00007339,SES00000869,,数码家电,C005,193,1,0,2026-07-09 23:55:12
SE00007340,SES00004157,U001401,家用,C018,332,1,0,2025-05-27 18:05:52
SE00007341,SES00004660,U004856,清洁用品,C027,361,0,0,2026-02-15 07:26:59
SE00007342,SES00015910,,家居生活,C039,143,1,0,2025-12-19 01:46:58
SE00007343,SES00007690,U001027,生鲜果蔬,C010,711,0,0,2026-02-09 17:50:24
SE00007344,SES00008504,U000767,玩具,C029,304,1,0,2026-01-28 15:31:04
SE00007345,SES00001760,U000527,开学季,C020,603,1,0,2026-01-18 07:19:53
SE00007346,SES00012977,U004394,休闲食品,C003,331,0,0,2025-11-08 04:19:37
SE00007347,SES00017714,U000902,粮油调味,C034,374,1,0,2026-04-13 12:12:34
SE00007348,SES00003433,U002793,饮料冲调,C009,577,0,0,2026-06-27 04:51:51
SE00007349,SES00015710,U002733,玩具,C020,178,1,0,2025-12-25 10:30:59
SE00007350,SES00004256,U000609,饮料冲调,C007,28,1,0,2025-06-26 18:16:08
SE00007351,SES00003813,U003270,食品生鲜,C034,744,0,0,2025-10-22 00:16:11
SE00007352,SES00007063,U003690,国货,C010,527,1,0,2026-04-13 05:02:30
SE00007353,SES00001761,,美妆个护,C014,340,1,0,2026-02-16 08:45:10
SE00007354,SES00009938,U002530,家具,C038,590,0,0,2025-02-09 00:40:29
SE00007355,SES00016673,,粮油调味,C032,491,1,1,2025-06-23 14:38:44
SE00007356,SES00011692,U004224,手机通讯,C023,35,1,0,2025-11-24 00:17:39
SE00007357,SES00018372,U001468,粮油调味,C039,159,1,1,2025-01-10 10:21:33
SE00007358,SES00002689,U003216,饮料冲调,C009,539,0,0,2026-02-16 00:10:30
SE00007359,SES00019626,U004235,图书,C017,737,1,0,2025-07-09 15:02:06
SE00007360,SES00015953,U001368,生鲜果蔬,C035,324,0,0,2026-01-04 19:46:27
SE00007361,SES00003999,U003549,男装,C008,109,0,0,2026-01-17 04:58:42
SE00007362,SES00005579,U002278,服饰鞋包,C017,425,0,0,2025-06-23 17:02:26
SE00007363,SES00004958,U002897,运动鞋服,C027,6,1,0,2025-08-17 10:19:57
SE00007364,SES00009612,U002135,厨具,C025,520,0,0,2025-10-28 02:07:18
SE00007365,SES00012776,U001295,食品生鲜,C033,358,0,0,2025-05-25 07:45:46
SE00007366,SES00015368,U001221,个人护理,C015,726,1,0,2025-05-15 02:20:08
SE00007367,SES00004635,U004520,家具,C022,758,1,0,2026-06-05 17:46:50
SE00007368,SES00002328,U003998,运动户外,C010,724,0,0,2025-06-17 04:23:01
SE00007369,SES00005241,U001413,饮料冲调,C040,178,1,0,2025-04-04 10:21:25
SE00007370,SES00003742,U001833,智能,C015,505,1,1,2025-04-19 16:20:13
SE00007371,SES00014155,U001511,乐器,C018,323,0,0,2026-03-24 00:28:53
SE00007372,SES00011917,U004233,粮油调味,C019,414,0,0,2026-03-29 03:47:21
SE00007373,SES00013422,U003079,乐器,C028,711,0,0,2025-05-12 18:01:36
SE00007374,SES00002099,U002163,洗护,C033,474,1,0,2026-05-03 11:26:31
SE00007375,SES00002944,U004550,手机通讯,C037,233,1,0,2026-01-01 15:16:00
SE00007376,SES00018602,U003626,电脑办公,C040,591,0,0,2026-04-21 01:19:26
SE00007377,SES00001398,U004081,家居生活,C025,504,0,0,2025-10-19 16:15:13
SE00007378,SES00016244,U001465,运动鞋服,C005,201,1,0,2026-02-14 13:17:04
SE00007379,SES00018915,U003899,母婴玩具,C022,157,1,0,2026-02-23 10:11:25
SE00007380,SES00015247,U001997,手机通讯,C029,575,1,0,2026-01-15 08:25:04
SE00007381,SES00018967,,数码家电,C029,667,0,0,2026-03-06 16:28:07
SE00007382,SES00017854,,体育用品,C017,110,1,0,2025-01-26 05:07:03
SE00007383,SES00006971,U001853,家用电器,C038,201,0,0,2026-07-29 19:55:47
SE00007384,SES00013712,,厨具,C022,114,0,0,2025-02-24 12:00:52
SE00007385,SES00011147,U003960,家纺,C004,539,1,0,2025-04-10 12:30:34
SE00007386,SES00015780,U001412,新品,C035,62,1,0,2026-06-03 14:10:24
SE00007387,SES00016407,,粮油调味,C029,789,1,0,2026-04-19 20:32:12
SE00007388,SES00018593,U001200,清洁用品,C013,706,0,0,2025-02-26 21:09:19
SE00007389,SES00000872,U002203,奶粉辅食,C014,610,1,0,2026-04-23 20:03:04
SE00007390,SES00016558,U000299,家纺,C017,446,1,0,2025-12-17 15:28:33
SE00007391,SES00019180,U002497,手机通讯,C040,481,1,0,2025-12-15 06:50:41
SE00007392,SES00010867,U001640,服饰鞋包,C033,236,0,0,2026-03-30 06:14:50
SE00007393,SES00016209,U004847,护肤,C009,57,1,0,2025-10-08 08:57:27
SE00007394,SES00019106,U000533,厨具,C037,685,0,0,2025-09-07 00:30:57
SE00007395,SES00003480,U002966,洗护,C033,505,0,0,2026-02-04 09:54:20
SE00007396,SES00002654,U002690,图书文娱,C002,331,1,0,2025-08-23 21:39:52
SE00007397,SES00015477,U000570,厨具,C020,32,1,0,2025-10-23 20:34:36
SE00007398,SES00000235,U003204,运动鞋服,C037,535,1,0,2025-06-28 19:00:27
SE00007399,SES00018779,U002972,新品,C034,75,1,0,2025-07-26 07:46:40
SE00007400,SES00009120,U003422,图书文娱,C028,122,0,0,2026-08-17 15:00:31
SE00007401,SES00006108,U000372,男装,C015,695,1,0,2025-07-15 17:41:12
SE00007402,SES00006195,U001469,运动户外,C015,323,0,0,2025-03-28 21:06:21
SE00007403,SES00006565,U004696,折扣,C009,709,0,0,2025-01-28 07:45:00
SE00007404,SES00005272,U004596,开学季,C013,411,1,0,2026-02-14 21:47:43
SE00007405,SES00011626,U001028,厨具,C019,235,1,0,2026-08-16 14:02:11
SE00007406,SES00009730,,家用,C010,675,1,0,2025-02-20 20:40:22
SE00007407,SES00006929,U001661,宠物生活,C033,386,0,0,2026-05-11 04:39:05
SE00007408,SES00017134,U003252,国货,C018,596,1,0,2025-02-16 07:20:40
SE00007409,SES00003135,U002563,手机通讯,C002,223,1,0,2025-07-23 07:14:26
SE00007410,SES00019260,U002995,生鲜果蔬,C008,359,0,0,2025-07-18 17:26:53
SE00007411,SES00005933,U000448,文创,C032,189,1,0,2026-04-15 18:13:17
SE00007412,SES00006359,U001379,服饰鞋包,C033,624,1,0,2026-03-26 17:54:30
SE00007413,SES00009178,U002204,夏季,C003,616,1,0,2025-11-08 20:39:16
SE00007414,SES00012046,U003967,母婴玩具,C002,316,0,0,2025-11-12 13:14:20
SE00007415,SES00008177,U004047,文创,C007,701,1,0,2026-08-06 16:07:33
SE00007416,SES00009770,U001930,数码家电,C010,171,1,0,2025-01-05 07:13:45
SE00007417,SES00005968,U002264,家用,C009,585,1,0,2025-07-12 05:56:28
SE00007418,SES00000018,U000931,开学季,C025,686,0,0,2026-08-21 06:07:51
SE00007419,SES00009335,U000723,骑行,C038,13,0,1,2025-06-15 20:43:36
SE00007420,SES00002402,U001580,图书文娱,C012,719,0,0,2026-01-01 08:39:34
SE00007421,SES00005635,U003637,彩妆,C009,331,0,0,2026-04-27 11:41:22
SE00007422,SES00014888,U003081,厨具,C009,168,0,0,2026-07-15 02:51:15
SE00007423,SES00005992,U001901,新品,C030,418,1,0,2025-04-08 16:03:43
SE00007424,SES00004017,U000347,家纺,C029,769,1,0,2025-08-23 23:22:27
SE00007425,SES00019078,U000890,粮油调味,C020,449,1,0,2026-03-06 10:48:55
SE00007426,SES00016767,U003494,个人护理,C040,342,1,0,2025-02-04 02:42:44
SE00007427,SES00009473,U003054,国货,C039,706,1,0,2026-03-05 21:06:06
SE00007428,SES00009525,U000139,饮料冲调,C020,633,1,0,2025-06-18 08:13:59
SE00007429,SES00004783,U004515,宠物生活,C008,5,1,0,2025-12-29 15:04:37
SE00007430,SES00005415,U002829,家具,C023,691,1,0,2025-02-03 13:25:22
SE00007431,SES00014092,U001642,家居生活,C002,454,1,0,2025-02-21 13:35:34
SE00007432,SES00010471,,粮油调味,C039,175,1,0,2026-06-30 00:54:10
SE00007433,SES00009704,U004393,家用,C019,372,1,0,2025-09-02 21:34:17
SE00007434,SES00004914,U002746,送礼,C015,443,1,0,2026-03-23 13:24:04
SE00007435,SES00013383,U001515,美妆个护,C014,564,1,0,2025-01-12 10:46:51
SE00007436,SES00003131,U001208,家用电器,C017,150,1,0,2026-06-14 20:51:19
SE00007437,SES00006992,U002322,婴童用品,C039,86,0,0,2025-09-25 07:33:35
SE00007438,SES00011593,U000116,体育用品,C015,403,0,0,2025-03-04 03:54:57
SE00007439,SES00013651,U000662,图书,C010,54,1,0,2025-01-11 15:04:54
SE00007440,SES00014819,U002518,性价比,C024,32,0,0,2026-08-11 06:06:28
SE00007441,SES00013410,U002479,折扣,C023,456,1,0,2025-12-13 10:38:29
SE00007442,SES00009795,U001040,母婴玩具,C013,637,0,0,2026-04-14 13:25:47
SE00007443,SES00003385,U004809,智能,C035,772,0,0,2025-05-25 03:34:54
SE00007444,SES00004401,U002432,新品,C028,546,1,0,2025-04-14 07:30:19
SE00007445,SES00003852,U004792,夏季,C002,636,0,0,2026-01-13 17:38:23
SE00007446,SES00018788,U002238,新品,C008,639,1,0,2025-03-17 11:44:17
SE00007447,SES00011520,U002300,粮油调味,C017,676,0,0,2026-05-05 07:44:03
SE00007448,SES00001690,U002280,家具,C013,502,0,0,2026-06-09 07:44:31
SE00007449,SES00004548,,数码家电,C003,361,1,0,2025-06-04 21:31:51
SE00007450,SES00007543,U000249,婴童用品,C040,384,1,0,2025-06-23 03:58:41
SE00007451,SES00014749,U001685,家用,C028,301,0,0,2025-06-22 15:28:13
SE00007452,SES00008129,U000245,健身训练,C027,40,1,0,2025-04-06 22:19:43
SE00007453,SES00001416,U003839,饮料冲调,C038,4,1,0,2025-05-30 04:09:48
SE00007454,SES00017158,U001236,数码家电,C039,573,0,1,2025-03-26 06:27:07
SE00007455,SES00006812,U002627,家居生活,C035,601,1,0,2025-11-14 10:47:41
SE00007456,SES00013624,,家居生活,C004,635,0,0,2025-09-23 17:26:00
SE00007457,SES00010686,U000073,玩具,C002,258,1,0,2026-03-13 15:38:37
SE00007458,SES00006439,U000561,服饰鞋包,C040,555,1,0,2025-06-20 19:45:21
SE00007459,SES00013412,,运动户外,C015,537,0,0,2025-01-02 17:38:35
SE00007460,SES00002803,U004283,运动户外,C022,711,1,0,2026-03-17 10:56:26
SE00007461,SES00018802,U003089,婴童用品,C009,645,1,0,2026-01-24 11:31:51
SE00007462,SES00012278,U004809,图书,C010,488,0,0,2025-09-29 18:58:55
SE00007463,SES00000451,U002559,新品,C038,278,1,0,2025-01-29 07:48:00
SE00007464,SES00002928,U004934,清洁用品,C029,737,1,0,2026-04-03 23:36:58
SE00007465,SES00011444,U001365,清洁用品,C032,780,0,0,2025-06-04 17:25:34
SE00007466,SES00018208,U002364,健身训练,C009,595,0,0,2025-10-30 05:06:06
SE00007467,SES00003648,U003018,男装,C017,581,0,0,2025-02-20 02:51:47
SE00007468,SES00018888,U002247,文创,C038,78,1,0,2025-08-19 15:49:34
SE00007469,SES00017393,,开学季,C015,179,0,0,2025-10-19 17:28:47
SE00007470,SES00018205,U004216,夏季,C023,537,0,0,2025-06-02 14:54:02
SE00007471,SES00010309,U001218,性价比,C005,21,1,0,2025-08-25 11:49:27
SE00007472,SES00016153,U000912,箱包配饰,C038,13,1,1,2026-05-04 21:29:09
SE00007473,SES00016086,U004439,彩妆,C023,730,0,0,2025-03-22 21:55:42
SE00007474,SES00007322,U002837,童装童鞋,C010,549,0,0,2026-04-19 20:34:41
SE00007475,SES00016989,U000612,乐器,C024,742,0,0,2026-06-08 21:12:29
SE00007476,SES00018241,,运动鞋服,C019,360,1,0,2026-03-31 19:49:00
SE00007477,SES00017988,,生鲜果蔬,C020,177,0,0,2025-07-27 15:09:06
SE00007478,SES00018087,U004509,电脑办公,C008,443,1,0,2025-02-13 01:33:41
SE00007479,SES00006920,U001253,洗护,C008,234,1,0,2026-02-22 03:06:00
SE00007480,SES00009568,U001903,美妆个护,C005,411,0,0,2025-11-05 06:45:16
SE00007481,SES00011901,U004887,骑行,C027,554,1,1,2025-09-26 23:58:49
SE00007482,SES00018891,U000340,体育用品,C019,414,0,0,2025-03-14 23:47:07
SE00007483,SES00015888,U001377,开学季,C027,458,0,0,2025-03-15 14:47:40
SE00007484,SES00009032,U000232,男装,C005,760,1,1,2025-02-16 07:20:41
SE00007485,SES00006616,U001845,女装,C023,190,1,1,2025-12-26 15:42:26
SE00007486,SES00009625,,送礼,C005,50,1,0,2025-01-02 12:19:22
SE00007487,SES00011288,U001865,箱包配饰,C009,74,0,0,2026-08-10 03:40:34
SE00007488,SES00018346,U002904,粮油调味,C003,416,1,0,2025-01-30 22:05:25
SE00007489,SES00005310,U003636,性价比,C034,277,0,0,2026-01-03 05:48:35
SE00007490,SES00005380,U003213,家居生活,C017,163,1,0,2026-06-28 05:08:41
SE00007491,SES00004351,U001350,图书文娱,C005,164,0,0,2025-07-23 15:06:47
SE00007492,SES00016443,U002256,图书文娱,C037,122,1,0,2026-04-19 12:00:55
SE00007493,SES00005326,U000208,厨具,C015,293,1,0,2025-10-24 06:50:23
SE00007494,SES00007005,U002438,男装,C012,41,1,0,2025-11-30 08:04:41
SE00007495,SES00018283,,奶粉辅食,C030,275,0,0,2025-05-03 11:15:46
SE00007496,SES00012147,U001989,家纺,C022,131,1,0,2025-01-29 02:04:36
SE00007497,SES00002800,U004151,智能设备,C017,118,1,0,2025-07-07 10:09:39
SE00007498,SES00006152,U003274,运动户外,C005,151,1,0,2025-01-09 12:35:26
SE00007499,SES00017252,U004746,国货,C028,364,0,0,2026-05-03 05:17:04
SE00007500,SES00012740,U002162,骑行,C020,503,1,0,2025-05-05 04:33:45
SE00007501,SES00011955,U002292,食品生鲜,C030,557,1,0,2025-10-20 02:33:55
SE00007502,SES00007879,U004727,健身训练,C018,51,1,0,2026-03-26 23:36:55
SE00007503,SES00002272,U001169,夏季,C015,745,0,0,2026-01-21 09:38:07
SE00007504,SES00013803,U003426,家具,C010,60,1,1,2026-04-30 15:37:23
SE00007505,SES00016311,U001688,新品,C024,545,0,1,2025-11-22 23:01:43
SE00007506,SES00019028,U001840,夏季,C040,344,1,1,2026-07-08 11:00:28
SE00007507,SES00006123,U002408,婴童用品,C017,558,0,0,2025-09-18 10:54:04
SE00007508,SES00008911,U004573,食品生鲜,C028,216,1,1,2025-07-25 11:38:22
SE00007509,SES00005253,,童装童鞋,C009,603,0,0,2025-05-25 07:33:19
SE00007510,SES00010700,U002607,家纺,C017,246,0,0,2026-03-29 01:47:35
SE00007511,SES00007901,U002412,轻便,C029,329,0,0,2026-07-15 15:16:29
SE00007512,SES00005917,,图书文娱,C003,748,0,0,2025-04-28 17:24:31
SE00007513,SES00007523,,送礼,C040,335,1,0,2025-01-07 02:54:05
SE00007514,SES00017342,U003917,数码家电,C010,438,1,0,2025-11-12 21:06:16
SE00007515,SES00005041,U002979,母婴玩具,C034,68,1,0,2026-02-07 18:27:27
SE00007516,SES00014564,U000305,电脑办公,C037,349,0,0,2026-04-29 11:59:42
SE00007517,SES00013249,U001264,国货,C015,155,1,0,2025-01-01 19:59:27
SE00007518,SES00014971,U001911,家居生活,C019,531,0,1,2025-05-11 01:24:00
SE00007519,SES00013361,U004358,家用电器,C037,63,0,0,2025-09-07 11:02:01
SE00007520,SES00015458,U003681,智能设备,C030,790,1,0,2025-03-20 08:28:20
SE00007521,SES00013623,U003855,性价比,C023,444,1,0,2026-02-16 16:59:27
SE00007522,SES00016769,U000963,轻便,C014,177,0,0,2025-09-22 06:21:09
SE00007523,SES00012993,,清洁用品,C027,735,1,0,2025-04-01 03:57:34
SE00007524,SES00009305,U000398,休闲食品,C027,720,1,0,2025-01-19 05:16:44
SE00007525,SES00014594,U003601,宠物生活,C008,290,1,0,2026-07-23 11:49:46
SE00007526,SES00000514,U001006,户外装备,C018,755,1,0,2025-03-10 00:12:28
SE00007527,SES00013298,U003111,男装,C025,387,1,0,2025-04-12 05:13:02
SE00007528,SES00019695,U001017,护肤,C018,725,0,0,2026-04-13 06:15:36
SE00007529,SES00017350,U003589,厨具,C018,220,1,0,2026-01-16 04:49:31
SE00007530,SES00019652,U003152,智能,C033,438,1,0,2026-05-14 15:40:03
SE00007531,SES00006747,U000481,宠物生活,C013,250,1,0,2026-01-08 04:24:26
SE00007532,SES00014866,,智能,C034,175,1,0,2026-02-27 21:38:05
SE00007533,SES00000217,U002655,体育用品,C039,171,0,0,2025-05-04 10:48:32
SE00007534,SES00012827,U001733,文创,C019,4,0,0,2025-10-29 09:00:04
SE00007535,SES00017998,U003695,清洁用品,C017,440,1,0,2025-01-16 15:33:18
SE00007536,SES00017971,U001298,护肤,C030,474,0,0,2026-02-11 15:51:54
SE00007537,SES00016580,,美妆个护,C024,17,0,1,2026-08-19 11:05:30
SE00007538,SES00001507,U000926,家具,C032,173,1,0,2026-05-15 09:09:35
SE00007539,SES00003089,U001704,彩妆,C002,547,1,0,2025-03-03 02:48:17
SE00007540,SES00005986,,图书,C027,2,1,0,2025-02-17 15:35:40
SE00007541,SES00000755,U004462,开学季,C039,425,0,0,2025-01-29 01:09:58
SE00007542,SES00014928,U000496,智能设备,C005,100,0,0,2026-02-20 10:18:17
SE00007543,SES00005783,U004339,手机通讯,C035,389,1,0,2025-03-23 17:38:22
SE00007544,SES00003149,U000093,智能,C012,394,1,0,2025-04-11 20:32:51
SE00007545,SES00000779,U000499,彩妆,C028,190,0,0,2025-05-07 05:03:07
SE00007546,SES00017158,U001236,家纺,C023,70,0,0,2025-03-26 06:26:16
SE00007547,SES00004532,U000787,家用,C015,698,0,0,2025-11-30 08:00:57
SE00007548,SES00003250,U003016,个人护理,C002,77,1,0,2025-11-26 20:09:45
SE00007549,SES00011015,U001520,户外装备,C002,643,0,0,2026-02-09 01:09:10
SE00007550,SES00013334,U000776,图书,C013,297,0,0,2025-07-22 18:31:22
SE00007551,SES00003644,U001185,智能,C040,518,1,0,2025-04-11 13:03:53
SE00007552,SES00016242,U003306,运动户外,C014,616,1,0,2026-04-03 20:03:09
SE00007553,SES00018722,U002014,彩妆,C005,671,1,0,2025-01-08 09:42:42
SE00007554,SES00009459,U004515,国货,C033,262,1,0,2025-01-07 07:46:08
SE00007555,SES00011625,U000115,母婴玩具,C040,663,0,1,2025-08-27 05:01:46
SE00007556,SES00001437,U003678,运动户外,C008,576,0,0,2025-01-21 04:14:38
SE00007557,SES00018596,U002475,健身训练,C010,260,0,0,2025-04-18 14:46:17
SE00007558,SES00014958,U001524,文创,C035,507,1,0,2025-03-15 19:25:00
SE00007559,SES00012102,U002317,手机通讯,C017,742,1,0,2025-12-21 02:39:52
SE00007560,SES00009220,U004518,婴童用品,C019,0,0,0,2025-01-03 12:24:21
SE00007561,SES00009208,U001310,个人护理,C015,611,0,0,2026-04-03 16:16:42
SE00007562,SES00006317,U002792,家具,C005,195,1,1,2026-06-20 21:25:51
SE00007563,SES00004690,U000721,运动鞋服,C029,86,1,0,2026-04-10 13:33:36
SE00007564,SES00008611,U000239,玩具,C025,685,0,1,2026-04-16 19:44:59
SE00007565,SES00012556,U002245,清洁用品,C015,583,1,0,2025-07-26 08:39:17
SE00007566,SES00015772,U000221,运动户外,C013,356,0,1,2025-06-01 02:49:38
SE00007567,SES00002144,,粮油调味,C024,332,1,0,2026-05-19 00:11:47
SE00007568,SES00010093,U001351,清洁用品,C039,42,0,0,2025-10-02 04:53:32
SE00007569,SES00003215,U000598,休闲食品,C029,607,0,0,2025-04-11 01:33:18
SE00007570,SES00016583,U000676,手机通讯,C038,51,1,0,2025-12-17 12:20:21
SE00007571,SES00003723,U002505,乐器,C007,47,1,0,2025-04-21 12:00:22
SE00007572,SES00014176,U001148,性价比,C010,501,0,0,2025-07-09 11:50:27
SE00007573,SES00015652,U000002,童装童鞋,C023,548,0,0,2025-09-22 02:37:24
SE00007574,SES00008470,,骑行,C020,14,0,0,2026-04-30 04:01:00
SE00007575,SES00016900,,性价比,C029,789,0,0,2025-12-10 14:26:45
SE00007576,SES00017221,U004098,休闲食品,C002,464,1,0,2025-03-22 17:32:54
SE00007577,SES00016641,U002189,电脑办公,C033,307,1,0,2026-04-04 00:25:15
SE00007578,SES00002458,U004465,童装童鞋,C035,422,0,0,2025-01-11 16:47:14
SE00007579,SES00004768,U003561,手机通讯,C002,747,1,0,2025-01-25 11:24:34
SE00007580,SES00001966,U001543,母婴玩具,C039,115,1,0,2025-01-15 18:12:10
SE00007581,SES00011196,U000575,女装,C003,434,1,0,2025-12-01 22:34:01
SE00007582,SES00003554,U003483,智能,C022,208,0,0,2025-11-24 15:33:04
SE00007583,SES00017016,U001594,图书,C020,230,0,0,2026-05-15 01:35:36
SE00007584,SES00009726,U002291,运动鞋服,C033,653,0,0,2026-08-21 20:28:41
SE00007585,SES00007879,U004727,粮油调味,C018,200,0,1,2026-03-26 23:38:05
SE00007586,SES00000673,U003812,折扣,C035,786,0,0,2025-09-16 20:52:14
SE00007587,SES00000057,U000864,箱包配饰,C022,109,1,0,2025-06-30 21:28:32
SE00007588,SES00004224,U001782,家纺,C008,594,0,0,2025-08-15 21:52:19
SE00007589,SES00007616,U004493,轻便,C007,255,0,0,2026-06-27 14:12:06
SE00007590,SES00019873,U003077,数码家电,C035,626,1,1,2025-09-22 11:18:19
SE00007591,SES00019827,U003415,家用电器,C003,446,1,0,2025-01-02 22:00:22
SE00007592,SES00010059,U001593,家用,C033,228,1,0,2026-03-03 13:55:39
SE00007593,SES00008905,U002822,饮料冲调,C038,241,0,0,2025-12-07 17:48:36
SE00007594,SES00010886,U001260,休闲食品,C008,352,1,0,2025-07-15 11:48:35
SE00007595,SES00002440,U000432,图书,C025,386,1,0,2025-05-22 21:16:46
SE00007596,SES00009495,,乐器,C027,93,1,0,2025-05-31 07:18:41
SE00007597,SES00012399,U001795,夏季,C003,66,0,0,2025-12-02 17:57:27
SE00007598,SES00016848,U000898,健身训练,C034,138,1,0,2026-03-06 14:08:39
SE00007599,SES00007211,U003670,图书文娱,C038,149,1,0,2026-07-29 11:00:08
SE00007600,SES00004468,U002877,夏季,C027,601,0,0,2025-01-09 03:20:21
SE00007601,SES00012276,U002984,男装,C008,383,1,0,2026-03-27 18:36:49
SE00007602,SES00017579,,粮油调味,C022,296,1,0,2026-03-14 03:32:15
SE00007603,SES00018301,U004577,运动户外,C037,171,1,0,2025-03-03 10:26:21
SE00007604,SES00005553,U001281,图书,C040,121,1,0,2025-07-02 14:15:14
SE00007605,SES00014707,U004557,洗护,C033,726,0,0,2025-01-14 04:54:10
SE00007606,SES00017247,U002095,粮油调味,C033,152,1,0,2025-06-17 02:07:24
SE00007607,SES00010356,U002442,家用电器,C020,307,1,0,2025-03-20 01:06:32
SE00007608,SES00016653,U000231,家纺,C027,602,0,0,2026-02-08 03:06:24
SE00007609,SES00009191,U002737,国货,C024,36,0,0,2025-11-23 06:56:58
SE00007610,SES00012763,U002039,服饰鞋包,C027,536,1,0,2026-06-18 19:08:47
SE00007611,SES00008058,U002865,护肤,C005,200,1,0,2026-05-24 22:49:11
SE00007612,SES00010442,U004968,轻便,C028,193,1,0,2025-12-24 08:29:26
SE00007613,SES00001248,U004154,家用电器,C032,77,0,0,2025-02-02 23:13:40
SE00007614,SES00006276,U003647,玩具,C003,344,0,0,2026-02-22 10:31:43
SE00007615,SES00010156,U000201,母婴玩具,C030,92,1,1,2025-12-23 23:21:31
SE00007616,SES00015853,U000292,乐器,C029,389,1,0,2025-03-06 12:06:55
SE00007617,SES00000559,U003286,彩妆,C037,280,0,0,2025-08-27 03:24:29
SE00007618,SES00019125,U001370,送礼,C040,440,1,0,2025-04-08 00:25:32
SE00007619,SES00009007,U004407,夏季,C024,716,1,0,2026-01-04 15:22:41
SE00007620,SES00010084,U002124,家居生活,C015,60,1,0,2026-04-07 10:24:44
SE00007621,SES00008505,U001874,美妆个护,C017,455,0,0,2025-09-04 17:27:49
SE00007622,SES00006176,,家用,C017,323,1,1,2025-08-14 03:06:03
SE00007623,SES00013852,U000616,送礼,C034,6,0,0,2025-11-11 13:42:31
SE00007624,SES00018094,U003250,箱包配饰,C039,770,1,0,2025-09-23 09:06:43
