refund_id,order_id,user_id,refund_reason,refund_amount,refund_status,applied_at,completed_at
RF0000533,O00009767,U001004,商品破损,6026.69,approved,2026-04-04 05:43:55,
RF0000534,O00000685,U003293,尺码不合适,329.0,completed,2026-07-19 08:40:57,2026-07-20 08:40:57
RF0000535,O00005449,U001646,不喜欢,961.93,completed,2025-07-29 00:12:50,2025-07-30 00:12:50
RF0000536,O00010723,U004818,不喜欢,1321.38,completed,2025-05-20 00:04:20,2025-05-25 00:04:20
RF0000537,O00007833,U002392,未按时到货,1044.86,approved,2025-05-11 20:40:08,
RF0000538,O00009868,U000408,质量问题,1910.7,completed,2025-12-23 17:26:01,2025-12-27 17:26:01
RF0000539,O00004742,U004550,未按时到货,1759.34,completed,2025-10-05 01:50:30,2025-10-06 01:50:30
RF0000540,O00003752,U002763,不喜欢,233.24,completed,2025-11-09 21:14:40,2025-11-13 21:14:40
RF0000541,O00000353,U003724,不喜欢,5463.61,rejected,2026-05-07 20:25:39,2026-05-09 20:25:39
RF0000542,O00010559,U000912,拍错或多拍,6546.1,processing,2026-03-01 20:21:57,
RF0000543,O00008417,U002108,不喜欢,2635.72,completed,2026-03-02 16:56:18,2026-03-07 16:56:18
RF0000544,O00001675,U004742,不喜欢,199.61,completed,2025-09-29 00:52:56,2025-10-03 00:52:56
RF0000545,O00009641,U000662,拍错或多拍,1104.08,completed,2026-02-28 21:17:36,2026-03-01 21:17:36
RF0000546,O00005803,U004702,质量问题,929.68,approved,2025-10-03 13:19:09,
RF0000547,O00010004,U001718,不喜欢,1332.94,completed,2026-04-14 00:06:02,2026-04-15 00:06:02
RF0000548,O00010496,U004084,不喜欢,843.91,approved,2026-04-24 02:19:20,
RF0000549,O00001881,U004264,尺码不合适,1727.39,completed,2026-02-27 05:37:19,2026-03-04 05:37:19
RF0000550,O00009111,U001030,质量问题,1115.85,completed,2025-10-25 18:48:51,2025-10-29 18:48:51
RF0000551,O00009773,U001519,不喜欢,1118.03,completed,2026-03-08 00:53:13,2026-03-10 00:53:13
RF0000552,O00011520,U003352,未按时到货,3583.18,completed,2025-12-17 12:19:13,2025-12-18 12:19:13
RF0000553,O00007304,U000298,未按时到货,4331.52,completed,2026-01-09 05:35:26,2026-01-10 05:35:26
RF0000554,O00002942,U003667,质量问题,1704.64,completed,2025-06-02 00:31:48,2025-06-07 00:31:48
RF0000555,O00003977,U000786,未按时到货,1291.58,completed,2026-05-14 14:52:15,2026-05-16 14:52:15
RF0000556,O00006032,U003968,尺码不合适,2893.42,completed,2025-10-18 22:45:35,2025-10-21 22:45:35
RF0000557,O00010460,U004340,质量问题,1467.24,rejected,2026-04-28 04:35:00,2026-04-30 04:35:00
RF0000558,O00002063,U001853,不喜欢,5424.06,completed,2026-04-21 22:47:42,2026-04-26 22:47:42
RF0000559,O00010929,U003925,质量问题,1643.51,completed,2025-06-14 03:23:01,2025-06-17 03:23:01
RF0000560,O00007798,U001675,未按时到货,3989.72,completed,2025-02-12 07:53:13,2025-02-16 07:53:13
RF0000561,O00006485,U000638,不喜欢,2164.97,completed,2025-03-15 22:38:14,2025-03-16 22:38:14
RF0000562,O00007035,U004746,尺码不合适,3225.35,completed,2025-12-16 16:29:28,2025-12-19 16:29:28
RF0000563,O00000740,U003486,尺码不合适,2534.24,completed,2025-04-15 17:47:52,2025-04-19 17:47:52
RF0000564,O00009250,U004665,未按时到货,2279.86,rejected,2025-01-12 13:20:37,2025-01-13 13:20:37
RF0000565,O00005625,U002693,质量问题,1112.2,completed,2025-06-04 04:33:01,2025-06-07 04:33:01
RF0000566,O00007232,U004963,尺码不合适,2877.36,approved,2026-07-19 14:54:18,
RF0000567,O00009524,U000352,拍错或多拍,331.42,completed,2025-03-14 20:27:40,2025-03-15 20:27:40
RF0000568,O00004220,U003262,尺码不合适,920.75,completed,2025-03-16 08:57:52,2025-03-17 08:57:52
RF0000569,O00005183,U004769,未按时到货,1914.77,completed,2026-06-30 11:03:18,2026-07-03 11:03:18
RF0000570,O00005038,U000537,商品破损,371.35,completed,2025-02-28 01:30:10,2025-03-05 01:30:10
RF0000571,O00006994,U000439,尺码不合适,3056.15,approved,2026-08-16 05:17:33,
RF0000572,O00006600,U004769,拍错或多拍,7746.82,completed,2025-09-26 11:38:16,2025-09-28 11:38:16
RF0000573,O00002519,U000820,尺码不合适,2323.36,completed,2026-01-01 12:03:30,2026-01-03 12:03:30
RF0000574,O00011176,U003745,质量问题,2510.33,completed,2026-04-12 13:21:43,2026-04-17 13:21:43
RF0000575,O00000651,U002439,商品破损,660.68,processing,2026-07-23 04:42:41,
RF0000576,O00011511,U000385,质量问题,6666.9,completed,2025-04-03 14:29:06,2025-04-04 14:29:06
RF0000577,O00001941,U003615,质量问题,1760.19,completed,2026-02-27 16:14:14,2026-03-01 16:14:14
RF0000578,O00002672,U004845,质量问题,930.18,completed,2026-07-17 05:23:19,2026-07-19 05:23:19
RF0000579,O00001918,U002518,尺码不合适,479.9,completed,2025-03-04 05:31:57,2025-03-09 05:31:57
RF0000580,O00003429,U003360,未按时到货,1490.65,approved,2026-04-12 22:04:34,
RF0000581,O00006787,U000908,不喜欢,133.94,approved,2026-04-13 19:39:51,
RF0000582,O00008698,U003438,不喜欢,5873.92,completed,2026-05-26 17:33:37,2026-05-30 17:33:37
RF0000583,O00008532,U002333,质量问题,6297.36,completed,2025-12-11 19:30:14,2025-12-12 19:30:14
RF0000584,O00003933,U004435,质量问题,1347.89,approved,2025-08-31 14:38:31,
RF0000585,O00000649,U003554,尺码不合适,2260.86,approved,2025-01-30 13:33:19,
RF0000586,O00009261,U004441,尺码不合适,277.51,completed,2026-01-20 20:55:41,2026-01-21 20:55:41
RF0000587,O00003710,U004704,不喜欢,2555.05,completed,2026-08-22 20:37:24,2026-08-25 20:37:24
RF0000588,O00002489,U003655,质量问题,2667.65,completed,2025-05-26 22:02:09,2025-05-29 22:02:09
RF0000589,O00000196,U002984,尺码不合适,989.52,approved,2025-09-17 09:19:05,
RF0000590,O00007680,U004216,商品破损,1001.29,completed,2025-05-10 13:18:19,2025-05-13 13:18:19
RF0000591,O00003342,U004401,尺码不合适,4134.9,completed,2025-11-13 10:15:42,2025-11-16 10:15:42
RF0000592,O00010482,U003122,不喜欢,2372.07,completed,2025-09-27 14:19:44,2025-09-28 14:19:44
RF0000593,O00002181,U001215,质量问题,839.79,completed,2025-12-02 03:07:39,2025-12-03 03:07:39
RF0000594,O00007307,U000434,拍错或多拍,3215.6,approved,2026-01-07 19:32:48,
RF0000595,O00001464,U004963,不喜欢,269.24,completed,2026-02-25 08:53:35,2026-02-27 08:53:35
RF0000596,O00011145,U003901,不喜欢,2749.97,completed,2025-05-25 22:08:01,2025-05-28 22:08:01
RF0000597,O00008201,U004889,不喜欢,1391.44,processing,2026-02-02 14:25:58,
RF0000598,O00006015,U003404,尺码不合适,337.55,completed,2025-10-29 13:07:38,2025-11-02 13:07:38
RF0000599,O00001493,U004158,质量问题,4801.53,completed,2025-05-24 05:16:30,2025-05-29 05:16:30
RF0000600,O00005733,U003947,不喜欢,2787.55,completed,2026-05-27 20:06:21,2026-05-28 20:06:21
RF0000601,O00000384,U000920,质量问题,2607.8,completed,2025-05-23 15:49:33,2025-05-24 15:49:33
RF0000602,O00008057,U001924,不喜欢,1481.03,completed,2025-11-04 19:57:14,2025-11-06 19:57:14
RF0000603,O00006545,U003527,不喜欢,3492.94,approved,2025-04-29 04:00:28,
RF0000604,O00000024,U000020,尺码不合适,4361.75,completed,2026-02-19 22:15:39,2026-02-23 22:15:39
RF0000605,O00011373,U003991,不喜欢,185.37,completed,2025-05-28 16:46:04,2025-06-02 16:46:04
RF0000606,O00001407,U002283,质量问题,1656.23,completed,2026-01-20 15:47:43,2026-01-25 15:47:43
RF0000607,O00007972,U002137,尺码不合适,2670.98,approved,2025-06-20 04:38:12,
RF0000608,O00003114,U002359,拍错或多拍,1662.86,approved,2025-06-07 06:40:14,
RF0000609,O00008651,U002374,商品破损,2761.86,completed,2025-11-24 08:30:35,2025-11-28 08:30:35
RF0000610,O00003636,U003122,质量问题,675.98,rejected,2025-09-24 05:05:17,2025-09-29 05:05:17
RF0000611,O00010570,U001116,不喜欢,8887.86,completed,2026-08-04 16:20:34,2026-08-08 16:20:34
RF0000612,O00003365,U000006,尺码不合适,1872.47,completed,2026-06-26 04:32:57,2026-06-28 04:32:57
RF0000613,O00007398,U004522,不喜欢,1119.06,completed,2025-08-25 05:28:40,2025-08-29 05:28:40
RF0000614,O00007719,U003579,拍错或多拍,2233.01,completed,2025-07-30 08:20:34,2025-08-04 08:20:34
RF0000615,O00001128,U004074,未按时到货,4579.63,approved,2025-04-22 13:41:28,
RF0000616,O00004132,U004294,未按时到货,2985.19,processing,2025-11-08 01:35:10,
RF0000617,O00002302,U004495,商品破损,575.79,completed,2026-04-14 18:28:29,2026-04-17 18:28:29
RF0000618,O00001225,U004759,拍错或多拍,3115.32,completed,2026-07-14 09:44:16,2026-07-15 09:44:16
RF0000619,O00009724,U003692,质量问题,2517.08,completed,2025-06-21 15:51:51,2025-06-23 15:51:51
RF0000620,O00009793,U000819,不喜欢,1029.05,completed,2025-11-16 20:28:04,2025-11-21 20:28:04
RF0000621,O00002905,U003227,拍错或多拍,1386.72,completed,2025-08-25 08:42:39,2025-08-28 08:42:39
RF0000622,O00003851,U002819,不喜欢,1694.0,completed,2026-01-12 00:23:40,2026-01-16 00:23:40
RF0000623,O00009381,U000432,质量问题,2660.48,completed,2026-05-20 09:07:13,2026-05-23 09:07:13
RF0000624,O00009932,U004181,尺码不合适,657.38,completed,2025-08-04 12:29:35,2025-08-05 12:29:35
RF0000625,O00007636,U003032,未按时到货,1351.93,rejected,2025-05-10 23:44:55,2025-05-11 23:44:55
RF0000626,O00003503,U003331,质量问题,1056.86,completed,2025-01-02 07:42:55,2025-01-04 07:42:55
RF0000627,O00003843,U002936,未按时到货,4908.44,completed,2025-10-31 04:26:12,2025-11-03 04:26:12
RF0000628,O00001790,U000598,未按时到货,2817.82,approved,2025-03-16 13:41:05,
RF0000629,O00002720,U002806,尺码不合适,805.93,completed,2025-04-24 17:11:34,2025-04-25 17:11:34
RF0000630,O00003181,U000463,未按时到货,1593.68,completed,2025-03-11 07:08:22,2025-03-16 07:08:22
RF0000631,O00009367,U004275,质量问题,997.26,completed,2026-04-29 22:12:05,2026-05-03 22:12:05
RF0000632,O00002152,U003173,拍错或多拍,1293.18,completed,2026-05-21 08:57:44,2026-05-25 08:57:44
RF0000633,O00006832,U001956,未按时到货,2797.05,completed,2026-03-14 08:55:27,2026-03-15 08:55:27
RF0000634,O00010436,U002953,不喜欢,480.91,approved,2025-05-24 11:26:26,
RF0000635,O00008634,U001251,拍错或多拍,2010.69,completed,2026-04-23 07:01:35,2026-04-24 07:01:35
RF0000636,O00008911,U002777,不喜欢,2068.05,completed,2025-01-08 22:44:44,2025-01-11 22:44:44
RF0000637,O00009879,U002607,质量问题,521.03,approved,2026-01-21 05:18:28,
RF0000638,O00003605,U000058,尺码不合适,3194.41,processing,2025-09-27 05:18:49,
RF0000639,O00011096,U000123,尺码不合适,2295.02,approved,2025-06-19 13:46:41,
RF0000640,O00002526,U004918,质量问题,1287.58,approved,2026-05-18 10:26:47,
RF0000641,O00009408,U000671,不喜欢,99.24,approved,2026-03-15 15:35:28,
RF0000642,O00002296,U002031,尺码不合适,9519.64,completed,2025-09-19 13:19:58,2025-09-21 13:19:58
RF0000643,O00010487,U004731,质量问题,1456.56,processing,2026-05-30 20:58:33,
RF0000644,O00007060,U000624,未按时到货,4373.75,completed,2025-11-24 07:06:55,2025-11-27 07:06:55
RF0000645,O00002273,U004458,尺码不合适,225.9,completed,2025-11-17 07:43:07,2025-11-22 07:43:07
RF0000646,O00000509,U002223,拍错或多拍,847.38,approved,2025-08-18 08:34:13,
RF0000647,O00007342,U000426,质量问题,453.64,completed,2026-02-08 11:51:01,2026-02-12 11:51:01
RF0000648,O00002596,U001815,尺码不合适,2523.43,completed,2026-02-04 19:14:44,2026-02-05 19:14:44
RF0000649,O00006334,U001705,不喜欢,3381.98,completed,2025-03-23 04:25:45,2025-03-26 04:25:45
RF0000650,O00005070,U003222,质量问题,5068.4,completed,2025-09-29 11:53:56,2025-10-02 11:53:56
RF0000651,O00008616,U001438,未按时到货,1095.17,completed,2025-04-27 13:34:01,2025-05-02 13:34:01
RF0000652,O00004497,U002231,拍错或多拍,1862.51,rejected,2025-09-27 12:13:34,2025-09-28 12:13:34
RF0000653,O00006146,U001438,未按时到货,378.58,completed,2025-01-15 23:36:45,2025-01-18 23:36:45
RF0000654,O00008707,U003896,拍错或多拍,1372.25,rejected,2025-11-09 16:54:44,2025-11-14 16:54:44
RF0000655,O00009042,U000583,拍错或多拍,1904.47,completed,2025-06-15 14:42:09,2025-06-18 14:42:09
RF0000656,O00000597,U000689,未按时到货,4149.52,approved,2026-05-16 16:17:27,
RF0000657,O00005372,U003396,质量问题,2224.1,approved,2026-03-17 13:01:17,
RF0000658,O00010488,U003788,未按时到货,1033.7,completed,2025-09-06 12:05:32,2025-09-08 12:05:32
RF0000659,O00006426,U003272,质量问题,2089.4,completed,2026-05-06 19:19:18,2026-05-07 19:19:18
RF0000660,O00002046,U000075,拍错或多拍,1753.32,completed,2025-03-26 04:09:28,2025-03-29 04:09:28
RF0000661,O00009254,U002821,不喜欢,8434.68,completed,2025-03-16 10:18:28,2025-03-18 10:18:28
RF0000662,O00000060,U003565,拍错或多拍,1439.03,completed,2025-08-22 12:00:37,2025-08-24 12:00:37
RF0000663,O00004852,U003423,拍错或多拍,2800.55,completed,2026-08-20 00:57:09,2026-08-21 00:57:09
RF0000664,O00002407,U002914,商品破损,3071.35,completed,2026-05-06 15:57:15,2026-05-07 15:57:15
RF0000665,O00003478,U003794,拍错或多拍,2388.74,approved,2025-08-20 08:36:14,
RF0000666,O00008899,U004386,未按时到货,2599.44,completed,2026-06-25 02:26:33,2026-06-30 02:26:33
RF0000667,O00008021,U000001,未按时到货,2441.45,completed,2026-08-17 05:00:01,2026-08-20 05:00:01
RF0000668,O00003028,U003336,未按时到货,5003.63,completed,2026-08-16 17:41:16,2026-08-21 17:41:16
RF0000669,O00000412,U004911,未按时到货,934.21,completed,2026-05-08 17:29:26,2026-05-11 17:29:26
RF0000670,O00010702,U001807,不喜欢,1796.93,completed,2025-04-22 17:07:07,2025-04-24 17:07:07
RF0000671,O00010681,U003575,拍错或多拍,2806.5,completed,2026-05-26 08:03:22,2026-05-30 08:03:22
RF0000672,O00011785,U000080,拍错或多拍,605.48,completed,2025-07-27 04:27:42,2025-07-28 04:27:42
RF0000673,O00000161,U003226,质量问题,3898.27,completed,2026-04-01 23:42:31,2026-04-04 23:42:31
RF0000674,O00004603,U004425,质量问题,355.48,completed,2026-03-08 23:35:00,2026-03-12 23:35:00
RF0000675,O00011404,U004322,质量问题,4686.21,approved,2026-03-05 22:09:05,
RF0000676,O00007359,U000676,商品破损,823.11,completed,2025-06-13 03:08:23,2025-06-15 03:08:23
RF0000677,O00009954,U002292,拍错或多拍,1404.35,completed,2026-05-03 20:46:25,2026-05-05 20:46:25
RF0000678,O00002372,U002999,质量问题,2053.93,completed,2026-07-14 17:40:09,2026-07-15 17:40:09
RF0000679,O00007925,U004882,不喜欢,2461.05,processing,2026-02-26 10:21:15,
RF0000680,O00007648,U003752,商品破损,1144.22,completed,2026-02-27 14:23:52,2026-03-02 14:23:52
RF0000681,O00005061,U000481,商品破损,5030.06,rejected,2025-08-06 03:48:01,2025-08-07 03:48:01
RF0000682,O00011659,U004047,商品破损,2973.56,approved,2026-02-20 14:45:27,
RF0000683,O00010249,U003917,质量问题,7687.54,completed,2025-03-04 08:26:22,2025-03-07 08:26:22
RF0000684,O00006849,U002825,不喜欢,2070.75,rejected,2026-01-22 18:15:22,2026-01-27 18:15:22
RF0000685,O00009008,U004187,拍错或多拍,5724.16,rejected,2025-02-15 10:31:40,2025-02-20 10:31:40
RF0000686,O00004787,U002782,质量问题,3949.97,completed,2025-08-14 21:35:26,2025-08-17 21:35:26
RF0000687,O00009126,U004637,不喜欢,2787.86,approved,2025-05-01 03:59:13,
RF0000688,O00001295,U001298,尺码不合适,967.18,approved,2025-02-16 23:22:40,
RF0000689,O00009314,U001512,未按时到货,55.48,completed,2025-11-29 19:22:53,2025-12-03 19:22:53
RF0000690,O00008455,U001525,拍错或多拍,6794.53,completed,2026-03-30 18:26:57,2026-04-04 18:26:57
RF0000691,O00002056,U003486,尺码不合适,1909.14,rejected,2025-04-05 17:12:53,2025-04-07 17:12:53
RF0000692,O00001029,U000442,拍错或多拍,4331.93,completed,2025-06-07 14:15:15,2025-06-11 14:15:15
RF0000693,O00003553,U002898,商品破损,2404.82,completed,2026-04-30 19:32:46,2026-05-04 19:32:46
RF0000694,O00010299,U000949,质量问题,5679.9,completed,2025-06-18 06:22:07,2025-06-20 06:22:07
RF0000695,O00010313,U000263,尺码不合适,2271.07,completed,2025-04-26 19:42:12,2025-04-29 19:42:12
RF0000696,O00002055,U000458,不喜欢,3139.47,approved,2025-03-02 17:57:41,
RF0000697,O00003351,U002449,未按时到货,2255.88,completed,2025-05-23 08:25:26,2025-05-27 08:25:26
RF0000698,O00006910,U000903,不喜欢,512.52,completed,2026-04-19 05:09:03,2026-04-23 05:09:03
RF0000699,O00001340,U004372,拍错或多拍,3744.52,completed,2025-03-27 22:46:04,2025-03-29 22:46:04
RF0000700,O00003730,U000387,商品破损,2025.75,approved,2025-09-13 08:41:55,
RF0000701,O00010329,U001062,商品破损,1648.95,completed,2025-03-02 10:27:06,2025-03-07 10:27:06
RF0000702,O00006377,U000043,质量问题,2616.98,completed,2025-07-30 10:01:13,2025-08-02 10:01:13
RF0000703,O00008498,U002814,商品破损,6177.8,approved,2026-01-26 19:35:01,
RF0000704,O00009233,U001776,拍错或多拍,729.38,approved,2025-01-07 13:54:27,
RF0000705,O00005537,U001180,拍错或多拍,380.65,processing,2026-02-20 22:21:35,
RF0000706,O00006935,U004862,商品破损,2795.14,completed,2025-12-08 18:41:55,2025-12-10 18:41:55
RF0000707,O00004806,U004589,拍错或多拍,611.19,completed,2025-02-18 02:53:19,2025-02-21 02:53:19
RF0000708,O00011438,U004397,不喜欢,1832.35,completed,2026-05-03 07:46:44,2026-05-05 07:46:44
RF0000709,O00005830,U003045,尺码不合适,2568.01,completed,2026-03-08 01:22:58,2026-03-09 01:22:58
RF0000710,O00000644,U000268,拍错或多拍,3109.94,completed,2025-02-21 05:54:31,2025-02-23 05:54:31
RF0000711,O00006405,U000346,未按时到货,3031.5,processing,2025-01-28 20:24:47,
RF0000712,O00010273,U004802,不喜欢,331.54,completed,2025-03-13 20:38:36,2025-03-17 20:38:36
RF0000713,O00004727,U003328,质量问题,2181.84,completed,2026-09-04 08:09:10,2026-09-07 08:09:10
RF0000714,O00010258,U000632,质量问题,3296.32,completed,2025-12-09 14:04:29,2025-12-13 14:04:29
RF0000715,O00001674,U002278,拍错或多拍,1045.22,completed,2025-07-24 14:50:30,2025-07-26 14:50:30
RF0000716,O00010484,U004897,拍错或多拍,2922.28,approved,2026-03-21 04:37:28,
RF0000717,O00003989,U000060,尺码不合适,3211.8,rejected,2026-04-29 13:39:19,2026-05-04 13:39:19
RF0000718,O00001592,U002460,未按时到货,3034.32,completed,2025-03-24 17:07:28,2025-03-29 17:07:28
RF0000719,O00004095,U002173,尺码不合适,390.58,completed,2025-12-29 18:56:09,2026-01-03 18:56:09
RF0000720,O00003456,U000664,拍错或多拍,1001.78,completed,2025-05-17 07:56:49,2025-05-18 07:56:49
RF0000721,O00011983,U000804,商品破损,2567.58,rejected,2025-09-16 03:10:07,2025-09-18 03:10:07
RF0000722,O00008929,U002464,不喜欢,868.49,processing,2025-01-21 13:39:12,
RF0000723,O00006056,U004682,质量问题,2512.67,completed,2025-12-16 12:27:05,2025-12-21 12:27:05
RF0000724,O00002658,U001720,不喜欢,6053.22,approved,2025-03-09 20:54:03,
RF0000725,O00008719,U000713,不喜欢,1337.76,approved,2025-03-28 19:56:46,
RF0000726,O00004321,U000530,拍错或多拍,2980.13,completed,2025-12-18 12:03:11,2025-12-22 12:03:11
RF0000727,O00010818,U001239,不喜欢,2073.45,completed,2026-07-07 14:30:00,2026-07-10 14:30:00
RF0000728,O00011266,U004731,不喜欢,6538.48,approved,2026-05-28 21:04:09,
RF0000729,O00011521,U002973,质量问题,2121.74,completed,2026-01-10 23:36:11,2026-01-15 23:36:11
RF0000730,O00001014,U003627,质量问题,3547.04,completed,2026-02-09 22:36:45,2026-02-12 22:36:45
RF0000731,O00000823,U004369,尺码不合适,2127.33,completed,2025-02-06 14:04:46,2025-02-07 14:04:46
RF0000732,O00001476,U000670,拍错或多拍,568.52,processing,2026-01-09 19:02:21,
RF0000733,O00001355,U001396,未按时到货,639.68,completed,2026-06-16 10:43:52,2026-06-18 10:43:52
RF0000734,O00004762,U002835,商品破损,1025.42,completed,2026-07-02 15:38:39,2026-07-05 15:38:39
RF0000735,O00011848,U003615,尺码不合适,465.54,processing,2026-02-20 13:44:45,
RF0000736,O00011892,U003829,尺码不合适,844.15,completed,2025-03-22 05:34:51,2025-03-26 05:34:51
RF0000737,O00009624,U003584,不喜欢,3147.75,completed,2025-11-13 04:35:12,2025-11-16 04:35:12
RF0000738,O00011690,U002931,未按时到货,2449.26,completed,2026-04-16 00:28:37,2026-04-18 00:28:37
RF0000739,O00008730,U004901,质量问题,1831.48,processing,2025-06-01 09:53:21,
RF0000740,O00007789,U004361,不喜欢,2161.27,processing,2025-02-16 10:05:28,
RF0000741,O00001469,U004981,商品破损,1065.77,completed,2026-04-01 13:24:21,2026-04-04 13:24:21
RF0000742,O00002463,U003748,未按时到货,2301.7,completed,2025-09-28 12:31:00,2025-10-01 12:31:00
RF0000743,O00000329,U002967,不喜欢,5131.5,completed,2025-07-18 14:21:12,2025-07-19 14:21:12
RF0000744,O00010734,U000155,未按时到货,435.79,rejected,2025-10-11 12:14:19,2025-10-12 12:14:19
RF0000745,O00007191,U000444,尺码不合适,101.32,approved,2025-02-10 07:33:26,
RF0000746,O00006457,U001168,拍错或多拍,2586.55,completed,2025-07-31 12:30:25,2025-08-01 12:30:25
RF0000747,O00002671,U001523,不喜欢,1666.08,approved,2025-07-20 15:46:14,
RF0000748,O00002965,U002206,不喜欢,1960.2,approved,2025-09-26 09:09:28,
RF0000749,O00011748,U004034,不喜欢,443.78,processing,2026-04-07 18:32:08,
RF0000750,O00003366,U000001,质量问题,701.67,completed,2025-03-07 21:51:54,2025-03-12 21:51:54
RF0000751,O00002293,U004775,拍错或多拍,1788.5,completed,2026-02-19 10:29:49,2026-02-24 10:29:49
RF0000752,O00005767,U000699,质量问题,5513.14,completed,2025-03-05 13:53:25,2025-03-07 13:53:25
RF0000753,O00003561,U001190,不喜欢,2054.55,completed,2025-02-04 04:49:17,2025-02-07 04:49:17
RF0000754,O00007183,U001560,商品破损,4919.76,completed,2025-08-08 06:41:33,2025-08-10 06:41:33
RF0000755,O00002979,U003284,质量问题,1579.19,completed,2026-05-15 16:38:16,2026-05-20 16:38:16
RF0000756,O00004813,U000155,拍错或多拍,3397.86,completed,2025-04-17 05:25:51,2025-04-21 05:25:51
RF0000757,O00010338,U001750,拍错或多拍,4047.41,completed,2025-06-11 04:49:15,2025-06-14 04:49:15
RF0000758,O00009925,U004716,尺码不合适,1361.49,rejected,2025-04-29 14:32:46,2025-05-01 14:32:46
RF0000759,O00004962,U003448,尺码不合适,35.0,approved,2025-08-16 19:52:43,
RF0000760,O00000758,U002392,不喜欢,1430.8,completed,2026-09-08 11:55:47,2026-09-13 11:55:47
RF0000761,O00009040,U004048,不喜欢,1409.43,completed,2025-07-21 03:33:17,2025-07-25 03:33:17
RF0000762,O00000032,U001140,不喜欢,9122.57,completed,2026-01-19 18:11:30,2026-01-20 18:11:30
RF0000763,O00009867,U001386,质量问题,697.53,approved,2026-08-12 17:10:38,
RF0000764,O00009259,U003776,质量问题,1640.56,approved,2025-09-20 22:14:32,
RF0000765,O00002969,U000001,质量问题,686.03,completed,2026-06-13 00:20:54,2026-06-17 00:20:54
RF0000766,O00007166,U003677,拍错或多拍,1701.3,approved,2025-04-08 03:30:26,
RF0000767,O00006655,U003036,拍错或多拍,4843.79,rejected,2025-05-03 07:33:53,2025-05-04 07:33:53
RF0000768,O00001550,U001374,尺码不合适,5112.92,completed,2026-03-19 06:29:22,2026-03-24 06:29:22
RF0000769,O00011429,U000953,未按时到货,742.38,completed,2025-01-14 08:43:12,2025-01-15 08:43:12
RF0000770,O00010217,U001756,不喜欢,2326.71,completed,2025-07-11 15:57:29,2025-07-15 15:57:29
RF0000771,O00006700,U002895,商品破损,1185.48,completed,2025-11-25 21:21:15,2025-11-26 21:21:15
RF0000772,O00005592,U000861,质量问题,5151.75,approved,2026-04-14 18:51:26,
RF0000773,O00007337,U003237,拍错或多拍,1440.32,processing,2025-09-17 21:01:28,
RF0000774,O00011063,U004129,拍错或多拍,4010.26,completed,2025-01-31 00:09:34,2025-02-05 00:09:34
RF0000775,O00000117,U000332,未按时到货,2795.62,completed,2025-08-14 01:51:59,2025-08-17 01:51:59
RF0000776,O00000534,U001252,不喜欢,1580.05,completed,2025-12-13 14:31:52,2025-12-18 14:31:52
RF0000777,O00007016,U002191,商品破损,3958.56,completed,2026-03-17 00:53:41,2026-03-20 00:53:41
RF0000778,O00010227,U000980,商品破损,2238.51,completed,2025-05-06 17:27:58,2025-05-10 17:27:58
RF0000779,O00010661,U004737,不喜欢,2326.44,completed,2026-04-13 15:38:51,2026-04-15 15:38:51
RF0000780,O00010166,U002774,不喜欢,514.36,completed,2025-02-25 08:51:52,2025-02-27 08:51:52
RF0000781,O00010164,U002560,质量问题,10997.55,completed,2025-12-10 07:43:29,2025-12-14 07:43:29
RF0000782,O00010902,U004616,不喜欢,2819.51,completed,2026-04-19 16:56:19,2026-04-22 16:56:19
RF0000783,O00003472,U001770,质量问题,2193.19,rejected,2025-12-27 11:21:27,2025-12-31 11:21:27
RF0000784,O00002667,U003994,拍错或多拍,3677.75,completed,2026-01-26 12:03:35,2026-01-28 12:03:35
RF0000785,O00011138,U002704,未按时到货,3456.19,approved,2025-12-14 04:17:29,
RF0000786,O00000906,U003828,质量问题,1978.97,completed,2026-03-15 05:21:51,2026-03-16 05:21:51
RF0000787,O00010328,U002230,拍错或多拍,7042.4,completed,2025-10-20 22:33:08,2025-10-23 22:33:08
RF0000788,O00008380,U001773,商品破损,1525.89,completed,2025-03-28 04:10:01,2025-03-31 04:10:01
RF0000789,O00008867,U004778,尺码不合适,1189.55,completed,2026-05-09 14:38:54,2026-05-10 14:38:54
RF0000790,O00004206,U000850,未按时到货,1862.3,approved,2025-03-10 02:41:01,
RF0000791,O00010409,U002779,未按时到货,1072.76,approved,2026-07-17 06:09:02,
RF0000792,O00006577,U002700,尺码不合适,4585.02,completed,2026-03-10 19:36:41,2026-03-12 19:36:41
RF0000793,O00011348,U004019,拍错或多拍,1625.04,completed,2025-04-09 22:30:47,2025-04-11 22:30:47
RF0000794,O00009602,U002590,拍错或多拍,1630.91,completed,2025-11-17 09:35:37,2025-11-22 09:35:37
RF0000795,O00009526,U000744,尺码不合适,793.77,processing,2025-05-04 01:14:17,
RF0000796,O00007643,U004787,未按时到货,2704.84,completed,2025-10-18 06:16:12,2025-10-22 06:16:12
RF0000797,O00008458,U000746,拍错或多拍,957.83,approved,2025-05-28 22:06:00,
RF0000798,O00005139,U000009,质量问题,1877.99,completed,2026-07-22 01:53:26,2026-07-23 01:53:26
RF0000799,O00000588,U000789,不喜欢,1642.94,completed,2025-07-15 23:55:42,2025-07-17 23:55:42
RF0000800,O00011646,U004841,尺码不合适,2040.86,completed,2025-04-19 23:08:26,2025-04-24 23:08:26
