price_id,sku_id,price,effective_from,effective_to,price_type
PR00002920,SKU0001460,1789.37,2025-12-09,,campaign
PR00002921,SKU0001461,3863.16,2026-01-29,2026-06-30,regular
PR00002922,SKU0001461,3502.89,2026-06-30,,regular
PR00002923,SKU0001462,3364.49,2025-05-02,2025-07-27,regular
PR00002924,SKU0001462,3514.91,2025-07-27,,regular
PR00002925,SKU0001463,2698.4,2026-01-13,2026-06-20,regular
PR00002926,SKU0001463,2559.28,2026-06-20,,regular
PR00002927,SKU0001464,2517.24,2026-05-16,2026-07-06,regular
PR00002928,SKU0001464,2494.5,2026-07-06,,regular
PR00002929,SKU0001465,43.89,2025-04-10,2025-05-25,regular
PR00002930,SKU0001465,44.05,2025-05-25,,regular
PR00002931,SKU0001466,42.52,2025-12-30,2026-03-31,regular
PR00002932,SKU0001466,46.16,2026-03-31,,campaign
PR00002933,SKU0001467,1099.73,2025-08-14,2025-10-03,regular
PR00002934,SKU0001467,991.84,2025-10-03,,regular
PR00002935,SKU0001468,1349.56,2025-02-08,2025-07-03,regular
PR00002936,SKU0001468,1212.72,2025-07-03,,campaign
PR00002937,SKU0001469,98.61,2025-03-08,2025-04-27,regular
PR00002938,SKU0001469,89.79,2025-04-27,,campaign
PR00002939,SKU0001470,74.28,2026-05-07,2026-07-30,regular
PR00002940,SKU0001470,75.11,2026-07-30,,regular
PR00002941,SKU0001471,2788.63,2026-04-11,2026-08-22,regular
PR00002942,SKU0001471,2929.25,2026-08-22,,regular
PR00002943,SKU0001472,2339.0,2026-04-08,2026-08-03,regular
PR00002944,SKU0001472,2442.61,2026-08-03,,regular
PR00002945,SKU0001473,2841.66,2025-08-16,2026-01-24,regular
PR00002946,SKU0001473,2789.27,2026-01-24,,regular
PR00002947,SKU0001474,2772.78,2026-04-27,2026-08-22,regular
PR00002948,SKU0001474,2667.04,2026-08-22,,campaign
PR00002949,SKU0001475,1094.65,2026-02-28,2026-07-23,regular
PR00002950,SKU0001475,1017.47,2026-07-23,,campaign
PR00002951,SKU0001476,935.14,2026-04-07,2026-07-22,regular
PR00002952,SKU0001476,910.55,2026-07-22,,regular
PR00002953,SKU0001477,3606.29,2026-05-24,2026-08-18,regular
PR00002954,SKU0001477,3222.95,2026-08-18,,regular
PR00002955,SKU0001478,2660.91,2025-07-16,2025-09-22,regular
PR00002956,SKU0001478,2609.07,2025-09-22,,regular
PR00002957,SKU0001479,31.57,2025-10-30,2026-01-12,regular
PR00002958,SKU0001479,30.67,2026-01-12,,regular
PR00002959,SKU0001480,30.22,2026-02-09,2026-05-02,regular
PR00002960,SKU0001480,29.92,2026-05-02,,regular
PR00002961,SKU0001481,238.63,2026-05-16,2026-06-16,regular
PR00002962,SKU0001481,233.8,2026-06-16,,regular
PR00002963,SKU0001482,260.14,2025-01-17,2025-03-09,regular
PR00002964,SKU0001482,268.36,2025-03-09,,regular
PR00002965,SKU0001483,3205.56,2025-01-24,2025-04-29,regular
PR00002966,SKU0001483,2950.87,2025-04-29,,regular
PR00002967,SKU0001484,2621.49,2025-12-07,2026-01-07,regular
PR00002968,SKU0001484,2583.22,2026-01-07,,regular
PR00002969,SKU0001485,2305.99,2026-01-13,2026-03-27,regular
PR00002970,SKU0001485,2222.43,2026-03-27,,regular
PR00002971,SKU0001486,2248.09,2026-02-19,2026-08-11,regular
PR00002972,SKU0001486,2068.97,2026-08-11,,regular
PR00002973,SKU0001487,1559.51,2026-03-16,2026-08-22,regular
PR00002974,SKU0001487,1660.77,2026-08-22,,regular
PR00002975,SKU0001488,1565.94,2026-04-15,2026-08-19,regular
PR00002976,SKU0001488,1644.77,2026-08-19,,regular
PR00002977,SKU0001489,2801.43,2025-09-10,2025-11-22,regular
PR00002978,SKU0001489,2648.0,2025-11-22,,regular
PR00002979,SKU0001490,3415.83,2025-08-24,2025-12-07,regular
PR00002980,SKU0001490,3095.77,2025-12-07,,regular
PR00002981,SKU0001491,1586.37,2025-08-28,2026-02-19,regular
PR00002982,SKU0001491,1430.02,2026-02-19,,regular
PR00002983,SKU0001492,1496.6,2025-11-01,2026-01-21,regular
PR00002984,SKU0001492,1355.68,2026-01-21,,regular
PR00002985,SKU0001493,2607.55,2026-01-03,2026-02-24,regular
PR00002986,SKU0001493,2399.9,2026-02-24,,campaign
PR00002987,SKU0001494,2601.79,2025-09-22,2025-12-12,regular
PR00002988,SKU0001494,2628.24,2025-12-12,,campaign
PR00002989,SKU0001495,2285.77,2026-01-13,2026-02-19,regular
PR00002990,SKU0001495,2284.41,2026-02-19,,regular
PR00002991,SKU0001496,2378.94,2026-03-28,2026-05-06,regular
PR00002992,SKU0001496,2267.74,2026-05-06,,campaign
PR00002993,SKU0001497,836.36,2025-02-21,2025-04-02,regular
PR00002994,SKU0001497,838.32,2025-04-02,,regular
PR00002995,SKU0001498,901.39,2026-01-05,2026-06-20,regular
PR00002996,SKU0001498,953.39,2026-06-20,,regular
PR00002997,SKU0001499,2928.8,2025-08-27,2025-12-29,regular
PR00002998,SKU0001499,3117.91,2025-12-29,,campaign
PR00002999,SKU0001500,2989.17,2025-06-04,2025-07-21,regular
PR00003000,SKU0001500,2939.38,2025-07-21,,regular
PR00003001,SKU0001501,2770.38,2025-03-07,2025-07-12,regular
PR00003002,SKU0001501,2829.8,2025-07-12,,regular
PR00003003,SKU0001502,2750.22,2026-02-24,2026-05-10,regular
PR00003004,SKU0001502,2669.74,2026-05-10,,campaign
PR00003005,SKU0001503,3142.73,2026-04-18,2026-08-22,regular
PR00003006,SKU0001503,3187.35,2026-08-22,,regular
PR00003007,SKU0001504,3384.65,2026-05-19,2026-07-09,regular
PR00003008,SKU0001504,3234.31,2026-07-09,,campaign
PR00003009,SKU0001505,1115.68,2025-08-18,2026-01-18,regular
PR00003010,SKU0001505,1045.17,2026-01-18,,regular
PR00003011,SKU0001506,1033.61,2025-12-07,2026-03-24,regular
PR00003012,SKU0001506,969.82,2026-03-24,,regular
PR00003013,SKU0001507,1152.59,2025-08-22,2026-01-14,regular
PR00003014,SKU0001507,1079.78,2026-01-14,,campaign
PR00003015,SKU0001508,998.76,2025-04-02,2025-08-05,regular
PR00003016,SKU0001508,899.8,2025-08-05,,campaign
PR00003017,SKU0001509,2506.53,2025-10-09,2026-01-17,regular
PR00003018,SKU0001509,2416.22,2026-01-17,,regular
PR00003019,SKU0001510,2442.33,2025-03-09,2025-05-12,regular
PR00003020,SKU0001510,2360.31,2025-05-12,,campaign
PR00003021,SKU0001511,1359.36,2025-04-01,2025-05-11,regular
PR00003022,SKU0001511,1220.05,2025-05-11,,regular
PR00003023,SKU0001512,1280.57,2025-04-27,2025-10-23,regular
PR00003024,SKU0001512,1315.05,2025-10-23,,regular
PR00003025,SKU0001513,514.91,2025-11-18,2026-03-16,regular
PR00003026,SKU0001513,538.81,2026-03-16,,regular
PR00003027,SKU0001514,510.94,2025-01-13,2025-04-12,regular
PR00003028,SKU0001514,519.83,2025-04-12,,regular
PR00003029,SKU0001515,1590.59,2026-02-06,2026-05-25,regular
PR00003030,SKU0001515,1469.76,2026-05-25,,regular
PR00003031,SKU0001516,1558.77,2025-09-09,2026-02-25,regular
PR00003032,SKU0001516,1539.62,2026-02-25,,regular
PR00003033,SKU0001517,1561.71,2026-04-06,2026-08-14,regular
PR00003034,SKU0001517,1482.86,2026-08-14,,regular
PR00003035,SKU0001518,1496.08,2025-03-25,2025-06-09,regular
PR00003036,SKU0001518,1365.73,2025-06-09,,regular
PR00003037,SKU0001519,1254.41,2025-12-27,2026-03-15,regular
PR00003038,SKU0001519,1193.89,2026-03-15,,regular
PR00003039,SKU0001520,1475.13,2025-12-13,2026-04-13,regular
PR00003040,SKU0001520,1391.43,2026-04-13,,regular
PR00003041,SKU0001521,1914.39,2025-01-05,2025-05-10,regular
PR00003042,SKU0001521,2024.37,2025-05-10,,campaign
PR00003043,SKU0001522,2414.15,2025-09-26,2026-03-10,regular
PR00003044,SKU0001522,2163.9,2026-03-10,,regular
PR00003045,SKU0001523,1357.8,2026-02-07,2026-05-31,regular
PR00003046,SKU0001523,1380.11,2026-05-31,,campaign
PR00003047,SKU0001524,1325.86,2025-04-02,2025-09-07,regular
PR00003048,SKU0001524,1348.72,2025-09-07,,regular
PR00003049,SKU0001525,2791.24,2025-07-18,2025-09-10,regular
PR00003050,SKU0001525,2648.89,2025-09-10,,regular
PR00003051,SKU0001526,3060.52,2025-06-16,2025-09-26,regular
PR00003052,SKU0001526,3039.19,2025-09-26,,regular
PR00003053,SKU0001527,2429.82,2026-02-21,2026-07-01,regular
PR00003054,SKU0001527,2343.38,2026-07-01,,regular
PR00003055,SKU0001528,2429.33,2026-05-23,2026-08-22,regular
PR00003056,SKU0001528,2496.46,2026-08-22,,regular
PR00003057,SKU0001529,282.53,2025-02-04,2025-05-20,regular
PR00003058,SKU0001529,283.75,2025-05-20,,regular
PR00003059,SKU0001530,319.88,2026-05-03,2026-07-26,regular
PR00003060,SKU0001530,289.26,2026-07-26,,regular
PR00003061,SKU0001531,164.39,2025-12-21,2026-02-16,regular
PR00003062,SKU0001531,176.7,2026-02-16,,regular
PR00003063,SKU0001532,196.06,2026-01-22,2026-04-15,regular
PR00003064,SKU0001532,184.77,2026-04-15,,regular
PR00003065,SKU0001533,1575.67,2025-03-03,2025-04-03,regular
PR00003066,SKU0001533,1698.76,2025-04-03,,regular
PR00003067,SKU0001534,1576.76,2025-12-26,2026-02-11,regular
PR00003068,SKU0001534,1650.02,2026-02-11,,regular
PR00003069,SKU0001535,752.6,2025-01-23,2025-04-27,regular
PR00003070,SKU0001535,808.66,2025-04-27,,campaign
PR00003071,SKU0001536,843.51,2025-08-13,2025-10-14,regular
PR00003072,SKU0001536,791.9,2025-10-14,,regular
PR00003073,SKU0001537,264.99,2025-03-03,2025-08-23,regular
PR00003074,SKU0001537,263.84,2025-08-23,,regular
PR00003075,SKU0001538,234.58,2025-06-09,2025-08-03,regular
PR00003076,SKU0001538,218.69,2025-08-03,,campaign
PR00003077,SKU0001539,122.91,2026-05-03,2026-08-22,regular
PR00003078,SKU0001539,131.55,2026-08-22,,campaign
PR00003079,SKU0001540,149.26,2025-07-25,2025-09-30,regular
PR00003080,SKU0001540,150.31,2025-09-30,,regular
PR00003081,SKU0001541,176.1,2025-08-10,2025-12-23,regular
PR00003082,SKU0001541,186.07,2025-12-23,,campaign
PR00003083,SKU0001542,181.43,2026-01-07,2026-03-07,regular
PR00003084,SKU0001542,183.39,2026-03-07,,regular
PR00003085,SKU0001543,2446.08,2025-03-07,2025-04-14,regular
PR00003086,SKU0001543,2463.38,2025-04-14,,campaign
PR00003087,SKU0001544,3248.11,2025-08-04,2025-12-05,regular
PR00003088,SKU0001544,3007.21,2025-12-05,,campaign
PR00003089,SKU0001545,1647.76,2025-09-12,2025-10-16,regular
PR00003090,SKU0001545,1532.34,2025-10-16,,regular
PR00003091,SKU0001546,1500.12,2025-08-30,2025-12-18,regular
PR00003092,SKU0001546,1603.25,2025-12-18,,regular
PR00003093,SKU0001547,2385.89,2026-01-20,2026-05-08,regular
PR00003094,SKU0001547,2389.51,2026-05-08,,regular
PR00003095,SKU0001548,2567.26,2025-06-06,2025-07-24,regular
PR00003096,SKU0001548,2340.32,2025-07-24,,campaign
PR00003097,SKU0001549,2684.99,2025-06-16,2025-11-20,regular
PR00003098,SKU0001549,2871.22,2025-11-20,,regular
PR00003099,SKU0001550,2736.37,2026-04-16,2026-06-10,regular
PR00003100,SKU0001550,2753.52,2026-06-10,,regular
PR00003101,SKU0001551,2183.78,2025-07-27,2025-12-01,regular
PR00003102,SKU0001551,2296.94,2025-12-01,,campaign
PR00003103,SKU0001552,2823.26,2025-04-14,2025-09-19,regular
PR00003104,SKU0001552,2671.14,2025-09-19,,regular
PR00003105,SKU0001553,317.77,2026-01-24,2026-05-23,regular
PR00003106,SKU0001553,290.74,2026-05-23,,campaign
PR00003107,SKU0001554,259.0,2026-04-22,2026-07-10,regular
PR00003108,SKU0001554,250.79,2026-07-10,,regular
PR00003109,SKU0001555,61.54,2026-04-17,2026-08-22,regular
PR00003110,SKU0001555,55.66,2026-08-22,,campaign
PR00003111,SKU0001556,59.02,2025-08-17,2025-10-01,regular
PR00003112,SKU0001556,56.17,2025-10-01,,regular
PR00003113,SKU0001557,2136.25,2026-02-16,2026-04-17,regular
PR00003114,SKU0001557,2067.86,2026-04-17,,regular
PR00003115,SKU0001558,1841.39,2025-08-11,2025-12-18,regular
PR00003116,SKU0001558,1919.38,2025-12-18,,regular
PR00003117,SKU0001559,2392.65,2025-03-29,2025-05-16,regular
PR00003118,SKU0001559,2313.96,2025-05-16,,regular
PR00003119,SKU0001560,2269.73,2026-04-15,2026-08-22,regular
PR00003120,SKU0001560,2235.76,2026-08-22,,campaign
PR00003121,SKU0001561,141.25,2025-04-16,2025-06-28,regular
PR00003122,SKU0001561,127.93,2025-06-28,,regular
PR00003123,SKU0001562,122.57,2025-11-23,2026-03-05,regular
PR00003124,SKU0001562,126.58,2026-03-05,,regular
PR00003125,SKU0001563,1991.65,2025-04-13,2025-06-26,regular
PR00003126,SKU0001563,2088.78,2025-06-26,,regular
PR00003127,SKU0001564,2206.5,2025-03-27,2025-08-22,regular
PR00003128,SKU0001564,2140.75,2025-08-22,,campaign
PR00003129,SKU0001565,2701.16,2026-02-24,2026-04-30,regular
PR00003130,SKU0001565,2732.06,2026-04-30,,regular
PR00003131,SKU0001566,2409.21,2026-01-18,2026-04-01,regular
PR00003132,SKU0001566,2349.56,2026-04-01,,regular
PR00003133,SKU0001567,1817.3,2026-04-28,2026-08-22,regular
PR00003134,SKU0001567,1813.59,2026-08-22,,regular
PR00003135,SKU0001568,1710.88,2025-10-06,2025-11-06,regular
PR00003136,SKU0001568,1639.87,2025-11-06,,regular
PR00003137,SKU0001569,1648.39,2026-02-12,2026-06-09,regular
PR00003138,SKU0001569,1542.73,2026-06-09,,regular
PR00003139,SKU0001570,1326.13,2026-05-01,2026-08-22,regular
PR00003140,SKU0001570,1366.55,2026-08-22,,campaign
PR00003141,SKU0001571,2654.45,2025-06-07,2025-07-07,regular
PR00003142,SKU0001571,2481.76,2025-07-07,,regular
PR00003143,SKU0001572,2808.23,2026-04-10,2026-08-22,regular
PR00003144,SKU0001572,2739.19,2026-08-22,,campaign
PR00003145,SKU0001573,581.62,2025-09-18,2025-11-23,regular
PR00003146,SKU0001573,629.27,2025-11-23,,campaign
PR00003147,SKU0001574,642.4,2025-10-16,2026-04-06,regular
PR00003148,SKU0001574,695.19,2026-04-06,,regular
PR00003149,SKU0001575,2008.69,2026-01-11,2026-05-10,regular
PR00003150,SKU0001575,1921.84,2026-05-10,,regular
PR00003151,SKU0001576,1858.27,2026-04-22,2026-06-01,regular
PR00003152,SKU0001576,1865.7,2026-06-01,,campaign
PR00003153,SKU0001577,3306.29,2025-03-30,2025-07-08,regular
PR00003154,SKU0001577,3240.32,2025-07-08,,regular
PR00003155,SKU0001578,3219.27,2025-11-24,2026-05-20,regular
PR00003156,SKU0001578,2944.53,2026-05-20,,regular
PR00003157,SKU0001579,1211.72,2025-01-21,2025-05-15,regular
PR00003158,SKU0001579,1137.82,2025-05-15,,regular
PR00003159,SKU0001580,1061.47,2025-07-23,2025-09-17,regular
PR00003160,SKU0001580,1129.66,2025-09-17,,regular
PR00003161,SKU0001581,1453.57,2025-09-19,2025-11-17,regular
PR00003162,SKU0001581,1401.7,2025-11-17,,campaign
PR00003163,SKU0001582,1685.76,2025-03-01,2025-05-08,regular
PR00003164,SKU0001582,1765.32,2025-05-08,,campaign
PR00003165,SKU0001583,155.52,2025-11-06,2026-03-11,regular
PR00003166,SKU0001583,157.7,2026-03-11,,regular
PR00003167,SKU0001584,150.9,2025-02-20,2025-04-05,regular
PR00003168,SKU0001584,155.83,2025-04-05,,campaign
PR00003169,SKU0001585,3082.46,2026-03-04,2026-04-07,regular
PR00003170,SKU0001585,2810.39,2026-04-07,,regular
PR00003171,SKU0001586,2549.94,2026-03-06,2026-06-29,regular
PR00003172,SKU0001586,2765.78,2026-06-29,,campaign
PR00003173,SKU0001587,2088.38,2025-05-09,2025-11-05,regular
PR00003174,SKU0001587,1922.8,2025-11-05,,campaign
PR00003175,SKU0001588,2143.63,2025-06-08,2025-08-13,regular
PR00003176,SKU0001588,1959.63,2025-08-13,,regular
PR00003177,SKU0001589,459.19,2025-05-24,2025-07-29,regular
PR00003178,SKU0001589,419.01,2025-07-29,,regular
PR00003179,SKU0001590,424.28,2025-12-27,2026-03-07,regular
PR00003180,SKU0001590,433.0,2026-03-07,,regular
PR00003181,SKU0001591,1073.72,2025-04-12,2025-07-31,regular
PR00003182,SKU0001591,1073.29,2025-07-31,,regular
PR00003183,SKU0001592,1217.05,2025-08-27,2025-11-12,regular
PR00003184,SKU0001592,1167.76,2025-11-12,,campaign
PR00003185,SKU0001593,270.37,2025-05-08,2025-11-01,regular
PR00003186,SKU0001593,265.61,2025-11-01,,regular
PR00003187,SKU0001594,310.62,2026-05-02,2026-08-22,regular
PR00003188,SKU0001594,286.2,2026-08-22,,campaign
PR00003189,SKU0001595,113.03,2025-07-04,2025-08-04,regular
PR00003190,SKU0001595,113.45,2025-08-04,,regular
PR00003191,SKU0001596,142.98,2026-02-06,2026-04-30,regular
PR00003192,SKU0001596,134.33,2026-04-30,,regular
PR00003193,SKU0001597,789.79,2026-04-21,2026-06-08,regular
PR00003194,SKU0001597,755.31,2026-06-08,,campaign
PR00003195,SKU0001598,865.75,2025-06-21,2025-09-07,regular
PR00003196,SKU0001598,776.04,2025-09-07,,campaign
PR00003197,SKU0001599,154.36,2025-02-08,2025-06-03,regular
PR00003198,SKU0001599,147.57,2025-06-03,,campaign
PR00003199,SKU0001600,137.57,2025-12-08,2026-03-10,regular
PR00003200,SKU0001600,134.72,2026-03-10,,campaign
PR00003201,SKU0001601,366.09,2025-09-29,2025-12-30,regular
PR00003202,SKU0001601,331.79,2025-12-30,,regular
PR00003203,SKU0001602,291.05,2025-09-11,2025-12-14,regular
PR00003204,SKU0001602,315.23,2025-12-14,,regular
PR00003205,SKU0001603,2337.77,2026-03-21,2026-06-15,regular
PR00003206,SKU0001603,2120.18,2026-06-15,,regular
PR00003207,SKU0001604,2168.27,2025-03-11,2025-08-07,regular
PR00003208,SKU0001604,2003.23,2025-08-07,,campaign
PR00003209,SKU0001605,2794.94,2025-09-26,2025-12-14,regular
PR00003210,SKU0001605,2825.17,2025-12-14,,campaign
PR00003211,SKU0001606,2718.64,2025-01-08,2025-05-21,regular
PR00003212,SKU0001606,2675.82,2025-05-21,,regular
PR00003213,SKU0001607,2394.7,2025-04-21,2025-09-09,regular
PR00003214,SKU0001607,2544.15,2025-09-09,,regular
PR00003215,SKU0001608,2828.29,2026-05-13,2026-08-22,regular
PR00003216,SKU0001608,2710.32,2026-08-22,,regular
PR00003217,SKU0001609,1600.6,2026-03-12,2026-06-15,regular
PR00003218,SKU0001609,1700.16,2026-06-15,,regular
PR00003219,SKU0001610,1910.79,2025-10-02,2026-01-03,regular
PR00003220,SKU0001610,1940.69,2026-01-03,,regular
PR00003221,SKU0001611,2538.37,2025-09-22,2026-03-03,regular
PR00003222,SKU0001611,2606.38,2026-03-03,,regular
PR00003223,SKU0001612,2493.71,2025-02-08,2025-07-13,regular
PR00003224,SKU0001612,2625.33,2025-07-13,,regular
PR00003225,SKU0001613,1500.28,2025-01-19,2025-06-09,regular
PR00003226,SKU0001613,1416.3,2025-06-09,,regular
PR00003227,SKU0001614,1376.44,2025-12-13,2026-03-14,regular
PR00003228,SKU0001614,1246.18,2026-03-14,,regular
PR00003229,SKU0001615,2394.12,2025-01-14,2025-03-08,regular
PR00003230,SKU0001615,2220.95,2025-03-08,,regular
PR00003231,SKU0001616,2341.49,2025-05-02,2025-09-07,regular
PR00003232,SKU0001616,2279.3,2025-09-07,,regular
PR00003233,SKU0001617,724.56,2025-04-22,2025-09-12,regular
PR00003234,SKU0001617,751.34,2025-09-12,,regular
PR00003235,SKU0001618,673.37,2025-04-12,2025-10-03,regular
PR00003236,SKU0001618,643.61,2025-10-03,,regular
PR00003237,SKU0001619,3815.97,2025-01-01,2025-06-22,regular
PR00003238,SKU0001619,3463.99,2025-06-22,,regular
PR00003239,SKU0001620,3053.56,2025-09-08,2025-12-15,regular
PR00003240,SKU0001620,2867.74,2025-12-15,,regular
PR00003241,SKU0001621,1522.61,2025-11-04,2026-04-29,regular
PR00003242,SKU0001621,1632.22,2026-04-29,,campaign
PR00003243,SKU0001622,1808.28,2025-06-16,2025-12-10,regular
PR00003244,SKU0001622,1808.86,2025-12-10,,regular
PR00003245,SKU0001623,2266.23,2025-07-02,2025-08-13,regular
PR00003246,SKU0001623,2028.78,2025-08-13,,regular
PR00003247,SKU0001624,2084.87,2025-03-24,2025-05-23,regular
PR00003248,SKU0001624,1902.3,2025-05-23,,regular
PR00003249,SKU0001625,1285.03,2026-02-13,2026-03-27,regular
PR00003250,SKU0001625,1307.81,2026-03-27,,regular
PR00003251,SKU0001626,1094.32,2025-05-11,2025-09-28,regular
PR00003252,SKU0001626,1179.15,2025-09-28,,regular
PR00003253,SKU0001627,1649.36,2025-03-09,2025-07-25,regular
PR00003254,SKU0001627,1713.1,2025-07-25,,campaign
PR00003255,SKU0001628,1535.81,2025-11-10,2026-04-14,regular
PR00003256,SKU0001628,1577.95,2026-04-14,,regular
PR00003257,SKU0001629,2511.71,2025-06-23,2025-07-26,regular
PR00003258,SKU0001629,2394.12,2025-07-26,,regular
PR00003259,SKU0001630,2774.17,2025-05-07,2025-07-28,regular
PR00003260,SKU0001630,2953.38,2025-07-28,,campaign
PR00003261,SKU0001631,966.21,2025-05-27,2025-07-14,regular
PR00003262,SKU0001631,871.51,2025-07-14,,campaign
PR00003263,SKU0001632,663.31,2025-11-12,2026-02-16,regular
PR00003264,SKU0001632,708.09,2026-02-16,,regular
PR00003265,SKU0001633,3285.0,2026-04-14,2026-08-22,regular
PR00003266,SKU0001633,3201.84,2026-08-22,,campaign
PR00003267,SKU0001634,3721.73,2025-04-13,2025-06-21,regular
PR00003268,SKU0001634,3375.92,2025-06-21,,regular
PR00003269,SKU0001635,2364.25,2026-04-01,2026-07-26,regular
PR00003270,SKU0001635,2478.56,2026-07-26,,regular
PR00003271,SKU0001636,2481.01,2026-01-05,2026-06-03,regular
PR00003272,SKU0001636,2263.53,2026-06-03,,campaign
PR00003273,SKU0001637,2790.07,2025-12-14,2026-04-11,regular
PR00003274,SKU0001637,2843.98,2026-04-11,,campaign
PR00003275,SKU0001638,2765.55,2026-05-14,2026-06-24,regular
PR00003276,SKU0001638,2594.15,2026-06-24,,regular
PR00003277,SKU0001639,2654.02,2025-02-03,2025-07-24,regular
PR00003278,SKU0001639,2764.94,2025-07-24,,regular
PR00003279,SKU0001640,3092.83,2026-01-08,2026-04-16,regular
PR00003280,SKU0001640,2891.22,2026-04-16,,regular
PR00003281,SKU0001641,2723.52,2025-01-11,2025-06-01,regular
PR00003282,SKU0001641,2885.53,2025-06-01,,regular
PR00003283,SKU0001642,2950.81,2025-03-22,2025-09-03,regular
PR00003284,SKU0001642,2802.42,2025-09-03,,campaign
PR00003285,SKU0001643,1707.67,2025-05-03,2025-07-06,regular
PR00003286,SKU0001643,1533.97,2025-07-06,,regular
PR00003287,SKU0001644,1449.2,2025-10-19,2025-11-27,regular
PR00003288,SKU0001644,1346.38,2025-11-27,,campaign
PR00003289,SKU0001645,1480.16,2025-04-28,2025-10-18,regular
PR00003290,SKU0001645,1371.29,2025-10-18,,regular
PR00003291,SKU0001646,1820.35,2025-12-21,2026-06-15,regular
PR00003292,SKU0001646,1674.6,2026-06-15,,regular
PR00003293,SKU0001647,822.58,2025-03-10,2025-06-19,regular
PR00003294,SKU0001647,854.23,2025-06-19,,regular
PR00003295,SKU0001648,863.74,2025-12-24,2026-06-16,regular
PR00003296,SKU0001648,884.48,2026-06-16,,regular
PR00003297,SKU0001649,3121.78,2025-01-24,2025-05-12,regular
PR00003298,SKU0001649,2798.15,2025-05-12,,regular
PR00003299,SKU0001650,2827.94,2025-04-14,2025-09-16,regular
PR00003300,SKU0001650,2578.73,2025-09-16,,campaign
PR00003301,SKU0001651,547.46,2025-02-02,2025-05-04,regular
PR00003302,SKU0001651,526.1,2025-05-04,,regular
PR00003303,SKU0001652,593.98,2026-03-14,2026-07-11,regular
PR00003304,SKU0001652,644.33,2026-07-11,,regular
PR00003305,SKU0001653,1748.45,2026-05-23,2026-08-22,regular
PR00003306,SKU0001653,1671.18,2026-08-22,,regular
PR00003307,SKU0001654,1884.19,2025-08-12,2025-11-27,regular
PR00003308,SKU0001654,1907.5,2025-11-27,,regular
PR00003309,SKU0001655,214.08,2025-09-02,2025-10-09,regular
PR00003310,SKU0001655,193.63,2025-10-09,,regular
PR00003311,SKU0001656,198.98,2025-07-11,2025-08-30,regular
PR00003312,SKU0001656,211.23,2025-08-30,,regular
PR00003313,SKU0001657,602.92,2026-01-07,2026-02-25,regular
PR00003314,SKU0001657,586.89,2026-02-25,,regular
PR00003315,SKU0001658,577.19,2025-01-30,2025-05-21,regular
PR00003316,SKU0001658,542.35,2025-05-21,,regular
PR00003317,SKU0001659,2097.97,2025-03-09,2025-04-12,regular
PR00003318,SKU0001659,1983.69,2025-04-12,,regular
PR00003319,SKU0001660,2033.08,2025-04-22,2025-05-22,regular
PR00003320,SKU0001660,1947.65,2025-05-22,,regular
PR00003321,SKU0001661,456.08,2025-06-09,2025-08-30,regular
PR00003322,SKU0001661,493.86,2025-08-30,,regular
PR00003323,SKU0001662,505.39,2026-01-18,2026-06-02,regular
PR00003324,SKU0001662,534.52,2026-06-02,,campaign
PR00003325,SKU0001663,2951.11,2026-04-25,2026-07-24,regular
PR00003326,SKU0001663,2814.96,2026-07-24,,campaign
PR00003327,SKU0001664,2559.84,2026-02-09,2026-06-10,regular
PR00003328,SKU0001664,2765.35,2026-06-10,,campaign
PR00003329,SKU0001665,554.43,2025-08-24,2026-02-16,regular
PR00003330,SKU0001665,534.52,2026-02-16,,campaign
PR00003331,SKU0001666,459.8,2025-01-11,2025-03-07,regular
PR00003332,SKU0001666,483.21,2025-03-07,,regular
PR00003333,SKU0001667,552.5,2026-03-12,2026-08-22,regular
PR00003334,SKU0001667,546.43,2026-08-22,,regular
PR00003335,SKU0001668,624.36,2025-02-19,2025-06-08,regular
PR00003336,SKU0001668,568.15,2025-06-08,,campaign
PR00003337,SKU0001669,880.38,2025-04-16,2025-08-04,regular
PR00003338,SKU0001669,935.71,2025-08-04,,regular
PR00003339,SKU0001670,1286.34,2025-09-01,2026-01-31,regular
PR00003340,SKU0001670,1155.35,2026-01-31,,regular
PR00003341,SKU0001671,3031.76,2025-11-08,2025-12-24,regular
PR00003342,SKU0001671,2919.66,2025-12-24,,campaign
PR00003343,SKU0001672,3306.29,2025-12-07,2026-06-03,regular
PR00003344,SKU0001672,3059.96,2026-06-03,,regular
PR00003345,SKU0001673,2873.45,2025-05-22,2025-07-18,regular
PR00003346,SKU0001673,2619.7,2025-07-18,,regular
PR00003347,SKU0001674,2903.44,2026-03-27,2026-08-22,regular
PR00003348,SKU0001674,2776.76,2026-08-22,,regular
PR00003349,SKU0001675,1433.99,2025-07-16,2026-01-08,regular
PR00003350,SKU0001675,1286.38,2026-01-08,,regular
PR00003351,SKU0001676,1169.4,2026-03-05,2026-05-27,regular
PR00003352,SKU0001676,1269.11,2026-05-27,,regular
PR00003353,SKU0001677,2390.29,2026-01-22,2026-05-25,regular
PR00003354,SKU0001677,2492.19,2026-05-25,,campaign
PR00003355,SKU0001678,1948.69,2026-03-28,2026-07-27,regular
PR00003356,SKU0001678,2089.15,2026-07-27,,regular
PR00003357,SKU0001679,1425.96,2026-03-16,2026-07-14,regular
PR00003358,SKU0001679,1280.97,2026-07-14,,regular
