product_id,product_name,store_id,brand_id,category_id,supplier_id,product_status,created_at,weight_kg,warranty_months
P000508,新境078智能设备商品0508,S0028,B0078,C005,SUP0120,active,2026-08-02 17:07:15,3.76,13
P000509,智造012童装童鞋商品0509,S0029,B0012,C030,SUP0101,active,2024-11-26 11:05:42,8.06,14
P000510,新境088家具商品0510,S0030,B0088,C020,SUP0042,active,2026-03-02 01:53:24,9.25,1
P000511,极光100厨具商品0511,S0031,B0100,C018,SUP0047,active,2024-12-21 20:02:45,5.37,3
P000512,智造064厨具商品0512,S0032,B0064,C018,SUP0059,active,2024-05-27 13:48:52,3.05,1
P000513,悦己035乐器商品0513,S0033,B0035,C038,SUP0094,active,2025-08-08 05:49:45,5.18,7
P000514,新境088箱包配饰商品0514,S0034,B0088,C010,SUP0074,active,2024-10-10 15:44:16,4.33,24
P000515,轻享063手机通讯商品0515,S0035,B0063,C002,SUP0080,active,2025-03-28 17:24:39,5.1,7
P000516,元气082粮油调味商品0516,S0036,B0082,C014,SUP0058,active,2025-03-26 22:09:24,11.25,21
P000517,星辰096清洁用品商品0517,S0037,B0096,C019,SUP0072,active,2025-03-09 19:57:24,4.34,2
P000518,悦己126骑行商品0518,S0038,B0126,C034,SUP0045,active,2026-05-24 00:43:27,7.58,16
P000519,本色133清洁用品商品0519,S0039,B0133,C019,SUP0037,active,2025-06-23 08:53:51,10.44,7
P000520,本色129男装商品0520,S0040,B0129,C007,SUP0109,inactive,2025-06-20 03:11:21,7.22,6
P000521,悦己099电脑办公商品0521,S0041,B0099,C003,SUP0097,active,2026-07-26 02:52:52,5.14,15
P000522,新境137家纺商品0522,S0042,B0137,C017,SUP0101,active,2026-07-17 15:18:26,9.16,15
P000523,智造109童装童鞋商品0523,S0043,B0109,C030,SUP0143,active,2024-11-06 09:57:45,9.3,3
P000524,云谷141玩具商品0524,S0044,B0141,C029,SUP0094,active,2024-09-10 06:45:43,8.89,11
P000525,新境150家用电器商品0525,S0045,B0150,C004,SUP0091,active,2025-10-04 00:34:02,10.33,12
P000526,元气055家具商品0526,S0046,B0055,C020,SUP0073,active,2024-12-28 20:27:59,11.26,7
P000527,轻享043乐器商品0527,S0047,B0043,C038,SUP0054,active,2024-05-30 19:01:31,10.67,8
P000528,悦己093手机通讯商品0528,S0048,B0093,C002,SUP0042,active,2024-09-17 07:11:54,5.91,22
P000529,悦己093户外装备商品0529,S0049,B0093,C033,SUP0082,active,2025-04-28 19:44:44,1.69,8
P000530,悦己144清洁用品商品0530,S0050,B0144,C019,SUP0067,active,2025-04-23 13:37:35,5.27,16
P000531,轻享149家纺商品0531,S0051,B0149,C017,SUP0017,active,2024-11-15 20:29:57,9.64,16
P000532,轻享111家纺商品0532,S0052,B0111,C017,SUP0061,active,2025-04-16 03:31:30,5.67,9
P000533,智造109护肤商品0533,S0053,B0109,C022,SUP0051,active,2024-11-13 04:02:47,11.72,22
P000534,本色129婴童用品商品0534,S0054,B0129,C027,SUP0109,active,2026-02-23 21:10:35,7.23,8
P000535,本色021婴童用品商品0535,S0055,B0021,C027,SUP0004,active,2025-12-18 06:40:39,4.78,17
P000536,云谷001户外装备商品0536,S0056,B0001,C033,SUP0134,inactive,2025-11-20 18:57:55,9.11,23
P000537,青禾017女装商品0537,S0057,B0017,C008,SUP0058,active,2025-08-19 19:27:27,7.05,13
P000538,极光139休闲食品商品0538,S0058,B0139,C012,SUP0124,active,2026-02-16 03:01:39,4.08,18
P000539,青禾083饮料冲调商品0539,S0059,B0083,C013,SUP0017,active,2024-10-09 18:19:12,10.47,8
P000540,新境134清洁用品商品0540,S0060,B0134,C019,SUP0018,active,2025-01-25 15:20:24,6.63,8
P000541,元气094个人护理商品0541,S0061,B0094,C025,SUP0126,active,2024-07-14 07:24:06,5.63,22
P000542,元气084洗护商品0542,S0062,B0084,C024,SUP0004,active,2024-04-05 00:46:04,6.36,16
P000543,本色016个人护理商品0543,S0063,B0016,C025,SUP0137,active,2026-07-20 18:58:32,1.17,7
P000544,本色105婴童用品商品0544,S0064,B0105,C027,SUP0048,active,2024-05-17 07:11:09,6.48,19
P000545,智造131家纺商品0545,S0065,B0131,C017,SUP0090,active,2024-09-10 19:56:53,2.77,15
P000546,星辰096彩妆商品0546,S0066,B0096,C023,SUP0020,active,2026-05-07 03:35:04,2.03,20
P000547,悦己148粮油调味商品0547,S0067,B0148,C014,SUP0032,active,2024-07-20 20:45:42,10.78,0
P000548,新境132手机通讯商品0548,S0068,B0132,C002,SUP0042,active,2025-04-08 04:19:07,0.43,4
P000549,本色123家用电器商品0549,S0069,B0123,C004,SUP0058,active,2026-05-13 15:21:03,8.79,13
P000550,智造059男装商品0550,S0070,B0059,C007,SUP0106,active,2024-12-04 04:15:41,7.24,5
P000551,悦己006家纺商品0551,S0071,B0006,C017,SUP0078,active,2025-08-22 01:53:12,9.38,2
P000552,云谷124家纺商品0552,S0072,B0124,C017,SUP0060,active,2026-02-25 18:01:01,7.69,12
P000553,青禾104休闲食品商品0553,S0073,B0104,C012,SUP0126,active,2024-03-09 13:31:35,5.37,6
P000554,云谷098运动鞋服商品0554,S0074,B0098,C009,SUP0040,active,2026-04-03 02:14:02,5.75,18
P000555,元气094婴童用品商品0555,S0075,B0094,C027,SUP0060,inactive,2024-08-16 22:33:19,6.75,1
P000556,轻享149户外装备商品0556,S0076,B0149,C033,SUP0140,active,2025-01-12 17:18:01,2.11,3
P000557,极光005电脑办公商品0557,S0077,B0005,C003,SUP0063,inactive,2024-05-08 09:04:13,6.29,22
P000558,本色097运动鞋服商品0558,S0078,B0097,C009,SUP0089,active,2025-06-12 20:37:37,4.16,11
P000559,星辰096家具商品0559,S0079,B0096,C020,SUP0098,active,2024-07-01 19:43:43,3.0,20
P000560,元气069家用电器商品0560,S0080,B0069,C004,SUP0055,active,2025-09-25 15:58:11,1.14,22
P000561,悦己099洗护商品0561,S0001,B0099,C024,SUP0124,inactive,2026-05-16 18:01:55,5.89,3
P000562,悦己056个人护理商品0562,S0002,B0056,C025,SUP0145,active,2026-01-26 01:16:59,11.95,4
P000563,轻享022手机通讯商品0563,S0003,B0022,C002,SUP0088,active,2026-03-25 19:40:28,3.07,14
P000564,悦己099宠物生活商品0564,S0004,B0099,C040,SUP0091,active,2025-07-17 20:02:18,11.44,7
P000565,悦己099奶粉辅食商品0565,S0005,B0099,C028,SUP0089,active,2026-06-26 20:13:35,0.76,18
P000566,智造131户外装备商品0566,S0006,B0131,C033,SUP0072,active,2024-05-19 09:00:00,3.84,22
P000567,星辰122粮油调味商品0567,S0007,B0122,C014,SUP0010,active,2024-04-13 13:57:49,3.82,2
P000568,极光072电脑办公商品0568,S0008,B0072,C003,SUP0059,active,2024-08-01 17:53:43,1.12,8
P000569,悦己014智能设备商品0569,S0009,B0014,C005,SUP0055,active,2024-03-28 10:32:11,11.06,9
P000570,元气094婴童用品商品0570,S0010,B0094,C027,SUP0136,active,2025-12-24 17:55:09,11.8,18
P000571,青禾092运动鞋服商品0571,S0011,B0092,C009,SUP0129,active,2024-12-26 03:41:33,7.02,0
P000572,青禾138箱包配饰商品0572,S0012,B0138,C010,SUP0036,active,2024-07-03 22:39:23,2.39,8
P000573,星辰003男装商品0573,S0013,B0003,C007,SUP0140,active,2026-07-12 16:32:26,7.37,9
P000574,轻享022图书商品0574,S0014,B0022,C037,SUP0101,active,2026-08-19 21:32:52,7.04,14
P000575,元气068手机通讯商品0575,S0015,B0068,C002,SUP0071,active,2025-06-29 09:03:00,5.26,2
P000576,悦己006户外装备商品0576,S0016,B0006,C033,SUP0101,active,2025-02-26 09:00:58,10.86,21
P000577,本色097文创商品0577,S0017,B0097,C039,SUP0147,active,2025-01-07 15:38:30,3.28,23
P000578,本色118男装商品0578,S0018,B0118,C007,SUP0087,active,2024-12-24 03:06:48,7.56,4
P000579,新境033智能设备商品0579,S0019,B0033,C005,SUP0023,active,2025-03-03 06:46:49,8.5,13
P000580,悦己056智能设备商品0580,S0020,B0056,C005,SUP0042,active,2025-09-19 16:06:16,3.37,18
P000581,智造036体育用品商品0581,S0021,B0036,C035,SUP0136,active,2025-06-04 14:49:45,5.22,0
P000582,悦己099手机通讯商品0582,S0022,B0099,C002,SUP0020,active,2025-04-22 18:09:18,11.79,0
P000583,新境117奶粉辅食商品0583,S0023,B0117,C028,SUP0058,active,2026-07-27 16:07:03,10.97,22
P000584,极光005骑行商品0584,S0024,B0005,C034,SUP0072,active,2025-06-23 21:23:05,11.88,9
P000585,星辰116文创商品0585,S0025,B0116,C039,SUP0020,active,2025-07-27 23:53:36,5.88,10
P000586,极光136图书商品0586,S0026,B0136,C037,SUP0139,active,2024-08-15 19:32:23,4.35,7
P000587,云谷145运动鞋服商品0587,S0027,B0145,C009,SUP0065,active,2025-09-27 12:07:58,4.07,14
P000588,极光071男装商品0588,S0028,B0071,C007,SUP0005,active,2025-01-29 18:22:08,3.86,16
P000589,星辰023家具商品0589,S0029,B0023,C020,SUP0123,active,2025-03-19 16:22:44,10.02,9
P000590,云谷025个人护理商品0590,S0030,B0025,C025,SUP0039,inactive,2025-01-16 04:39:06,4.81,20
P000591,悦己035休闲食品商品0591,S0031,B0035,C012,SUP0059,active,2025-05-26 08:13:16,9.91,6
P000592,星辰009休闲食品商品0592,S0032,B0009,C012,SUP0064,active,2026-02-06 03:20:46,1.56,18
P000593,轻享034智能设备商品0593,S0033,B0034,C005,SUP0016,active,2024-04-04 19:40:47,5.44,11
P000594,元气084文创商品0594,S0034,B0084,C039,SUP0070,active,2024-03-11 14:44:38,7.68,15
P000595,悦己037手机通讯商品0595,S0035,B0037,C002,SUP0087,inactive,2024-11-07 02:56:36,8.57,16
P000596,本色133饮料冲调商品0596,S0036,B0133,C013,SUP0022,active,2024-03-23 04:51:11,3.51,23
P000597,悦己093骑行商品0597,S0037,B0093,C034,SUP0060,active,2025-06-22 09:54:59,1.17,17
P000598,元气013童装童鞋商品0598,S0038,B0013,C030,SUP0031,active,2024-10-28 07:40:38,8.34,15
P000599,智造058饮料冲调商品0599,S0039,B0058,C013,SUP0014,active,2025-11-20 15:11:31,0.86,2
P000600,极光071彩妆商品0600,S0040,B0071,C023,SUP0087,active,2025-06-09 11:48:24,1.95,19
P000601,星辰116护肤商品0601,S0041,B0116,C022,SUP0139,active,2024-09-11 11:53:32,7.3,23
P000602,智造054电脑办公商品0602,S0042,B0054,C003,SUP0038,active,2025-05-14 14:07:15,6.13,13
P000603,本色067童装童鞋商品0603,S0043,B0067,C030,SUP0123,active,2026-02-05 18:09:58,5.17,24
P000604,云谷124生鲜果蔬商品0604,S0044,B0124,C015,SUP0133,active,2024-12-18 12:34:45,11.9,10
P000605,本色123家纺商品0605,S0045,B0123,C017,SUP0089,active,2025-03-27 06:01:15,4.35,24
P000606,本色021手机通讯商品0606,S0046,B0021,C002,SUP0082,active,2025-07-17 16:40:02,3.12,23
P000607,新境150智能设备商品0607,S0047,B0150,C005,SUP0027,active,2024-04-11 13:50:14,6.05,19
P000608,新境117健身训练商品0608,S0048,B0117,C032,SUP0105,inactive,2024-05-14 00:24:54,3.75,21
P000609,悦己037个人护理商品0609,S0049,B0037,C025,SUP0017,active,2025-06-21 02:12:49,8.29,15
P000610,极光046家纺商品0610,S0050,B0046,C017,SUP0099,active,2025-09-09 13:53:53,0.56,16
P000611,新境135户外装备商品0611,S0051,B0135,C033,SUP0014,active,2024-05-17 08:48:54,3.86,0
P000612,元气094厨具商品0612,S0052,B0094,C018,SUP0082,active,2024-12-26 15:43:53,9.51,2
P000613,星辰009乐器商品0613,S0053,B0009,C038,SUP0006,active,2025-01-10 00:06:09,0.3,22
P000614,极光121童装童鞋商品0614,S0054,B0121,C030,SUP0055,active,2026-02-02 07:21:03,7.33,18
P000615,星辰101宠物生活商品0615,S0055,B0101,C040,SUP0137,active,2026-02-24 19:05:07,4.99,10
P000616,星辰023奶粉辅食商品0616,S0056,B0023,C028,SUP0082,inactive,2025-12-26 15:10:53,8.39,18
P000617,极光052箱包配饰商品0617,S0057,B0052,C010,SUP0081,active,2026-06-02 03:05:23,7.19,9
P000618,星辰112智能设备商品0618,S0058,B0112,C005,SUP0039,active,2024-11-14 13:07:20,9.43,23
P000619,极光071饮料冲调商品0619,S0059,B0071,C013,SUP0113,active,2024-09-19 03:46:37,4.78,22
P000620,元气094饮料冲调商品0620,S0060,B0094,C013,SUP0024,active,2026-08-02 00:21:39,6.2,16
P000621,星辰103厨具商品0621,S0061,B0103,C018,SUP0094,active,2026-07-22 16:00:44,0.46,18
P000622,青禾104彩妆商品0622,S0062,B0104,C023,SUP0120,active,2024-09-29 07:54:59,5.66,0
P000623,极光100护肤商品0623,S0063,B0100,C022,SUP0054,active,2024-08-30 15:14:36,9.64,22
P000624,本色123护肤商品0624,S0064,B0123,C022,SUP0029,active,2025-10-19 08:13:42,0.48,17
P000625,轻享091户外装备商品0625,S0065,B0091,C033,SUP0136,active,2026-08-19 18:44:44,10.73,9
P000626,智造131骑行商品0626,S0066,B0131,C034,SUP0073,active,2025-04-22 07:23:20,7.84,8
P000627,本色067休闲食品商品0627,S0067,B0067,C012,SUP0109,active,2025-03-16 09:51:18,10.57,14
P000628,新境137图书商品0628,S0068,B0137,C037,SUP0028,active,2026-03-22 23:38:14,3.26,9
P000629,悦己056玩具商品0629,S0069,B0056,C029,SUP0052,active,2024-04-06 02:18:19,4.0,3
P000630,极光050女装商品0630,S0070,B0050,C008,SUP0062,active,2024-04-12 05:51:23,10.75,9
P000631,元气069玩具商品0631,S0071,B0069,C029,SUP0013,active,2026-05-07 07:56:10,10.94,20
P000632,元气055粮油调味商品0632,S0072,B0055,C014,SUP0053,active,2026-02-05 09:43:46,4.82,5
P000633,智造086体育用品商品0633,S0073,B0086,C035,SUP0148,active,2026-06-08 21:28:57,7.84,1
P000634,新境045彩妆商品0634,S0074,B0045,C023,SUP0065,active,2026-07-19 01:09:16,4.62,15
P000635,智造140饮料冲调商品0635,S0075,B0140,C013,SUP0041,active,2024-09-18 00:43:17,3.18,9
P000636,本色021家具商品0636,S0076,B0021,C020,SUP0086,active,2024-04-10 10:35:50,5.48,22
P000637,青禾104童装童鞋商品0637,S0077,B0104,C030,SUP0149,active,2024-06-18 20:25:10,0.87,19
P000638,本色147粮油调味商品0638,S0078,B0147,C014,SUP0082,active,2026-01-22 23:28:28,5.1,8
P000639,极光057奶粉辅食商品0639,S0079,B0057,C028,SUP0140,active,2024-05-03 17:29:15,11.83,8
P000640,极光065饮料冲调商品0640,S0080,B0065,C013,SUP0130,active,2024-09-05 15:10:53,11.52,15
P000641,元气068家纺商品0641,S0001,B0068,C017,SUP0139,active,2025-04-21 04:49:16,8.45,15
P000642,轻享063男装商品0642,S0002,B0063,C007,SUP0067,active,2025-11-23 14:29:57,2.03,4
P000643,本色118饮料冲调商品0643,S0003,B0118,C013,SUP0073,active,2024-11-03 18:36:16,0.73,22
P000644,智造026粮油调味商品0644,S0004,B0026,C014,SUP0108,active,2025-12-28 17:53:30,7.53,0
P000645,本色105户外装备商品0645,S0005,B0105,C033,SUP0035,active,2026-03-30 18:09:57,11.49,17
P000646,智造086玩具商品0646,S0006,B0086,C029,SUP0009,active,2025-04-25 20:52:56,0.91,13
P000647,智造064图书商品0647,S0007,B0064,C037,SUP0069,active,2026-04-01 12:53:25,4.72,8
P000648,智造109家用电器商品0648,S0008,B0109,C004,SUP0109,inactive,2024-10-27 21:52:32,11.35,9
P000649,极光120饮料冲调商品0649,S0009,B0120,C013,SUP0145,active,2024-05-18 14:38:15,2.79,21
P000650,云谷113厨具商品0650,S0010,B0113,C018,SUP0054,active,2026-07-27 15:42:14,4.06,2
P000651,轻享022运动鞋服商品0651,S0011,B0022,C009,SUP0023,active,2025-03-02 22:00:49,6.71,14
P000652,青禾017休闲食品商品0652,S0012,B0017,C012,SUP0023,inactive,2024-04-14 12:44:37,10.19,18
P000653,元气004洗护商品0653,S0013,B0004,C024,SUP0092,active,2025-06-11 17:10:28,6.6,2
P000654,青禾066箱包配饰商品0654,S0014,B0066,C010,SUP0016,inactive,2026-03-29 18:07:06,3.43,12
P000655,元气089女装商品0655,S0015,B0089,C008,SUP0095,active,2025-01-24 11:12:42,8.67,7
P000656,本色090彩妆商品0656,S0016,B0090,C023,SUP0110,active,2026-05-17 15:56:29,6.6,21
P000657,极光005运动鞋服商品0657,S0017,B0005,C009,SUP0038,active,2024-05-02 02:53:20,11.63,12
P000658,极光005男装商品0658,S0018,B0005,C007,SUP0081,active,2025-05-08 23:32:35,0.43,10
P000659,新境078手机通讯商品0659,S0019,B0078,C002,SUP0017,inactive,2025-09-26 00:07:34,9.79,17
P000660,元气094体育用品商品0660,S0020,B0094,C035,SUP0110,active,2025-03-27 04:25:46,5.03,6
P000661,云谷146个人护理商品0661,S0021,B0146,C025,SUP0079,active,2026-07-14 12:38:40,5.74,2
P000662,轻享079个人护理商品0662,S0022,B0079,C025,SUP0030,active,2024-10-17 19:10:05,7.78,6
P000663,悦己125箱包配饰商品0663,S0023,B0125,C010,SUP0099,inactive,2025-01-08 16:26:10,5.09,19
P000664,元气069女装商品0664,S0024,B0069,C008,SUP0144,active,2025-02-01 13:30:49,3.68,14
P000665,星辰107乐器商品0665,S0025,B0107,C038,SUP0115,active,2024-11-04 01:35:07,7.47,2
P000666,云谷113女装商品0666,S0026,B0113,C008,SUP0114,active,2026-04-19 21:46:42,6.26,19
P000667,本色133个人护理商品0667,S0027,B0133,C025,SUP0106,active,2025-05-20 19:20:44,6.83,22
P000668,智造059彩妆商品0668,S0028,B0059,C023,SUP0125,active,2025-12-24 15:36:12,7.23,15
P000669,极光121家用电器商品0669,S0029,B0121,C004,SUP0092,active,2024-10-31 06:14:33,10.96,22
P000670,新境132生鲜果蔬商品0670,S0030,B0132,C015,SUP0024,active,2024-09-13 15:19:35,6.6,11
P000671,智造027厨具商品0671,S0031,B0027,C018,SUP0075,active,2026-08-07 23:21:10,4.62,16
P000672,青禾066家具商品0672,S0032,B0066,C020,SUP0073,active,2026-03-25 11:03:45,2.07,4
P000673,新境150运动鞋服商品0673,S0033,B0150,C009,SUP0130,active,2024-05-10 21:42:59,5.61,5
P000674,本色123运动鞋服商品0674,S0034,B0123,C009,SUP0063,active,2026-03-09 09:24:01,8.69,15
P000675,元气055图书商品0675,S0035,B0055,C037,SUP0081,active,2024-08-13 00:38:42,0.92,6
P000676,云谷075清洁用品商品0676,S0036,B0075,C019,SUP0057,active,2026-05-10 00:58:22,3.27,21
P000677,元气094生鲜果蔬商品0677,S0037,B0094,C015,SUP0032,inactive,2026-05-21 02:31:18,5.97,23
P000678,本色110家纺商品0678,S0038,B0110,C017,SUP0081,active,2024-07-03 02:02:06,11.45,8
P000679,星辰116智能设备商品0679,S0039,B0116,C005,SUP0109,active,2026-03-06 23:07:41,11.83,11
P000680,元气068乐器商品0680,S0040,B0068,C038,SUP0014,active,2024-12-21 03:21:21,0.79,23
P000681,智造058箱包配饰商品0681,S0041,B0058,C010,SUP0045,draft,2024-04-28 22:47:51,2.17,23
P000682,智造140骑行商品0682,S0042,B0140,C034,SUP0007,active,2024-04-15 03:55:16,6.33,4
P000683,智造049智能设备商品0683,S0043,B0049,C005,SUP0101,active,2026-05-08 07:19:25,6.51,19
P000684,本色016宠物生活商品0684,S0044,B0016,C040,SUP0144,active,2024-04-27 09:52:30,1.23,7
P000685,新境132箱包配饰商品0685,S0045,B0132,C010,SUP0094,active,2025-07-26 10:23:56,6.15,23
P000686,悦己037箱包配饰商品0686,S0046,B0037,C010,SUP0001,draft,2024-04-18 11:56:46,9.49,19
P000687,智造127运动鞋服商品0687,S0047,B0127,C009,SUP0007,active,2024-04-24 21:50:56,6.27,22
P000688,本色105健身训练商品0688,S0048,B0105,C032,SUP0123,active,2026-02-03 10:49:09,3.96,1
P000689,元气068乐器商品0689,S0049,B0068,C038,SUP0137,active,2025-04-15 22:06:57,0.39,23
P000690,新境045男装商品0690,S0050,B0045,C007,SUP0083,active,2025-08-30 03:23:33,5.67,1
P000691,新境137骑行商品0691,S0051,B0137,C034,SUP0062,active,2024-06-17 13:15:18,8.32,22
P000692,极光071粮油调味商品0692,S0052,B0071,C014,SUP0132,active,2026-05-17 00:32:35,0.28,5
P000693,元气055洗护商品0693,S0053,B0055,C024,SUP0127,active,2024-07-09 22:01:00,7.83,20
P000694,悦己006智能设备商品0694,S0054,B0006,C005,SUP0058,active,2024-07-09 18:53:05,7.06,10
P000695,极光139家用电器商品0695,S0055,B0139,C004,SUP0089,active,2026-03-29 18:21:38,10.04,7
P000696,智造062箱包配饰商品0696,S0056,B0062,C010,SUP0066,active,2024-03-12 13:14:54,9.76,12
P000697,星辰096护肤商品0697,S0057,B0096,C022,SUP0091,active,2024-03-29 01:36:13,0.72,11
P000698,新境033个人护理商品0698,S0058,B0033,C025,SUP0122,active,2025-06-22 14:08:01,4.73,7
P000699,极光005洗护商品0699,S0059,B0005,C024,SUP0074,inactive,2024-03-12 19:57:03,1.96,13
P000700,新境088箱包配饰商品0700,S0060,B0088,C010,SUP0052,active,2025-09-04 07:45:54,9.76,22
P000701,云谷075乐器商品0701,S0061,B0075,C038,SUP0096,draft,2024-06-04 10:31:51,4.87,18
P000702,智造140童装童鞋商品0702,S0062,B0140,C030,SUP0132,draft,2026-06-08 15:32:04,8.68,20
P000703,元气089休闲食品商品0703,S0063,B0089,C012,SUP0142,active,2026-04-30 02:14:55,1.09,15
P000704,轻享111宠物生活商品0704,S0064,B0111,C040,SUP0053,active,2024-04-24 20:54:20,9.78,9
P000705,悦己093家纺商品0705,S0065,B0093,C017,SUP0030,active,2026-02-18 08:04:37,6.77,8
P000706,轻享048健身训练商品0706,S0066,B0048,C032,SUP0121,active,2024-05-24 08:32:14,5.35,11
P000707,悦己099个人护理商品0707,S0067,B0099,C025,SUP0022,active,2024-11-13 15:54:26,2.3,0
P000708,云谷145文创商品0708,S0068,B0145,C039,SUP0143,active,2024-08-19 16:25:05,5.98,8
P000709,本色129个人护理商品0709,S0069,B0129,C025,SUP0052,active,2026-05-30 20:47:51,3.41,9
P000710,极光071奶粉辅食商品0710,S0070,B0071,C028,SUP0101,active,2026-07-23 07:24:53,5.94,13
P000711,青禾092护肤商品0711,S0071,B0092,C022,SUP0045,active,2024-12-05 12:13:59,4.7,15
P000712,新境135图书商品0712,S0072,B0135,C037,SUP0103,active,2024-04-15 06:41:48,11.04,1
P000713,极光052宠物生活商品0713,S0073,B0052,C040,SUP0089,active,2025-12-20 06:22:58,1.48,19
P000714,智造140家具商品0714,S0074,B0140,C020,SUP0085,active,2024-05-28 02:21:11,2.09,8
P000715,青禾104休闲食品商品0715,S0075,B0104,C012,SUP0024,active,2025-06-26 23:12:13,2.5,7
P000716,悦己035厨具商品0716,S0076,B0035,C018,SUP0038,active,2026-02-10 01:12:29,11.79,12
P000717,元气089休闲食品商品0717,S0077,B0089,C012,SUP0084,active,2024-10-17 06:23:10,5.03,4
P000718,本色110粮油调味商品0718,S0078,B0110,C014,SUP0064,active,2025-02-19 10:04:26,3.54,10
P000719,悦己074奶粉辅食商品0719,S0079,B0074,C028,SUP0073,active,2024-03-18 08:55:45,4.67,4
P000720,极光072饮料冲调商品0720,S0080,B0072,C013,SUP0081,active,2024-08-02 05:31:17,4.35,17
P000721,本色129休闲食品商品0721,S0001,B0129,C012,SUP0043,active,2026-03-20 16:22:02,6.48,9
P000722,星辰114家用电器商品0722,S0002,B0114,C004,SUP0088,active,2024-06-13 19:10:21,9.35,23
P000723,星辰112图书商品0723,S0003,B0112,C037,SUP0013,active,2024-04-16 13:27:52,5.63,22
P000724,轻享091图书商品0724,S0004,B0091,C037,SUP0074,active,2024-06-15 10:55:38,1.36,23
P000725,元气128电脑办公商品0725,S0005,B0128,C003,SUP0044,active,2025-12-11 02:01:47,10.31,13
P000726,本色123图书商品0726,S0006,B0123,C037,SUP0137,active,2025-08-21 22:29:43,2.23,11
P000727,星辰024家用电器商品0727,S0007,B0024,C004,SUP0123,active,2026-08-09 19:34:14,4.37,7
P000728,元气069清洁用品商品0728,S0008,B0069,C019,SUP0088,active,2024-03-07 09:55:07,1.19,19
P000729,智造053粮油调味商品0729,S0009,B0053,C014,SUP0109,active,2024-07-24 00:03:39,7.61,12
P000730,悦己037生鲜果蔬商品0730,S0010,B0037,C015,SUP0094,active,2024-12-30 23:40:58,7.57,21
P000731,星辰101休闲食品商品0731,S0011,B0101,C012,SUP0064,inactive,2026-05-27 02:33:39,11.24,3
P000732,悦己099家具商品0732,S0012,B0099,C020,SUP0032,active,2024-10-02 10:58:00,11.76,23
P000733,本色067童装童鞋商品0733,S0013,B0067,C030,SUP0090,active,2026-07-23 01:52:46,6.3,13
P000734,轻享063男装商品0734,S0014,B0063,C007,SUP0118,active,2024-04-19 13:41:10,1.63,20
P000735,轻享002家具商品0735,S0015,B0002,C020,SUP0061,active,2026-04-20 08:20:57,10.03,9
P000736,极光030宠物生活商品0736,S0016,B0030,C040,SUP0048,active,2024-10-18 20:17:49,1.7,2
P000737,智造109饮料冲调商品0737,S0017,B0109,C013,SUP0003,active,2025-06-12 14:59:31,8.94,1
P000738,星辰023电脑办公商品0738,S0018,B0023,C003,SUP0013,active,2026-07-23 11:55:47,4.85,15
P000739,星辰003智能设备商品0739,S0019,B0003,C005,SUP0124,active,2024-11-02 22:58:05,6.12,15
P000740,轻享022玩具商品0740,S0020,B0022,C029,SUP0013,active,2026-07-25 01:15:21,7.53,14
P000741,轻享010女装商品0741,S0021,B0010,C008,SUP0053,active,2026-08-14 22:40:33,0.45,22
P000742,极光136宠物生活商品0742,S0022,B0136,C040,SUP0146,active,2026-03-19 10:01:40,9.96,17
P000743,本色067运动鞋服商品0743,S0023,B0067,C009,SUP0063,draft,2025-12-04 05:21:13,7.98,11
P000744,星辰096奶粉辅食商品0744,S0024,B0096,C028,SUP0017,active,2024-07-10 14:08:22,3.57,3
P000745,智造062厨具商品0745,S0025,B0062,C018,SUP0123,active,2026-01-27 22:07:31,5.48,8
P000746,智造049粮油调味商品0746,S0026,B0049,C014,SUP0073,active,2026-07-25 07:31:53,3.39,18
P000747,智造053休闲食品商品0747,S0027,B0053,C012,SUP0111,active,2024-04-20 14:31:13,0.32,17
P000748,悦己081护肤商品0748,S0028,B0081,C022,SUP0025,active,2025-10-27 09:57:18,5.37,16
P000749,星辰087玩具商品0749,S0029,B0087,C029,SUP0013,active,2026-05-23 08:34:27,4.55,12
P000750,悦己006电脑办公商品0750,S0030,B0006,C003,SUP0021,active,2026-08-02 05:33:06,9.65,23
P000751,星辰008厨具商品0751,S0031,B0008,C018,SUP0037,active,2025-10-01 23:27:07,2.69,3
P000752,极光057智能设备商品0752,S0032,B0057,C005,SUP0076,active,2024-05-31 18:29:47,7.89,0
P000753,悦己029奶粉辅食商品0753,S0033,B0029,C028,SUP0016,active,2026-03-18 13:41:08,11.39,4
P000754,青禾104粮油调味商品0754,S0034,B0104,C014,SUP0069,active,2025-04-19 07:28:52,10.02,5
P000755,云谷098生鲜果蔬商品0755,S0035,B0098,C015,SUP0002,active,2026-04-30 12:31:20,11.56,14
P000756,元气055休闲食品商品0756,S0036,B0055,C012,SUP0144,active,2025-06-26 13:53:27,9.23,12
P000757,新境142宠物生活商品0757,S0037,B0142,C040,SUP0084,active,2024-05-20 01:05:11,3.5,15
P000758,极光139家具商品0758,S0038,B0139,C020,SUP0133,active,2026-04-03 02:17:51,4.27,8
P000759,星辰101户外装备商品0759,S0039,B0101,C033,SUP0101,active,2024-08-30 23:21:55,10.16,21
P000760,轻享043手机通讯商品0760,S0040,B0043,C002,SUP0007,active,2025-01-14 01:52:50,2.9,20
P000761,智造012文创商品0761,S0041,B0012,C039,SUP0093,active,2026-06-19 17:24:28,6.89,21
