favorite_id,user_id,product_id,favorited_at,source_page
FAV00003618,U000209,P001115,2025-03-18 22:13:21,product
FAV00003619,U000352,P000256,2025-07-18 01:19:52,product
FAV00003620,U001772,P001362,2025-06-30 23:24:47,product
FAV00003621,U000469,P000441,2025-01-02 13:54:24,product
FAV00003622,U000982,P001418,2025-08-31 21:14:24,product
FAV00003623,U001369,P000783,2025-01-07 22:51:54,recommendation
FAV00003624,U002960,P000620,2026-08-05 20:39:37,product
FAV00003625,U001053,P001286,2025-10-17 07:21:42,search
FAV00003626,U003106,P000852,2026-05-17 07:40:32,product
FAV00003627,U003791,P000011,2025-04-27 13:17:07,search
FAV00003628,U004925,P000868,2025-01-12 10:32:28,recommendation
FAV00003629,U003595,P000546,2025-01-26 15:56:11,search
FAV00003630,U003334,P000043,2026-01-06 03:35:11,product
FAV00003631,U003314,P000304,2025-06-19 18:01:18,product
FAV00003632,U002844,P001310,2026-02-26 16:29:41,product
FAV00003633,U004093,P000994,2026-06-28 02:03:29,product
FAV00003634,U003044,P001359,2025-10-20 14:27:28,product
FAV00003635,U001022,P000199,2025-02-23 01:10:28,product
FAV00003636,U002979,P000908,2026-03-28 06:35:04,product
FAV00003637,U001106,P001226,2025-05-03 23:44:19,product
FAV00003638,U000743,P000589,2025-01-01 21:38:47,product
FAV00003639,U000615,P000866,2026-08-13 19:29:31,campaign
FAV00003640,U003658,P000805,2026-07-26 16:26:37,product
FAV00003641,U001958,P000892,2025-09-10 18:25:39,recommendation
FAV00003642,U004049,P000112,2025-01-20 12:33:13,product
FAV00003643,U003519,P000177,2025-04-19 00:51:03,product
FAV00003644,U002009,P001433,2025-02-12 03:09:25,product
FAV00003645,U003430,P001039,2025-03-01 21:38:18,product
FAV00003646,U003924,P000801,2025-03-15 04:21:13,product
FAV00003647,U003878,P000581,2026-03-08 07:35:21,recommendation
FAV00003648,U001735,P000518,2026-08-08 17:41:35,search
FAV00003649,U001641,P000636,2025-07-27 11:06:16,product
FAV00003650,U000034,P001089,2025-12-25 09:02:45,product
FAV00003651,U000591,P000411,2025-02-07 10:25:59,search
FAV00003652,U004474,P000790,2026-02-14 01:54:17,product
FAV00003653,U000621,P000050,2025-04-05 21:09:40,product
FAV00003654,U001614,P000186,2025-07-12 11:54:40,product
FAV00003655,U003585,P001188,2025-09-23 07:02:31,product
FAV00003656,U004602,P000821,2025-10-31 04:35:37,product
FAV00003657,U002894,P001099,2025-12-09 01:17:00,recommendation
FAV00003658,U000013,P001416,2025-08-31 16:37:19,product
FAV00003659,U002797,P000447,2025-08-31 15:18:54,product
FAV00003660,U002457,P000923,2025-12-19 15:54:27,search
FAV00003661,U003192,P001210,2026-01-08 10:30:48,recommendation
FAV00003662,U004705,P000194,2025-10-30 04:05:27,product
FAV00003663,U001947,P001405,2026-06-05 00:51:25,campaign
FAV00003664,U003373,P001085,2025-04-24 23:43:45,search
FAV00003665,U004552,P001225,2025-04-05 09:14:25,product
FAV00003666,U003707,P000659,2025-01-28 03:03:02,search
FAV00003667,U003151,P000476,2025-07-31 10:27:10,recommendation
FAV00003668,U000120,P000354,2025-03-15 08:31:39,product
FAV00003669,U003196,P000401,2025-11-06 22:19:30,product
FAV00003670,U004956,P001295,2026-01-03 12:41:16,product
FAV00003671,U003412,P000863,2026-08-17 21:02:13,product
FAV00003672,U001705,P001183,2025-02-09 00:45:58,product
FAV00003673,U003917,P000962,2026-05-28 14:27:49,product
FAV00003674,U002444,P000743,2025-09-08 12:32:38,search
FAV00003675,U001609,P000520,2026-05-28 04:32:25,product
FAV00003676,U000017,P000121,2026-06-12 03:53:08,product
FAV00003677,U004161,P000394,2025-12-24 21:40:03,product
FAV00003678,U004632,P000725,2026-05-24 13:32:01,campaign
FAV00003679,U000121,P000698,2025-09-02 07:24:54,recommendation
FAV00003680,U002794,P001100,2026-07-02 21:41:50,recommendation
FAV00003681,U002935,P000059,2026-05-12 11:21:00,product
FAV00003682,U001824,P001005,2025-05-01 17:32:58,search
FAV00003683,U000598,P001392,2025-09-26 02:25:43,recommendation
FAV00003684,U003545,P000279,2025-09-04 05:11:49,product
FAV00003685,U001215,P001234,2026-05-05 17:40:45,recommendation
FAV00003686,U001323,P000393,2026-06-04 01:32:11,product
FAV00003687,U002422,P000188,2025-09-17 01:18:08,recommendation
FAV00003688,U004615,P000165,2025-09-12 01:16:42,search
FAV00003689,U000250,P001167,2026-05-23 19:32:26,product
FAV00003690,U001775,P000983,2026-04-06 02:28:11,product
FAV00003691,U000135,P000054,2025-11-11 22:23:43,campaign
FAV00003692,U001932,P000482,2026-05-10 15:40:41,product
FAV00003693,U000812,P001048,2025-11-22 17:21:14,product
FAV00003694,U000023,P000632,2025-03-05 00:48:11,product
FAV00003695,U001739,P000764,2026-06-12 06:04:46,product
FAV00003696,U003590,P001258,2025-09-22 20:30:45,product
FAV00003697,U000605,P000210,2026-07-02 04:03:55,product
FAV00003698,U003021,P000601,2025-07-27 18:42:31,product
FAV00003699,U003118,P001490,2025-11-16 22:38:44,product
FAV00003700,U002046,P000164,2026-02-07 01:44:21,recommendation
FAV00003701,U000218,P000651,2025-03-15 09:02:59,product
FAV00003702,U002567,P000476,2025-05-14 07:08:58,product
FAV00003703,U003422,P001300,2025-01-26 05:45:33,product
FAV00003704,U002860,P001172,2026-07-16 19:21:18,recommendation
FAV00003705,U002968,P001235,2025-10-27 05:04:15,recommendation
FAV00003706,U004442,P000148,2026-03-13 09:08:34,product
FAV00003707,U002831,P000620,2026-07-03 12:53:11,product
FAV00003708,U004152,P000922,2025-03-10 22:59:51,recommendation
FAV00003709,U002106,P000296,2025-08-18 17:53:09,product
FAV00003710,U004820,P000596,2026-02-12 01:11:40,campaign
FAV00003711,U001793,P000582,2025-07-02 07:27:39,search
FAV00003712,U004024,P001332,2026-05-19 16:45:58,product
FAV00003713,U001330,P000559,2025-02-07 02:16:39,search
FAV00003714,U001411,P001365,2026-06-13 10:13:47,search
FAV00003715,U003433,P000530,2025-10-09 20:14:14,search
FAV00003716,U000972,P001067,2025-03-09 18:54:50,recommendation
FAV00003717,U002400,P000530,2025-09-23 11:54:29,recommendation
FAV00003718,U001499,P000139,2026-06-11 22:35:12,recommendation
FAV00003719,U001464,P000437,2025-03-20 07:32:19,product
FAV00003720,U004989,P000139,2026-04-06 09:24:39,search
FAV00003721,U003490,P001133,2025-02-02 22:37:07,product
FAV00003722,U002753,P000613,2025-10-30 17:08:54,product
FAV00003723,U002341,P001102,2025-02-23 08:58:20,product
FAV00003724,U003004,P000261,2025-09-26 21:24:47,product
FAV00003725,U001679,P000408,2026-08-19 14:46:56,product
FAV00003726,U000976,P001307,2026-08-15 09:33:57,product
FAV00003727,U000233,P001170,2026-07-05 00:57:00,product
FAV00003728,U001467,P000565,2026-03-02 13:49:17,product
FAV00003729,U000940,P000650,2025-03-29 20:18:35,campaign
FAV00003730,U001904,P000907,2026-04-03 05:37:50,product
FAV00003731,U000301,P000300,2026-04-15 00:50:06,product
FAV00003732,U004886,P000737,2025-11-14 09:04:29,product
FAV00003733,U001501,P000295,2026-06-02 18:42:49,product
FAV00003734,U004018,P001012,2025-09-04 23:49:21,recommendation
FAV00003735,U001094,P000157,2025-04-01 14:06:36,product
FAV00003736,U002365,P000258,2025-09-19 18:58:52,product
FAV00003737,U001177,P001155,2025-02-19 01:18:35,search
FAV00003738,U003924,P001168,2026-04-02 14:01:27,product
FAV00003739,U000545,P001314,2026-03-23 22:59:01,product
FAV00003740,U003318,P000958,2026-03-06 02:25:30,search
FAV00003741,U001378,P000441,2025-05-13 15:23:48,recommendation
FAV00003742,U004119,P001339,2025-05-19 22:33:39,recommendation
FAV00003743,U002617,P000301,2025-09-28 20:22:01,product
FAV00003744,U003506,P001415,2025-05-14 05:58:43,product
FAV00003745,U004567,P000513,2025-07-07 20:11:58,search
FAV00003746,U004118,P000511,2025-05-15 01:49:58,search
FAV00003747,U003103,P000574,2026-07-28 20:19:39,recommendation
FAV00003748,U004617,P000942,2025-02-28 20:18:01,recommendation
FAV00003749,U001016,P001293,2026-03-16 09:03:21,product
FAV00003750,U001872,P000393,2025-05-08 08:23:50,product
FAV00003751,U001248,P001301,2025-09-27 21:12:35,search
FAV00003752,U002807,P000736,2026-05-30 19:51:49,product
FAV00003753,U002098,P000121,2025-11-18 19:51:25,search
FAV00003754,U003018,P001361,2025-09-17 19:51:58,recommendation
FAV00003755,U001653,P000456,2025-11-01 14:48:07,recommendation
FAV00003756,U002251,P000184,2025-05-25 07:34:14,product
FAV00003757,U003471,P000407,2025-03-03 05:17:52,search
FAV00003758,U003296,P000635,2025-03-10 06:34:30,product
FAV00003759,U002996,P000402,2025-08-25 23:31:47,recommendation
FAV00003760,U003184,P000648,2025-08-28 14:18:03,search
FAV00003761,U004745,P000466,2025-07-25 06:00:02,search
FAV00003762,U004277,P001255,2025-06-29 02:01:22,product
FAV00003763,U001731,P001321,2026-07-26 10:18:27,campaign
FAV00003764,U002224,P000645,2025-01-28 07:38:40,product
FAV00003765,U000001,P001479,2025-02-19 10:11:40,recommendation
FAV00003766,U003877,P001002,2026-02-16 08:09:17,product
FAV00003767,U001737,P000438,2025-11-07 18:47:52,product
FAV00003768,U004965,P001144,2025-01-21 09:22:29,product
FAV00003769,U000652,P000055,2026-04-01 16:22:46,product
FAV00003770,U002587,P000568,2025-08-16 07:05:44,product
FAV00003771,U000054,P000086,2025-05-21 02:40:43,product
FAV00003772,U003140,P000884,2025-01-10 04:36:12,product
FAV00003773,U003179,P000054,2025-02-20 06:43:38,product
FAV00003774,U000931,P001456,2025-08-22 08:47:46,product
FAV00003775,U002176,P000236,2026-03-25 03:29:48,product
FAV00003776,U003277,P000488,2026-02-07 09:49:59,product
FAV00003777,U000902,P001434,2025-12-20 14:20:28,recommendation
FAV00003778,U001481,P000326,2025-07-13 04:57:05,search
FAV00003779,U004340,P000851,2025-06-26 06:35:20,recommendation
FAV00003780,U001625,P000026,2025-10-08 13:05:06,product
FAV00003781,U001038,P000694,2026-06-02 15:19:35,recommendation
FAV00003782,U004327,P000806,2026-07-29 19:37:03,campaign
FAV00003783,U000873,P001334,2026-06-14 04:51:40,product
FAV00003784,U002873,P000496,2025-12-18 18:50:03,product
FAV00003785,U002453,P001317,2026-04-10 01:53:41,product
FAV00003786,U003342,P000266,2026-06-13 01:37:07,product
FAV00003787,U002992,P000002,2025-12-16 22:18:43,product
FAV00003788,U004161,P000719,2025-05-10 03:22:12,product
FAV00003789,U004237,P000886,2025-11-04 17:23:42,product
FAV00003790,U001085,P000593,2025-05-21 15:39:10,product
FAV00003791,U003380,P000065,2026-05-13 09:03:24,product
FAV00003792,U004992,P000223,2025-07-10 14:33:07,product
FAV00003793,U004564,P000598,2026-06-04 16:58:01,campaign
FAV00003794,U001105,P000391,2025-06-19 09:34:32,product
FAV00003795,U001314,P000449,2026-07-23 06:21:57,product
FAV00003796,U002490,P000655,2026-02-01 11:20:30,search
FAV00003797,U002703,P001398,2025-10-25 22:34:47,search
FAV00003798,U002624,P000494,2025-02-24 23:15:14,campaign
FAV00003799,U004503,P000734,2026-04-14 04:35:34,product
FAV00003800,U003648,P000627,2025-06-05 10:36:30,product
FAV00003801,U000332,P000204,2026-04-10 01:59:22,product
FAV00003802,U001408,P000798,2025-09-26 19:37:03,product
FAV00003803,U000781,P001196,2026-01-21 13:06:15,recommendation
FAV00003804,U002407,P000352,2025-01-03 12:24:26,recommendation
FAV00003805,U002269,P001253,2026-06-09 19:30:36,recommendation
FAV00003806,U003801,P000536,2025-06-23 16:21:46,product
FAV00003807,U004601,P000199,2025-01-04 10:41:48,product
FAV00003808,U000024,P000422,2025-11-11 19:20:07,campaign
FAV00003809,U004935,P000303,2025-10-23 19:30:09,product
FAV00003810,U003926,P000682,2025-03-31 02:48:31,recommendation
FAV00003811,U004092,P000688,2025-09-20 21:19:39,product
FAV00003812,U001653,P000184,2025-12-17 21:46:04,campaign
FAV00003813,U002455,P001137,2025-09-17 12:39:36,product
FAV00003814,U000649,P000167,2026-02-15 08:57:20,product
FAV00003815,U001218,P000953,2025-04-26 23:22:56,recommendation
FAV00003816,U004726,P000037,2025-09-18 20:48:30,product
FAV00003817,U004157,P001124,2025-02-08 07:04:23,product
FAV00003818,U003557,P000389,2026-07-09 06:23:00,recommendation
FAV00003819,U003889,P000532,2025-04-17 02:50:18,product
FAV00003820,U003260,P000421,2025-06-22 06:37:13,product
FAV00003821,U001444,P000435,2025-03-10 17:31:03,recommendation
FAV00003822,U001745,P001106,2026-04-20 23:08:28,product
FAV00003823,U000890,P000579,2025-08-21 17:22:30,search
FAV00003824,U004676,P000802,2025-10-18 02:00:07,campaign
FAV00003825,U001215,P001041,2025-09-04 11:56:53,product
FAV00003826,U000306,P000319,2026-03-16 17:47:55,product
FAV00003827,U000368,P000742,2025-07-15 17:57:03,recommendation
FAV00003828,U000301,P000614,2026-04-13 16:50:36,product
FAV00003829,U004466,P001077,2026-03-25 10:13:39,product
FAV00003830,U002603,P001085,2025-07-08 03:12:41,product
FAV00003831,U004746,P001302,2025-12-19 03:45:06,product
FAV00003832,U001178,P001060,2025-07-24 00:01:08,product
FAV00003833,U001994,P000742,2025-04-06 00:50:24,product
FAV00003834,U004638,P000852,2026-03-07 09:39:40,product
FAV00003835,U000984,P000710,2025-04-03 21:16:45,recommendation
FAV00003836,U003167,P000219,2026-06-11 02:11:51,product
FAV00003837,U002822,P001114,2026-07-05 00:06:02,search
FAV00003838,U004991,P001050,2025-02-01 17:49:38,product
FAV00003839,U002631,P001161,2026-07-29 13:42:10,recommendation
FAV00003840,U004856,P000981,2026-07-26 22:54:33,product
FAV00003841,U004739,P000338,2025-12-25 08:36:58,product
FAV00003842,U003579,P001237,2026-04-01 21:05:09,product
FAV00003843,U000857,P001036,2025-10-07 17:05:29,product
FAV00003844,U002329,P000271,2025-09-11 00:04:33,product
FAV00003845,U004090,P000246,2025-06-04 17:29:08,recommendation
FAV00003846,U002138,P000534,2026-01-21 08:42:31,product
FAV00003847,U002923,P000913,2025-05-31 04:27:08,recommendation
FAV00003848,U000778,P000629,2026-04-29 14:39:07,search
FAV00003849,U000292,P000403,2026-02-28 05:41:42,product
FAV00003850,U003874,P000595,2025-01-27 12:00:36,product
FAV00003851,U002747,P000285,2026-03-31 16:01:44,product
FAV00003852,U002433,P001376,2025-09-06 00:42:02,search
FAV00003853,U001009,P000685,2025-01-30 08:02:56,recommendation
FAV00003854,U001727,P000457,2025-09-13 19:38:55,product
FAV00003855,U002466,P000440,2025-09-20 17:10:18,product
FAV00003856,U003664,P000095,2026-08-08 01:14:08,search
FAV00003857,U001566,P000257,2025-04-07 00:28:41,recommendation
FAV00003858,U001783,P001329,2025-04-04 02:22:57,search
FAV00003859,U001101,P001334,2026-01-08 15:36:11,recommendation
FAV00003860,U002594,P001171,2026-03-22 06:11:37,product
FAV00003861,U002967,P000800,2025-07-18 13:29:49,recommendation
FAV00003862,U004253,P000379,2025-04-13 22:40:04,product
FAV00003863,U002849,P000034,2025-01-17 14:43:49,product
FAV00003864,U001700,P001028,2025-12-12 10:36:43,recommendation
FAV00003865,U002589,P000071,2025-02-14 11:59:10,search
FAV00003866,U000571,P001165,2026-01-07 04:20:57,product
FAV00003867,U003590,P000558,2025-07-02 20:21:38,product
FAV00003868,U000477,P000442,2025-01-10 08:35:19,recommendation
FAV00003869,U000775,P001429,2026-05-03 21:19:15,product
FAV00003870,U002811,P001279,2026-02-17 06:49:15,campaign
FAV00003871,U001484,P001257,2026-03-02 02:56:31,campaign
FAV00003872,U003128,P000448,2025-10-11 08:00:22,product
FAV00003873,U002449,P001499,2026-07-22 05:37:08,search
FAV00003874,U004340,P001465,2026-05-16 22:39:46,product
FAV00003875,U001362,P001395,2026-08-13 06:50:41,product
FAV00003876,U001397,P000717,2026-07-11 19:44:35,product
FAV00003877,U001875,P001479,2025-07-31 04:56:16,product
FAV00003878,U004460,P001088,2025-09-17 03:43:01,search
FAV00003879,U000437,P001107,2025-01-22 22:11:13,product
FAV00003880,U004666,P001469,2026-05-13 13:22:30,product
FAV00003881,U003503,P000652,2025-05-27 13:36:56,product
FAV00003882,U002428,P000434,2026-03-14 17:39:12,product
FAV00003883,U004451,P001065,2025-10-23 04:47:56,product
FAV00003884,U003793,P000595,2025-03-15 22:27:10,search
FAV00003885,U002963,P000350,2025-08-13 14:14:06,product
FAV00003886,U001391,P000096,2025-06-07 15:14:00,product
FAV00003887,U001669,P001023,2025-11-02 09:00:17,search
FAV00003888,U001010,P000402,2025-07-21 19:24:57,campaign
FAV00003889,U003233,P001145,2026-05-06 04:54:46,recommendation
FAV00003890,U000381,P000494,2025-01-09 23:15:22,product
FAV00003891,U000991,P000151,2025-08-30 19:10:44,product
FAV00003892,U002153,P001067,2025-10-14 16:38:39,product
FAV00003893,U000891,P001295,2025-03-19 08:16:57,product
FAV00003894,U003119,P000184,2025-07-19 22:49:48,recommendation
FAV00003895,U001371,P000482,2025-12-13 22:18:43,recommendation
FAV00003896,U004080,P000594,2026-05-02 19:54:47,product
FAV00003897,U001348,P000828,2026-08-21 16:11:44,recommendation
FAV00003898,U000126,P000624,2025-10-09 08:42:15,product
FAV00003899,U003830,P001114,2025-09-19 23:56:12,product
FAV00003900,U001854,P000533,2025-09-27 08:22:28,product
FAV00003901,U004093,P000615,2026-04-18 12:48:41,product
FAV00003902,U002372,P000947,2026-06-06 19:54:50,product
FAV00003903,U004942,P001363,2026-01-13 17:45:35,recommendation
FAV00003904,U002271,P000639,2025-08-03 07:05:27,product
FAV00003905,U004045,P001283,2026-07-03 16:31:34,product
FAV00003906,U003033,P000984,2026-03-22 09:01:06,recommendation
FAV00003907,U003469,P001058,2025-11-07 17:42:22,recommendation
FAV00003908,U004294,P000643,2025-03-11 00:00:56,recommendation
FAV00003909,U004473,P001285,2025-09-14 11:41:37,recommendation
FAV00003910,U000541,P000525,2026-03-25 08:27:08,recommendation
FAV00003911,U003172,P000502,2026-06-09 19:14:52,product
FAV00003912,U000776,P001393,2026-04-19 12:21:34,product
FAV00003913,U003486,P001048,2025-09-27 01:54:36,search
FAV00003914,U002153,P000276,2025-10-03 12:02:18,product
FAV00003915,U003140,P001337,2026-02-23 20:35:55,recommendation
FAV00003916,U002024,P001289,2026-01-15 15:57:48,recommendation
FAV00003917,U002133,P000279,2026-01-31 18:22:12,product
FAV00003918,U002380,P000186,2025-07-18 16:58:30,product
FAV00003919,U004075,P000480,2025-11-13 21:58:20,product
FAV00003920,U002419,P001327,2025-03-13 08:57:12,campaign
FAV00003921,U000386,P000636,2025-09-10 14:07:21,product
FAV00003922,U004292,P001207,2025-08-03 07:13:08,product
FAV00003923,U003060,P000812,2025-11-17 16:54:03,search
FAV00003924,U000749,P001366,2026-07-21 18:44:27,search
FAV00003925,U004189,P000462,2026-02-16 18:21:55,recommendation
FAV00003926,U002770,P001050,2025-10-05 09:48:38,product
FAV00003927,U003988,P001178,2025-03-12 10:45:59,product
FAV00003928,U004691,P000603,2025-11-08 22:56:06,product
FAV00003929,U001313,P001335,2025-05-07 07:53:08,product
FAV00003930,U004569,P000252,2026-07-17 03:49:33,product
FAV00003931,U000583,P000616,2026-08-08 05:42:54,campaign
FAV00003932,U001000,P000497,2025-10-08 03:14:32,product
FAV00003933,U001320,P000720,2025-05-10 06:43:11,campaign
FAV00003934,U002932,P000456,2026-07-26 08:11:50,search
FAV00003935,U003002,P000879,2025-07-25 13:17:30,product
FAV00003936,U004183,P000223,2026-05-15 03:57:29,product
FAV00003937,U002206,P001221,2026-05-10 18:28:50,product
FAV00003938,U004364,P001413,2026-03-31 07:46:55,search
FAV00003939,U003747,P001452,2026-02-22 00:43:00,product
FAV00003940,U003502,P001201,2026-01-01 21:55:19,product
FAV00003941,U000345,P000736,2025-03-12 15:15:37,product
FAV00003942,U004433,P001470,2025-09-30 05:32:43,product
FAV00003943,U004999,P000437,2025-01-24 06:30:18,product
FAV00003944,U003398,P000021,2025-11-27 10:19:08,product
FAV00003945,U004137,P001439,2025-01-11 18:29:55,product
FAV00003946,U004498,P000857,2026-03-06 14:14:20,search
FAV00003947,U004310,P000962,2025-03-01 05:12:17,campaign
FAV00003948,U004197,P001180,2025-01-24 21:46:00,recommendation
FAV00003949,U003433,P000538,2026-01-31 00:27:53,product
FAV00003950,U000791,P000809,2025-03-25 06:16:53,product
FAV00003951,U001574,P000775,2025-05-22 04:24:08,product
FAV00003952,U002695,P000941,2025-01-26 02:04:01,recommendation
FAV00003953,U003329,P001447,2025-08-17 03:20:09,recommendation
FAV00003954,U002754,P001349,2026-02-06 17:12:06,product
FAV00003955,U003689,P000870,2026-03-31 18:07:58,product
FAV00003956,U003954,P001421,2025-10-31 01:18:31,campaign
FAV00003957,U002083,P001234,2025-11-20 06:17:05,product
FAV00003958,U002902,P000554,2026-06-29 10:54:35,search
FAV00003959,U003031,P000149,2025-03-13 03:33:16,product
FAV00003960,U001483,P000758,2025-09-10 10:46:24,product
FAV00003961,U004748,P000664,2026-07-13 23:24:24,product
FAV00003962,U004870,P000346,2025-06-02 01:56:14,recommendation
FAV00003963,U003805,P001231,2025-05-04 15:45:48,campaign
FAV00003964,U001973,P000202,2025-10-04 20:21:44,recommendation
FAV00003965,U000798,P000483,2025-11-05 17:23:57,product
FAV00003966,U004779,P000442,2025-09-29 21:58:37,product
FAV00003967,U001999,P000798,2025-11-01 19:53:14,search
FAV00003968,U004098,P000030,2025-08-21 20:22:48,campaign
FAV00003969,U001242,P000907,2025-06-19 18:21:57,product
FAV00003970,U000283,P001457,2025-07-13 16:38:25,product
FAV00003971,U000281,P000370,2025-10-28 21:44:32,product
FAV00003972,U004284,P001373,2025-02-01 15:45:37,product
FAV00003973,U001882,P001113,2025-08-09 00:31:53,product
FAV00003974,U002361,P000963,2026-07-25 09:01:13,search
FAV00003975,U002141,P000067,2026-04-15 16:41:03,recommendation
FAV00003976,U001524,P001377,2026-08-19 07:39:32,product
FAV00003977,U003332,P000631,2025-04-23 14:49:59,recommendation
FAV00003978,U001886,P000779,2026-04-25 22:19:01,recommendation
FAV00003979,U004440,P001319,2025-12-15 07:29:17,product
FAV00003980,U003947,P000342,2026-07-16 19:16:02,product
FAV00003981,U003338,P001002,2025-05-26 20:03:28,product
FAV00003982,U001307,P001345,2026-02-18 07:23:08,recommendation
FAV00003983,U004996,P001450,2026-08-09 06:57:15,campaign
FAV00003984,U004578,P000970,2026-08-12 07:21:35,product
FAV00003985,U004991,P000128,2026-01-08 08:10:30,product
FAV00003986,U001234,P000070,2026-04-19 19:32:37,product
FAV00003987,U004777,P001421,2025-03-20 10:49:55,product
FAV00003988,U004977,P001281,2026-07-19 06:12:41,product
FAV00003989,U001231,P001028,2025-12-19 04:30:49,recommendation
FAV00003990,U001360,P000247,2025-01-17 20:07:27,product
FAV00003991,U000290,P001196,2026-01-31 03:20:30,product
FAV00003992,U004047,P000651,2026-08-14 17:48:53,product
FAV00003993,U001890,P001200,2026-07-23 01:59:55,recommendation
FAV00003994,U003360,P000640,2026-03-14 14:37:47,product
FAV00003995,U002731,P001497,2025-01-19 04:25:58,product
FAV00003996,U002178,P001384,2026-02-10 22:59:01,recommendation
FAV00003997,U001600,P001388,2025-06-16 11:01:03,product
FAV00003998,U000452,P000194,2026-05-31 12:33:21,product
FAV00003999,U004356,P001255,2026-04-15 18:26:30,search
FAV00004000,U003977,P000371,2025-12-07 13:13:13,product
FAV00004001,U001426,P001449,2026-06-03 19:56:54,search
FAV00004002,U001276,P000841,2026-04-20 17:59:23,product
FAV00004003,U001396,P000697,2025-05-30 19:56:24,search
FAV00004004,U003766,P000922,2026-05-07 20:51:32,product
FAV00004005,U004724,P001365,2025-05-11 20:32:16,product
FAV00004006,U004728,P000131,2025-11-21 19:31:29,product
FAV00004007,U001392,P000459,2025-05-19 04:51:25,search
FAV00004008,U003649,P000806,2025-10-26 20:54:25,campaign
FAV00004009,U002677,P000691,2025-02-25 07:34:21,product
FAV00004010,U004084,P000595,2026-07-18 20:20:18,product
FAV00004011,U001524,P001148,2026-07-08 04:00:02,product
FAV00004012,U002301,P001248,2025-05-22 13:37:41,product
FAV00004013,U003442,P001070,2026-04-11 22:16:50,search
FAV00004014,U003946,P000207,2026-04-27 03:11:41,recommendation
FAV00004015,U000267,P000861,2025-03-24 21:43:44,product
FAV00004016,U001722,P001404,2025-05-29 07:55:34,product
FAV00004017,U002516,P001200,2025-09-02 16:11:27,recommendation
FAV00004018,U004421,P000621,2025-09-04 00:41:46,campaign
FAV00004019,U003400,P000096,2025-10-15 21:45:50,campaign
FAV00004020,U004791,P000231,2025-05-25 05:46:13,product
FAV00004021,U000651,P001306,2025-02-23 16:55:11,recommendation
FAV00004022,U003493,P000114,2026-02-21 08:45:17,campaign
FAV00004023,U000853,P000743,2026-01-20 08:20:11,product
FAV00004024,U000299,P001288,2025-10-16 04:05:59,product
FAV00004025,U000713,P000800,2025-06-10 13:40:32,search
FAV00004026,U004459,P000790,2025-01-10 11:18:15,product
FAV00004027,U002565,P000552,2025-03-13 01:26:31,product
FAV00004028,U003336,P000598,2025-10-26 05:12:09,product
FAV00004029,U000216,P001086,2026-06-29 16:31:33,recommendation
FAV00004030,U001812,P001196,2025-12-24 06:55:45,product
FAV00004031,U003695,P001163,2025-08-28 15:00:05,product
FAV00004032,U003364,P001324,2026-07-12 05:39:52,campaign
FAV00004033,U001493,P000459,2025-04-18 12:43:13,product
FAV00004034,U002438,P000720,2025-07-02 10:58:24,campaign
FAV00004035,U000624,P000543,2025-09-08 18:36:36,product
FAV00004036,U002164,P001413,2026-02-09 08:56:28,product
FAV00004037,U004533,P000564,2025-05-14 09:58:30,search
FAV00004038,U003641,P000403,2025-01-04 03:35:38,product
FAV00004039,U002148,P001054,2025-01-10 21:47:53,recommendation
FAV00004040,U001757,P000188,2026-03-02 03:10:08,product
FAV00004041,U000610,P000809,2026-03-21 17:00:30,campaign
FAV00004042,U004416,P000552,2025-11-06 21:31:51,product
FAV00004043,U001210,P000545,2025-11-25 04:18:34,search
FAV00004044,U003641,P000884,2026-03-23 05:06:21,recommendation
FAV00004045,U003764,P000925,2025-07-27 09:10:30,search
FAV00004046,U001992,P000484,2025-06-12 18:31:07,product
FAV00004047,U002381,P001061,2026-06-16 07:38:11,product
FAV00004048,U001507,P001427,2025-06-14 04:31:24,recommendation
FAV00004049,U000005,P001055,2025-12-15 17:20:54,campaign
FAV00004050,U004257,P000766,2025-11-19 22:33:11,search
FAV00004051,U000986,P001080,2025-02-24 13:47:10,product
FAV00004052,U004311,P000910,2026-05-22 21:35:55,product
FAV00004053,U000519,P000756,2025-10-05 10:43:52,product
FAV00004054,U001011,P000938,2025-11-03 11:44:15,product
FAV00004055,U004159,P000930,2026-01-31 21:47:20,product
FAV00004056,U003079,P001403,2025-12-19 17:34:35,product
FAV00004057,U003224,P000627,2026-06-16 09:20:58,search
FAV00004058,U000606,P000326,2025-09-14 04:33:19,recommendation
FAV00004059,U000240,P000436,2026-05-23 15:25:28,campaign
FAV00004060,U003386,P000541,2025-04-14 12:38:39,search
FAV00004061,U001624,P000055,2025-06-11 21:21:45,recommendation
FAV00004062,U004980,P000579,2026-04-09 08:51:05,campaign
FAV00004063,U003789,P000768,2025-12-26 05:34:52,product
FAV00004064,U003257,P000378,2026-04-23 05:06:57,recommendation
FAV00004065,U000126,P000177,2025-05-10 11:59:03,product
FAV00004066,U001876,P001177,2025-08-23 10:52:05,product
FAV00004067,U001123,P000150,2025-08-26 06:17:49,recommendation
FAV00004068,U003732,P000248,2025-06-30 22:45:40,product
FAV00004069,U002326,P000251,2026-01-09 16:33:16,search
FAV00004070,U001014,P001473,2025-12-01 18:45:21,product
FAV00004071,U001081,P001152,2025-04-11 17:50:06,product
FAV00004072,U001281,P000188,2025-11-01 23:32:08,product
