refund_item_id,refund_id,order_item_id,sku_id,refund_quantity,refund_amount,refund_type
RFI00000711,RF0000576,OI000019617,SKU0000212,2,5704.68,return_and_refund
RFI00000712,RF0000576,OI000019618,SKU0000052,1,962.22,return_and_refund
RFI00000713,RF0000577,OI000003300,SKU0002197,2,1760.19,return_and_refund
RFI00000714,RF0000578,OI000004503,SKU0002006,1,930.18,refund_only
RFI00000715,RF0000579,OI000003262,SKU0000605,1,479.9,return_and_refund
RFI00000716,RF0000580,OI000005786,SKU0001601,1,303.75,refund_only
RFI00000717,RF0000580,OI000005785,SKU0000642,1,1186.9,return_and_refund
RFI00000718,RF0000581,OI000011577,SKU0002260,1,133.94,return_and_refund
RFI00000719,RF0000582,OI000014864,SKU0002583,3,5873.92,return_and_refund
RFI00000720,RF0000583,OI000014567,SKU0001905,2,6297.36,refund_only
RFI00000721,RF0000584,OI000006657,SKU0001192,1,145.45,refund_only
RFI00000722,RF0000584,OI000006656,SKU0000712,1,1202.44,return_and_refund
RFI00000723,RF0000585,OI000001138,SKU0001783,1,2260.86,return_and_refund
RFI00000724,RF0000586,OI000015795,SKU0001530,1,277.51,return_and_refund
RFI00000725,RF0000587,OI000006276,SKU0002227,1,2555.05,return_and_refund
RFI00000726,RF0000588,OI000004183,SKU0000414,1,2667.65,refund_only
RFI00000727,RF0000589,OI000000350,SKU0001591,1,989.52,return_and_refund
RFI00000728,RF0000590,OI000013129,SKU0000798,1,1001.29,return_and_refund
RFI00000729,RF0000591,OI000005634,SKU0000555,3,4134.9,refund_only
RFI00000730,RF0000592,OI000017901,SKU0001947,1,2372.07,return_and_refund
RFI00000731,RF0000593,OI000003693,SKU0001175,1,55.39,refund_only
RFI00000732,RF0000593,OI000003692,SKU0002455,1,784.4,refund_only
RFI00000733,RF0000594,OI000012487,SKU0001154,1,1609.03,return_and_refund
RFI00000734,RF0000594,OI000012485,SKU0001953,1,1606.57,return_and_refund
RFI00000735,RF0000595,OI000002486,SKU0002260,2,269.24,refund_only
RFI00000736,RF0000596,OI000019002,SKU0000028,1,2749.97,refund_only
RFI00000737,RF0000597,OI000014005,SKU0002512,1,1391.44,return_and_refund
RFI00000738,RF0000598,OI000010229,SKU0001337,1,337.55,refund_only
RFI00000739,RF0000599,OI000002537,SKU0001433,1,1822.33,return_and_refund
RFI00000740,RF0000599,OI000002538,SKU0000793,1,2979.2,refund_only
RFI00000741,RF0000600,OI000009728,SKU0001174,3,2787.55,return_and_refund
RFI00000742,RF0000601,OI000000670,SKU0000827,2,2607.8,refund_only
RFI00000743,RF0000602,OI000013765,SKU0002337,1,1481.03,return_and_refund
RFI00000744,RF0000603,OI000011146,SKU0001450,1,1687.14,return_and_refund
RFI00000745,RF0000603,OI000011147,SKU0002249,1,1805.8,refund_only
RFI00000746,RF0000604,OI000000041,SKU0000609,1,3072.81,return_and_refund
RFI00000747,RF0000604,OI000000040,SKU0002689,1,1288.94,refund_only
RFI00000748,RF0000605,OI000019388,SKU0001655,1,185.37,return_and_refund
RFI00000749,RF0000606,OI000002398,SKU0002365,1,1656.23,return_and_refund
RFI00000750,RF0000607,OI000013626,SKU0001642,1,2670.98,return_and_refund
RFI00000751,RF0000608,OI000005232,SKU0001894,1,1662.86,refund_only
RFI00000752,RF0000609,OI000014782,SKU0001196,2,2761.86,return_and_refund
RFI00000753,RF0000610,OI000006154,SKU0001137,1,675.98,return_and_refund
RFI00000754,RF0000611,OI000018043,SKU0000727,4,8887.86,return_and_refund
RFI00000755,RF0000612,OI000005673,SKU0001433,1,1872.47,refund_only
RFI00000756,RF0000613,OI000012658,SKU0001127,1,1119.06,return_and_refund
RFI00000757,RF0000614,OI000013197,SKU0001939,1,2042.85,return_and_refund
RFI00000758,RF0000614,OI000013198,SKU0001779,1,190.16,return_and_refund
RFI00000759,RF0000615,OI000001914,SKU0000435,2,4579.63,refund_only
RFI00000760,RF0000616,OI000007008,SKU0001879,2,2985.19,return_and_refund
RFI00000761,RF0000617,OI000003879,SKU0000846,1,575.79,return_and_refund
RFI00000762,RF0000618,OI000002071,SKU0000629,1,569.24,return_and_refund
RFI00000763,RF0000618,OI000002070,SKU0000949,1,2546.08,return_and_refund
RFI00000764,RF0000619,OI000016580,SKU0001203,1,2517.08,return_and_refund
RFI00000765,RF0000620,OI000016693,SKU0002883,1,1029.05,return_and_refund
RFI00000766,RF0000621,OI000004883,SKU0002272,1,1386.72,return_and_refund
RFI00000767,RF0000622,OI000006516,SKU0001024,1,1694.0,refund_only
RFI00000768,RF0000623,OI000015992,SKU0000367,1,2660.48,return_and_refund
RFI00000769,RF0000624,OI000016935,SKU0000543,1,657.38,return_and_refund
RFI00000770,RF0000625,OI000013054,SKU0000260,1,1351.93,return_and_refund
RFI00000771,RF0000626,OI000005914,SKU0002613,1,1056.86,return_and_refund
RFI00000772,RF0000627,OI000006499,SKU0000680,2,2598.18,refund_only
RFI00000773,RF0000627,OI000006500,SKU0000040,1,2310.26,refund_only
RFI00000774,RF0000628,OI000003032,SKU0000120,1,2817.82,return_and_refund
RFI00000775,RF0000629,OI000004591,SKU0000602,1,805.93,return_and_refund
RFI00000776,RF0000630,OI000005364,SKU0001773,1,1593.68,refund_only
RFI00000777,RF0000631,OI000015966,SKU0002198,1,997.26,refund_only
RFI00000778,RF0000632,OI000003647,SKU0002030,1,1293.18,refund_only
RFI00000779,RF0000633,OI000011651,SKU0002925,1,899.53,return_and_refund
RFI00000780,RF0000633,OI000011654,SKU0001005,1,1897.52,refund_only
RFI00000781,RF0000634,OI000017827,SKU0002955,1,480.91,return_and_refund
RFI00000782,RF0000635,OI000014755,SKU0000006,1,2010.69,refund_only
RFI00000783,RF0000636,OI000015199,SKU0002850,2,2068.05,refund_only
RFI00000784,RF0000637,OI000016844,SKU0002728,1,521.03,return_and_refund
RFI00000785,RF0000638,OI000006103,SKU0002507,1,3194.41,return_and_refund
RFI00000786,RF0000639,OI000018928,SKU0001605,1,2295.02,return_and_refund
RFI00000787,RF0000640,OI000004247,SKU0002248,1,1287.58,return_and_refund
RFI00000788,RF0000641,OI000016047,SKU0001146,1,99.24,return_and_refund
RFI00000789,RF0000642,OI000003872,SKU0000302,3,9519.64,return_and_refund
RFI00000790,RF0000643,OI000017909,SKU0001597,2,1456.56,return_and_refund
RFI00000791,RF0000644,OI000012062,SKU0002994,1,2665.84,return_and_refund
RFI00000792,RF0000644,OI000012061,SKU0000753,1,1707.91,return_and_refund
RFI00000793,RF0000645,OI000003835,SKU0002314,1,225.9,return_and_refund
RFI00000794,RF0000646,OI000000892,SKU0000126,1,847.38,return_and_refund
RFI00000795,RF0000647,OI000012551,SKU0001658,1,453.64,return_and_refund
RFI00000796,RF0000648,OI000004369,SKU0002435,1,2042.59,return_and_refund
RFI00000797,RF0000648,OI000004370,SKU0002275,3,480.84,return_and_refund
RFI00000798,RF0000649,OI000010779,SKU0000530,1,2623.41,return_and_refund
RFI00000799,RF0000649,OI000010780,SKU0002610,1,758.57,return_and_refund
RFI00000800,RF0000650,OI000008610,SKU0001706,2,5068.4,return_and_refund
RFI00000801,RF0000651,OI000014721,SKU0001103,1,1095.17,return_and_refund
RFI00000802,RF0000652,OI000007619,SKU0001841,1,1862.51,return_and_refund
RFI00000803,RF0000653,OI000010446,SKU0001007,1,378.58,return_and_refund
RFI00000804,RF0000654,OI000014878,SKU0002068,1,1372.25,return_and_refund
RFI00000805,RF0000655,OI000015425,SKU0000758,1,1904.47,return_and_refund
RFI00000806,RF0000656,OI000001043,SKU0000173,2,4149.52,return_and_refund
RFI00000807,RF0000657,OI000009105,SKU0002703,1,332.49,refund_only
RFI00000808,RF0000657,OI000009104,SKU0002223,2,1891.61,return_and_refund
RFI00000809,RF0000658,OI000017910,SKU0002378,1,1033.7,return_and_refund
RFI00000810,RF0000659,OI000010943,SKU0000198,2,2089.4,return_and_refund
RFI00000811,RF0000660,OI000003464,SKU0002776,1,1753.32,return_and_refund
RFI00000812,RF0000661,OI000015783,SKU0002911,2,3715.17,return_and_refund
RFI00000813,RF0000661,OI000015781,SKU0000031,3,4719.51,refund_only
RFI00000814,RF0000662,OI000000098,SKU0001970,1,1439.03,return_and_refund
RFI00000815,RF0000663,OI000008241,SKU0000578,1,2800.55,return_and_refund
RFI00000816,RF0000664,OI000004046,SKU0000804,2,1926.51,refund_only
RFI00000817,RF0000664,OI000004045,SKU0001444,1,1144.84,return_and_refund
RFI00000818,RF0000665,OI000005874,SKU0001283,1,2388.74,return_and_refund
RFI00000819,RF0000666,OI000015181,SKU0000211,1,2599.44,return_and_refund
RFI00000820,RF0000667,OI000013705,SKU0001742,1,2441.45,return_and_refund
RFI00000821,RF0000668,OI000005084,SKU0002960,1,2971.42,return_and_refund
RFI00000822,RF0000668,OI000005085,SKU0002480,1,2032.21,return_and_refund
RFI00000823,RF0000669,OI000000716,SKU0002327,1,934.21,return_and_refund
RFI00000824,RF0000670,OI000018265,SKU0001682,1,1796.93,return_and_refund
RFI00000825,RF0000671,OI000018227,SKU0002366,1,1733.83,return_and_refund
RFI00000826,RF0000671,OI000018228,SKU0001086,1,1072.67,return_and_refund
RFI00000827,RF0000672,OI000020085,SKU0000527,1,605.48,refund_only
RFI00000828,RF0000673,OI000000289,SKU0000215,2,3898.27,return_and_refund
RFI00000829,RF0000674,OI000007809,SKU0001011,1,355.48,refund_only
RFI00000830,RF0000675,OI000019440,SKU0000103,2,4686.21,return_and_refund
RFI00000831,RF0000676,OI000012586,SKU0001764,1,823.11,return_and_refund
RFI00000832,RF0000677,OI000016969,SKU0000096,3,462.88,return_and_refund
RFI00000833,RF0000677,OI000016967,SKU0000736,1,941.47,refund_only
RFI00000834,RF0000678,OI000003992,SKU0001815,1,2053.93,refund_only
RFI00000835,RF0000679,OI000013550,SKU0002450,1,2461.05,refund_only
RFI00000836,RF0000680,OI000013075,SKU0000796,1,1144.22,return_and_refund
RFI00000837,RF0000681,OI000008596,SKU0000585,2,5030.06,return_and_refund
RFI00000838,RF0000682,OI000019869,SKU0000986,2,2973.56,return_and_refund
RFI00000839,RF0000683,OI000017508,SKU0000053,1,1205.5,return_and_refund
RFI00000840,RF0000683,OI000017509,SKU0001493,3,6482.04,return_and_refund
RFI00000841,RF0000684,OI000011689,SKU0001984,1,2070.75,refund_only
RFI00000842,RF0000685,OI000015365,SKU0002139,2,3983.02,return_and_refund
RFI00000843,RF0000685,OI000015366,SKU0000859,1,1741.14,return_and_refund
RFI00000844,RF0000686,OI000008140,SKU0002928,1,1070.2,return_and_refund
RFI00000845,RF0000686,OI000008142,SKU0000368,1,2879.77,refund_only
RFI00000846,RF0000687,OI000015568,SKU0000429,1,2787.86,return_and_refund
RFI00000847,RF0000688,OI000002202,SKU0001764,1,967.18,refund_only
RFI00000848,RF0000689,OI000015877,SKU0001176,1,55.48,refund_only
RFI00000849,RF0000690,OI000014440,SKU0002638,1,1587.74,return_and_refund
RFI00000850,RF0000690,OI000014441,SKU0002477,2,5206.79,return_and_refund
RFI00000851,RF0000691,OI000003481,SKU0001376,1,1909.14,return_and_refund
RFI00000852,RF0000692,OI000001757,SKU0000179,4,4331.93,return_and_refund
RFI00000853,RF0000693,OI000006009,SKU0000818,1,2404.82,return_and_refund
RFI00000854,RF0000694,OI000017595,SKU0002824,2,5679.9,return_and_refund
RFI00000855,RF0000695,OI000017619,SKU0002479,1,2271.07,return_and_refund
RFI00000856,RF0000696,OI000003480,SKU0001771,1,3139.47,return_and_refund
RFI00000857,RF0000697,OI000005648,SKU0001373,1,1126.77,refund_only
RFI00000858,RF0000697,OI000005649,SKU0002813,2,1129.11,return_and_refund
RFI00000859,RF0000698,OI000011797,SKU0000667,1,512.52,return_and_refund
RFI00000860,RF0000699,OI000002286,SKU0000656,2,3744.52,return_and_refund
RFI00000861,RF0000700,OI000006305,SKU0000955,1,923.44,refund_only
RFI00000862,RF0000700,OI000006304,SKU0000635,1,1102.31,return_and_refund
RFI00000863,RF0000701,OI000017637,SKU0002730,1,1648.95,return_and_refund
RFI00000864,RF0000702,OI000010864,SKU0002470,1,2616.98,refund_only
RFI00000865,RF0000703,OI000014510,SKU0000099,1,1638.97,refund_only
RFI00000866,RF0000703,OI000014509,SKU0002979,2,4538.83,return_and_refund
RFI00000867,RF0000704,OI000015748,SKU0002375,1,729.38,return_and_refund
RFI00000868,RF0000705,OI000009390,SKU0001908,1,380.65,return_and_refund
RFI00000869,RF0000706,OI000011845,SKU0002329,2,2795.14,refund_only
RFI00000870,RF0000707,OI000008168,SKU0002205,1,611.19,return_and_refund
RFI00000871,RF0000708,OI000019500,SKU0002869,1,1832.35,refund_only
RFI00000872,RF0000709,OI000009899,SKU0000608,1,2568.01,return_and_refund
RFI00000873,RF0000710,OI000001128,SKU0001818,3,1501.66,refund_only
RFI00000874,RF0000710,OI000001129,SKU0002938,1,1608.28,return_and_refund
RFI00000875,RF0000711,OI000010905,SKU0001717,1,3031.5,return_and_refund
RFI00000876,RF0000712,OI000017551,SKU0002703,1,331.54,refund_only
RFI00000877,RF0000713,OI000008037,SKU0000750,1,2181.84,refund_only
RFI00000878,RF0000714,OI000017522,SKU0002284,1,3296.32,return_and_refund
RFI00000879,RF0000715,OI000002836,SKU0002850,1,1045.22,refund_only
RFI00000880,RF0000716,OI000017904,SKU0000138,1,2327.0,refund_only
RFI00000881,RF0000716,OI000017903,SKU0000297,1,595.28,return_and_refund
RFI00000882,RF0000717,OI000006749,SKU0001036,1,3211.8,return_and_refund
RFI00000883,RF0000718,OI000002696,SKU0001993,2,1897.84,return_and_refund
RFI00000884,RF0000718,OI000002697,SKU0001994,1,1136.48,refund_only
RFI00000885,RF0000719,OI000006936,SKU0001220,1,390.58,return_and_refund
RFI00000886,RF0000720,OI000005841,SKU0000788,1,1001.78,return_and_refund
RFI00000887,RF0000721,OI000020433,SKU0001377,1,2567.58,refund_only
RFI00000888,RF0000722,OI000015228,SKU0001257,1,868.49,refund_only
RFI00000889,RF0000723,OI000010292,SKU0001731,1,2512.67,return_and_refund
RFI00000890,RF0000724,OI000004478,SKU0001185,2,6053.22,return_and_refund
RFI00000891,RF0000725,OI000014897,SKU0000922,4,1337.76,return_and_refund
RFI00000892,RF0000726,OI000007321,SKU0002834,1,2980.13,refund_only
RFI00000893,RF0000727,OI000018450,SKU0001118,1,2073.45,return_and_refund
RFI00000894,RF0000728,OI000019207,SKU0002869,2,3533.84,return_and_refund
RFI00000895,RF0000728,OI000019208,SKU0002390,3,3004.64,return_and_refund
RFI00000896,RF0000729,OI000019631,SKU0000727,1,1752.66,refund_only
RFI00000897,RF0000729,OI000019630,SKU0000888,1,369.08,return_and_refund
RFI00000898,RF0000730,OI000001737,SKU0000346,1,2293.39,refund_only
RFI00000899,RF0000730,OI000001736,SKU0002265,1,1253.65,return_and_refund
RFI00000900,RF0000731,OI000001425,SKU0000320,1,1051.75,return_and_refund
RFI00000901,RF0000731,OI000001426,SKU0000319,1,1075.58,refund_only
RFI00000902,RF0000732,OI000002502,SKU0001304,1,568.52,return_and_refund
RFI00000903,RF0000733,OI000002312,SKU0000756,1,639.68,refund_only
RFI00000904,RF0000734,OI000008092,SKU0001374,1,1025.42,return_and_refund
RFI00000905,RF0000735,OI000020192,SKU0002956,1,465.54,return_and_refund
RFI00000906,RF0000736,OI000020271,SKU0001475,1,844.15,return_and_refund
RFI00000907,RF0000737,OI000016422,SKU0002268,2,3147.75,return_and_refund
RFI00000908,RF0000738,OI000019923,SKU0000183,1,2449.26,return_and_refund
RFI00000909,RF0000739,OI000014917,SKU0001025,1,1831.48,refund_only
RFI00000910,RF0000740,OI000013329,SKU0001034,1,2161.27,return_and_refund
RFI00000911,RF0000741,OI000002493,SKU0002876,1,1065.77,refund_only
RFI00000912,RF0000742,OI000004134,SKU0002542,1,894.36,return_and_refund
RFI00000913,RF0000742,OI000004135,SKU0002061,1,1407.34,return_and_refund
RFI00000914,RF0000743,OI000000568,SKU0000406,1,1772.44,return_and_refund
RFI00000915,RF0000743,OI000000570,SKU0001205,2,3359.06,refund_only
RFI00000916,RF0000744,OI000018315,SKU0000811,1,435.79,return_and_refund
RFI00000917,RF0000745,OI000012281,SKU0001854,1,101.32,return_and_refund
RFI00000918,RF0000746,OI000010994,SKU0001946,2,2586.55,return_and_refund
RFI00000919,RF0000747,OI000004502,SKU0002956,3,1666.08,return_and_refund
RFI00000920,RF0000748,OI000004989,SKU0000092,1,1960.2,refund_only
RFI00000921,RF0000749,OI000020025,SKU0000454,1,443.78,refund_only
RFI00000922,RF0000750,OI000005674,SKU0001431,1,701.67,return_and_refund
RFI00000923,RF0000751,OI000003867,SKU0002197,2,1788.5,return_and_refund
RFI00000924,RF0000752,OI000009785,SKU0002032,2,3557.32,return_and_refund
RFI00000925,RF0000752,OI000009786,SKU0000752,1,1955.82,return_and_refund
RFI00000926,RF0000753,OI000006025,SKU0002651,1,2054.55,return_and_refund
RFI00000927,RF0000754,OI000012263,SKU0001333,2,4919.76,return_and_refund
RFI00000928,RF0000755,OI000005010,SKU0002232,1,1579.19,return_and_refund
RFI00000929,RF0000756,OI000008180,SKU0000268,1,2809.72,refund_only
RFI00000930,RF0000756,OI000008178,SKU0002668,1,588.14,return_and_refund
RFI00000931,RF0000757,OI000017654,SKU0001809,1,1331.59,refund_only
RFI00000932,RF0000757,OI000017653,SKU0002929,2,2715.82,return_and_refund
RFI00000933,RF0000758,OI000016921,SKU0001175,1,54.97,refund_only
RFI00000934,RF0000758,OI000016922,SKU0000856,1,1306.52,return_and_refund
RFI00000935,RF0000759,OI000008429,SKU0001465,1,35.0,return_and_refund
RFI00000936,RF0000760,OI000001315,SKU0001056,1,1430.8,refund_only
RFI00000937,RF0000761,OI000015421,SKU0001809,1,1409.43,return_and_refund
RFI00000938,RF0000762,OI000000054,SKU0002091,3,9122.57,return_and_refund
RFI00000939,RF0000763,OI000016820,SKU0002043,1,697.53,return_and_refund
RFI00000940,RF0000764,OI000015793,SKU0002226,1,1640.56,return_and_refund
RFI00000941,RF0000765,OI000004994,SKU0001344,2,686.03,return_and_refund
RFI00000942,RF0000766,OI000012234,SKU0000423,1,1701.3,return_and_refund
RFI00000943,RF0000767,OI000011347,SKU0001164,2,4843.79,return_and_refund
RFI00000944,RF0000768,OI000002626,SKU0001357,2,3506.31,refund_only
RFI00000945,RF0000768,OI000002627,SKU0000398,1,1606.61,return_and_refund
RFI00000946,RF0000769,OI000019486,SKU0000363,1,742.38,refund_only
RFI00000947,RF0000770,OI000017449,SKU0002215,1,2326.71,refund_only
RFI00000948,RF0000771,OI000011424,SKU0002614,1,1185.48,return_and_refund
RFI00000949,RF0000772,OI000009479,SKU0002674,3,5151.75,return_and_refund
RFI00000950,RF0000773,OI000012542,SKU0000588,1,1440.32,refund_only
RFI00000951,RF0000774,OI000018867,SKU0002815,2,4010.26,return_and_refund
RFI00000952,RF0000775,OI000000209,SKU0000741,2,2795.62,return_and_refund
RFI00000953,RF0000776,OI000000933,SKU0002510,1,1580.05,return_and_refund
RFI00000954,RF0000777,OI000011995,SKU0001375,2,3958.56,return_and_refund
RFI00000955,RF0000778,OI000017467,SKU0000192,1,894.62,return_and_refund
RFI00000956,RF0000778,OI000017466,SKU0002271,1,1343.89,return_and_refund
RFI00000957,RF0000779,OI000018191,SKU0001808,1,2326.44,return_and_refund
RFI00000958,RF0000780,OI000017354,SKU0000218,2,514.36,return_and_refund
RFI00000959,RF0000781,OI000017351,SKU0000357,4,10997.55,refund_only
RFI00000960,RF0000782,OI000018593,SKU0002015,1,2819.51,return_and_refund
RFI00000961,RF0000783,OI000005865,SKU0001464,1,2193.19,return_and_refund
RFI00000962,RF0000784,OI000004496,SKU0001423,2,3677.75,return_and_refund
RFI00000963,RF0000785,OI000018989,SKU0000453,1,421.96,refund_only
RFI00000964,RF0000785,OI000018990,SKU0000613,1,3034.23,refund_only
RFI00000965,RF0000786,OI000001557,SKU0000173,1,1978.97,return_and_refund
RFI00000966,RF0000787,OI000017635,SKU0002188,3,7042.4,refund_only
RFI00000967,RF0000788,OI000014316,SKU0001774,1,1525.89,return_and_refund
RFI00000968,RF0000789,OI000015132,SKU0000371,1,1189.55,return_and_refund
RFI00000969,RF0000790,OI000007126,SKU0001927,1,1862.3,return_and_refund
RFI00000970,RF0000791,OI000017783,SKU0002928,1,1072.76,refund_only
RFI00000971,RF0000792,OI000011199,SKU0002159,3,4585.02,return_and_refund
RFI00000972,RF0000793,OI000019342,SKU0000109,1,1625.04,return_and_refund
RFI00000973,RF0000794,OI000016383,SKU0000189,1,1630.91,return_and_refund
RFI00000974,RF0000795,OI000016242,SKU0001506,1,793.77,return_and_refund
RFI00000975,RF0000796,OI000013065,SKU0000045,1,2704.84,return_and_refund
RFI00000976,RF0000797,OI000014444,SKU0000255,1,957.83,return_and_refund
RFI00000977,RF0000798,OI000008727,SKU0000985,1,1708.84,return_and_refund
RFI00000978,RF0000798,OI000008726,SKU0000185,1,169.15,return_and_refund
RFI00000979,RF0000799,OI000001025,SKU0000753,1,1642.94,return_and_refund
RFI00000980,RF0000800,OI000019845,SKU0000064,1,2040.86,return_and_refund
RFI00000981,RF0000801,OI000019523,SKU0002487,1,864.39,return_and_refund
RFI00000982,RF0000802,OI000017590,SKU0000230,1,1894.61,refund_only
RFI00000983,RF0000803,OI000018873,SKU0001348,4,3349.55,return_and_refund
RFI00000984,RF0000803,OI000018875,SKU0001987,2,98.78,return_and_refund
RFI00000985,RF0000804,OI000015846,SKU0002091,1,2985.98,return_and_refund
RFI00000986,RF0000805,OI000002726,SKU0001267,1,1243.56,return_and_refund
RFI00000987,RF0000806,OI000018985,SKU0000641,1,1216.73,return_and_refund
RFI00000988,RF0000807,OI000015714,SKU0000195,1,487.78,refund_only
RFI00000989,RF0000808,OI000009051,SKU0002724,1,2418.99,return_and_refund
RFI00000990,RF0000809,OI000004816,SKU0000205,1,1885.32,return_and_refund
RFI00000991,RF0000810,OI000002057,SKU0001477,2,5528.75,return_and_refund
RFI00000992,RF0000811,OI000018282,SKU0001752,1,2813.83,refund_only
RFI00000993,RF0000812,OI000005832,SKU0000641,1,1233.2,return_and_refund
RFI00000994,RF0000813,OI000003945,SKU0002990,2,951.01,return_and_refund
RFI00000995,RF0000814,OI000004332,SKU0000392,3,2511.77,return_and_refund
RFI00000996,RF0000814,OI000004334,SKU0000392,3,2584.54,return_and_refund
RFI00000997,RF0000815,OI000007504,SKU0001947,1,2359.05,return_and_refund
RFI00000998,RF0000816,OI000016709,SKU0002465,2,169.98,return_and_refund
RFI00000999,RF0000816,OI000016710,SKU0000865,1,81.94,return_and_refund
RFI00001000,RF0000817,OI000013100,SKU0001595,1,96.0,refund_only
RFI00001001,RF0000818,OI000007080,SKU0000824,1,456.82,return_and_refund
RFI00001002,RF0000819,OI000006955,SKU0002025,1,2356.06,return_and_refund
RFI00001003,RF0000819,OI000006956,SKU0002506,2,3985.61,return_and_refund
RFI00001004,RF0000820,OI000015560,SKU0002691,1,882.04,return_and_refund
RFI00001005,RF0000821,OI000012017,SKU0002035,1,1625.93,refund_only
RFI00001006,RF0000822,OI000004070,SKU0002088,1,599.62,return_and_refund
RFI00001007,RF0000822,OI000004069,SKU0000007,1,734.89,return_and_refund
RFI00001008,RF0000823,OI000019404,SKU0001099,1,1012.91,return_and_refund
RFI00001009,RF0000824,OI000004514,SKU0001952,1,2174.13,return_and_refund
RFI00001010,RF0000824,OI000004513,SKU0002591,1,1496.65,return_and_refund
RFI00001011,RF0000825,OI000011336,SKU0002130,1,879.84,refund_only
RFI00001012,RF0000826,OI000017866,SKU0002702,1,2738.46,return_and_refund
RFI00001013,RF0000827,OI000008535,SKU0002649,1,2122.92,return_and_refund
RFI00001014,RF0000827,OI000008536,SKU0001689,1,1910.07,refund_only
RFI00001015,RF0000828,OI000000339,SKU0002207,1,800.07,return_and_refund
RFI00001016,RF0000829,OI000006713,SKU0001944,1,2482.32,return_and_refund
RFI00001017,RF0000830,OI000018663,SKU0002054,2,611.38,return_and_refund
RFI00001018,RF0000830,OI000018664,SKU0002213,1,1042.08,return_and_refund
RFI00001019,RF0000831,OI000010266,SKU0001846,1,594.85,return_and_refund
RFI00001020,RF0000831,OI000010267,SKU0000245,2,2632.0,return_and_refund
RFI00001021,RF0000832,OI000002613,SKU0001550,1,2431.07,return_and_refund
RFI00001022,RF0000833,OI000017103,SKU0001138,1,630.62,return_and_refund
RFI00001023,RF0000834,OI000018352,SKU0001185,1,2745.57,return_and_refund
RFI00001024,RF0000835,OI000018208,SKU0002582,2,1378.37,return_and_refund
RFI00001025,RF0000836,OI000009493,SKU0001810,2,3256.86,refund_only
RFI00001026,RF0000836,OI000009494,SKU0000209,1,41.24,return_and_refund
RFI00001027,RF0000837,OI000003762,SKU0001548,1,2145.31,return_and_refund
RFI00001028,RF0000837,OI000003761,SKU0002028,1,1439.09,return_and_refund
RFI00001029,RF0000838,OI000005550,SKU0000001,1,885.87,return_and_refund
RFI00001030,RF0000839,OI000010432,SKU0002574,1,217.97,return_and_refund
RFI00001031,RF0000840,OI000013144,SKU0000267,1,2491.86,return_and_refund
RFI00001032,RF0000840,OI000013145,SKU0000908,1,1591.64,refund_only
RFI00001033,RF0000841,OI000017915,SKU0002567,1,2910.99,return_and_refund
RFI00001034,RF0000842,OI000011075,SKU0001853,4,452.86,return_and_refund
RFI00001035,RF0000842,OI000011076,SKU0001534,2,2920.21,return_and_refund
RFI00001036,RF0000843,OI000019556,SKU0000467,1,2609.16,return_and_refund
RFI00001037,RF0000843,OI000019555,SKU0001107,1,2803.4,return_and_refund
RFI00001038,RF0000844,OI000012606,SKU0000790,1,3019.46,return_and_refund
RFI00001039,RF0000845,OI000003578,SKU0001426,1,618.42,return_and_refund
RFI00001040,RF0000846,OI000010613,SKU0001627,1,1442.0,return_and_refund
RFI00001041,RF0000847,OI000012314,SKU0000985,1,1673.26,return_and_refund
RFI00001042,RF0000848,OI000002206,SKU0002781,1,2751.16,return_and_refund
RFI00001043,RF0000849,OI000003704,SKU0000368,1,2702.9,refund_only
RFI00001044,RF0000850,OI000013330,SKU0000499,1,509.27,return_and_refund
RFI00001045,RF0000851,OI000011119,SKU0002580,1,1555.54,return_and_refund
RFI00001046,RF0000852,OI000009588,SKU0000401,2,4063.98,refund_only
RFI00001047,RF0000853,OI000017935,SKU0002770,2,6242.34,refund_only
RFI00001048,RF0000853,OI000017934,SKU0001490,1,2781.67,return_and_refund
RFI00001049,RF0000854,OI000018416,SKU0000887,1,496.6,refund_only
RFI00001050,RF0000855,OI000003865,SKU0001052,1,1155.38,return_and_refund
RFI00001051,RF0000855,OI000003866,SKU0000092,1,2131.08,return_and_refund
RFI00001052,RF0000856,OI000012044,SKU0001886,2,2172.43,refund_only
RFI00001053,RF0000856,OI000012043,SKU0001406,1,3178.72,return_and_refund
RFI00001054,RF0000857,OI000012531,SKU0001481,1,203.24,refund_only
RFI00001055,RF0000857,OI000012532,SKU0000201,1,2343.85,return_and_refund
RFI00001056,RF0000858,OI000001504,SKU0002090,2,2038.73,return_and_refund
RFI00001057,RF0000859,OI000020249,SKU0002254,2,4445.97,refund_only
RFI00001058,RF0000860,OI000008739,SKU0001987,2,98.51,return_and_refund
RFI00001059,RF0000861,OI000019331,SKU0000147,1,176.19,refund_only
RFI00001060,RF0000861,OI000019330,SKU0000307,1,568.03,return_and_refund
RFI00001061,RF0000862,OI000000596,SKU0002104,2,55.74,return_and_refund
RFI00001062,RF0000863,OI000003857,SKU0000175,1,2604.63,return_and_refund
RFI00001063,RF0000864,OI000003823,SKU0000576,1,1896.25,return_and_refund
RFI00001064,RF0000865,OI000004782,SKU0002854,1,1922.01,return_and_refund
RFI00001065,RF0000865,OI000004781,SKU0002214,1,984.32,refund_only
RFI00001066,RF0000866,OI000007611,SKU0002112,3,1736.76,return_and_refund
