point_transaction_id,user_id,change_type,point_delta,occurred_at,reference_no
PT00005772,U000172,order_reward,90,2026-01-26 03:37:52,MOCK0007352
PT00005773,U002638,order_reward,227,2025-03-13 08:19:22,MOCK0000748
PT00005774,U004605,campaign_reward,166,2026-07-26 21:05:20,MOCK0007578
PT00005775,U001692,order_reward,52,2025-10-18 07:08:44,MOCK0001810
PT00005776,U000447,order_reward,142,2025-04-29 13:10:29,MOCK0003703
PT00005777,U004307,campaign_reward,265,2026-01-01 00:05:52,MOCK0005747
PT00005778,U001528,expire,-428,2026-02-20 13:25:10,MOCK0000109
PT00005779,U004605,order_reward,508,2025-01-27 10:07:42,MOCK0010576
PT00005780,U002938,order_reward,42,2026-01-20 15:59:59,MOCK0000216
PT00005781,U004353,order_reward,715,2026-03-28 06:18:10,MOCK0000231
PT00005782,U002736,campaign_reward,372,2026-04-21 14:03:56,MOCK0003024
PT00005783,U003222,campaign_reward,710,2025-04-27 11:05:48,MOCK0001723
PT00005784,U000376,campaign_reward,534,2025-02-10 03:15:25,MOCK0005984
PT00005785,U000312,order_reward,254,2025-11-20 11:58:26,MOCK0010880
PT00005786,U001762,order_reward,402,2025-07-13 05:36:44,MOCK0003849
PT00005787,U003485,order_reward,560,2025-01-26 13:20:34,MOCK0006637
PT00005788,U000045,order_reward,493,2026-04-23 22:23:32,MOCK0001187
PT00005789,U000953,order_reward,527,2026-06-19 12:38:18,MOCK0000177
PT00005790,U004531,refund_deduct,-552,2026-03-14 00:08:19,MOCK0004840
PT00005791,U004924,order_reward,549,2025-10-07 17:02:14,MOCK0004423
PT00005792,U004950,redeem,-649,2026-06-21 02:28:12,MOCK0003239
PT00005793,U000421,order_reward,376,2026-06-02 06:35:18,MOCK0000900
PT00005794,U001417,order_reward,651,2026-01-15 03:37:20,MOCK0003626
PT00005795,U001708,redeem,-428,2026-08-10 11:44:42,MOCK0006437
PT00005796,U002493,order_reward,749,2025-01-13 14:46:31,MOCK0004241
PT00005797,U001194,order_reward,127,2025-05-07 13:43:04,MOCK0010980
PT00005798,U001372,order_reward,564,2025-05-19 16:13:16,MOCK0000643
PT00005799,U001661,order_reward,348,2025-09-01 00:44:50,MOCK0010249
PT00005800,U002439,campaign_reward,534,2025-05-18 10:26:15,MOCK0001026
PT00005801,U001893,order_reward,739,2026-07-23 13:08:07,MOCK0011888
PT00005802,U000942,redeem,-146,2026-08-20 21:17:09,MOCK0001047
PT00005803,U000245,order_reward,210,2026-08-20 07:34:17,MOCK0004046
PT00005804,U004628,refund_deduct,-621,2025-09-24 10:17:12,MOCK0003890
PT00005805,U000566,order_reward,350,2026-05-20 12:06:02,MOCK0010919
PT00005806,U001062,expire,-630,2025-02-01 20:00:37,MOCK0002072
PT00005807,U002190,order_reward,366,2026-02-17 02:29:16,MOCK0000024
PT00005808,U004730,campaign_reward,70,2026-05-31 17:35:39,MOCK0002711
PT00005809,U004307,order_reward,480,2025-06-30 07:25:12,MOCK0009338
PT00005810,U002293,campaign_reward,211,2026-07-31 04:47:43,MOCK0000814
PT00005811,U004873,order_reward,694,2025-07-01 11:39:21,MOCK0005238
PT00005812,U003774,order_reward,636,2025-09-12 14:54:00,MOCK0005529
PT00005813,U001052,order_reward,751,2026-07-26 12:12:57,MOCK0005315
PT00005814,U002926,redeem,-612,2026-01-29 23:12:58,MOCK0002465
PT00005815,U000093,order_reward,655,2025-05-14 08:27:05,MOCK0006074
PT00005816,U000946,redeem,-460,2025-03-20 16:08:33,MOCK0002397
PT00005817,U002427,campaign_reward,362,2025-09-05 12:42:22,MOCK0007037
PT00005818,U001420,campaign_reward,162,2025-05-07 04:09:52,MOCK0009141
PT00005819,U001313,redeem,-675,2026-07-25 14:22:55,MOCK0003678
PT00005820,U004396,redeem,-794,2026-06-06 03:00:26,MOCK0010436
PT00005821,U003117,campaign_reward,241,2026-02-01 20:57:53,MOCK0004344
PT00005822,U002453,campaign_reward,742,2025-12-26 15:19:19,MOCK0002856
PT00005823,U001891,order_reward,227,2026-02-11 20:34:57,MOCK0000715
PT00005824,U000334,redeem,-493,2025-02-06 09:36:38,MOCK0006938
PT00005825,U000918,order_reward,104,2025-04-19 06:51:32,MOCK0011460
PT00005826,U001912,order_reward,666,2026-01-05 16:04:16,MOCK0008393
PT00005827,U001322,redeem,-517,2025-05-02 13:38:39,MOCK0006490
PT00005828,U000940,campaign_reward,416,2025-05-27 05:48:04,MOCK0009042
PT00005829,U002192,redeem,-142,2026-08-04 00:49:24,MOCK0002241
PT00005830,U003660,redeem,-50,2026-03-28 16:54:48,MOCK0003850
PT00005831,U002697,order_reward,256,2026-08-15 19:37:46,MOCK0000926
PT00005832,U004429,redeem,-491,2025-06-20 20:58:24,MOCK0011828
PT00005833,U001944,redeem,-607,2025-08-29 21:17:39,MOCK0008238
PT00005834,U002762,order_reward,394,2026-07-21 20:45:17,MOCK0009528
PT00005835,U000706,order_reward,657,2026-02-06 09:13:33,MOCK0007116
PT00005836,U000219,expire,-75,2025-11-04 20:45:38,MOCK0011193
PT00005837,U004176,redeem,-402,2025-01-11 06:20:59,MOCK0001193
PT00005838,U000893,campaign_reward,574,2026-03-05 08:35:11,MOCK0008631
PT00005839,U004073,redeem,-223,2026-01-03 09:01:17,MOCK0009534
PT00005840,U002128,expire,-224,2025-05-11 22:58:49,MOCK0005285
PT00005841,U001585,campaign_reward,361,2025-07-23 15:30:36,MOCK0008438
PT00005842,U000503,order_reward,233,2025-06-05 20:19:51,MOCK0011280
PT00005843,U000858,order_reward,466,2025-10-07 07:04:03,MOCK0003755
PT00005844,U003565,refund_deduct,-11,2025-06-17 15:27:34,MOCK0002065
PT00005845,U002349,order_reward,147,2025-03-04 22:20:25,MOCK0011821
PT00005846,U003624,order_reward,100,2025-06-06 09:35:40,MOCK0007766
PT00005847,U003840,order_reward,750,2026-03-22 08:00:32,MOCK0005898
PT00005848,U003774,refund_deduct,-480,2026-03-05 05:46:55,MOCK0006258
PT00005849,U002990,campaign_reward,594,2026-05-23 11:08:59,MOCK0005570
PT00005850,U000284,redeem,-476,2025-12-28 11:23:32,MOCK0005452
PT00005851,U003181,order_reward,691,2025-03-26 10:49:27,MOCK0005408
PT00005852,U000600,redeem,-144,2025-01-22 17:07:52,MOCK0006428
PT00005853,U004319,order_reward,575,2025-03-20 08:15:34,MOCK0010542
PT00005854,U000218,campaign_reward,25,2025-09-15 23:50:09,MOCK0009897
PT00005855,U004375,campaign_reward,674,2025-04-19 03:21:44,MOCK0003997
PT00005856,U003924,redeem,-258,2026-06-06 17:57:24,MOCK0010810
PT00005857,U002045,order_reward,513,2026-04-11 22:33:06,MOCK0000203
PT00005858,U003458,expire,-121,2025-02-05 08:34:57,MOCK0007819
PT00005859,U003306,order_reward,63,2025-11-04 11:36:32,MOCK0005150
PT00005860,U000724,refund_deduct,-734,2025-06-30 18:31:28,MOCK0005266
PT00005861,U003578,expire,-583,2026-01-01 00:38:33,MOCK0011101
PT00005862,U004234,campaign_reward,496,2025-08-08 07:49:40,MOCK0003710
PT00005863,U000473,order_reward,527,2025-08-16 16:45:02,MOCK0008117
PT00005864,U003169,redeem,-780,2025-08-28 07:45:09,MOCK0011021
PT00005865,U003906,campaign_reward,631,2026-05-30 22:41:24,MOCK0007449
PT00005866,U002816,refund_deduct,-270,2026-07-23 16:26:31,MOCK0006286
PT00005867,U002220,order_reward,556,2025-05-09 18:22:04,MOCK0005795
PT00005868,U001494,order_reward,432,2025-04-29 02:06:25,MOCK0000954
PT00005869,U003491,campaign_reward,691,2025-12-26 18:10:16,MOCK0002216
PT00005870,U004860,order_reward,717,2025-05-21 20:29:29,MOCK0010349
PT00005871,U004824,order_reward,151,2025-07-29 04:06:11,MOCK0008040
PT00005872,U002421,order_reward,759,2025-04-09 00:35:50,MOCK0002683
PT00005873,U004761,campaign_reward,93,2026-06-05 00:45:15,MOCK0008341
PT00005874,U001467,order_reward,13,2025-06-22 20:54:42,MOCK0002547
PT00005875,U003067,expire,-578,2025-04-25 05:57:53,MOCK0011992
PT00005876,U002778,order_reward,664,2025-03-19 01:54:29,MOCK0000980
PT00005877,U001754,campaign_reward,194,2026-03-11 11:56:22,MOCK0008584
PT00005878,U002655,order_reward,15,2025-02-18 03:05:43,MOCK0004322
PT00005879,U001535,order_reward,564,2026-06-16 13:12:13,MOCK0003359
PT00005880,U003921,expire,-365,2026-05-22 01:56:10,MOCK0009112
PT00005881,U001390,redeem,-750,2026-04-06 21:12:39,MOCK0010858
PT00005882,U004786,order_reward,201,2026-07-17 06:47:09,MOCK0004099
PT00005883,U003082,campaign_reward,725,2025-03-29 12:04:12,MOCK0002822
PT00005884,U004726,order_reward,453,2025-05-11 20:07:30,MOCK0010150
PT00005885,U002927,redeem,-95,2026-08-01 23:27:29,MOCK0007613
PT00005886,U003083,order_reward,393,2025-06-12 04:21:31,MOCK0004844
PT00005887,U004332,order_reward,206,2026-03-15 14:36:14,MOCK0001434
PT00005888,U002829,campaign_reward,322,2025-06-19 13:06:10,MOCK0002158
PT00005889,U000742,campaign_reward,574,2026-05-07 17:28:01,MOCK0009428
PT00005890,U001403,campaign_reward,27,2025-07-05 11:40:29,MOCK0002782
PT00005891,U004335,campaign_reward,576,2026-01-05 07:36:20,MOCK0005370
PT00005892,U003929,order_reward,724,2025-10-21 05:35:51,MOCK0011159
PT00005893,U004801,refund_deduct,-300,2025-08-11 13:48:12,MOCK0002760
PT00005894,U001990,order_reward,561,2025-01-05 21:52:55,MOCK0011671
PT00005895,U002388,order_reward,276,2026-08-01 13:10:10,MOCK0000118
PT00005896,U002148,expire,-566,2026-03-16 20:59:05,MOCK0000285
PT00005897,U003551,campaign_reward,340,2025-01-12 21:00:19,MOCK0007736
PT00005898,U002645,campaign_reward,131,2025-09-21 04:31:14,MOCK0005467
PT00005899,U003289,order_reward,622,2026-07-22 05:46:04,MOCK0005808
PT00005900,U003780,redeem,-513,2026-08-12 12:17:14,MOCK0011830
PT00005901,U002300,order_reward,795,2025-08-24 18:44:46,MOCK0008447
PT00005902,U000157,order_reward,32,2025-05-16 19:15:26,MOCK0005344
PT00005903,U001246,order_reward,643,2025-12-10 20:21:27,MOCK0001625
PT00005904,U003458,campaign_reward,378,2025-10-29 22:56:40,MOCK0006943
PT00005905,U004033,order_reward,302,2025-12-06 04:16:14,MOCK0004982
PT00005906,U004501,order_reward,752,2025-12-15 09:37:49,MOCK0005321
PT00005907,U000492,order_reward,325,2026-02-15 10:20:23,MOCK0009637
PT00005908,U004043,redeem,-178,2026-04-14 06:31:35,MOCK0001135
PT00005909,U002431,order_reward,317,2025-01-27 06:53:25,MOCK0010594
PT00005910,U004774,expire,-63,2026-01-22 23:52:33,MOCK0004108
PT00005911,U002605,order_reward,576,2026-05-31 09:23:32,MOCK0004012
PT00005912,U001120,campaign_reward,583,2025-10-02 18:40:40,MOCK0004109
PT00005913,U000332,refund_deduct,-169,2026-03-08 09:49:11,MOCK0008362
PT00005914,U002817,order_reward,323,2025-07-23 03:35:58,MOCK0010095
PT00005915,U001218,order_reward,302,2025-10-10 11:06:13,MOCK0003873
PT00005916,U000044,order_reward,500,2025-05-06 23:44:28,MOCK0001060
PT00005917,U000768,campaign_reward,462,2025-10-28 07:05:53,MOCK0002327
PT00005918,U003926,order_reward,152,2026-08-18 12:32:52,MOCK0008043
PT00005919,U004861,redeem,-656,2026-04-25 12:33:41,MOCK0011162
PT00005920,U002307,expire,-67,2025-05-25 21:45:26,MOCK0000403
PT00005921,U004951,order_reward,431,2026-07-20 12:02:41,MOCK0010011
PT00005922,U004983,expire,-492,2025-11-02 17:51:53,MOCK0010053
PT00005923,U003621,order_reward,341,2025-03-06 16:22:30,MOCK0003438
PT00005924,U003144,order_reward,571,2025-02-27 22:19:33,MOCK0001757
PT00005925,U003106,refund_deduct,-705,2026-02-10 18:27:11,MOCK0005760
PT00005926,U001507,campaign_reward,305,2026-06-28 07:06:49,MOCK0000697
PT00005927,U004304,order_reward,532,2025-11-10 15:47:49,MOCK0009853
PT00005928,U004558,campaign_reward,332,2026-02-16 13:40:57,MOCK0008834
PT00005929,U000030,order_reward,13,2025-06-21 04:28:21,MOCK0002641
PT00005930,U003037,order_reward,202,2026-05-02 12:02:24,MOCK0000622
PT00005931,U002850,expire,-589,2025-01-21 04:41:47,MOCK0002019
PT00005932,U001792,order_reward,359,2025-09-30 01:38:06,MOCK0001233
PT00005933,U004852,expire,-57,2026-01-12 22:02:04,MOCK0006889
PT00005934,U001172,refund_deduct,-599,2025-02-13 13:49:46,MOCK0010558
PT00005935,U001150,order_reward,548,2025-07-03 16:10:17,MOCK0011092
PT00005936,U003685,campaign_reward,447,2026-06-19 11:31:44,MOCK0001165
PT00005937,U003173,order_reward,433,2025-02-16 05:32:23,MOCK0002442
PT00005938,U002182,order_reward,493,2025-07-08 00:44:20,MOCK0011896
PT00005939,U000227,order_reward,648,2025-11-26 14:41:45,MOCK0002040
PT00005940,U002762,refund_deduct,-675,2025-06-10 14:01:59,MOCK0006079
PT00005941,U000116,order_reward,7,2025-09-21 22:21:45,MOCK0009803
PT00005942,U000351,order_reward,509,2025-03-05 05:33:33,MOCK0000223
PT00005943,U000956,refund_deduct,-64,2025-08-07 14:15:50,MOCK0001808
PT00005944,U002909,order_reward,420,2026-01-29 04:00:59,MOCK0005698
PT00005945,U000579,order_reward,592,2026-01-26 06:32:05,MOCK0006428
PT00005946,U002392,campaign_reward,272,2025-01-07 07:51:17,MOCK0005361
PT00005947,U000761,order_reward,143,2025-08-04 22:11:39,MOCK0004745
PT00005948,U002463,redeem,-295,2025-06-29 21:38:15,MOCK0001698
PT00005949,U002095,campaign_reward,554,2025-01-19 21:39:34,MOCK0004607
PT00005950,U000041,order_reward,207,2026-06-30 14:22:15,MOCK0005063
PT00005951,U002825,order_reward,780,2025-08-21 04:05:05,MOCK0011457
PT00005952,U004051,order_reward,246,2026-05-15 14:45:36,MOCK0001285
PT00005953,U001396,refund_deduct,-410,2025-06-22 13:54:00,MOCK0004408
PT00005954,U003705,order_reward,304,2025-05-05 12:33:24,MOCK0003564
PT00005955,U000464,campaign_reward,584,2025-06-16 07:38:23,MOCK0005245
PT00005956,U003692,redeem,-688,2026-03-27 04:09:17,MOCK0010477
PT00005957,U000136,order_reward,517,2025-04-14 22:14:20,MOCK0010340
PT00005958,U003927,expire,-304,2026-05-03 08:25:23,MOCK0007293
PT00005959,U003966,campaign_reward,442,2025-07-25 13:30:29,MOCK0000664
PT00005960,U001619,order_reward,186,2026-07-08 02:05:48,MOCK0006427
PT00005961,U003302,order_reward,669,2026-04-05 08:06:12,MOCK0010557
PT00005962,U002856,order_reward,79,2025-11-11 22:28:32,MOCK0007246
PT00005963,U000721,redeem,-757,2025-07-19 00:18:14,MOCK0004519
PT00005964,U004354,redeem,-600,2026-01-19 18:09:37,MOCK0006716
PT00005965,U000616,order_reward,501,2025-10-06 12:05:35,MOCK0007611
PT00005966,U003940,order_reward,698,2025-01-23 02:28:26,MOCK0002994
PT00005967,U003732,expire,-385,2025-04-15 09:54:42,MOCK0009824
PT00005968,U002217,order_reward,87,2025-02-12 18:09:02,MOCK0009355
PT00005969,U001073,order_reward,458,2025-08-03 21:05:22,MOCK0010049
PT00005970,U002945,redeem,-40,2026-07-04 13:27:52,MOCK0004100
PT00005971,U000267,redeem,-744,2025-12-12 03:49:28,MOCK0001641
PT00005972,U003996,expire,-423,2026-08-21 18:32:54,MOCK0009580
PT00005973,U001199,order_reward,18,2026-01-19 23:03:56,MOCK0003282
PT00005974,U003831,expire,-428,2025-07-09 13:10:29,MOCK0006369
PT00005975,U001712,expire,-348,2025-03-14 07:01:15,MOCK0011869
PT00005976,U004204,order_reward,144,2026-05-28 04:26:28,MOCK0011838
PT00005977,U003470,campaign_reward,500,2026-06-07 07:49:15,MOCK0006865
PT00005978,U001831,refund_deduct,-17,2025-12-04 02:02:20,MOCK0008262
PT00005979,U003151,campaign_reward,604,2026-07-31 19:54:55,MOCK0006747
PT00005980,U003255,order_reward,107,2026-02-17 20:09:14,MOCK0002899
PT00005981,U002613,expire,-490,2025-10-16 15:33:26,MOCK0003734
PT00005982,U003307,expire,-559,2025-08-16 20:27:32,MOCK0002806
PT00005983,U001741,order_reward,316,2025-08-11 11:43:37,MOCK0002837
PT00005984,U001946,order_reward,710,2025-09-06 21:33:44,MOCK0003766
PT00005985,U000784,redeem,-505,2025-10-01 15:24:38,MOCK0002158
PT00005986,U001591,order_reward,8,2026-07-25 10:44:49,MOCK0004748
PT00005987,U002955,order_reward,391,2025-12-03 22:37:03,MOCK0000510
PT00005988,U000220,order_reward,48,2026-04-25 22:47:08,MOCK0003306
PT00005989,U003787,redeem,-140,2025-03-01 07:03:07,MOCK0011643
PT00005990,U002171,refund_deduct,-168,2025-01-29 01:31:41,MOCK0009611
PT00005991,U004929,expire,-561,2025-12-13 07:12:37,MOCK0004698
PT00005992,U003665,order_reward,708,2025-05-06 12:38:10,MOCK0000470
PT00005993,U000637,order_reward,60,2026-05-19 04:17:24,MOCK0004135
PT00005994,U001166,refund_deduct,-407,2026-03-03 10:18:53,MOCK0010522
PT00005995,U000045,refund_deduct,-725,2025-05-20 01:47:18,MOCK0010304
PT00005996,U001486,order_reward,310,2026-04-11 23:47:17,MOCK0011708
PT00005997,U002243,campaign_reward,293,2026-07-11 04:23:24,MOCK0010066
PT00005998,U000367,redeem,-274,2026-01-20 04:03:51,MOCK0000202
PT00005999,U003930,expire,-741,2025-11-08 19:36:17,MOCK0002282
PT00006000,U002175,campaign_reward,514,2025-09-08 20:01:11,MOCK0005152
PT00006001,U000087,refund_deduct,-627,2025-06-10 23:06:48,MOCK0007841
PT00006002,U003233,campaign_reward,117,2026-03-04 13:11:40,MOCK0002687
PT00006003,U001580,order_reward,674,2025-11-10 19:26:16,MOCK0004112
PT00006004,U004930,order_reward,101,2026-06-14 11:25:03,MOCK0002054
PT00006005,U002304,refund_deduct,-547,2025-09-02 17:51:24,MOCK0001788
PT00006006,U003640,campaign_reward,529,2026-02-16 07:01:05,MOCK0010400
PT00006007,U000838,campaign_reward,625,2026-05-04 00:05:49,MOCK0010406
PT00006008,U002229,order_reward,508,2026-03-30 21:54:23,MOCK0006218
PT00006009,U004062,redeem,-709,2025-11-12 17:36:22,MOCK0010085
PT00006010,U002707,campaign_reward,722,2026-07-21 17:58:57,MOCK0008649
PT00006011,U000842,redeem,-667,2025-10-04 17:20:51,MOCK0001108
PT00006012,U002130,refund_deduct,-60,2025-11-16 02:40:31,MOCK0003014
PT00006013,U001127,order_reward,129,2025-04-06 15:20:15,MOCK0002691
PT00006014,U002198,redeem,-292,2026-02-02 20:00:58,MOCK0003231
PT00006015,U002941,expire,-337,2025-08-15 16:39:54,MOCK0010234
PT00006016,U003261,order_reward,419,2026-06-11 11:19:41,MOCK0010249
PT00006017,U001610,order_reward,394,2026-02-14 21:09:40,MOCK0007662
PT00006018,U001357,expire,-449,2025-05-04 22:09:19,MOCK0001302
PT00006019,U001579,redeem,-52,2025-09-09 07:18:15,MOCK0000256
PT00006020,U001730,order_reward,730,2025-11-13 04:29:30,MOCK0009516
PT00006021,U004183,refund_deduct,-337,2025-05-19 05:25:48,MOCK0006636
PT00006022,U003406,refund_deduct,-320,2026-08-06 04:40:54,MOCK0010275
PT00006023,U003584,order_reward,638,2025-01-19 17:13:20,MOCK0007591
PT00006024,U000991,order_reward,601,2025-07-02 08:55:22,MOCK0006976
PT00006025,U004322,order_reward,338,2026-08-09 21:01:02,MOCK0004116
PT00006026,U001277,expire,-678,2025-06-17 19:40:10,MOCK0001733
PT00006027,U004075,expire,-686,2025-08-08 11:32:51,MOCK0006882
PT00006028,U000643,refund_deduct,-622,2025-12-23 11:35:59,MOCK0008378
PT00006029,U000215,campaign_reward,741,2025-02-20 18:32:41,MOCK0004345
PT00006030,U004124,order_reward,755,2026-03-08 16:33:39,MOCK0005796
PT00006031,U002442,campaign_reward,358,2026-07-06 15:11:41,MOCK0009147
PT00006032,U003935,expire,-478,2026-07-15 11:59:36,MOCK0010001
PT00006033,U004412,redeem,-325,2026-01-07 23:15:21,MOCK0000255
PT00006034,U004636,order_reward,230,2026-08-20 06:01:02,MOCK0009470
PT00006035,U002291,order_reward,559,2025-11-17 02:51:43,MOCK0003271
PT00006036,U000065,order_reward,580,2025-11-28 10:06:40,MOCK0000902
PT00006037,U004090,campaign_reward,599,2025-03-23 05:50:41,MOCK0008054
PT00006038,U004013,order_reward,355,2026-02-07 15:08:23,MOCK0009388
PT00006039,U003077,order_reward,566,2026-02-16 19:02:22,MOCK0006289
PT00006040,U001657,order_reward,246,2026-04-28 23:38:15,MOCK0006621
PT00006041,U000359,order_reward,59,2025-09-22 13:33:27,MOCK0010222
PT00006042,U002695,expire,-492,2025-06-13 21:21:36,MOCK0000402
PT00006043,U002080,campaign_reward,464,2026-03-23 21:53:33,MOCK0006281
PT00006044,U001803,expire,-433,2025-08-14 13:41:24,MOCK0005694
PT00006045,U004221,order_reward,760,2026-04-22 22:10:31,MOCK0003299
PT00006046,U001146,redeem,-545,2025-06-22 10:15:46,MOCK0003608
PT00006047,U000340,campaign_reward,606,2025-07-12 15:13:17,MOCK0004293
PT00006048,U003574,redeem,-140,2025-01-11 15:49:59,MOCK0010281
PT00006049,U000929,campaign_reward,98,2025-05-08 22:40:05,MOCK0003567
PT00006050,U001002,order_reward,462,2025-03-08 02:32:01,MOCK0011180
PT00006051,U004695,redeem,-408,2025-07-30 18:20:35,MOCK0009420
PT00006052,U002363,order_reward,429,2025-05-01 02:45:46,MOCK0010932
PT00006053,U004715,order_reward,672,2025-09-02 13:03:06,MOCK0002465
PT00006054,U003134,expire,-685,2026-07-03 10:45:42,MOCK0008005
PT00006055,U002308,redeem,-703,2026-02-07 22:18:07,MOCK0002001
PT00006056,U002280,redeem,-10,2025-11-13 07:25:25,MOCK0004122
PT00006057,U003854,redeem,-426,2025-12-20 14:25:58,MOCK0001875
PT00006058,U002698,expire,-166,2025-12-10 03:09:49,MOCK0002100
PT00006059,U002317,refund_deduct,-527,2026-02-11 03:36:39,MOCK0000853
PT00006060,U001113,redeem,-701,2025-06-09 19:01:30,MOCK0007480
PT00006061,U000167,refund_deduct,-358,2025-12-19 09:06:58,MOCK0011862
PT00006062,U000132,order_reward,677,2025-06-21 19:13:53,MOCK0005537
PT00006063,U004751,expire,-221,2025-11-09 21:42:55,MOCK0011941
PT00006064,U003058,order_reward,38,2025-03-19 20:30:04,MOCK0000665
PT00006065,U001912,order_reward,257,2026-05-10 04:29:34,MOCK0007384
PT00006066,U001525,redeem,-685,2025-05-19 09:50:05,MOCK0007041
PT00006067,U001737,redeem,-763,2026-08-01 20:45:49,MOCK0011871
PT00006068,U003777,redeem,-379,2026-06-16 09:24:55,MOCK0003147
PT00006069,U001575,campaign_reward,450,2025-03-26 23:16:41,MOCK0011274
PT00006070,U004740,order_reward,660,2025-08-25 16:04:04,MOCK0000637
PT00006071,U003870,campaign_reward,326,2025-04-16 02:13:21,MOCK0002088
PT00006072,U003301,redeem,-509,2025-02-04 02:12:36,MOCK0006255
PT00006073,U001475,campaign_reward,546,2025-12-07 14:58:10,MOCK0000318
PT00006074,U002495,campaign_reward,475,2025-11-28 06:06:51,MOCK0001207
PT00006075,U001752,expire,-568,2025-03-27 08:37:30,MOCK0005490
PT00006076,U003613,order_reward,293,2025-09-30 16:46:02,MOCK0007070
PT00006077,U003115,order_reward,188,2025-12-08 00:02:21,MOCK0009695
PT00006078,U000850,refund_deduct,-400,2025-05-29 08:17:55,MOCK0004550
PT00006079,U004225,order_reward,523,2026-06-30 16:04:23,MOCK0002042
PT00006080,U000031,campaign_reward,379,2026-01-30 01:46:54,MOCK0002622
PT00006081,U000727,order_reward,662,2025-07-13 10:15:19,MOCK0002104
PT00006082,U000111,order_reward,222,2026-06-02 13:49:52,MOCK0011680
PT00006083,U002918,campaign_reward,543,2025-02-22 06:06:08,MOCK0000282
PT00006084,U001440,campaign_reward,625,2026-08-18 22:41:53,MOCK0000620
PT00006085,U000502,campaign_reward,532,2025-01-19 11:03:31,MOCK0003480
PT00006086,U003587,refund_deduct,-556,2025-05-05 10:31:54,MOCK0006292
PT00006087,U003633,redeem,-711,2025-12-12 02:53:49,MOCK0011003
PT00006088,U000799,campaign_reward,319,2025-01-06 19:07:55,MOCK0004114
PT00006089,U002572,refund_deduct,-780,2025-01-19 13:49:11,MOCK0008118
PT00006090,U002691,order_reward,424,2025-08-29 19:34:10,MOCK0008421
PT00006091,U000198,order_reward,544,2025-11-19 00:31:03,MOCK0009547
PT00006092,U001638,redeem,-496,2025-05-29 17:03:33,MOCK0005895
PT00006093,U004002,order_reward,603,2026-08-17 11:57:12,MOCK0002409
PT00006094,U004603,redeem,-483,2025-12-07 15:49:05,MOCK0010063
PT00006095,U002068,order_reward,486,2025-05-07 16:30:34,MOCK0005211
PT00006096,U001455,campaign_reward,617,2026-04-04 20:24:34,MOCK0010901
PT00006097,U001984,order_reward,310,2025-11-19 06:20:41,MOCK0009176
PT00006098,U003848,order_reward,584,2026-06-07 14:05:12,MOCK0004006
PT00006099,U000490,order_reward,463,2025-07-18 20:51:14,MOCK0002076
PT00006100,U003287,expire,-683,2026-01-10 12:56:46,MOCK0007522
PT00006101,U004350,order_reward,484,2025-11-30 00:50:52,MOCK0001039
PT00006102,U001599,expire,-283,2025-08-03 15:03:54,MOCK0007583
PT00006103,U004665,campaign_reward,27,2025-06-14 09:29:12,MOCK0002459
PT00006104,U001737,refund_deduct,-29,2025-12-30 03:21:02,MOCK0008335
PT00006105,U001468,redeem,-297,2025-05-14 16:23:43,MOCK0002941
PT00006106,U000711,redeem,-705,2025-01-07 14:22:32,MOCK0005915
PT00006107,U000839,refund_deduct,-582,2025-04-15 02:25:16,MOCK0007006
PT00006108,U000346,redeem,-247,2026-07-01 18:53:52,MOCK0006007
PT00006109,U000886,redeem,-583,2025-11-03 01:18:54,MOCK0011171
PT00006110,U003772,order_reward,734,2026-07-08 00:11:02,MOCK0011712
PT00006111,U002050,order_reward,738,2025-12-05 20:24:04,MOCK0001841
PT00006112,U000216,order_reward,290,2026-01-08 01:48:31,MOCK0005902
PT00006113,U003041,redeem,-438,2025-11-23 10:23:15,MOCK0004792
PT00006114,U002409,expire,-766,2025-05-06 16:04:14,MOCK0001356
PT00006115,U003861,order_reward,348,2025-10-16 20:51:59,MOCK0011439
PT00006116,U004103,campaign_reward,473,2025-03-03 13:53:43,MOCK0003017
PT00006117,U003967,redeem,-294,2026-08-01 08:25:50,MOCK0007739
PT00006118,U003316,order_reward,449,2025-04-03 15:52:26,MOCK0010105
PT00006119,U001509,redeem,-738,2026-08-02 12:59:10,MOCK0010692
PT00006120,U003996,redeem,-279,2025-05-23 00:45:01,MOCK0001439
PT00006121,U001179,order_reward,419,2025-02-15 12:54:10,MOCK0004783
PT00006122,U004030,refund_deduct,-406,2025-11-17 21:17:08,MOCK0009167
PT00006123,U004550,order_reward,382,2025-01-24 00:18:40,MOCK0007693
PT00006124,U001966,campaign_reward,478,2025-02-19 20:36:31,MOCK0005666
PT00006125,U004661,redeem,-778,2026-03-13 13:51:05,MOCK0010949
PT00006126,U002000,order_reward,718,2025-10-04 19:09:05,MOCK0000634
PT00006127,U000118,order_reward,385,2025-12-16 12:42:49,MOCK0005983
PT00006128,U002243,order_reward,224,2025-04-18 12:51:39,MOCK0003625
PT00006129,U002992,order_reward,793,2025-03-02 18:10:55,MOCK0005646
PT00006130,U004355,redeem,-713,2026-01-03 12:23:47,MOCK0000885
PT00006131,U004399,expire,-796,2025-08-17 14:19:17,MOCK0004405
PT00006132,U004609,order_reward,661,2025-09-21 19:39:06,MOCK0006518
PT00006133,U003637,expire,-755,2026-07-11 00:40:03,MOCK0000491
