order_item_id,order_id,product_id,sku_id,quantity,unit_price,discount_amount,paid_amount,cost_amount
OI000008443,O00004971,P000427,SKU0000853,1,1058.05,29.58,1028.47,814.51
OI000008444,O00004972,P001021,SKU0002042,1,1195.46,168.05,1027.41,685.66
OI000008445,O00004972,P001261,SKU0002522,1,2623.47,65.73,2557.74,1941.77
OI000008446,O00004972,P001101,SKU0002201,1,3136.16,371.74,2764.42,2592.59
OI000008447,O00004973,P001110,SKU0002220,1,1063.98,128.38,935.6,641.08
OI000008448,O00004974,P001141,SKU0002281,1,892.84,154.53,738.31,664.59
OI000008449,O00004975,P000424,SKU0000847,1,1423.2,69.69,1353.51,990.7
OI000008450,O00004976,P001163,SKU0002326,1,2195.25,166.24,2029.01,1120.8
OI000008451,O00004977,P001377,SKU0002753,3,2235.94,533.11,6174.71,4172.19
OI000008452,O00004977,P000657,SKU0001314,1,147.61,22.32,125.29,82.95
OI000008453,O00004978,P001364,SKU0002728,2,597.72,149.13,1046.31,714.12
OI000008454,O00004978,P000004,SKU0000007,1,847.54,47.39,800.15,598.94
OI000008455,O00004978,P000724,SKU0001448,4,434.33,135.49,1601.83,1214.12
OI000008456,O00004978,P001204,SKU0002407,1,1146.71,143.65,1003.06,633.61
OI000008457,O00004979,P001370,SKU0002740,2,2102.83,83.5,4122.16,2320.94
OI000008458,O00004980,P000967,SKU0001933,1,1207.16,5.26,1201.9,646.2
OI000008459,O00004981,P001059,SKU0002117,1,480.72,57.28,423.44,369.18
OI000008460,O00004982,P000308,SKU0000615,1,2574.06,15.71,2558.35,1960.48
OI000008461,O00004982,P000788,SKU0001575,2,1941.58,342.12,3541.04,1938.44
OI000008462,O00004982,P000468,SKU0000936,1,235.35,2.24,233.11,134.52
OI000008463,O00004982,P001348,SKU0002696,1,2954.06,103.16,2850.9,1825.46
OI000008464,O00004983,P000049,SKU0000097,1,1450.84,200.54,1250.3,821.14
OI000008465,O00004984,P000245,SKU0000489,1,866.9,82.93,783.97,519.11
OI000008466,O00004984,P001045,SKU0002090,1,1049.64,65.09,984.55,735.03
OI000008467,O00004985,P001161,SKU0002322,2,2302.02,374.5,4229.54,3547.98
OI000008468,O00004985,P000921,SKU0001841,1,1839.27,163.92,1675.35,1137.68
OI000008469,O00004985,P000441,SKU0000881,2,1170.21,97.94,2242.48,1788.4
OI000008470,O00004986,P001486,SKU0002971,1,860.29,62.28,798.01,468.76
OI000008471,O00004986,P001246,SKU0002491,1,2029.59,277.96,1751.63,1230.89
OI000008472,O00004987,P000434,SKU0000867,1,367.02,60.12,306.9,194.97
OI000008473,O00004988,P001087,SKU0002174,1,633.15,85.55,547.6,441.5
OI000008474,O00004989,P001163,SKU0002326,1,2219.92,92.71,2127.21,1120.8
OI000008475,O00004989,P001483,SKU0002966,3,3256.08,446.98,9321.26,7044.93
OI000008476,O00004990,P001299,SKU0002597,1,2626.28,362.22,2264.06,2037.14
OI000008477,O00004990,P000019,SKU0000038,1,3319.32,469.21,2850.11,2312.73
OI000008478,O00004990,P001299,SKU0002597,3,2587.22,369.31,7392.35,6111.42
OI000008479,O00004991,P000782,SKU0001564,2,2180.19,656.0,3704.38,2637.16
OI000008480,O00004991,P001342,SKU0002684,1,3456.6,57.66,3398.94,2619.95
OI000008481,O00004991,P000382,SKU0000763,1,1762.45,39.06,1723.39,1410.15
OI000008482,O00004992,P000512,SKU0001023,1,1824.8,111.05,1713.75,895.03
OI000008483,O00004993,P000438,SKU0000876,1,108.25,7.72,100.53,73.51
OI000008484,O00004993,P001398,SKU0002796,1,1243.79,130.39,1113.4,799.55
OI000008485,O00004994,P000075,SKU0000149,1,975.87,123.82,852.05,702.74
OI000008486,O00004995,P001250,SKU0002499,1,2321.35,77.52,2243.83,1370.62
OI000008487,O00004996,P001473,SKU0002946,2,795.7,74.82,1516.58,1019.98
OI000008488,O00004997,P001020,SKU0002039,1,2643.95,302.99,2340.96,1838.74
OI000008489,O00004998,P000045,SKU0000089,1,619.72,57.28,562.44,392.37
OI000008490,O00004999,P001168,SKU0002336,1,81.2,6.9,74.3,58.07
OI000008491,O00005000,P000483,SKU0000966,2,1957.07,561.65,3352.49,2031.0
OI000008492,O00005000,P000323,SKU0000646,1,3303.5,23.25,3280.25,1852.92
OI000008493,O00005000,P000483,SKU0000966,2,2007.33,129.0,3885.66,2031.0
OI000008494,O00005000,P001203,SKU0002405,1,2421.98,322.72,2099.26,1855.17
OI000008495,O00005001,P000483,SKU0000966,2,2042.38,610.5,3474.26,2031.0
OI000008496,O00005002,P000199,SKU0000397,2,1766.32,48.98,3483.66,2179.76
OI000008497,O00005002,P001319,SKU0002638,1,1743.36,120.69,1622.67,1406.57
OI000008498,O00005002,P000039,SKU0000077,1,437.4,59.1,378.3,230.18
OI000008499,O00005003,P001029,SKU0002058,1,1254.37,80.5,1173.87,658.04
OI000008500,O00005004,P000159,SKU0000317,1,830.58,123.45,707.13,538.99
OI000008501,O00005005,P000980,SKU0001959,1,1162.73,106.67,1056.06,850.0
OI000008502,O00005005,P000740,SKU0001479,1,29.92,2.88,27.04,15.52
OI000008503,O00005005,P000180,SKU0000360,2,1172.2,152.76,2191.64,1265.5
OI000008504,O00005006,P001146,SKU0002292,2,70.74,8.6,132.88,84.34
OI000008505,O00005007,P000631,SKU0001262,1,820.86,95.77,725.09,417.61
OI000008506,O00005007,P000551,SKU0001101,2,2141.44,753.88,3529.0,3261.84
OI000008507,O00005007,P001111,SKU0002222,1,1599.98,21.56,1578.42,1029.23
OI000008508,O00005007,P000071,SKU0000141,2,2425.44,752.11,4098.77,3577.04
OI000008509,O00005008,P001381,SKU0002762,1,2424.34,187.33,2237.01,1465.63
OI000008510,O00005008,P001381,SKU0002762,1,2284.47,107.72,2176.75,1465.63
OI000008511,O00005008,P000261,SKU0000521,1,439.08,57.29,381.79,226.33
OI000008512,O00005009,P000171,SKU0000341,1,1762.24,135.78,1626.46,1244.2
OI000008513,O00005009,P000811,SKU0001621,1,1662.66,173.03,1489.63,963.17
OI000008514,O00005010,P000770,SKU0001539,1,125.0,2.29,122.71,86.24
OI000008515,O00005011,P001309,SKU0002617,1,3445.91,98.56,3347.35,1974.91
OI000008516,O00005012,P000546,SKU0001092,2,2854.57,670.24,5038.9,3315.56
OI000008517,O00005012,P000866,SKU0001731,1,3039.2,221.77,2817.43,1701.52
OI000008518,O00005013,P001409,SKU0002817,1,1862.1,135.26,1726.84,1226.03
OI000008519,O00005013,P000449,SKU0000897,1,1503.39,133.27,1370.12,1113.23
OI000008520,O00005013,P000129,SKU0000257,1,225.17,8.23,216.94,146.89
OI000008521,O00005013,P000289,SKU0000578,1,3127.09,241.5,2885.59,2255.61
OI000008522,O00005014,P000238,SKU0000475,1,2549.64,422.92,2126.72,2026.74
OI000008523,O00005015,P000991,SKU0001981,3,2671.53,110.08,7904.51,6264.84
OI000008524,O00005016,P001040,SKU0002080,1,1850.57,43.3,1807.27,1451.01
OI000008525,O00005017,P000447,SKU0000893,4,1058.82,451.44,3783.84,2579.44
OI000008526,O00005017,P001407,SKU0002814,1,638.73,71.13,567.6,376.52
OI000008527,O00005018,P000200,SKU0000400,1,1531.25,127.22,1404.03,912.69
OI000008528,O00005019,P000649,SKU0001298,1,2521.12,257.93,2263.19,1401.69
OI000008529,O00005020,P000624,SKU0001247,1,643.5,78.51,564.99,332.59
OI000008530,O00005020,P000144,SKU0000287,1,2920.06,97.23,2822.83,1704.38
OI000008531,O00005020,P000784,SKU0001568,1,1665.63,257.17,1408.46,829.12
OI000008532,O00005021,P000479,SKU0000957,1,2769.12,252.28,2516.84,1869.17
OI000008533,O00005022,P001343,SKU0002685,3,21.22,10.62,53.04,41.25
OI000008534,O00005023,P000354,SKU0000708,1,1428.92,125.88,1303.04,952.76
OI000008535,O00005024,P001325,SKU0002649,1,2440.29,317.37,2122.92,1502.79
OI000008536,O00005024,P000845,SKU0001689,1,2252.34,342.27,1910.07,1398.57
OI000008537,O00005024,P001325,SKU0002649,1,2499.63,204.87,2294.76,1502.79
OI000008538,O00005025,P000861,SKU0001721,1,1134.27,13.01,1121.26,685.17
OI000008539,O00005026,P000210,SKU0000420,4,3051.03,556.27,11647.85,8674.68
OI000008540,O00005027,P001439,SKU0002877,3,403.81,205.17,1006.26,774.06
OI000008541,O00005027,P001039,SKU0002078,2,2528.37,244.51,4812.23,3551.22
OI000008542,O00005027,P000639,SKU0001278,1,2715.81,151.51,2564.3,2102.08
OI000008543,O00005027,P000719,SKU0001438,4,2157.3,1305.37,7323.83,5693.08
OI000008544,O00005028,P001258,SKU0002516,1,1417.51,249.14,1168.37,734.97
OI000008545,O00005028,P001178,SKU0002356,1,1715.76,16.71,1699.05,1232.13
OI000008546,O00005029,P001292,SKU0002584,1,2107.34,18.8,2088.54,1473.34
OI000008547,O00005029,P000812,SKU0001623,1,2041.67,23.05,2018.62,1311.71
OI000008548,O00005030,P001431,SKU0002862,1,2501.25,137.3,2363.95,1781.92
OI000008549,O00005031,P000407,SKU0000814,1,1107.34,17.65,1089.69,809.27
OI000008550,O00005031,P001047,SKU0002094,1,3047.08,387.48,2659.6,1762.44
OI000008551,O00005032,P000440,SKU0000879,1,1438.03,200.32,1237.71,1003.85
OI000008552,O00005033,P000675,SKU0001350,2,2740.39,693.69,4787.09,4031.46
OI000008553,O00005033,P000355,SKU0000709,1,992.67,38.96,953.71,515.55
OI000008554,O00005034,P000904,SKU0001807,2,3344.28,345.55,6343.01,4877.8
OI000008555,O00005034,P000344,SKU0000687,2,1791.25,566.55,3015.95,1967.42
OI000008556,O00005035,P000529,SKU0001058,1,678.48,66.01,612.47,470.71
OI000008557,O00005036,P001454,SKU0002907,1,1414.04,18.69,1395.35,1018.4
OI000008558,O00005037,P000271,SKU0000542,1,721.16,23.74,697.42,545.73
OI000008559,O00005037,P000431,SKU0000862,1,1468.51,115.46,1353.05,807.65
OI000008560,O00005037,P000191,SKU0000382,1,133.5,8.73,124.77,89.59
OI000008561,O00005037,P000911,SKU0001822,2,116.05,6.12,225.98,144.8
OI000008562,O00005038,P001393,SKU0002785,1,393.48,22.13,371.35,227.42
OI000008563,O00005039,P001170,SKU0002340,2,1335.7,442.29,2229.11,2075.34
OI000008564,O00005040,P000434,SKU0000868,2,397.59,11.22,783.96,401.0
OI000008565,O00005040,P000034,SKU0000068,1,1810.55,77.65,1732.9,1099.12
OI000008566,O00005040,P000274,SKU0000548,4,1425.76,979.09,4723.95,4055.08
OI000008567,O00005041,P000552,SKU0001104,1,1060.69,61.09,999.6,581.65
OI000008568,O00005041,P000872,SKU0001744,4,2878.17,1833.45,9679.23,6072.56
OI000008569,O00005041,P000232,SKU0000463,2,945.57,121.73,1769.41,1072.54
OI000008570,O00005042,P000821,SKU0001642,1,2690.78,410.48,2280.3,1962.36
OI000008571,O00005042,P000421,SKU0000841,1,3094.03,468.08,2625.95,2089.33
OI000008572,O00005043,P001331,SKU0002661,1,1145.34,169.71,975.63,908.52
OI000008573,O00005043,P000291,SKU0000582,1,824.19,90.88,733.31,649.94
OI000008574,O00005043,P000611,SKU0001222,2,19.56,5.39,33.73,21.88
OI000008575,O00005044,P000749,SKU0001498,2,910.54,280.72,1540.36,1479.58
OI000008576,O00005045,P001009,SKU0002018,1,3040.16,28.9,3011.26,1816.62
OI000008577,O00005046,P000152,SKU0000303,1,1325.98,34.66,1291.32,915.83
OI000008578,O00005047,P001021,SKU0002041,1,1292.02,92.57,1199.45,852.83
OI000008579,O00005048,P000233,SKU0000466,1,3137.04,365.97,2771.07,1689.38
OI000008580,O00005048,P000393,SKU0000786,1,728.5,90.12,638.38,383.73
OI000008581,O00005049,P000835,SKU0001670,1,1086.65,111.6,975.05,866.35
OI000008582,O00005050,P000387,SKU0000773,1,2603.87,247.08,2356.79,1502.43
OI000008583,O00005051,P000959,SKU0001918,1,1146.3,157.56,988.74,821.71
OI000008584,O00005051,P000079,SKU0000157,1,2870.09,109.1,2760.99,1449.05
OI000008585,O00005052,P000237,SKU0000474,1,2431.68,290.92,2140.76,1590.22
OI000008586,O00005053,P000189,SKU0000377,1,912.05,77.0,835.05,549.27
OI000008587,O00005054,P000211,SKU0000421,1,1076.35,147.87,928.48,633.03
OI000008588,O00005055,P000785,SKU0001570,1,1375.88,35.02,1340.86,876.93
OI000008589,O00005056,P000876,SKU0001752,1,3079.98,100.67,2979.31,2008.3
OI000008590,O00005057,P000461,SKU0000922,1,343.06,33.81,309.25,193.87
OI000008591,O00005058,P000586,SKU0001171,1,631.43,81.21,550.22,444.36
OI000008592,O00005059,P000450,SKU0000899,1,418.34,21.04,397.3,215.79
OI000008593,O00005060,P001110,SKU0002220,1,1003.08,112.84,890.24,641.08
OI000008594,O00005060,P000070,SKU0000139,1,2579.9,220.49,2359.41,1355.75
OI000008595,O00005060,P001270,SKU0002539,2,410.54,131.59,689.49,486.84
OI000008596,O00005061,P000293,SKU0000585,2,2889.21,748.36,5030.06,4731.48
OI000008597,O00005062,P000767,SKU0001533,2,1700.28,406.45,2994.11,2247.86
OI000008598,O00005063,P000286,SKU0000571,1,1373.16,178.56,1194.6,966.28
OI000008599,O00005063,P001166,SKU0002332,1,1392.99,160.64,1232.35,1080.26
OI000008600,O00005063,P000606,SKU0001211,1,1346.55,204.14,1142.41,975.44
OI000008601,O00005063,P001326,SKU0002651,3,2229.04,851.81,5835.31,4724.97
OI000008602,O00005064,P001034,SKU0002067,1,1665.85,249.24,1416.61,1290.62
OI000008603,O00005064,P000954,SKU0001907,2,389.74,42.73,736.75,572.76
OI000008604,O00005065,P000158,SKU0000316,1,1324.01,124.14,1199.87,1010.62
OI000008605,O00005066,P000849,SKU0001697,1,397.39,63.15,334.24,223.77
OI000008606,O00005067,P000443,SKU0000886,1,18.27,0.26,18.01,12.23
OI000008607,O00005068,P001344,SKU0002687,2,2280.01,634.16,3925.86,2982.62
OI000008608,O00005069,P001045,SKU0002089,1,991.63,114.39,877.24,748.94
OI000008609,O00005070,P001333,SKU0002666,1,1292.5,35.51,1256.99,798.48
OI000008610,O00005070,P000853,SKU0001706,2,2646.67,224.94,5068.4,3701.88
OI000008611,O00005071,P001231,SKU0002461,1,267.92,21.65,246.27,154.59
OI000008612,O00005072,P001310,SKU0002620,1,625.25,45.07,580.18,459.92
OI000008613,O00005072,P000910,SKU0001819,1,1071.45,127.57,943.88,718.46
OI000008614,O00005072,P000270,SKU0000539,1,940.83,151.94,788.89,695.17
OI000008615,O00005073,P000470,SKU0000940,1,2437.8,142.84,2294.96,1506.73
OI000008616,O00005073,P001270,SKU0002539,1,411.5,37.29,374.21,243.42
OI000008617,O00005074,P000212,SKU0000423,1,1954.82,143.87,1810.95,1515.18
OI000008618,O00005075,P000493,SKU0000985,1,1652.6,22.74,1629.86,1315.31
OI000008619,O00005076,P000432,SKU0000863,1,588.2,78.19,510.01,295.87
OI000008620,O00005077,P001417,SKU0002834,1,3408.85,13.29,3395.56,2167.68
OI000008621,O00005078,P000490,SKU0000979,1,2760.33,118.65,2641.68,1443.28
OI000008622,O00005078,P000890,SKU0001780,1,218.01,18.38,199.63,160.59
OI000008623,O00005078,P000970,SKU0001939,1,2163.5,168.2,1995.3,1458.48
OI000008624,O00005078,P000890,SKU0001779,1,212.74,6.3,206.44,152.31
OI000008625,O00005079,P001460,SKU0002919,1,2103.09,217.57,1885.52,1563.89
OI000008626,O00005080,P000327,SKU0000653,2,1687.84,452.98,2922.7,2485.06
OI000008627,O00005080,P001287,SKU0002573,2,209.51,29.85,389.17,212.74
OI000008628,O00005081,P000282,SKU0000563,1,2565.98,170.96,2395.02,1343.31
OI000008629,O00005081,P000762,SKU0001523,1,1316.39,7.32,1309.07,865.13
OI000008630,O00005081,P001402,SKU0002804,1,3094.8,377.07,2717.73,2040.78
OI000008631,O00005081,P000122,SKU0000243,2,1460.53,246.58,2674.48,2328.42
OI000008632,O00005082,P000078,SKU0000155,1,1145.72,55.4,1090.32,853.15
OI000008633,O00005082,P001278,SKU0002555,1,220.75,24.92,195.83,116.78
OI000008634,O00005083,P000005,SKU0000010,2,2006.25,187.5,3825.0,2414.3
OI000008635,O00005084,P001108,SKU0002216,4,2831.53,773.03,10553.09,7989.28
OI000008636,O00005085,P000909,SKU0001817,1,593.37,70.82,522.55,439.02
OI000008637,O00005086,P000761,SKU0001521,1,2003.32,193.9,1809.42,1178.9
OI000008638,O00005087,P000130,SKU0000260,1,1672.5,105.65,1566.85,923.28
OI000008639,O00005087,P001010,SKU0002019,1,3019.28,328.97,2690.31,1558.08
OI000008640,O00005087,P000690,SKU0001379,1,3009.96,400.24,2609.72,1888.54
OI000008641,O00005088,P001209,SKU0002417,1,1168.69,17.53,1151.16,697.49
OI000008642,O00005089,P000336,SKU0000671,1,625.73,40.11,585.62,490.09
OI000008643,O00005089,P000816,SKU0001631,1,869.42,104.61,764.81,474.5
OI000008644,O00005089,P000576,SKU0001152,1,745.59,43.83,701.76,504.99
OI000008645,O00005090,P001319,SKU0002637,1,1790.5,150.52,1639.98,906.04
OI000008646,O00005090,P001159,SKU0002318,1,2648.83,334.95,2313.88,1766.89
OI000008647,O00005090,P000439,SKU0000878,1,2336.58,72.66,2263.92,1480.4
OI000008648,O00005091,P001436,SKU0002872,2,269.4,67.42,471.38,311.08
OI000008649,O00005092,P000714,SKU0001427,2,1363.01,404.2,2321.82,1736.5
OI000008650,O00005093,P000955,SKU0001910,1,710.63,5.62,705.01,389.3
OI000008651,O00005093,P000395,SKU0000789,2,3118.27,1010.91,5225.63,4712.28
OI000008652,O00005094,P000612,SKU0001224,1,3119.16,371.63,2747.53,2161.55
OI000008653,O00005094,P000532,SKU0001063,1,1599.99,38.95,1561.04,1114.03
OI000008654,O00005095,P000410,SKU0000819,2,2103.18,103.03,4103.33,2122.28
OI000008655,O00005096,P001287,SKU0002574,1,234.69,12.49,222.2,113.24
OI000008656,O00005096,P000727,SKU0001454,1,750.8,1.24,749.56,503.67
OI000008657,O00005097,P000918,SKU0001836,1,2205.32,296.03,1909.29,1634.92
OI000008658,O00005098,P000116,SKU0000231,1,3350.44,255.12,3095.32,2064.97
OI000008659,O00005099,P001094,SKU0002187,1,2300.37,83.14,2217.23,1685.13
OI000008660,O00005099,P001414,SKU0002827,1,935.97,151.78,784.19,703.3
OI000008661,O00005100,P001227,SKU0002453,1,105.78,6.76,99.02,57.43
OI000008662,O00005101,P000281,SKU0000562,1,2795.35,260.98,2534.37,1372.98
OI000008663,O00005102,P000021,SKU0000042,1,1563.03,151.36,1411.67,990.09
OI000008664,O00005103,P000532,SKU0001064,1,1430.87,173.27,1257.6,1140.48
OI000008665,O00005103,P001092,SKU0002183,2,1616.62,536.1,2697.14,2158.24
OI000008666,O00005104,P001390,SKU0002780,1,3136.87,121.93,3014.94,2305.36
OI000008667,O00005105,P001207,SKU0002414,1,2402.0,396.53,2005.47,1811.72
OI000008668,O00005105,P000887,SKU0001773,3,1837.07,981.17,4530.04,4285.14
OI000008669,O00005106,P001490,SKU0002980,1,2682.64,473.6,2209.04,1381.03
OI000008670,O00005107,P001156,SKU0002311,3,1983.24,91.68,5858.04,3405.66
OI000008671,O00005107,P000196,SKU0000391,1,887.05,84.51,802.54,608.78
OI000008672,O00005107,P000436,SKU0000871,2,1071.14,221.6,1920.68,1272.22
OI000008673,O00005108,P000188,SKU0000376,1,2221.1,7.9,2213.2,1324.72
OI000008674,O00005109,P001160,SKU0002320,2,2099.43,144.38,4054.48,2158.86
OI000008675,O00005109,P000520,SKU0001040,1,2389.03,330.69,2058.34,1797.0
OI000008676,O00005109,P000840,SKU0001680,3,1373.32,293.37,3826.59,2622.3
OI000008677,O00005110,P000575,SKU0001150,1,2913.61,211.24,2702.37,1805.72
OI000008678,O00005111,P000981,SKU0001961,1,1632.1,267.59,1364.51,892.83
OI000008679,O00005112,P001304,SKU0002607,1,262.7,31.08,231.62,194.52
OI000008680,O00005113,P000975,SKU0001950,2,335.59,48.99,622.19,377.16
OI000008681,O00005114,P000228,SKU0000455,1,552.8,81.7,471.1,428.41
OI000008682,O00005115,P000430,SKU0000859,2,2029.11,52.83,4005.39,3170.32
OI000008683,O00005115,P001310,SKU0002619,1,557.23,27.71,529.52,300.35
OI000008684,O00005116,P001468,SKU0002935,1,1489.71,102.31,1387.4,921.2
OI000008685,O00005116,P001388,SKU0002776,1,1919.48,293.03,1626.45,1405.54
OI000008686,O00005116,P000028,SKU0000055,1,2172.5,366.76,1805.74,1107.39
OI000008687,O00005116,P000508,SKU0001015,1,2363.21,296.09,2067.12,1829.25
OI000008688,O00005117,P000837,SKU0001674,1,2811.46,444.77,2366.69,2078.09
OI000008689,O00005117,P001317,SKU0002633,1,918.66,36.37,882.29,701.76
OI000008690,O00005117,P000917,SKU0001834,1,421.5,69.92,351.58,233.87
OI000008691,O00005118,P001045,SKU0002090,2,1037.76,339.96,1735.56,1470.06
OI000008692,O00005119,P001317,SKU0002634,1,885.85,36.79,849.06,555.62
OI000008693,O00005119,P001077,SKU0002153,1,42.77,3.23,39.54,34.12
OI000008694,O00005119,P000917,SKU0001833,1,420.73,33.97,386.76,292.4
OI000008695,O00005120,P001102,SKU0002203,4,1175.89,746.92,3956.64,2596.12
OI000008696,O00005120,P000862,SKU0001723,1,1378.98,10.85,1368.13,875.03
OI000008697,O00005121,P000703,SKU0001405,1,3296.97,533.18,2763.79,2387.11
OI000008698,O00005122,P000532,SKU0001064,3,1520.05,171.03,4389.12,3421.44
OI000008699,O00005122,P000372,SKU0000744,1,1638.0,207.54,1430.46,1249.92
OI000008700,O00005123,P000536,SKU0001071,1,2877.19,446.01,2431.18,1474.17
OI000008701,O00005124,P000561,SKU0001121,1,2413.39,0.62,2412.77,1856.77
OI000008702,O00005125,P000244,SKU0000488,1,2006.59,311.1,1695.49,1056.87
OI000008703,O00005125,P000164,SKU0000327,1,2552.57,153.25,2399.32,2028.22
OI000008704,O00005126,P000621,SKU0001241,1,1589.26,232.69,1356.57,908.54
OI000008705,O00005127,P000824,SKU0001647,1,860.63,56.51,804.12,513.11
OI000008706,O00005127,P000104,SKU0000207,2,2163.79,345.66,3981.92,3187.02
OI000008707,O00005128,P000879,SKU0001757,2,731.72,191.62,1271.82,935.3
OI000008708,O00005129,P000104,SKU0000208,1,1773.95,295.18,1478.77,1165.32
OI000008709,O00005130,P000976,SKU0001951,1,2210.0,56.74,2153.26,1650.68
OI000008710,O00005131,P000776,SKU0001551,1,2305.23,199.83,2105.4,1590.56
OI000008711,O00005132,P000917,SKU0001833,1,413.21,8.75,404.46,292.4
OI000008712,O00005132,P000597,SKU0001194,1,1029.54,75.84,953.7,764.59
OI000008713,O00005133,P000010,SKU0000019,2,507.68,157.52,857.84,607.68
OI000008714,O00005133,P001130,SKU0002260,1,150.42,22.64,127.78,90.08
OI000008715,O00005134,P000223,SKU0000445,1,2675.98,81.61,2594.37,1576.91
OI000008716,O00005135,P001123,SKU0002246,1,3041.5,480.37,2561.13,2284.06
OI000008717,O00005136,P000590,SKU0001179,1,738.72,19.71,719.01,415.22
OI000008718,O00005137,P001130,SKU0002259,1,170.18,4.35,165.83,124.76
OI000008719,O00005137,P000490,SKU0000979,1,2975.96,21.16,2954.8,1443.28
OI000008720,O00005137,P001450,SKU0002900,1,1137.08,1.29,1135.79,755.25
OI000008721,O00005137,P000650,SKU0001300,1,2122.11,136.35,1985.76,1092.85
OI000008722,O00005138,P000835,SKU0001670,1,1163.2,18.42,1144.78,866.35
OI000008723,O00005138,P000915,SKU0001830,1,1781.09,210.51,1570.58,1094.52
OI000008724,O00005138,P000915,SKU0001829,2,1918.55,564.3,3272.8,2279.24
OI000008725,O00005138,P000915,SKU0001830,1,1750.37,105.54,1644.83,1094.52
OI000008726,O00005139,P000093,SKU0000185,1,203.29,34.14,169.15,145.59
OI000008727,O00005139,P000493,SKU0000985,1,1764.86,56.02,1708.84,1315.31
OI000008728,O00005140,P000166,SKU0000331,1,3059.46,125.81,2933.65,1561.59
OI000008729,O00005141,P000182,SKU0000363,3,827.93,17.02,2466.77,1441.68
OI000008730,O00005141,P000822,SKU0001643,1,1510.85,186.31,1324.54,822.67
OI000008731,O00005142,P001067,SKU0002133,4,2761.19,779.61,10265.15,7352.44
OI000008732,O00005142,P000667,SKU0001333,1,2687.86,261.64,2426.22,1474.09
OI000008733,O00005143,P000406,SKU0000812,1,352.94,0.33,352.61,224.18
OI000008734,O00005143,P001366,SKU0002732,1,156.83,12.7,144.13,99.17
OI000008735,O00005144,P001433,SKU0002865,1,2465.72,354.59,2111.13,1851.61
OI000008736,O00005145,P001376,SKU0002751,2,508.36,175.85,840.87,515.44
OI000008737,O00005146,P001402,SKU0002803,3,2857.95,201.89,8371.96,6471.45
OI000008738,O00005146,P000762,SKU0001523,2,1327.64,254.58,2400.7,1730.26
OI000008739,O00005147,P000994,SKU0001987,2,53.86,9.21,98.51,81.4
OI000008740,O00005147,P000834,SKU0001668,1,577.59,62.75,514.84,411.71
OI000008741,O00005148,P000573,SKU0001146,1,97.54,9.43,88.11,57.63
OI000008742,O00005149,P000736,SKU0001471,3,2833.78,570.19,7931.15,4313.94
OI000008743,O00005149,P001456,SKU0002911,1,2164.77,11.81,2152.96,1433.14
OI000008744,O00005149,P001296,SKU0002591,1,1695.37,219.22,1476.15,1075.83
OI000008745,O00005149,P000976,SKU0001951,1,2184.68,178.21,2006.47,1650.68
OI000008746,O00005150,P000604,SKU0001207,2,2183.5,360.46,4006.54,3350.58
OI000008747,O00005151,P000464,SKU0000927,1,2175.7,144.61,2031.09,1555.12
OI000008748,O00005151,P000464,SKU0000927,1,2259.56,220.23,2039.33,1555.12
OI000008749,O00005152,P001440,SKU0002880,1,1281.72,224.26,1057.46,640.89
OI000008750,O00005152,P000720,SKU0001440,1,89.33,5.23,84.1,50.93
OI000008751,O00005152,P001120,SKU0002240,1,1355.62,146.91,1208.71,805.68
OI000008752,O00005152,P001040,SKU0002080,1,1857.1,105.28,1751.82,1451.01
OI000008753,O00005153,P000065,SKU0000130,1,2272.87,172.45,2100.42,1241.61
OI000008754,O00005153,P001185,SKU0002369,2,1419.23,312.42,2526.04,2161.74
OI000008755,O00005154,P000069,SKU0000138,1,2564.69,442.4,2122.29,1620.61
OI000008756,O00005155,P001203,SKU0002406,1,1964.88,173.21,1791.67,1293.24
OI000008757,O00005156,P000952,SKU0001904,1,1446.69,224.67,1222.02,767.46
OI000008758,O00005157,P000677,SKU0001354,1,2078.85,154.66,1924.19,1447.21
OI000008759,O00005158,P000468,SKU0000935,2,216.22,25.6,406.84,302.72
OI000008760,O00005158,P000468,SKU0000936,1,241.52,5.77,235.75,134.52
OI000008761,O00005159,P000330,SKU0000659,1,2422.05,347.27,2074.78,1528.66
OI000008762,O00005160,P000198,SKU0000396,2,917.01,35.89,1798.13,1066.62
OI000008763,O00005161,P001417,SKU0002834,2,3351.4,113.54,6589.26,4335.36
OI000008764,O00005161,P000297,SKU0000593,1,3018.7,284.76,2733.94,2057.97
OI000008765,O00005162,P000320,SKU0000640,1,132.99,11.64,121.35,84.87
OI000008766,O00005163,P000682,SKU0001364,3,2703.43,844.28,7266.01,4475.88
OI000008767,O00005163,P000922,SKU0001843,2,1436.02,17.06,2854.98,2250.28
OI000008768,O00005163,P000682,SKU0001364,1,2798.58,52.83,2745.75,1491.96
OI000008769,O00005163,P000602,SKU0001204,1,2981.82,35.75,2946.07,1966.21
OI000008770,O00005164,P001423,SKU0002845,1,1636.86,82.52,1554.34,1071.84
OI000008771,O00005165,P001156,SKU0002312,2,1776.59,600.51,2952.67,2086.92
OI000008772,O00005165,P001476,SKU0002951,1,402.45,34.95,367.5,245.63
OI000008773,O00005165,P001316,SKU0002631,1,837.78,53.08,784.7,502.19
OI000008774,O00005166,P000339,SKU0000677,1,2532.14,43.94,2488.2,1872.15
