receipt_id,coupon_id,user_id,received_at,receipt_status,source
CR00004283,CP00124,U000608,2026-06-13 06:13:47,used,push
CR00004284,CP00049,U004372,2025-04-08 01:10:38,used,push
CR00004285,CP00091,U001199,2026-07-01 08:26:25,used,campaign
CR00004286,CP00161,U003324,2026-04-01 10:30:41,unused,new_user
CR00004287,CP00030,U000609,2025-07-21 14:18:22,used,new_user
CR00004288,CP00065,U003144,2025-05-09 17:09:06,used,campaign
CR00004289,CP00057,U000246,2025-06-01 13:06:20,used,campaign
CR00004290,CP00162,U000043,2025-01-19 04:27:44,used,campaign
CR00004291,CP00180,U001336,2026-06-05 21:27:15,used,push
CR00004292,CP00165,U002042,2026-05-31 20:28:54,used,campaign
CR00004293,CP00009,U001020,2025-06-23 19:20:34,unused,campaign
CR00004294,CP00030,U001865,2025-07-29 22:43:43,used,push
CR00004295,CP00085,U000481,2025-04-06 09:51:56,used,campaign
CR00004296,CP00129,U001130,2026-03-13 09:11:16,used,push
CR00004297,CP00149,U001061,2025-12-30 22:33:50,used,new_user
CR00004298,CP00095,U003272,2025-01-27 09:11:56,used,push
CR00004299,CP00050,U004089,2025-08-28 13:44:30,unused,campaign
CR00004300,CP00034,U001969,2026-05-26 12:49:17,expired,member_center
CR00004301,CP00170,U003843,2025-06-09 02:22:58,expired,new_user
CR00004302,CP00052,U004820,2026-03-16 13:06:05,unused,push
CR00004303,CP00076,U002640,2025-02-28 10:28:32,used,member_center
CR00004304,CP00083,U004210,2026-04-06 17:51:49,unused,campaign
CR00004305,CP00114,U002611,2025-09-25 17:07:56,used,campaign
CR00004306,CP00094,U003077,2025-04-13 19:17:18,used,campaign
CR00004307,CP00082,U001749,2026-04-11 14:17:04,expired,new_user
CR00004308,CP00091,U003843,2026-07-05 13:15:19,expired,push
CR00004309,CP00043,U000383,2025-03-20 15:07:25,used,campaign
CR00004310,CP00017,U002955,2025-07-12 02:54:33,expired,campaign
CR00004311,CP00113,U004575,2025-12-12 10:31:40,unused,campaign
CR00004312,CP00172,U000366,2026-02-27 10:33:45,expired,campaign
CR00004313,CP00038,U000556,2026-06-11 00:45:17,expired,campaign
CR00004314,CP00110,U002608,2025-10-02 20:20:58,used,member_center
CR00004315,CP00001,U000568,2025-07-17 19:04:22,expired,push
CR00004316,CP00008,U001889,2025-06-11 23:34:13,expired,campaign
CR00004317,CP00148,U001363,2025-07-22 11:47:59,used,campaign
CR00004318,CP00101,U003692,2025-05-27 04:03:38,used,campaign
CR00004319,CP00149,U000114,2026-01-05 04:40:20,used,new_user
CR00004320,CP00072,U001505,2025-04-26 14:34:31,expired,push
CR00004321,CP00061,U000651,2025-09-22 09:22:26,unused,member_center
CR00004322,CP00112,U003694,2025-12-19 02:20:55,used,push
CR00004323,CP00180,U000055,2026-06-02 10:57:32,expired,new_user
CR00004324,CP00127,U001969,2025-04-20 16:15:01,used,push
CR00004325,CP00050,U002119,2025-09-01 00:49:48,expired,member_center
CR00004326,CP00070,U003418,2025-06-18 21:52:20,used,new_user
CR00004327,CP00032,U001038,2026-01-13 16:13:34,used,campaign
CR00004328,CP00041,U000151,2025-01-24 13:06:02,used,member_center
CR00004329,CP00170,U003638,2025-06-14 21:36:13,expired,push
CR00004330,CP00057,U001405,2025-05-28 13:27:42,expired,member_center
CR00004331,CP00150,U004711,2025-12-11 15:02:52,unused,new_user
CR00004332,CP00135,U001056,2025-11-19 07:01:30,unused,member_center
CR00004333,CP00064,U003754,2026-02-14 21:32:29,expired,campaign
CR00004334,CP00098,U001967,2025-07-09 07:25:44,expired,new_user
CR00004335,CP00131,U001185,2025-09-07 05:48:40,used,campaign
CR00004336,CP00021,U002719,2026-01-22 15:58:54,used,new_user
CR00004337,CP00017,U000869,2025-07-15 06:35:55,used,push
CR00004338,CP00052,U000710,2026-03-16 02:09:18,expired,campaign
CR00004339,CP00043,U004176,2025-03-18 13:31:36,expired,push
CR00004340,CP00140,U004189,2025-06-11 18:16:52,expired,push
CR00004341,CP00027,U000662,2026-03-26 22:21:45,unused,new_user
CR00004342,CP00148,U002393,2025-07-25 11:34:23,used,member_center
CR00004343,CP00014,U001265,2025-11-01 09:07:49,expired,push
CR00004344,CP00175,U000226,2026-08-08 13:26:23,expired,campaign
CR00004345,CP00002,U002347,2026-08-17 09:47:01,unused,campaign
CR00004346,CP00140,U001996,2025-06-03 21:59:50,used,member_center
CR00004347,CP00046,U003544,2026-08-16 04:26:06,used,campaign
CR00004348,CP00098,U003905,2025-07-03 17:05:17,used,campaign
CR00004349,CP00170,U001756,2025-06-15 19:44:58,unused,campaign
CR00004350,CP00013,U001291,2026-08-03 14:28:59,unused,new_user
CR00004351,CP00108,U001722,2026-08-02 03:44:28,expired,campaign
CR00004352,CP00148,U000521,2025-07-24 04:35:16,used,campaign
CR00004353,CP00053,U000416,2025-04-08 02:06:23,unused,push
CR00004354,CP00026,U000174,2025-03-04 09:25:34,used,push
CR00004355,CP00129,U000757,2026-03-07 11:00:40,used,campaign
CR00004356,CP00032,U002001,2026-01-10 04:54:36,used,campaign
CR00004357,CP00038,U000447,2026-06-08 04:18:45,expired,campaign
CR00004358,CP00116,U002544,2026-06-11 05:15:37,unused,member_center
CR00004359,CP00146,U001938,2025-12-18 16:44:52,expired,member_center
CR00004360,CP00029,U000010,2025-09-26 09:49:29,unused,campaign
CR00004361,CP00171,U001165,2025-10-30 03:16:29,expired,member_center
CR00004362,CP00015,U002162,2026-04-14 13:13:02,used,new_user
CR00004363,CP00161,U000299,2026-03-25 09:30:01,used,campaign
CR00004364,CP00031,U003503,2026-05-20 07:06:29,used,campaign
CR00004365,CP00159,U002798,2026-03-22 11:02:42,unused,push
CR00004366,CP00076,U004805,2025-03-07 22:21:29,used,campaign
CR00004367,CP00038,U004703,2026-06-07 05:58:55,used,member_center
CR00004368,CP00178,U001994,2025-09-14 19:29:52,unused,member_center
CR00004369,CP00055,U003952,2026-02-08 08:05:40,used,push
CR00004370,CP00061,U003644,2025-09-27 09:56:57,expired,campaign
CR00004371,CP00110,U001510,2025-10-02 08:53:57,unused,campaign
CR00004372,CP00137,U001772,2026-07-02 16:53:27,used,member_center
CR00004373,CP00179,U001604,2026-04-04 12:57:31,unused,campaign
CR00004374,CP00067,U002984,2025-08-06 05:47:48,used,member_center
CR00004375,CP00053,U001020,2025-04-18 16:55:04,expired,campaign
CR00004376,CP00055,U003982,2026-02-25 17:46:48,used,campaign
CR00004377,CP00113,U001028,2025-12-30 04:46:44,used,campaign
CR00004378,CP00116,U000899,2026-06-07 10:21:50,unused,member_center
CR00004379,CP00111,U003996,2025-10-21 15:21:52,unused,member_center
CR00004380,CP00095,U003848,2025-01-29 03:24:19,unused,member_center
CR00004381,CP00157,U004391,2025-04-28 02:41:25,expired,campaign
CR00004382,CP00165,U002888,2026-05-29 14:30:41,used,push
CR00004383,CP00174,U001054,2025-09-09 01:09:00,used,member_center
CR00004384,CP00146,U000378,2025-12-21 10:56:12,expired,member_center
CR00004385,CP00158,U004464,2025-08-20 20:09:32,used,member_center
CR00004386,CP00069,U002526,2026-08-22 05:23:05,used,push
CR00004387,CP00143,U001004,2025-03-06 16:25:11,expired,campaign
CR00004388,CP00106,U001708,2025-02-17 05:32:19,unused,new_user
CR00004389,CP00173,U001148,2025-06-29 12:56:44,expired,campaign
CR00004390,CP00130,U002524,2026-06-29 03:53:37,used,new_user
CR00004391,CP00178,U002225,2025-09-12 18:17:54,expired,campaign
CR00004392,CP00025,U003997,2025-08-23 04:10:20,unused,campaign
CR00004393,CP00057,U003687,2025-05-26 17:45:24,used,push
CR00004394,CP00169,U003468,2025-06-21 15:53:44,used,campaign
CR00004395,CP00094,U004800,2025-04-14 08:14:38,unused,campaign
CR00004396,CP00160,U000500,2026-06-13 10:58:11,expired,campaign
CR00004397,CP00179,U000312,2026-04-05 10:41:52,unused,member_center
CR00004398,CP00015,U003054,2026-04-14 08:56:38,used,campaign
CR00004399,CP00092,U000234,2025-03-28 00:09:44,used,member_center
CR00004400,CP00130,U003562,2026-07-03 12:17:54,used,campaign
CR00004401,CP00051,U004578,2025-11-28 05:42:31,used,member_center
CR00004402,CP00090,U001785,2025-04-26 13:27:20,expired,campaign
CR00004403,CP00100,U002620,2026-08-16 02:03:07,used,push
CR00004404,CP00044,U003401,2025-08-19 23:56:04,expired,campaign
CR00004405,CP00055,U001438,2026-01-30 22:40:09,unused,new_user
CR00004406,CP00126,U002376,2026-08-07 08:22:53,used,new_user
CR00004407,CP00111,U004802,2025-10-30 09:12:33,expired,member_center
CR00004408,CP00066,U001447,2026-04-17 11:17:59,used,push
CR00004409,CP00164,U000869,2025-12-11 08:59:27,used,push
CR00004410,CP00104,U000147,2025-10-20 05:00:53,expired,campaign
CR00004411,CP00027,U003084,2026-03-29 22:26:24,used,push
CR00004412,CP00170,U004203,2025-06-17 16:48:05,used,campaign
CR00004413,CP00047,U002600,2026-08-13 04:01:05,used,campaign
CR00004414,CP00122,U000424,2025-01-24 21:38:03,expired,member_center
CR00004415,CP00076,U000766,2025-03-01 12:06:06,used,campaign
CR00004416,CP00158,U000810,2025-08-25 11:16:21,used,campaign
CR00004417,CP00052,U002432,2026-03-22 22:40:52,unused,campaign
CR00004418,CP00036,U000996,2026-08-10 19:20:13,unused,campaign
CR00004419,CP00086,U000240,2025-03-06 00:30:19,used,member_center
CR00004420,CP00029,U000857,2025-10-05 16:27:56,used,push
CR00004421,CP00019,U003795,2026-05-08 21:50:48,used,campaign
CR00004422,CP00056,U001627,2026-06-12 11:32:20,expired,new_user
CR00004423,CP00065,U004796,2025-05-18 07:15:20,unused,member_center
CR00004424,CP00149,U000605,2026-01-03 11:22:57,used,campaign
CR00004425,CP00037,U001938,2026-04-27 01:33:07,expired,campaign
CR00004426,CP00153,U001933,2025-08-19 10:33:09,used,campaign
CR00004427,CP00104,U002303,2025-10-18 14:05:29,expired,campaign
CR00004428,CP00165,U003498,2026-06-04 13:48:59,expired,new_user
CR00004429,CP00105,U001728,2025-06-15 01:36:41,unused,campaign
CR00004430,CP00133,U004891,2026-06-08 23:12:55,used,member_center
CR00004431,CP00067,U001590,2025-08-07 16:46:22,used,push
CR00004432,CP00107,U004006,2026-06-30 19:09:30,used,campaign
CR00004433,CP00025,U003351,2025-08-14 05:09:15,expired,campaign
CR00004434,CP00021,U002999,2026-02-15 18:42:16,used,campaign
CR00004435,CP00152,U000151,2026-01-03 16:54:29,used,push
CR00004436,CP00028,U002449,2025-11-13 12:11:30,used,member_center
CR00004437,CP00072,U000716,2025-04-25 04:28:46,used,campaign
CR00004438,CP00049,U004574,2025-04-12 13:39:54,expired,push
CR00004439,CP00002,U003567,2026-08-15 14:59:38,unused,campaign
CR00004440,CP00163,U002924,2026-06-12 23:35:47,used,member_center
CR00004441,CP00109,U004624,2026-04-11 18:07:13,used,new_user
CR00004442,CP00106,U002299,2025-02-01 06:52:18,unused,campaign
CR00004443,CP00171,U001961,2025-11-14 14:47:38,expired,campaign
CR00004444,CP00029,U003077,2025-09-28 12:26:39,used,new_user
CR00004445,CP00180,U004795,2026-06-10 15:06:33,used,campaign
CR00004446,CP00171,U001654,2025-11-15 23:02:05,expired,campaign
CR00004447,CP00160,U003502,2026-06-07 23:40:56,used,new_user
CR00004448,CP00089,U003311,2026-08-05 09:04:02,used,member_center
CR00004449,CP00119,U002769,2026-05-08 14:23:24,expired,push
CR00004450,CP00065,U001739,2025-05-16 04:16:58,used,campaign
CR00004451,CP00089,U003090,2026-08-20 22:20:38,unused,new_user
CR00004452,CP00180,U002831,2026-06-24 06:22:13,used,campaign
CR00004453,CP00013,U003946,2026-08-19 17:24:35,expired,push
CR00004454,CP00035,U004549,2026-02-05 06:41:39,expired,push
CR00004455,CP00097,U003258,2025-04-13 00:31:29,unused,campaign
CR00004456,CP00042,U000996,2026-01-09 22:50:25,used,campaign
CR00004457,CP00139,U003161,2025-11-26 14:03:09,expired,push
CR00004458,CP00173,U004313,2025-07-09 22:07:13,unused,campaign
CR00004459,CP00142,U002356,2026-04-23 19:50:12,used,member_center
CR00004460,CP00087,U002309,2025-08-27 13:38:43,expired,member_center
CR00004461,CP00117,U001378,2025-09-11 04:04:58,expired,push
CR00004462,CP00109,U004948,2026-04-16 00:04:51,expired,campaign
CR00004463,CP00125,U004046,2026-01-06 18:57:25,unused,member_center
CR00004464,CP00062,U002404,2026-04-15 02:26:21,expired,campaign
CR00004465,CP00095,U000826,2025-01-27 18:25:02,used,new_user
CR00004466,CP00045,U003879,2026-08-07 22:55:53,expired,push
CR00004467,CP00083,U001162,2026-04-04 12:19:22,used,campaign
CR00004468,CP00066,U001615,2026-04-03 18:05:23,used,member_center
CR00004469,CP00050,U000577,2025-09-03 23:30:43,used,campaign
CR00004470,CP00090,U001656,2025-04-25 20:54:31,unused,new_user
CR00004471,CP00034,U002074,2026-05-26 23:10:19,used,campaign
CR00004472,CP00148,U003600,2025-07-21 11:55:36,unused,push
CR00004473,CP00166,U002225,2026-08-03 00:26:07,unused,push
CR00004474,CP00057,U001473,2025-06-12 19:12:36,used,campaign
CR00004475,CP00117,U002075,2025-09-12 19:53:53,expired,member_center
CR00004476,CP00089,U004388,2026-07-28 18:30:28,unused,campaign
CR00004477,CP00009,U002593,2025-06-25 22:11:48,unused,campaign
CR00004478,CP00034,U004090,2026-05-22 02:02:52,unused,campaign
CR00004479,CP00178,U000034,2025-10-09 10:30:54,unused,member_center
CR00004480,CP00011,U002817,2026-01-07 03:34:20,used,new_user
CR00004481,CP00042,U002485,2026-01-02 09:42:38,used,member_center
CR00004482,CP00029,U004562,2025-10-03 20:39:35,unused,campaign
CR00004483,CP00064,U002052,2026-02-12 06:07:12,used,member_center
CR00004484,CP00138,U002025,2025-05-13 04:44:31,expired,push
CR00004485,CP00170,U002013,2025-06-15 16:19:47,used,campaign
CR00004486,CP00156,U001874,2025-04-02 05:38:59,unused,campaign
CR00004487,CP00076,U001595,2025-02-14 08:41:54,used,push
CR00004488,CP00129,U003621,2026-03-22 02:37:27,used,campaign
CR00004489,CP00130,U003662,2026-06-23 10:58:19,expired,push
CR00004490,CP00152,U003170,2026-02-09 22:24:22,used,new_user
CR00004491,CP00043,U001145,2025-03-15 10:03:19,expired,campaign
CR00004492,CP00121,U004698,2026-04-09 23:49:49,expired,member_center
CR00004493,CP00074,U003123,2025-11-29 16:32:26,unused,campaign
CR00004494,CP00100,U003994,2026-08-16 16:48:03,used,campaign
CR00004495,CP00072,U000118,2025-04-30 01:09:02,used,campaign
CR00004496,CP00134,U003784,2025-07-19 20:24:51,used,member_center
CR00004497,CP00061,U001673,2025-09-12 00:21:19,unused,campaign
CR00004498,CP00087,U001632,2025-08-29 06:58:28,unused,campaign
CR00004499,CP00032,U004487,2026-02-04 02:17:33,expired,new_user
CR00004500,CP00076,U004218,2025-03-05 18:53:30,used,push
CR00004501,CP00136,U001690,2026-01-21 02:15:45,expired,member_center
CR00004502,CP00092,U003917,2025-03-22 14:51:57,used,campaign
CR00004503,CP00028,U002003,2025-11-08 06:29:11,expired,campaign
CR00004504,CP00016,U001633,2026-01-03 07:23:06,used,push
CR00004505,CP00045,U004747,2026-07-28 09:54:58,used,campaign
CR00004506,CP00061,U003560,2025-09-10 02:18:52,expired,campaign
CR00004507,CP00059,U000992,2026-08-18 23:04:56,used,campaign
CR00004508,CP00011,U003685,2026-01-13 16:54:21,expired,member_center
CR00004509,CP00133,U001595,2026-06-14 08:56:51,expired,new_user
CR00004510,CP00116,U001438,2026-06-11 16:57:59,used,new_user
CR00004511,CP00135,U003046,2025-11-21 17:06:17,unused,member_center
CR00004512,CP00113,U001082,2026-01-07 17:08:08,expired,new_user
CR00004513,CP00120,U003129,2026-05-26 17:08:25,used,campaign
CR00004514,CP00046,U001208,2026-08-18 01:09:38,used,push
CR00004515,CP00027,U002150,2026-04-03 22:54:37,unused,campaign
CR00004516,CP00077,U001730,2025-01-29 08:49:25,expired,campaign
CR00004517,CP00004,U003290,2025-06-26 20:23:22,expired,member_center
CR00004518,CP00122,U004976,2025-01-22 00:21:17,unused,push
CR00004519,CP00118,U000091,2025-12-13 20:04:33,unused,campaign
CR00004520,CP00056,U004617,2026-06-20 04:52:17,expired,member_center
CR00004521,CP00175,U001205,2026-08-15 08:40:28,expired,member_center
CR00004522,CP00083,U004164,2026-04-02 02:27:16,expired,push
CR00004523,CP00154,U001077,2026-04-02 10:49:33,unused,member_center
CR00004524,CP00155,U004839,2026-08-22 06:45:59,used,new_user
CR00004525,CP00074,U000620,2025-12-15 09:42:10,expired,member_center
CR00004526,CP00108,U004358,2026-08-04 17:19:40,used,member_center
CR00004527,CP00004,U003173,2025-06-16 14:23:36,used,campaign
CR00004528,CP00037,U004625,2026-04-28 05:43:15,used,campaign
CR00004529,CP00160,U001287,2026-06-02 11:42:55,used,campaign
CR00004530,CP00144,U001063,2026-06-11 03:21:02,expired,campaign
CR00004531,CP00102,U003941,2025-02-17 03:14:38,unused,new_user
CR00004532,CP00058,U002199,2026-07-12 18:59:30,unused,campaign
CR00004533,CP00057,U004249,2025-05-30 10:46:49,used,member_center
CR00004534,CP00165,U000100,2026-05-27 08:18:51,unused,campaign
CR00004535,CP00157,U002018,2025-05-08 08:41:28,used,campaign
CR00004536,CP00171,U002933,2025-11-03 10:49:32,used,campaign
CR00004537,CP00130,U000839,2026-07-13 06:41:19,used,campaign
CR00004538,CP00054,U003314,2025-06-17 02:16:48,used,campaign
CR00004539,CP00055,U004568,2026-02-19 18:25:59,used,member_center
CR00004540,CP00121,U003901,2026-03-27 11:51:38,used,new_user
CR00004541,CP00049,U000647,2025-04-03 04:06:19,used,push
CR00004542,CP00167,U003105,2025-06-21 14:55:37,used,push
CR00004543,CP00163,U000907,2026-06-11 14:38:02,unused,campaign
CR00004544,CP00072,U004759,2025-05-16 10:34:41,expired,new_user
CR00004545,CP00179,U001718,2026-03-30 08:25:56,expired,campaign
CR00004546,CP00006,U004200,2025-07-18 01:56:07,used,new_user
CR00004547,CP00072,U004044,2025-05-15 12:47:45,unused,campaign
CR00004548,CP00171,U002062,2025-10-30 21:45:07,expired,campaign
CR00004549,CP00010,U003800,2025-11-19 10:28:00,unused,campaign
CR00004550,CP00005,U000211,2025-10-14 19:19:06,used,campaign
CR00004551,CP00058,U001944,2026-07-12 22:37:29,used,member_center
CR00004552,CP00079,U003669,2026-01-23 05:13:36,expired,push
CR00004553,CP00163,U004952,2026-06-10 22:49:53,unused,campaign
CR00004554,CP00125,U000417,2025-12-26 00:38:54,used,campaign
CR00004555,CP00075,U003744,2025-02-11 02:21:11,expired,member_center
CR00004556,CP00107,U002222,2026-06-28 19:45:35,unused,member_center
CR00004557,CP00120,U000528,2026-05-15 16:21:32,expired,campaign
CR00004558,CP00171,U001837,2025-10-31 21:03:15,used,campaign
CR00004559,CP00032,U002659,2026-01-24 01:52:04,used,campaign
CR00004560,CP00099,U001221,2025-05-18 09:54:06,unused,new_user
CR00004561,CP00129,U001461,2026-03-16 15:07:59,unused,campaign
CR00004562,CP00120,U000712,2026-05-26 16:47:06,used,member_center
CR00004563,CP00103,U001245,2025-09-16 05:23:06,used,campaign
CR00004564,CP00040,U001780,2025-03-21 02:33:55,unused,push
CR00004565,CP00049,U002528,2025-04-02 01:16:20,unused,campaign
CR00004566,CP00158,U003831,2025-09-12 03:42:11,expired,campaign
CR00004567,CP00041,U004382,2025-02-12 10:59:02,used,member_center
CR00004568,CP00001,U002028,2025-07-21 10:36:42,used,campaign
CR00004569,CP00166,U000857,2026-07-29 13:14:40,expired,member_center
CR00004570,CP00117,U002166,2025-09-20 10:03:56,unused,member_center
CR00004571,CP00160,U002697,2026-06-17 22:58:53,used,member_center
CR00004572,CP00170,U000184,2025-06-15 04:48:12,expired,campaign
CR00004573,CP00149,U001424,2025-12-30 16:01:19,used,member_center
CR00004574,CP00134,U000144,2025-06-28 20:42:04,used,campaign
CR00004575,CP00021,U001692,2026-02-11 05:32:28,used,member_center
CR00004576,CP00061,U002769,2025-09-10 19:28:18,unused,campaign
CR00004577,CP00095,U002672,2025-01-23 20:33:48,unused,new_user
CR00004578,CP00082,U001306,2026-03-30 16:48:11,unused,new_user
CR00004579,CP00064,U000677,2026-02-17 02:12:01,used,campaign
CR00004580,CP00143,U001882,2025-02-06 23:50:50,used,push
CR00004581,CP00123,U004645,2025-08-12 11:26:42,expired,campaign
CR00004582,CP00015,U003095,2026-04-11 14:01:10,unused,campaign
CR00004583,CP00142,U003741,2026-04-26 10:25:56,unused,campaign
CR00004584,CP00172,U003377,2026-03-04 10:03:29,used,member_center
CR00004585,CP00119,U001688,2026-05-29 15:18:55,expired,new_user
CR00004586,CP00033,U003924,2025-04-01 22:14:41,unused,push
CR00004587,CP00064,U000926,2026-02-11 12:06:05,unused,member_center
CR00004588,CP00133,U000701,2026-06-16 18:23:09,expired,member_center
CR00004589,CP00167,U002871,2025-06-04 00:56:27,used,campaign
CR00004590,CP00070,U003227,2025-06-29 03:51:16,expired,push
CR00004591,CP00087,U003925,2025-08-30 11:12:32,used,campaign
CR00004592,CP00048,U003093,2026-08-13 06:35:51,expired,member_center
CR00004593,CP00042,U004221,2026-01-03 05:42:56,unused,new_user
CR00004594,CP00050,U003029,2025-09-02 06:43:33,unused,member_center
CR00004595,CP00005,U004399,2025-11-01 18:18:42,expired,new_user
CR00004596,CP00177,U003512,2025-06-25 11:44:25,expired,campaign
CR00004597,CP00059,U000111,2026-08-21 21:03:54,expired,push
CR00004598,CP00019,U003406,2026-05-08 06:10:52,expired,push
CR00004599,CP00008,U001022,2025-06-25 05:42:08,unused,member_center
CR00004600,CP00041,U004550,2025-01-28 18:38:41,unused,member_center
CR00004601,CP00136,U002335,2026-01-22 06:19:29,expired,member_center
CR00004602,CP00069,U002066,2026-08-19 23:33:19,expired,member_center
CR00004603,CP00011,U001672,2026-01-06 06:18:16,unused,push
CR00004604,CP00180,U002255,2026-06-30 23:06:28,expired,campaign
CR00004605,CP00057,U001615,2025-05-28 18:40:39,used,member_center
CR00004606,CP00048,U004930,2026-08-11 06:37:06,used,member_center
CR00004607,CP00101,U003337,2025-05-31 06:10:02,expired,campaign
CR00004608,CP00018,U001125,2026-04-08 16:03:28,used,campaign
CR00004609,CP00154,U001371,2026-02-28 15:05:54,expired,new_user
CR00004610,CP00129,U001799,2026-03-12 04:40:45,unused,member_center
CR00004611,CP00064,U000255,2026-02-24 02:19:57,unused,member_center
CR00004612,CP00093,U001403,2026-06-18 18:24:21,used,new_user
CR00004613,CP00063,U000600,2026-01-22 08:54:59,unused,new_user
CR00004614,CP00047,U004844,2026-07-24 22:31:53,expired,push
CR00004615,CP00047,U000459,2026-08-14 04:45:18,expired,new_user
CR00004616,CP00081,U000408,2025-10-21 17:19:18,used,new_user
CR00004617,CP00160,U000568,2026-06-19 11:00:01,used,campaign
CR00004618,CP00063,U002564,2026-01-10 08:34:39,expired,campaign
CR00004619,CP00054,U004317,2025-06-16 19:04:23,used,push
CR00004620,CP00046,U004127,2026-08-18 18:51:06,used,member_center
CR00004621,CP00140,U000414,2025-05-31 01:30:18,expired,campaign
CR00004622,CP00022,U000986,2026-03-27 14:14:23,unused,campaign
CR00004623,CP00160,U002107,2026-06-06 00:16:45,used,member_center
CR00004624,CP00048,U002388,2026-08-07 13:28:05,expired,new_user
CR00004625,CP00180,U003016,2026-07-05 08:21:08,used,new_user
CR00004626,CP00125,U001120,2026-01-13 21:24:27,expired,campaign
CR00004627,CP00139,U002204,2025-11-21 06:50:11,unused,member_center
CR00004628,CP00174,U001851,2025-09-12 15:53:28,used,campaign
CR00004629,CP00079,U002133,2026-02-02 00:55:19,used,member_center
CR00004630,CP00088,U003594,2026-06-15 11:54:14,used,campaign
CR00004631,CP00162,U003200,2025-01-19 16:41:53,unused,campaign
CR00004632,CP00162,U002420,2025-01-21 17:01:19,used,push
CR00004633,CP00123,U000919,2025-07-17 14:56:39,used,new_user
CR00004634,CP00099,U004818,2025-05-06 05:16:59,used,member_center
CR00004635,CP00040,U000659,2025-03-30 15:32:18,used,member_center
CR00004636,CP00085,U000073,2025-03-29 15:57:40,unused,new_user
CR00004637,CP00043,U001524,2025-03-15 17:24:45,used,member_center
CR00004638,CP00174,U001917,2025-09-13 02:43:26,expired,new_user
CR00004639,CP00039,U002761,2026-01-20 04:04:09,used,campaign
CR00004640,CP00131,U001035,2025-09-19 18:15:52,expired,campaign
CR00004641,CP00075,U002534,2025-02-13 20:25:47,expired,push
CR00004642,CP00053,U000919,2025-05-06 01:48:19,expired,member_center
CR00004643,CP00035,U003237,2026-01-26 16:48:48,unused,campaign
CR00004644,CP00155,U002539,2026-08-21 14:21:56,unused,push
CR00004645,CP00114,U004676,2025-09-25 07:39:22,expired,push
CR00004646,CP00061,U001802,2025-09-25 18:30:08,expired,new_user
CR00004647,CP00134,U000064,2025-07-08 06:09:46,used,member_center
CR00004648,CP00061,U000958,2025-09-12 14:34:37,used,campaign
CR00004649,CP00048,U004551,2026-08-17 11:27:27,expired,campaign
CR00004650,CP00114,U000291,2025-10-04 21:08:44,expired,new_user
CR00004651,CP00027,U003386,2026-03-25 02:26:09,used,campaign
CR00004652,CP00085,U004804,2025-04-04 23:54:47,unused,campaign
CR00004653,CP00180,U003428,2026-07-03 21:11:41,used,campaign
CR00004654,CP00083,U003621,2026-04-20 01:24:11,used,push
CR00004655,CP00107,U000492,2026-06-30 07:12:52,used,member_center
CR00004656,CP00135,U004332,2025-11-20 15:38:19,expired,member_center
CR00004657,CP00117,U000015,2025-09-15 11:48:50,unused,campaign
CR00004658,CP00042,U001889,2026-01-12 10:20:21,used,push
CR00004659,CP00021,U004425,2026-02-20 07:29:42,used,campaign
CR00004660,CP00089,U001268,2026-08-07 17:03:56,unused,new_user
CR00004661,CP00114,U000843,2025-09-20 21:21:35,used,campaign
CR00004662,CP00033,U004448,2025-04-28 13:02:45,expired,new_user
CR00004663,CP00179,U004487,2026-03-26 14:36:31,unused,member_center
CR00004664,CP00028,U002800,2025-11-13 04:01:40,used,push
CR00004665,CP00010,U004297,2025-11-12 19:47:54,unused,new_user
CR00004666,CP00071,U003522,2025-02-19 09:25:30,expired,new_user
CR00004667,CP00130,U004091,2026-06-30 05:07:08,used,campaign
CR00004668,CP00094,U000551,2025-04-20 08:20:15,expired,campaign
CR00004669,CP00052,U003710,2026-03-31 11:53:49,expired,new_user
CR00004670,CP00163,U002888,2026-06-07 21:04:09,used,campaign
CR00004671,CP00130,U000944,2026-06-30 07:52:55,used,campaign
CR00004672,CP00054,U001122,2025-06-23 05:17:17,used,member_center
CR00004673,CP00103,U000628,2025-09-15 13:49:13,used,member_center
CR00004674,CP00036,U001288,2026-08-08 20:27:27,expired,member_center
CR00004675,CP00001,U002846,2025-07-22 01:26:24,expired,member_center
CR00004676,CP00122,U000002,2025-02-04 10:08:18,expired,new_user
CR00004677,CP00039,U004945,2026-01-15 05:31:09,used,campaign
CR00004678,CP00072,U001015,2025-04-23 21:32:53,unused,member_center
CR00004679,CP00007,U004323,2026-04-27 04:58:04,expired,new_user
CR00004680,CP00099,U000509,2025-05-13 17:17:38,expired,push
CR00004681,CP00136,U000678,2026-01-21 10:16:10,used,campaign
CR00004682,CP00072,U000647,2025-05-14 07:35:35,expired,new_user
CR00004683,CP00062,U000489,2026-04-13 12:38:10,unused,campaign
CR00004684,CP00074,U004693,2025-12-08 15:57:24,expired,campaign
CR00004685,CP00171,U004246,2025-11-04 15:36:49,used,member_center
CR00004686,CP00026,U001941,2025-03-06 22:07:25,used,member_center
CR00004687,CP00019,U000684,2026-05-05 16:44:20,expired,push
CR00004688,CP00096,U003099,2025-09-23 01:30:25,used,campaign
CR00004689,CP00142,U000998,2026-04-22 12:08:59,expired,campaign
CR00004690,CP00128,U004086,2026-07-20 03:57:55,unused,member_center
