shipment_id,order_id,warehouse_id,carrier_name,tracking_no,shipped_at,delivered_at,shipment_status,package_count
SHP00004799,O00005526,W015,中通快递,MOCK000000004799,2025-10-26 11:24:23,2025-10-28 11:24:23,delivered,2
SHP00004800,O00005527,W011,顺丰速运,MOCK000000004800,2025-07-25 01:04:17,2025-07-29 01:04:17,delivered,3
SHP00004801,O00005528,W015,京东物流,MOCK000000004801,2025-08-14 15:24:45,2025-08-15 15:24:45,delivered,2
SHP00004802,O00005529,W013,中通快递,MOCK000000004802,2025-07-11 21:08:21,2025-07-15 21:08:21,delivered,3
SHP00004803,O00005530,W009,圆通速递,MOCK000000004803,2026-08-09 21:00:25,2026-08-14 21:00:25,delivered,1
SHP00004804,O00005531,W012,中通快递,MOCK000000004804,2025-10-01 03:21:53,2025-10-05 03:21:53,delivered,1
SHP00004805,O00005532,W005,圆通速递,MOCK000000004805,2026-07-23 05:33:31,2026-07-24 05:33:31,delivered,1
SHP00004806,O00005533,W004,京东物流,MOCK000000004806,2025-03-01 13:50:25,2025-03-05 13:50:25,delivered,3
SHP00004807,O00005534,W002,京东物流,MOCK000000004807,2025-07-19 18:02:13,2025-07-21 18:02:13,delivered,1
SHP00004808,O00005535,W014,京东物流,MOCK000000004808,2025-01-28 04:25:24,2025-01-29 04:25:24,delivered,4
SHP00004809,O00005536,W009,韵达快递,MOCK000000004809,2025-09-06 10:23:17,2025-09-08 10:23:17,delivered,1
SHP00004810,O00005537,W006,圆通速递,MOCK000000004810,2026-01-31 05:21:35,2026-02-04 05:21:35,delivered,1
SHP00004811,O00005538,W009,圆通速递,MOCK000000004811,2025-10-08 02:55:23,2025-10-14 02:55:23,delivered,4
SHP00004812,O00005539,W012,韵达快递,MOCK000000004812,2026-07-14 22:25:03,2026-07-20 22:25:03,delivered,4
SHP00004813,O00005540,W002,圆通速递,MOCK000000004813,2026-06-28 16:56:09,2026-06-29 16:56:09,delivered,4
SHP00004814,O00005541,W014,圆通速递,MOCK000000004814,2025-12-17 07:48:34,2025-12-23 07:48:34,delivered,4
SHP00004815,O00005542,W016,京东物流,MOCK000000004815,2025-03-10 19:22:18,2025-03-15 19:22:18,delivered,2
SHP00004816,O00005543,W013,韵达快递,MOCK000000004816,2025-05-31 08:23:54,,in_transit,3
SHP00004817,O00005544,W008,京东物流,MOCK000000004817,2025-09-18 17:17:04,2025-09-19 17:17:04,delivered,4
SHP00004818,O00005545,W009,中通快递,MOCK000000004818,2025-05-02 10:58:10,2025-05-07 10:58:10,delivered,4
SHP00004819,O00005546,W002,顺丰速运,MOCK000000004819,2026-08-15 11:52:09,2026-08-18 11:52:09,delivered,4
SHP00004820,O00005547,W011,中通快递,MOCK000000004820,2026-03-20 09:51:52,2026-03-21 09:51:52,delivered,3
SHP00004821,O00005548,W010,顺丰速运,MOCK000000004821,2025-04-01 23:03:12,2025-04-06 23:03:12,delivered,2
SHP00004822,O00005549,W005,顺丰速运,MOCK000000004822,2025-02-20 01:50:33,2025-02-26 01:50:33,delivered,1
SHP00004823,O00005550,W005,中通快递,MOCK000000004823,2025-11-19 05:39:59,2025-11-21 05:39:59,delivered,4
SHP00004824,O00005551,W014,韵达快递,MOCK000000004824,2026-08-20 08:44:30,2026-08-22 08:44:30,delivered,1
SHP00004825,O00005552,W008,顺丰速运,MOCK000000004825,2025-09-06 20:22:42,2025-09-08 20:22:42,delivered,2
SHP00004826,O00005554,W004,京东物流,MOCK000000004826,2026-02-24 07:20:01,2026-02-26 07:20:01,delivered,1
SHP00004827,O00005555,W004,京东物流,MOCK000000004827,2025-09-23 16:28:41,2025-09-26 16:28:41,delivered,4
SHP00004828,O00005556,W003,中通快递,MOCK000000004828,2025-11-13 16:47:46,2025-11-14 16:47:46,delivered,3
SHP00004829,O00005557,W003,京东物流,MOCK000000004829,2025-03-14 03:03:42,2025-03-18 03:03:42,delivered,3
SHP00004830,O00005558,W009,中通快递,MOCK000000004830,2025-11-16 23:17:25,2025-11-18 23:17:25,delivered,1
SHP00004831,O00005559,W015,中通快递,MOCK000000004831,2025-03-11 14:09:43,,in_transit,1
SHP00004832,O00005561,W005,中通快递,MOCK000000004832,2025-04-13 10:33:56,2025-04-14 10:33:56,delivered,2
SHP00004833,O00005562,W004,圆通速递,MOCK000000004833,2026-04-09 17:26:01,2026-04-15 17:26:01,delivered,3
SHP00004834,O00005563,W012,中通快递,MOCK000000004834,2026-03-22 11:44:39,2026-03-25 11:44:39,delivered,4
SHP00004835,O00005564,W013,中通快递,MOCK000000004835,2025-12-11 01:00:07,2025-12-15 01:00:07,delivered,3
SHP00004836,O00005565,W015,京东物流,MOCK000000004836,2025-04-02 04:25:43,2025-04-08 04:25:43,delivered,1
SHP00004837,O00005566,W008,京东物流,MOCK000000004837,2026-01-15 18:01:06,2026-01-20 18:01:06,delivered,3
SHP00004838,O00005567,W006,中通快递,MOCK000000004838,2025-03-14 21:02:14,2025-03-19 21:02:14,delivered,4
SHP00004839,O00005568,W007,圆通速递,MOCK000000004839,2025-07-17 17:46:18,2025-07-23 17:46:18,delivered,1
SHP00004840,O00005569,W002,圆通速递,MOCK000000004840,2025-07-19 17:01:56,2025-07-22 17:01:56,delivered,4
SHP00004841,O00005570,W013,顺丰速运,MOCK000000004841,2025-08-28 23:48:31,2025-09-03 23:48:31,delivered,2
SHP00004842,O00005571,W001,京东物流,MOCK000000004842,2025-06-29 20:24:41,2025-06-30 20:24:41,delivered,1
SHP00004843,O00005572,W002,韵达快递,MOCK000000004843,2025-08-01 09:21:05,,in_transit,4
SHP00004844,O00005573,W007,圆通速递,MOCK000000004844,2025-09-22 20:37:32,,in_transit,1
SHP00004845,O00005574,W014,圆通速递,MOCK000000004845,2026-06-20 20:56:38,2026-06-22 20:56:38,delivered,4
SHP00004846,O00005576,W012,圆通速递,MOCK000000004846,2025-05-22 03:25:25,2025-05-24 03:25:25,delivered,3
SHP00004847,O00005577,W012,顺丰速运,MOCK000000004847,2025-10-02 19:53:26,2025-10-03 19:53:26,delivered,4
SHP00004848,O00005578,W002,韵达快递,MOCK000000004848,2026-02-10 23:13:52,2026-02-13 23:13:52,delivered,2
SHP00004849,O00005579,W006,圆通速递,MOCK000000004849,2025-11-26 13:00:53,2025-12-02 13:00:53,delivered,1
SHP00004850,O00005580,W009,韵达快递,MOCK000000004850,2026-02-21 06:54:28,2026-02-23 06:54:28,delivered,3
SHP00004851,O00005581,W005,顺丰速运,MOCK000000004851,2025-03-27 11:36:16,2025-03-29 11:36:16,delivered,2
SHP00004852,O00005582,W014,顺丰速运,MOCK000000004852,2025-08-28 10:09:24,2025-08-29 10:09:24,delivered,2
SHP00004853,O00005583,W001,韵达快递,MOCK000000004853,2026-02-15 18:47:21,2026-02-18 18:47:21,delivered,4
SHP00004854,O00005584,W013,韵达快递,MOCK000000004854,2025-10-16 01:25:59,2025-10-19 01:25:59,delivered,4
SHP00004855,O00005585,W002,京东物流,MOCK000000004855,2025-05-10 04:12:12,2025-05-16 04:12:12,delivered,1
SHP00004856,O00005586,W005,京东物流,MOCK000000004856,2025-08-19 20:50:50,2025-08-21 20:50:50,delivered,1
SHP00004857,O00005587,W013,京东物流,MOCK000000004857,2025-01-23 23:43:32,2025-01-26 23:43:32,delivered,2
SHP00004858,O00005589,W014,京东物流,MOCK000000004858,2025-06-07 08:01:00,2025-06-10 08:01:00,delivered,2
SHP00004859,O00005591,W010,京东物流,MOCK000000004859,2025-05-08 11:31:31,2025-05-13 11:31:31,delivered,2
SHP00004860,O00005592,W010,中通快递,MOCK000000004860,2026-03-24 04:51:26,2026-03-29 04:51:26,delivered,4
SHP00004861,O00005593,W002,韵达快递,MOCK000000004861,2026-02-18 14:30:51,2026-02-19 14:30:51,delivered,3
SHP00004862,O00005594,W012,顺丰速运,MOCK000000004862,2025-11-22 03:30:01,,in_transit,4
SHP00004863,O00005595,W001,圆通速递,MOCK000000004863,2025-03-20 21:22:51,2025-03-25 21:22:51,delivered,3
SHP00004864,O00005597,W010,中通快递,MOCK000000004864,2026-06-29 18:34:14,2026-07-03 18:34:14,delivered,3
SHP00004865,O00005598,W011,京东物流,MOCK000000004865,2025-01-15 18:08:48,2025-01-16 18:08:48,delivered,1
SHP00004866,O00005599,W012,圆通速递,MOCK000000004866,2025-04-23 20:55:37,2025-04-24 20:55:37,delivered,2
SHP00004867,O00005600,W013,顺丰速运,MOCK000000004867,2025-01-20 20:16:09,,in_transit,2
SHP00004868,O00005601,W009,顺丰速运,MOCK000000004868,2026-02-18 12:22:54,2026-02-20 12:22:54,delivered,3
SHP00004869,O00005602,W006,韵达快递,MOCK000000004869,2025-01-30 00:06:08,2025-02-05 00:06:08,delivered,2
SHP00004870,O00005603,W012,中通快递,MOCK000000004870,2026-05-30 08:11:44,2026-06-05 08:11:44,delivered,1
SHP00004871,O00005604,W014,京东物流,MOCK000000004871,2025-01-14 06:28:31,2025-01-18 06:28:31,delivered,3
SHP00004872,O00005605,W007,京东物流,MOCK000000004872,2026-01-29 00:50:35,2026-02-02 00:50:35,delivered,3
SHP00004873,O00005606,W011,中通快递,MOCK000000004873,2025-11-10 15:33:22,2025-11-15 15:33:22,delivered,2
SHP00004874,O00005607,W015,顺丰速运,MOCK000000004874,2026-05-13 20:34:17,2026-05-14 20:34:17,delivered,1
SHP00004875,O00005608,W008,中通快递,MOCK000000004875,2025-07-25 09:24:05,2025-07-31 09:24:05,delivered,4
SHP00004876,O00005611,W014,圆通速递,MOCK000000004876,2026-04-20 13:42:03,2026-04-21 13:42:03,delivered,3
SHP00004877,O00005612,W010,顺丰速运,MOCK000000004877,2025-10-20 01:20:54,,in_transit,4
SHP00004878,O00005613,W012,圆通速递,MOCK000000004878,2026-05-28 02:20:15,2026-06-01 02:20:15,delivered,1
SHP00004879,O00005614,W006,京东物流,MOCK000000004879,2025-07-03 22:21:18,2025-07-08 22:21:18,delivered,1
SHP00004880,O00005615,W001,圆通速递,MOCK000000004880,2025-11-29 15:51:46,2025-12-02 15:51:46,delivered,4
SHP00004881,O00005616,W008,京东物流,MOCK000000004881,2025-12-27 10:37:30,2025-12-31 10:37:30,delivered,3
SHP00004882,O00005617,W014,京东物流,MOCK000000004882,2026-06-06 06:40:34,2026-06-12 06:40:34,delivered,3
SHP00004883,O00005618,W014,京东物流,MOCK000000004883,2025-08-27 21:02:27,2025-09-01 21:02:27,delivered,4
SHP00004884,O00005619,W004,中通快递,MOCK000000004884,2026-02-12 21:01:35,2026-02-17 21:01:35,delivered,3
SHP00004885,O00005620,W012,韵达快递,MOCK000000004885,2025-05-16 13:45:23,2025-05-20 13:45:23,delivered,2
SHP00004886,O00005621,W013,韵达快递,MOCK000000004886,2025-11-17 15:44:41,2025-11-19 15:44:41,delivered,4
SHP00004887,O00005623,W005,圆通速递,MOCK000000004887,2025-10-14 22:17:34,2025-10-17 22:17:34,delivered,1
SHP00004888,O00005624,W004,韵达快递,MOCK000000004888,2025-02-02 12:31:57,2025-02-07 12:31:57,delivered,4
SHP00004889,O00005625,W001,韵达快递,MOCK000000004889,2025-05-12 19:33:01,2025-05-15 19:33:01,delivered,4
SHP00004890,O00005627,W001,顺丰速运,MOCK000000004890,2025-01-14 07:17:58,2025-01-18 07:17:58,delivered,4
SHP00004891,O00005628,W001,京东物流,MOCK000000004891,2026-01-25 16:18:35,2026-01-31 16:18:35,delivered,3
SHP00004892,O00005629,W007,顺丰速运,MOCK000000004892,2025-10-22 08:38:02,2025-10-24 08:38:02,delivered,2
SHP00004893,O00005630,W007,圆通速递,MOCK000000004893,2026-08-01 21:09:48,2026-08-05 21:09:48,delivered,4
SHP00004894,O00005631,W015,韵达快递,MOCK000000004894,2025-05-31 05:31:39,,in_transit,4
SHP00004895,O00005632,W011,京东物流,MOCK000000004895,2025-06-18 13:16:30,2025-06-22 13:16:30,delivered,4
SHP00004896,O00005633,W012,圆通速递,MOCK000000004896,2026-02-20 00:33:13,2026-02-26 00:33:13,delivered,4
SHP00004897,O00005635,W009,顺丰速运,MOCK000000004897,2025-09-28 12:07:19,2025-10-01 12:07:19,delivered,2
SHP00004898,O00005636,W006,韵达快递,MOCK000000004898,2026-01-17 18:57:17,2026-01-23 18:57:17,delivered,3
SHP00004899,O00005637,W005,京东物流,MOCK000000004899,2025-05-28 17:26:12,2025-06-03 17:26:12,delivered,2
SHP00004900,O00005638,W015,京东物流,MOCK000000004900,2026-07-03 05:18:30,2026-07-05 05:18:30,delivered,2
SHP00004901,O00005639,W005,圆通速递,MOCK000000004901,2025-08-28 14:08:59,2025-08-29 14:08:59,delivered,3
SHP00004902,O00005641,W011,顺丰速运,MOCK000000004902,2026-03-04 21:47:14,2026-03-10 21:47:14,delivered,1
SHP00004903,O00005642,W010,圆通速递,MOCK000000004903,2026-07-10 21:00:56,2026-07-15 21:00:56,delivered,2
SHP00004904,O00005643,W016,韵达快递,MOCK000000004904,2025-11-25 05:22:15,2025-11-29 05:22:15,delivered,3
SHP00004905,O00005644,W003,韵达快递,MOCK000000004905,2026-05-03 23:04:21,2026-05-04 23:04:21,delivered,3
SHP00004906,O00005645,W009,中通快递,MOCK000000004906,2025-02-20 01:48:20,,in_transit,1
SHP00004907,O00005646,W003,京东物流,MOCK000000004907,2025-06-27 14:46:30,,in_transit,2
SHP00004908,O00005647,W015,圆通速递,MOCK000000004908,2025-10-19 09:51:35,2025-10-24 09:51:35,delivered,4
SHP00004909,O00005648,W004,顺丰速运,MOCK000000004909,2026-07-28 06:28:28,2026-07-29 06:28:28,delivered,1
SHP00004910,O00005649,W014,圆通速递,MOCK000000004910,2025-05-02 02:58:47,2025-05-03 02:58:47,delivered,4
SHP00004911,O00005650,W006,圆通速递,MOCK000000004911,2025-11-05 20:59:56,2025-11-11 20:59:56,delivered,4
SHP00004912,O00005651,W007,顺丰速运,MOCK000000004912,2025-10-22 04:31:20,2025-10-24 04:31:20,delivered,3
SHP00004913,O00005653,W009,圆通速递,MOCK000000004913,2026-02-11 17:23:36,2026-02-17 17:23:36,delivered,1
SHP00004914,O00005654,W011,顺丰速运,MOCK000000004914,2025-08-01 04:35:15,2025-08-06 04:35:15,delivered,2
SHP00004915,O00005655,W016,京东物流,MOCK000000004915,2025-11-23 16:06:13,,in_transit,4
SHP00004916,O00005656,W006,京东物流,MOCK000000004916,2026-03-23 20:27:29,2026-03-29 20:27:29,delivered,3
SHP00004917,O00005657,W007,中通快递,MOCK000000004917,2025-09-20 07:17:36,2025-09-25 07:17:36,delivered,4
SHP00004918,O00005658,W015,顺丰速运,MOCK000000004918,2025-11-07 19:32:46,,in_transit,1
SHP00004919,O00005660,W001,韵达快递,MOCK000000004919,2025-01-21 00:58:51,2025-01-25 00:58:51,delivered,2
SHP00004920,O00005661,W003,韵达快递,MOCK000000004920,2025-02-24 06:38:33,,in_transit,3
SHP00004921,O00005662,W016,顺丰速运,MOCK000000004921,2026-02-21 08:16:16,,in_transit,2
SHP00004922,O00005663,W009,顺丰速运,MOCK000000004922,2025-11-30 23:07:08,2025-12-05 23:07:08,delivered,1
SHP00004923,O00005664,W016,中通快递,MOCK000000004923,2025-12-21 15:35:47,2025-12-22 15:35:47,delivered,1
SHP00004924,O00005665,W012,京东物流,MOCK000000004924,2025-02-10 01:49:23,2025-02-16 01:49:23,delivered,3
SHP00004925,O00005666,W008,中通快递,MOCK000000004925,2026-04-21 19:02:15,2026-04-22 19:02:15,delivered,3
SHP00004926,O00005667,W008,韵达快递,MOCK000000004926,2026-04-22 22:35:53,,in_transit,2
SHP00004927,O00005668,W006,顺丰速运,MOCK000000004927,2025-07-14 03:37:48,2025-07-19 03:37:48,delivered,2
SHP00004928,O00005669,W014,韵达快递,MOCK000000004928,2025-09-08 04:34:33,2025-09-11 04:34:33,delivered,2
SHP00004929,O00005672,W006,顺丰速运,MOCK000000004929,2025-10-15 01:48:15,2025-10-20 01:48:15,delivered,1
SHP00004930,O00005673,W001,圆通速递,MOCK000000004930,2025-01-22 00:32:46,2025-01-27 00:32:46,delivered,3
SHP00004931,O00005674,W004,圆通速递,MOCK000000004931,2025-07-26 01:21:03,,in_transit,4
SHP00004932,O00005676,W008,顺丰速运,MOCK000000004932,2026-05-16 18:02:36,2026-05-22 18:02:36,delivered,3
SHP00004933,O00005677,W010,韵达快递,MOCK000000004933,2025-06-22 18:36:46,2025-06-28 18:36:46,delivered,2
SHP00004934,O00005678,W003,圆通速递,MOCK000000004934,2026-05-10 05:17:14,2026-05-13 05:17:14,delivered,4
SHP00004935,O00005680,W004,京东物流,MOCK000000004935,2025-09-11 08:32:02,,in_transit,4
SHP00004936,O00005681,W012,顺丰速运,MOCK000000004936,2025-03-24 04:19:28,2025-03-25 04:19:28,delivered,3
SHP00004937,O00005682,W012,顺丰速运,MOCK000000004937,2025-09-13 00:21:12,,in_transit,1
SHP00004938,O00005683,W016,韵达快递,MOCK000000004938,2025-05-21 22:32:02,2025-05-24 22:32:02,delivered,2
SHP00004939,O00005684,W016,韵达快递,MOCK000000004939,2026-02-13 11:07:28,2026-02-17 11:07:28,delivered,1
SHP00004940,O00005685,W008,中通快递,MOCK000000004940,2025-06-26 12:42:08,,in_transit,2
SHP00004941,O00005687,W005,韵达快递,MOCK000000004941,2026-03-12 11:47:27,2026-03-14 11:47:27,delivered,2
SHP00004942,O00005688,W006,圆通速递,MOCK000000004942,2025-01-23 19:13:48,2025-01-28 19:13:48,delivered,1
SHP00004943,O00005689,W003,顺丰速运,MOCK000000004943,2025-02-03 13:25:21,,in_transit,3
SHP00004944,O00005690,W013,顺丰速运,MOCK000000004944,2025-08-16 18:15:08,,in_transit,2
SHP00004945,O00005691,W007,圆通速递,MOCK000000004945,2025-08-06 16:24:00,2025-08-08 16:24:00,delivered,2
SHP00004946,O00005692,W011,圆通速递,MOCK000000004946,2025-12-06 19:49:34,2025-12-12 19:49:34,delivered,4
SHP00004947,O00005693,W016,圆通速递,MOCK000000004947,2025-07-11 17:46:09,2025-07-12 17:46:09,delivered,3
SHP00004948,O00005694,W014,顺丰速运,MOCK000000004948,2025-06-05 07:12:13,2025-06-10 07:12:13,delivered,4
SHP00004949,O00005695,W008,韵达快递,MOCK000000004949,2026-01-25 12:35:47,2026-01-29 12:35:47,delivered,4
SHP00004950,O00005696,W011,顺丰速运,MOCK000000004950,2025-07-24 16:35:47,2025-07-27 16:35:47,delivered,3
SHP00004951,O00005697,W003,顺丰速运,MOCK000000004951,2025-04-27 09:51:56,2025-05-03 09:51:56,delivered,3
SHP00004952,O00005698,W009,韵达快递,MOCK000000004952,2025-02-28 19:32:18,2025-03-05 19:32:18,delivered,2
SHP00004953,O00005699,W007,圆通速递,MOCK000000004953,2025-03-24 00:21:59,2025-03-29 00:21:59,delivered,4
SHP00004954,O00005700,W012,中通快递,MOCK000000004954,2025-01-15 15:55:51,2025-01-19 15:55:51,delivered,4
SHP00004955,O00005701,W002,圆通速递,MOCK000000004955,2026-03-14 05:34:35,2026-03-18 05:34:35,delivered,3
SHP00004956,O00005702,W002,韵达快递,MOCK000000004956,2026-03-11 20:55:32,2026-03-14 20:55:32,delivered,3
SHP00004957,O00005703,W009,韵达快递,MOCK000000004957,2025-05-07 17:07:28,2025-05-08 17:07:28,delivered,2
SHP00004958,O00005704,W006,圆通速递,MOCK000000004958,2025-10-03 15:53:05,2025-10-08 15:53:05,delivered,4
SHP00004959,O00005705,W001,顺丰速运,MOCK000000004959,2025-09-15 23:37:05,2025-09-17 23:37:05,delivered,3
SHP00004960,O00005706,W014,京东物流,MOCK000000004960,2025-12-13 09:10:47,2025-12-16 09:10:47,delivered,2
SHP00004961,O00005707,W012,顺丰速运,MOCK000000004961,2026-04-30 17:02:14,2026-05-04 17:02:14,delivered,3
SHP00004962,O00005708,W001,中通快递,MOCK000000004962,2026-02-23 14:57:29,2026-02-26 14:57:29,delivered,3
SHP00004963,O00005709,W009,圆通速递,MOCK000000004963,2026-06-30 11:49:49,,in_transit,3
SHP00004964,O00005710,W001,中通快递,MOCK000000004964,2026-05-18 06:19:43,2026-05-24 06:19:43,delivered,1
SHP00004965,O00005711,W007,顺丰速运,MOCK000000004965,2025-02-07 16:53:46,,in_transit,4
SHP00004966,O00005712,W001,中通快递,MOCK000000004966,2026-06-15 13:06:35,2026-06-18 13:06:35,delivered,1
SHP00004967,O00005713,W005,顺丰速运,MOCK000000004967,2025-04-30 16:48:33,2025-05-03 16:48:33,delivered,4
SHP00004968,O00005715,W006,韵达快递,MOCK000000004968,2026-07-17 19:29:25,2026-07-19 19:29:25,delivered,1
SHP00004969,O00005716,W008,韵达快递,MOCK000000004969,2026-05-18 08:33:57,2026-05-21 08:33:57,delivered,3
SHP00004970,O00005717,W010,京东物流,MOCK000000004970,2025-04-21 21:00:46,,in_transit,1
SHP00004971,O00005718,W012,顺丰速运,MOCK000000004971,2026-05-05 05:26:28,2026-05-07 05:26:28,delivered,4
SHP00004972,O00005719,W008,圆通速递,MOCK000000004972,2025-12-01 17:35:27,2025-12-06 17:35:27,delivered,2
SHP00004973,O00005720,W013,京东物流,MOCK000000004973,2025-07-21 13:08:00,,in_transit,3
SHP00004974,O00005721,W012,中通快递,MOCK000000004974,2025-08-08 01:43:14,2025-08-09 01:43:14,delivered,1
SHP00004975,O00005722,W010,圆通速递,MOCK000000004975,2025-04-01 03:53:38,2025-04-04 03:53:38,delivered,2
SHP00004976,O00005723,W004,中通快递,MOCK000000004976,2025-09-24 08:59:24,2025-09-26 08:59:24,delivered,4
SHP00004977,O00005725,W001,中通快递,MOCK000000004977,2026-05-03 12:38:42,2026-05-04 12:38:42,delivered,3
SHP00004978,O00005726,W009,圆通速递,MOCK000000004978,2025-12-21 14:30:49,2025-12-24 14:30:49,delivered,3
SHP00004979,O00005728,W004,顺丰速运,MOCK000000004979,2026-05-19 15:31:29,2026-05-21 15:31:29,delivered,3
SHP00004980,O00005729,W007,韵达快递,MOCK000000004980,2026-04-08 00:28:35,2026-04-11 00:28:35,delivered,3
SHP00004981,O00005730,W005,顺丰速运,MOCK000000004981,2025-03-02 12:16:26,2025-03-03 12:16:26,delivered,3
SHP00004982,O00005731,W005,韵达快递,MOCK000000004982,2025-12-25 22:36:39,,in_transit,3
SHP00004983,O00005733,W005,圆通速递,MOCK000000004983,2026-05-11 10:06:21,2026-05-15 10:06:21,delivered,2
SHP00004984,O00005734,W012,韵达快递,MOCK000000004984,2025-06-30 16:30:33,2025-07-04 16:30:33,delivered,3
SHP00004985,O00005735,W012,京东物流,MOCK000000004985,2026-04-27 12:08:30,2026-05-02 12:08:30,delivered,2
SHP00004986,O00005736,W008,顺丰速运,MOCK000000004986,2026-03-28 21:23:08,,in_transit,1
SHP00004987,O00005737,W015,圆通速递,MOCK000000004987,2026-07-30 16:40:24,2026-07-31 16:40:24,delivered,3
SHP00004988,O00005738,W002,圆通速递,MOCK000000004988,2025-10-10 18:04:16,2025-10-16 18:04:16,delivered,4
SHP00004989,O00005740,W007,中通快递,MOCK000000004989,2025-10-06 16:20:33,2025-10-09 16:20:33,delivered,2
SHP00004990,O00005741,W014,圆通速递,MOCK000000004990,2026-07-19 22:19:01,2026-07-23 22:19:01,delivered,1
SHP00004991,O00005742,W003,顺丰速运,MOCK000000004991,2025-01-23 14:15:08,2025-01-26 14:15:08,delivered,2
SHP00004992,O00005743,W013,圆通速递,MOCK000000004992,2026-08-20 00:21:17,,in_transit,4
SHP00004993,O00005744,W005,圆通速递,MOCK000000004993,2025-05-05 02:38:47,2025-05-11 02:38:47,delivered,4
SHP00004994,O00005745,W014,顺丰速运,MOCK000000004994,2025-11-07 00:22:36,2025-11-10 00:22:36,delivered,2
SHP00004995,O00005747,W003,京东物流,MOCK000000004995,2025-10-07 08:31:39,2025-10-10 08:31:39,delivered,2
SHP00004996,O00005749,W006,中通快递,MOCK000000004996,2026-03-06 18:58:17,2026-03-12 18:58:17,delivered,1
SHP00004997,O00005750,W008,京东物流,MOCK000000004997,2025-12-10 03:17:11,2025-12-15 03:17:11,delivered,3
SHP00004998,O00005752,W002,顺丰速运,MOCK000000004998,2025-04-21 07:36:47,2025-04-27 07:36:47,delivered,1
SHP00004999,O00005753,W012,圆通速递,MOCK000000004999,2026-07-24 15:21:24,2026-07-27 15:21:24,delivered,2
SHP00005000,O00005755,W006,顺丰速运,MOCK000000005000,2025-03-16 02:46:56,2025-03-18 02:46:56,delivered,4
SHP00005001,O00005756,W011,顺丰速运,MOCK000000005001,2026-07-04 15:49:42,2026-07-05 15:49:42,delivered,4
SHP00005002,O00005757,W015,顺丰速运,MOCK000000005002,2025-09-02 22:32:51,,in_transit,1
SHP00005003,O00005758,W003,京东物流,MOCK000000005003,2025-08-21 05:17:24,2025-08-24 05:17:24,delivered,1
SHP00005004,O00005759,W002,韵达快递,MOCK000000005004,2025-05-22 07:28:48,2025-05-23 07:28:48,delivered,4
SHP00005005,O00005760,W010,京东物流,MOCK000000005005,2025-12-17 14:38:39,2025-12-23 14:38:39,delivered,4
SHP00005006,O00005761,W002,顺丰速运,MOCK000000005006,2025-05-15 15:39:12,2025-05-20 15:39:12,delivered,1
SHP00005007,O00005762,W016,京东物流,MOCK000000005007,2026-04-30 14:51:46,2026-05-05 14:51:46,delivered,2
SHP00005008,O00005763,W012,京东物流,MOCK000000005008,2025-06-29 12:41:45,2025-07-04 12:41:45,delivered,3
SHP00005009,O00005764,W008,顺丰速运,MOCK000000005009,2025-11-30 05:48:34,2025-12-04 05:48:34,delivered,1
SHP00005010,O00005765,W007,韵达快递,MOCK000000005010,2026-05-24 08:18:59,,in_transit,4
SHP00005011,O00005766,W006,中通快递,MOCK000000005011,2025-11-15 07:59:21,2025-11-17 07:59:21,delivered,3
SHP00005012,O00005767,W012,京东物流,MOCK000000005012,2025-02-21 09:53:25,2025-02-25 09:53:25,delivered,4
SHP00005013,O00005768,W011,京东物流,MOCK000000005013,2025-12-05 04:23:47,2025-12-08 04:23:47,delivered,4
SHP00005014,O00005772,W009,圆通速递,MOCK000000005014,2025-06-04 04:57:23,2025-06-09 04:57:23,delivered,2
SHP00005015,O00005773,W002,韵达快递,MOCK000000005015,2025-04-22 00:35:36,2025-04-28 00:35:36,delivered,2
SHP00005016,O00005775,W013,韵达快递,MOCK000000005016,2025-03-09 12:42:58,2025-03-10 12:42:58,delivered,1
SHP00005017,O00005776,W012,中通快递,MOCK000000005017,2025-02-11 04:38:32,2025-02-17 04:38:32,delivered,4
SHP00005018,O00005777,W007,中通快递,MOCK000000005018,2025-01-25 02:55:27,2025-01-29 02:55:27,delivered,1
SHP00005019,O00005778,W016,京东物流,MOCK000000005019,2026-04-30 16:40:10,2026-05-05 16:40:10,delivered,1
SHP00005020,O00005779,W002,京东物流,MOCK000000005020,2026-02-21 16:05:57,2026-02-25 16:05:57,delivered,2
SHP00005021,O00005780,W004,中通快递,MOCK000000005021,2025-05-16 21:07:11,2025-05-17 21:07:11,delivered,2
SHP00005022,O00005781,W007,中通快递,MOCK000000005022,2025-08-10 07:48:58,2025-08-12 07:48:58,delivered,4
SHP00005023,O00005782,W001,顺丰速运,MOCK000000005023,2026-03-30 00:16:59,2026-04-02 00:16:59,delivered,2
SHP00005024,O00005784,W011,顺丰速运,MOCK000000005024,2025-12-18 19:44:56,2025-12-22 19:44:56,delivered,3
SHP00005025,O00005785,W007,中通快递,MOCK000000005025,2025-05-25 07:35:48,2025-05-30 07:35:48,delivered,4
SHP00005026,O00005786,W004,圆通速递,MOCK000000005026,2026-01-05 06:33:54,2026-01-08 06:33:54,delivered,4
SHP00005027,O00005787,W015,韵达快递,MOCK000000005027,2026-06-04 19:12:36,2026-06-10 19:12:36,delivered,2
SHP00005028,O00005788,W010,中通快递,MOCK000000005028,2025-07-31 03:46:57,2025-08-06 03:46:57,delivered,2
