cart_id,user_id,updated_at,cart_status,platform
CART0003306,U001471,2025-02-04 22:05:22,abandoned,app
CART0003307,U002811,2025-08-02 01:56:07,converted,web
CART0003308,U003870,2025-04-04 05:54:27,active,app
CART0003309,U003901,2025-01-08 12:46:10,active,web
CART0003310,U002265,2025-10-06 03:24:42,converted,app
CART0003311,U003469,2026-01-03 06:30:42,converted,app
CART0003312,U002860,2026-03-26 21:02:00,converted,app
CART0003313,U004123,2025-03-21 05:38:01,active,mini_program
CART0003314,U000238,2025-12-14 21:12:36,abandoned,web
CART0003315,U003464,2025-05-30 00:23:21,abandoned,mini_program
CART0003316,U004575,2025-09-04 13:37:45,converted,app
CART0003317,U003202,2025-03-21 12:18:53,converted,app
CART0003318,U001244,2025-01-12 15:06:48,abandoned,app
CART0003319,U001095,2025-02-19 22:37:09,converted,app
CART0003320,U002022,2025-11-19 00:38:37,active,web
CART0003321,U002462,2026-05-14 23:20:46,abandoned,app
CART0003322,U001633,2025-03-15 14:19:32,active,web
CART0003323,U000160,2026-07-25 23:55:56,active,app
CART0003324,U002419,2025-01-04 23:43:10,active,app
CART0003325,U002410,2025-10-20 10:29:41,active,app
CART0003326,U002028,2026-04-17 17:51:08,converted,app
CART0003327,U001315,2026-04-16 10:33:45,active,app
CART0003328,U001218,2025-03-14 04:51:44,abandoned,app
CART0003329,U000487,2026-01-28 01:13:04,converted,app
CART0003330,U003492,2025-01-28 07:13:06,active,app
CART0003331,U000983,2025-07-17 02:00:10,converted,web
CART0003332,U002665,2026-02-26 20:47:07,converted,app
CART0003333,U003063,2025-09-22 06:34:41,abandoned,app
CART0003334,U001439,2026-01-28 14:02:22,abandoned,web
CART0003335,U004655,2025-12-11 09:20:51,active,mini_program
CART0003336,U001185,2025-09-09 17:06:58,converted,app
CART0003337,U003771,2025-09-14 14:41:59,converted,web
CART0003338,U003642,2025-11-01 21:44:16,active,app
CART0003339,U001510,2025-08-28 04:17:25,converted,app
CART0003340,U000505,2025-06-22 12:16:05,converted,app
CART0003341,U003658,2025-05-03 17:41:42,converted,mini_program
CART0003342,U001457,2025-01-15 05:08:55,active,web
CART0003343,U004752,2025-10-25 08:50:35,converted,app
CART0003344,U003897,2025-03-03 14:55:29,active,app
CART0003345,U000765,2025-12-12 03:46:19,active,web
CART0003346,U004704,2025-01-07 21:59:22,converted,web
CART0003347,U001770,2025-06-15 14:14:20,converted,web
CART0003348,U000677,2025-10-26 08:40:13,active,app
CART0003349,U001259,2025-10-17 15:48:03,abandoned,app
CART0003350,U003804,2025-06-03 01:08:41,active,app
CART0003351,U003039,2025-07-10 20:16:11,active,mini_program
CART0003352,U001228,2026-07-22 04:51:40,converted,app
CART0003353,U004970,2026-05-18 07:28:49,active,web
CART0003354,U001334,2025-08-09 00:00:45,converted,app
CART0003355,U001014,2025-12-16 02:26:57,converted,app
CART0003356,U003131,2026-07-14 13:26:19,converted,mini_program
CART0003357,U003835,2026-07-30 15:26:43,converted,app
CART0003358,U000243,2025-03-03 15:31:40,converted,web
CART0003359,U000921,2025-06-01 13:37:52,abandoned,mini_program
CART0003360,U004775,2026-04-26 20:53:37,converted,app
CART0003361,U000585,2025-03-26 03:47:47,abandoned,app
CART0003362,U002221,2026-07-23 23:33:43,abandoned,app
CART0003363,U000910,2025-08-17 03:26:08,converted,web
CART0003364,U004860,2026-02-20 12:34:59,converted,app
CART0003365,U000495,2025-09-04 08:18:56,abandoned,app
CART0003366,U004509,2025-05-20 10:24:11,converted,app
CART0003367,U000484,2026-05-18 20:16:29,converted,web
CART0003368,U002643,2025-10-09 18:58:03,converted,app
CART0003369,U004558,2025-05-11 07:57:13,converted,app
CART0003370,U000005,2025-05-22 18:09:37,converted,app
CART0003371,U004263,2026-03-14 13:26:38,converted,app
CART0003372,U004637,2025-07-02 17:28:10,active,app
CART0003373,U003281,2025-05-21 02:11:09,abandoned,mini_program
CART0003374,U003702,2026-08-13 02:15:24,active,app
CART0003375,U004849,2025-05-26 18:55:45,converted,app
CART0003376,U003970,2026-05-12 15:03:41,converted,app
CART0003377,U004347,2026-03-07 09:34:42,active,web
CART0003378,U004619,2025-04-30 09:57:10,active,web
CART0003379,U000728,2026-01-19 00:00:44,converted,app
CART0003380,U001670,2025-06-09 01:23:20,abandoned,app
CART0003381,U000112,2026-03-23 03:52:43,active,mini_program
CART0003382,U002472,2026-04-12 13:45:56,converted,web
CART0003383,U003325,2025-08-15 23:46:31,active,web
CART0003384,U003696,2025-08-11 12:00:50,abandoned,app
CART0003385,U004619,2025-10-31 23:09:24,converted,mini_program
CART0003386,U002645,2026-04-02 19:28:06,active,web
CART0003387,U001214,2026-08-09 23:33:54,converted,app
CART0003388,U000224,2026-06-27 19:12:29,abandoned,app
CART0003389,U002924,2025-05-06 20:53:24,converted,web
CART0003390,U001854,2026-06-07 12:41:19,converted,app
CART0003391,U003462,2026-06-24 08:59:02,converted,mini_program
CART0003392,U004234,2025-05-01 23:04:53,converted,app
CART0003393,U001581,2025-09-05 20:32:42,converted,app
CART0003394,U003082,2026-07-25 02:47:20,abandoned,web
CART0003395,U001751,2026-07-23 21:31:04,active,app
CART0003396,U002479,2026-02-02 11:18:12,converted,app
CART0003397,U002639,2025-11-28 04:24:11,converted,web
CART0003398,U001372,2025-04-22 04:24:59,active,app
CART0003399,U004669,2025-07-14 19:30:39,abandoned,app
CART0003400,U001306,2026-06-18 09:54:35,abandoned,app
CART0003401,U004998,2025-10-07 22:00:23,active,app
CART0003402,U004216,2025-06-24 11:52:23,abandoned,app
CART0003403,U004340,2026-08-12 09:58:26,abandoned,app
CART0003404,U000354,2025-07-05 22:27:08,converted,app
CART0003405,U003020,2026-01-24 00:01:29,active,web
CART0003406,U001986,2025-06-06 09:11:41,converted,mini_program
CART0003407,U000712,2026-05-15 03:59:04,abandoned,app
CART0003408,U001088,2025-11-05 07:22:22,active,app
CART0003409,U000040,2026-01-18 22:48:33,active,app
CART0003410,U001436,2025-04-16 10:37:16,converted,app
CART0003411,U001376,2025-12-18 17:24:57,converted,app
CART0003412,U002646,2026-07-24 09:38:20,abandoned,app
CART0003413,U003241,2026-07-15 16:21:45,converted,web
CART0003414,U004907,2025-10-18 11:08:36,active,app
CART0003415,U003072,2026-07-19 19:40:44,abandoned,mini_program
CART0003416,U002968,2025-11-18 15:39:03,active,web
CART0003417,U001762,2025-09-12 14:17:27,active,app
CART0003418,U004933,2025-02-17 22:37:39,active,web
CART0003419,U002821,2026-06-27 03:51:57,active,web
CART0003420,U000057,2025-02-16 17:09:28,active,app
CART0003421,U001960,2025-04-27 18:10:45,active,mini_program
CART0003422,U002709,2025-02-24 20:28:03,converted,app
CART0003423,U001408,2026-02-23 22:51:57,converted,mini_program
CART0003424,U003879,2025-11-26 12:38:43,converted,app
CART0003425,U000897,2025-09-27 17:23:21,active,web
CART0003426,U003136,2026-01-03 03:54:55,abandoned,mini_program
CART0003427,U000506,2025-04-21 07:15:14,converted,mini_program
CART0003428,U004616,2026-01-31 11:02:44,converted,web
CART0003429,U000449,2026-04-10 15:10:01,abandoned,web
CART0003430,U002907,2026-08-21 11:45:12,converted,app
CART0003431,U003147,2025-12-09 23:31:47,abandoned,web
CART0003432,U001768,2025-03-20 11:09:40,converted,app
CART0003433,U004875,2026-08-09 14:07:03,active,web
CART0003434,U002491,2025-11-10 18:24:24,converted,app
CART0003435,U003927,2025-03-19 05:25:59,abandoned,app
CART0003436,U003281,2026-06-03 17:17:35,active,web
CART0003437,U003938,2025-02-22 09:48:55,active,app
CART0003438,U000017,2025-08-16 11:47:24,converted,app
CART0003439,U004462,2026-03-26 18:36:34,converted,mini_program
CART0003440,U001679,2025-03-04 03:08:55,converted,app
CART0003441,U001660,2025-01-18 14:01:48,active,app
CART0003442,U002943,2025-12-27 08:45:27,converted,app
CART0003443,U004442,2025-11-01 07:32:28,active,web
CART0003444,U004525,2025-10-18 23:03:24,converted,app
CART0003445,U000487,2025-08-16 05:29:02,abandoned,web
CART0003446,U004992,2025-10-16 18:57:34,converted,web
CART0003447,U004277,2025-01-27 19:11:51,active,mini_program
CART0003448,U000082,2025-04-16 07:50:50,active,app
CART0003449,U004130,2025-03-10 15:45:13,converted,app
CART0003450,U001360,2025-04-01 08:04:13,abandoned,mini_program
CART0003451,U001832,2026-06-13 15:10:54,converted,app
CART0003452,U002838,2025-10-26 19:11:38,abandoned,web
CART0003453,U003408,2025-08-29 22:22:37,abandoned,mini_program
CART0003454,U000835,2026-02-24 07:45:40,active,web
CART0003455,U001949,2025-07-18 08:27:42,abandoned,app
CART0003456,U000863,2026-08-17 03:08:32,converted,web
CART0003457,U002635,2026-02-24 15:21:03,active,web
CART0003458,U001869,2026-07-07 20:55:03,converted,app
CART0003459,U003723,2025-04-26 04:41:36,active,mini_program
CART0003460,U003013,2025-08-12 16:21:25,converted,app
CART0003461,U002330,2025-05-25 21:43:06,converted,app
CART0003462,U000509,2025-08-19 13:14:23,active,mini_program
CART0003463,U001424,2025-07-28 22:57:33,converted,web
CART0003464,U001941,2025-02-06 04:19:55,active,mini_program
CART0003465,U001370,2026-01-16 20:27:25,converted,app
CART0003466,U004926,2025-12-07 04:37:04,active,mini_program
CART0003467,U000324,2025-11-26 09:46:36,converted,mini_program
CART0003468,U004588,2026-04-04 15:02:35,converted,app
CART0003469,U002154,2025-12-04 02:04:39,active,mini_program
CART0003470,U002403,2025-09-11 00:22:21,converted,mini_program
CART0003471,U003801,2026-05-17 06:00:45,converted,app
CART0003472,U002608,2025-01-19 10:59:03,active,app
CART0003473,U002864,2025-08-17 22:51:02,abandoned,mini_program
CART0003474,U003705,2025-06-15 05:22:06,converted,app
CART0003475,U000010,2026-04-28 03:02:36,active,web
CART0003476,U003979,2025-11-18 08:35:45,abandoned,web
CART0003477,U004687,2026-07-24 07:58:44,abandoned,web
CART0003478,U000474,2026-07-04 09:14:06,active,mini_program
CART0003479,U003104,2026-01-09 06:36:20,converted,app
CART0003480,U000745,2026-01-20 08:50:59,converted,app
CART0003481,U000135,2026-01-03 19:09:40,converted,mini_program
CART0003482,U000716,2026-06-27 20:57:24,abandoned,mini_program
CART0003483,U002789,2026-05-01 14:10:08,converted,app
CART0003484,U000851,2025-09-12 17:00:05,active,mini_program
CART0003485,U002922,2026-01-08 21:27:14,abandoned,app
CART0003486,U004680,2026-02-06 07:25:05,converted,app
CART0003487,U001002,2025-08-11 09:26:36,abandoned,app
CART0003488,U001614,2025-12-23 13:24:43,active,app
CART0003489,U001905,2026-05-31 04:05:44,converted,app
CART0003490,U002905,2025-09-12 04:55:23,converted,app
CART0003491,U002698,2025-03-07 06:34:02,converted,app
CART0003492,U003490,2026-05-01 03:43:21,abandoned,app
CART0003493,U001966,2026-05-28 09:27:10,active,app
CART0003494,U003770,2026-07-29 01:14:50,converted,app
CART0003495,U001526,2025-03-17 02:42:45,active,app
CART0003496,U002089,2025-12-02 14:41:02,abandoned,app
CART0003497,U001851,2025-02-24 21:48:49,abandoned,app
CART0003498,U004419,2026-03-27 04:32:15,converted,mini_program
CART0003499,U002719,2025-08-13 10:47:15,abandoned,app
CART0003500,U000367,2025-03-20 22:01:01,converted,app
CART0003501,U002006,2025-01-12 14:03:22,abandoned,web
CART0003502,U001153,2026-02-22 05:14:32,active,app
CART0003503,U001777,2026-01-25 11:46:41,converted,mini_program
CART0003504,U000289,2025-12-09 10:22:46,active,app
CART0003505,U004284,2026-03-20 08:23:24,active,web
CART0003506,U002226,2025-08-18 15:02:30,active,app
CART0003507,U003946,2025-07-04 23:21:27,active,app
CART0003508,U001169,2025-08-02 07:11:47,active,app
CART0003509,U004398,2025-07-16 21:39:10,active,mini_program
CART0003510,U002177,2026-02-21 12:50:25,active,web
CART0003511,U004402,2026-07-22 01:26:14,active,app
CART0003512,U001107,2025-09-09 08:32:10,converted,app
CART0003513,U001168,2026-04-05 20:09:25,converted,app
CART0003514,U001178,2025-07-08 23:13:51,active,web
CART0003515,U004568,2026-01-06 00:26:49,abandoned,app
CART0003516,U000897,2026-07-09 06:50:55,converted,app
CART0003517,U003339,2025-06-23 01:38:50,active,app
CART0003518,U001318,2025-11-30 15:26:36,active,app
CART0003519,U000827,2025-06-29 06:23:34,active,app
CART0003520,U003375,2025-06-16 19:17:35,converted,app
CART0003521,U003768,2025-10-03 08:13:06,active,app
CART0003522,U004192,2025-08-06 09:44:21,active,app
CART0003523,U003524,2026-07-26 16:43:41,converted,app
CART0003524,U000102,2026-03-16 17:50:28,converted,app
CART0003525,U004221,2026-02-15 07:11:52,abandoned,app
CART0003526,U000730,2026-05-24 20:28:43,abandoned,web
CART0003527,U002188,2026-06-09 22:52:52,abandoned,mini_program
CART0003528,U003503,2025-10-15 20:32:04,active,app
CART0003529,U000459,2025-06-25 10:46:00,active,app
CART0003530,U001076,2025-07-25 22:22:32,abandoned,web
CART0003531,U003356,2026-01-29 00:09:09,active,app
CART0003532,U000393,2026-04-27 04:31:38,abandoned,app
CART0003533,U004496,2025-10-11 00:35:38,abandoned,web
CART0003534,U002952,2026-02-05 00:33:47,active,web
CART0003535,U004583,2026-03-31 05:32:05,converted,app
CART0003536,U002170,2026-07-17 18:16:01,active,app
CART0003537,U000900,2025-03-21 08:46:09,active,app
CART0003538,U004782,2025-05-05 04:01:12,abandoned,mini_program
CART0003539,U003105,2025-12-11 19:57:17,abandoned,mini_program
CART0003540,U001830,2025-01-12 05:43:50,converted,app
CART0003541,U002683,2025-03-19 18:05:24,converted,app
CART0003542,U000395,2025-12-27 15:58:45,converted,app
CART0003543,U003360,2025-06-12 21:06:13,converted,app
CART0003544,U002760,2025-08-09 12:05:21,converted,web
CART0003545,U001981,2025-06-05 00:25:20,converted,mini_program
CART0003546,U001827,2025-06-08 19:49:45,active,app
CART0003547,U002651,2026-02-19 10:10:59,converted,app
CART0003548,U000218,2026-01-07 03:54:02,abandoned,app
CART0003549,U003169,2026-06-29 22:42:16,converted,mini_program
CART0003550,U004679,2026-02-15 06:07:26,abandoned,app
CART0003551,U002649,2025-10-01 01:34:51,converted,web
CART0003552,U004562,2026-06-18 11:59:16,active,app
CART0003553,U001034,2025-03-16 16:57:23,active,app
CART0003554,U001077,2025-06-12 15:59:09,active,app
CART0003555,U003577,2025-07-21 09:40:51,abandoned,app
CART0003556,U000996,2025-11-06 23:19:40,active,web
CART0003557,U002279,2025-05-02 14:11:56,converted,app
CART0003558,U003795,2025-04-07 19:10:49,converted,app
CART0003559,U004026,2026-08-21 05:17:07,active,mini_program
CART0003560,U004125,2026-02-10 08:23:59,active,web
CART0003561,U001792,2025-02-03 10:05:48,converted,app
CART0003562,U000257,2026-07-14 00:29:59,abandoned,web
CART0003563,U001235,2025-02-24 09:42:41,active,mini_program
CART0003564,U004521,2026-04-17 04:11:23,converted,web
CART0003565,U003102,2025-06-02 16:53:43,active,app
CART0003566,U002112,2025-02-20 15:37:52,active,app
CART0003567,U004205,2026-05-10 04:16:17,abandoned,web
CART0003568,U004399,2025-09-22 13:02:26,active,mini_program
CART0003569,U000907,2026-05-03 06:30:46,active,web
CART0003570,U001147,2025-06-29 01:01:10,converted,app
CART0003571,U004654,2025-03-17 07:20:01,converted,mini_program
CART0003572,U004708,2026-07-11 22:57:33,abandoned,web
CART0003573,U002581,2025-09-23 07:48:31,converted,web
CART0003574,U003630,2026-04-24 12:30:03,active,app
CART0003575,U004112,2025-12-21 10:35:28,converted,app
CART0003576,U003176,2025-07-28 14:28:18,active,app
CART0003577,U003337,2026-07-28 04:06:36,converted,app
CART0003578,U003175,2025-03-23 15:40:27,abandoned,mini_program
CART0003579,U001181,2026-07-05 21:27:29,abandoned,mini_program
CART0003580,U000449,2025-03-07 11:23:18,abandoned,app
CART0003581,U000450,2025-05-23 04:52:52,converted,app
CART0003582,U004147,2026-07-10 09:36:34,active,app
CART0003583,U003802,2025-09-08 06:35:56,converted,app
CART0003584,U003213,2025-04-13 10:23:14,active,web
CART0003585,U003877,2025-03-27 01:54:51,converted,app
CART0003586,U003339,2026-08-19 02:53:09,active,app
CART0003587,U002339,2026-07-01 21:02:59,converted,mini_program
CART0003588,U001711,2025-06-05 13:07:47,converted,app
CART0003589,U004489,2025-06-23 11:32:22,active,app
CART0003590,U002037,2025-09-19 08:12:25,abandoned,app
CART0003591,U004884,2025-02-25 11:42:55,abandoned,app
CART0003592,U002489,2026-05-07 17:56:46,active,app
CART0003593,U001044,2025-06-11 01:38:51,abandoned,app
CART0003594,U003831,2026-08-02 05:03:40,converted,app
CART0003595,U001628,2026-01-25 10:47:09,converted,app
CART0003596,U001288,2026-03-04 20:31:25,converted,app
CART0003597,U004654,2025-06-27 09:38:18,converted,mini_program
CART0003598,U001377,2025-10-03 06:53:09,active,app
CART0003599,U003304,2025-10-01 11:25:04,converted,mini_program
CART0003600,U004821,2025-02-02 23:27:18,converted,app
CART0003601,U002406,2025-08-04 08:22:13,active,web
CART0003602,U004777,2026-04-07 08:41:02,active,app
CART0003603,U000922,2025-08-14 21:51:52,active,app
CART0003604,U003806,2026-07-02 17:46:47,active,app
CART0003605,U000811,2025-12-22 05:58:54,abandoned,mini_program
CART0003606,U000578,2025-01-30 02:23:26,converted,web
CART0003607,U001465,2025-02-26 09:00:30,abandoned,web
CART0003608,U004362,2026-07-11 22:47:00,converted,web
CART0003609,U003947,2025-12-11 02:12:48,converted,web
CART0003610,U000635,2025-03-13 19:44:27,active,mini_program
CART0003611,U004091,2026-03-22 07:37:24,active,web
CART0003612,U004786,2025-09-21 04:39:38,converted,mini_program
CART0003613,U002687,2025-08-17 10:00:46,active,mini_program
CART0003614,U004262,2026-05-13 04:03:03,active,app
CART0003615,U000478,2025-11-23 07:31:01,abandoned,app
CART0003616,U002412,2025-01-23 22:11:21,abandoned,app
CART0003617,U004016,2026-06-25 16:58:55,converted,web
CART0003618,U004004,2025-08-29 22:27:45,active,app
CART0003619,U002785,2025-06-02 12:24:24,converted,app
CART0003620,U002419,2025-01-30 16:29:22,converted,web
CART0003621,U004742,2025-04-23 21:15:38,abandoned,mini_program
CART0003622,U002572,2025-04-07 05:03:39,abandoned,app
CART0003623,U002129,2026-02-28 15:57:40,active,web
CART0003624,U004145,2026-02-11 12:54:09,converted,app
CART0003625,U002466,2025-03-12 07:33:07,converted,app
CART0003626,U002361,2026-08-06 16:44:54,converted,app
CART0003627,U000693,2025-05-20 01:09:51,abandoned,web
CART0003628,U002155,2025-07-12 11:21:35,converted,app
CART0003629,U003024,2026-06-12 01:38:47,converted,app
CART0003630,U002316,2026-07-02 02:20:16,active,app
CART0003631,U004580,2026-05-03 07:42:58,active,app
CART0003632,U004100,2026-02-28 03:26:35,converted,app
CART0003633,U004159,2026-01-12 11:09:37,active,web
CART0003634,U002667,2026-07-02 22:58:53,converted,app
CART0003635,U004490,2026-04-12 05:32:45,converted,app
CART0003636,U001338,2026-04-15 03:56:11,converted,app
CART0003637,U001985,2025-06-14 22:26:05,active,app
CART0003638,U001012,2025-02-26 07:31:59,active,mini_program
CART0003639,U003685,2026-05-06 06:41:46,active,web
CART0003640,U003313,2026-08-20 11:37:59,active,app
CART0003641,U003885,2025-01-30 03:59:00,converted,app
CART0003642,U001656,2025-07-15 03:20:01,active,app
CART0003643,U004368,2025-12-24 15:01:36,abandoned,mini_program
CART0003644,U000986,2026-06-28 05:49:52,abandoned,mini_program
CART0003645,U002680,2025-03-29 08:52:51,active,app
CART0003646,U002087,2025-03-10 09:14:15,active,app
CART0003647,U001053,2026-03-12 00:06:23,converted,app
CART0003648,U002468,2025-12-11 05:56:21,converted,app
CART0003649,U002548,2025-08-29 19:29:58,converted,web
CART0003650,U002901,2025-10-17 11:05:19,active,app
CART0003651,U002582,2026-04-28 06:04:25,abandoned,app
CART0003652,U004117,2025-09-27 10:11:04,abandoned,app
CART0003653,U003801,2025-06-10 00:09:41,active,app
CART0003654,U000176,2025-11-10 00:21:47,converted,web
CART0003655,U001891,2025-03-26 03:35:14,converted,web
CART0003656,U001032,2025-04-09 17:31:39,abandoned,app
CART0003657,U002155,2026-02-13 22:54:49,active,web
CART0003658,U004977,2026-08-06 23:53:13,active,app
CART0003659,U003835,2026-01-27 19:49:48,abandoned,app
CART0003660,U000639,2025-06-17 19:46:55,converted,app
CART0003661,U002054,2026-03-12 22:17:57,converted,app
CART0003662,U002934,2026-05-14 21:45:37,abandoned,app
CART0003663,U004596,2025-02-12 02:15:57,converted,app
CART0003664,U002550,2025-08-14 08:04:17,abandoned,app
CART0003665,U001020,2025-07-21 12:15:31,abandoned,mini_program
CART0003666,U001745,2025-12-18 21:55:21,converted,app
CART0003667,U001267,2025-12-24 06:54:19,converted,app
CART0003668,U002932,2025-05-28 04:54:20,converted,app
CART0003669,U004759,2026-07-15 21:41:56,abandoned,mini_program
CART0003670,U000100,2025-10-30 03:19:21,converted,mini_program
CART0003671,U000973,2026-06-18 21:55:39,converted,app
CART0003672,U000665,2025-05-10 09:06:42,abandoned,web
CART0003673,U001889,2025-11-21 09:27:46,abandoned,app
CART0003674,U003128,2026-06-14 17:03:45,converted,app
CART0003675,U001311,2025-11-27 16:46:04,abandoned,app
CART0003676,U002503,2025-07-27 05:00:52,converted,app
CART0003677,U000942,2025-11-26 23:48:47,converted,app
CART0003678,U002520,2026-04-19 18:16:42,active,app
CART0003679,U001973,2026-05-30 22:42:34,active,app
CART0003680,U002635,2025-08-14 22:42:46,converted,app
CART0003681,U003242,2025-11-21 06:15:42,abandoned,mini_program
CART0003682,U000250,2026-06-17 08:13:09,abandoned,web
CART0003683,U004130,2025-01-08 00:45:44,converted,app
CART0003684,U000094,2026-02-14 11:15:21,converted,app
CART0003685,U003318,2026-07-31 18:54:13,abandoned,app
CART0003686,U004429,2025-02-25 21:11:40,abandoned,app
CART0003687,U001590,2025-05-24 20:29:11,abandoned,app
CART0003688,U001084,2025-12-22 16:35:00,converted,mini_program
CART0003689,U002189,2026-01-30 08:33:17,converted,app
CART0003690,U000567,2025-02-23 00:36:49,converted,app
CART0003691,U004356,2025-06-15 22:07:28,converted,web
CART0003692,U002076,2026-03-15 14:28:24,abandoned,app
CART0003693,U002722,2025-03-29 18:48:34,converted,mini_program
CART0003694,U004963,2025-08-08 17:23:52,converted,mini_program
CART0003695,U002855,2025-07-20 14:43:38,abandoned,app
CART0003696,U000159,2025-02-08 10:50:22,active,app
CART0003697,U000068,2025-08-19 09:18:20,active,app
CART0003698,U002411,2025-06-06 00:40:51,abandoned,app
CART0003699,U002924,2025-08-27 18:40:26,converted,app
CART0003700,U002410,2025-10-17 12:10:25,abandoned,app
CART0003701,U003646,2025-01-29 08:46:45,active,app
CART0003702,U000802,2025-09-07 02:08:53,converted,app
CART0003703,U004935,2026-05-19 05:21:31,active,app
CART0003704,U004768,2025-09-19 18:08:43,active,app
CART0003705,U002670,2026-01-27 00:25:24,active,web
CART0003706,U000373,2026-01-20 20:45:25,active,web
CART0003707,U003789,2025-02-07 05:14:51,abandoned,app
CART0003708,U003272,2026-04-08 14:25:43,converted,app
CART0003709,U000420,2025-11-06 19:47:29,active,mini_program
CART0003710,U004505,2026-04-29 05:47:10,converted,app
CART0003711,U003489,2025-06-29 08:33:39,converted,app
CART0003712,U003617,2025-10-07 16:35:50,abandoned,app
CART0003713,U002078,2026-01-29 23:57:37,converted,app
CART0003714,U001044,2026-05-07 06:28:39,active,web
CART0003715,U004258,2026-06-08 07:37:04,active,app
CART0003716,U001133,2025-09-14 09:31:14,converted,mini_program
CART0003717,U002516,2025-10-15 05:36:55,abandoned,app
CART0003718,U002105,2025-09-22 01:59:27,converted,app
CART0003719,U002304,2025-01-03 19:57:03,abandoned,app
CART0003720,U001617,2025-09-01 14:56:59,converted,app
CART0003721,U001000,2025-10-29 02:59:54,converted,app
CART0003722,U002178,2025-07-24 12:05:54,abandoned,app
CART0003723,U004499,2025-11-02 19:05:10,active,app
CART0003724,U004227,2026-07-14 14:02:37,converted,mini_program
CART0003725,U004657,2026-05-10 01:53:43,abandoned,web
CART0003726,U001055,2025-05-17 05:50:09,converted,app
CART0003727,U004657,2025-10-25 09:53:43,active,app
CART0003728,U000626,2026-06-24 12:15:07,abandoned,app
CART0003729,U001015,2026-08-04 10:49:02,converted,web
CART0003730,U000234,2025-03-11 03:17:46,active,app
CART0003731,U004620,2025-03-21 18:21:00,abandoned,app
CART0003732,U000806,2025-02-27 15:05:34,abandoned,web
CART0003733,U004383,2025-03-09 15:17:57,converted,mini_program
CART0003734,U000628,2025-12-27 16:13:11,abandoned,app
CART0003735,U003906,2025-02-20 04:36:40,abandoned,app
CART0003736,U003954,2025-05-19 12:19:21,active,app
CART0003737,U001403,2025-05-01 19:20:06,active,web
CART0003738,U001673,2025-05-21 16:02:26,converted,app
CART0003739,U000815,2026-07-06 15:55:26,abandoned,app
CART0003740,U001637,2025-06-18 09:01:19,converted,mini_program
CART0003741,U001926,2026-04-15 23:18:43,abandoned,app
CART0003742,U004488,2026-06-24 14:48:14,active,app
CART0003743,U000684,2026-06-27 18:07:40,active,app
CART0003744,U000887,2025-12-29 10:49:56,converted,app
CART0003745,U001475,2026-08-15 21:24:44,abandoned,app
CART0003746,U004388,2025-06-13 04:31:49,abandoned,app
CART0003747,U001168,2025-02-06 09:08:40,abandoned,web
CART0003748,U001241,2026-06-22 08:56:03,converted,web
CART0003749,U004161,2025-03-05 13:25:07,active,app
CART0003750,U002049,2025-08-27 16:34:33,abandoned,app
CART0003751,U003802,2026-04-25 13:55:09,abandoned,mini_program
CART0003752,U003335,2026-04-28 16:48:44,abandoned,app
CART0003753,U004193,2025-12-06 00:46:58,active,app
CART0003754,U003206,2026-04-20 04:26:17,active,web
CART0003755,U001245,2025-09-09 07:11:03,converted,app
CART0003756,U001449,2025-03-11 15:12:18,active,mini_program
CART0003757,U003560,2026-05-31 05:47:34,abandoned,app
CART0003758,U000338,2025-03-27 04:19:30,active,app
CART0003759,U000452,2025-09-07 12:25:21,abandoned,app
CART0003760,U003673,2026-07-23 16:45:15,active,app
CART0003761,U000448,2026-04-08 03:58:07,active,app
CART0003762,U000160,2025-08-20 04:27:53,converted,mini_program
CART0003763,U000138,2025-08-26 16:55:03,active,app
CART0003764,U002318,2025-04-01 01:35:04,converted,app
CART0003765,U000783,2025-09-03 22:17:08,active,web
CART0003766,U001823,2025-11-22 08:55:26,active,app
CART0003767,U001983,2025-11-21 02:11:56,converted,web
CART0003768,U002638,2025-05-12 04:15:21,active,app
CART0003769,U002562,2026-04-05 15:12:06,converted,app
CART0003770,U002285,2025-08-03 21:42:48,converted,mini_program
CART0003771,U001845,2026-04-08 20:36:52,converted,app
CART0003772,U004448,2025-02-17 02:48:40,converted,app
CART0003773,U000961,2025-12-01 16:46:08,abandoned,app
CART0003774,U000061,2025-04-01 08:41:34,converted,web
CART0003775,U001837,2025-10-13 08:08:44,active,app
CART0003776,U003078,2026-01-27 07:39:14,converted,web
CART0003777,U001840,2025-08-23 11:10:39,converted,app
CART0003778,U002764,2025-06-05 03:37:04,active,mini_program
CART0003779,U001102,2025-04-16 13:25:56,converted,app
CART0003780,U002928,2026-06-09 10:21:31,converted,mini_program
CART0003781,U000116,2026-05-05 20:17:55,converted,mini_program
CART0003782,U000670,2026-05-27 16:09:16,converted,app
CART0003783,U004170,2025-09-22 09:08:50,active,mini_program
CART0003784,U003942,2026-04-22 18:39:22,converted,web
CART0003785,U000869,2025-08-20 19:00:09,abandoned,app
CART0003786,U000254,2025-05-07 17:49:57,abandoned,app
CART0003787,U003601,2025-08-30 01:37:55,active,app
CART0003788,U004105,2025-02-10 16:12:22,abandoned,app
CART0003789,U001828,2026-08-08 20:12:35,active,app
CART0003790,U002343,2026-08-18 10:54:05,active,app
CART0003791,U001863,2026-04-06 10:40:26,active,app
CART0003792,U003558,2026-08-05 10:06:40,converted,app
CART0003793,U001015,2025-07-31 18:48:29,converted,web
