ad_stat_id,ad_campaign_id,stat_date,impressions,clicks,conversions,ad_cost,attributed_revenue,roi
ADS00002295,AD00095,2025-01-24,119729,8482,1076,12470.07,301277.51,24.16
ADS00002296,AD00096,2026-07-30,104325,7962,514,7650.4,299716.64,39.1766
ADS00002297,AD00097,2025-04-12,45810,2785,185,1017.22,37334.0,36.702
ADS00002298,AD00098,2025-06-09,152705,7201,711,29204.06,345304.65,11.8239
ADS00002299,AD00099,2026-03-03,83869,2917,341,3246.61,47717.95,14.6978
ADS00002300,AD00100,2025-09-01,140651,6330,859,23464.57,439743.2,18.7407
ADS00002301,AD00001,2025-06-11,28435,1357,27,1354.19,6338.48,4.6806
ADS00002302,AD00002,2025-06-20,31612,848,39,2272.62,10075.14,4.4333
ADS00002303,AD00003,2025-09-09,122994,3376,236,7617.59,26891.7,3.5302
ADS00002304,AD00004,2026-06-08,46579,3112,111,6648.81,30895.27,4.6467
ADS00002305,AD00005,2025-12-18,106490,4761,635,19469.81,98813.72,5.0752
ADS00002306,AD00006,2025-02-04,137312,10262,502,46698.06,222220.07,4.7587
ADS00002307,AD00007,2026-07-26,24817,1234,159,5757.8,82504.18,14.3291
ADS00002308,AD00008,2026-08-21,1795,97,8,359.18,3059.54,8.5181
ADS00002309,AD00009,2026-07-03,71519,2302,40,2520.09,27034.84,10.7277
ADS00002310,AD00010,2026-07-18,91200,5593,113,26008.42,64363.88,2.4747
ADS00002311,AD00011,2025-06-07,33719,1253,114,1244.28,76162.3,61.2099
ADS00002312,AD00012,2026-08-13,81787,5620,618,2035.79,120169.92,59.0286
ADS00002313,AD00013,2026-03-24,6532,201,3,601.35,539.03,0.8964
ADS00002314,AD00014,2026-07-06,19288,1022,49,1129.67,5865.89,5.1926
ADS00002315,AD00015,2026-06-22,125881,5890,545,14376.56,48745.97,3.3907
ADS00002316,AD00016,2025-04-02,8960,491,24,809.06,9402.07,11.621
ADS00002317,AD00017,2025-05-13,8857,88,11,164.48,2842.07,17.2791
ADS00002318,AD00018,2026-05-16,32099,2459,231,6131.96,145277.93,23.6919
ADS00002319,AD00019,2025-08-01,105940,8441,279,24099.9,72294.45,2.9998
ADS00002320,AD00020,2026-06-05,104713,2588,281,2483.58,90573.02,36.4687
ADS00002321,AD00021,2025-09-12,63626,1721,117,6646.14,21115.16,3.1771
ADS00002322,AD00022,2026-06-06,155289,5912,795,24230.66,406551.93,16.7784
ADS00002323,AD00023,2025-05-29,146664,6930,238,8628.92,59242.28,6.8655
ADS00002324,AD00024,2026-07-07,55779,1077,135,1766.59,21568.12,12.2089
ADS00002325,AD00025,2025-01-22,75469,2692,257,12053.54,84707.96,7.0276
ADS00002326,AD00026,2026-02-22,31753,1595,109,3174.86,11472.45,3.6135
ADS00002327,AD00027,2025-11-23,88514,5740,632,23376.69,173070.45,7.4035
ADS00002328,AD00028,2025-05-16,125783,3289,153,7102.93,63481.35,8.9373
ADS00002329,AD00029,2025-10-12,147515,10474,1489,35001.35,801888.65,22.9102
ADS00002330,AD00030,2025-03-04,26858,431,19,881.24,10530.44,11.9496
ADS00002331,AD00031,2025-05-27,84991,2530,208,11703.46,128026.09,10.9392
ADS00002332,AD00032,2026-08-22,4158,78,7,174.9,736.01,4.2082
ADS00002333,AD00033,2026-02-17,64790,5016,727,12655.91,93831.86,7.4141
ADS00002334,AD00034,2025-05-19,75805,1488,23,4141.88,12583.2,3.038
ADS00002335,AD00035,2026-02-16,28153,240,24,531.74,11373.64,21.3895
ADS00002336,AD00036,2025-02-23,73890,2595,204,8794.08,30699.09,3.4909
ADS00002337,AD00037,2026-05-07,65302,1851,179,3045.1,35401.62,11.6258
ADS00002338,AD00038,2026-03-29,22257,228,10,143.0,1134.92,7.9365
ADS00002339,AD00039,2026-06-05,57766,4473,571,9502.48,148824.86,15.6617
ADS00002340,AD00040,2025-09-26,80612,670,44,775.78,24243.41,31.2504
ADS00002341,AD00041,2025-08-07,101484,4187,330,1491.67,100504.31,67.377
ADS00002342,AD00042,2026-04-17,51940,607,24,1783.36,9407.9,5.2754
ADS00002343,AD00043,2025-02-23,123372,3768,346,5854.57,26305.31,4.4931
ADS00002344,AD00044,2026-03-02,179355,9152,647,38094.53,163318.57,4.2872
ADS00002345,AD00045,2026-01-05,12858,1022,22,4438.44,8344.55,1.8801
ADS00002346,AD00046,2025-08-15,139729,3026,346,6858.09,214742.12,31.3122
ADS00002347,AD00047,2025-03-07,56517,3264,381,5872.56,192723.77,32.8177
ADS00002348,AD00048,2025-08-29,77503,1058,20,4078.02,9745.55,2.3898
ADS00002349,AD00049,2026-02-27,153340,2287,167,9003.46,104305.54,11.5851
ADS00002350,AD00050,2025-04-30,27463,1772,53,2151.47,27038.81,12.5676
ADS00002351,AD00051,2025-04-05,101431,7958,894,10309.76,170667.89,16.554
ADS00002352,AD00052,2025-10-14,23136,1365,71,4376.61,10423.71,2.3817
ADS00002353,AD00053,2026-02-03,80005,1763,107,672.32,14240.36,21.1809
ADS00002354,AD00054,2025-07-10,99354,2349,85,6680.25,15255.61,2.2837
ADS00002355,AD00055,2025-06-05,38472,2802,338,9112.19,123082.12,13.5074
ADS00002356,AD00056,2026-08-03,15368,414,26,1546.78,11369.58,7.3505
ADS00002357,AD00057,2025-01-12,40568,2638,354,9039.82,235526.77,26.0544
ADS00002358,AD00058,2025-07-06,78012,4660,457,3213.15,119283.22,37.1235
ADS00002359,AD00059,2026-05-19,174625,13763,538,36445.13,181071.98,4.9683
ADS00002360,AD00060,2025-05-04,90771,1819,78,3079.11,32553.13,10.5723
ADS00002361,AD00061,2026-05-01,54829,1109,121,4598.32,36501.85,7.9381
ADS00002362,AD00062,2026-04-02,30307,299,35,120.17,14044.65,116.8732
ADS00002363,AD00063,2025-06-25,96761,6437,464,13656.98,144752.55,10.5992
ADS00002364,AD00064,2025-03-08,15906,1011,147,468.3,40446.33,86.3684
ADS00002365,AD00065,2026-03-22,26266,1763,70,7474.4,25621.36,3.4279
ADS00002366,AD00066,2026-02-18,44226,635,32,721.68,18216.53,25.2418
ADS00002367,AD00067,2025-07-24,117896,7531,727,27355.65,491264.01,17.9584
ADS00002368,AD00068,2026-07-28,7107,65,8,255.72,4354.73,17.0293
ADS00002369,AD00069,2025-08-07,56775,4305,198,18196.27,75929.36,4.1728
ADS00002370,AD00070,2026-06-14,78202,1039,31,4601.9,13071.66,2.8405
ADS00002371,AD00071,2026-07-16,50317,1198,68,3899.12,19688.62,5.0495
ADS00002372,AD00072,2025-10-13,89813,3705,391,7414.65,131285.7,17.7063
ADS00002373,AD00073,2025-04-19,166750,12154,574,24394.6,78266.88,3.2084
ADS00002374,AD00074,2025-06-23,91353,7178,774,12382.82,174565.77,14.0974
ADS00002375,AD00075,2026-05-01,2040,100,11,380.47,5412.83,14.2267
ADS00002376,AD00076,2025-04-18,116021,3770,174,12439.41,49178.07,3.9534
ADS00002377,AD00077,2025-08-02,90299,2036,118,6763.26,48409.41,7.1577
ADS00002378,AD00078,2025-01-27,167115,2066,130,3907.2,10964.93,2.8063
ADS00002379,AD00079,2025-12-21,59401,3386,195,14047.17,102708.24,7.3117
ADS00002380,AD00080,2025-08-16,47809,3269,172,1455.7,54551.27,37.4743
ADS00002381,AD00081,2025-05-14,112891,3034,238,12530.67,114173.14,9.1115
ADS00002382,AD00082,2026-08-04,91319,3404,367,6351.2,214547.38,33.7806
ADS00002383,AD00083,2026-01-02,136651,5254,183,13486.42,27735.49,2.0565
ADS00002384,AD00084,2025-09-10,34199,1503,132,5651.28,44946.44,7.9533
ADS00002385,AD00085,2026-08-03,158072,3799,254,14379.74,79687.03,5.5416
ADS00002386,AD00086,2025-11-19,72293,5580,796,21415.96,520814.87,24.319
ADS00002387,AD00087,2025-02-01,127775,7421,246,12195.96,156514.5,12.8333
ADS00002388,AD00088,2025-05-09,100091,1947,76,2556.71,25203.28,9.8577
ADS00002389,AD00089,2025-01-24,146411,3161,473,13187.72,284859.56,21.6004
ADS00002390,AD00090,2026-08-20,31231,1076,150,2562.4,48778.66,19.0363
ADS00002391,AD00091,2025-06-10,40495,2971,158,4399.19,58825.0,13.3718
ADS00002392,AD00092,2025-03-02,123519,3489,331,16007.9,154999.16,9.6827
ADS00002393,AD00093,2026-08-13,146006,5254,467,9967.86,38443.01,3.8567
ADS00002394,AD00094,2025-09-26,10643,228,6,776.55,3967.14,5.1087
ADS00002395,AD00095,2025-02-15,15719,291,10,139.4,3991.25,28.6316
ADS00002396,AD00096,2026-08-05,11677,681,96,362.97,42893.15,118.1727
ADS00002397,AD00097,2025-04-10,97942,6568,759,24694.74,61289.05,2.4819
ADS00002398,AD00098,2025-07-14,43794,1537,103,4215.56,48535.22,11.5134
ADS00002399,AD00099,2026-03-17,101222,6807,285,12565.87,64615.3,5.1421
ADS00002400,AD00100,2025-09-01,9046,316,16,430.01,4398.52,10.2289
ADS00002401,AD00001,2025-06-24,140345,9239,176,36519.99,107783.13,2.9513
ADS00002402,AD00002,2025-07-07,58810,4151,370,16142.5,26957.44,1.67
ADS00002403,AD00003,2025-09-14,61861,4782,169,15675.66,99710.1,6.3608
ADS00002404,AD00004,2026-05-31,71127,4430,400,14656.85,126907.31,8.6586
ADS00002405,AD00005,2025-11-26,64349,2663,258,4392.7,67756.65,15.4248
ADS00002406,AD00006,2025-03-29,143933,6068,781,16016.49,365183.9,22.8005
ADS00002407,AD00007,2026-07-27,76209,5506,785,4361.78,423352.8,97.0596
ADS00002408,AD00008,2026-08-21,6947,231,10,163.03,4498.33,27.592
ADS00002409,AD00009,2026-06-18,10951,496,49,1706.66,9309.97,5.4551
ADS00002410,AD00010,2026-08-07,75297,5884,301,24111.29,118185.32,4.9017
ADS00002411,AD00011,2025-06-14,121517,7658,289,35016.59,92246.72,2.6344
ADS00002412,AD00012,2026-08-07,98280,839,50,1201.74,32127.51,26.7342
ADS00002413,AD00013,2026-03-03,88923,4473,376,9831.95,188791.88,19.2019
ADS00002414,AD00014,2026-07-12,136455,8582,633,4645.0,391479.59,84.2798
ADS00002415,AD00015,2026-06-20,124840,3044,281,12227.27,76977.48,6.2956
ADS00002416,AD00016,2025-03-23,7836,274,9,1048.45,2397.97,2.2872
ADS00002417,AD00017,2025-04-28,128750,1815,153,4146.62,16142.67,3.893
ADS00002418,AD00018,2026-05-11,78905,1058,132,4734.45,66164.68,13.9752
ADS00002419,AD00019,2025-08-19,95523,1626,111,2782.49,19494.27,7.0061
ADS00002420,AD00020,2026-05-22,139009,8423,1242,33490.13,192393.94,5.7448
ADS00002421,AD00021,2025-10-01,109634,6099,347,21692.8,160664.99,7.4064
ADS00002422,AD00022,2026-04-26,6051,87,3,302.8,1405.06,4.6402
ADS00002423,AD00023,2025-04-12,106891,2892,187,7466.4,102784.79,13.7663
ADS00002424,AD00024,2026-07-08,19766,1044,81,3778.89,7897.83,2.09
ADS00002425,AD00025,2025-02-02,171000,2300,56,5659.49,23616.48,4.1729
ADS00002426,AD00026,2026-02-27,127032,9999,1419,41889.72,547977.13,13.0814
ADS00002427,AD00027,2025-12-20,74633,1582,129,1178.62,58769.94,49.8633
ADS00002428,AD00028,2025-06-23,41910,1596,158,6709.67,48331.79,7.2033
ADS00002429,AD00029,2025-10-22,146056,3192,356,10205.22,239597.71,23.478
ADS00002430,AD00030,2025-04-05,120841,9639,190,31986.5,65555.16,2.0495
ADS00002431,AD00031,2025-04-17,129927,10092,475,44162.94,255723.25,5.7904
ADS00002432,AD00032,2026-08-13,178631,10564,233,38328.44,152741.43,3.9851
ADS00002433,AD00033,2026-02-21,21662,1498,50,7019.82,32559.34,4.6382
ADS00002434,AD00034,2025-05-29,5882,286,15,1016.55,1391.99,1.3693
ADS00002435,AD00035,2026-02-03,111064,3550,302,16144.47,104756.25,6.4887
ADS00002436,AD00036,2025-03-20,170581,6600,686,6590.5,116140.72,17.6224
ADS00002437,AD00037,2026-05-23,104757,5769,358,13494.26,53236.94,3.9452
ADS00002438,AD00038,2026-04-21,149598,3277,383,1278.95,244628.16,191.2727
ADS00002439,AD00039,2026-06-02,42431,1414,187,5961.45,114229.94,19.1614
ADS00002440,AD00040,2025-10-31,153280,5291,198,6699.2,72953.45,10.8899
ADS00002441,AD00041,2025-08-08,174696,12872,1738,31102.8,398528.59,12.8133
ADS00002442,AD00042,2026-04-06,8228,475,44,401.91,23406.62,58.2385
ADS00002443,AD00043,2025-03-18,93144,6326,323,4990.33,29386.27,5.8886
ADS00002444,AD00044,2026-01-23,116585,7423,189,32386.96,36180.42,1.1171
ADS00002445,AD00045,2026-01-08,127365,8779,198,22127.58,107442.13,4.8556
ADS00002446,AD00046,2025-06-23,148337,2705,159,5178.42,36045.05,6.9606
ADS00002447,AD00047,2025-03-07,56075,4012,115,13117.3,26533.92,2.0228
ADS00002448,AD00048,2025-09-08,17823,974,31,1856.41,3082.96,1.6607
ADS00002449,AD00049,2026-02-04,39982,1862,235,4905.19,47887.56,9.7626
ADS00002450,AD00050,2025-04-21,77926,5342,640,11476.28,427317.82,37.2349
ADS00002451,AD00051,2025-04-03,65055,2110,256,6379.32,36824.93,5.7725
ADS00002452,AD00052,2025-10-28,17276,377,49,516.07,10852.61,21.0293
ADS00002453,AD00053,2026-02-06,145936,6203,926,18613.5,473816.27,25.4555
ADS00002454,AD00054,2025-08-10,20363,1613,149,6582.12,88137.54,13.3904
ADS00002455,AD00055,2025-06-06,40340,1724,230,5905.15,48841.93,8.2711
ADS00002456,AD00056,2026-08-08,37007,459,41,1469.12,6029.83,4.1044
ADS00002457,AD00057,2025-01-16,121278,7436,438,26273.15,285420.66,10.8636
ADS00002458,AD00058,2025-07-10,177115,10015,1142,28564.61,560863.47,19.6349
ADS00002459,AD00059,2026-06-20,178776,13942,1726,8575.81,1088355.62,126.91
ADS00002460,AD00060,2025-05-05,75118,3876,329,10737.57,41282.07,3.8446
ADS00002461,AD00061,2026-04-16,32673,1890,153,3565.38,22273.5,6.2472
ADS00002462,AD00062,2026-03-22,58739,4237,496,8825.22,337100.38,38.1974
ADS00002463,AD00063,2025-06-29,160380,8214,201,39318.51,94463.0,2.4025
ADS00002464,AD00064,2025-04-12,122514,8298,683,34683.06,49941.54,1.4399
ADS00002465,AD00065,2026-03-20,27925,1533,42,1901.11,22063.97,11.6058
ADS00002466,AD00066,2026-02-26,50417,2230,322,3063.3,201131.78,65.6585
ADS00002467,AD00067,2025-08-07,172736,9731,1391,23073.68,134450.21,5.827
ADS00002468,AD00068,2026-07-23,129880,7927,961,27613.69,422754.81,15.3096
ADS00002469,AD00069,2025-08-14,159386,4015,157,18007.89,73492.5,4.0811
ADS00002470,AD00070,2026-07-08,175977,7437,732,21123.74,472140.21,22.3512
ADS00002471,AD00071,2026-08-11,28722,2075,102,4947.84,31302.96,6.3266
ADS00002472,AD00072,2025-10-20,44651,2244,125,10310.92,78550.28,7.6182
ADS00002473,AD00073,2025-05-24,77175,1096,137,2229.39,11767.43,5.2783
ADS00002474,AD00074,2025-06-28,146822,3879,156,12718.17,31926.86,2.5103
ADS00002475,AD00075,2026-06-12,178126,7454,574,8204.79,98230.04,11.9723
ADS00002476,AD00076,2025-03-02,28161,1904,85,3189.85,48089.87,15.0759
ADS00002477,AD00077,2025-08-18,9002,276,10,391.57,5291.71,13.5141
ADS00002478,AD00078,2025-02-01,30652,1091,150,4416.24,60325.09,13.6598
ADS00002479,AD00079,2026-02-28,152069,3158,355,9580.95,201540.16,21.0355
ADS00002480,AD00080,2025-08-06,72480,1135,161,5018.76,56004.45,11.159
ADS00002481,AD00081,2025-05-11,18853,645,96,296.13,55232.9,186.5157
ADS00002482,AD00082,2026-07-27,145347,3622,404,2351.95,161290.04,68.5772
ADS00002483,AD00083,2025-12-30,89523,1380,129,6285.72,54241.85,8.6294
ADS00002484,AD00084,2025-09-07,139844,1846,180,947.28,27333.96,28.8552
ADS00002485,AD00085,2026-08-01,168300,5586,255,11501.92,15833.62,1.3766
ADS00002486,AD00086,2025-12-12,77239,4914,369,20274.31,69274.58,3.4169
ADS00002487,AD00087,2025-02-07,71631,4522,188,15722.49,126812.21,8.0657
ADS00002488,AD00088,2025-04-30,107703,6975,241,4018.17,107209.31,26.6811
ADS00002489,AD00089,2025-03-01,95383,6143,851,17057.61,56243.96,3.2973
ADS00002490,AD00090,2026-08-19,78924,2367,254,4515.66,51621.97,11.4318
ADS00002491,AD00091,2025-06-10,74793,777,18,1134.35,6639.9,5.8535
ADS00002492,AD00092,2025-03-31,174232,11136,940,16620.53,437011.75,26.2935
ADS00002493,AD00093,2026-08-15,116946,8093,1210,13539.95,820983.41,60.6342
ADS00002494,AD00094,2025-09-11,114946,8269,852,17548.39,403064.77,22.9688
ADS00002495,AD00095,2025-03-09,33899,2242,300,8361.05,171163.44,20.4715
ADS00002496,AD00096,2026-08-10,177573,12324,792,46939.84,527799.51,11.2442
ADS00002497,AD00097,2025-05-03,80247,5582,455,22174.14,294104.54,13.2634
ADS00002498,AD00098,2025-06-29,124027,8704,440,3113.63,94186.98,30.2499
ADS00002499,AD00099,2026-04-01,117246,3341,301,1829.3,49304.61,26.9527
ADS00002500,AD00100,2025-08-27,90054,6005,691,10377.63,426842.5,41.131
ADS00002501,AD00001,2025-07-15,47386,1596,42,6618.0,17093.83,2.5829
ADS00002502,AD00002,2025-07-04,56041,3474,265,1726.5,43886.19,25.4192
ADS00002503,AD00003,2025-09-18,164851,2794,415,10671.37,93479.65,8.7599
ADS00002504,AD00004,2026-05-23,13007,162,22,333.9,1736.63,5.201
ADS00002505,AD00005,2025-12-02,122924,6277,544,5469.13,284223.09,51.9686
ADS00002506,AD00006,2025-03-27,68545,2797,70,10479.29,11590.13,1.106
ADS00002507,AD00007,2026-07-26,111096,952,129,1602.53,7844.17,4.8949
ADS00002508,AD00008,2026-08-22,167367,5439,670,5412.02,301156.21,55.6458
ADS00002509,AD00009,2026-06-18,48214,2663,281,8062.2,81384.83,10.0946
ADS00002510,AD00010,2026-07-26,74886,1962,276,3890.16,96264.13,24.7455
ADS00002511,AD00011,2025-06-01,103633,3876,124,6464.2,49532.49,7.6626
ADS00002512,AD00012,2026-07-07,70697,4272,318,2045.17,179411.36,87.7244
ADS00002513,AD00013,2026-03-07,93138,3790,405,13159.08,146255.97,11.1145
ADS00002514,AD00014,2026-07-06,133911,8542,315,24259.97,70912.81,2.923
ADS00002515,AD00015,2026-07-19,158554,11561,1383,53364.67,338829.4,6.3493
ADS00002516,AD00016,2025-03-16,150929,7001,1024,22713.47,128623.05,5.6629
ADS00002517,AD00017,2025-03-26,55364,2421,288,2821.9,69010.15,24.4552
ADS00002518,AD00018,2026-05-15,86059,4585,556,13828.76,339805.55,24.5724
ADS00002519,AD00019,2025-08-02,84144,2979,394,4322.38,26807.26,6.202
ADS00002520,AD00020,2026-05-22,158878,5485,497,15442.41,49514.67,3.2064
ADS00002521,AD00021,2025-09-08,130133,6413,259,15063.06,89566.57,5.9461
ADS00002522,AD00022,2026-05-21,51119,2025,86,4572.48,58171.79,12.7222
ADS00002523,AD00023,2025-04-21,171166,4359,329,5998.49,196734.68,32.7974
ADS00002524,AD00024,2026-07-31,63247,4494,130,5051.68,11243.25,2.2256
ADS00002525,AD00025,2025-01-17,152791,11593,1450,21884.22,271602.46,12.4109
ADS00002526,AD00026,2026-03-25,127026,8541,1005,39315.07,522051.88,13.2787
ADS00002527,AD00027,2025-11-18,137557,8441,154,24424.41,18535.86,0.7589
ADS00002528,AD00028,2025-05-16,142679,9382,1065,37815.56,596116.65,15.7638
ADS00002529,AD00029,2025-10-25,82524,1854,225,5696.88,102227.03,17.9444
ADS00002530,AD00030,2025-03-24,43997,2020,46,3825.09,24417.3,6.3835
ADS00002531,AD00031,2025-05-14,87994,1741,214,1143.96,44148.44,38.5926
ADS00002532,AD00032,2026-08-16,106193,3887,393,7955.5,34044.25,4.2793
ADS00002533,AD00033,2026-02-11,154628,2243,173,3296.57,98905.85,30.0027
ADS00002534,AD00034,2025-06-13,2848,205,24,758.35,7388.79,9.7432
ADS00002535,AD00035,2026-01-27,65986,4953,97,14498.04,53446.5,3.6865
ADS00002536,AD00036,2025-02-24,17907,1318,36,2181.04,12706.83,5.826
ADS00002537,AD00037,2026-07-14,8922,347,30,294.22,13225.93,44.9525
ADS00002538,AD00038,2026-05-10,79446,4037,350,14837.23,219410.23,14.7878
ADS00002539,AD00039,2026-06-11,123203,2501,205,9416.14,28691.96,3.0471
ADS00002540,AD00040,2025-10-26,2261,167,13,697.46,3582.58,5.1366
ADS00002541,AD00041,2025-08-08,110618,1119,112,5208.54,32233.06,6.1885
ADS00002542,AD00042,2026-04-15,62435,2262,92,8829.07,54673.9,6.1925
ADS00002543,AD00043,2025-03-15,70580,3607,486,4897.73,192692.08,39.3431
ADS00002544,AD00044,2026-01-29,52215,3928,418,12412.95,280413.57,22.5904
ADS00002545,AD00045,2026-01-06,28250,2136,108,643.71,67143.8,104.3075
ADS00002546,AD00046,2025-07-19,40557,3194,358,1381.22,116858.82,84.6055
ADS00002547,AD00047,2025-03-14,73658,3370,437,10989.25,83604.11,7.6078
ADS00002548,AD00048,2025-09-29,93151,1487,125,5689.58,77028.44,13.5385
ADS00002549,AD00049,2026-02-07,170808,7332,685,33279.91,390562.64,11.7357
ADS00002550,AD00050,2025-05-04,43900,2575,263,12000.24,110304.36,9.1918
ADS00002551,AD00051,2025-03-25,6192,387,11,805.9,3580.67,4.4431
ADS00002552,AD00052,2025-10-15,33630,626,52,2334.21,7449.6,3.1915
ADS00002553,AD00053,2026-01-31,82281,3505,58,6131.77,19597.65,3.1961
ADS00002554,AD00054,2025-08-19,147187,8804,672,5227.78,193568.37,37.0269
ADS00002555,AD00055,2025-05-31,96015,1387,179,1771.2,70388.81,39.7407
ADS00002556,AD00056,2026-07-30,154815,11646,708,6569.43,179607.34,27.3399
ADS00002557,AD00057,2025-02-01,146611,8448,450,32511.69,255218.58,7.8501
ADS00002558,AD00058,2025-06-26,123826,3087,63,12236.47,5970.42,0.4879
ADS00002559,AD00059,2026-05-10,4287,266,21,472.74,5182.6,10.9629
ADS00002560,AD00060,2025-05-15,28225,637,16,1490.02,5940.24,3.9867
ADS00002561,AD00061,2026-06-03,147921,9181,856,19068.09,482970.28,25.3287
ADS00002562,AD00062,2026-04-08,159156,3877,456,9949.0,259591.54,26.0922
ADS00002563,AD00063,2025-07-08,123917,4086,287,11567.08,71069.17,6.1441
ADS00002564,AD00064,2025-05-08,18981,1516,24,1792.79,12607.36,7.0323
ADS00002565,AD00065,2026-03-06,66373,1341,74,992.42,32429.63,32.6773
ADS00002566,AD00066,2026-02-14,70221,1002,109,1505.8,46747.6,31.045
ADS00002567,AD00067,2025-07-28,129692,8826,478,22084.47,227518.58,10.3022
ADS00002568,AD00068,2026-08-04,101938,7656,395,20726.12,31307.24,1.5105
ADS00002569,AD00069,2025-09-03,42675,3038,327,2796.04,129825.5,46.4319
ADS00002570,AD00070,2026-07-03,67301,2971,166,7964.26,39879.66,5.0073
ADS00002571,AD00071,2026-08-01,151737,3778,94,9347.44,10888.94,1.1649
ADS00002572,AD00072,2025-10-24,97409,5269,611,16595.26,206416.82,12.4383
ADS00002573,AD00073,2025-04-26,117499,3209,68,11224.43,38483.43,3.4285
ADS00002574,AD00074,2025-06-26,123277,9556,970,30537.25,375041.03,12.2814
ADS00002575,AD00075,2026-04-16,154501,11573,579,38240.33,46596.52,1.2185
ADS00002576,AD00076,2025-03-04,20787,1404,47,6340.64,26924.73,4.2464
ADS00002577,AD00077,2025-07-22,114985,6601,945,15812.26,574219.48,36.3148
ADS00002578,AD00078,2025-01-24,93995,2994,346,5550.84,187911.24,33.8528
ADS00002579,AD00079,2026-02-16,100642,6017,523,22963.44,143175.36,6.2349
ADS00002580,AD00080,2025-09-01,108571,3220,379,14190.75,246992.88,17.4052
ADS00002581,AD00081,2025-05-10,65024,1881,218,7200.32,54007.42,7.5007
ADS00002582,AD00082,2026-07-23,163690,4691,151,16353.64,98087.34,5.9979
ADS00002583,AD00083,2025-12-30,64346,3628,206,13394.65,47172.71,3.5218
ADS00002584,AD00084,2025-09-29,156904,7245,1019,20650.07,365700.11,17.7094
ADS00002585,AD00085,2026-07-30,146566,11314,1580,41610.11,714001.64,17.1593
ADS00002586,AD00086,2025-12-12,15777,603,75,1164.86,26864.56,23.0625
ADS00002587,AD00087,2025-02-06,21775,722,50,1217.32,32545.26,26.7352
ADS00002588,AD00088,2025-05-06,64503,1165,76,3265.25,17200.31,5.2677
ADS00002589,AD00089,2025-02-12,148935,7687,976,29240.14,564997.62,19.3227
ADS00002590,AD00090,2026-08-21,37656,2518,165,11106.32,27570.78,2.4824
ADS00002591,AD00091,2025-04-14,52180,3432,247,7458.01,106907.86,14.3346
ADS00002592,AD00092,2025-03-06,79428,3705,530,15064.41,224878.71,14.9278
ADS00002593,AD00093,2026-08-16,73297,4572,175,9410.03,67683.36,7.1927
ADS00002594,AD00094,2025-10-15,117816,6629,418,25745.86,61261.62,2.3795
ADS00002595,AD00095,2025-03-20,120035,7964,859,20627.65,268178.94,13.0009
ADS00002596,AD00096,2026-08-06,177643,5771,319,18517.61,102590.37,5.5402
ADS00002597,AD00097,2025-05-08,149943,6707,500,4039.99,166814.15,41.2907
ADS00002598,AD00098,2025-05-25,65055,3344,120,3408.45,23681.17,6.9478
ADS00002599,AD00099,2026-04-21,56108,1543,149,1701.62,43593.28,25.6187
ADS00002600,AD00100,2025-09-04,142207,9067,735,7535.23,371779.64,49.3389
ADS00002601,AD00001,2025-07-08,1423,14,1,61.75,442.79,7.1707
ADS00002602,AD00002,2025-06-24,62929,2770,182,12029.37,19527.83,1.6233
ADS00002603,AD00003,2025-09-09,89610,4690,534,2815.73,232790.88,82.6751
ADS00002604,AD00004,2026-05-23,154558,4215,304,4811.64,122895.6,25.5413
ADS00002605,AD00005,2025-12-01,140924,8342,725,31658.21,317955.16,10.0434
ADS00002606,AD00006,2025-03-31,1308,94,12,411.84,4190.28,10.1745
ADS00002607,AD00007,2026-08-16,97740,2109,176,9706.55,113920.06,11.7364
ADS00002608,AD00008,2026-08-21,103924,3078,77,1633.88,23984.6,14.6795
ADS00002609,AD00009,2026-05-27,45223,2503,195,7880.46,30831.77,3.9124
ADS00002610,AD00010,2026-08-18,22170,1182,77,1689.04,43127.2,25.5336
ADS00002611,AD00011,2025-06-14,18565,518,52,1127.89,18633.82,16.521
ADS00002612,AD00012,2026-08-13,23154,1066,33,2975.81,19297.92,6.4849
ADS00002613,AD00013,2026-03-28,63801,2604,214,6899.94,68310.0,9.9001
ADS00002614,AD00014,2026-07-07,42124,1987,235,4017.86,17735.86,4.4143
ADS00002615,AD00015,2026-07-08,166888,9550,923,14783.93,118607.51,8.0227
ADS00002616,AD00016,2025-02-05,49608,2404,154,2257.6,13836.79,6.129
ADS00002617,AD00017,2025-04-07,149631,6821,749,21854.46,161780.09,7.4026
ADS00002618,AD00018,2026-05-20,139847,5522,427,9627.8,174308.58,18.1047
ADS00002619,AD00019,2025-08-08,149217,6067,816,17836.22,113802.01,6.3804
ADS00002620,AD00020,2026-06-05,106690,1223,51,1852.59,27837.57,15.0263
ADS00002621,AD00021,2025-09-06,27876,1209,102,3739.91,36336.7,9.7159
ADS00002622,AD00022,2026-04-29,152279,4021,286,14288.45,121332.61,8.4917
ADS00002623,AD00023,2025-06-01,14940,809,19,976.26,7853.98,8.045
ADS00002624,AD00024,2026-08-01,79204,923,60,4018.03,7050.87,1.7548
ADS00002625,AD00025,2025-02-05,24686,818,94,2243.03,34378.15,15.3267
ADS00002626,AD00026,2026-02-18,96022,6261,938,19550.83,545681.77,27.9109
ADS00002627,AD00027,2025-11-26,118097,1860,202,2096.62,131173.74,62.5644
ADS00002628,AD00028,2025-06-26,112875,3170,459,5210.51,96974.73,18.6114
