movement_id,sku_id,warehouse_id,movement_type,quantity_delta,occurred_at,reference_no,source_system
IM00005670,SKU0000345,W005,sale_out,-64,2025-12-04 19:47:04,REF00004825,order
IM00005671,SKU0002377,W010,purchase_in,40,2025-01-23 00:11:03,REF00008039,order
IM00005672,SKU0001169,W001,transfer_out,-51,2026-08-21 09:04:54,REF00006091,purchase
IM00005673,SKU0002735,W011,purchase_in,67,2026-02-22 15:38:39,REF00006956,order
IM00005674,SKU0000563,W012,sale_out,-17,2025-10-20 17:22:07,REF00001699,purchase
IM00005675,SKU0001281,W003,sale_out,-20,2025-02-22 17:35:25,REF00008386,warehouse
IM00005676,SKU0001686,W004,sale_out,-65,2026-07-09 08:10:05,REF00009533,system
IM00005677,SKU0001687,W009,purchase_in,19,2026-01-25 16:05:05,REF00014452,purchase
IM00005678,SKU0002649,W016,return_in,78,2025-08-05 07:57:50,REF00007496,warehouse
IM00005679,SKU0000838,W001,purchase_in,39,2025-12-15 14:59:18,REF00002851,warehouse
IM00005680,SKU0002843,W013,sale_out,-5,2025-01-21 15:36:21,REF00003814,purchase
IM00005681,SKU0001187,W014,sale_out,-26,2026-02-24 14:46:15,REF00005982,system
IM00005682,SKU0000079,W014,sale_out,-17,2026-08-05 20:48:41,REF00009608,order
IM00005683,SKU0001414,W001,purchase_in,13,2025-09-05 01:10:49,REF00006482,warehouse
IM00005684,SKU0000413,W008,adjustment,2,2026-08-08 04:52:27,REF00002165,order
IM00005685,SKU0002728,W006,sale_out,-15,2026-01-15 00:17:35,REF00010652,purchase
IM00005686,SKU0002164,W007,adjustment,65,2026-01-14 13:14:49,REF00010275,order
IM00005687,SKU0001364,W002,purchase_in,77,2026-04-09 13:27:10,REF00008284,order
IM00005688,SKU0002759,W016,sale_out,-14,2025-02-14 02:01:04,REF00014874,warehouse
IM00005689,SKU0002883,W010,sale_out,-3,2026-01-27 01:18:46,REF00001911,warehouse
IM00005690,SKU0001569,W014,sale_out,-60,2025-06-07 09:36:54,REF00011629,order
IM00005691,SKU0000308,W003,return_in,17,2025-10-09 06:05:58,REF00006616,warehouse
IM00005692,SKU0000880,W006,sale_out,-35,2025-05-29 10:58:27,REF00003053,warehouse
IM00005693,SKU0001649,W009,sale_out,-47,2025-09-16 02:43:44,REF00008253,order
IM00005694,SKU0002289,W010,sale_out,-47,2025-02-24 04:44:48,REF00001635,warehouse
IM00005695,SKU0002335,W011,sale_out,-36,2025-03-04 04:59:09,REF00006066,system
IM00005696,SKU0001029,W008,sale_out,-38,2025-12-13 17:33:41,REF00007687,order
IM00005697,SKU0000623,W009,sale_out,-47,2025-03-17 10:09:36,REF00002045,order
IM00005698,SKU0002845,W003,sale_out,-72,2026-03-25 08:54:38,REF00005929,order
IM00005699,SKU0002079,W010,sale_out,-9,2026-07-28 03:19:13,REF00014129,system
IM00005700,SKU0000461,W003,sale_out,-6,2025-02-07 07:44:18,REF00009316,order
IM00005701,SKU0002338,W010,sale_out,-30,2025-06-24 02:11:44,REF00004402,system
IM00005702,SKU0002310,W014,transfer_in,46,2026-05-26 13:48:57,REF00014687,system
IM00005703,SKU0001478,W003,sale_out,-8,2025-10-23 05:34:51,REF00011110,warehouse
IM00005704,SKU0002983,W009,sale_out,-15,2025-05-09 16:47:22,REF00004629,order
IM00005705,SKU0001099,W010,sale_out,-63,2025-04-13 03:02:37,REF00013941,warehouse
IM00005706,SKU0001463,W009,sale_out,-15,2025-03-28 09:33:53,REF00004447,order
IM00005707,SKU0002340,W010,adjustment,55,2025-01-26 00:09:44,REF00009062,order
IM00005708,SKU0000229,W016,sale_out,-18,2025-05-23 09:59:03,REF00003775,order
IM00005709,SKU0000394,W014,purchase_in,67,2026-02-21 20:30:08,REF00001178,system
IM00005710,SKU0000933,W003,sale_out,-43,2025-02-01 13:22:29,REF00006279,purchase
IM00005711,SKU0001969,W014,adjustment,74,2025-01-31 09:39:07,REF00005942,order
IM00005712,SKU0001945,W016,sale_out,-22,2026-04-21 15:53:43,REF00007780,system
IM00005713,SKU0002514,W002,return_in,22,2025-05-17 01:26:52,REF00010718,purchase
IM00005714,SKU0001588,W002,sale_out,-52,2025-09-06 03:39:24,REF00008585,system
IM00005715,SKU0001273,W005,purchase_in,3,2026-04-13 08:02:15,REF00012458,warehouse
IM00005716,SKU0002443,W007,sale_out,-62,2025-10-06 15:18:01,REF00003353,order
IM00005717,SKU0002935,W014,purchase_in,26,2025-12-09 08:56:30,REF00010930,warehouse
IM00005718,SKU0002426,W009,sale_out,-54,2025-06-24 23:07:06,REF00007729,purchase
IM00005719,SKU0000738,W008,transfer_out,-74,2025-11-21 12:56:19,REF00009804,purchase
IM00005720,SKU0000993,W008,purchase_in,37,2025-12-28 18:41:37,REF00009519,order
IM00005721,SKU0000655,W016,adjustment,32,2025-01-22 15:02:49,REF00001166,order
IM00005722,SKU0000845,W002,adjustment,2,2025-08-15 08:08:29,REF00006622,order
IM00005723,SKU0000034,W009,sale_out,-44,2025-11-23 13:10:27,REF00002350,warehouse
IM00005724,SKU0000273,W008,sale_out,-41,2026-07-27 23:24:21,REF00013757,order
IM00005725,SKU0002732,W006,sale_out,-67,2025-12-24 10:41:24,REF00011266,order
IM00005726,SKU0001201,W008,transfer_in,63,2025-05-12 17:43:11,REF00013283,system
IM00005727,SKU0002448,W009,purchase_in,13,2025-01-16 02:15:20,REF00007708,purchase
IM00005728,SKU0001005,W005,sale_out,-67,2026-03-20 18:55:13,REF00007734,purchase
IM00005729,SKU0002726,W001,purchase_in,61,2026-05-25 09:34:09,REF00010595,order
IM00005730,SKU0001428,W010,return_in,49,2025-09-20 02:50:38,REF00001867,warehouse
IM00005731,SKU0000934,W004,purchase_in,3,2026-01-20 06:57:16,REF00006938,order
IM00005732,SKU0002419,W011,purchase_in,64,2025-11-16 02:11:38,REF00014041,order
IM00005733,SKU0000417,W009,transfer_in,17,2026-01-10 15:29:58,REF00007563,purchase
IM00005734,SKU0002842,W005,purchase_in,28,2025-12-26 22:44:57,REF00008953,system
IM00005735,SKU0000654,W004,transfer_in,49,2026-03-22 16:53:52,REF00012208,order
IM00005736,SKU0001838,W009,sale_out,-74,2026-04-11 12:56:53,REF00010765,purchase
IM00005737,SKU0001363,W007,sale_out,-14,2026-03-24 23:10:36,REF00003158,system
IM00005738,SKU0002129,W016,transfer_in,73,2025-05-13 07:09:02,REF00001292,warehouse
IM00005739,SKU0001609,W013,sale_out,-6,2025-08-21 03:25:09,REF00004427,order
IM00005740,SKU0002190,W001,sale_out,-57,2025-03-13 00:30:11,REF00004399,purchase
IM00005741,SKU0001114,W003,sale_out,-70,2025-10-31 08:16:01,REF00009974,purchase
IM00005742,SKU0001715,W013,purchase_in,8,2026-05-01 01:35:51,REF00014683,order
IM00005743,SKU0002074,W004,return_in,42,2025-09-30 15:29:18,REF00013658,purchase
IM00005744,SKU0000063,W006,sale_out,-49,2026-07-28 08:33:31,REF00008911,order
IM00005745,SKU0001867,W005,sale_out,-22,2025-11-05 08:09:15,REF00004338,order
IM00005746,SKU0000145,W011,purchase_in,63,2025-02-15 11:16:14,REF00008431,order
IM00005747,SKU0000900,W013,adjustment,37,2025-05-21 20:20:28,REF00011983,warehouse
IM00005748,SKU0001481,W012,adjustment,58,2025-04-19 01:02:59,REF00005284,purchase
IM00005749,SKU0001818,W006,purchase_in,4,2025-06-15 05:35:25,REF00003017,order
IM00005750,SKU0002219,W012,purchase_in,61,2025-09-18 17:27:01,REF00003445,purchase
IM00005751,SKU0001726,W003,sale_out,-31,2025-08-11 23:16:48,REF00007392,purchase
IM00005752,SKU0002015,W003,sale_out,-27,2025-11-10 14:25:07,REF00004664,order
IM00005753,SKU0002976,W006,sale_out,-18,2025-03-12 19:07:29,REF00008643,order
IM00005754,SKU0001059,W014,purchase_in,54,2026-02-12 16:22:15,REF00005681,warehouse
IM00005755,SKU0002207,W014,sale_out,-68,2025-04-27 00:10:40,REF00009857,purchase
IM00005756,SKU0001992,W011,purchase_in,61,2026-05-30 04:28:40,REF00004989,warehouse
IM00005757,SKU0001917,W016,sale_out,-26,2026-04-19 08:15:18,REF00008243,purchase
IM00005758,SKU0002388,W015,sale_out,-19,2026-05-17 01:53:51,REF00000607,warehouse
IM00005759,SKU0001417,W004,return_in,73,2026-08-17 05:43:38,REF00007454,order
IM00005760,SKU0000261,W002,purchase_in,60,2025-03-14 15:51:24,REF00012092,warehouse
IM00005761,SKU0001861,W010,purchase_in,58,2025-04-10 23:42:21,REF00006794,purchase
IM00005762,SKU0002839,W001,transfer_in,37,2025-02-21 12:26:56,REF00000480,order
IM00005763,SKU0000159,W006,sale_out,-68,2026-03-11 15:01:05,REF00002372,order
IM00005764,SKU0001779,W010,sale_out,-61,2025-02-20 10:44:27,REF00002220,system
IM00005765,SKU0000539,W011,transfer_out,-65,2026-02-02 21:51:02,REF00013218,system
IM00005766,SKU0002603,W009,sale_out,-53,2025-05-06 05:48:28,REF00005473,system
IM00005767,SKU0002374,W011,transfer_in,38,2026-06-22 06:48:58,REF00001330,warehouse
IM00005768,SKU0000045,W004,purchase_in,5,2025-12-16 16:12:43,REF00010253,purchase
IM00005769,SKU0000075,W014,sale_out,-7,2026-05-11 12:41:07,REF00002140,order
IM00005770,SKU0002294,W011,return_in,71,2025-11-26 22:41:46,REF00007438,order
IM00005771,SKU0001531,W015,purchase_in,71,2025-07-16 14:52:17,REF00007395,purchase
IM00005772,SKU0002251,W002,adjustment,44,2025-02-05 13:38:59,REF00004435,purchase
IM00005773,SKU0000864,W010,transfer_out,-3,2025-02-24 19:22:41,REF00009998,warehouse
IM00005774,SKU0000096,W006,purchase_in,33,2025-05-30 13:26:17,REF00000158,order
IM00005775,SKU0000981,W004,adjustment,63,2025-09-19 15:40:06,REF00011609,order
IM00005776,SKU0000675,W011,sale_out,-41,2025-10-05 02:00:12,REF00008998,purchase
IM00005777,SKU0002094,W012,sale_out,-13,2025-07-27 10:26:15,REF00002470,warehouse
IM00005778,SKU0002637,W004,sale_out,-29,2025-08-18 11:58:41,REF00003376,order
IM00005779,SKU0000602,W006,sale_out,-68,2025-03-09 11:06:11,REF00013122,order
IM00005780,SKU0002218,W012,purchase_in,45,2025-04-13 20:14:46,REF00011027,purchase
IM00005781,SKU0000434,W001,sale_out,-48,2026-07-27 18:05:58,REF00014266,warehouse
IM00005782,SKU0000707,W013,return_in,10,2025-07-14 18:33:19,REF00000034,order
IM00005783,SKU0002597,W015,sale_out,-70,2025-03-09 19:29:07,REF00000425,order
IM00005784,SKU0001706,W007,purchase_in,35,2025-03-28 06:17:48,REF00014540,order
IM00005785,SKU0002321,W005,transfer_out,-10,2026-07-11 22:18:18,REF00004359,warehouse
IM00005786,SKU0000402,W001,return_in,29,2026-04-15 01:10:25,REF00008523,purchase
IM00005787,SKU0001547,W010,sale_out,-42,2026-03-12 11:42:28,REF00014842,order
IM00005788,SKU0000802,W012,purchase_in,64,2026-08-08 11:51:43,REF00008859,warehouse
IM00005789,SKU0001328,W014,sale_out,-46,2025-08-07 00:51:36,REF00011833,order
IM00005790,SKU0000842,W016,sale_out,-47,2025-08-16 00:01:09,REF00006166,order
IM00005791,SKU0002274,W002,return_in,64,2025-01-03 10:51:52,REF00010337,order
IM00005792,SKU0001014,W002,transfer_in,17,2025-09-25 19:23:21,REF00005817,purchase
IM00005793,SKU0000005,W005,transfer_in,20,2025-01-06 09:53:01,REF00007537,order
IM00005794,SKU0000509,W003,sale_out,-73,2025-09-25 16:12:49,REF00009069,purchase
IM00005795,SKU0002569,W007,purchase_in,10,2026-08-14 23:35:49,REF00010716,system
IM00005796,SKU0000981,W004,purchase_in,56,2026-02-05 11:01:17,REF00010528,purchase
IM00005797,SKU0002432,W007,transfer_out,-26,2025-11-01 01:44:08,REF00008069,order
IM00005798,SKU0000924,W011,purchase_in,22,2025-06-25 19:22:20,REF00007445,purchase
IM00005799,SKU0001831,W011,return_in,25,2026-06-22 11:01:56,REF00014715,purchase
IM00005800,SKU0001941,W008,return_in,38,2026-02-02 14:42:47,REF00006141,warehouse
IM00005801,SKU0000353,W009,sale_out,-17,2026-05-10 13:02:54,REF00007933,order
IM00005802,SKU0000255,W010,adjustment,69,2025-04-09 05:02:59,REF00002134,warehouse
IM00005803,SKU0002209,W009,purchase_in,22,2025-10-11 05:17:34,REF00005319,order
IM00005804,SKU0000348,W002,sale_out,-73,2025-10-24 01:45:29,REF00006268,order
IM00005805,SKU0002040,W002,purchase_in,17,2025-10-04 12:19:40,REF00011682,purchase
IM00005806,SKU0001107,W012,return_in,5,2025-03-16 09:40:24,REF00013441,order
IM00005807,SKU0002570,W004,transfer_in,60,2025-10-09 09:54:11,REF00012094,warehouse
IM00005808,SKU0002499,W005,sale_out,-14,2025-06-24 03:59:13,REF00000425,purchase
IM00005809,SKU0001371,W013,adjustment,16,2025-12-29 17:32:05,REF00005012,warehouse
IM00005810,SKU0002506,W011,transfer_in,61,2026-03-23 00:04:09,REF00001608,warehouse
IM00005811,SKU0001149,W002,return_in,34,2025-12-07 09:04:04,REF00007620,order
IM00005812,SKU0001655,W013,purchase_in,58,2025-06-01 05:26:11,REF00000393,order
IM00005813,SKU0000902,W006,return_in,70,2025-01-10 06:33:19,REF00013812,system
IM00005814,SKU0000407,W005,purchase_in,54,2025-09-08 13:36:27,REF00009456,order
IM00005815,SKU0002796,W001,sale_out,-42,2025-08-02 22:10:58,REF00014959,order
IM00005816,SKU0000378,W004,sale_out,-80,2025-10-02 10:35:58,REF00000329,order
IM00005817,SKU0000487,W012,sale_out,-68,2026-07-16 10:49:35,REF00006696,purchase
IM00005818,SKU0001887,W004,purchase_in,18,2025-03-30 13:07:30,REF00009020,purchase
IM00005819,SKU0002316,W003,purchase_in,20,2025-11-01 11:55:00,REF00005468,warehouse
IM00005820,SKU0001434,W003,purchase_in,31,2025-04-18 06:05:40,REF00013585,order
IM00005821,SKU0001327,W008,sale_out,-36,2025-02-20 16:33:34,REF00012387,warehouse
IM00005822,SKU0002295,W008,adjustment,2,2025-10-05 08:28:03,REF00005266,order
IM00005823,SKU0002257,W002,purchase_in,50,2026-06-21 14:34:24,REF00000613,order
IM00005824,SKU0001924,W007,sale_out,-54,2025-10-05 13:43:30,REF00001542,order
IM00005825,SKU0001196,W006,sale_out,-77,2025-05-19 15:35:59,REF00003592,system
IM00005826,SKU0002002,W007,sale_out,-22,2025-05-04 04:56:52,REF00011447,order
IM00005827,SKU0000587,W003,purchase_in,36,2025-10-26 11:30:35,REF00014214,purchase
IM00005828,SKU0001699,W004,purchase_in,59,2025-12-01 20:54:52,REF00006101,warehouse
IM00005829,SKU0002152,W014,purchase_in,56,2025-11-28 00:50:47,REF00006410,order
IM00005830,SKU0000147,W015,sale_out,-63,2026-07-02 00:13:49,REF00011548,purchase
IM00005831,SKU0001972,W008,purchase_in,32,2026-04-05 11:36:21,REF00001492,warehouse
IM00005832,SKU0000685,W006,sale_out,-34,2025-07-02 21:19:12,REF00004203,warehouse
IM00005833,SKU0000728,W008,transfer_in,56,2026-04-17 12:21:50,REF00008019,system
IM00005834,SKU0000409,W001,sale_out,-40,2026-07-20 14:24:53,REF00012978,purchase
IM00005835,SKU0001995,W006,purchase_in,2,2025-09-06 11:44:34,REF00002376,order
IM00005836,SKU0000056,W009,sale_out,-30,2026-07-27 16:26:37,REF00013402,order
IM00005837,SKU0002655,W012,return_in,50,2026-07-16 13:59:18,REF00005446,order
IM00005838,SKU0001670,W014,return_in,45,2026-06-20 14:47:14,REF00014985,order
IM00005839,SKU0000332,W004,sale_out,-67,2026-04-01 19:05:43,REF00003873,order
IM00005840,SKU0002085,W003,sale_out,-40,2025-06-14 13:49:52,REF00008464,purchase
IM00005841,SKU0002711,W014,purchase_in,45,2026-05-06 07:21:38,REF00010169,order
IM00005842,SKU0001768,W006,adjustment,37,2025-12-15 05:16:33,REF00008285,order
IM00005843,SKU0001751,W009,purchase_in,78,2026-06-11 13:02:01,REF00011157,warehouse
IM00005844,SKU0000830,W004,sale_out,-37,2025-07-14 03:33:25,REF00011235,warehouse
IM00005845,SKU0001265,W007,sale_out,-53,2026-05-22 18:33:41,REF00009209,purchase
IM00005846,SKU0001904,W014,purchase_in,43,2025-01-21 07:25:47,REF00009152,system
IM00005847,SKU0002945,W009,purchase_in,76,2025-09-18 13:15:55,REF00014476,purchase
IM00005848,SKU0002774,W009,sale_out,-21,2026-07-21 08:04:44,REF00006775,system
IM00005849,SKU0000957,W010,sale_out,-40,2025-10-19 06:10:55,REF00001318,order
IM00005850,SKU0002583,W009,sale_out,-44,2025-08-17 14:49:58,REF00006230,purchase
IM00005851,SKU0001009,W001,purchase_in,46,2025-11-25 12:00:43,REF00008592,warehouse
IM00005852,SKU0001793,W002,sale_out,-27,2025-01-17 18:05:03,REF00003155,warehouse
IM00005853,SKU0001979,W007,sale_out,-80,2026-07-05 05:42:22,REF00009356,order
IM00005854,SKU0001444,W011,transfer_in,42,2026-02-09 07:31:35,REF00011510,order
IM00005855,SKU0000306,W002,sale_out,-59,2025-02-04 16:52:22,REF00011241,order
IM00005856,SKU0001234,W001,sale_out,-1,2025-05-05 19:09:42,REF00009310,purchase
IM00005857,SKU0001648,W014,adjustment,49,2026-02-13 12:28:44,REF00002545,order
IM00005858,SKU0002254,W011,sale_out,-30,2026-07-22 10:16:31,REF00002785,order
IM00005859,SKU0002450,W007,sale_out,-48,2025-10-12 13:54:50,REF00005075,purchase
IM00005860,SKU0002608,W016,sale_out,-33,2026-03-04 13:28:09,REF00010480,purchase
IM00005861,SKU0001928,W010,return_in,79,2025-10-14 05:15:23,REF00010664,order
IM00005862,SKU0001504,W006,sale_out,-12,2026-03-13 10:15:49,REF00013085,purchase
IM00005863,SKU0002832,W010,sale_out,-60,2026-03-15 20:41:40,REF00001019,order
IM00005864,SKU0002284,W012,transfer_in,46,2025-09-26 04:44:23,REF00002445,purchase
IM00005865,SKU0001019,W010,purchase_in,21,2025-02-15 19:17:42,REF00012526,order
IM00005866,SKU0001450,W014,purchase_in,11,2025-09-12 11:09:15,REF00003727,order
IM00005867,SKU0000776,W005,adjustment,80,2025-12-03 07:58:05,REF00012299,system
IM00005868,SKU0002205,W011,purchase_in,51,2026-08-02 13:28:15,REF00000074,order
IM00005869,SKU0000901,W011,purchase_in,39,2025-05-13 07:39:33,REF00002268,purchase
IM00005870,SKU0002636,W004,adjustment,36,2025-11-24 12:34:45,REF00000173,warehouse
IM00005871,SKU0002352,W008,sale_out,-21,2025-06-10 17:43:56,REF00000078,purchase
IM00005872,SKU0002863,W015,purchase_in,18,2025-05-29 20:47:10,REF00013857,system
IM00005873,SKU0000720,W012,sale_out,-79,2025-05-30 14:15:58,REF00009573,purchase
IM00005874,SKU0000826,W016,sale_out,-51,2025-03-04 17:10:51,REF00005174,purchase
IM00005875,SKU0001671,W011,sale_out,-40,2026-02-27 11:42:57,REF00004659,order
IM00005876,SKU0000599,W002,transfer_out,-35,2025-03-08 22:02:06,REF00009044,purchase
IM00005877,SKU0002131,W001,transfer_out,-13,2025-03-06 14:37:20,REF00011203,order
IM00005878,SKU0001597,W016,purchase_in,18,2026-03-24 06:49:50,REF00014698,purchase
IM00005879,SKU0001311,W009,sale_out,-49,2025-05-07 15:49:07,REF00013674,warehouse
IM00005880,SKU0002342,W002,sale_out,-63,2025-12-27 21:12:32,REF00013715,purchase
IM00005881,SKU0001623,W005,transfer_out,-51,2025-05-12 10:22:20,REF00008410,order
IM00005882,SKU0000670,W014,sale_out,-1,2025-02-21 23:15:46,REF00010139,purchase
IM00005883,SKU0001999,W005,purchase_in,49,2026-06-07 04:42:58,REF00010707,order
IM00005884,SKU0000941,W012,transfer_in,11,2025-05-07 21:54:10,REF00010454,purchase
IM00005885,SKU0001384,W007,purchase_in,39,2025-05-16 17:05:50,REF00014008,warehouse
IM00005886,SKU0001871,W004,sale_out,-69,2025-06-18 13:32:20,REF00006057,purchase
IM00005887,SKU0002072,W009,sale_out,-65,2025-02-08 11:00:59,REF00011923,order
IM00005888,SKU0000163,W013,sale_out,-32,2026-08-22 03:20:33,REF00010581,warehouse
IM00005889,SKU0002344,W011,transfer_out,-46,2025-09-24 15:05:22,REF00012433,purchase
IM00005890,SKU0000638,W005,purchase_in,80,2026-03-05 20:57:34,REF00005695,order
IM00005891,SKU0002218,W012,sale_out,-36,2025-12-26 04:54:20,REF00010238,order
IM00005892,SKU0002868,W004,transfer_in,78,2026-07-31 17:27:32,REF00014444,warehouse
IM00005893,SKU0000033,W013,purchase_in,68,2026-01-12 18:05:35,REF00011250,order
IM00005894,SKU0000387,W007,sale_out,-43,2025-02-02 19:36:22,REF00003664,system
IM00005895,SKU0000419,W010,sale_out,-23,2025-12-11 15:03:10,REF00000112,warehouse
IM00005896,SKU0002851,W001,sale_out,-1,2025-07-13 00:09:05,REF00008645,warehouse
IM00005897,SKU0002294,W011,purchase_in,32,2026-08-08 09:01:33,REF00014426,order
IM00005898,SKU0000359,W012,sale_out,-30,2025-10-26 08:42:58,REF00009532,warehouse
IM00005899,SKU0000373,W012,sale_out,-1,2025-02-21 04:23:49,REF00002402,order
IM00005900,SKU0000438,W003,sale_out,-60,2025-12-19 23:50:20,REF00011035,purchase
IM00005901,SKU0001780,W003,purchase_in,67,2026-05-15 03:11:05,REF00010283,warehouse
IM00005902,SKU0002531,W016,return_in,65,2026-08-11 15:01:02,REF00001126,order
IM00005903,SKU0001009,W001,purchase_in,31,2026-06-02 15:24:38,REF00005914,order
IM00005904,SKU0001195,W012,return_in,43,2026-03-31 16:05:15,REF00001072,system
IM00005905,SKU0001970,W009,sale_out,-53,2025-08-29 07:49:57,REF00006972,warehouse
IM00005906,SKU0001425,W014,sale_out,-35,2026-07-21 17:39:45,REF00012849,order
IM00005907,SKU0002744,W007,adjustment,10,2025-07-23 00:10:09,REF00003139,order
IM00005908,SKU0000687,W016,transfer_in,50,2026-02-22 07:36:43,REF00012184,order
IM00005909,SKU0000395,W005,transfer_out,-16,2025-09-15 09:15:30,REF00000366,system
IM00005910,SKU0002496,W005,purchase_in,1,2025-11-13 13:44:22,REF00006012,purchase
IM00005911,SKU0000523,W003,transfer_out,-80,2026-03-04 04:21:13,REF00013900,order
IM00005912,SKU0001635,W014,sale_out,-67,2026-02-05 23:44:57,REF00006625,order
IM00005913,SKU0002528,W013,return_in,27,2025-04-01 01:33:37,REF00008992,warehouse
IM00005914,SKU0001742,W015,sale_out,-40,2026-04-04 07:36:57,REF00004105,order
IM00005915,SKU0001629,W016,purchase_in,25,2026-01-16 05:37:38,REF00002088,purchase
IM00005916,SKU0001328,W014,transfer_in,57,2026-03-01 08:35:00,REF00009741,order
IM00005917,SKU0002713,W015,sale_out,-11,2025-10-02 08:14:44,REF00014729,order
IM00005918,SKU0002088,W007,sale_out,-35,2025-01-24 05:16:11,REF00012133,system
IM00005919,SKU0000249,W014,sale_out,-73,2026-07-10 16:08:28,REF00011361,warehouse
IM00005920,SKU0002575,W005,sale_out,-13,2025-08-07 22:21:55,REF00000670,system
IM00005921,SKU0000608,W016,sale_out,-55,2025-06-08 09:28:06,REF00011714,order
IM00005922,SKU0002330,W009,sale_out,-49,2025-08-13 07:22:06,REF00006243,warehouse
IM00005923,SKU0002943,W015,sale_out,-18,2026-07-16 06:10:50,REF00013680,order
IM00005924,SKU0001295,W016,return_in,72,2025-12-23 21:40:55,REF00005108,order
IM00005925,SKU0001016,W013,sale_out,-69,2025-09-16 22:27:00,REF00011261,system
IM00005926,SKU0002844,W011,purchase_in,2,2025-09-29 03:58:06,REF00010816,purchase
IM00005927,SKU0002267,W005,return_in,57,2025-02-26 23:05:47,REF00005405,warehouse
IM00005928,SKU0002074,W004,transfer_out,-76,2025-03-20 06:51:25,REF00012290,purchase
IM00005929,SKU0000535,W009,sale_out,-62,2025-08-31 00:55:33,REF00000679,order
IM00005930,SKU0001387,W006,sale_out,-80,2026-05-24 19:58:15,REF00007214,system
IM00005931,SKU0002109,W014,sale_out,-47,2025-10-13 00:04:31,REF00011721,warehouse
IM00005932,SKU0002443,W007,sale_out,-15,2025-08-17 19:18:02,REF00007144,order
IM00005933,SKU0002007,W006,purchase_in,9,2025-09-23 18:15:59,REF00003269,order
IM00005934,SKU0002130,W008,purchase_in,47,2025-03-27 19:02:41,REF00002351,order
IM00005935,SKU0000294,W015,purchase_in,16,2025-06-10 07:23:21,REF00000251,warehouse
IM00005936,SKU0000476,W010,sale_out,-66,2025-02-04 04:32:01,REF00001471,purchase
IM00005937,SKU0002178,W008,sale_out,-49,2025-02-21 16:28:56,REF00002452,order
IM00005938,SKU0000922,W010,transfer_out,-14,2026-08-14 15:20:30,REF00012931,purchase
IM00005939,SKU0001712,W004,purchase_in,62,2026-04-28 11:04:48,REF00002731,order
IM00005940,SKU0002995,W007,sale_out,-8,2025-05-24 13:33:22,REF00002175,order
IM00005941,SKU0001780,W003,purchase_in,71,2025-01-13 14:49:54,REF00004801,purchase
IM00005942,SKU0000442,W010,transfer_in,78,2025-12-16 05:31:48,REF00008344,order
IM00005943,SKU0000908,W005,purchase_in,39,2025-02-06 01:17:00,REF00002033,purchase
IM00005944,SKU0002739,W005,sale_out,-42,2026-04-07 15:28:24,REF00013770,order
IM00005945,SKU0002500,W010,sale_out,-49,2025-11-29 07:19:54,REF00004015,purchase
IM00005946,SKU0001840,W002,transfer_in,25,2026-06-17 01:11:41,REF00011414,purchase
IM00005947,SKU0001570,W008,sale_out,-4,2025-05-14 09:50:52,REF00004980,warehouse
IM00005948,SKU0001825,W005,purchase_in,17,2026-01-02 00:32:23,REF00003170,order
IM00005949,SKU0000838,W001,sale_out,-67,2026-08-18 23:43:28,REF00001793,order
IM00005950,SKU0002179,W007,sale_out,-36,2026-02-20 01:10:33,REF00000684,purchase
IM00005951,SKU0002025,W004,adjustment,42,2025-05-22 13:17:57,REF00007198,system
IM00005952,SKU0000625,W014,sale_out,-38,2026-06-16 04:52:12,REF00011795,order
IM00005953,SKU0001761,W001,transfer_in,58,2025-03-18 02:27:52,REF00011798,order
IM00005954,SKU0000016,W002,return_in,17,2025-11-17 00:29:45,REF00001389,order
IM00005955,SKU0002967,W013,purchase_in,61,2026-08-01 21:53:17,REF00003210,system
IM00005956,SKU0001358,W016,sale_out,-43,2025-05-02 00:26:57,REF00007373,purchase
IM00005957,SKU0000023,W011,transfer_out,-77,2025-09-10 23:07:38,REF00008981,purchase
IM00005958,SKU0001010,W014,purchase_in,79,2026-04-15 08:42:45,REF00001088,order
IM00005959,SKU0002931,W002,purchase_in,66,2025-09-16 18:57:49,REF00000873,purchase
IM00005960,SKU0001750,W015,sale_out,-76,2026-05-09 08:46:12,REF00013631,warehouse
IM00005961,SKU0002129,W016,return_in,23,2025-07-09 07:45:04,REF00003220,order
IM00005962,SKU0000573,W014,sale_out,-36,2026-06-13 05:33:41,REF00010548,purchase
IM00005963,SKU0001127,W007,sale_out,-9,2026-05-11 01:26:02,REF00006842,order
IM00005964,SKU0000086,W014,purchase_in,77,2026-01-28 02:34:09,REF00008448,system
IM00005965,SKU0001081,W016,sale_out,-73,2026-03-09 06:18:42,REF00010953,order
IM00005966,SKU0001027,W012,sale_out,-67,2026-04-13 23:58:32,REF00001855,order
IM00005967,SKU0000385,W005,sale_out,-50,2025-07-27 19:23:37,REF00009569,warehouse
IM00005968,SKU0002822,W001,return_in,48,2026-05-15 14:15:12,REF00004325,order
IM00005969,SKU0002610,W002,adjustment,49,2025-03-05 23:20:12,REF00013356,order
IM00005970,SKU0000537,W004,sale_out,-68,2026-05-14 23:38:06,REF00005432,system
IM00005971,SKU0002423,W008,transfer_out,-56,2026-07-05 15:11:07,REF00011357,order
IM00005972,SKU0000870,W009,sale_out,-71,2026-03-15 12:03:46,REF00007153,system
IM00005973,SKU0000144,W014,purchase_in,71,2025-09-20 23:16:52,REF00005761,order
