purchase_item_id,purchase_order_id,sku_id,ordered_qty,received_qty,unit_cost,line_amount
POI0000884,PO000084,SKU0000969,166,0,462.31,76743.46
POI0000885,PO000085,SKU0001839,493,493,618.83,305083.19
POI0000886,PO000086,SKU0000177,85,85,854.69,72648.65
POI0000887,PO000087,SKU0000696,138,138,2148.21,296452.98
POI0000888,PO000088,SKU0000847,323,323,935.71,302234.33
POI0000889,PO000089,SKU0001907,331,331,289.07,95682.17
POI0000890,PO000090,SKU0002391,314,314,267.7,84057.8
POI0000891,PO000091,SKU0002540,461,0,216.16,99649.76
POI0000892,PO000092,SKU0001010,476,0,274.53,130676.28
POI0000893,PO000093,SKU0000825,190,190,150.98,28686.2
POI0000894,PO000094,SKU0001938,405,405,777.08,314717.4
POI0000895,PO000095,SKU0000932,354,354,1985.34,702810.36
POI0000896,PO000096,SKU0000788,48,48,608.31,29198.88
POI0000897,PO000097,SKU0001517,93,19,799.92,74392.56
POI0000898,PO000098,SKU0001916,301,301,1076.32,323972.32
POI0000899,PO000099,SKU0001181,114,0,834.0,95076.0
POI0000900,PO000100,SKU0002645,280,280,1916.67,536667.6
POI0000901,PO000101,SKU0000117,302,302,721.81,217986.62
POI0000902,PO000102,SKU0002345,187,187,1806.34,337785.58
POI0000903,PO000103,SKU0000251,483,483,524.05,253116.15
POI0000904,PO000104,SKU0001209,196,0,1279.42,250766.32
POI0000905,PO000105,SKU0001838,459,459,1433.3,657884.7
POI0000906,PO000106,SKU0001403,331,331,1066.23,352922.13
POI0000907,PO000107,SKU0002875,459,459,786.25,360888.75
POI0000908,PO000108,SKU0002142,257,257,1190.86,306051.02
POI0000909,PO000109,SKU0001876,74,22,575.29,42571.46
POI0000910,PO000110,SKU0002753,122,122,1348.0,164456.0
POI0000911,PO000111,SKU0001197,22,22,1008.42,22185.24
POI0000912,PO000112,SKU0001033,331,331,1912.33,632981.23
POI0000913,PO000113,SKU0002389,250,250,620.83,155207.5
POI0000914,PO000114,SKU0002486,34,0,674.11,22919.74
POI0000915,PO000115,SKU0000741,428,428,1105.11,472987.08
POI0000916,PO000116,SKU0000673,73,73,1279.13,93376.49
POI0000917,PO000117,SKU0001998,493,493,16.95,8356.35
POI0000918,PO000118,SKU0000839,247,0,217.18,53643.46
POI0000919,PO000119,SKU0000843,378,378,941.55,355905.9
POI0000920,PO000120,SKU0000786,302,302,358.83,108366.66
POI0000921,PO000121,SKU0000517,345,0,654.88,225933.6
POI0000922,PO000122,SKU0002207,407,407,645.22,262604.54
POI0000923,PO000123,SKU0002521,359,0,1433.83,514744.97
POI0000924,PO000124,SKU0002947,175,23,1549.55,271171.25
POI0000925,PO000125,SKU0000065,285,285,194.05,55304.25
POI0000926,PO000126,SKU0001909,444,444,463.77,205913.88
POI0000927,PO000127,SKU0000411,157,148,769.18,120761.26
POI0000928,PO000128,SKU0001362,234,142,940.59,220098.06
POI0000929,PO000129,SKU0001979,41,0,320.91,13157.31
POI0000930,PO000130,SKU0001929,419,419,768.51,322005.69
POI0000931,PO000131,SKU0001791,225,225,967.31,217644.75
POI0000932,PO000132,SKU0001378,262,262,1787.76,468393.12
POI0000933,PO000133,SKU0001819,48,48,651.73,31283.04
POI0000934,PO000134,SKU0001880,243,0,907.65,220558.95
POI0000935,PO000135,SKU0002936,144,144,949.5,136728.0
POI0000936,PO000136,SKU0001868,263,263,1351.02,355318.26
POI0000937,PO000137,SKU0002010,150,150,1572.81,235921.5
POI0000938,PO000138,SKU0002449,305,305,1550.25,472826.25
POI0000939,PO000139,SKU0001713,32,32,1747.87,55931.84
POI0000940,PO000140,SKU0000449,334,0,227.02,75824.68
POI0000941,PO000141,SKU0000092,431,431,1275.25,549632.75
POI0000942,PO000142,SKU0001268,151,151,1213.49,183236.99
POI0000943,PO000143,SKU0000182,64,64,1221.81,78195.84
POI0000944,PO000144,SKU0000599,488,0,1591.68,776739.84
POI0000945,PO000145,SKU0000993,405,0,917.09,371421.45
POI0000946,PO000146,SKU0000738,428,0,1107.48,474001.44
POI0000947,PO000147,SKU0000154,29,29,1976.8,57327.2
POI0000948,PO000148,SKU0000154,462,462,1880.92,868985.04
POI0000949,PO000149,SKU0001509,297,297,1751.16,520094.52
POI0000950,PO000150,SKU0000235,377,377,1380.96,520621.92
POI0000951,PO000151,SKU0001236,201,0,455.57,91569.57
POI0000952,PO000152,SKU0002687,418,418,1502.11,627881.98
POI0000953,PO000153,SKU0002151,49,14,230.22,11280.78
POI0000954,PO000154,SKU0000605,55,0,321.76,17696.8
POI0000955,PO000155,SKU0002030,169,169,913.92,154452.48
POI0000956,PO000156,SKU0002759,440,440,2083.83,916885.2
POI0000957,PO000157,SKU0001814,171,171,74.46,12732.66
POI0000958,PO000158,SKU0000522,316,0,239.23,75596.68
POI0000959,PO000159,SKU0001402,355,355,882.5,313287.5
POI0000960,PO000160,SKU0002184,475,475,1041.81,494859.75
POI0000961,PO000161,SKU0002522,336,336,1978.97,664933.92
POI0000962,PO000162,SKU0001737,62,0,608.19,37707.78
POI0000963,PO000163,SKU0001999,339,339,684.72,232120.08
POI0000964,PO000164,SKU0001423,480,480,1244.95,597576.0
POI0000965,PO000165,SKU0000670,147,147,2444.92,359403.24
POI0000966,PO000166,SKU0002601,158,158,788.7,124614.6
POI0000967,PO000167,SKU0001217,255,255,1334.04,340180.2
POI0000968,PO000168,SKU0000792,352,352,2149.19,756514.88
POI0000969,PO000169,SKU0002496,369,369,1509.93,557164.17
POI0000970,PO000170,SKU0002967,445,445,1990.71,885865.95
POI0000971,PO000171,SKU0000404,266,171,1635.97,435168.02
POI0000972,PO000172,SKU0001284,314,314,1730.91,543505.74
POI0000973,PO000173,SKU0002547,195,195,1601.77,312345.15
POI0000974,PO000174,SKU0001469,367,367,46.04,16896.68
POI0000975,PO000175,SKU0002390,378,164,780.31,294957.18
POI0000976,PO000176,SKU0000837,223,129,379.16,84552.68
POI0000977,PO000177,SKU0002344,75,0,262.14,19660.5
POI0000978,PO000178,SKU0001316,137,137,1456.55,199547.35
POI0000979,PO000179,SKU0002965,30,30,2038.95,61168.5
POI0000980,PO000180,SKU0001997,75,75,28.18,2113.5
POI0000981,PO000181,SKU0001375,269,0,1069.75,287762.75
POI0000982,PO000182,SKU0002126,446,446,1067.66,476176.36
POI0000983,PO000183,SKU0001439,142,0,76.04,10797.68
POI0000984,PO000184,SKU0001340,301,301,1220.23,367289.23
POI0000985,PO000185,SKU0000299,458,458,1111.59,509108.22
POI0000986,PO000186,SKU0001932,446,446,1264.7,564056.2
POI0000987,PO000187,SKU0000580,161,0,868.66,139854.26
POI0000988,PO000188,SKU0002639,396,396,2279.84,902816.64
POI0000989,PO000189,SKU0000778,189,189,263.33,49769.37
POI0000990,PO000190,SKU0002289,107,107,116.58,12474.06
POI0000991,PO000191,SKU0002302,395,301,1596.46,630601.7
POI0000992,PO000192,SKU0002472,314,314,829.61,260497.54
POI0000993,PO000193,SKU0002245,379,379,2100.77,796191.83
POI0000994,PO000194,SKU0002962,293,293,1757.13,514839.09
POI0000995,PO000195,SKU0001752,394,2,1939.14,764021.16
POI0000996,PO000196,SKU0002164,64,55,1331.54,85218.56
POI0000997,PO000197,SKU0002858,23,20,51.28,1179.44
POI0000998,PO000198,SKU0001234,294,134,1399.08,411329.52
POI0000999,PO000199,SKU0000053,480,0,712.53,342014.4
POI0001000,PO000200,SKU0000646,113,113,1748.01,197525.13
POI0001001,PO000201,SKU0000802,65,65,1662.95,108091.75
POI0001002,PO000202,SKU0002819,65,65,1643.49,106826.85
POI0001003,PO000203,SKU0001423,180,82,1287.98,231836.4
POI0001004,PO000204,SKU0002737,178,178,224.65,39987.7
POI0001005,PO000205,SKU0002749,396,396,1552.23,614683.08
POI0001006,PO000206,SKU0000790,132,132,2263.46,298776.72
POI0001007,PO000207,SKU0001433,475,475,1489.1,707322.5
POI0001008,PO000208,SKU0000858,62,0,2338.86,145009.32
POI0001009,PO000209,SKU0001621,159,159,935.09,148679.31
POI0001010,PO000210,SKU0000822,37,1,1259.79,46612.23
POI0001011,PO000211,SKU0000672,456,0,557.75,254334.0
POI0001012,PO000212,SKU0001568,407,407,783.88,319039.16
POI0001013,PO000213,SKU0001794,197,197,186.01,36643.97
POI0001014,PO000214,SKU0000315,48,48,776.89,37290.72
POI0001015,PO000215,SKU0000447,424,424,1217.25,516114.0
POI0001016,PO000216,SKU0000218,346,346,123.05,42575.3
POI0001017,PO000217,SKU0002459,193,0,246.11,47499.23
POI0001018,PO000218,SKU0002856,317,317,750.03,237759.51
POI0001019,PO000219,SKU0001836,483,483,1491.51,720399.33
POI0001020,PO000220,SKU0001365,477,477,1291.18,615892.86
POI0001021,PO000221,SKU0002155,120,120,1556.42,186770.4
POI0001022,PO000222,SKU0001749,339,339,323.14,109544.46
POI0001023,PO000223,SKU0001227,128,128,1082.44,138552.32
POI0001024,PO000224,SKU0002821,460,460,667.06,306847.6
POI0001025,PO000225,SKU0001904,337,337,776.01,261515.37
POI0001026,PO000226,SKU0000933,419,0,764.05,320136.95
POI0001027,PO000227,SKU0001205,156,156,1397.46,218003.76
POI0001028,PO000228,SKU0001980,436,436,376.51,164158.36
POI0001029,PO000229,SKU0002184,477,477,1003.46,478650.42
POI0001030,PO000230,SKU0000195,400,400,407.7,163080.0
POI0001031,PO000231,SKU0002538,176,176,1797.17,316301.92
POI0001032,PO000232,SKU0001592,247,247,798.28,197175.16
POI0001033,PO000233,SKU0001605,304,304,1609.63,489327.52
POI0001034,PO000234,SKU0002572,433,433,1728.04,748241.32
POI0001035,PO000235,SKU0001907,435,427,258.92,112630.2
POI0001036,PO000236,SKU0001991,108,108,2087.82,225484.56
POI0001037,PO000237,SKU0001379,444,444,1718.27,762911.88
POI0001038,PO000238,SKU0000179,256,256,737.78,188871.68
POI0001039,PO000239,SKU0002215,208,208,2121.34,441238.72
POI0001040,PO000240,SKU0002054,148,148,162.05,23983.4
POI0001041,PO000241,SKU0002746,85,85,1600.01,136000.85
POI0001042,PO000242,SKU0002709,429,429,311.93,133817.97
POI0001043,PO000243,SKU0000705,377,377,448.79,169193.83
POI0001044,PO000244,SKU0002814,403,0,362.47,146075.41
POI0001045,PO000245,SKU0000172,49,0,331.45,16241.05
POI0001046,PO000246,SKU0000009,329,329,1473.25,484699.25
POI0001047,PO000247,SKU0001665,57,57,328.75,18738.75
POI0001048,PO000248,SKU0002301,117,117,1722.58,201541.86
POI0001049,PO000249,SKU0000583,336,336,1534.71,515662.56
POI0001050,PO000250,SKU0002377,407,0,667.63,271725.41
POI0001051,PO000251,SKU0002122,123,123,1153.09,141830.07
POI0001052,PO000252,SKU0002159,468,468,1140.87,533927.16
POI0001053,PO000253,SKU0002514,166,166,961.86,159668.76
POI0001054,PO000254,SKU0001245,435,435,306.97,133531.95
POI0001055,PO000255,SKU0002087,405,405,443.74,179714.7
POI0001056,PO000256,SKU0000123,53,53,1562.92,82834.76
POI0001057,PO000257,SKU0002181,394,394,1008.43,397321.42
POI0001058,PO000258,SKU0002218,496,496,160.35,79533.6
POI0001059,PO000259,SKU0000041,244,244,912.3,222601.2
POI0001060,PO000260,SKU0001143,361,361,1104.19,398612.59
POI0001061,PO000261,SKU0002764,32,0,794.59,25426.88
POI0001062,PO000262,SKU0000902,315,0,1994.31,628207.65
POI0001063,PO000263,SKU0000133,260,0,2103.89,547011.4
POI0001064,PO000264,SKU0001643,281,281,837.68,235388.08
POI0001065,PO000265,SKU0000215,472,472,1340.56,632744.32
POI0001066,PO000266,SKU0001214,153,153,1439.16,220191.48
POI0001067,PO000267,SKU0002843,229,229,590.29,135176.41
POI0001068,PO000268,SKU0001561,403,0,78.43,31607.29
POI0001069,PO000269,SKU0001925,26,26,1960.49,50972.74
POI0001070,PO000270,SKU0000456,247,0,347.67,85874.49
POI0001071,PO000271,SKU0000571,101,101,905.54,91459.54
POI0001072,PO000272,SKU0000418,210,202,1065.41,223736.1
POI0001073,PO000273,SKU0000550,236,236,173.6,40969.6
POI0001074,PO000274,SKU0000838,486,486,380.64,184991.04
POI0001075,PO000275,SKU0000354,168,168,1437.32,241469.76
POI0001076,PO000276,SKU0002437,66,0,577.84,38137.44
POI0001077,PO000277,SKU0002249,213,213,1274.1,271383.3
POI0001078,PO000278,SKU0000560,156,156,575.54,89784.24
POI0001079,PO000279,SKU0001246,368,368,227.04,83550.72
POI0001080,PO000280,SKU0000717,375,375,1931.56,724335.0
POI0001081,PO000281,SKU0000079,333,284,566.27,188567.91
POI0001082,PO000282,SKU0001299,385,385,1532.49,590008.65
POI0001083,PO000283,SKU0000112,258,258,809.85,208941.3
POI0001084,PO000284,SKU0001018,383,383,1367.97,523932.51
POI0001085,PO000285,SKU0002835,399,399,600.74,239695.26
POI0001086,PO000286,SKU0002554,393,393,344.59,135423.87
POI0001087,PO000287,SKU0000402,88,0,1580.46,139080.48
POI0001088,PO000288,SKU0001302,213,213,651.24,138714.12
POI0001089,PO000289,SKU0002391,24,24,258.67,6208.08
POI0001090,PO000290,SKU0001057,253,253,432.15,109333.95
POI0001091,PO000291,SKU0000638,447,0,1207.14,539591.58
POI0001092,PO000292,SKU0001746,223,223,112.28,25038.44
POI0001093,PO000293,SKU0002917,169,118,612.2,103461.8
POI0001094,PO000294,SKU0000579,118,118,915.14,107986.52
POI0001095,PO000295,SKU0000117,142,142,635.3,90212.6
POI0001096,PO000296,SKU0002019,404,404,1558.41,629597.64
POI0001097,PO000297,SKU0000606,87,87,275.59,23976.33
POI0001098,PO000298,SKU0000877,329,329,1685.63,554572.27
POI0001099,PO000299,SKU0000106,361,361,1095.8,395583.8
POI0001100,PO000300,SKU0000261,159,159,1148.35,182587.65
POI0001101,PO000301,SKU0001756,48,48,1334.51,64056.48
POI0001102,PO000302,SKU0000537,322,9,1117.55,359851.1
POI0001103,PO000303,SKU0001882,274,274,1925.72,527647.28
POI0001104,PO000304,SKU0001479,374,374,14.85,5553.9
POI0001105,PO000305,SKU0000084,436,436,85.83,37421.88
POI0001106,PO000306,SKU0001986,112,112,1860.75,208404.0
POI0001107,PO000307,SKU0001398,230,230,419.75,96542.5
POI0001108,PO000308,SKU0001274,95,95,1263.61,120042.95
POI0001109,PO000309,SKU0002027,395,395,1349.6,533092.0
POI0001110,PO000310,SKU0001484,48,48,1700.15,81607.2
POI0001111,PO000311,SKU0001176,58,58,36.05,2090.9
POI0001112,PO000312,SKU0000261,25,25,1146.08,28652.0
POI0001113,PO000313,SKU0000853,479,479,771.42,369510.18
POI0001114,PO000314,SKU0001456,184,184,1898.28,349283.52
POI0001115,PO000315,SKU0002423,45,45,734.83,33067.35
POI0001116,PO000316,SKU0000520,422,166,385.96,162875.12
POI0001117,PO000317,SKU0002172,367,367,937.33,344000.11
POI0001118,PO000318,SKU0002130,279,279,767.14,214032.06
POI0001119,PO000319,SKU0000442,72,0,196.45,14144.4
POI0001120,PO000320,SKU0000124,72,34,1719.62,123812.64
POI0001121,PO000321,SKU0000126,300,300,651.8,195540.0
POI0001122,PO000322,SKU0002678,387,387,296.5,114745.5
POI0001123,PO000323,SKU0001665,302,302,304.05,91823.1
POI0001124,PO000324,SKU0001821,323,323,88.35,28537.05
POI0001125,PO000325,SKU0001256,389,389,1478.89,575288.21
POI0001126,PO000326,SKU0002441,71,71,156.16,11087.36
POI0001127,PO000327,SKU0002832,295,295,1549.27,457034.65
POI0001128,PO000328,SKU0001149,464,464,1488.65,690733.6
POI0001129,PO000329,SKU0001844,322,322,1059.79,341252.38
POI0001130,PO000330,SKU0001337,262,262,195.06,51105.72
POI0001131,PO000331,SKU0002286,319,0,1521.64,485403.16
POI0001132,PO000332,SKU0002327,178,178,499.8,88964.4
POI0001133,PO000333,SKU0000058,485,422,131.38,63719.3
POI0001134,PO000334,SKU0002595,89,0,1687.04,150146.56
POI0001135,PO000335,SKU0001302,164,0,672.49,110288.36
POI0001136,PO000336,SKU0002666,487,487,772.75,376329.25
POI0001137,PO000337,SKU0000917,385,385,1109.45,427138.25
POI0001138,PO000338,SKU0002291,267,0,57.59,15376.53
POI0001139,PO000339,SKU0002811,99,0,509.62,50452.38
POI0001140,PO000340,SKU0000025,303,303,1083.11,328182.33
POI0001141,PO000341,SKU0002541,320,320,388.83,124425.6
POI0001142,PO000342,SKU0001785,344,0,457.35,157328.4
POI0001143,PO000343,SKU0000989,314,314,730.63,229417.82
POI0001144,PO000344,SKU0000759,173,0,911.14,157627.22
POI0001145,PO000345,SKU0000089,316,18,378.54,119618.64
POI0001146,PO000346,SKU0000739,280,280,343.71,96238.8
POI0001147,PO000347,SKU0001648,269,269,450.96,121308.24
POI0001148,PO000348,SKU0000144,316,215,1400.27,442485.32
POI0001149,PO000349,SKU0000290,165,165,827.14,136478.1
POI0001150,PO000350,SKU0001881,372,372,1775.26,660396.72
POI0001151,PO000351,SKU0001562,405,180,91.8,37179.0
POI0001152,PO000352,SKU0000791,86,86,2502.89,215248.54
POI0001153,PO000353,SKU0000844,84,0,864.72,72636.48
POI0001154,PO000354,SKU0002792,458,458,26.1,11953.8
POI0001155,PO000355,SKU0001426,75,75,333.14,24985.5
POI0001156,PO000356,SKU0000896,482,0,233.25,112426.5
POI0001157,PO000357,SKU0000995,319,319,208.55,66527.45
POI0001158,PO000358,SKU0000313,448,448,1400.05,627222.4
POI0001159,PO000359,SKU0002985,79,79,459.1,36268.9
POI0001160,PO000360,SKU0002873,57,56,285.97,16300.29
POI0001161,PO000361,SKU0000314,128,128,1244.2,159257.6
POI0001162,PO000362,SKU0002060,28,28,1333.92,37349.76
POI0001163,PO000363,SKU0001628,358,358,1078.25,386013.5
POI0001164,PO000364,SKU0002912,436,436,1628.5,710026.0
POI0001165,PO000365,SKU0000852,450,450,306.98,138141.0
POI0001166,PO000366,SKU0001949,184,184,161.32,29682.88
POI0001167,PO000367,SKU0000647,473,473,1193.11,564341.03
POI0001168,PO000368,SKU0001701,338,338,760.1,256913.8
POI0001169,PO000369,SKU0002623,395,0,925.36,365517.2
POI0001170,PO000370,SKU0001981,450,450,2076.67,934501.5
POI0001171,PO000371,SKU0002723,148,148,2673.86,395731.28
POI0001172,PO000372,SKU0002494,451,218,1044.77,471191.27
POI0001173,PO000373,SKU0002683,301,241,2772.59,834549.59
POI0001174,PO000374,SKU0002159,463,463,1197.35,554373.05
POI0001175,PO000375,SKU0001327,28,28,309.77,8673.56
POI0001176,PO000376,SKU0000894,335,335,599.69,200896.15
POI0001177,PO000377,SKU0002568,29,29,1428.23,41418.67
POI0001178,PO000378,SKU0002146,374,0,874.14,326928.36
POI0001179,PO000379,SKU0000151,476,476,1583.2,753603.2
POI0001180,PO000380,SKU0000796,332,332,786.69,261181.08
POI0001181,PO000381,SKU0000764,164,0,1655.18,271449.52
POI0001182,PO000382,SKU0000200,472,472,1093.23,516004.56
POI0001183,PO000383,SKU0001207,384,0,1668.0,640512.0
POI0001184,PO000384,SKU0000133,132,132,2081.24,274723.68
POI0001185,PO000385,SKU0001468,367,367,850.21,312027.07
POI0001186,PO000386,SKU0000111,468,468,743.16,347798.88
POI0001187,PO000387,SKU0000233,284,284,1173.14,333171.76
POI0001188,PO000388,SKU0001970,438,438,890.51,390043.38
POI0001189,PO000389,SKU0000853,147,147,827.97,121711.59
POI0001190,PO000390,SKU0002109,200,154,1818.96,363792.0
POI0001191,PO000391,SKU0000697,112,112,461.06,51638.72
POI0001192,PO000392,SKU0002345,250,250,1866.61,466652.5
POI0001193,PO000393,SKU0001724,304,0,1044.97,317670.88
POI0001194,PO000394,SKU0000588,373,373,1079.95,402821.35
POI0001195,PO000395,SKU0002573,390,390,97.83,38153.7
POI0001196,PO000396,SKU0001894,114,4,990.64,112932.96
POI0001197,PO000397,SKU0002021,123,123,1209.15,148725.45
POI0001198,PO000398,SKU0000532,332,332,230.41,76496.12
POI0001199,PO000399,SKU0002440,120,3,801.79,96214.8
POI0001200,PO000400,SKU0001285,131,131,1581.28,207147.68
POI0001201,PO000401,SKU0002446,61,0,1444.47,88112.67
POI0001202,PO000402,SKU0000976,418,418,547.16,228712.88
POI0001203,PO000403,SKU0000528,337,337,391.57,131959.09
POI0001204,PO000404,SKU0000365,443,443,1533.92,679526.56
POI0001205,PO000405,SKU0002276,200,200,122.56,24512.0
POI0001206,PO000406,SKU0001825,127,127,658.67,83651.09
POI0001207,PO000407,SKU0000425,220,23,1953.92,429862.4
POI0001208,PO000408,SKU0001376,371,0,1148.08,425937.68
POI0001209,PO000409,SKU0001240,249,249,991.84,246968.16
POI0001210,PO000410,SKU0002625,108,108,608.1,65674.8
POI0001211,PO000411,SKU0002455,418,0,473.66,197989.88
POI0001212,PO000412,SKU0000465,395,395,1765.07,697202.65
POI0001213,PO000413,SKU0001447,193,193,251.04,48450.72
POI0001214,PO000414,SKU0001634,45,45,1850.79,83285.55
POI0001215,PO000415,SKU0002611,351,351,873.63,306644.13
POI0001216,PO000416,SKU0001703,195,195,1896.27,369772.65
POI0001217,PO000417,SKU0000932,452,452,2157.27,975086.04
POI0001218,PO000418,SKU0000407,425,0,48.26,20510.5
POI0001219,PO000419,SKU0000911,371,371,384.72,142731.12
POI0001220,PO000420,SKU0001274,83,83,1282.01,106406.83
POI0001221,PO000421,SKU0001611,275,275,1484.7,408292.5
POI0001222,PO000422,SKU0001020,320,0,1487.08,475865.6
POI0001223,PO000423,SKU0000315,154,154,696.99,107336.46
POI0001224,PO000424,SKU0002773,212,212,294.28,62387.36
POI0001225,PO000425,SKU0000445,433,433,1568.94,679351.02
POI0001226,PO000426,SKU0001420,324,324,1459.9,473007.6
POI0001227,PO000427,SKU0000301,402,0,1618.06,650460.12
POI0001228,PO000428,SKU0002189,189,189,505.37,95514.93
POI0001229,PO000429,SKU0000967,374,374,592.15,221464.1
POI0001230,PO000430,SKU0001498,292,255,679.88,198524.96
POI0001231,PO000431,SKU0001515,280,214,916.57,256639.6
POI0001232,PO000432,SKU0001929,312,312,726.28,226599.36
POI0001233,PO000433,SKU0001462,402,402,2020.48,812232.96
POI0001234,PO000434,SKU0001190,405,176,511.15,207015.75
POI0001235,PO000435,SKU0002909,158,158,1484.54,234557.32
POI0001236,PO000436,SKU0001899,405,405,862.56,349336.8
POI0001237,PO000437,SKU0000193,277,277,360.12,99753.24
POI0001238,PO000438,SKU0002427,433,433,634.0,274522.0
POI0001239,PO000439,SKU0002424,212,212,779.83,165323.96
POI0001240,PO000440,SKU0001689,62,62,1291.42,80068.04
POI0001241,PO000441,SKU0000898,352,352,786.88,276981.76
POI0001242,PO000442,SKU0000984,454,454,1378.43,625807.22
POI0001243,PO000443,SKU0002873,250,47,296.47,74117.5
POI0001244,PO000444,SKU0001580,149,149,817.8,121852.2
POI0001245,PO000445,SKU0000440,284,284,1555.04,441631.36
POI0001246,PO000446,SKU0002284,141,141,1919.73,270681.93
POI0001247,PO000447,SKU0002168,309,309,926.41,286260.69
POI0001248,PO000448,SKU0002734,318,318,1760.36,559794.48
POI0001249,PO000449,SKU0001264,342,342,585.52,200247.84
POI0001250,PO000450,SKU0000545,216,0,1702.58,367757.28
POI0001251,PO000451,SKU0002664,362,362,51.84,18766.08
POI0001252,PO000452,SKU0001791,188,188,917.14,172422.32
POI0001253,PO000453,SKU0002786,215,215,324.17,69696.55
POI0001254,PO000454,SKU0001465,360,0,23.41,8427.6
POI0001255,PO000455,SKU0001114,260,0,1503.77,390980.2
POI0001256,PO000456,SKU0000023,278,278,526.64,146405.92
POI0001257,PO000457,SKU0000168,161,161,1992.45,320784.45
POI0001258,PO000458,SKU0002284,162,0,1976.68,320222.16
POI0001259,PO000459,SKU0000839,131,131,214.05,28040.55
POI0001260,PO000460,SKU0000644,261,261,999.18,260785.98
POI0001261,PO000461,SKU0001332,207,207,555.01,114887.07
POI0001262,PO000462,SKU0001689,66,66,1293.36,85361.76
POI0001263,PO000463,SKU0001881,114,114,1694.86,193214.04
POI0001264,PO000464,SKU0001555,193,111,34.0,6562.0
POI0001265,PO000465,SKU0000179,197,0,778.08,153281.76
POI0001266,PO000466,SKU0002835,363,363,571.92,207606.96
POI0001267,PO000467,SKU0000570,465,465,1914.13,890070.45
POI0001268,PO000468,SKU0000545,401,401,1548.2,620828.2
POI0001269,PO000469,SKU0002679,438,0,1251.34,548086.92
POI0001270,PO000470,SKU0000713,173,173,1780.07,307952.11
POI0001271,PO000471,SKU0000757,421,421,972.92,409599.32
POI0001272,PO000472,SKU0002264,374,374,660.57,247053.18
POI0001273,PO000473,SKU0000591,48,0,2160.29,103693.92
POI0001274,PO000474,SKU0002128,199,199,1737.56,345774.44
POI0001275,PO000475,SKU0000527,296,296,391.51,115886.96
POI0001276,PO000476,SKU0001723,446,446,814.8,363400.8
POI0001277,PO000477,SKU0001047,160,160,1485.57,237691.2
POI0001278,PO000478,SKU0000323,380,380,2017.05,766479.0
POI0001279,PO000479,SKU0001416,387,0,1040.49,402669.63
POI0001280,PO000480,SKU0002941,304,304,897.4,272809.6
POI0001281,PO000481,SKU0000821,86,52,838.75,72132.5
POI0001282,PO000482,SKU0001062,203,203,1080.42,219325.26
POI0001283,PO000483,SKU0002606,30,30,1751.43,52542.9
POI0001284,PO000484,SKU0000514,280,280,816.42,228597.6
POI0001285,PO000485,SKU0002037,373,373,1593.73,594461.29
POI0001286,PO000486,SKU0002400,224,0,1063.3,238179.2
POI0001287,PO000487,SKU0000394,22,12,1063.42,23395.24
POI0001288,PO000488,SKU0001201,435,435,1224.77,532774.95
POI0001289,PO000489,SKU0001141,95,95,1625.85,154455.75
POI0001290,PO000490,SKU0002236,268,235,805.57,215892.76
POI0001291,PO000491,SKU0000154,229,229,1832.23,419580.67
POI0001292,PO000492,SKU0000407,94,94,49.37,4640.78
POI0001293,PO000493,SKU0002858,195,0,48.72,9500.4
POI0001294,PO000494,SKU0000465,396,396,1795.19,710895.24
POI0001295,PO000495,SKU0002535,43,43,1697.64,72998.52
POI0001296,PO000496,SKU0000332,143,143,1653.81,236494.83
POI0001297,PO000497,SKU0000389,478,478,710.82,339771.96
POI0001298,PO000498,SKU0002479,109,37,1157.62,126180.58
POI0001299,PO000499,SKU0000007,344,0,607.12,208849.28
POI0001300,PO000500,SKU0000846,338,338,410.88,138877.44
POI0001301,PO000501,SKU0000697,194,194,421.6,81790.4
POI0001302,PO000502,SKU0000054,154,154,612.89,94385.06
POI0001303,PO000503,SKU0000875,318,318,65.26,20752.68
POI0001304,PO000504,SKU0000066,154,154,287.59,44288.86
POI0001305,PO000505,SKU0000827,29,29,1093.04,31698.16
POI0001306,PO000506,SKU0001007,201,201,254.55,51164.55
POI0001307,PO000507,SKU0002037,367,130,1503.89,551927.63
POI0001308,PO000508,SKU0001299,175,175,1640.53,287092.75
POI0001309,PO000509,SKU0001651,47,47,307.46,14450.62
POI0001310,PO000510,SKU0000929,120,120,1813.27,217592.4
POI0001311,PO000511,SKU0000985,120,120,1226.58,147189.6
POI0001312,PO000512,SKU0001137,342,342,484.84,165815.28
POI0001313,PO000513,SKU0000892,269,58,192.29,51726.01
POI0001314,PO000514,SKU0002931,187,0,518.52,96963.24
POI0001315,PO000515,SKU0001479,36,36,15.87,571.32
POI0001316,PO000516,SKU0001515,72,72,887.24,63881.28
POI0001317,PO000517,SKU0002818,430,430,1371.97,589947.1
POI0001318,PO000518,SKU0000700,399,399,1312.37,523635.63
POI0001319,PO000519,SKU0002073,128,128,148.76,19041.28
POI0001320,PO000520,SKU0000051,311,311,683.24,212487.64
POI0001321,PO000521,SKU0000652,132,132,915.63,120863.16
POI0001322,PO000522,SKU0000460,138,138,2052.69,283271.22
POI0001323,PO000523,SKU0000361,363,0,709.38,257504.94
POI0001324,PO000524,SKU0002332,223,223,1048.65,233848.95
POI0001325,PO000525,SKU0001129,370,370,187.31,69304.7
POI0001326,PO000526,SKU0000177,273,273,872.24,238121.52
