order_id,user_id,store_id,channel_id,ordered_at,order_status,item_amount,discount_amount,shipping_fee,payable_amount,paid_amount,region,province,city
O00006182,U003666,S0057,CH03,2026-07-01 03:59:40,completed,2152.4,38.24,0,2114.16,2114.16,华东,山东,青岛
O00006183,U000033,S0021,CH05,2026-06-05 18:58:50,completed,2197.7,188.31,0,2009.39,2009.39,华东,上海,上海
O00006184,U003749,S0077,CH11,2025-02-21 03:51:45,shipped,5540.5,368.03,0,5172.47,5172.47,华北,河北,石家庄
O00006185,U001892,S0001,CH05,2026-02-20 23:20:55,completed,2485.95,436.24,0,2049.71,2049.71,华中,江西,南昌
O00006186,U002663,S0038,CH02,2025-03-15 18:26:39,cancelled,1570.57,144.37,0,1426.2,0,华北,河北,石家庄
O00006187,U004573,S0040,CH09,2026-04-20 02:28:38,shipped,3246.35,334.35,0,2912.0,2912.0,华东,江苏,南京
O00006188,U003864,S0039,CH11,2025-09-26 11:57:23,completed,2691.85,47.1,0,2644.75,2644.75,西南,贵州,贵阳
O00006189,U001629,S0019,CH08,2025-05-04 23:00:22,completed,4844.77,508.07,0,4336.7,4336.7,华北,北京,北京
O00006190,U001882,S0009,CH03,2025-11-04 09:30:38,completed,1772.72,291.84,0,1480.88,1480.88,华北,山西,太原
O00006191,U003600,S0002,CH12,2025-05-24 13:39:26,completed,4394.1,277.98,0,4116.12,4116.12,华南,福建,厦门
O00006192,U002028,S0008,CH04,2025-05-07 04:36:19,completed,5858.5,675.67,0,5182.83,5182.83,华东,江苏,南京
O00006193,U002997,S0014,CH01,2025-05-11 00:04:00,cancelled,4823.85,634.38,0,4189.47,0,华南,广东,深圳
O00006194,U004560,S0018,CH05,2025-08-25 13:14:20,completed,199.53,14.37,0,185.16,185.16,华南,广东,深圳
O00006195,U000505,S0008,CH01,2025-07-08 10:37:03,cancelled,300.31,53.06,0,247.25,0,华北,天津,天津
O00006196,U000473,S0076,CH11,2025-06-22 06:58:43,completed,933.41,84.91,0,848.5,848.5,华东,浙江,杭州
O00006197,U004125,S0010,CH08,2026-05-02 21:57:28,shipped,1673.38,81.19,0,1592.19,1592.19,华北,河北,石家庄
O00006198,U002753,S0065,CH07,2026-04-26 14:16:04,completed,2597.23,301.32,0,2295.91,2295.91,华北,北京,北京
O00006199,U002236,S0078,CH06,2025-07-06 00:22:41,cancelled,4332.06,616.02,0,3716.04,0,华南,广东,深圳
O00006200,U003962,S0013,CH01,2026-07-04 13:40:18,completed,8856.67,739.26,0,8117.41,8117.41,华中,江西,南昌
O00006201,U003687,S0047,CH02,2025-01-07 11:35:56,completed,4910.69,431.89,0,4478.8,4478.8,华北,天津,天津
O00006202,U002275,S0056,CH01,2026-02-19 02:16:47,completed,3252.9,420.75,0,2832.15,2832.15,华南,广东,深圳
O00006203,U003564,S0063,CH05,2025-12-31 12:20:27,shipped,5451.33,654.02,0,4797.31,4797.31,华北,山西,太原
O00006204,U001165,S0051,CH04,2025-06-12 20:46:59,completed,1983.13,285.4,0,1697.73,1697.73,华南,广东,深圳
O00006205,U003328,S0056,CH01,2025-04-24 00:43:06,completed,2830.1,336.77,0,2493.33,2493.33,华中,湖北,武汉
O00006206,U003846,S0061,CH01,2026-05-19 14:26:36,completed,5190.06,748.72,0,4441.34,4441.34,华南,广东,广州
O00006207,U000996,S0038,CH01,2025-05-22 23:28:40,completed,7130.44,584.66,0,6545.78,6545.78,华南,广西,南宁
O00006208,U002595,S0074,CH04,2025-09-06 08:17:08,completed,2854.71,31.53,0,2823.18,2823.18,华南,福建,厦门
O00006209,U003734,S0068,CH10,2025-09-22 02:31:16,completed,5548.04,143.79,0,5404.25,5404.25,华南,福建,厦门
O00006210,U004047,S0030,CH04,2025-11-01 08:15:28,completed,3029.79,202.14,0,2827.65,2827.65,华中,江西,南昌
O00006211,U004601,S0040,CH08,2025-01-05 18:52:10,completed,6963.14,553.5,0,6409.64,6409.64,华东,浙江,杭州
O00006212,U002622,S0070,CH02,2025-04-25 04:05:14,completed,2454.88,284.52,0,2170.36,2170.36,华南,广东,深圳
O00006213,U004709,S0045,CH09,2026-08-15 17:53:36,paid,4347.94,372.28,0,3975.66,3975.66,华东,浙江,杭州
O00006214,U003245,S0032,CH01,2025-11-07 05:31:04,paid,3746.6,316.15,0,3430.45,3430.45,华南,广西,南宁
O00006215,U001125,S0076,CH05,2026-08-16 19:23:37,completed,10722.26,1443.22,0,9279.04,9279.04,西南,贵州,贵阳
O00006216,U003429,S0016,CH12,2026-06-30 21:27:41,cancelled,2362.59,1.38,0,2361.21,0,华北,天津,天津
O00006217,U000203,S0012,CH02,2025-09-06 07:33:32,shipped,1108.3,182.83,0,925.47,925.47,华东,浙江,杭州
O00006218,U000329,S0052,CH11,2026-03-22 12:17:16,cancelled,1502.07,103.53,0,1398.54,0,华南,福建,厦门
O00006219,U002675,S0058,CH02,2025-08-06 16:30:48,cancelled,1299.16,230.29,0,1068.87,0,华中,河南,郑州
O00006220,U001631,S0051,CH08,2026-01-31 14:46:31,pending_payment,5688.43,167.37,0,5521.06,0,华南,广东,广州
O00006221,U000887,S0023,CH09,2025-06-02 08:27:58,completed,4031.75,447.68,0,3584.07,3584.07,西南,四川,成都
O00006222,U002917,S0065,CH08,2025-10-11 05:03:04,completed,5463.7,629.77,0,4833.93,4833.93,华北,北京,北京
O00006223,U004626,S0045,CH08,2026-08-20 12:44:44,completed,2925.51,376.9,0,2548.61,2548.61,华中,湖南,长沙
O00006224,U002051,S0029,CH01,2025-08-06 00:19:12,shipped,2777.29,8.42,0,2768.87,2768.87,西南,重庆,重庆
O00006225,U004704,S0021,CH04,2026-05-04 12:36:18,cancelled,4576.51,297.12,0,4279.39,0,华北,天津,天津
O00006226,U001625,S0037,CH01,2025-03-25 00:04:15,paid,44.06,5.04,8,47.02,47.02,华南,广东,广州
O00006227,U001612,S0067,CH07,2026-06-27 09:33:59,paid,5491.93,502.0,0,4989.93,4989.93,华南,广东,广州
O00006228,U000807,S0045,CH06,2026-06-14 00:48:17,completed,1597.68,37.13,0,1560.55,1560.55,华北,北京,北京
O00006229,U003438,S0061,CH01,2026-05-22 11:54:22,completed,10592.83,1204.27,0,9388.56,9388.56,华中,河南,郑州
O00006230,U002039,S0072,CH09,2025-12-17 01:49:58,completed,5079.51,303.86,0,4775.65,4775.65,华北,河北,石家庄
O00006231,U003419,S0071,CH10,2025-10-05 20:08:54,refunded,4810.16,419.64,0,4390.52,4390.52,华东,上海,上海
O00006232,U003297,S0074,CH10,2026-04-19 15:48:25,completed,6274.74,160.14,0,6114.6,6114.6,华中,湖北,武汉
O00006233,U004699,S0034,CH03,2025-01-11 07:38:50,completed,2234.96,55.88,0,2179.08,2179.08,华北,天津,天津
O00006234,U004161,S0058,CH02,2026-04-08 20:56:40,paid,659.57,36.55,0,623.02,623.02,华北,山西,太原
O00006235,U001995,S0057,CH07,2025-04-05 13:31:45,completed,1138.78,196.3,0,942.48,942.48,华南,广东,深圳
O00006236,U002258,S0071,CH09,2026-01-15 09:55:13,shipped,2410.37,57.02,0,2353.35,2353.35,华东,江苏,南京
O00006237,U004912,S0058,CH02,2026-06-30 01:02:56,completed,5780.42,230.46,0,5549.96,5549.96,华东,浙江,杭州
O00006238,U002687,S0004,CH07,2025-12-17 06:29:43,refunded,1933.96,319.58,0,1614.38,1614.38,华东,山东,青岛
O00006239,U001091,S0011,CH03,2025-08-26 22:20:43,completed,1115.88,21.37,0,1094.51,1094.51,华北,河北,石家庄
O00006240,U001814,S0009,CH09,2026-03-11 02:22:05,refunded,3288.47,413.15,0,2875.32,2875.32,华中,湖南,长沙
O00006241,U002433,S0007,CH09,2025-08-23 18:06:38,shipped,2384.21,232.92,0,2151.29,2151.29,华南,广西,南宁
O00006242,U000819,S0047,CH10,2026-04-25 16:12:47,refunded,4351.92,413.42,0,3938.5,3938.5,华南,广东,深圳
O00006243,U002257,S0039,CH01,2025-11-06 20:54:56,shipped,3884.99,583.12,0,3301.87,3301.87,华南,福建,厦门
O00006244,U001200,S0014,CH03,2025-08-20 21:21:38,completed,1743.95,301.95,0,1442.0,1442.0,华北,河北,石家庄
O00006245,U002600,S0053,CH01,2025-06-07 04:52:19,paid,6680.91,404.09,0,6276.82,6276.82,华东,浙江,杭州
O00006246,U002706,S0072,CH07,2025-11-26 15:52:19,shipped,2345.95,187.28,0,2158.67,2158.67,华南,广西,南宁
O00006247,U002541,S0047,CH03,2025-03-13 06:32:07,shipped,3622.98,467.15,0,3155.83,3155.83,华东,山东,青岛
O00006248,U003396,S0015,CH09,2025-06-05 23:16:12,completed,1321.62,216.72,0,1104.9,1104.9,华中,江西,南昌
O00006249,U004763,S0080,CH01,2026-07-26 04:39:11,cancelled,9199.58,1108.99,0,8090.59,0,华中,江西,南昌
O00006250,U002017,S0048,CH01,2026-05-15 10:40:18,completed,2446.17,149.82,0,2296.35,2296.35,华东,山东,青岛
O00006251,U001992,S0024,CH02,2026-08-18 06:46:01,cancelled,2069.5,268.05,0,1801.45,0,华南,广东,广州
O00006252,U003887,S0030,CH03,2025-06-08 00:24:41,completed,2057.3,108.55,0,1948.75,1948.75,华北,山西,太原
O00006253,U003283,S0012,CH03,2025-12-03 18:09:05,completed,4388.53,199.66,0,4188.87,4188.87,华北,北京,北京
O00006254,U000147,S0076,CH07,2026-07-08 18:05:45,completed,4019.44,209.63,0,3809.81,3809.81,华南,广东,深圳
O00006255,U003704,S0053,CH05,2025-02-01 11:13:13,completed,2125.35,284.35,0,1841.0,1841.0,华东,江苏,南京
O00006256,U000285,S0030,CH01,2025-06-11 18:16:17,completed,7349.54,651.67,0,6697.87,6697.87,华北,河北,石家庄
O00006257,U003947,S0016,CH03,2026-08-12 13:54:43,refunded,6305.55,698.22,0,5607.33,5607.33,华东,山东,青岛
O00006258,U002873,S0038,CH02,2025-08-24 19:09:29,shipped,1380.01,94.55,0,1285.46,1285.46,华南,福建,厦门
O00006259,U003509,S0074,CH02,2026-08-13 00:11:29,completed,5942.07,487.94,0,5454.13,5454.13,华南,广东,广州
O00006260,U003865,S0058,CH03,2026-01-17 20:00:11,completed,663.03,32.41,0,630.62,630.62,华中,江西,南昌
O00006261,U000942,S0068,CH07,2025-07-24 10:10:44,completed,3571.64,531.86,0,3039.78,3039.78,西南,重庆,重庆
O00006262,U002212,S0024,CH03,2026-07-16 00:47:41,completed,508.36,61.35,0,447.01,447.01,华中,湖北,武汉
O00006263,U002942,S0047,CH05,2026-07-01 02:30:48,completed,8668.05,1385.32,0,7282.73,7282.73,华中,湖南,长沙
O00006264,U001672,S0030,CH04,2026-05-20 03:57:26,completed,9809.28,1225.15,0,8584.13,8584.13,华北,北京,北京
O00006265,U001859,S0011,CH02,2025-05-02 04:11:12,completed,3868.97,187.42,0,3681.55,3681.55,华南,广东,深圳
O00006266,U001553,S0019,CH07,2026-01-05 09:16:54,completed,5259.0,425.79,0,4833.21,4833.21,华东,江苏,南京
O00006267,U001057,S0042,CH08,2025-03-22 17:31:22,completed,2466.9,173.03,0,2293.87,2293.87,华南,广东,广州
O00006268,U003353,S0050,CH03,2025-07-08 15:44:42,refunded,4985.51,148.47,0,4837.04,4837.04,华南,广西,南宁
O00006269,U001232,S0029,CH01,2025-12-12 13:08:06,refunded,5720.13,670.35,0,5049.78,5049.78,华南,福建,厦门
O00006270,U003617,S0046,CH02,2025-05-29 06:46:47,cancelled,2095.1,34.49,0,2060.61,0,华中,湖南,长沙
O00006271,U001323,S0054,CH01,2025-07-24 22:52:50,completed,4935.17,296.4,0,4638.77,4638.77,华东,山东,青岛
O00006272,U000773,S0016,CH03,2026-03-20 16:43:10,completed,2765.49,123.86,0,2641.63,2641.63,华东,上海,上海
O00006273,U002066,S0028,CH04,2025-07-17 04:09:19,completed,2184.88,251.98,0,1932.9,1932.9,华北,河北,石家庄
O00006274,U002274,S0038,CH01,2026-04-10 02:19:54,completed,2525.79,339.82,0,2185.97,2185.97,华东,山东,青岛
O00006275,U002770,S0023,CH10,2026-07-22 06:44:07,shipped,3872.21,259.81,0,3612.4,3612.4,华东,上海,上海
O00006276,U000627,S0022,CH05,2026-02-04 06:36:15,paid,4045.19,290.57,0,3754.62,3754.62,华中,湖北,武汉
O00006277,U002787,S0069,CH05,2026-03-05 05:55:23,completed,2786.91,171.61,0,2615.3,2615.3,华中,湖北,武汉
O00006278,U004729,S0047,CH09,2025-09-05 06:28:18,completed,7995.82,629.61,0,7366.21,7366.21,西南,重庆,重庆
O00006279,U000090,S0048,CH09,2026-03-06 05:39:08,shipped,1400.39,38.06,0,1362.33,1362.33,西南,贵州,贵阳
O00006280,U004719,S0062,CH09,2026-07-02 01:28:51,completed,2426.88,221.28,0,2205.6,2205.6,西南,贵州,贵阳
O00006281,U001896,S0013,CH01,2025-12-22 12:11:49,completed,247.96,43.8,0,204.16,204.16,华北,北京,北京
O00006282,U004255,S0026,CH01,2026-04-05 07:40:21,paid,1277.69,97.43,0,1180.26,1180.26,华北,北京,北京
O00006283,U001570,S0042,CH02,2026-02-01 18:31:55,completed,2901.22,419.84,0,2481.38,2481.38,华北,北京,北京
O00006284,U003191,S0018,CH01,2025-06-19 02:56:08,completed,3025.91,252.64,0,2773.27,2773.27,西南,四川,成都
O00006285,U004654,S0064,CH02,2025-05-22 14:27:37,completed,344.56,29.74,0,314.82,314.82,西南,贵州,贵阳
O00006286,U001825,S0073,CH03,2025-12-15 11:55:35,completed,2451.85,424.82,0,2027.03,2027.03,华南,广西,南宁
O00006287,U000646,S0043,CH02,2025-08-21 10:10:32,paid,2116.23,41.27,0,2074.96,2074.96,华北,天津,天津
O00006288,U004576,S0044,CH04,2025-07-27 07:51:58,completed,2803.67,201.93,0,2601.74,2601.74,华北,天津,天津
O00006289,U004067,S0017,CH06,2025-10-27 00:53:53,completed,3286.44,378.24,0,2908.2,2908.2,华东,山东,青岛
O00006290,U001730,S0073,CH07,2025-07-25 16:17:28,completed,1844.46,179.52,0,1664.94,1664.94,西南,贵州,贵阳
O00006291,U001355,S0044,CH01,2025-07-01 17:15:49,shipped,2389.89,78.69,0,2311.2,2311.2,西南,贵州,贵阳
O00006292,U004488,S0034,CH02,2025-06-20 04:35:34,completed,1483.67,127.68,0,1355.99,1355.99,华中,河南,郑州
O00006293,U000518,S0052,CH11,2026-08-13 13:04:16,completed,8043.31,318.87,0,7724.44,7724.44,华南,广东,广州
O00006294,U004929,S0037,CH01,2025-05-30 09:33:54,completed,7638.11,522.82,0,7115.29,7115.29,华北,北京,北京
O00006295,U000771,S0009,CH08,2025-03-30 03:02:25,cancelled,4739.49,337.5,0,4401.99,0,华东,江苏,南京
O00006296,U003830,S0075,CH01,2026-06-15 13:02:46,completed,549.07,15.89,0,533.18,533.18,华北,北京,北京
O00006297,U001099,S0074,CH03,2025-04-16 01:23:24,completed,5910.09,631.01,0,5279.08,5279.08,华南,广西,南宁
O00006298,U002832,S0015,CH01,2026-07-25 13:57:57,shipped,2397.06,139.75,0,2257.31,2257.31,华东,浙江,杭州
O00006299,U002317,S0038,CH03,2025-03-23 13:58:13,completed,2377.69,13.6,0,2364.09,2364.09,华中,湖北,武汉
O00006300,U003312,S0025,CH02,2025-07-27 20:52:03,completed,3147.42,209.7,0,2937.72,2937.72,西南,云南,昆明
O00006301,U002210,S0037,CH02,2026-02-01 20:55:44,pending_payment,2290.17,84.38,0,2205.79,0,华东,山东,青岛
O00006302,U003476,S0055,CH01,2026-02-04 14:29:38,completed,1685.9,93.41,0,1592.49,1592.49,华东,浙江,杭州
O00006303,U001165,S0078,CH05,2025-03-17 20:25:40,completed,2605.35,105.16,0,2500.19,2500.19,华南,广东,深圳
O00006304,U001961,S0009,CH01,2026-07-09 21:14:11,completed,1262.22,164.11,0,1098.11,1098.11,西南,重庆,重庆
O00006305,U000956,S0079,CH10,2025-02-25 15:56:24,completed,5216.22,701.5,0,4514.72,4514.72,华南,广东,深圳
O00006306,U001159,S0046,CH08,2025-01-24 19:58:44,completed,2787.36,152.64,0,2634.72,2634.72,华中,江西,南昌
O00006307,U000399,S0061,CH01,2026-02-12 13:41:05,completed,12542.21,1283.7,0,11258.51,11258.51,华南,福建,厦门
O00006308,U000596,S0024,CH01,2025-11-15 22:12:06,completed,871.09,76.88,0,794.21,794.21,华北,天津,天津
O00006309,U002300,S0033,CH08,2026-01-11 23:19:01,completed,4151.65,574.87,0,3576.78,3576.78,华中,河南,郑州
O00006310,U003720,S0073,CH01,2026-06-13 05:16:57,completed,3661.22,467.12,0,3194.1,3194.1,西南,重庆,重庆
O00006311,U003673,S0077,CH01,2025-12-09 13:22:29,cancelled,13273.97,332.81,0,12941.16,0,华南,广西,南宁
O00006312,U002588,S0070,CH06,2026-04-09 17:52:52,paid,3927.49,514.19,0,3413.3,3413.3,华东,上海,上海
O00006313,U004198,S0065,CH02,2026-05-17 05:04:48,completed,4354.4,290.04,0,4064.36,4064.36,华东,山东,青岛
O00006314,U000328,S0035,CH04,2026-04-13 10:02:21,cancelled,8373.01,503.85,0,7869.16,0,西南,云南,昆明
O00006315,U002710,S0069,CH11,2025-07-15 10:59:09,shipped,375.53,29.12,0,346.41,346.41,西南,云南,昆明
O00006316,U002447,S0064,CH07,2026-03-30 01:29:13,shipped,2149.64,265.0,0,1884.64,1884.64,华东,浙江,杭州
O00006317,U001867,S0040,CH07,2025-08-31 11:58:41,shipped,4817.92,751.94,0,4065.98,4065.98,西南,四川,成都
O00006318,U002005,S0075,CH03,2025-02-05 01:44:07,completed,5412.05,509.38,0,4902.67,4902.67,华东,江苏,南京
O00006319,U003575,S0017,CH02,2025-07-23 05:43:20,completed,3909.68,147.2,0,3762.48,3762.48,华东,江苏,南京
O00006320,U002378,S0035,CH04,2025-12-29 07:12:00,completed,13074.44,859.63,0,12214.81,12214.81,华北,河北,石家庄
O00006321,U001641,S0018,CH09,2025-08-17 13:20:22,completed,7924.53,275.06,0,7649.47,7649.47,华南,广东,广州
O00006322,U001009,S0011,CH04,2025-12-31 03:13:48,completed,1293.57,101.71,0,1191.86,1191.86,华北,北京,北京
O00006323,U002849,S0031,CH07,2026-04-22 22:54:38,shipped,4706.55,406.12,0,4300.43,4300.43,华东,山东,青岛
O00006324,U004525,S0036,CH06,2025-12-14 23:27:29,shipped,2022.84,200.59,0,1822.25,1822.25,华东,山东,青岛
O00006325,U001188,S0054,CH03,2026-04-25 05:44:34,completed,4582.46,578.74,0,4003.72,4003.72,华南,福建,厦门
O00006326,U004662,S0025,CH02,2025-08-01 20:25:23,completed,1747.78,3.2,0,1744.58,1744.58,西南,贵州,贵阳
O00006327,U004210,S0065,CH08,2025-06-09 05:31:44,shipped,8953.2,939.69,0,8013.51,8013.51,华中,河南,郑州
O00006328,U000069,S0029,CH04,2026-05-18 17:45:11,completed,985.23,110.51,0,874.72,874.72,华北,河北,石家庄
O00006329,U001701,S0042,CH02,2025-07-14 14:52:35,completed,821.61,112.73,0,708.88,708.88,华南,福建,厦门
O00006330,U002449,S0020,CH03,2025-09-04 21:44:47,shipped,6918.8,780.48,0,6138.32,6138.32,华北,天津,天津
O00006331,U003074,S0026,CH03,2025-02-01 11:44:46,completed,3129.97,276.21,0,2853.76,2853.76,华南,福建,厦门
O00006332,U000625,S0059,CH08,2025-11-15 01:19:19,completed,2391.03,380.58,0,2010.45,2010.45,华中,湖南,长沙
O00006333,U000541,S0011,CH08,2025-08-17 17:54:27,shipped,2643.82,24.0,0,2619.82,2619.82,华东,江苏,南京
O00006334,U001705,S0025,CH10,2025-02-27 04:25:45,completed,3711.8,329.82,0,3381.98,3381.98,华东,江苏,南京
O00006335,U004819,S0069,CH02,2026-05-03 10:42:29,completed,2223.54,59.24,0,2164.3,2164.3,华南,广西,南宁
O00006336,U004046,S0067,CH01,2025-05-12 12:49:07,completed,3066.0,46.65,0,3019.35,3019.35,华中,江西,南昌
O00006337,U001653,S0048,CH03,2025-11-13 18:51:29,completed,5349.32,459.02,0,4890.3,4890.3,华南,广东,广州
O00006338,U001338,S0080,CH01,2026-01-18 06:53:41,shipped,2370.59,206.38,0,2164.21,2164.21,华东,浙江,杭州
O00006339,U004003,S0007,CH01,2025-07-10 06:26:38,completed,1493.3,186.91,0,1306.39,1306.39,华北,山西,太原
O00006340,U001279,S0021,CH02,2025-11-14 02:25:02,completed,999.08,10.79,0,988.29,988.29,华北,河北,石家庄
O00006341,U002353,S0048,CH01,2025-10-20 14:25:15,paid,1831.94,93.11,0,1738.83,1738.83,华北,河北,石家庄
O00006342,U004137,S0060,CH03,2026-02-16 10:33:52,completed,7434.38,244.44,0,7189.94,7189.94,华南,广东,广州
O00006343,U004833,S0065,CH07,2025-11-07 19:14:29,completed,1396.59,127.95,0,1268.64,1268.64,华北,河北,石家庄
O00006344,U003899,S0080,CH05,2026-03-16 00:07:41,completed,203.5,14.05,0,189.45,189.45,华南,福建,厦门
O00006345,U004908,S0028,CH05,2026-08-15 05:54:17,completed,4584.7,447.04,0,4137.66,4137.66,西南,云南,昆明
O00006346,U003955,S0059,CH07,2025-07-24 04:30:49,shipped,6633.08,449.45,0,6183.63,6183.63,西南,云南,昆明
O00006347,U001968,S0014,CH05,2026-08-10 02:45:13,paid,1864.35,159.62,0,1704.73,1704.73,华东,上海,上海
O00006348,U002837,S0041,CH08,2026-03-27 01:44:03,shipped,6922.33,555.42,0,6366.91,6366.91,华南,福建,厦门
O00006349,U000564,S0030,CH02,2025-01-12 12:16:54,completed,6311.45,438.78,0,5872.67,5872.67,华东,上海,上海
O00006350,U000893,S0076,CH02,2025-04-28 02:43:13,completed,3502.38,194.05,0,3308.33,3308.33,华东,浙江,杭州
O00006351,U000296,S0064,CH02,2025-06-24 16:50:09,completed,3198.25,219.37,0,2978.88,2978.88,华东,江苏,南京
O00006352,U002457,S0003,CH10,2026-04-20 01:35:57,pending_payment,4427.08,208.08,0,4219.0,0,华中,江西,南昌
O00006353,U003099,S0068,CH05,2025-07-21 21:16:13,completed,2625.14,112.93,0,2512.21,2512.21,西南,重庆,重庆
O00006354,U004754,S0059,CH02,2025-07-09 02:32:32,completed,12996.55,864.81,0,12131.74,12131.74,华东,山东,青岛
O00006355,U001502,S0022,CH10,2025-10-02 12:32:54,completed,1152.98,159.4,0,993.58,993.58,华东,江苏,南京
O00006356,U001105,S0027,CH01,2025-11-09 05:09:42,completed,5915.16,404.74,0,5510.42,5510.42,华中,湖南,长沙
O00006357,U002773,S0011,CH04,2026-03-29 02:36:42,cancelled,2176.17,147.23,0,2028.94,0,华中,河南,郑州
O00006358,U000479,S0035,CH02,2026-06-10 07:06:31,completed,5406.93,187.79,0,5219.14,5219.14,华中,江西,南昌
O00006359,U003356,S0061,CH02,2026-01-13 09:51:18,completed,9440.1,574.12,0,8865.98,8865.98,华中,江西,南昌
O00006360,U001653,S0014,CH02,2026-05-19 21:22:38,completed,5757.79,672.98,0,5084.81,5084.81,华南,广东,广州
O00006361,U000460,S0015,CH06,2025-09-25 12:08:37,completed,8094.52,531.13,0,7563.39,7563.39,华南,广东,广州
O00006362,U004452,S0039,CH01,2025-03-24 03:19:19,completed,4342.54,486.97,0,3855.57,3855.57,华南,广东,深圳
O00006363,U004752,S0050,CH03,2026-07-23 15:29:02,completed,979.13,28.18,0,950.95,950.95,华中,江西,南昌
O00006364,U000431,S0025,CH08,2026-05-27 10:37:25,completed,1037.08,61.25,0,975.83,975.83,华中,湖南,长沙
O00006365,U001661,S0056,CH01,2025-10-09 22:40:45,shipped,2943.33,111.03,0,2832.3,2832.3,华中,湖南,长沙
O00006366,U002911,S0032,CH11,2025-10-19 13:17:22,completed,430.74,41.22,0,389.52,389.52,华南,广东,深圳
O00006367,U003618,S0050,CH01,2025-03-17 19:08:17,completed,8375.98,328.68,0,8047.3,8047.3,西南,贵州,贵阳
O00006368,U002620,S0032,CH02,2025-05-26 09:59:52,cancelled,466.9,66.16,0,400.74,0,华北,河北,石家庄
O00006369,U000027,S0074,CH01,2026-03-14 06:38:28,completed,8898.76,604.92,0,8293.84,8293.84,西南,重庆,重庆
O00006370,U004459,S0008,CH06,2026-05-24 04:38:26,completed,9546.95,602.46,0,8944.49,8944.49,华东,山东,青岛
O00006371,U001770,S0022,CH02,2026-01-25 06:23:40,completed,7196.76,877.2,0,6319.56,6319.56,华南,广西,南宁
O00006372,U002155,S0051,CH04,2026-07-31 21:29:13,completed,5258.03,283.78,0,4974.25,4974.25,西南,云南,昆明
O00006373,U003969,S0014,CH09,2025-12-08 18:51:36,completed,1322.92,169.22,0,1153.7,1153.7,华中,湖南,长沙
O00006374,U001875,S0037,CH09,2025-12-02 22:23:35,paid,8897.58,913.23,0,7984.35,7984.35,华东,上海,上海
O00006375,U000131,S0074,CH04,2025-10-05 07:51:08,completed,7992.76,325.24,0,7667.52,7667.52,华南,广东,深圳
O00006376,U004128,S0061,CH02,2026-02-28 13:10:49,shipped,8784.95,1121.81,0,7663.14,7663.14,西南,云南,昆明
O00006377,U000043,S0035,CH08,2025-07-26 10:01:13,completed,5544.58,476.34,0,5068.24,5068.24,华东,浙江,杭州
O00006378,U003046,S0079,CH01,2026-03-08 16:09:52,completed,487.14,2.01,0,485.13,485.13,华中,江西,南昌
O00006379,U004093,S0002,CH05,2026-06-11 00:41:01,completed,902.13,126.03,0,776.1,776.1,华北,天津,天津
O00006380,U004898,S0008,CH08,2026-08-18 17:12:42,paid,2177.54,292.52,0,1885.02,1885.02,华南,广东,深圳
O00006381,U004942,S0050,CH03,2025-04-20 04:49:24,cancelled,499.8,67.87,0,431.93,0,华中,江西,南昌
O00006382,U000330,S0049,CH01,2025-03-07 21:06:48,shipped,1995.25,146.44,0,1848.81,1848.81,华中,湖北,武汉
O00006383,U002643,S0053,CH03,2026-05-14 11:18:29,cancelled,1542.19,6.99,0,1535.2,0,华南,广东,广州
O00006384,U002015,S0062,CH01,2025-02-13 22:15:36,completed,6047.79,221.73,0,5826.06,5826.06,华中,河南,郑州
O00006385,U000014,S0012,CH11,2025-05-04 04:00:07,completed,1625.83,193.94,0,1431.89,1431.89,华南,广东,深圳
O00006386,U004871,S0055,CH08,2025-12-19 03:34:48,completed,5183.78,862.91,0,4320.87,4320.87,华东,江苏,南京
O00006387,U002307,S0065,CH08,2025-05-08 13:29:24,completed,1432.78,5.79,0,1426.99,1426.99,西南,贵州,贵阳
O00006388,U002826,S0035,CH08,2025-03-06 14:18:44,completed,2367.3,349.78,0,2017.52,2017.52,华东,山东,青岛
O00006389,U000170,S0062,CH01,2026-01-28 22:09:59,completed,7547.94,13.53,0,7534.41,7534.41,华东,上海,上海
O00006390,U001876,S0064,CH08,2025-11-09 04:13:22,shipped,2813.28,44.08,0,2769.2,2769.2,华中,河南,郑州
O00006391,U003564,S0014,CH10,2026-02-16 20:13:34,completed,7126.64,805.05,0,6321.59,6321.59,华北,山西,太原
O00006392,U000063,S0045,CH04,2025-01-08 14:57:13,completed,2825.27,40.08,0,2785.19,2785.19,华北,山西,太原
O00006393,U002747,S0019,CH10,2026-04-17 05:58:55,completed,2354.31,16.84,0,2337.47,2337.47,华南,广东,深圳
O00006394,U003276,S0046,CH10,2026-08-20 11:42:47,completed,2899.41,266.38,0,2633.03,2633.03,华中,湖北,武汉
O00006395,U002484,S0069,CH02,2025-05-15 13:08:27,completed,3071.07,546.84,0,2524.23,2524.23,华南,广东,广州
O00006396,U003337,S0009,CH04,2025-06-05 18:42:13,completed,745.16,100.48,0,644.68,644.68,西南,四川,成都
O00006397,U003577,S0025,CH03,2026-07-10 16:13:11,completed,12765.87,1438.11,0,11327.76,11327.76,华南,广东,深圳
O00006398,U003072,S0034,CH02,2025-03-15 03:29:04,completed,579.21,43.23,0,535.98,535.98,华北,河北,石家庄
O00006399,U004251,S0044,CH03,2025-10-21 18:53:52,cancelled,3924.07,81.58,0,3842.49,0,华中,河南,郑州
