campaign_product_id,campaign_id,product_id,campaign_price,stock_limit,per_user_limit
MCP0001124,MC0088,P000244,1909.78,457,5
MCP0001125,MC0030,P000065,1555.21,1142,5
MCP0001126,MC0034,P000679,1816.02,366,1
MCP0001127,MC0006,P001497,3038.07,769,5
MCP0001128,MC0012,P000618,557.01,793,1
MCP0001129,MC0030,P001061,1756.73,911,4
MCP0001130,MC0080,P000104,1882.32,461,3
MCP0001131,MC0054,P000178,2213.55,788,4
MCP0001132,MC0011,P000035,2559.29,490,4
MCP0001133,MC0018,P000637,1497.1,911,5
MCP0001134,MC0028,P001227,92.35,879,2
MCP0001135,MC0051,P001160,1707.37,1058,4
MCP0001136,MC0038,P000377,1896.18,1056,2
MCP0001137,MC0050,P001452,1222.64,1154,1
MCP0001138,MC0017,P000343,158.44,1114,4
MCP0001139,MC0012,P000005,1550.52,482,1
MCP0001140,MC0078,P001191,1191.13,980,1
MCP0001141,MC0080,P000120,1870.35,755,1
MCP0001142,MC0080,P001180,1359.85,328,4
MCP0001143,MC0095,P000889,1825.66,899,4
MCP0001144,MC0042,P001467,2266.99,334,4
MCP0001145,MC0060,P001467,3110.91,1136,2
MCP0001146,MC0022,P000250,342.7,786,5
MCP0001147,MC0082,P000950,1769.64,745,3
MCP0001148,MC0059,P000772,2037.51,137,1
MCP0001149,MC0030,P000920,701.94,134,4
MCP0001150,MC0089,P000848,2562.56,1098,1
MCP0001151,MC0081,P001379,1165.92,470,1
MCP0001152,MC0094,P000806,2634.72,696,2
MCP0001153,MC0072,P001173,1765.08,346,4
MCP0001154,MC0009,P001307,1135.6,341,4
MCP0001155,MC0009,P000853,1746.4,60,5
MCP0001156,MC0043,P001117,703.99,881,3
MCP0001157,MC0070,P001248,2990.55,520,4
MCP0001158,MC0097,P000045,498.52,1038,4
MCP0001159,MC0094,P000069,2379.93,727,4
MCP0001160,MC0035,P000728,1969.31,773,3
MCP0001161,MC0084,P000835,872.15,394,1
MCP0001162,MC0003,P000713,683.39,412,5
MCP0001163,MC0052,P000153,884.68,566,5
MCP0001164,MC0021,P000359,2896.92,237,1
MCP0001165,MC0061,P001367,2135.86,813,1
MCP0001166,MC0031,P000624,447.61,101,2
MCP0001167,MC0054,P000773,1607.62,904,1
MCP0001168,MC0093,P000825,2605.09,741,4
MCP0001169,MC0037,P000918,1872.76,1138,4
MCP0001170,MC0010,P001049,1578.22,801,2
MCP0001171,MC0014,P000651,1232.7,1184,4
MCP0001172,MC0057,P001407,588.55,580,4
MCP0001173,MC0028,P001432,1750.39,1075,2
MCP0001174,MC0047,P000102,1239.06,322,2
MCP0001175,MC0096,P000155,2012.0,453,1
MCP0001176,MC0002,P000459,1195.83,981,2
MCP0001177,MC0065,P000104,1475.33,731,4
MCP0001178,MC0098,P000020,2505.66,100,3
MCP0001179,MC0018,P001263,1258.39,82,3
MCP0001180,MC0016,P000293,2703.63,752,4
MCP0001181,MC0014,P000448,266.45,1192,1
MCP0001182,MC0097,P000132,805.97,586,3
MCP0001183,MC0066,P000855,2008.28,627,3
MCP0001184,MC0095,P000377,1498.05,359,2
MCP0001185,MC0002,P001473,736.46,814,4
MCP0001186,MC0004,P001483,2677.87,268,3
MCP0001187,MC0090,P000851,1020.11,180,4
MCP0001188,MC0063,P001199,151.05,228,1
MCP0001189,MC0042,P000907,106.97,1000,5
MCP0001190,MC0037,P000641,2093.07,921,2
MCP0001191,MC0064,P000137,1210.95,939,2
MCP0001192,MC0023,P000608,2202.32,409,1
MCP0001193,MC0021,P001299,1981.79,651,2
MCP0001194,MC0028,P000065,1678.31,878,2
MCP0001195,MC0046,P000678,1112.79,268,2
MCP0001196,MC0023,P000003,1466.06,1162,5
MCP0001197,MC0058,P000279,1252.37,564,1
MCP0001198,MC0072,P000756,1074.04,673,4
MCP0001199,MC0093,P000122,1520.12,1015,1
MCP0001200,MC0034,P000501,957.69,477,1
MCP0001201,MC0058,P000950,1202.68,834,3
MCP0001202,MC0028,P000557,2223.97,780,3
MCP0001203,MC0060,P000274,1261.78,751,1
MCP0001204,MC0043,P000247,588.76,108,3
MCP0001205,MC0084,P001189,1173.93,238,4
MCP0001206,MC0015,P000872,2295.11,268,5
MCP0001207,MC0091,P000213,1864.1,807,5
MCP0001208,MC0043,P000373,1196.13,1054,5
MCP0001209,MC0033,P001053,249.8,240,2
MCP0001210,MC0098,P000459,1368.7,130,5
MCP0001211,MC0078,P000546,2287.55,839,4
MCP0001212,MC0100,P001443,2666.44,1085,4
MCP0001213,MC0065,P001486,924.45,1022,2
MCP0001214,MC0081,P000667,2564.92,524,5
MCP0001215,MC0087,P001293,2240.78,1120,2
MCP0001216,MC0076,P001009,2523.11,95,3
MCP0001217,MC0023,P000897,320.86,1170,5
MCP0001218,MC0007,P000357,1640.66,58,5
MCP0001219,MC0016,P000312,127.07,1163,2
MCP0001220,MC0008,P000468,200.51,1196,2
MCP0001221,MC0049,P000349,613.41,117,1
MCP0001222,MC0088,P001021,984.72,685,2
MCP0001223,MC0019,P000812,1702.15,714,1
MCP0001224,MC0047,P000585,123.44,368,1
MCP0001225,MC0093,P000462,380.24,923,3
MCP0001226,MC0028,P000631,728.92,749,1
MCP0001227,MC0080,P000450,328.14,920,4
MCP0001228,MC0016,P000152,1100.36,361,1
MCP0001229,MC0018,P000969,1527.37,921,1
MCP0001230,MC0006,P000580,2337.08,655,4
MCP0001231,MC0040,P000428,1399.48,83,4
MCP0001232,MC0096,P000556,2623.6,1017,1
MCP0001233,MC0012,P000310,23.23,1038,3
MCP0001234,MC0075,P000197,1333.57,323,5
MCP0001235,MC0017,P000249,2759.73,379,5
MCP0001236,MC0076,P000550,1028.41,959,3
MCP0001237,MC0091,P001228,870.28,765,2
MCP0001238,MC0043,P000418,2458.45,1191,2
MCP0001239,MC0066,P001281,1695.66,1183,2
MCP0001240,MC0004,P000968,1332.19,1109,4
MCP0001241,MC0099,P001043,2646.62,702,4
MCP0001242,MC0075,P000949,173.87,423,5
MCP0001243,MC0070,P001269,2096.45,1158,5
MCP0001244,MC0089,P000892,2174.15,631,2
MCP0001245,MC0080,P000212,1913.28,743,4
MCP0001246,MC0048,P000769,217.31,222,2
MCP0001247,MC0017,P000203,1389.71,559,3
MCP0001248,MC0099,P001134,1349.39,464,4
MCP0001249,MC0028,P001376,397.86,776,1
MCP0001250,MC0095,P000069,2044.5,197,2
MCP0001251,MC0008,P001055,2492.97,734,5
MCP0001252,MC0077,P001310,443.39,880,3
MCP0001253,MC0020,P001422,820.11,56,4
MCP0001254,MC0047,P000165,1794.88,907,2
MCP0001255,MC0035,P001238,1491.49,517,4
MCP0001256,MC0070,P000490,2512.22,160,2
MCP0001257,MC0044,P000167,62.53,1177,5
MCP0001258,MC0061,P000429,2884.33,226,5
MCP0001259,MC0039,P000193,1459.37,498,2
MCP0001260,MC0069,P000889,1664.69,389,3
MCP0001261,MC0031,P000637,1459.45,548,2
MCP0001262,MC0008,P000506,296.97,1020,1
MCP0001263,MC0024,P001000,1009.29,549,5
MCP0001264,MC0027,P000396,2942.37,894,4
MCP0001265,MC0051,P000503,1677.61,492,1
MCP0001266,MC0069,P000812,1509.07,533,5
MCP0001267,MC0072,P000969,1161.55,786,1
MCP0001268,MC0059,P001076,394.03,183,4
MCP0001269,MC0026,P000748,2357.84,135,2
MCP0001270,MC0009,P001090,2382.09,1053,4
MCP0001271,MC0075,P000797,256.17,655,1
MCP0001272,MC0100,P000328,1389.66,170,5
MCP0001273,MC0007,P000471,543.0,92,1
MCP0001274,MC0007,P001473,662.54,761,5
MCP0001275,MC0080,P001410,2483.94,507,5
MCP0001276,MC0098,P000644,1739.6,913,4
MCP0001277,MC0049,P001364,552.52,1019,3
MCP0001278,MC0066,P001431,2384.69,231,3
MCP0001279,MC0046,P000307,2493.64,937,4
MCP0001280,MC0074,P000134,2847.64,649,3
MCP0001281,MC0035,P000908,2307.86,308,3
MCP0001282,MC0039,P000262,516.76,705,5
MCP0001283,MC0091,P000837,2785.49,290,2
MCP0001284,MC0045,P000544,321.24,949,5
MCP0001285,MC0042,P001171,2320.94,62,4
MCP0001286,MC0042,P001448,1957.36,943,1
MCP0001287,MC0033,P000219,2178.1,890,5
MCP0001288,MC0045,P001473,649.67,412,3
MCP0001289,MC0088,P000481,153.81,674,3
MCP0001290,MC0083,P000159,709.28,831,3
MCP0001291,MC0031,P001370,1654.47,509,5
MCP0001292,MC0097,P000537,95.14,784,3
MCP0001293,MC0085,P001308,1170.83,509,2
MCP0001294,MC0083,P000953,2248.58,284,4
MCP0001295,MC0066,P001368,291.1,696,5
MCP0001296,MC0090,P000933,625.34,385,1
MCP0001297,MC0082,P000331,2295.75,430,2
MCP0001298,MC0030,P000825,2528.96,866,3
MCP0001299,MC0041,P001354,2086.37,990,2
MCP0001300,MC0021,P000252,360.4,622,5
MCP0001301,MC0017,P001011,1729.43,1122,1
MCP0001302,MC0081,P000263,1035.28,1007,4
MCP0001303,MC0088,P000327,1007.5,463,3
MCP0001304,MC0002,P000162,2441.32,762,2
MCP0001305,MC0008,P001170,1230.71,730,5
MCP0001306,MC0075,P000707,380.4,745,2
MCP0001307,MC0037,P000228,450.05,390,1
MCP0001308,MC0017,P000796,914.59,360,4
MCP0001309,MC0061,P001032,917.25,627,3
MCP0001310,MC0032,P000212,1752.04,855,5
MCP0001311,MC0014,P000240,201.85,70,1
MCP0001312,MC0072,P000649,2408.71,42,4
MCP0001313,MC0010,P000266,315.8,40,3
MCP0001314,MC0061,P000129,151.26,372,5
MCP0001315,MC0082,P000750,2635.74,229,5
MCP0001316,MC0020,P000423,532.06,812,2
MCP0001317,MC0038,P001179,1288.63,933,2
MCP0001318,MC0033,P001079,470.34,823,2
MCP0001319,MC0074,P001337,1420.32,815,2
MCP0001320,MC0034,P001129,858.32,155,5
MCP0001321,MC0066,P000934,1894.8,687,4
MCP0001322,MC0032,P000222,291.8,778,1
MCP0001323,MC0004,P000953,2164.13,369,2
MCP0001324,MC0089,P000763,2300.03,754,1
MCP0001325,MC0088,P000256,1888.42,855,2
MCP0001326,MC0064,P000488,1014.48,152,4
MCP0001327,MC0026,P000654,1961.29,62,3
MCP0001328,MC0086,P000919,1798.82,986,1
MCP0001329,MC0024,P000868,137.76,700,1
MCP0001330,MC0060,P000710,2595.26,1010,1
MCP0001331,MC0068,P000408,32.07,883,5
MCP0001332,MC0097,P000730,1744.26,962,5
MCP0001333,MC0026,P000784,1308.86,872,5
MCP0001334,MC0047,P000057,264.65,1037,4
MCP0001335,MC0089,P000462,415.37,815,1
MCP0001336,MC0005,P001366,135.87,1037,4
MCP0001337,MC0075,P001426,2154.45,1197,5
MCP0001338,MC0078,P000010,467.25,465,1
MCP0001339,MC0062,P000197,1185.27,391,1
MCP0001340,MC0053,P000706,171.0,281,2
MCP0001341,MC0064,P000545,1543.85,528,1
MCP0001342,MC0068,P000304,2688.25,927,1
MCP0001343,MC0068,P000867,787.63,627,5
MCP0001344,MC0077,P000449,1190.23,1003,1
MCP0001345,MC0055,P001231,218.95,73,2
MCP0001346,MC0055,P000302,1991.49,781,3
MCP0001347,MC0023,P001441,858.33,673,1
MCP0001348,MC0082,P000850,1179.77,1030,4
MCP0001349,MC0040,P000328,1510.05,196,4
MCP0001350,MC0084,P000635,2181.51,252,3
MCP0001351,MC0063,P000088,1720.61,886,4
MCP0001352,MC0084,P001219,780.37,412,3
MCP0001353,MC0009,P000846,1146.86,205,2
MCP0001354,MC0072,P000993,2155.01,650,2
MCP0001355,MC0096,P000448,255.42,785,5
MCP0001356,MC0009,P000690,2461.65,1183,4
MCP0001357,MC0042,P000285,3099.2,826,1
MCP0001358,MC0067,P001461,2372.65,1013,1
MCP0001359,MC0078,P000285,3109.62,697,5
MCP0001360,MC0009,P000161,1154.5,1120,3
MCP0001361,MC0008,P001197,647.98,1015,5
MCP0001362,MC0077,P000360,2932.0,224,4
MCP0001363,MC0015,P000375,2085.43,124,3
MCP0001364,MC0079,P000094,467.57,197,1
MCP0001365,MC0040,P000563,1920.54,879,5
MCP0001366,MC0012,P001131,1248.78,167,5
MCP0001367,MC0051,P001335,2471.69,271,5
MCP0001368,MC0017,P000523,90.85,80,3
MCP0001369,MC0071,P000277,1904.63,919,4
MCP0001370,MC0074,P000080,2861.09,993,4
MCP0001371,MC0092,P000048,164.66,522,2
MCP0001372,MC0093,P001223,2167.74,781,3
MCP0001373,MC0079,P000106,2659.13,330,2
MCP0001374,MC0001,P001115,922.96,424,4
MCP0001375,MC0006,P000587,1003.08,674,1
MCP0001376,MC0020,P001041,532.65,190,4
MCP0001377,MC0002,P001104,765.38,852,3
MCP0001378,MC0036,P000193,1301.81,744,3
MCP0001379,MC0038,P001482,936.14,610,1
MCP0001380,MC0073,P000117,1319.46,389,1
MCP0001381,MC0069,P000136,1108.36,810,1
MCP0001382,MC0030,P000710,1978.39,588,5
MCP0001383,MC0040,P000581,106.18,422,1
MCP0001384,MC0073,P001015,1279.17,914,2
MCP0001385,MC0004,P001385,2348.36,1032,1
MCP0001386,MC0065,P001486,928.22,1147,3
MCP0001387,MC0072,P001290,1391.83,147,3
MCP0001388,MC0040,P001257,1520.43,449,1
MCP0001389,MC0072,P001108,2304.11,700,3
MCP0001390,MC0002,P001121,1421.32,122,4
MCP0001391,MC0076,P000630,2443.31,642,4
MCP0001392,MC0007,P001391,2595.4,128,4
MCP0001393,MC0050,P001312,1281.66,403,5
MCP0001394,MC0092,P001143,2685.67,587,1
MCP0001395,MC0027,P001007,1905.46,717,4
MCP0001396,MC0093,P001136,1102.07,179,2
MCP0001397,MC0057,P001108,2208.59,301,5
MCP0001398,MC0083,P000053,1805.48,378,4
MCP0001399,MC0095,P001019,1534.62,527,1
MCP0001400,MC0033,P000361,923.41,871,1
MCP0001401,MC0047,P000243,1826.64,1081,4
MCP0001402,MC0078,P000570,918.78,281,4
MCP0001403,MC0013,P001369,346.85,264,2
MCP0001404,MC0099,P000719,1650.33,877,3
MCP0001405,MC0005,P001159,2323.59,721,5
MCP0001406,MC0041,P000624,474.18,344,5
MCP0001407,MC0018,P000324,1151.74,401,3
MCP0001408,MC0060,P001062,535.78,807,4
MCP0001409,MC0018,P000755,2136.29,560,4
MCP0001410,MC0082,P000327,1026.94,530,4
MCP0001411,MC0093,P000330,1591.84,301,2
MCP0001412,MC0007,P001385,2697.34,706,2
MCP0001413,MC0072,P000890,207.18,403,1
MCP0001414,MC0085,P001361,2308.92,340,3
MCP0001415,MC0032,P000402,1054.92,620,1
MCP0001416,MC0092,P000391,765.64,160,1
MCP0001417,MC0010,P000155,1509.63,1003,4
MCP0001418,MC0070,P000446,381.18,1107,5
MCP0001419,MC0038,P001225,2520.23,496,3
MCP0001420,MC0077,P000631,743.03,180,5
MCP0001421,MC0087,P001075,2103.89,1052,3
MCP0001422,MC0006,P000856,957.76,548,5
MCP0001423,MC0045,P000654,1665.5,786,4
MCP0001424,MC0021,P000655,2013.92,651,5
MCP0001425,MC0082,P000932,1773.45,90,2
MCP0001426,MC0003,P000899,973.35,234,4
MCP0001427,MC0009,P000981,1225.46,422,3
MCP0001428,MC0047,P001390,2361.42,122,3
MCP0001429,MC0068,P000396,2730.27,444,5
MCP0001430,MC0011,P000484,992.33,296,1
MCP0001431,MC0011,P000860,872.57,983,2
MCP0001432,MC0002,P000202,2044.76,1070,1
MCP0001433,MC0044,P001177,558.78,1108,1
MCP0001434,MC0055,P000190,1752.66,1053,3
MCP0001435,MC0100,P001124,1092.66,479,2
MCP0001436,MC0070,P000018,1847.31,644,5
MCP0001437,MC0053,P000823,1070.37,120,5
MCP0001438,MC0044,P001432,1571.66,786,1
MCP0001439,MC0010,P001345,1070.63,59,3
MCP0001440,MC0047,P000205,1544.3,388,1
MCP0001441,MC0061,P000287,1894.42,811,2
MCP0001442,MC0091,P000242,680.82,639,3
MCP0001443,MC0057,P000657,150.57,907,3
MCP0001444,MC0033,P001413,2640.13,483,2
MCP0001445,MC0096,P000089,1588.49,1034,3
MCP0001446,MC0057,P000833,444.32,759,3
MCP0001447,MC0049,P001090,2384.94,1063,3
MCP0001448,MC0097,P001001,644.82,643,2
MCP0001449,MC0051,P000050,1742.19,1106,3
MCP0001450,MC0063,P000727,749.97,95,2
MCP0001451,MC0015,P000900,930.37,86,1
MCP0001452,MC0056,P000171,1458.62,107,1
MCP0001453,MC0028,P000158,1032.51,391,4
MCP0001454,MC0087,P001221,269.43,306,5
MCP0001455,MC0020,P001069,64.79,1085,3
MCP0001456,MC0047,P000063,762.54,880,1
MCP0001457,MC0089,P000761,1642.88,444,4
MCP0001458,MC0015,P000729,2479.64,220,4
MCP0001459,MC0002,P000560,2168.6,856,4
MCP0001460,MC0048,P000717,1871.09,1026,3
MCP0001461,MC0014,P000216,2417.37,1149,4
MCP0001462,MC0061,P000424,1121.61,828,3
MCP0001463,MC0006,P000467,798.85,917,5
MCP0001464,MC0021,P000852,2410.89,464,1
MCP0001465,MC0059,P001132,1014.81,571,3
MCP0001466,MC0014,P000182,808.34,70,3
MCP0001467,MC0010,P000905,1542.46,1104,3
MCP0001468,MC0042,P000120,1877.48,931,1
MCP0001469,MC0073,P001144,2448.72,135,5
MCP0001470,MC0030,P001126,429.48,909,5
MCP0001471,MC0015,P001428,1116.47,757,3
MCP0001472,MC0090,P000828,160.63,207,1
MCP0001473,MC0097,P001402,2553.91,257,3
MCP0001474,MC0056,P000756,975.1,34,2
MCP0001475,MC0021,P000459,1247.41,1133,4
MCP0001476,MC0079,P001168,75.88,1092,1
MCP0001477,MC0065,P000358,983.3,1172,2
MCP0001478,MC0063,P000160,914.55,613,2
MCP0001479,MC0078,P001380,2417.05,220,3
MCP0001480,MC0097,P000858,1726.53,1116,5
MCP0001481,MC0035,P001351,2451.5,967,5
MCP0001482,MC0055,P000522,1139.97,86,5
MCP0001483,MC0090,P000904,2090.17,863,5
MCP0001484,MC0032,P000309,1412.3,701,4
MCP0001485,MC0006,P000541,2334.88,1048,4
MCP0001486,MC0007,P000438,85.46,678,2
MCP0001487,MC0066,P000942,1746.23,79,4
MCP0001488,MC0003,P001393,394.34,798,4
MCP0001489,MC0085,P001045,844.7,290,3
MCP0001490,MC0029,P000320,111.73,690,1
MCP0001491,MC0032,P000091,1886.3,321,3
MCP0001492,MC0074,P000623,344.96,590,3
MCP0001493,MC0056,P000596,141.61,1031,5
MCP0001494,MC0042,P000592,1953.9,332,5
MCP0001495,MC0060,P001281,1858.08,859,4
MCP0001496,MC0023,P001455,2846.85,366,5
MCP0001497,MC0030,P000939,54.63,592,4
MCP0001498,MC0081,P000346,1865.55,943,2
MCP0001499,MC0002,P000704,1865.52,227,2
MCP0001500,MC0082,P001115,947.72,894,2
