session_id,user_id,device_id,channel_id,started_at,ended_at,duration_seconds,landing_page,converted
SES00008981,U004147,D0005405,CH03,2025-11-03 12:27:50,2025-11-03 12:29:23,93,live,0
SES00008982,,D0004970,CH01,2025-03-02 12:42:53,2025-03-02 12:43:50,57,search,0
SES00008983,U004424,D0002101,CH07,2026-02-24 13:21:21,2026-02-24 13:25:26,245,product,0
SES00008984,U002284,D0004218,CH01,2025-01-27 15:55:55,2025-01-27 15:58:07,132,home,0
SES00008985,U003882,D0003737,CH09,2025-06-29 09:58:01,2025-06-29 09:58:18,17,home,0
SES00008986,,D0006062,CH01,2026-07-23 22:15:08,2026-07-23 22:17:12,124,home,0
SES00008987,U003810,D0000499,CH04,2026-03-05 15:53:53,2026-03-05 16:00:02,369,product,0
SES00008988,U003920,D0004296,CH02,2025-06-22 03:03:43,2025-06-22 03:11:19,456,product,0
SES00008989,U000746,D0006437,CH01,2025-03-20 01:44:45,2025-03-20 01:46:03,78,home,0
SES00008990,U001170,D0001390,CH03,2025-04-01 16:03:23,2025-04-01 16:06:58,215,home,0
SES00008991,U000939,D0006579,CH07,2026-07-16 04:07:01,2026-07-16 04:12:11,310,home,1
SES00008992,U002302,D0002886,CH02,2025-05-05 08:06:59,2025-05-05 08:10:02,183,search,1
SES00008993,U004044,D0002833,CH08,2026-02-08 00:22:54,2026-02-08 00:24:17,83,campaign,0
SES00008994,U000333,D0001196,CH03,2025-03-25 06:35:14,2025-03-25 06:36:54,100,campaign,0
SES00008995,,D0001033,CH10,2025-04-22 13:06:04,2025-04-22 13:07:54,110,home,0
SES00008996,U001670,D0003667,CH03,2025-12-14 19:12:57,2025-12-14 19:18:42,345,search,0
SES00008997,U001169,D0002899,CH01,2025-05-29 01:15:16,2025-05-29 01:16:22,66,search,0
SES00008998,U001462,D0001614,CH10,2025-03-09 05:13:24,2025-03-09 05:16:08,164,search,0
SES00008999,U003769,D0004183,CH03,2025-12-22 07:37:41,2025-12-22 07:40:44,183,home,0
SES00009000,U000022,D0000973,CH03,2025-02-01 09:38:16,2025-02-01 09:42:07,231,search,0
SES00009001,U000388,D0001377,CH03,2026-03-19 09:46:02,2026-03-19 09:48:40,158,search,0
SES00009002,U003448,D0003626,CH04,2026-03-14 08:02:56,2026-03-14 08:05:21,145,product,0
SES00009003,U001539,D0005859,CH01,2025-07-10 06:54:37,2025-07-10 06:59:26,289,product,0
SES00009004,U001549,D0003348,CH08,2025-02-07 17:56:32,2025-02-07 18:04:03,451,home,0
SES00009005,U001678,D0002184,CH05,2026-06-27 19:42:47,2026-06-27 19:46:43,236,home,0
SES00009006,U004904,D0002568,CH05,2025-09-27 12:55:45,2025-09-27 12:57:57,132,campaign,1
SES00009007,U004407,D0000947,CH05,2026-01-04 15:20:43,2026-01-04 15:24:55,252,home,0
SES00009008,,D0001581,CH09,2025-05-14 04:52:55,2025-05-14 04:56:08,193,product,0
SES00009009,U004807,D0000435,CH03,2025-07-31 17:31:53,2025-07-31 17:33:17,84,home,0
SES00009010,U003735,D0001664,CH01,2026-06-27 04:04:33,2026-06-27 04:08:56,263,product,0
SES00009011,,D0000938,CH02,2026-06-03 15:41:35,2026-06-03 15:42:07,32,live,0
SES00009012,U000208,D0004251,CH01,2025-07-22 12:01:55,2025-07-22 12:08:00,365,home,1
SES00009013,U000555,D0006452,CH08,2026-03-07 20:51:32,2026-03-07 21:00:22,530,campaign,0
SES00009014,U003850,D0000130,CH01,2026-07-25 01:15:26,2026-07-25 01:15:47,21,live,0
SES00009015,U004011,D0002600,CH01,2025-09-21 15:47:59,2025-09-21 15:50:04,125,home,0
SES00009016,U001447,D0003375,CH01,2025-12-04 01:31:18,2025-12-04 01:34:41,203,campaign,1
SES00009017,,D0002332,CH03,2025-07-12 01:14:55,2025-07-12 01:15:29,34,search,0
SES00009018,,D0001229,CH04,2025-08-21 06:39:09,2025-08-21 06:41:06,117,live,0
SES00009019,,D0004086,CH03,2025-01-07 15:32:22,2025-01-07 15:39:13,411,campaign,0
SES00009020,U003476,D0003027,CH07,2025-10-05 01:47:42,2025-10-05 01:49:11,89,search,0
SES00009021,U001524,D0005063,CH11,2026-01-11 19:55:04,2026-01-11 19:56:44,100,campaign,0
SES00009022,U001719,D0003539,CH02,2025-08-18 13:33:40,2025-08-18 13:38:34,294,home,0
SES00009023,U003435,D0004616,CH01,2025-04-15 21:26:04,2025-04-15 21:28:19,135,home,0
SES00009024,U002934,D0001407,CH05,2026-06-29 20:07:08,2026-06-29 20:17:16,608,home,0
SES00009025,U004566,D0003247,CH01,2025-12-08 04:31:22,2025-12-08 04:37:37,375,home,0
SES00009026,U002403,D0000152,CH11,2026-07-05 15:51:53,2026-07-05 15:53:20,87,product,0
SES00009027,U000388,D0005846,CH05,2025-11-02 21:47:45,2025-11-02 21:51:26,221,product,0
SES00009028,U000758,D0002310,CH04,2026-08-10 10:28:31,2026-08-10 10:29:42,71,home,0
SES00009029,U000572,D0005425,CH09,2025-03-23 00:42:23,2025-03-23 00:46:53,270,search,1
SES00009030,U003086,D0000568,CH12,2026-07-25 18:44:21,2026-07-25 18:45:32,71,home,0
SES00009031,U002292,D0001870,CH09,2026-03-15 07:57:22,2026-03-15 07:59:24,122,home,1
SES00009032,U000232,D0003356,CH03,2025-02-16 07:18:35,2025-02-16 07:21:15,160,search,0
SES00009033,U002652,D0003141,CH03,2025-06-22 09:43:49,2025-06-22 09:44:47,58,campaign,0
SES00009034,U003896,D0000806,CH02,2025-09-21 16:44:14,2025-09-21 16:56:42,748,live,1
SES00009035,,D0003428,CH10,2026-02-07 09:58:00,2026-02-07 09:59:51,111,product,0
SES00009036,U003627,D0004073,CH09,2025-12-13 23:42:43,2025-12-13 23:46:30,227,home,1
SES00009037,U002458,D0000558,CH05,2025-10-19 20:08:33,2025-10-19 20:09:26,53,search,0
SES00009038,U001631,D0006534,CH01,2025-01-02 10:55:46,2025-01-02 10:57:57,131,home,0
SES00009039,U004226,D0002876,CH09,2026-04-01 14:25:29,2026-04-01 14:26:42,73,home,0
SES00009040,U002832,D0002662,CH10,2025-03-13 15:23:06,2025-03-13 15:24:22,76,product,0
SES00009041,U000015,D0001126,CH08,2026-02-19 12:37:58,2026-02-19 12:39:35,97,search,0
SES00009042,U003834,D0005788,CH08,2025-04-08 17:21:56,2025-04-08 17:24:44,168,live,0
SES00009043,U003071,D0004969,CH01,2026-06-24 00:03:44,2026-06-24 00:06:09,145,campaign,0
SES00009044,U001015,D0002226,CH04,2025-06-20 12:39:53,2025-06-20 12:41:02,69,search,0
SES00009045,U001241,D0004664,CH07,2026-03-24 23:56:53,2026-03-25 00:00:10,197,product,0
SES00009046,U004722,D0002145,CH06,2026-05-10 23:45:54,2026-05-10 23:46:33,39,home,0
SES00009047,U000892,D0002123,CH02,2025-07-28 06:41:02,2025-07-28 06:41:32,30,home,0
SES00009048,U002778,D0002415,CH07,2026-02-21 11:50:48,2026-02-21 11:53:25,157,campaign,0
SES00009049,U002072,D0000088,CH07,2026-04-15 21:49:15,2026-04-15 21:50:48,93,search,0
SES00009050,U003611,D0001514,CH01,2025-09-08 18:24:50,2025-09-08 18:29:52,302,search,0
SES00009051,U001009,D0005866,CH05,2025-12-03 13:30:02,2025-12-03 13:37:52,470,product,0
SES00009052,U000754,D0000141,CH06,2026-01-21 00:20:31,2026-01-21 00:25:07,276,home,0
SES00009053,U004672,D0003795,CH04,2025-05-01 05:29:25,2025-05-01 05:32:08,163,home,1
SES00009054,U003752,D0002230,CH01,2025-03-11 10:25:42,2025-03-11 10:28:29,167,home,0
SES00009055,U000009,D0002460,CH06,2026-05-19 03:23:43,2026-05-19 03:24:43,60,product,0
SES00009056,U000550,D0002486,CH04,2025-06-26 04:37:43,2025-06-26 05:12:48,2105,product,0
SES00009057,U004611,D0005888,CH03,2026-02-06 01:06:34,2026-02-06 01:08:51,137,home,1
SES00009058,U001416,D0004419,CH01,2025-12-04 09:22:46,2025-12-04 09:26:57,251,product,0
SES00009059,U000451,D0005827,CH09,2025-08-07 02:34:22,2025-08-07 02:40:14,352,product,0
SES00009060,U001049,D0002929,CH09,2026-01-01 14:21:19,2026-01-01 14:22:22,63,home,0
SES00009061,,D0002048,CH01,2026-06-06 11:32:54,2026-06-06 11:33:37,43,home,0
SES00009062,,D0002668,CH09,2026-06-06 10:30:44,2026-06-06 10:31:25,41,campaign,0
SES00009063,U000604,D0006914,CH01,2025-07-18 01:39:44,2025-07-18 01:46:05,381,home,1
SES00009064,U004588,D0006395,CH10,2025-02-25 05:53:24,2025-02-25 05:57:17,233,product,0
SES00009065,U001500,D0004529,CH06,2025-03-27 10:55:13,2025-03-27 11:06:30,677,product,0
SES00009066,U000768,D0006497,CH02,2025-08-26 23:33:55,2025-08-26 23:49:07,912,home,0
SES00009067,U004056,D0002794,CH10,2025-07-25 09:39:14,2025-07-25 09:40:43,89,search,0
SES00009068,U001836,D0006316,CH03,2025-08-07 21:27:05,2025-08-07 21:29:53,168,home,0
SES00009069,U004646,D0005267,CH01,2025-08-20 17:44:56,2025-08-20 17:46:44,108,home,0
SES00009070,U000444,D0003773,CH08,2026-07-26 01:53:59,2026-07-26 01:55:06,67,live,0
SES00009071,U002235,D0006358,CH03,2025-06-16 19:52:06,2025-06-16 19:54:47,161,home,0
SES00009072,U002183,D0000678,CH05,2025-08-25 20:33:31,2025-08-25 20:36:22,171,product,1
SES00009073,,D0005287,CH10,2026-02-27 20:56:19,2026-02-27 20:57:54,95,search,0
SES00009074,U003002,D0006152,CH06,2026-02-03 03:36:06,2026-02-03 03:40:40,274,home,0
SES00009075,U000248,D0005133,CH08,2025-12-05 02:08:59,2025-12-05 02:10:42,103,product,1
SES00009076,U001219,D0000776,CH03,2025-02-23 06:00:44,2025-02-23 06:10:33,589,product,0
SES00009077,U004912,D0006673,CH04,2026-06-21 18:11:53,2026-06-21 18:13:00,67,search,1
SES00009078,U001056,D0001249,CH03,2026-05-13 02:59:43,2026-05-13 03:02:24,161,home,0
SES00009079,U002256,D0004166,CH02,2025-06-18 06:07:02,2025-06-18 06:09:29,147,product,0
SES00009080,U004354,D0001576,CH01,2025-02-09 04:21:38,2025-02-09 04:23:09,91,home,0
SES00009081,U002361,D0006125,CH07,2025-01-27 03:16:01,2025-01-27 03:17:35,94,product,0
SES00009082,U003136,D0001598,CH02,2025-02-12 00:17:09,2025-02-12 00:22:08,299,search,1
SES00009083,U003397,D0000029,CH09,2026-02-01 22:56:48,2026-02-01 22:57:24,36,product,0
SES00009084,U002140,D0002329,CH12,2026-08-07 00:08:00,2026-08-07 00:12:01,241,search,0
SES00009085,U004668,D0001697,CH03,2025-12-02 03:03:33,2025-12-02 03:06:53,200,campaign,0
SES00009086,,D0006221,CH07,2025-09-28 02:51:19,2025-09-28 02:56:01,282,product,0
SES00009087,U000256,D0002822,CH02,2025-03-26 01:47:50,2025-03-26 01:50:54,184,home,0
SES00009088,U002587,D0001557,CH02,2026-03-17 10:03:23,2026-03-17 10:05:45,142,home,0
SES00009089,U002758,D0003310,CH01,2025-04-12 16:27:56,2025-04-12 16:30:02,126,home,1
SES00009090,,D0006365,CH02,2025-06-16 23:28:14,2025-06-16 23:29:48,94,home,0
SES00009091,U003255,D0006610,CH09,2026-01-08 15:03:49,2026-01-08 15:05:12,83,campaign,0
SES00009092,U000444,D0002388,CH04,2025-03-24 19:57:11,2025-03-24 20:00:13,182,home,0
SES00009093,U000502,D0001229,CH02,2025-03-29 00:53:15,2025-03-29 00:53:40,25,search,1
SES00009094,U000932,D0004764,CH07,2025-02-18 13:36:38,2025-02-18 13:37:45,67,product,0
SES00009095,U000559,D0005135,CH10,2026-03-01 22:38:35,2026-03-01 22:47:24,529,home,0
SES00009096,U000900,D0005387,CH05,2026-07-04 07:31:03,2026-07-04 07:32:45,102,home,0
SES00009097,U003856,D0003016,CH04,2026-01-19 20:38:30,2026-01-19 20:39:24,54,home,0
SES00009098,,D0005745,CH09,2025-04-17 13:17:35,2025-04-17 13:20:07,152,search,0
SES00009099,U001260,D0005566,CH09,2025-02-04 09:09:08,2025-02-04 09:10:22,74,campaign,0
SES00009100,U001042,D0003352,CH05,2025-06-01 11:15:53,2025-06-01 11:25:30,577,home,0
SES00009101,U002106,D0001160,CH03,2026-03-21 00:45:07,2026-03-21 00:47:19,132,home,0
SES00009102,U002894,D0001493,CH08,2025-10-27 06:09:07,2025-10-27 06:14:32,325,home,0
SES00009103,U001553,D0000404,CH05,2025-10-18 22:22:41,2025-10-18 22:25:18,157,campaign,0
SES00009104,U003660,D0002548,CH10,2025-02-01 07:18:29,2025-02-01 07:20:37,128,search,0
SES00009105,U001791,D0001283,CH02,2025-06-07 19:42:36,2025-06-07 19:44:53,137,home,0
SES00009106,U003368,D0004597,CH08,2025-05-24 05:26:11,2025-05-24 05:30:01,230,product,0
SES00009107,U000035,D0002567,CH08,2026-06-12 03:18:55,2026-06-12 03:21:15,140,home,0
SES00009108,U003571,D0001989,CH05,2026-04-04 07:24:04,2026-04-04 07:26:53,169,product,1
SES00009109,U001396,D0001374,CH02,2026-01-27 02:27:21,2026-01-27 02:29:24,123,home,0
SES00009110,U003267,D0003800,CH01,2025-04-07 01:17:54,2025-04-07 01:20:32,158,product,1
SES00009111,,D0003932,CH01,2026-01-29 20:35:50,2026-01-29 20:36:39,49,home,0
SES00009112,,D0003074,CH03,2025-02-13 23:58:52,2025-02-13 23:59:52,60,campaign,0
SES00009113,U004147,D0001439,CH08,2025-11-28 02:32:58,2025-11-28 02:34:55,117,product,0
SES00009114,U002093,D0001953,CH01,2025-01-05 07:33:10,2025-01-05 07:35:24,134,home,0
SES00009115,U001313,D0004291,CH05,2025-12-23 01:29:34,2025-12-23 01:32:47,193,product,0
SES00009116,U004198,D0006004,CH01,2025-12-16 12:53:34,2025-12-16 12:54:39,65,campaign,0
SES00009117,,D0004952,CH06,2026-08-03 07:39:22,2026-08-03 07:45:28,366,home,0
SES00009118,,D0005370,CH03,2025-01-08 15:10:32,2025-01-08 15:15:42,310,home,1
SES00009119,U002041,D0000375,CH08,2025-07-08 06:25:11,2025-07-08 06:27:40,149,campaign,0
SES00009120,U003422,D0001181,CH11,2026-08-17 14:59:15,2026-08-17 15:02:57,222,product,0
SES00009121,U000971,D0002269,CH02,2026-03-11 15:12:08,2026-03-11 15:16:14,246,home,1
SES00009122,U001441,D0003597,CH06,2025-01-16 01:03:36,2025-01-16 01:05:09,93,campaign,0
SES00009123,U003450,D0003673,CH07,2025-05-30 04:47:07,2025-05-30 04:48:12,65,search,0
SES00009124,U001289,D0003795,CH02,2026-06-22 02:49:41,2026-06-22 02:53:48,247,home,0
SES00009125,U000362,D0004494,CH09,2026-07-03 11:28:12,2026-07-03 11:32:20,248,home,0
SES00009126,U004265,D0002197,CH11,2026-07-08 04:19:25,2026-07-08 04:22:12,167,home,0
SES00009127,U003977,D0003868,CH09,2026-05-18 19:24:00,2026-05-18 19:25:20,80,campaign,0
SES00009128,U001919,D0001000,CH02,2026-04-07 19:15:54,2026-04-07 19:21:22,328,live,0
SES00009129,U003677,D0004366,CH01,2026-05-03 21:42:31,2026-05-03 21:47:41,310,home,0
SES00009130,U000691,D0005066,CH11,2025-06-15 18:36:13,2025-06-15 18:37:58,105,search,0
SES00009131,U000407,D0000454,CH01,2025-09-12 10:02:04,2025-09-12 10:05:21,197,search,0
SES00009132,U000550,D0001196,CH08,2025-11-22 12:04:38,2025-11-22 12:06:15,97,product,0
SES00009133,U001901,D0001073,CH09,2026-05-17 11:47:45,2026-05-17 11:57:39,594,product,0
SES00009134,U001727,D0003023,CH06,2026-07-02 11:50:50,2026-07-02 11:52:57,127,product,0
SES00009135,U001606,D0005003,CH04,2025-04-02 01:03:06,2025-04-02 01:06:06,180,home,0
SES00009136,U002914,D0000164,CH04,2026-01-20 08:29:50,2026-01-20 08:30:38,48,product,0
SES00009137,U001058,D0000873,CH05,2025-09-24 17:05:36,2025-09-24 17:16:48,672,product,1
SES00009138,U001447,D0000096,CH08,2025-06-11 15:26:26,2025-06-11 15:27:13,47,home,0
SES00009139,U001689,D0006837,CH01,2026-05-17 13:58:14,2026-05-17 14:01:22,188,product,0
SES00009140,U004789,D0003739,CH01,2026-06-16 14:25:08,2026-06-16 14:25:59,51,home,0
SES00009141,U001741,D0001365,CH01,2025-09-25 12:32:10,2025-09-25 12:34:19,129,search,0
SES00009142,U000674,D0001383,CH10,2025-09-01 23:37:00,2025-09-01 23:39:42,162,product,1
SES00009143,U002577,D0004535,CH03,2025-12-29 17:15:27,2025-12-29 17:17:00,93,home,0
SES00009144,U004367,D0005819,CH09,2026-04-11 22:07:29,2026-04-11 22:09:40,131,home,0
SES00009145,U003171,D0003653,CH02,2026-08-17 18:17:09,2026-08-17 18:18:09,60,home,0
SES00009146,U004625,D0001622,CH08,2025-10-26 04:24:59,2025-10-26 04:27:38,159,search,0
SES00009147,U003660,D0000229,CH08,2026-02-02 01:07:57,2026-02-02 01:10:33,156,home,0
SES00009148,U001593,D0006090,CH04,2025-04-03 08:16:06,2025-04-03 08:21:35,329,home,0
SES00009149,U003787,D0001318,CH04,2026-04-19 07:13:39,2026-04-19 07:15:32,113,product,0
SES00009150,U003501,D0004814,CH09,2025-11-07 14:53:50,2025-11-07 14:57:02,192,home,0
SES00009151,U003912,D0005268,CH10,2026-07-21 06:29:39,2026-07-21 06:32:21,162,home,0
SES00009152,U000878,D0000175,CH02,2025-04-19 10:22:42,2025-04-19 10:23:36,54,product,0
SES00009153,U000464,D0003225,CH08,2025-06-13 19:09:07,2025-06-13 19:16:02,415,home,0
SES00009154,U003186,D0002504,CH06,2025-02-18 13:55:48,2025-02-18 13:57:42,114,search,1
SES00009155,U003975,D0001821,CH08,2025-07-31 07:54:29,2025-07-31 07:57:45,196,campaign,0
SES00009156,U001721,D0006586,CH01,2026-06-26 18:12:57,2026-06-26 18:15:23,146,product,1
SES00009157,U001085,D0001407,CH07,2025-07-02 06:33:49,2025-07-02 06:36:02,133,search,0
SES00009158,,D0003379,CH01,2025-06-18 05:01:50,2025-06-18 05:04:13,143,search,1
SES00009159,U002059,D0006064,CH06,2025-08-28 11:19:30,2025-08-28 11:21:00,90,search,0
SES00009160,U004582,D0002126,CH03,2025-11-10 14:31:23,2025-11-10 14:38:09,406,home,0
SES00009161,U002430,D0001369,CH02,2026-07-21 17:50:01,2026-07-21 17:59:00,539,search,0
SES00009162,U000588,D0004107,CH06,2025-11-09 21:05:53,2025-11-09 21:07:25,92,product,0
SES00009163,U004308,D0002709,CH01,2025-01-26 18:54:28,2025-01-26 18:55:42,74,search,0
SES00009164,U003127,D0003440,CH07,2026-01-05 02:51:08,2026-01-05 02:51:54,46,search,0
SES00009165,U001903,D0002511,CH03,2025-05-21 20:25:31,2025-05-21 20:29:47,256,campaign,0
SES00009166,U004698,D0000458,CH03,2026-06-23 07:14:04,2026-06-23 07:16:01,117,campaign,1
SES00009167,U002024,D0002367,CH01,2025-04-15 14:47:01,2025-04-15 14:48:30,89,campaign,0
SES00009168,U001110,D0006932,CH02,2025-07-02 15:02:08,2025-07-02 15:02:45,37,product,1
SES00009169,U000878,D0006350,CH05,2026-01-31 13:54:15,2026-01-31 13:56:59,164,campaign,0
SES00009170,U002813,D0002700,CH10,2026-06-17 16:18:09,2026-06-17 16:19:48,99,search,0
SES00009171,U001038,D0002787,CH03,2025-05-05 17:48:02,2025-05-05 17:51:07,185,search,0
SES00009172,U001150,D0002059,CH06,2025-10-09 18:48:34,2025-10-09 18:50:35,121,home,0
SES00009173,U001357,D0002658,CH03,2025-05-19 01:50:48,2025-05-19 01:53:49,181,home,0
SES00009174,U004218,D0004542,CH02,2025-04-26 19:55:21,2025-04-26 19:56:17,56,product,0
SES00009175,U002280,D0002106,CH10,2025-03-18 07:28:54,2025-03-18 07:32:20,206,product,0
SES00009176,U004010,D0001468,CH03,2025-10-21 21:24:37,2025-10-21 21:26:03,86,campaign,0
SES00009177,U002554,D0002707,CH01,2025-10-07 16:31:49,2025-10-07 16:33:59,130,home,0
SES00009178,U002204,D0000808,CH03,2025-11-08 20:37:23,2025-11-08 20:39:38,135,product,0
SES00009179,U000926,D0006690,CH06,2026-08-10 13:06:53,2026-08-10 13:07:30,37,product,1
SES00009180,U003674,D0004546,CH03,2025-09-24 09:07:06,2025-09-24 09:08:24,78,search,0
SES00009181,U000061,D0005884,CH05,2025-07-16 02:22:13,2025-07-16 02:25:13,180,product,1
SES00009182,U004868,D0002144,CH01,2026-03-26 01:59:12,2026-03-26 02:01:24,132,search,0
SES00009183,U002364,D0003852,CH02,2025-06-23 17:45:34,2025-06-23 17:50:24,290,product,0
SES00009184,U000456,D0004184,CH06,2025-07-17 03:30:36,2025-07-17 03:31:57,81,campaign,0
SES00009185,,D0003770,CH01,2025-05-22 15:17:02,2025-05-22 15:17:20,18,home,0
SES00009186,U002658,D0004625,CH11,2025-10-06 06:20:16,2025-10-06 06:22:21,125,home,0
SES00009187,U004067,D0001998,CH02,2025-01-29 08:34:34,2025-01-29 08:34:59,25,product,0
SES00009188,U003689,D0000582,CH04,2025-12-10 15:46:09,2025-12-10 15:50:46,277,campaign,0
SES00009189,U002442,D0002779,CH02,2025-05-01 21:51:51,2025-05-01 21:52:53,62,search,1
SES00009190,U003741,D0001906,CH04,2025-04-30 19:10:07,2025-04-30 19:15:50,343,campaign,0
SES00009191,U002737,D0002192,CH01,2025-11-23 06:54:41,2025-11-23 06:57:18,157,product,0
SES00009192,U002742,D0004254,CH04,2025-04-20 22:28:06,2025-04-20 22:29:50,104,home,0
SES00009193,,D0002311,CH09,2026-05-19 00:10:12,2026-05-19 00:10:50,38,product,0
SES00009194,U001046,D0003786,CH01,2025-11-20 23:53:03,2025-11-20 23:54:52,109,home,0
SES00009195,U003849,D0006353,CH04,2025-03-25 16:26:31,2025-03-25 16:28:29,118,product,1
SES00009196,U003344,D0004138,CH01,2025-10-11 17:06:32,2025-10-11 17:14:19,467,home,1
SES00009197,U004194,D0000414,CH02,2025-02-22 06:22:25,2025-02-22 06:25:20,175,product,0
SES00009198,U002504,D0003121,CH09,2026-07-30 00:42:09,2026-07-30 00:43:24,75,product,0
SES00009199,U000062,D0005132,CH02,2025-01-28 15:30:58,2025-01-28 15:31:42,44,live,0
SES00009200,U000010,D0004364,CH03,2025-02-27 21:51:20,2025-02-27 21:54:02,162,search,1
SES00009201,U002909,D0003973,CH06,2025-05-31 17:05:38,2025-05-31 17:07:28,110,home,0
SES00009202,U003614,D0000460,CH05,2025-10-20 23:06:12,2025-10-20 23:08:03,111,home,0
SES00009203,U003912,D0006674,CH09,2026-04-16 12:00:03,2026-04-16 12:05:11,308,product,0
SES00009204,U002354,D0005956,CH04,2025-04-30 00:18:54,2025-04-30 00:20:27,93,campaign,0
SES00009205,U004399,D0003044,CH01,2025-03-16 07:29:40,2025-03-16 07:33:07,207,home,0
SES00009206,U003152,D0000332,CH09,2025-11-18 15:02:41,2025-11-18 15:04:39,118,home,0
SES00009207,U004769,D0001729,CH02,2025-07-31 08:47:17,2025-07-31 08:53:28,371,home,0
SES00009208,U001310,D0005225,CH01,2026-04-03 16:15:49,2026-04-03 16:17:56,127,search,0
SES00009209,U001796,D0003129,CH09,2025-04-06 19:23:38,2025-04-06 19:33:12,574,search,0
SES00009210,U004062,D0005270,CH01,2025-10-31 05:07:30,2025-10-31 05:08:39,69,home,0
SES00009211,U000927,D0006508,CH01,2025-04-19 15:41:34,2025-04-19 15:42:09,35,search,0
SES00009212,U001922,D0003510,CH05,2025-05-19 23:34:03,2025-05-19 23:36:30,147,home,0
SES00009213,U001205,D0003925,CH05,2026-07-28 03:33:34,2026-07-28 03:34:44,70,home,0
SES00009214,U002459,D0004518,CH04,2025-04-23 09:05:59,2025-04-23 09:07:00,61,home,0
SES00009215,U000615,D0003527,CH05,2026-03-27 14:25:19,2026-03-27 14:26:13,54,home,0
SES00009216,U000738,D0006950,CH03,2025-01-06 01:11:33,2025-01-06 01:12:07,34,home,0
SES00009217,U002032,D0006993,CH01,2026-08-03 19:40:58,2026-08-03 19:45:42,284,search,0
SES00009218,,D0002923,CH03,2026-02-07 15:07:42,2026-02-07 15:21:27,825,home,0
SES00009219,U003362,D0002965,CH01,2026-06-21 01:09:51,2026-06-21 01:11:27,96,product,0
SES00009220,U004518,D0005221,CH05,2025-01-03 12:24:20,2025-01-03 12:25:43,83,product,1
SES00009221,U001773,D0003185,CH03,2025-08-16 18:29:49,2025-08-16 18:34:03,254,home,1
SES00009222,,D0000850,CH07,2025-03-05 15:27:27,2025-03-05 15:29:35,128,live,0
SES00009223,U003599,D0004173,CH09,2025-03-25 14:11:22,2025-03-25 14:14:49,207,home,0
SES00009224,U004469,D0002113,CH06,2025-06-18 10:46:57,2025-06-18 10:48:42,105,product,0
SES00009225,U000669,D0003801,CH02,2025-05-01 02:11:49,2025-05-01 02:15:39,230,home,0
SES00009226,,D0000067,CH08,2026-04-20 11:19:53,2026-04-20 11:26:05,372,home,1
SES00009227,U000275,D0002963,CH07,2025-03-24 00:02:36,2025-03-24 00:03:58,82,home,0
SES00009228,U002241,D0003358,CH02,2025-12-21 14:09:20,2025-12-21 14:11:16,116,product,0
SES00009229,U002071,D0003821,CH01,2025-12-06 10:56:02,2025-12-06 11:00:51,289,product,1
SES00009230,U000333,D0005698,CH12,2025-03-19 20:02:07,2025-03-19 20:06:35,268,campaign,0
SES00009231,U000095,D0003887,CH01,2026-05-22 18:01:54,2026-05-22 18:03:17,83,home,0
SES00009232,U004141,D0003705,CH01,2025-04-18 22:52:56,2025-04-18 22:57:49,293,home,1
SES00009233,U004794,D0003655,CH01,2026-08-16 11:52:07,2026-08-16 11:52:30,23,product,0
SES00009234,U002852,D0001582,CH03,2025-06-19 19:50:51,2025-06-19 19:53:24,153,search,0
SES00009235,U004806,D0006531,CH01,2025-12-14 08:41:32,2025-12-14 08:42:31,59,product,0
SES00009236,U004514,D0004263,CH04,2026-04-13 16:41:01,2026-04-13 16:42:56,115,home,0
SES00009237,U004938,D0002376,CH01,2026-01-03 13:58:20,2026-01-03 14:02:59,279,home,0
SES00009238,U003789,D0003536,CH04,2025-04-15 09:35:09,2025-04-15 09:38:10,181,home,1
SES00009239,U001284,D0001467,CH03,2026-08-18 01:19:35,2026-08-18 01:20:54,79,search,0
SES00009240,U004371,D0006369,CH06,2025-11-16 08:53:57,2025-11-16 08:55:31,94,home,0
SES00009241,U000676,D0003443,CH01,2025-02-02 06:01:39,2025-02-02 06:08:14,395,home,0
SES00009242,U002434,D0004387,CH01,2025-01-10 04:45:28,2025-01-10 04:49:03,215,live,0
SES00009243,U002572,D0006326,CH09,2026-03-09 06:37:51,2026-03-09 06:39:55,124,home,0
SES00009244,U002464,D0002003,CH04,2025-07-16 21:49:32,2025-07-16 21:50:12,40,home,0
SES00009245,U002609,D0000696,CH08,2025-01-21 22:55:34,2025-01-21 22:56:33,59,product,1
SES00009246,U002420,D0005340,CH05,2025-04-13 06:08:06,2025-04-13 06:10:22,136,home,1
SES00009247,U001822,D0001037,CH02,2025-02-11 10:43:05,2025-02-11 10:56:03,778,search,0
SES00009248,U002660,D0002568,CH08,2025-12-17 07:22:02,2025-12-17 07:26:47,285,search,0
SES00009249,U000315,D0004758,CH06,2026-04-25 05:53:57,2026-04-25 05:55:07,70,live,0
SES00009250,U002406,D0003192,CH02,2025-08-17 21:38:02,2025-08-17 21:39:26,84,home,0
SES00009251,,D0002313,CH12,2026-01-01 19:46:24,2026-01-01 19:47:25,61,product,1
SES00009252,,D0001177,CH05,2025-06-07 04:00:30,2025-06-07 04:01:34,64,home,0
SES00009253,U000202,D0004096,CH05,2026-05-19 11:37:59,2026-05-19 11:39:31,92,campaign,0
SES00009254,U000230,D0001207,CH01,2025-09-14 09:39:59,2025-09-14 09:42:01,122,product,0
