metric_id,stat_date,product_id,store_id,impressions,page_views,unique_visitors,buyers,paid_orders,gmv,refund_orders,favorite_additions
DPM000014932,2026-03-02,P000140,S0060,8180,1100,776,11,11,32067.33,0,5
DPM000014933,2026-05-13,P000234,S0074,11125,2129,1672,23,21,65592.59,0,40
DPM000014934,2025-11-02,P000510,S0030,16498,3409,2907,337,395,928268.99,3,155
DPM000014935,2025-12-02,P000835,S0035,1283,70,48,5,5,6132.67,1,3
DPM000014936,2026-03-19,P000448,S0048,2331,558,345,36,30,12326.68,0,37
DPM000014937,2026-03-10,P000264,S0024,412,28,15,1,0,0.0,0,1
DPM000014938,2026-05-03,P001260,S0060,3050,904,764,40,42,77650.42,0,75
DPM000014939,2025-11-15,P000372,S0052,16125,1136,705,82,75,108007.76,7,12
DPM000014940,2026-08-02,P000500,S0020,22594,6708,5467,412,348,1032521.48,1,136
DPM000014941,2025-09-30,P000723,S0003,5007,1496,1275,110,120,186473.81,11,120
DPM000014942,2025-11-28,P001408,S0048,12883,1287,859,100,105,287021.0,12,47
DPM000014943,2025-12-02,P000716,S0076,968,152,106,7,8,8413.84,0,9
DPM000014944,2026-03-26,P001250,S0050,14263,1193,909,7,7,16823.22,1,20
DPM000014945,2026-04-29,P000513,S0033,4052,407,228,14,11,25750.48,0,26
DPM000014946,2026-04-16,P000768,S0048,23910,6197,5170,278,298,308207.78,9,404
DPM000014947,2025-09-23,P000872,S0072,17240,5273,3283,82,70,186924.41,1,397
DPM000014948,2025-09-25,P001287,S0007,10453,1876,1640,134,134,36245.46,13,24
DPM000014949,2025-12-07,P001023,S0063,18424,4207,2975,279,308,151174.6,32,108
DPM000014950,2025-11-03,P001418,S0058,24306,4901,2725,235,244,267598.98,29,137
DPM000014951,2025-11-30,P000539,S0059,413,44,36,2,2,4901.55,0,3
DPM000014952,2026-01-02,P000319,S0079,7575,1067,693,40,44,84363.7,3,80
DPM000014953,2025-09-24,P000138,S0058,137,43,25,2,2,3624.07,0,0
DPM000014954,2026-03-02,P001139,S0019,5100,632,408,11,12,27609.41,0,1
DPM000014955,2025-12-21,P001442,S0002,5996,1448,797,71,82,117842.27,2,55
DPM000014956,2026-05-17,P000895,S0015,15022,2393,1559,164,163,37950.36,11,101
DPM000014957,2026-01-21,P001022,S0062,13439,664,472,36,37,43582.5,3,33
DPM000014958,2026-05-18,P001104,S0064,858,69,60,5,5,5948.71,1,1
DPM000014959,2026-01-27,P000346,S0026,291,85,54,1,1,2479.18,0,3
DPM000014960,2025-09-04,P001361,S0001,8913,1506,855,42,45,145682.77,3,68
DPM000014961,2026-03-09,P000703,S0063,19363,1960,1181,120,112,510940.93,5,5
DPM000014962,2025-12-06,P001415,S0055,3604,473,389,5,4,6024.21,0,0
DPM000014963,2026-06-11,P000072,S0072,19033,2021,1794,89,106,315816.08,5,152
DPM000014964,2026-06-05,P001159,S0039,19619,4962,3161,71,69,156425.89,1,156
DPM000014965,2025-09-01,P000560,S0080,3099,605,405,39,39,94544.37,4,38
DPM000014966,2025-10-10,P000501,S0021,11567,415,330,12,11,13954.99,0,6
DPM000014967,2026-06-11,P001219,S0019,5941,1625,1311,76,63,75720.58,2,12
DPM000014968,2025-10-10,P000028,S0028,18095,4966,3507,336,337,965630.87,39,13
DPM000014969,2026-02-05,P000349,S0029,15452,1734,1419,104,107,86317.44,12,104
DPM000014970,2025-10-04,P000110,S0030,7473,1295,939,44,51,73053.25,4,14
DPM000014971,2026-06-23,P000327,S0007,16110,5512,4954,554,523,896386.9,55,404
DPM000014972,2026-01-10,P000306,S0066,17477,4868,3319,347,287,970176.94,28,230
DPM000014973,2025-09-21,P000955,S0075,5703,1807,1409,67,73,47915.16,6,140
DPM000014974,2026-01-08,P000431,S0031,12462,3031,2624,19,19,23096.59,2,152
DPM000014975,2026-02-18,P001395,S0035,12458,4215,2416,285,296,988414.77,32,252
DPM000014976,2026-07-11,P000689,S0049,11219,1529,853,88,78,206090.99,8,62
DPM000014977,2026-01-26,P000791,S0071,11320,3474,2121,201,217,510725.0,19,196
DPM000014978,2026-02-09,P000319,S0079,12029,2444,1701,83,80,186504.86,8,16
DPM000014979,2025-10-02,P001072,S0032,8858,535,471,26,27,11012.43,1,32
DPM000014980,2025-11-22,P001109,S0069,2074,607,384,6,6,1297.56,1,37
DPM000014981,2026-07-30,P001219,S0019,6182,1258,991,13,13,19917.9,1,78
DPM000014982,2026-03-04,P001184,S0064,5594,362,217,17,19,47100.03,2,1
DPM000014983,2026-03-07,P000727,S0007,2714,606,538,51,54,42580.7,5,17
DPM000014984,2026-02-24,P000524,S0044,8395,949,522,42,40,99632.74,1,47
DPM000014985,2025-10-14,P000186,S0026,2827,361,287,27,28,49893.32,2,27
DPM000014986,2026-07-03,P001475,S0035,14226,4480,2971,225,255,1047719.72,18,18
DPM000014987,2026-05-05,P001409,S0049,19963,4789,3072,246,234,384173.19,0,64
DPM000014988,2026-05-02,P000792,S0072,6367,377,306,7,6,948.11,0,21
DPM000014989,2026-04-18,P001262,S0062,5738,475,408,17,15,30308.28,1,0
DPM000014990,2025-11-04,P001051,S0011,6756,286,157,12,12,9171.93,1,17
DPM000014991,2026-02-01,P001457,S0017,21037,5076,3894,114,97,107195.45,10,163
DPM000014992,2025-10-11,P000139,S0059,19353,6453,4854,46,38,88987.62,1,291
DPM000014993,2025-10-25,P000106,S0026,4402,1101,643,47,43,207371.78,4,74
DPM000014994,2026-06-07,P001345,S0065,24201,4639,2677,218,204,368055.91,10,167
DPM000014995,2026-03-19,P001189,S0069,24339,2595,1586,111,130,226569.72,7,173
DPM000014996,2026-07-04,P000176,S0016,8037,1773,1085,5,5,5196.67,1,134
DPM000014997,2025-12-21,P000176,S0016,15047,3347,2151,68,64,79523.61,7,53
DPM000014998,2026-03-15,P000420,S0020,12743,3339,2522,89,88,36956.35,2,66
DPM000014999,2025-11-03,P000052,S0052,612,132,114,2,2,5551.37,0,4
DPM000015000,2026-01-22,P000289,S0049,16385,1624,1200,7,8,21978.67,1,110
DPM000015001,2025-11-04,P001417,S0057,17128,5820,3397,302,277,1158082.76,2,463
DPM000015002,2026-03-08,P000852,S0052,15976,4870,3092,207,233,821343.34,11,74
DPM000015003,2026-05-17,P000186,S0026,17143,1598,1309,70,75,148163.42,1,69
DPM000015004,2026-04-13,P000392,S0072,21996,3192,2558,105,95,234605.08,6,191
DPM000015005,2026-05-21,P000038,S0038,19145,1611,1220,29,26,78115.75,3,133
DPM000015006,2025-09-21,P001184,S0064,19911,1881,1315,28,31,63568.97,3,94
DPM000015007,2026-04-05,P001395,S0035,23185,5117,3474,339,395,1514347.28,23,99
DPM000015008,2025-12-14,P000686,S0046,12663,3463,2413,52,55,121189.16,1,65
DPM000015009,2026-03-26,P000449,S0049,23227,2096,1289,133,111,159107.89,7,132
DPM000015010,2026-03-20,P001121,S0001,15277,808,606,38,44,91066.78,5,49
DPM000015011,2026-02-27,P000491,S0011,16859,4879,2825,324,264,377496.07,10,94
DPM000015012,2026-03-12,P001132,S0012,499,64,35,1,0,0.0,1,2
DPM000015013,2026-03-30,P000997,S0037,8722,1303,844,17,19,30713.63,0,89
DPM000015014,2026-07-26,P000173,S0013,11691,855,657,4,3,9606.94,1,29
DPM000015015,2025-10-22,P000108,S0028,2977,954,538,9,8,20523.69,0,3
DPM000015016,2026-06-25,P001406,S0046,23777,1437,996,33,38,28360.14,3,100
DPM000015017,2025-10-24,P000820,S0020,1570,264,222,23,19,65643.14,0,17
DPM000015018,2025-09-05,P000918,S0038,12622,2859,2180,76,80,190673.4,10,47
DPM000015019,2025-09-02,P000859,S0059,16434,1912,1122,59,67,283801.84,4,142
DPM000015020,2026-01-04,P000453,S0053,3519,313,187,10,11,4702.72,0,20
DPM000015021,2026-06-09,P001387,S0027,23164,5942,5341,314,374,318084.31,22,213
DPM000015022,2026-04-28,P001236,S0036,6792,630,422,44,38,48608.31,2,23
DPM000015023,2025-11-23,P000397,S0077,20360,714,396,45,51,138833.63,3,17
DPM000015024,2025-11-25,P001309,S0029,7025,907,708,33,32,104647.07,4,31
DPM000015025,2026-07-29,P001236,S0036,9100,2187,1428,31,26,51058.87,2,40
DPM000015026,2026-08-11,P000003,S0003,8232,2154,1878,176,141,289902.75,15,136
DPM000015027,2026-01-11,P000517,S0037,21307,4803,2865,332,344,783852.92,2,197
DPM000015028,2025-12-17,P000599,S0039,11883,1065,919,95,85,185341.43,8,24
DPM000015029,2026-02-15,P001029,S0069,9922,3185,2539,176,144,208765.55,6,28
DPM000015030,2025-12-19,P000824,S0024,14015,1156,712,37,29,29460.96,0,19
DPM000015031,2026-03-12,P001346,S0066,2425,109,61,4,3,2639.3,1,1
DPM000015032,2026-04-14,P000538,S0058,23623,6388,4858,188,180,245874.78,16,472
DPM000015033,2026-06-04,P001290,S0010,10366,1812,1238,8,7,16626.56,0,144
DPM000015034,2026-04-24,P000472,S0072,19274,4122,3079,178,187,201948.36,17,69
DPM000015035,2025-10-21,P000642,S0002,18608,999,866,43,37,77105.17,1,53
DPM000015036,2025-10-12,P000296,S0056,16008,5068,4262,159,183,415565.35,2,415
DPM000015037,2025-10-08,P001352,S0072,21869,1406,1145,29,23,5582.52,2,0
DPM000015038,2026-07-25,P001389,S0029,16197,3033,2417,25,25,21529.97,3,204
DPM000015039,2026-03-10,P000052,S0052,23088,7403,4486,408,327,906618.52,10,211
DPM000015040,2026-08-08,P001464,S0024,15585,3459,2058,148,155,227457.99,7,101
DPM000015041,2025-11-15,P000035,S0035,1890,654,557,57,68,143038.36,3,7
DPM000015042,2026-06-13,P000639,S0079,21066,3012,1793,16,18,66603.68,0,64
DPM000015043,2026-02-17,P001414,S0054,10421,324,239,2,2,1522.2,0,3
DPM000015044,2026-04-16,P001158,S0038,3659,780,685,46,50,101533.31,6,22
DPM000015045,2025-11-21,P001467,S0027,16627,1472,846,73,64,165959.47,7,81
DPM000015046,2026-03-03,P000708,S0068,21314,5524,4462,95,91,189352.98,11,28
DPM000015047,2025-11-30,P000638,S0078,6451,639,481,18,15,17284.34,0,51
DPM000015048,2026-02-12,P000218,S0058,18968,1105,709,23,27,59641.84,1,41
DPM000015049,2026-06-30,P001132,S0012,8588,1404,955,47,43,57195.17,2,84
DPM000015050,2026-06-22,P000111,S0031,14847,3695,2701,38,44,27889.95,2,267
DPM000015051,2025-10-09,P000101,S0021,2815,91,52,2,1,2370.21,1,3
DPM000015052,2026-02-06,P000934,S0054,5082,1538,1096,120,103,285530.59,9,69
DPM000015053,2026-02-25,P001031,S0071,19370,5163,4381,62,54,94705.32,5,59
DPM000015054,2026-04-05,P001066,S0026,22890,5111,4460,313,357,113637.77,37,43
DPM000015055,2025-11-27,P000026,S0026,16312,2336,1514,107,93,131425.92,3,19
DPM000015056,2025-12-22,P001190,S0070,21238,6047,5437,167,180,469597.83,12,414
DPM000015057,2025-12-04,P000640,S0080,22973,7852,4948,259,236,386965.02,28,584
DPM000015058,2026-03-26,P001371,S0011,15505,2475,1361,63,73,84048.33,3,116
DPM000015059,2025-12-13,P000517,S0037,6184,968,732,30,32,70888.01,4,73
DPM000015060,2026-04-18,P000088,S0008,361,29,23,0,0,0.0,1,1
DPM000015061,2026-06-16,P000245,S0005,3213,621,496,41,47,38857.44,2,27
DPM000015062,2026-01-05,P000001,S0001,16144,4570,2670,96,113,117386.57,3,228
DPM000015063,2025-08-26,P001179,S0059,3877,199,138,3,2,3743.33,1,3
DPM000015064,2026-06-11,P000308,S0068,5992,1661,971,51,60,181209.24,5,12
DPM000015065,2026-04-28,P001312,S0032,3568,639,560,55,58,142279.98,7,38
DPM000015066,2025-08-31,P001462,S0022,16626,3037,2375,13,11,20254.02,1,218
DPM000015067,2026-01-16,P001062,S0022,3299,697,393,45,46,31300.54,4,4
DPM000015068,2026-02-13,P001228,S0028,17424,3413,2659,288,308,493939.28,24,242
DPM000015069,2025-08-23,P000662,S0022,22771,7705,4772,414,382,978676.3,33,247
DPM000015070,2026-07-16,P001476,S0036,23558,5414,4749,387,373,160282.74,33,137
DPM000015071,2026-08-09,P000524,S0044,8970,1132,938,101,94,284693.7,4,13
DPM000015072,2026-07-22,P000670,S0030,19339,3128,2200,56,54,141289.2,5,248
DPM000015073,2026-07-22,P000900,S0020,7659,1722,1099,47,49,65577.11,0,87
DPM000015074,2026-07-04,P000518,S0038,6034,1890,1674,170,178,626668.47,3,131
DPM000015075,2025-12-18,P000108,S0028,21452,3597,3165,231,225,738629.33,15,167
DPM000015076,2025-10-15,P000620,S0060,22801,2338,1402,128,138,172713.8,3,48
DPM000015077,2026-07-22,P000439,S0039,3701,1245,982,15,13,29133.88,1,29
DPM000015078,2026-03-24,P001359,S0079,6610,2201,1964,57,67,159269.27,7,89
DPM000015079,2026-08-11,P000712,S0072,6204,392,340,3,2,4253.21,0,27
DPM000015080,2025-09-25,P000194,S0034,7041,1889,1206,132,105,292241.19,3,46
DPM000015081,2025-11-20,P000299,S0059,15947,5053,4477,312,322,624042.02,28,183
DPM000015082,2026-05-30,P000020,S0020,9107,1661,1094,77,70,280324.51,6,16
DPM000015083,2026-06-26,P000150,S0070,4277,705,474,20,17,33231.99,2,37
DPM000015084,2026-03-09,P000841,S0041,3153,912,674,73,79,174101.19,7,44
DPM000015085,2025-10-13,P000856,S0056,1935,504,453,16,16,30737.31,0,9
DPM000015086,2026-04-13,P000886,S0006,13575,4656,4013,270,252,1026613.94,31,377
DPM000015087,2026-02-12,P001155,S0035,21831,713,399,28,22,44385.24,0,52
DPM000015088,2025-08-29,P000138,S0058,24063,4381,3178,143,150,237823.82,7,268
DPM000015089,2025-10-12,P001057,S0017,22270,680,604,39,43,14922.25,1,56
DPM000015090,2025-12-24,P000118,S0038,15925,2421,1410,168,195,624466.92,21,30
DPM000015091,2025-09-17,P000105,S0025,8083,964,581,38,34,1502.69,3,27
DPM000015092,2026-02-25,P000898,S0018,17507,1058,824,60,59,71505.01,5,25
DPM000015093,2026-08-10,P000102,S0022,8103,1705,1140,46,38,64653.37,4,120
DPM000015094,2026-01-29,P001498,S0058,8048,1274,790,77,71,106607.0,1,27
DPM000015095,2026-07-27,P000806,S0006,2820,697,454,43,45,109772.77,5,39
DPM000015096,2026-03-04,P000939,S0059,10284,2451,1957,120,99,8874.23,4,192
DPM000015097,2026-01-20,P000832,S0032,9765,2126,1207,97,104,225091.14,12,34
DPM000015098,2026-05-07,P000384,S0064,2158,300,205,22,23,5600.1,0,12
DPM000015099,2026-07-13,P000837,S0037,22182,4480,2944,57,58,128662.08,7,27
DPM000015100,2026-01-04,P001119,S0079,20367,3275,2576,289,316,408004.73,6,136
DPM000015101,2026-03-25,P001179,S0059,3187,548,457,35,28,67142.62,0,38
DPM000015102,2025-11-06,P000022,S0022,21325,4249,3049,198,158,102408.52,11,33
DPM000015103,2026-04-08,P001426,S0066,23781,5672,4505,413,349,1106323.12,35,76
DPM000015104,2026-01-11,P001368,S0008,7362,402,308,20,23,7377.51,1,12
DPM000015105,2026-06-04,P000427,S0027,6949,640,409,46,52,74561.3,6,22
DPM000015106,2025-09-16,P001146,S0026,15329,3250,2367,210,201,14771.09,5,216
DPM000015107,2026-04-08,P001453,S0013,12730,3211,2268,174,168,288264.64,1,149
DPM000015108,2026-06-24,P000739,S0019,11444,668,590,21,22,86500.39,0,51
DPM000015109,2025-10-26,P000924,S0044,12974,757,577,13,10,18250.44,1,2
DPM000015110,2026-08-04,P001382,S0022,20792,3835,2653,50,46,73660.79,0,89
DPM000015111,2026-02-20,P000168,S0008,3160,156,126,12,13,7415.79,1,13
DPM000015112,2026-05-13,P000232,S0072,818,62,54,2,2,2095.04,1,4
DPM000015113,2026-03-14,P000386,S0066,4833,1023,889,87,80,245610.97,9,41
DPM000015114,2026-04-16,P000422,S0022,5933,221,131,5,5,11673.5,0,6
DPM000015115,2025-09-19,P001311,S0031,13039,3684,2072,75,80,17589.36,7,32
DPM000015116,2025-11-03,P000893,S0013,23459,7086,5783,227,195,183003.62,23,445
DPM000015117,2026-06-22,P000053,S0053,343,12,8,0,0,0.0,0,1
DPM000015118,2025-09-06,P000491,S0011,15161,4375,2436,157,186,297677.96,17,154
DPM000015119,2025-11-12,P001230,S0030,18535,5192,4144,229,230,98447.57,10,203
DPM000015120,2026-06-25,P000328,S0008,5070,1682,1184,127,124,364969.11,6,120
DPM000015121,2025-09-28,P000371,S0051,10185,3518,3141,169,176,220526.8,15,236
DPM000015122,2026-08-07,P000092,S0012,9633,2734,2114,22,19,60130.14,2,53
DPM000015123,2026-03-08,P001034,S0074,17100,2358,1833,20,17,35209.0,1,137
DPM000015124,2026-04-20,P001223,S0023,7632,815,648,31,32,127254.95,4,56
DPM000015125,2025-10-07,P001034,S0074,4362,1144,640,12,13,15569.28,1,0
DPM000015126,2026-01-11,P000604,S0044,23918,6348,3724,376,418,951066.97,44,180
DPM000015127,2025-09-05,P000764,S0044,5115,271,208,9,7,20265.35,1,18
DPM000015128,2025-09-04,P000172,S0012,14997,1825,1078,38,41,80041.79,1,21
DPM000015129,2026-02-16,P000273,S0033,6265,758,462,32,32,124993.56,3,30
DPM000015130,2026-03-12,P000629,S0069,7127,666,395,19,21,32403.3,2,53
DPM000015131,2026-03-03,P000830,S0030,19389,3870,2718,60,51,76403.91,5,65
DPM000015132,2026-04-01,P000452,S0052,22183,2744,1584,41,42,60821.46,1,134
DPM000015133,2025-10-01,P000939,S0059,6407,336,246,23,26,1493.71,3,26
DPM000015134,2026-06-13,P001268,S0068,22178,1137,653,45,52,146361.26,1,0
DPM000015135,2025-10-15,P000820,S0020,2036,284,225,19,18,71311.11,2,11
DPM000015136,2026-01-21,P000431,S0031,23108,1459,831,41,37,64426.7,2,89
DPM000015137,2026-07-02,P000495,S0015,24899,3898,3354,247,223,398211.08,22,164
DPM000015138,2026-03-07,P000033,S0033,23712,3310,1999,54,51,14209.89,4,165
DPM000015139,2026-06-18,P000168,S0008,9927,1836,1183,36,40,33916.96,2,24
DPM000015140,2026-06-04,P000665,S0025,4917,569,332,30,34,8811.11,1,1
DPM000015141,2026-03-17,P001353,S0073,17621,5199,3135,53,47,103120.53,2,187
DPM000015142,2026-05-19,P000321,S0001,22467,1085,894,72,74,135281.11,1,7
DPM000015143,2025-12-23,P000399,S0079,8011,957,795,78,79,67603.84,6,41
DPM000015144,2026-04-26,P001183,S0063,2359,312,246,21,17,36812.74,1,3
DPM000015145,2026-01-09,P000300,S0060,6541,1888,1516,118,94,374135.27,9,38
DPM000015146,2026-01-01,P000308,S0068,1032,229,143,5,5,13027.15,1,9
DPM000015147,2026-07-09,P001006,S0046,1376,316,272,14,11,21643.25,1,26
DPM000015148,2026-01-08,P000347,S0027,3642,243,208,16,14,27105.56,0,13
DPM000015149,2026-07-26,P001400,S0040,10806,522,391,33,37,67065.18,2,22
DPM000015150,2025-12-14,P000311,S0071,24521,5694,4576,339,306,1285003.01,1,160
DPM000015151,2026-05-24,P000400,S0080,20345,4131,3294,118,116,103533.56,0,114
DPM000015152,2026-08-22,P000936,S0056,6155,1918,1442,29,27,68995.56,1,99
DPM000015153,2026-08-04,P000358,S0038,11430,3570,2377,24,22,41748.33,1,37
DPM000015154,2026-05-07,P001481,S0041,16548,4791,3771,232,185,771100.58,1,389
DPM000015155,2025-12-06,P000731,S0011,18692,2275,1488,156,145,518800.17,11,55
DPM000015156,2026-07-24,P000461,S0061,16021,929,547,23,19,8408.18,0,74
DPM000015157,2025-12-03,P000943,S0063,15139,1383,980,27,23,44055.74,0,28
DPM000015158,2026-06-25,P000601,S0041,19649,1088,628,70,83,123321.85,3,18
DPM000015159,2026-08-12,P001063,S0023,21363,1094,682,14,12,27189.62,0,37
DPM000015160,2026-08-05,P000850,S0050,3153,255,204,3,3,5436.96,1,19
DPM000015161,2026-07-11,P000336,S0016,3782,466,362,27,23,18138.62,0,12
DPM000015162,2025-12-12,P001242,S0042,12881,2381,1577,87,73,2543.27,5,117
DPM000015163,2025-09-04,P000665,S0025,19806,2572,1680,152,153,68366.56,5,188
DPM000015164,2026-02-20,P001142,S0022,8807,1714,961,108,103,308766.03,10,18
DPM000015165,2026-02-22,P001061,S0021,5657,682,507,8,9,17689.7,0,40
DPM000015166,2025-08-25,P001039,S0079,21907,5294,4576,490,501,1578531.63,11,325
DPM000015167,2026-07-16,P000850,S0050,23152,6995,4680,445,438,659941.66,27,350
DPM000015168,2026-01-25,P000393,S0073,16441,1495,1217,95,80,50829.45,4,12
DPM000015169,2026-05-18,P000952,S0072,17140,5176,3252,265,268,550758.49,25,301
DPM000015170,2025-11-19,P001384,S0024,18737,1890,1509,22,17,12509.4,0,94
DPM000015171,2025-12-22,P000716,S0076,21215,3545,2584,44,37,33031.88,1,257
DPM000015172,2026-02-03,P000808,S0008,18016,4453,2929,100,86,187764.98,3,347
DPM000015173,2026-04-03,P000175,S0015,24238,1700,1049,65,57,58212.68,6,1
DPM000015174,2025-11-09,P000075,S0075,6559,1923,1359,142,142,113648.48,10,68
DPM000015175,2025-12-13,P001297,S0017,21732,6043,5359,38,33,103711.75,0,63
DPM000015176,2026-02-19,P000864,S0064,16243,3992,2708,287,314,199682.79,33,300
DPM000015177,2026-03-10,P000248,S0008,23426,2990,1681,169,192,616452.55,23,53
DPM000015178,2025-10-13,P000748,S0028,2033,341,221,9,10,27939.24,1,5
DPM000015179,2026-08-10,P000073,S0073,14950,1647,1416,120,109,72846.54,4,63
DPM000015180,2025-10-21,P001420,S0060,6349,1330,1006,64,56,145719.93,7,31
DPM000015181,2026-05-17,P000767,S0047,1087,39,33,2,2,4783.38,0,0
DPM000015182,2025-12-11,P000985,S0025,23609,4713,2925,224,217,413234.68,27,29
DPM000015183,2025-09-26,P001134,S0014,4972,1437,1075,46,42,67016.88,4,106
DPM000015184,2026-04-19,P001186,S0066,17041,3364,2208,96,101,140414.1,7,220
DPM000015185,2026-03-17,P000102,S0022,8390,2029,1496,165,188,259780.0,14,152
DPM000015186,2026-01-30,P001461,S0021,11147,3345,2769,48,54,217228.02,3,260
DPM000015187,2026-04-28,P000854,S0054,9097,2198,1477,130,153,238568.97,4,25
DPM000015188,2025-11-13,P000887,S0007,16772,4021,3262,137,134,372757.99,8,42
DPM000015189,2025-12-20,P001142,S0022,15010,3547,3003,343,342,821307.73,26,287
DPM000015190,2026-02-01,P000307,S0067,17670,3125,1800,209,236,793232.38,3,258
DPM000015191,2026-01-28,P000086,S0006,23518,6419,3843,54,53,36170.35,4,196
DPM000015192,2025-09-17,P000028,S0028,7744,2429,2001,168,148,247120.99,10,193
DPM000015193,2026-01-27,P000775,S0055,7656,2067,1411,50,43,107411.05,3,144
DPM000015194,2026-03-11,P000399,S0079,16461,5734,4376,456,411,356679.56,33,184
DPM000015195,2025-12-13,P001400,S0040,7055,245,192,20,19,40212.22,1,11
DPM000015196,2026-07-04,P000707,S0067,21690,5683,3388,236,280,144388.95,4,458
DPM000015197,2026-02-21,P000146,S0066,9387,415,340,38,36,52687.7,4,20
DPM000015198,2025-11-08,P000353,S0033,3649,523,449,35,33,21554.51,1,39
DPM000015199,2025-12-25,P001198,S0078,21754,1031,678,24,23,50060.75,2,75
DPM000015200,2025-12-19,P000643,S0003,5483,1474,864,21,24,104788.64,1,95
DPM000015201,2026-08-06,P000454,S0054,14839,1166,694,38,45,63204.64,0,50
DPM000015202,2026-05-20,P000367,S0047,24976,8133,7038,519,547,1687522.19,40,58
DPM000015203,2025-12-10,P000298,S0058,18089,3372,2728,168,172,172290.18,3,265
DPM000015204,2026-01-30,P000033,S0033,21558,6334,4307,109,89,26651.72,2,346
DPM000015205,2026-02-19,P000439,S0039,14534,4966,3080,346,348,1110079.37,22,169
DPM000015206,2026-04-16,P001032,S0072,2939,701,583,19,16,17453.24,2,39
DPM000015207,2026-05-18,P001115,S0075,10528,1171,1014,50,54,96088.65,4,16
DPM000015208,2026-05-19,P001029,S0069,16348,2067,1739,180,191,363348.05,8,60
DPM000015209,2026-04-06,P001394,S0034,10222,2187,1920,193,155,44424.3,5,161
DPM000015210,2025-11-20,P001104,S0064,6030,1372,803,50,50,60577.54,5,12
DPM000015211,2026-02-07,P000070,S0070,24746,6382,4795,559,580,1500711.13,33,51
DPM000015212,2026-06-23,P001022,S0062,19569,4426,3399,399,404,341031.71,27,300
DPM000015213,2025-10-20,P000892,S0012,4169,1156,636,59,52,113793.01,6,28
DPM000015214,2026-08-02,P000779,S0059,1051,218,192,21,21,53217.42,0,13
DPM000015215,2026-05-19,P000358,S0038,3293,756,465,24,26,38009.37,2,18
DPM000015216,2026-08-08,P000333,S0013,233,61,35,3,2,5893.42,0,4
DPM000015217,2025-09-23,P000428,S0028,20335,3731,3324,213,229,431572.25,4,293
DPM000015218,2026-04-02,P001265,S0065,19746,5972,4163,246,286,556349.16,7,403
DPM000015219,2026-07-31,P000801,S0001,1747,135,119,7,6,2687.18,0,10
DPM000015220,2026-02-18,P001244,S0044,13136,3845,2246,58,61,78265.6,6,216
DPM000015221,2025-11-03,P000078,S0078,20224,5799,3505,200,169,195069.38,14,261
DPM000015222,2026-01-30,P001226,S0026,719,229,197,15,17,29995.47,1,13
DPM000015223,2026-05-24,P000568,S0008,3991,817,544,35,33,6264.34,2,49
DPM000015224,2026-01-14,P000132,S0052,11349,2637,2049,184,192,229335.32,24,28
DPM000015225,2026-06-10,P001249,S0049,18185,2343,1641,102,91,153936.66,11,145
DPM000015226,2025-08-27,P001321,S0041,12381,2368,1496,36,33,94745.05,4,142
DPM000015227,2025-09-15,P000553,S0073,9423,489,275,1,0,0.0,0,12
DPM000015228,2025-10-03,P001109,S0069,18193,4215,2559,294,271,70128.19,32,250
DPM000015229,2025-11-25,P001422,S0062,14180,4824,2690,227,222,263176.67,12,188
DPM000015230,2025-11-01,P000887,S0007,1564,168,149,1,1,2234.41,0,7
DPM000015231,2026-05-15,P000343,S0023,8917,2932,2224,176,151,24982.87,13,158
DPM000015232,2025-12-11,P001239,S0039,2122,268,213,7,7,26187.27,0,22
DPM000015233,2026-05-21,P001396,S0036,4648,293,182,6,5,217.24,0,24
DPM000015234,2025-11-04,P000970,S0010,12444,4285,3626,117,129,290565.67,5,27
DPM000015235,2025-12-25,P000837,S0037,14991,4900,4049,169,140,430256.98,2,164
DPM000015236,2025-11-19,P000339,S0019,4424,1412,990,15,15,45106.3,1,71
DPM000015237,2025-10-23,P001115,S0075,6874,1584,1252,30,30,47809.61,0,35
DPM000015238,2026-08-21,P000887,S0007,5045,704,556,43,43,118038.48,1,52
DPM000015239,2026-02-20,P001456,S0016,8018,1334,1046,77,87,197745.56,7,101
DPM000015240,2025-09-13,P000092,S0012,21602,2944,2587,295,282,995162.21,1,167
DPM000015241,2025-10-04,P000754,S0034,16264,1193,854,29,29,29618.35,1,77
DPM000015242,2026-05-31,P000516,S0036,21669,3596,3134,278,234,201926.44,16,199
DPM000015243,2026-02-11,P000364,S0044,6480,995,745,45,48,123932.24,5,82
DPM000015244,2026-07-12,P000758,S0038,11009,1833,1288,100,117,188199.13,14,124
DPM000015245,2025-12-03,P000334,S0014,13825,2848,2025,196,225,94328.95,12,146
DPM000015246,2026-05-23,P000898,S0018,21621,4562,3703,287,233,224216.02,18,41
DPM000015247,2025-10-14,P001366,S0006,20290,4692,3223,37,41,9190.73,1,333
DPM000015248,2025-11-25,P000399,S0079,5141,258,142,11,9,7487.91,1,14
DPM000015249,2026-02-25,P000605,S0045,10835,3453,2154,99,102,257221.27,10,67
DPM000015250,2025-12-08,P001137,S0017,13150,4162,3460,41,44,23877.85,5,213
DPM000015251,2026-08-17,P000768,S0048,4213,404,324,38,38,38311.11,1,28
DPM000015252,2025-10-24,P000279,S0039,2195,681,541,59,63,76148.45,1,30
DPM000015253,2025-08-24,P000233,S0073,24009,2770,2233,86,92,365425.51,0,124
