ticket_id,user_id,order_id,issue_type,priority,ticket_status,created_at,resolved_at,source_channel
TK0001142,U002899,O00008749,账户问题,normal,closed,2025-10-11 05:17:46,2025-10-12 13:17:46,social
TK0001143,U002836,O00011764,活动优惠,normal,closed,2025-07-18 20:10:14,2025-07-20 15:10:14,phone
TK0001144,U004319,O00009068,活动优惠,normal,resolved,2026-08-10 03:36:20,2026-08-12 06:36:20,phone
TK0001145,U004686,O00003079,物流问题,low,resolved,2026-04-13 20:06:30,2026-04-14 04:06:30,phone
TK0001146,U002632,,订单咨询,low,processing,2026-03-15 04:16:56,,social
TK0001147,U001300,,商品咨询,high,closed,2025-12-09 18:30:45,2025-12-10 10:30:45,app
TK0001148,U004763,O00000901,物流问题,normal,closed,2025-12-19 15:45:25,2025-12-20 15:45:25,app
TK0001149,U004207,O00011155,物流问题,normal,closed,2025-05-25 20:22:07,2025-05-26 06:22:07,web
TK0001150,U000773,,账户问题,normal,resolved,2025-04-24 08:47:37,2025-04-25 15:47:37,app
TK0001151,U002299,O00010712,订单咨询,normal,resolved,2025-02-04 07:41:25,2025-02-06 03:41:25,phone
TK0001152,U000564,O00004995,商品咨询,low,closed,2025-04-23 17:12:00,2025-04-26 14:12:00,web
TK0001153,U000442,O00003398,订单咨询,urgent,open,2026-03-02 04:13:49,,app
TK0001154,U003689,,退款售后,normal,closed,2026-07-07 18:37:13,2026-07-08 07:37:13,social
TK0001155,U004671,,账户问题,urgent,closed,2025-02-26 20:12:48,2025-02-27 20:12:48,app
TK0001156,U002975,O00002412,物流问题,high,closed,2025-06-18 20:26:09,2025-06-21 19:26:09,app
TK0001157,U002979,,订单咨询,normal,open,2025-01-02 04:07:37,,phone
TK0001158,U003890,O00009392,订单咨询,normal,resolved,2025-03-23 23:41:26,2025-03-24 23:41:26,app
TK0001159,U003827,,商品咨询,normal,closed,2025-09-14 19:21:08,2025-09-15 19:21:08,app
TK0001160,U004075,,退款售后,normal,resolved,2025-04-20 07:32:46,2025-04-20 10:32:46,app
TK0001161,U002532,O00003546,商品咨询,high,resolved,2025-01-26 21:53:49,2025-01-29 04:53:49,app
TK0001162,U000932,O00003376,物流问题,normal,closed,2025-04-27 03:20:49,2025-04-28 09:20:49,app
TK0001163,U001857,O00002817,物流问题,high,resolved,2026-06-25 16:09:47,2026-06-26 03:09:47,app
TK0001164,U000161,O00006703,退款售后,normal,closed,2025-03-01 14:05:31,2025-03-01 17:05:31,app
TK0001165,U001832,,商品咨询,normal,resolved,2025-12-06 09:43:06,2025-12-06 10:43:06,web
TK0001166,U003832,O00005146,退款售后,normal,resolved,2025-02-25 02:03:18,2025-02-25 23:03:18,app
TK0001167,U000646,O00011949,物流问题,high,resolved,2026-04-26 05:13:14,2026-04-26 11:13:14,web
TK0001168,U002921,O00007465,退款售后,normal,open,2025-11-27 03:48:08,,app
TK0001169,U004122,O00011473,商品咨询,normal,closed,2025-01-29 15:48:37,2025-02-01 15:48:37,phone
TK0001170,U001924,O00003831,物流问题,high,resolved,2025-12-14 15:12:59,2025-12-15 01:12:59,social
TK0001171,U003946,O00007083,活动优惠,normal,closed,2026-01-28 04:33:48,2026-01-28 19:33:48,app
TK0001172,U004504,O00003723,活动优惠,normal,resolved,2026-02-15 01:35:31,2026-02-17 01:35:31,web
TK0001173,U000830,O00011359,退款售后,normal,processing,2026-06-25 15:21:31,,web
TK0001174,U004201,O00004604,物流问题,normal,resolved,2026-03-22 12:03:41,2026-03-25 07:03:41,app
TK0001175,U002283,O00011541,活动优惠,normal,resolved,2025-10-08 23:03:56,2025-10-10 06:03:56,social
TK0001176,U001659,O00004812,退款售后,normal,resolved,2025-12-19 11:07:16,2025-12-22 04:07:16,app
TK0001177,U004324,,商品咨询,normal,closed,2025-09-23 21:45:38,2025-09-25 10:45:38,app
TK0001178,U003723,O00006948,物流问题,high,closed,2025-12-05 17:40:25,2025-12-08 00:40:25,social
TK0001179,U003184,O00002998,物流问题,normal,resolved,2026-07-20 22:18:10,2026-07-21 19:18:10,app
TK0001180,U002027,O00007422,订单咨询,high,closed,2025-11-20 19:18:10,2025-11-21 10:18:10,app
TK0001181,U002734,O00009357,物流问题,normal,resolved,2025-07-03 06:40:44,2025-07-04 18:40:44,app
TK0001182,U001766,O00011085,活动优惠,normal,closed,2025-04-14 16:48:44,2025-04-15 10:48:44,phone
TK0001183,U004976,O00007225,退款售后,high,resolved,2026-01-07 07:10:37,2026-01-10 07:10:37,app
TK0001184,U002966,,退款售后,low,closed,2025-02-02 14:37:08,2025-02-04 07:37:08,app
TK0001185,U003053,O00000050,订单咨询,high,resolved,2025-01-19 02:12:31,2025-01-20 18:12:31,app
TK0001186,U004104,,订单咨询,normal,resolved,2025-11-21 20:12:20,2025-11-24 07:12:20,phone
TK0001187,U004592,O00005702,退款售后,normal,closed,2026-03-11 14:55:32,2026-03-13 07:55:32,web
TK0001188,U003644,,退款售后,normal,processing,2026-05-19 17:21:15,,web
TK0001189,U003487,O00011052,物流问题,high,closed,2025-09-04 05:44:35,2025-09-06 08:44:35,social
TK0001190,U004357,O00008883,活动优惠,normal,resolved,2026-02-18 08:59:55,2026-02-20 02:59:55,app
TK0001191,U001762,O00008111,物流问题,high,closed,2025-11-07 04:35:46,2025-11-09 15:35:46,app
TK0001192,U001252,,物流问题,high,closed,2025-12-07 12:57:59,2025-12-09 14:57:59,app
TK0001193,U003445,O00007943,退款售后,normal,closed,2025-01-21 05:26:16,2025-01-23 07:26:16,web
TK0001194,U004575,O00001063,账户问题,low,resolved,2025-06-14 08:14:27,2025-06-16 23:14:27,app
TK0001195,U003175,O00003164,退款售后,normal,closed,2026-01-22 02:03:06,2026-01-24 18:03:06,social
TK0001196,U000814,O00007099,物流问题,normal,resolved,2026-07-29 15:28:29,2026-07-30 13:28:29,app
TK0001197,U001142,,活动优惠,normal,closed,2026-02-22 22:29:45,2026-02-25 21:29:45,app
TK0001198,U000917,O00004513,物流问题,normal,resolved,2026-06-25 04:48:51,2026-06-27 14:48:51,app
TK0001199,U003800,O00006867,物流问题,low,resolved,2025-10-09 22:38:41,2025-10-11 17:38:41,phone
TK0001200,U000102,,活动优惠,normal,closed,2025-06-07 19:59:55,2025-06-08 18:59:55,phone
TK0001201,U002989,O00003510,账户问题,normal,closed,2026-07-02 20:20:51,2026-07-04 22:20:51,social
TK0001202,U000134,O00010232,活动优惠,high,closed,2026-08-04 13:12:55,2026-08-05 08:12:55,app
TK0001203,U004752,,订单咨询,high,closed,2025-08-04 15:10:50,2025-08-07 00:10:50,social
TK0001204,U003788,,物流问题,normal,resolved,2026-07-21 17:16:46,2026-07-23 23:16:46,app
TK0001205,U000463,O00008400,账户问题,low,closed,2025-08-22 21:57:16,2025-08-25 21:57:16,web
TK0001206,U001098,O00009787,物流问题,urgent,closed,2025-11-27 13:34:48,2025-11-29 13:34:48,social
TK0001207,U004848,O00007996,商品咨询,high,resolved,2026-08-10 21:23:35,2026-08-12 04:23:35,app
TK0001208,U001173,O00003080,商品咨询,low,resolved,2025-04-01 00:48:55,2025-04-03 10:48:55,app
TK0001209,U003366,O00009901,订单咨询,normal,closed,2026-05-27 18:30:53,2026-05-29 08:30:53,app
TK0001210,U002439,O00011430,活动优惠,urgent,resolved,2025-05-31 17:08:52,2025-06-02 05:08:52,app
TK0001211,U002344,O00008992,订单咨询,normal,resolved,2025-11-29 14:50:33,2025-11-29 20:50:33,phone
TK0001212,U003634,O00005397,退款售后,normal,closed,2025-08-21 13:47:19,2025-08-23 15:47:19,app
TK0001213,U002588,O00010088,活动优惠,low,closed,2026-01-21 07:09:39,2026-01-23 20:09:39,app
TK0001214,U004443,,商品咨询,normal,closed,2025-07-08 20:33:16,2025-07-09 15:33:16,app
TK0001215,U000812,O00001288,订单咨询,normal,resolved,2025-03-05 07:34:49,2025-03-07 17:34:49,app
TK0001216,U004552,,退款售后,high,closed,2025-06-07 10:10:26,2025-06-08 12:10:26,web
TK0001217,U002412,O00003756,退款售后,normal,closed,2025-08-16 02:11:17,2025-08-16 03:11:17,app
TK0001218,U001916,,活动优惠,high,resolved,2026-06-28 00:37:18,2026-06-28 17:37:18,app
TK0001219,U003230,O00007907,物流问题,high,closed,2026-06-04 19:44:39,2026-06-05 19:44:39,phone
TK0001220,U002222,,订单咨询,low,resolved,2026-07-22 07:47:50,2026-07-24 15:47:50,app
TK0001221,U001486,O00006785,物流问题,urgent,resolved,2025-12-23 05:52:13,2025-12-24 23:52:13,app
TK0001222,U003890,O00002137,订单咨询,normal,resolved,2025-10-11 10:32:29,2025-10-13 23:32:29,app
TK0001223,U004188,,退款售后,high,resolved,2025-06-28 15:05:13,2025-06-29 03:05:13,app
TK0001224,U001069,O00006789,活动优惠,normal,closed,2025-07-17 15:38:09,2025-07-17 17:38:09,web
TK0001225,U004152,O00002301,商品咨询,high,resolved,2026-01-18 14:09:51,2026-01-19 23:09:51,web
TK0001226,U001487,O00004585,物流问题,low,resolved,2025-03-21 19:15:58,2025-03-23 15:15:58,app
TK0001227,U003487,O00006026,活动优惠,normal,closed,2026-01-01 00:09:52,2026-01-03 22:09:52,phone
TK0001228,U004437,O00010356,商品咨询,urgent,resolved,2025-12-15 04:56:15,2025-12-15 09:56:15,app
TK0001229,U004024,O00005878,账户问题,normal,closed,2025-05-31 04:34:16,2025-06-01 02:34:16,social
TK0001230,U001460,,订单咨询,normal,resolved,2025-05-16 11:29:01,2025-05-18 14:29:01,app
TK0001231,U003244,,账户问题,high,resolved,2026-01-09 10:55:03,2026-01-11 01:55:03,app
TK0001232,U003992,,退款售后,normal,processing,2026-01-03 17:52:39,,app
TK0001233,U001803,,商品咨询,normal,resolved,2026-05-27 18:08:58,2026-05-29 06:08:58,phone
TK0001234,U001747,O00006058,订单咨询,normal,closed,2025-03-11 08:07:40,2025-03-11 09:07:40,app
TK0001235,U002094,O00009082,活动优惠,high,closed,2026-05-25 02:00:47,2026-05-27 03:00:47,phone
TK0001236,U000912,O00005346,退款售后,normal,resolved,2025-08-23 12:48:34,2025-08-24 14:48:34,web
TK0001237,U001936,O00008186,订单咨询,high,closed,2025-05-11 22:07:52,2025-05-14 08:07:52,phone
TK0001238,U001570,O00000601,订单咨询,low,resolved,2025-06-25 10:57:32,2025-06-27 11:57:32,app
TK0001239,U002778,O00009758,订单咨询,normal,resolved,2025-11-29 07:38:12,2025-12-01 15:38:12,social
TK0001240,U000501,O00002184,物流问题,low,closed,2025-04-12 11:43:24,2025-04-13 21:43:24,phone
TK0001241,U001387,,账户问题,low,resolved,2025-04-20 13:52:30,2025-04-20 18:52:30,app
TK0001242,U004726,O00002637,账户问题,normal,resolved,2025-01-27 14:52:33,2025-01-28 22:52:33,social
TK0001243,U001005,O00011987,物流问题,normal,closed,2025-04-26 21:54:04,2025-04-28 20:54:04,app
TK0001244,U000420,,订单咨询,normal,resolved,2025-11-04 07:00:36,2025-11-06 16:00:36,social
TK0001245,U003692,O00009794,物流问题,urgent,resolved,2025-04-16 13:01:02,2025-04-17 02:01:02,web
TK0001246,U002726,O00011409,物流问题,normal,resolved,2025-06-27 01:47:45,2025-06-28 20:47:45,social
TK0001247,U001104,O00011740,商品咨询,low,closed,2025-06-21 22:47:24,2025-06-24 16:47:24,phone
TK0001248,U003971,O00007382,商品咨询,low,closed,2025-02-25 13:42:35,2025-02-28 02:42:35,web
TK0001249,U002832,O00006298,订单咨询,high,closed,2026-07-30 08:57:57,2026-08-01 04:57:57,app
TK0001250,U001411,O00010558,物流问题,normal,processing,2025-06-13 16:03:55,,social
TK0001251,U004051,,活动优惠,normal,closed,2026-01-26 18:14:22,2026-01-27 13:14:22,app
TK0001252,U003391,O00001794,退款售后,normal,closed,2026-04-26 00:43:18,2026-04-26 02:43:18,web
TK0001253,U001937,O00003858,商品咨询,normal,resolved,2025-02-08 01:58:36,2025-02-09 09:58:36,web
TK0001254,U004599,,退款售后,normal,resolved,2025-06-14 06:08:43,2025-06-15 10:08:43,app
TK0001255,U002272,O00004326,订单咨询,high,resolved,2025-07-11 19:28:54,2025-07-12 01:28:54,phone
TK0001256,U001422,O00005242,物流问题,low,closed,2026-03-21 05:11:24,2026-03-23 11:11:24,app
TK0001257,U004619,O00000494,物流问题,normal,closed,2025-08-14 23:42:18,2025-08-15 05:42:18,app
TK0001258,U001145,O00005063,活动优惠,normal,closed,2025-06-01 01:15:57,2025-06-03 06:15:57,phone
TK0001259,U000454,O00001477,退款售后,normal,open,2026-06-10 23:37:19,,app
TK0001260,U002649,O00007885,物流问题,normal,closed,2025-06-27 02:44:56,2025-06-29 08:44:56,app
TK0001261,U000621,O00002897,物流问题,normal,closed,2026-01-28 17:49:36,2026-01-30 17:49:36,app
TK0001262,U002136,O00003980,退款售后,normal,closed,2025-05-02 19:14:56,2025-05-04 06:14:56,social
TK0001263,U001140,O00001929,物流问题,high,resolved,2025-01-08 20:11:02,2025-01-11 00:11:02,app
TK0001264,U002871,O00007046,物流问题,normal,resolved,2025-09-20 12:26:43,2025-09-22 13:26:43,social
TK0001265,U003868,O00011655,物流问题,urgent,closed,2026-04-28 02:34:33,2026-04-30 05:34:33,phone
TK0001266,U002208,O00000630,退款售后,normal,closed,2025-05-18 22:30:27,2025-05-19 16:30:27,app
TK0001267,U001578,,商品咨询,normal,closed,2026-06-11 12:22:27,2026-06-13 18:22:27,app
TK0001268,U002472,O00001808,商品咨询,low,resolved,2026-03-08 19:12:32,2026-03-11 09:12:32,app
TK0001269,U000052,,活动优惠,high,closed,2025-09-29 22:21:24,2025-10-01 05:21:24,phone
TK0001270,U002318,O00007082,物流问题,normal,resolved,2026-04-20 16:20:04,2026-04-20 20:20:04,web
TK0001271,U003834,,退款售后,normal,resolved,2025-01-16 17:44:24,2025-01-19 13:44:24,app
TK0001272,U004314,O00006164,退款售后,normal,resolved,2025-06-09 21:05:03,2025-06-10 06:05:03,social
TK0001273,U004507,O00008356,物流问题,normal,closed,2025-10-25 04:29:17,2025-10-26 12:29:17,phone
TK0001274,U003483,O00010479,活动优惠,high,closed,2025-12-03 03:25:35,2025-12-05 20:25:35,phone
TK0001275,U003264,,商品咨询,low,resolved,2025-07-22 03:51:06,2025-07-22 15:51:06,app
TK0001276,U001388,O00008175,订单咨询,normal,resolved,2025-06-25 07:47:27,2025-06-26 22:47:27,web
TK0001277,U001191,O00010924,商品咨询,normal,resolved,2025-11-17 17:57:50,2025-11-19 07:57:50,app
TK0001278,U001688,O00003108,活动优惠,normal,resolved,2026-01-16 03:41:59,2026-01-16 19:41:59,app
TK0001279,U001588,O00000191,活动优惠,normal,resolved,2026-08-26 04:19:30,2026-08-27 00:19:30,web
TK0001280,U000507,O00011805,订单咨询,normal,closed,2025-04-19 11:02:49,2025-04-19 21:02:49,app
TK0001281,U002231,O00004243,商品咨询,normal,resolved,2026-06-11 17:49:54,2026-06-13 14:49:54,phone
TK0001282,U000973,,活动优惠,normal,resolved,2025-07-20 08:12:05,2025-07-22 16:12:05,app
TK0001283,U001809,,商品咨询,normal,resolved,2026-06-02 21:57:43,2026-06-04 08:57:43,app
TK0001284,U002109,O00002241,物流问题,urgent,resolved,2026-05-30 05:29:03,2026-06-01 04:29:03,web
TK0001285,U002467,O00008842,商品咨询,normal,resolved,2026-06-06 14:08:36,2026-06-07 08:08:36,web
TK0001286,U003232,O00011285,退款售后,high,closed,2025-12-20 08:07:35,2025-12-21 12:07:35,app
TK0001287,U001239,O00010818,退款售后,high,resolved,2026-06-27 17:30:00,2026-06-29 22:30:00,phone
TK0001288,U004191,,账户问题,normal,closed,2026-08-06 01:01:00,2026-08-08 01:01:00,app
TK0001289,U004677,,订单咨询,normal,resolved,2026-02-21 05:48:58,2026-02-24 00:48:58,phone
TK0001290,U001860,O00007628,商品咨询,normal,resolved,2025-02-14 12:05:08,2025-02-15 05:05:08,web
TK0001291,U000870,O00006425,账户问题,low,open,2025-05-28 03:53:44,,web
TK0001292,U000592,O00008049,订单咨询,normal,processing,2025-05-04 19:56:20,,app
TK0001293,U003813,,物流问题,high,closed,2025-10-03 14:10:20,2025-10-05 19:10:20,social
TK0001294,U003382,O00007044,订单咨询,normal,closed,2025-06-08 19:04:32,2025-06-09 11:04:32,app
TK0001295,U004919,O00000408,退款售后,normal,open,2025-09-05 19:49:27,,phone
TK0001296,U003785,,物流问题,high,resolved,2025-05-16 07:50:23,2025-05-17 10:50:23,web
TK0001297,U004955,O00007441,退款售后,normal,closed,2026-05-21 02:45:19,2026-05-22 23:45:19,phone
TK0001298,U004696,O00001073,商品咨询,high,closed,2026-06-19 05:17:21,2026-06-19 08:17:21,phone
TK0001299,U000116,O00002229,活动优惠,normal,resolved,2026-01-19 07:15:57,2026-01-21 08:15:57,app
TK0001300,U004588,O00008321,订单咨询,high,resolved,2026-05-11 18:36:38,2026-05-13 10:36:38,social
TK0001301,U003246,O00006685,订单咨询,low,closed,2025-09-27 03:12:26,2025-09-29 07:12:26,app
TK0001302,U002371,,退款售后,normal,resolved,2025-01-15 08:25:13,2025-01-18 03:25:13,social
TK0001303,U004868,O00008617,物流问题,normal,processing,2025-08-05 22:21:49,,social
TK0001304,U003345,O00007923,订单咨询,normal,closed,2025-11-04 12:02:22,2025-11-06 22:02:22,app
TK0001305,U000472,O00010297,订单咨询,high,resolved,2026-03-21 09:49:20,2026-03-24 07:49:20,social
TK0001306,U003561,O00007406,退款售后,normal,resolved,2025-12-11 07:18:25,2025-12-13 01:18:25,phone
TK0001307,U002257,O00000988,退款售后,high,resolved,2025-07-16 18:40:53,2025-07-19 07:40:53,app
TK0001308,U000644,O00007863,活动优惠,normal,processing,2025-05-20 03:37:04,,phone
TK0001309,U003246,O00008064,活动优惠,normal,closed,2026-02-09 02:48:14,2026-02-11 13:48:14,social
TK0001310,U003179,,物流问题,normal,processing,2025-01-23 13:30:54,,web
TK0001311,U002907,,退款售后,normal,closed,2025-03-26 13:52:30,2025-03-26 14:52:30,web
TK0001312,U003011,O00004239,物流问题,normal,resolved,2026-03-06 10:11:04,2026-03-07 04:11:04,app
TK0001313,U004052,O00011991,账户问题,normal,processing,2025-11-08 22:54:09,,app
TK0001314,U003940,,活动优惠,low,resolved,2026-07-22 05:28:41,2026-07-22 14:28:41,social
TK0001315,U001944,O00011350,退款售后,normal,closed,2025-03-16 14:36:00,2025-03-17 23:36:00,web
TK0001316,U000223,O00007989,物流问题,normal,closed,2026-01-19 19:45:11,2026-01-21 04:45:11,web
TK0001317,U002485,O00009618,订单咨询,normal,closed,2025-06-14 10:46:25,2025-06-14 18:46:25,app
TK0001318,U002929,,退款售后,low,closed,2026-06-25 07:17:53,2026-06-28 06:17:53,app
TK0001319,U004111,O00011722,物流问题,high,resolved,2025-09-22 07:19:40,2025-09-24 03:19:40,web
TK0001320,U001702,O00009483,商品咨询,normal,resolved,2025-03-15 15:52:11,2025-03-17 03:52:11,app
TK0001321,U000358,O00005975,账户问题,normal,closed,2025-11-06 13:37:00,2025-11-07 17:37:00,app
TK0001322,U002796,O00002524,账户问题,normal,closed,2025-12-08 09:38:35,2025-12-10 18:38:35,app
TK0001323,U003343,O00004641,账户问题,normal,resolved,2025-04-11 02:32:04,2025-04-13 23:32:04,app
TK0001324,U003857,O00000779,活动优惠,normal,closed,2026-01-15 16:50:13,2026-01-16 14:50:13,app
TK0001325,U000166,,活动优惠,normal,closed,2026-05-05 16:12:22,2026-05-06 01:12:22,phone
TK0001326,U001299,O00011070,退款售后,high,processing,2025-10-19 22:19:01,,app
TK0001327,U002380,O00011415,活动优惠,high,open,2025-04-09 02:52:11,,phone
TK0001328,U002768,O00000125,物流问题,normal,resolved,2025-07-23 23:51:07,2025-07-26 20:51:07,app
TK0001329,U002175,,物流问题,normal,resolved,2025-05-18 09:09:53,2025-05-18 11:09:53,phone
TK0001330,U000099,O00011864,退款售后,normal,closed,2026-03-21 07:26:06,2026-03-22 09:26:06,app
TK0001331,U003075,,订单咨询,high,resolved,2026-06-03 21:17:42,2026-06-05 00:17:42,app
TK0001332,U000809,,物流问题,normal,resolved,2025-01-18 10:30:46,2025-01-19 06:30:46,social
TK0001333,U004639,O00002357,商品咨询,normal,resolved,2026-04-30 11:05:48,2026-04-30 17:05:48,social
TK0001334,U004764,O00002165,订单咨询,normal,processing,2026-07-25 06:45:14,,app
TK0001335,U003368,O00003823,物流问题,high,closed,2026-01-17 06:23:19,2026-01-19 00:23:19,app
TK0001336,U003840,,订单咨询,normal,closed,2025-08-16 06:32:47,2025-08-16 11:32:47,app
TK0001337,U002902,O00001038,订单咨询,normal,closed,2026-01-20 10:26:53,2026-01-21 04:26:53,social
TK0001338,U000545,O00011754,退款售后,normal,resolved,2025-05-19 05:34:32,2025-05-20 23:34:32,phone
TK0001339,U003164,O00003524,退款售后,normal,closed,2026-01-16 22:51:17,2026-01-17 10:51:17,web
TK0001340,U000453,O00003534,退款售后,normal,closed,2025-10-07 16:38:31,2025-10-10 09:38:31,phone
TK0001341,U004794,O00010215,物流问题,normal,resolved,2026-05-24 20:27:17,2026-05-27 08:27:17,app
TK0001342,U002787,O00007277,活动优惠,normal,closed,2025-09-16 06:59:49,2025-09-18 12:59:49,phone
TK0001343,U000069,O00006328,物流问题,normal,closed,2026-05-26 04:45:11,2026-05-29 04:45:11,app
TK0001344,U002600,O00006951,订单咨询,normal,resolved,2025-11-06 05:58:13,2025-11-07 18:58:13,app
TK0001345,U000757,O00005796,账户问题,normal,processing,2025-09-08 03:17:12,,social
TK0001346,U001676,O00003798,物流问题,normal,open,2025-06-04 11:01:40,,web
TK0001347,U000433,O00005681,物流问题,normal,closed,2025-03-28 14:19:28,2025-03-31 13:19:28,app
TK0001348,U004431,O00004193,订单咨询,normal,closed,2025-01-25 17:20:02,2025-01-28 15:20:02,app
TK0001349,U004441,O00011610,商品咨询,normal,open,2025-08-15 07:21:51,,app
TK0001350,U004831,O00008098,商品咨询,normal,resolved,2026-04-22 05:44:54,2026-04-24 22:44:54,app
TK0001351,U001236,O00004151,商品咨询,normal,closed,2025-12-12 07:06:45,2025-12-15 05:06:45,app
TK0001352,U002455,O00010202,退款售后,high,closed,2025-03-15 18:55:33,2025-03-16 12:55:33,app
TK0001353,U001629,,退款售后,normal,resolved,2026-04-24 17:05:20,2026-04-27 10:05:20,phone
TK0001354,U004810,O00011069,商品咨询,normal,resolved,2025-11-14 00:42:38,2025-11-15 02:42:38,social
TK0001355,U002275,,商品咨询,normal,open,2026-08-21 02:18:10,,app
TK0001356,U000592,O00006469,账户问题,low,processing,2025-06-12 03:07:51,,app
TK0001357,U001090,O00010998,商品咨询,normal,resolved,2025-03-03 05:14:13,2025-03-03 16:14:13,phone
TK0001358,U002577,O00008199,订单咨询,normal,resolved,2026-04-09 17:29:19,2026-04-11 20:29:19,app
TK0001359,U003048,O00001353,商品咨询,normal,closed,2025-09-19 23:52:11,2025-09-22 03:52:11,app
TK0001360,U003692,O00009794,账户问题,normal,resolved,2025-04-19 14:01:02,2025-04-21 16:01:02,app
TK0001361,U002381,O00001417,活动优惠,high,resolved,2025-02-19 05:00:07,2025-02-21 11:00:07,phone
TK0001362,U003124,,退款售后,normal,open,2026-02-08 20:59:08,,app
TK0001363,U001918,O00002510,退款售后,normal,resolved,2025-09-27 03:33:39,2025-09-30 00:33:39,app
TK0001364,U002680,O00009132,商品咨询,high,resolved,2026-04-29 05:24:56,2026-04-30 06:24:56,app
TK0001365,U002889,,账户问题,low,processing,2025-04-06 12:26:30,,web
TK0001366,U003363,O00002522,物流问题,normal,closed,2025-02-09 10:37:18,2025-02-11 11:37:18,web
TK0001367,U002526,O00010840,物流问题,high,processing,2026-07-29 18:11:49,,app
TK0001368,U002452,O00001101,物流问题,low,closed,2025-11-01 11:24:25,2025-11-01 13:24:25,app
TK0001369,U001194,O00000305,物流问题,high,resolved,2026-07-05 04:43:26,2026-07-06 13:43:26,app
TK0001370,U001624,O00009093,退款售后,normal,closed,2026-06-29 08:27:11,2026-07-01 03:27:11,app
TK0001371,U000181,O00002952,退款售后,normal,closed,2026-02-03 08:56:33,2026-02-04 13:56:33,app
TK0001372,U001973,O00010971,订单咨询,normal,resolved,2025-08-12 00:12:04,2025-08-12 19:12:04,app
TK0001373,U001147,O00004713,退款售后,normal,resolved,2025-09-09 20:29:10,2025-09-12 15:29:10,web
TK0001374,U000263,O00010313,物流问题,low,closed,2025-04-21 21:42:12,2025-04-22 14:42:12,web
TK0001375,U004018,O00002321,物流问题,normal,open,2025-03-12 23:02:10,,social
TK0001376,U002953,O00008265,活动优惠,normal,closed,2026-07-11 03:14:28,2026-07-12 04:14:28,phone
TK0001377,U001141,O00002504,物流问题,normal,resolved,2025-12-28 11:01:15,2025-12-30 07:01:15,phone
TK0001378,U003744,O00004066,账户问题,high,resolved,2025-11-04 22:10:30,2025-11-06 18:10:30,social
TK0001379,U003766,O00002709,物流问题,normal,closed,2025-10-03 00:56:27,2025-10-05 02:56:27,web
TK0001380,U001434,O00003657,活动优惠,low,closed,2026-06-25 20:58:20,2026-06-27 06:58:20,app
TK0001381,U000787,O00008712,物流问题,normal,resolved,2025-11-06 16:57:06,2025-11-07 20:57:06,app
TK0001382,U004374,O00005058,账户问题,normal,closed,2025-10-02 12:13:44,2025-10-03 00:13:44,app
TK0001383,U002518,O00001918,退款售后,normal,resolved,2025-03-04 14:31:57,2025-03-06 18:31:57,web
TK0001384,U002182,O00010032,订单咨询,normal,closed,2025-05-04 07:59:23,2025-05-06 20:59:23,phone
TK0001385,U002302,,物流问题,normal,resolved,2025-04-24 12:56:32,2025-04-27 00:56:32,web
TK0001386,U004161,O00000903,退款售后,normal,closed,2025-05-04 11:44:25,2025-05-07 01:44:25,social
TK0001387,U001034,O00000315,账户问题,low,resolved,2025-03-04 13:48:04,2025-03-06 18:48:04,app
TK0001388,U004202,,活动优惠,low,processing,2026-06-19 16:11:38,,social
TK0001389,U002929,O00006475,物流问题,normal,closed,2026-03-17 05:52:12,2026-03-17 13:52:12,social
TK0001390,U000156,,物流问题,normal,open,2025-04-15 10:22:21,,web
TK0001391,U002687,O00003929,活动优惠,normal,resolved,2025-08-02 10:55:07,2025-08-05 09:55:07,app
TK0001392,U003285,O00001311,订单咨询,low,closed,2025-03-27 04:29:32,2025-03-29 04:29:32,social
TK0001393,U002692,O00009903,物流问题,high,closed,2025-10-25 14:41:34,2025-10-27 11:41:34,web
TK0001394,U002184,,活动优惠,high,processing,2026-06-26 09:44:51,,web
TK0001395,U004368,O00008781,退款售后,normal,closed,2026-07-14 05:49:06,2026-07-17 02:49:06,phone
TK0001396,U000611,O00010327,订单咨询,normal,closed,2025-01-16 07:14:36,2025-01-17 14:14:36,app
TK0001397,U002585,O00002597,账户问题,normal,resolved,2026-04-04 23:13:19,2026-04-06 17:13:19,social
TK0001398,U003022,,活动优惠,normal,resolved,2026-02-27 00:48:59,2026-03-01 09:48:59,phone
TK0001399,U004197,O00010499,退款售后,high,closed,2025-12-05 01:47:47,2025-12-07 02:47:47,app
TK0001400,U004481,,退款售后,high,open,2025-05-24 20:10:59,,app
TK0001401,U002554,O00008164,退款售后,normal,resolved,2025-05-02 13:47:43,2025-05-02 15:47:43,web
TK0001402,U004847,O00010595,商品咨询,high,resolved,2026-06-11 21:15:17,2026-06-12 16:15:17,app
TK0001403,U000213,,物流问题,normal,closed,2026-01-23 05:25:58,2026-01-24 15:25:58,web
TK0001404,U003573,O00003246,退款售后,normal,closed,2025-03-19 03:40:43,2025-03-20 00:40:43,app
TK0001405,U003305,,物流问题,normal,closed,2025-11-25 00:37:58,2025-11-25 13:37:58,app
TK0001406,U001653,O00006337,商品咨询,low,closed,2025-11-15 22:51:29,2025-11-17 11:51:29,app
TK0001407,U000917,O00001518,订单咨询,normal,closed,2025-04-24 21:00:00,2025-04-27 10:00:00,app
