purchase_order_id,supplier_id,warehouse_id,created_at,expected_date,status,purchase_amount,currency
PO000608,SUP0099,W006,2025-02-18 02:54:04,2025-03-09,received,1261906.11,CNY
PO000609,SUP0042,W014,2026-08-12 22:26:08,2026-08-24,received,801030.81,CNY
PO000610,SUP0105,W015,2026-04-14 21:37:00,2026-04-29,received,940184.68,CNY
PO000611,SUP0024,W005,2025-07-06 20:52:09,2025-07-22,received,831422.1,CNY
PO000612,SUP0051,W012,2026-08-09 05:45:29,2026-08-20,approved,1191083.8,CNY
PO000613,SUP0005,W012,2025-05-29 21:54:28,2025-06-03,received,650605.31,CNY
PO000614,SUP0093,W015,2025-07-25 12:30:48,2025-07-30,cancelled,802477.42,CNY
PO000615,SUP0057,W011,2025-09-02 03:43:43,2025-09-21,received,1484753.98,CNY
PO000616,SUP0074,W005,2026-07-13 15:20:08,2026-07-30,cancelled,1144767.94,CNY
PO000617,SUP0086,W001,2025-04-13 13:30:31,2025-05-06,received,1095301.76,CNY
PO000618,SUP0057,W012,2025-01-08 14:37:42,2025-01-21,received,930576.73,CNY
PO000619,SUP0070,W001,2026-05-15 15:47:17,2026-06-07,received,1065065.75,CNY
PO000620,SUP0116,W014,2025-03-26 11:34:45,2025-04-13,received,601234.77,CNY
PO000621,SUP0146,W015,2025-10-26 02:25:10,2025-10-31,received,1150696.23,CNY
PO000622,SUP0020,W012,2025-03-13 20:11:33,2025-03-23,received,541323.67,CNY
PO000623,SUP0139,W005,2025-02-18 14:06:21,2025-03-01,received,771283.81,CNY
PO000624,SUP0095,W007,2025-07-02 18:46:52,2025-07-16,received,1208562.95,CNY
PO000625,SUP0025,W009,2026-01-26 11:35:31,2026-02-15,received,698814.83,CNY
PO000626,SUP0127,W002,2026-06-18 16:57:10,2026-07-10,shipped,643110.99,CNY
PO000627,SUP0143,W003,2026-04-24 09:45:21,2026-05-12,shipped,974721.3,CNY
PO000628,SUP0047,W004,2025-11-24 10:38:54,2025-12-03,shipped,459540.1,CNY
PO000629,SUP0015,W002,2026-04-08 14:47:09,2026-04-26,received,766306.36,CNY
PO000630,SUP0045,W007,2025-05-04 12:31:30,2025-05-14,received,358260.28,CNY
PO000631,SUP0044,W015,2025-06-08 19:01:16,2025-06-27,received,728585.73,CNY
PO000632,SUP0101,W014,2025-06-21 14:21:39,2025-07-11,received,415171.92,CNY
PO000633,SUP0065,W007,2026-05-28 01:30:24,2026-06-09,received,892155.39,CNY
PO000634,SUP0116,W010,2026-08-02 10:29:21,2026-08-12,shipped,207702.39,CNY
PO000635,SUP0077,W001,2025-08-16 21:21:04,2025-08-26,received,447067.74,CNY
PO000636,SUP0032,W005,2026-08-03 11:00:30,2026-08-25,received,879332.5,CNY
PO000637,SUP0001,W014,2025-01-20 23:25:38,2025-01-31,approved,519056.89,CNY
PO000638,SUP0011,W016,2025-09-22 19:38:41,2025-10-03,received,485237.87,CNY
PO000639,SUP0132,W012,2026-01-02 21:16:16,2026-01-18,received,416946.08,CNY
PO000640,SUP0112,W009,2025-12-12 04:32:45,2026-01-03,created,927579.01,CNY
PO000641,SUP0035,W003,2025-07-23 18:12:40,2025-07-31,received,339856.78,CNY
PO000642,SUP0039,W015,2025-09-23 09:04:06,2025-10-10,shipped,889366.09,CNY
PO000643,SUP0121,W004,2025-06-03 07:22:00,2025-06-22,received,193628.42,CNY
PO000644,SUP0147,W005,2025-06-05 11:12:00,2025-06-15,received,215862.91,CNY
PO000645,SUP0035,W014,2025-06-13 13:16:58,2025-06-29,received,1276192.92,CNY
PO000646,SUP0003,W003,2026-02-07 12:13:31,2026-02-22,received,566246.68,CNY
PO000647,SUP0137,W010,2025-03-22 11:40:31,2025-04-14,received,1002443.86,CNY
PO000648,SUP0088,W002,2026-01-16 00:31:38,2026-02-04,received,1045342.65,CNY
PO000649,SUP0060,W016,2026-07-30 20:31:57,2026-08-12,received,177762.59,CNY
PO000650,SUP0032,W010,2025-06-22 06:22:48,2025-07-08,received,835450.54,CNY
PO000651,SUP0104,W011,2026-07-07 09:12:26,2026-07-15,received,748852.65,CNY
PO000652,SUP0040,W014,2025-03-17 16:22:33,2025-04-01,received,516428.99,CNY
PO000653,SUP0012,W008,2026-06-11 22:40:16,2026-07-03,cancelled,419557.57,CNY
PO000654,SUP0023,W003,2026-03-01 23:31:27,2026-03-19,shipped,470420.87,CNY
PO000655,SUP0041,W011,2026-04-02 14:41:25,2026-04-23,shipped,725138.98,CNY
PO000656,SUP0043,W004,2026-02-28 14:43:10,2026-03-18,received,552210.61,CNY
PO000657,SUP0052,W010,2025-09-29 23:01:25,2025-10-10,received,621405.25,CNY
PO000658,SUP0125,W012,2026-06-10 10:08:27,2026-06-16,created,1228627.33,CNY
PO000659,SUP0012,W014,2026-08-02 05:49:14,2026-08-07,created,1275232.27,CNY
PO000660,SUP0051,W013,2025-05-17 18:36:48,2025-06-05,received,1238877.08,CNY
PO000661,SUP0069,W009,2025-06-21 00:57:23,2025-06-28,approved,288266.6,CNY
PO000662,SUP0008,W013,2026-06-21 04:09:19,2026-07-15,received,782692.15,CNY
PO000663,SUP0112,W003,2025-10-03 04:16:12,2025-10-18,received,950952.44,CNY
PO000664,SUP0090,W011,2025-11-09 17:46:36,2025-11-26,received,491138.91,CNY
PO000665,SUP0071,W013,2026-03-11 02:03:40,2026-03-18,shipped,854921.09,CNY
PO000666,SUP0058,W002,2026-04-10 22:58:07,2026-04-18,received,1104454.18,CNY
PO000667,SUP0042,W007,2026-05-29 10:21:41,2026-06-16,received,549798.36,CNY
PO000668,SUP0120,W005,2025-12-21 07:46:47,2026-01-01,received,1629884.29,CNY
PO000669,SUP0107,W015,2026-04-01 01:39:42,2026-04-16,received,1087015.67,CNY
PO000670,SUP0043,W009,2026-02-13 03:16:37,2026-03-05,cancelled,1208358.39,CNY
PO000671,SUP0113,W006,2026-07-09 03:57:04,2026-07-21,received,1164771.61,CNY
PO000672,SUP0129,W007,2025-11-09 14:09:53,2025-11-17,received,826631.42,CNY
PO000673,SUP0072,W002,2025-11-08 00:59:11,2025-11-17,received,797864.74,CNY
PO000674,SUP0081,W007,2025-11-03 15:00:29,2025-11-14,cancelled,990017.79,CNY
PO000675,SUP0009,W016,2025-12-21 08:02:09,2026-01-02,received,1287547.86,CNY
PO000676,SUP0043,W002,2026-01-13 18:27:26,2026-01-25,received,297929.95,CNY
PO000677,SUP0052,W002,2026-07-31 19:25:44,2026-08-15,shipped,611210.5,CNY
PO000678,SUP0112,W006,2025-02-15 09:02:38,2025-02-23,shipped,600748.1,CNY
PO000679,SUP0002,W006,2025-10-29 09:59:43,2025-11-05,received,632199.36,CNY
PO000680,SUP0030,W016,2025-07-13 03:42:01,2025-07-30,shipped,560170.66,CNY
PO000681,SUP0138,W008,2025-04-16 17:28:53,2025-04-28,received,1670207.9,CNY
PO000682,SUP0098,W011,2026-02-08 21:45:09,2026-02-23,received,1094699.09,CNY
PO000683,SUP0136,W012,2026-07-22 01:59:00,2026-08-14,received,1590287.64,CNY
PO000684,SUP0129,W013,2026-07-18 19:54:07,2026-07-28,cancelled,1115395.66,CNY
PO000685,SUP0118,W012,2026-04-05 05:15:48,2026-04-19,received,540545.09,CNY
PO000686,SUP0029,W005,2026-02-04 00:05:38,2026-02-18,shipped,694314.54,CNY
PO000687,SUP0051,W011,2026-08-14 06:19:02,2026-08-31,received,579206.94,CNY
PO000688,SUP0013,W012,2025-10-07 10:55:37,2025-10-17,received,574896.72,CNY
PO000689,SUP0105,W010,2026-08-08 22:29:28,2026-08-26,received,454547.71,CNY
PO000690,SUP0049,W009,2025-11-24 01:11:36,2025-12-13,shipped,1095621.76,CNY
PO000691,SUP0033,W008,2026-04-14 08:02:37,2026-05-05,created,700113.32,CNY
PO000692,SUP0117,W010,2026-05-16 08:50:22,2026-06-03,received,897377.24,CNY
PO000693,SUP0054,W007,2025-10-25 20:55:46,2025-11-06,received,763738.08,CNY
PO000694,SUP0041,W005,2026-07-20 07:07:37,2026-07-31,received,695498.57,CNY
PO000695,SUP0136,W015,2025-08-30 13:05:47,2025-09-07,received,1608391.29,CNY
PO000696,SUP0022,W012,2025-12-18 21:38:52,2026-01-07,received,1281592.84,CNY
PO000697,SUP0041,W005,2025-08-03 10:04:52,2025-08-11,received,1194334.77,CNY
PO000698,SUP0050,W014,2025-08-11 14:05:16,2025-08-20,received,1606216.89,CNY
PO000699,SUP0108,W007,2025-05-13 20:50:34,2025-05-27,received,1444858.93,CNY
PO000700,SUP0059,W006,2025-12-23 23:17:05,2026-01-02,received,1174077.13,CNY
PO000701,SUP0032,W007,2025-07-08 12:02:41,2025-07-22,cancelled,1214445.94,CNY
PO000702,SUP0007,W007,2025-03-27 15:20:51,2025-04-04,received,1419768.68,CNY
PO000703,SUP0058,W004,2025-03-10 07:20:10,2025-03-21,received,343698.18,CNY
PO000704,SUP0134,W009,2026-07-15 00:57:25,2026-07-28,received,1012987.46,CNY
PO000705,SUP0017,W005,2026-06-03 00:16:36,2026-06-11,received,420271.43,CNY
PO000706,SUP0126,W008,2025-05-13 15:39:40,2025-05-22,received,358058.41,CNY
PO000707,SUP0068,W001,2025-11-29 17:10:13,2025-12-06,received,526560.24,CNY
PO000708,SUP0014,W011,2026-04-27 18:28:57,2026-05-05,received,624705.23,CNY
PO000709,SUP0056,W016,2025-02-22 23:30:39,2025-03-14,received,909706.15,CNY
PO000710,SUP0048,W014,2026-02-06 22:05:38,2026-02-11,received,429901.6,CNY
PO000711,SUP0085,W015,2025-03-16 23:38:04,2025-03-26,created,390847.27,CNY
PO000712,SUP0054,W012,2025-09-16 13:25:53,2025-10-05,shipped,673384.23,CNY
PO000713,SUP0048,W015,2025-05-05 08:20:48,2025-05-19,received,1136349.6,CNY
PO000714,SUP0056,W010,2026-03-26 00:25:26,2026-04-10,received,749931.32,CNY
PO000715,SUP0112,W003,2025-08-28 12:20:04,2025-09-06,received,574188.78,CNY
PO000716,SUP0036,W006,2025-01-17 11:05:02,2025-02-02,received,1200822.46,CNY
PO000717,SUP0142,W002,2025-10-19 18:03:35,2025-10-25,received,1518818.49,CNY
PO000718,SUP0127,W014,2026-04-02 22:02:01,2026-04-08,shipped,293353.57,CNY
PO000719,SUP0086,W011,2025-07-25 03:53:19,2025-08-11,received,1138940.71,CNY
PO000720,SUP0062,W014,2026-03-11 16:15:03,2026-03-31,received,767946.5,CNY
PO000721,SUP0139,W005,2026-07-18 05:23:05,2026-07-24,received,462622.77,CNY
PO000722,SUP0091,W001,2026-04-07 13:13:18,2026-04-21,shipped,1199654.02,CNY
PO000723,SUP0130,W006,2026-03-08 04:05:21,2026-03-31,received,841958.3,CNY
PO000724,SUP0037,W008,2026-07-25 20:48:37,2026-08-14,received,893263.11,CNY
PO000725,SUP0143,W010,2025-10-04 07:10:59,2025-10-11,received,1340751.36,CNY
PO000726,SUP0060,W015,2025-08-23 00:00:37,2025-09-14,received,1347951.49,CNY
PO000727,SUP0100,W016,2025-06-11 03:27:54,2025-06-21,received,274232.63,CNY
PO000728,SUP0013,W001,2025-05-28 09:32:58,2025-06-15,shipped,809037.5,CNY
PO000729,SUP0017,W011,2026-01-26 01:18:04,2026-02-19,cancelled,755059.13,CNY
PO000730,SUP0023,W016,2025-09-26 18:32:00,2025-10-02,received,937079.75,CNY
PO000731,SUP0022,W006,2026-04-11 07:23:17,2026-04-29,received,1093109.26,CNY
PO000732,SUP0059,W011,2025-06-24 14:05:29,2025-07-07,shipped,875690.96,CNY
PO000733,SUP0126,W013,2025-12-07 14:06:24,2025-12-17,approved,651414.93,CNY
PO000734,SUP0105,W004,2025-05-17 12:01:13,2025-05-25,received,639943.9,CNY
PO000735,SUP0089,W014,2025-06-21 23:11:52,2025-06-28,received,772747.13,CNY
PO000736,SUP0125,W009,2026-08-19 11:22:31,2026-08-27,received,757514.54,CNY
PO000737,SUP0015,W008,2025-02-19 14:20:41,2025-03-14,approved,362685.64,CNY
PO000738,SUP0085,W009,2025-09-23 14:23:54,2025-10-16,received,830342.04,CNY
PO000739,SUP0034,W002,2025-03-31 08:17:21,2025-04-10,received,1253327.92,CNY
PO000740,SUP0095,W014,2026-02-14 13:49:10,2026-03-02,received,1636883.66,CNY
PO000741,SUP0041,W015,2026-03-16 11:59:36,2026-03-29,received,648959.7,CNY
PO000742,SUP0031,W006,2025-11-21 23:41:12,2025-12-05,shipped,295728.56,CNY
PO000743,SUP0143,W016,2025-12-20 20:10:01,2026-01-01,received,676394.89,CNY
PO000744,SUP0118,W004,2026-03-17 02:08:26,2026-03-29,shipped,1315422.17,CNY
PO000745,SUP0090,W001,2025-03-24 14:45:47,2025-04-06,received,993541.55,CNY
PO000746,SUP0096,W001,2026-01-11 02:57:20,2026-01-28,received,1431578.51,CNY
PO000747,SUP0028,W008,2026-01-29 08:38:02,2026-02-06,received,747404.25,CNY
PO000748,SUP0069,W011,2026-01-10 03:25:59,2026-01-30,received,674115.12,CNY
PO000749,SUP0020,W013,2026-06-19 01:07:31,2026-06-24,approved,657559.64,CNY
PO000750,SUP0010,W015,2025-02-19 00:12:02,2025-02-27,received,1300077.39,CNY
PO000751,SUP0056,W009,2026-01-21 12:45:12,2026-01-29,shipped,465367.03,CNY
PO000752,SUP0138,W006,2025-08-17 20:06:44,2025-09-04,received,984557.17,CNY
PO000753,SUP0077,W006,2026-03-29 14:46:12,2026-04-06,received,676388.84,CNY
PO000754,SUP0144,W005,2026-06-28 01:18:04,2026-07-22,approved,143061.74,CNY
PO000755,SUP0150,W011,2025-10-07 11:44:05,2025-10-26,received,726394.0,CNY
PO000756,SUP0043,W016,2025-01-28 05:20:25,2025-02-06,received,538622.38,CNY
PO000757,SUP0002,W001,2026-03-16 18:45:14,2026-03-30,shipped,430009.88,CNY
PO000758,SUP0090,W012,2025-04-26 09:07:35,2025-05-13,created,858565.52,CNY
PO000759,SUP0120,W010,2025-03-10 07:36:02,2025-03-20,approved,496411.4,CNY
PO000760,SUP0042,W001,2025-07-06 16:34:08,2025-07-15,approved,344086.13,CNY
PO000761,SUP0110,W012,2025-06-17 10:47:28,2025-06-22,shipped,515668.01,CNY
PO000762,SUP0104,W011,2025-12-19 02:15:02,2026-01-12,received,879235.22,CNY
PO000763,SUP0112,W005,2025-01-08 02:23:35,2025-01-26,shipped,534882.73,CNY
PO000764,SUP0059,W015,2025-03-17 02:32:38,2025-04-04,received,843302.35,CNY
PO000765,SUP0009,W002,2025-11-21 10:24:08,2025-12-12,received,305855.54,CNY
PO000766,SUP0078,W015,2026-03-17 05:17:23,2026-03-29,received,518364.69,CNY
PO000767,SUP0023,W004,2026-05-05 01:51:21,2026-05-19,received,732376.34,CNY
PO000768,SUP0140,W011,2025-04-06 15:55:11,2025-04-24,received,838243.03,CNY
PO000769,SUP0114,W015,2025-05-13 09:03:39,2025-05-23,shipped,1073274.92,CNY
PO000770,SUP0058,W001,2026-04-17 09:33:08,2026-04-22,approved,1169894.7,CNY
PO000771,SUP0013,W009,2025-05-01 00:52:33,2025-05-07,received,624918.55,CNY
PO000772,SUP0017,W016,2025-05-31 04:18:00,2025-06-18,received,1299522.39,CNY
PO000773,SUP0072,W012,2026-08-04 22:56:50,2026-08-23,received,844680.06,CNY
PO000774,SUP0020,W010,2025-04-18 21:01:47,2025-04-26,received,881813.49,CNY
PO000775,SUP0069,W012,2026-06-05 01:12:42,2026-06-27,received,143847.42,CNY
PO000776,SUP0094,W012,2025-09-01 11:49:15,2025-09-14,received,583400.95,CNY
PO000777,SUP0001,W014,2025-09-29 10:15:08,2025-10-14,received,899967.45,CNY
PO000778,SUP0102,W012,2025-01-01 21:06:55,2025-01-07,received,217598.05,CNY
PO000779,SUP0145,W005,2025-04-04 10:44:55,2025-04-24,received,1049739.36,CNY
PO000780,SUP0056,W001,2025-04-30 21:07:47,2025-05-21,received,929112.45,CNY
PO000781,SUP0105,W014,2026-03-31 03:23:10,2026-04-10,received,745779.46,CNY
PO000782,SUP0123,W003,2025-05-06 20:55:46,2025-05-19,approved,1089658.36,CNY
PO000783,SUP0005,W002,2025-01-31 11:08:22,2025-02-18,received,334036.97,CNY
PO000784,SUP0061,W011,2026-02-08 15:34:40,2026-03-04,received,630196.13,CNY
PO000785,SUP0041,W012,2025-02-19 03:09:44,2025-03-13,received,823695.2,CNY
PO000786,SUP0072,W006,2025-04-29 00:48:32,2025-05-19,received,467164.64,CNY
PO000787,SUP0035,W007,2025-01-26 19:34:27,2025-01-31,received,557893.5,CNY
PO000788,SUP0078,W009,2026-02-25 04:15:39,2026-03-11,received,805052.76,CNY
PO000789,SUP0072,W007,2026-08-03 04:39:27,2026-08-12,received,1338275.54,CNY
PO000790,SUP0013,W012,2026-01-26 06:10:25,2026-02-02,received,487322.22,CNY
PO000791,SUP0083,W013,2025-06-18 11:51:49,2025-06-28,received,982887.36,CNY
PO000792,SUP0053,W007,2026-03-21 05:56:27,2026-04-12,received,148345.46,CNY
PO000793,SUP0109,W001,2025-09-05 06:53:16,2025-09-15,received,874001.49,CNY
PO000794,SUP0136,W011,2026-03-14 05:33:28,2026-04-06,received,930702.64,CNY
PO000795,SUP0081,W013,2025-07-14 05:23:37,2025-07-27,received,1189863.61,CNY
PO000796,SUP0116,W005,2026-06-16 07:47:25,2026-07-02,received,1095666.44,CNY
PO000797,SUP0084,W004,2025-11-07 06:48:22,2025-11-19,received,672384.86,CNY
PO000798,SUP0089,W016,2025-12-19 01:45:57,2025-12-30,received,95212.11,CNY
PO000799,SUP0027,W005,2026-04-28 17:31:41,2026-05-03,received,366702.39,CNY
PO000800,SUP0061,W005,2025-08-16 09:12:50,2025-08-29,received,1731668.65,CNY
