usage_id,receipt_id,coupon_id,order_id,user_id,discount_amount,used_at
CU00001733,CR00003785,CP00020,O00006308,U000596,32.45,2025-11-15 22:13:06
CU00001734,CR00003788,CP00097,O00009841,U002968,17.45,2026-03-11 00:05:22
CU00001735,CR00003790,CP00055,O00000502,U003073,123.44,2026-01-12 23:54:00
CU00001736,CR00003791,CP00081,O00010101,U002319,38.35,2025-01-14 11:38:07
CU00001737,CR00003793,CP00012,O00010462,U002212,22.74,2026-07-04 01:27:35
CU00001738,CR00003794,CP00088,O00011168,U001962,18.99,2025-03-27 20:50:32
CU00001739,CR00003796,CP00126,O00003278,U003049,76.27,2026-08-08 17:40:27
CU00001740,CR00003797,CP00068,O00003906,U002260,137.03,2025-12-15 14:41:36
CU00001741,CR00003801,CP00154,O00005622,U004624,69.09,2026-02-28 23:38:47
CU00001742,CR00003804,CP00107,O00009975,U000568,91.42,2026-01-11 23:30:14
CU00001743,CR00003808,CP00095,O00008679,U002140,35.84,2025-06-27 05:10:57
CU00001744,CR00003812,CP00122,O00000978,U002700,147.62,2025-08-10 22:02:06
CU00001745,CR00003816,CP00141,O00011939,U002129,109.53,2026-03-17 10:59:23
CU00001746,CR00003819,CP00094,O00011408,U004132,9.28,2026-01-23 07:03:07
CU00001747,CR00003820,CP00031,O00011867,U001164,18.52,2025-09-07 02:31:16
CU00001748,CR00003821,CP00137,O00009341,U004454,60.5,2025-02-19 07:19:53
CU00001749,CR00003824,CP00013,O00001801,U002689,27.35,2025-12-01 22:51:51
CU00001750,CR00003826,CP00116,O00003447,U004738,12.5,2026-01-27 05:36:46
CU00001751,CR00003827,CP00148,O00003119,U002438,17.13,2025-12-30 08:31:17
CU00001752,CR00003828,CP00083,O00007859,U003243,32.24,2026-03-28 19:19:42
CU00001753,CR00003829,CP00180,O00008273,U000936,70.25,2026-02-25 08:23:27
CU00001754,CR00003830,CP00013,O00007138,U003684,27.35,2025-08-31 04:09:31
CU00001755,CR00003831,CP00043,O00004561,U001749,88.16,2026-02-08 02:52:15
CU00001756,CR00003836,CP00140,O00002723,U004307,21.17,2026-03-05 17:14:47
CU00001757,CR00003837,CP00132,O00005379,U000340,57.92,2025-02-06 16:40:57
CU00001758,CR00003838,CP00041,O00003498,U003918,53.71,2026-04-03 22:25:57
CU00001759,CR00003839,CP00113,O00009401,U000166,7.63,2026-03-17 00:21:59
CU00001760,CR00003840,CP00015,O00006465,U000100,26.99,2026-06-22 05:19:31
CU00001761,CR00003841,CP00028,O00007433,U001149,57.77,2025-05-19 13:33:16
CU00001762,CR00003843,CP00085,O00002628,U004694,72.39,2026-05-30 19:56:42
CU00001763,CR00003844,CP00086,O00004183,U002335,27.94,2026-08-16 01:47:49
CU00001764,CR00003847,CP00022,O00009641,U000662,38.59,2026-02-08 21:18:36
CU00001765,CR00003848,CP00140,O00001719,U001455,21.17,2025-07-30 05:25:53
CU00001766,CR00003849,CP00163,O00005619,U003390,12.05,2026-02-10 20:02:35
CU00001767,CR00003852,CP00166,O00004831,U004096,95.09,2026-07-24 13:44:56
CU00001768,CR00003855,CP00062,O00007389,U001237,6.55,2025-08-17 21:18:42
CU00001769,CR00003861,CP00077,O00008369,U004514,13.83,2025-02-15 09:37:21
CU00001770,CR00003866,CP00143,O00002923,U000092,147.54,2026-02-19 08:52:24
CU00001771,CR00003869,CP00042,O00007571,U003267,13.33,2026-02-26 10:24:03
CU00001772,CR00003870,CP00049,O00009148,U002069,49.71,2026-06-07 16:50:34
CU00001773,CR00003872,CP00135,O00010137,U002741,83.42,2026-08-02 07:25:52
CU00001774,CR00003875,CP00052,O00010974,U000202,26.8,2026-01-22 09:39:32
CU00001775,CR00003879,CP00144,O00005347,U000850,25.86,2025-11-29 16:03:47
CU00001776,CR00003884,CP00025,O00001719,U001455,26.85,2025-07-30 05:25:53
CU00001777,CR00003885,CP00068,O00009970,U002141,137.03,2026-05-16 01:38:59
CU00001778,CR00003886,CP00089,O00005853,U001749,8.02,2025-03-15 22:56:36
CU00001779,CR00003887,CP00100,O00003729,U003588,8.39,2025-11-25 08:11:46
CU00001780,CR00003892,CP00148,O00010242,U004850,17.13,2025-01-11 14:51:26
CU00001781,CR00003893,CP00013,O00008179,U004948,27.35,2025-10-08 02:57:21
CU00001782,CR00003900,CP00004,O00009227,U001761,19.05,2025-07-24 08:52:43
CU00001783,CR00003901,CP00045,O00000907,U002957,102.24,2025-08-06 04:05:17
CU00001784,CR00003902,CP00087,O00000964,U002543,52.22,2026-04-10 02:00:45
CU00001785,CR00003903,CP00118,O00011650,U002047,13.08,2026-01-12 05:39:07
CU00001786,CR00003910,CP00104,O00011562,U003196,76.67,2025-10-01 03:37:47
CU00001787,CR00003917,CP00105,O00005782,U001671,8.54,2026-03-28 19:17:59
CU00001788,CR00003919,CP00018,O00007997,U001359,34.59,2025-04-25 22:59:46
CU00001789,CR00003920,CP00021,O00002912,U003457,24.2,2025-07-29 07:51:59
CU00001790,CR00003922,CP00019,O00007319,U001373,82.27,2025-03-30 13:59:58
CU00001791,CR00003923,CP00153,O00004029,U004287,113.23,2026-02-08 12:00:17
CU00001792,CR00003925,CP00131,O00007776,U002515,9.19,2026-02-13 00:24:15
CU00001793,CR00003929,CP00145,O00011756,U002004,10.69,2025-12-21 19:56:23
CU00001794,CR00003930,CP00022,O00004080,U002954,38.59,2025-11-21 15:39:00
CU00001795,CR00003933,CP00126,O00005240,U000624,76.27,2025-08-06 14:31:28
CU00001796,CR00003935,CP00053,O00002388,U003458,12.33,2026-07-25 13:42:01
CU00001797,CR00003940,CP00169,O00009601,U003424,16.12,2026-06-04 21:36:24
CU00001798,CR00003941,CP00092,O00008822,U001831,104.3,2025-11-11 19:26:51
CU00001799,CR00003942,CP00091,O00011047,U003203,22.89,2025-04-09 17:10:02
CU00001800,CR00003947,CP00108,O00006797,U004412,32.8,2026-03-01 02:02:42
CU00001801,CR00003950,CP00180,O00009947,U004530,70.25,2026-06-11 13:50:16
CU00001802,CR00003952,CP00141,O00001889,U002985,109.53,2025-05-17 03:10:31
CU00001803,CR00003954,CP00019,O00001624,U002643,82.27,2025-10-09 21:36:52
CU00001804,CR00003955,CP00138,O00007178,U000367,29.0,2025-06-16 01:51:29
CU00001805,CR00003956,CP00039,O00005041,U001693,15.82,2025-09-28 04:05:06
CU00001806,CR00003957,CP00084,O00002255,U001902,5.39,2025-10-12 10:50:32
CU00001807,CR00003958,CP00029,O00010405,U004483,12.24,2025-06-23 11:29:14
CU00001808,CR00003959,CP00025,O00005900,U000605,26.85,2025-09-08 02:42:05
CU00001809,CR00003964,CP00156,O00003357,U004727,102.43,2025-01-22 12:04:11
CU00001810,CR00003967,CP00116,O00005698,U001157,12.5,2025-02-26 18:33:18
CU00001811,CR00003970,CP00079,O00002603,U002371,6.82,2026-01-07 14:22:06
CU00001812,CR00003971,CP00099,O00008382,U004492,47.95,2026-07-21 15:11:03
CU00001813,CR00003972,CP00070,O00009889,U003267,99.65,2026-04-18 12:47:20
CU00001814,CR00003975,CP00056,O00004042,U004011,9.18,2026-01-04 00:23:25
CU00001815,CR00003976,CP00086,O00007356,U003811,27.94,2025-04-22 18:46:50
CU00001816,CR00003977,CP00009,O00005263,U000889,22.92,2025-03-31 02:04:12
CU00001817,CR00003980,CP00069,O00007653,U003604,22.95,2026-04-15 20:29:22
CU00001818,CR00003988,CP00154,O00010344,U000521,69.09,2026-02-19 06:11:31
CU00001819,CR00003989,CP00015,O00005850,U002829,26.99,2026-01-28 15:03:53
CU00001820,CR00003993,CP00025,O00011608,U000400,26.85,2025-02-22 21:01:08
CU00001821,CR00003994,CP00003,O00007674,U003403,14.49,2026-03-30 20:55:08
CU00001822,CR00003995,CP00037,O00000739,U000965,62.74,2025-12-08 23:39:22
CU00001823,CR00003999,CP00076,O00000659,U004959,6.8,2025-07-22 00:36:03
CU00001824,CR00004003,CP00063,O00011657,U003893,15.7,2025-05-22 20:08:21
CU00001825,CR00004006,CP00062,O00008269,U001026,6.55,2025-09-15 02:23:23
CU00001826,CR00004010,CP00161,O00002102,U004919,54.46,2026-06-08 19:18:35
CU00001827,CR00004011,CP00049,O00010767,U003425,49.71,2026-08-15 00:56:32
CU00001828,CR00004014,CP00174,O00006955,U003737,94.46,2025-11-25 01:33:00
CU00001829,CR00004015,CP00150,O00007557,U004346,9.81,2026-07-12 08:48:46
CU00001830,CR00004016,CP00115,O00007783,U003791,86.93,2026-05-07 07:14:43
CU00001831,CR00004017,CP00036,O00008293,U004393,32.03,2026-07-04 01:22:43
CU00001832,CR00004022,CP00069,O00009023,U003992,22.95,2025-01-26 04:23:20
CU00001833,CR00004026,CP00019,O00007726,U001807,82.27,2025-10-14 11:25:11
CU00001834,CR00004030,CP00172,O00002594,U002325,8.25,2026-04-18 00:49:02
CU00001835,CR00004031,CP00039,O00004718,U001677,15.82,2025-01-02 00:45:54
CU00001836,CR00004033,CP00039,O00001064,U003039,15.82,2025-07-16 20:40:41
CU00001837,CR00004036,CP00120,O00007895,U004658,79.58,2025-05-28 06:03:01
CU00001838,CR00004043,CP00036,O00003666,U004747,32.03,2025-02-28 14:21:31
CU00001839,CR00004046,CP00154,O00003131,U004691,69.09,2025-03-12 20:39:34
CU00001840,CR00004047,CP00048,O00005141,U003405,11.56,2026-02-01 04:26:11
CU00001841,CR00004048,CP00070,O00009922,U001773,99.65,2025-10-01 07:36:52
CU00001842,CR00004053,CP00044,O00005942,U002754,6.69,2025-05-14 17:37:32
CU00001843,CR00004054,CP00077,O00010056,U001571,13.83,2025-11-14 17:00:25
CU00001844,CR00004055,CP00015,O00007865,U001335,26.99,2025-01-17 20:15:40
CU00001845,CR00004056,CP00065,O00005145,U003138,47.93,2025-12-21 19:49:40
CU00001846,CR00004058,CP00170,O00001685,U004538,38.43,2026-03-19 08:57:26
CU00001847,CR00004060,CP00083,O00009315,U004937,32.24,2025-04-01 07:11:48
CU00001848,CR00004065,CP00043,O00004399,U003892,88.16,2026-02-07 14:21:56
CU00001849,CR00004068,CP00001,O00002127,U004360,57.84,2025-07-12 18:28:22
CU00001850,CR00004072,CP00100,O00011697,U000698,8.39,2025-04-28 09:53:27
CU00001851,CR00004075,CP00175,O00008617,U004868,43.12,2025-07-26 22:22:49
CU00001852,CR00004078,CP00125,O00008434,U004754,21.22,2025-05-24 18:44:44
CU00001853,CR00004079,CP00032,O00008973,U002001,12.36,2025-02-16 20:44:12
CU00001854,CR00004081,CP00033,O00011243,U004528,27.87,2026-04-10 09:20:23
CU00001855,CR00004083,CP00147,O00009146,U002476,64.83,2026-06-23 19:49:41
CU00001856,CR00004089,CP00159,O00008469,U001244,36.24,2025-09-05 22:57:17
CU00001857,CR00004090,CP00034,O00004557,U003503,31.12,2025-11-04 19:12:39
CU00001858,CR00004091,CP00158,O00006048,U003400,8.87,2026-03-25 03:54:35
CU00001859,CR00004094,CP00060,O00011848,U003615,11.31,2026-02-05 13:45:45
CU00001860,CR00004098,CP00175,O00009735,U004017,43.12,2025-12-02 01:21:59
CU00001861,CR00004102,CP00001,O00001537,U003935,57.84,2026-01-15 17:24:01
CU00001862,CR00004104,CP00029,O00002618,U001691,12.24,2026-08-11 04:15:56
CU00001863,CR00004107,CP00173,O00003436,U004891,6.3,2025-06-20 04:36:17
CU00001864,CR00004111,CP00157,O00011665,U001887,111.49,2025-01-27 02:44:13
CU00001865,CR00004113,CP00131,O00008723,U002793,9.19,2026-05-24 01:55:28
CU00001866,CR00004116,CP00120,O00002192,U001657,79.58,2025-01-05 08:04:46
CU00001867,CR00004117,CP00156,O00007531,U002820,102.43,2025-04-24 16:19:02
CU00001868,CR00004118,CP00158,O00004364,U002728,8.87,2025-07-28 10:10:29
CU00001869,CR00004119,CP00150,O00005980,U001629,9.81,2026-01-17 03:39:11
CU00001870,CR00004120,CP00175,O00011115,U002834,43.12,2025-03-17 20:56:58
CU00001871,CR00004121,CP00008,O00001619,U001885,101.76,2026-05-08 16:03:26
CU00001872,CR00004122,CP00133,O00007371,U004570,25.98,2025-12-29 18:00:29
CU00001873,CR00004124,CP00020,O00001686,U002784,32.45,2025-01-26 08:38:14
CU00001874,CR00004125,CP00061,O00002697,U002434,41.51,2026-07-21 08:39:42
CU00001875,CR00004126,CP00126,O00001141,U003515,76.27,2026-03-02 04:22:53
CU00001876,CR00004128,CP00158,O00002498,U002359,8.87,2025-10-28 10:01:44
CU00001877,CR00004133,CP00160,O00000603,U000807,34.25,2025-01-21 14:58:50
CU00001878,CR00004135,CP00003,O00006203,U003564,14.49,2025-12-31 12:21:27
CU00001879,CR00004137,CP00074,O00001779,U004346,48.37,2025-04-20 18:16:10
CU00001880,CR00004139,CP00154,O00001683,U002039,69.09,2025-07-09 00:24:10
CU00001881,CR00004140,CP00010,O00000590,U001925,8.57,2026-04-18 01:40:38
CU00001882,CR00004144,CP00072,O00003142,U002270,37.75,2026-01-05 04:13:52
CU00001883,CR00004146,CP00014,O00003476,U004824,56.4,2025-08-29 03:34:12
CU00001884,CR00004147,CP00123,O00004339,U004058,73.75,2025-12-16 13:57:37
CU00001885,CR00004151,CP00093,O00005300,U003647,27.11,2025-02-22 21:56:11
CU00001886,CR00004152,CP00046,O00008387,U002635,29.68,2025-11-30 22:28:26
CU00001887,CR00004157,CP00014,O00006480,U004325,56.4,2025-01-16 11:35:35
CU00001888,CR00004159,CP00149,O00007490,U004600,8.69,2026-05-04 05:01:30
CU00001889,CR00004160,CP00055,O00000475,U004155,123.44,2025-03-03 02:05:57
CU00001890,CR00004162,CP00128,O00005891,U000422,59.78,2026-07-23 09:31:58
CU00001891,CR00004163,CP00080,O00006740,U001781,23.17,2025-01-29 13:02:29
CU00001892,CR00004165,CP00073,O00004087,U002252,42.24,2025-11-06 00:04:50
CU00001893,CR00004167,CP00177,O00007921,U001642,55.22,2025-10-02 16:15:40
CU00001894,CR00004168,CP00057,O00001336,U002244,5.78,2025-10-16 03:16:29
CU00001895,CR00004169,CP00132,O00011645,U003177,57.92,2026-03-07 09:50:50
CU00001896,CR00004171,CP00079,O00000634,U000269,6.82,2026-02-10 05:55:17
CU00001897,CR00004174,CP00165,O00011626,U004893,5.64,2026-07-06 12:45:42
CU00001898,CR00004177,CP00029,O00005107,U001767,12.24,2026-06-25 13:34:22
CU00001899,CR00004178,CP00113,O00007889,U002184,7.63,2025-06-19 12:17:03
CU00001900,CR00004179,CP00018,O00005514,U002383,34.59,2025-06-18 21:45:24
CU00001901,CR00004187,CP00062,O00006526,U003911,6.55,2025-01-21 11:05:41
CU00001902,CR00004188,CP00025,O00002781,U002537,26.85,2026-04-15 16:33:52
CU00001903,CR00004189,CP00141,O00008591,U004115,109.53,2025-07-31 15:27:54
CU00001904,CR00004193,CP00077,O00007155,U002810,13.83,2025-02-19 17:16:26
CU00001905,CR00004194,CP00110,O00000382,U001360,20.65,2026-03-02 05:10:28
CU00001906,CR00004198,CP00065,O00005832,U004043,47.93,2026-03-24 19:19:34
CU00001907,CR00004199,CP00029,O00005502,U003083,12.24,2026-01-19 10:54:38
CU00001908,CR00004201,CP00006,O00009822,U001663,107.26,2025-08-26 22:08:09
CU00001909,CR00004203,CP00062,O00006097,U003785,6.55,2025-04-28 13:30:35
CU00001910,CR00004204,CP00028,O00008664,U000301,57.77,2025-10-01 21:49:18
CU00001911,CR00004205,CP00094,O00009519,U003252,9.28,2025-07-01 00:42:35
CU00001912,CR00004206,CP00144,O00000695,U004618,25.86,2026-06-23 00:31:02
CU00001913,CR00004207,CP00107,O00009840,U004378,91.42,2025-11-19 12:13:29
CU00001914,CR00004208,CP00076,O00011366,U000317,6.8,2026-08-16 09:20:48
CU00001915,CR00004211,CP00092,O00003845,U001572,104.3,2025-11-21 14:07:27
CU00001916,CR00004212,CP00157,O00008744,U001800,111.49,2025-06-10 22:19:07
CU00001917,CR00004214,CP00156,O00009221,U004918,102.43,2025-07-19 12:12:43
CU00001918,CR00004215,CP00110,O00008528,U001378,20.65,2025-03-30 12:56:36
CU00001919,CR00004216,CP00144,O00001159,U003735,25.86,2025-04-29 23:37:21
CU00001920,CR00004218,CP00124,O00003151,U003081,5.83,2025-02-26 23:12:13
CU00001921,CR00004220,CP00143,O00011967,U004194,147.54,2025-03-22 01:27:27
CU00001922,CR00004223,CP00173,O00010719,U000816,6.3,2025-03-31 09:29:59
CU00001923,CR00004225,CP00169,O00010560,U000595,16.12,2025-05-10 01:50:39
CU00001924,CR00004226,CP00122,O00002377,U002472,147.62,2026-07-20 17:58:12
CU00001925,CR00004229,CP00120,O00007885,U002649,79.58,2025-06-18 10:45:56
CU00001926,CR00004230,CP00085,O00010501,U003224,72.39,2025-02-04 21:12:49
CU00001927,CR00004232,CP00054,O00004034,U003089,31.25,2025-06-27 19:27:25
CU00001928,CR00004237,CP00027,O00007865,U001335,42.99,2025-01-17 20:15:40
CU00001929,CR00004239,CP00027,O00010237,U002017,42.99,2025-09-26 07:55:40
CU00001930,CR00004240,CP00124,O00010316,U000860,5.83,2025-10-08 09:02:07
CU00001931,CR00004246,CP00175,O00004710,U004387,43.12,2025-02-04 12:04:18
CU00001932,CR00004251,CP00121,O00004906,U004591,14.4,2026-06-22 17:16:57
CU00001933,CR00004253,CP00132,O00009203,U002783,57.92,2025-09-29 20:39:05
CU00001934,CR00004254,CP00075,O00007793,U000295,28.2,2026-08-19 03:43:10
CU00001935,CR00004255,CP00038,O00003729,U003588,7.49,2025-11-25 08:11:46
CU00001936,CR00004256,CP00175,O00000146,U003551,43.12,2025-11-01 00:53:46
CU00001937,CR00004257,CP00075,O00009897,U001168,28.2,2025-06-05 08:29:31
CU00001938,CR00004259,CP00102,O00002388,U003458,36.38,2026-07-25 13:42:01
CU00001939,CR00004261,CP00043,O00000744,U002613,88.16,2026-07-19 06:32:26
CU00001940,CR00004262,CP00050,O00008575,U004078,55.17,2025-02-03 10:45:33
CU00001941,CR00004263,CP00139,O00008716,U003672,60.24,2026-05-02 18:18:55
CU00001942,CR00004264,CP00126,O00006938,U000494,76.27,2026-04-01 21:31:05
CU00001943,CR00004270,CP00011,O00000508,U000790,32.73,2025-01-20 09:06:24
CU00001944,CR00004276,CP00025,O00006948,U000222,26.85,2025-11-27 00:41:25
CU00001945,CR00004279,CP00063,O00011682,U000362,15.7,2025-05-21 02:39:36
CU00001946,CR00004282,CP00026,O00004972,U004458,103.86,2026-04-23 23:04:17
CU00001947,CR00004283,CP00124,O00000885,U000608,5.83,2026-08-21 18:31:40
CU00001948,CR00004284,CP00049,O00001340,U004372,49.71,2025-03-09 22:47:04
CU00001949,CR00004285,CP00091,O00000326,U001199,22.89,2026-04-20 00:09:18
CU00001950,CR00004287,CP00030,O00002102,U000609,102.7,2026-06-08 19:18:35
CU00001951,CR00004288,CP00065,O00011329,U003144,47.93,2025-05-11 13:41:37
CU00001952,CR00004289,CP00057,O00008256,U000246,5.78,2025-09-25 04:31:21
CU00001953,CR00004290,CP00162,O00006377,U000043,18.65,2025-07-26 10:02:13
CU00001954,CR00004291,CP00180,O00003428,U001336,70.25,2025-11-26 04:54:53
CU00001955,CR00004292,CP00165,O00007007,U002042,5.64,2026-04-19 14:31:51
CU00001956,CR00004294,CP00030,O00001483,U001865,102.7,2025-09-02 22:20:58
CU00001957,CR00004295,CP00085,O00007479,U000481,72.39,2026-06-16 11:22:00
CU00001958,CR00004296,CP00129,O00002363,U001130,78.9,2025-07-26 15:07:38
CU00001959,CR00004297,CP00149,O00006679,U001061,8.69,2026-07-10 23:58:41
CU00001960,CR00004298,CP00095,O00006426,U003272,35.84,2026-04-11 19:20:18
CU00001961,CR00004303,CP00076,O00010725,U002640,6.8,2026-03-10 04:49:23
CU00001962,CR00004305,CP00114,O00010152,U002611,29.15,2025-10-29 10:44:05
CU00001963,CR00004306,CP00094,O00004061,U003077,9.28,2025-02-03 21:48:47
CU00001964,CR00004309,CP00043,O00002232,U000383,88.16,2026-07-24 04:53:38
CU00001965,CR00004314,CP00110,O00009052,U002608,20.65,2026-01-28 12:29:23
CU00001966,CR00004317,CP00148,O00008946,U001363,17.13,2025-11-16 23:21:25
CU00001967,CR00004318,CP00101,O00010474,U003692,57.5,2026-01-03 18:09:20
CU00001968,CR00004319,CP00149,O00000253,U000114,8.69,2025-03-25 15:57:45
CU00001969,CR00004322,CP00112,O00006467,U003694,36.64,2026-06-08 08:50:46
CU00001970,CR00004324,CP00127,O00007627,U001969,8.98,2025-05-19 19:34:55
CU00001971,CR00004326,CP00070,O00009927,U003418,99.65,2026-05-14 06:24:19
CU00001972,CR00004327,CP00032,O00008586,U001038,12.36,2025-06-15 14:28:06
CU00001973,CR00004328,CP00041,O00011913,U000151,53.71,2026-05-12 23:54:26
CU00001974,CR00004335,CP00131,O00008223,U001185,9.19,2025-09-23 23:34:14
CU00001975,CR00004336,CP00021,O00010731,U002719,24.2,2026-05-20 17:20:53
CU00001976,CR00004337,CP00017,O00011494,U000869,12.1,2025-03-09 08:02:44
CU00001977,CR00004342,CP00148,O00011795,U002393,17.13,2025-11-25 17:20:29
CU00001978,CR00004346,CP00140,O00002308,U001996,21.17,2025-04-03 09:09:50
CU00001979,CR00004347,CP00046,O00008206,U003544,29.68,2026-04-19 18:15:47
CU00001980,CR00004348,CP00098,O00001347,U003905,5.32,2026-01-06 13:12:47
CU00001981,CR00004352,CP00148,O00007774,U000521,17.13,2025-01-13 16:28:08
CU00001982,CR00004354,CP00026,O00003393,U000174,103.86,2026-07-14 22:36:56
CU00001983,CR00004355,CP00129,O00005796,U000757,78.9,2025-09-06 01:18:12
CU00001984,CR00004356,CP00032,O00008973,U002001,12.36,2025-02-16 20:44:12
CU00001985,CR00004362,CP00015,O00002690,U002162,26.99,2026-03-19 12:52:45
CU00001986,CR00004363,CP00161,O00007516,U000299,54.46,2025-01-16 00:59:08
CU00001987,CR00004364,CP00031,O00004557,U003503,18.52,2025-11-04 19:12:39
CU00001988,CR00004366,CP00076,O00004102,U004805,6.8,2025-06-24 02:10:13
CU00001989,CR00004367,CP00038,O00007417,U004703,7.49,2026-04-28 04:49:45
CU00001990,CR00004369,CP00055,O00006768,U003952,123.44,2026-04-11 15:29:00
CU00001991,CR00004372,CP00137,O00011384,U001772,60.5,2025-02-02 13:43:04
CU00001992,CR00004374,CP00067,O00000196,U002984,34.21,2025-09-09 09:20:05
CU00001993,CR00004376,CP00055,O00001860,U003982,123.44,2026-04-19 16:08:16
CU00001994,CR00004377,CP00113,O00005909,U001028,7.63,2025-02-11 20:12:10
CU00001995,CR00004382,CP00165,O00003363,U002888,5.64,2025-07-09 22:02:48
CU00001996,CR00004383,CP00174,O00001330,U001054,140.96,2025-08-04 16:03:15
CU00001997,CR00004385,CP00158,O00005465,U004464,8.87,2025-10-02 05:48:45
CU00001998,CR00004386,CP00069,O00010840,U002526,22.95,2026-07-23 13:12:49
CU00001999,CR00004390,CP00130,O00002327,U002524,15.68,2026-07-15 02:46:41
CU00002000,CR00004393,CP00057,O00000154,U003687,5.78,2026-01-20 03:38:45
CU00002001,CR00004394,CP00169,O00001126,U003468,16.12,2025-05-22 12:39:47
CU00002002,CR00004398,CP00015,O00009320,U003054,26.99,2025-04-06 02:03:33
CU00002003,CR00004399,CP00092,O00005130,U000234,104.3,2025-08-26 07:22:06
CU00002004,CR00004400,CP00130,O00007136,U003562,15.68,2025-08-13 00:21:35
CU00002005,CR00004401,CP00051,O00010946,U004578,42.04,2026-07-02 08:33:46
CU00002006,CR00004403,CP00100,O00010472,U002620,8.39,2025-01-31 11:04:15
CU00002007,CR00004406,CP00126,O00006040,U002376,76.27,2025-01-09 11:40:10
CU00002008,CR00004408,CP00066,O00011660,U001447,117.08,2025-04-01 12:41:06
CU00002009,CR00004409,CP00164,O00011494,U000869,6.36,2025-03-09 08:02:44
CU00002010,CR00004411,CP00027,O00001571,U003084,42.99,2025-04-16 04:48:30
CU00002011,CR00004412,CP00170,O00009609,U004203,38.43,2026-07-13 21:55:19
CU00002012,CR00004413,CP00047,O00006951,U002600,66.82,2025-11-02 08:59:13
CU00002013,CR00004415,CP00076,O00007846,U000766,6.8,2025-08-28 22:40:49
CU00002014,CR00004416,CP00158,O00003535,U000810,8.87,2025-11-02 18:26:58
CU00002015,CR00004419,CP00086,O00000335,U000240,27.94,2026-07-03 13:06:36
CU00002016,CR00004420,CP00029,O00009643,U000857,12.24,2026-01-05 07:39:45
CU00002017,CR00004421,CP00019,O00001471,U003795,82.27,2025-04-30 10:34:20
CU00002018,CR00004424,CP00149,O00008856,U000605,8.69,2025-05-31 20:35:01
CU00002019,CR00004426,CP00153,O00009709,U001933,113.23,2025-01-27 06:35:24
CU00002020,CR00004430,CP00133,O00003436,U004891,25.98,2025-06-20 04:36:17
CU00002021,CR00004431,CP00067,O00007189,U001590,34.21,2026-07-27 15:17:25
CU00002022,CR00004432,CP00107,O00007427,U004006,91.42,2026-02-06 01:55:20
CU00002023,CR00004434,CP00021,O00008835,U002999,24.2,2026-04-25 05:23:04
CU00002024,CR00004435,CP00152,O00011913,U000151,39.08,2026-05-12 23:54:26
CU00002025,CR00004436,CP00028,O00003351,U002449,57.77,2025-04-28 08:26:26
CU00002026,CR00004437,CP00072,O00001204,U000716,37.75,2025-03-08 04:43:00
CU00002027,CR00004440,CP00163,O00010244,U002924,12.05,2026-08-16 06:56:25
CU00002028,CR00004441,CP00109,O00004236,U004624,52.92,2026-02-11 20:29:06
CU00002029,CR00004444,CP00029,O00004061,U003077,12.24,2025-02-03 21:48:47
CU00002030,CR00004445,CP00180,O00004018,U004795,70.25,2025-10-14 23:22:47
CU00002031,CR00004447,CP00160,O00011501,U003502,34.25,2026-04-03 03:24:24
CU00002032,CR00004448,CP00089,O00008450,U003311,8.02,2026-07-27 00:07:34
CU00002033,CR00004450,CP00065,O00003048,U001739,47.93,2025-05-05 20:15:18
CU00002034,CR00004452,CP00180,O00005957,U002831,70.25,2025-01-19 04:23:28
CU00002035,CR00004456,CP00042,O00006207,U000996,13.33,2025-05-22 23:29:40
CU00002036,CR00004459,CP00142,O00009294,U002356,14.56,2025-09-20 19:52:35
CU00002037,CR00004465,CP00095,O00011533,U000826,35.84,2025-09-05 22:11:19
CU00002038,CR00004467,CP00083,O00002997,U001162,32.24,2025-02-25 16:24:43
CU00002039,CR00004468,CP00066,O00000877,U001615,117.08,2025-10-15 19:22:36
CU00002040,CR00004469,CP00050,O00004516,U000577,55.17,2025-07-02 11:01:41
CU00002041,CR00004471,CP00034,O00011817,U002074,31.12,2025-10-18 04:51:25
CU00002042,CR00004474,CP00057,O00005279,U001473,5.78,2026-03-26 20:06:27
CU00002043,CR00004480,CP00011,O00003918,U002817,32.73,2025-09-25 15:36:43
CU00002044,CR00004481,CP00042,O00009618,U002485,13.33,2025-06-08 18:47:25
CU00002045,CR00004483,CP00064,O00010276,U002052,55.92,2025-12-20 20:31:13
CU00002046,CR00004485,CP00170,O00010954,U002013,38.43,2025-10-07 15:05:39
CU00002047,CR00004487,CP00076,O00001129,U001595,6.8,2025-12-28 20:24:29
CU00002048,CR00004488,CP00129,O00010403,U003621,78.9,2025-09-06 12:42:51
CU00002049,CR00004490,CP00152,O00000254,U003170,39.08,2025-07-11 18:14:38
CU00002050,CR00004494,CP00100,O00002667,U003994,8.39,2026-01-22 12:04:35
CU00002051,CR00004495,CP00072,O00000414,U000118,37.75,2025-04-21 11:58:58
CU00002052,CR00004496,CP00134,O00001393,U003784,28.03,2025-08-06 08:46:37
CU00002053,CR00004500,CP00076,O00003759,U004218,6.8,2026-03-01 16:43:57
CU00002054,CR00004502,CP00092,O00010249,U003917,104.3,2025-03-01 08:27:22
CU00002055,CR00004504,CP00016,O00002354,U001633,13.42,2025-09-16 07:50:02
CU00002056,CR00004505,CP00045,O00009648,U004747,102.24,2025-04-17 13:01:24
