exposure_id,user_id,product_id,position_name,strategy_name,exposed_at,clicked,converted
RE000014670,U001396,P000053,首页猜你喜欢,recommend_v3,2026-04-30 16:38:09,0,0
RE000014671,U000592,P000885,首页猜你喜欢,recommend_v4,2026-06-03 15:23:08,0,0
RE000014672,U003588,P000916,购物车凑单,recommend_v4,2025-04-06 12:11:17,0,0
RE000014673,U001361,P001439,会员频道,recommend_v3,2026-01-21 05:12:19,0,0
RE000014674,U001397,P001041,搜索联想,popular,2025-02-05 01:12:53,0,0
RE000014675,U004224,P000525,搜索联想,recommend_v3,2025-05-15 20:03:39,0,0
RE000014676,U001795,P000242,首页猜你喜欢,rule_based,2025-12-05 12:17:55,0,0
RE000014677,U001771,P000068,首页猜你喜欢,recommend_v3,2026-07-18 01:17:36,0,0
RE000014678,U002216,P000196,购物车凑单,recommend_v3,2025-03-25 11:09:22,0,0
RE000014679,U003697,P000811,搜索联想,popular,2026-08-06 20:21:21,1,0
RE000014680,U001624,P000319,会员频道,recommend_v4,2026-08-16 03:14:45,0,0
RE000014681,U003943,P000086,首页猜你喜欢,recommend_v3,2025-10-26 16:22:02,1,0
RE000014682,U002845,P000140,商品详情相似推荐,popular,2026-08-03 18:16:56,0,0
RE000014683,U001423,P001185,首页猜你喜欢,recommend_v4,2026-04-17 17:26:47,0,0
RE000014684,U001844,P000205,购物车凑单,recommend_v4,2026-07-12 20:26:18,0,0
RE000014685,U004676,P000677,会员频道,recommend_v3,2025-03-09 16:56:31,0,0
RE000014686,U004604,P000440,商品详情相似推荐,popular,2025-08-06 06:33:05,0,0
RE000014687,U004774,P000998,首页猜你喜欢,recommend_v3,2025-12-28 03:20:51,0,0
RE000014688,U003412,P001038,商品详情相似推荐,rule_based,2026-01-24 12:20:46,0,0
RE000014689,U001234,P000233,首页猜你喜欢,rule_based,2025-02-25 17:38:12,0,0
RE000014690,U004514,P000264,会员频道,rule_based,2025-08-01 07:39:35,0,0
RE000014691,U003807,P001344,搜索联想,recommend_v3,2026-03-12 01:51:42,0,0
RE000014692,U004031,P001480,会员频道,popular,2025-03-13 18:02:56,0,0
RE000014693,U002669,P000821,商品详情相似推荐,recommend_v4,2026-05-30 10:05:57,0,0
RE000014694,U000668,P000786,首页猜你喜欢,popular,2025-10-17 22:58:31,0,0
RE000014695,U001846,P000623,搜索联想,recommend_v3,2025-10-04 09:59:24,0,0
RE000014696,U002461,P001350,商品详情相似推荐,recommend_v3,2025-12-28 23:11:00,1,0
RE000014697,U004191,P000492,购物车凑单,recommend_v4,2025-09-02 23:40:28,0,0
RE000014698,U000736,P000646,首页猜你喜欢,recommend_v4,2025-08-31 03:30:38,1,0
RE000014699,U003379,P000933,搜索联想,rule_based,2025-04-22 09:29:33,0,0
RE000014700,U001546,P000203,商品详情相似推荐,recommend_v4,2025-01-05 15:20:00,0,0
RE000014701,U002714,P001461,首页猜你喜欢,rule_based,2026-08-16 00:41:11,0,0
RE000014702,U000150,P000884,首页猜你喜欢,recommend_v3,2025-04-21 10:25:43,0,0
RE000014703,U003070,P001404,搜索联想,recommend_v4,2025-08-02 19:03:56,0,0
RE000014704,U004787,P000418,商品详情相似推荐,recommend_v3,2026-01-31 17:55:32,1,0
RE000014705,U004791,P000494,搜索联想,recommend_v3,2025-09-08 17:24:21,1,0
RE000014706,U001878,P000334,搜索联想,rule_based,2026-02-03 02:12:21,0,0
RE000014707,U000201,P000098,商品详情相似推荐,recommend_v4,2025-06-09 21:46:15,0,0
RE000014708,U002272,P000375,搜索联想,recommend_v4,2025-06-15 09:09:00,1,1
RE000014709,U000233,P001218,首页猜你喜欢,recommend_v3,2025-07-23 01:57:41,0,0
RE000014710,U000934,P000415,首页猜你喜欢,recommend_v3,2025-03-09 12:12:51,0,0
RE000014711,U000784,P000552,搜索联想,recommend_v4,2026-03-18 15:36:59,0,0
RE000014712,U004586,P000053,首页猜你喜欢,rule_based,2025-11-27 22:44:36,0,0
RE000014713,U001972,P000392,购物车凑单,recommend_v3,2025-04-17 03:45:28,0,0
RE000014714,U002437,P001121,搜索联想,recommend_v3,2025-05-07 00:07:23,0,0
RE000014715,U003895,P000163,会员频道,popular,2025-12-19 03:44:38,0,0
RE000014716,U002316,P000018,商品详情相似推荐,recommend_v4,2025-08-22 23:13:30,0,0
RE000014717,U000325,P001014,会员频道,recommend_v3,2025-12-01 19:23:54,0,0
RE000014718,U002811,P001456,首页猜你喜欢,recommend_v4,2025-08-07 11:50:55,0,0
RE000014719,U002482,P000805,商品详情相似推荐,popular,2025-03-17 16:17:33,0,0
RE000014720,U001696,P001471,商品详情相似推荐,recommend_v4,2025-08-14 16:09:21,0,0
RE000014721,U004300,P001024,搜索联想,recommend_v3,2026-06-03 00:00:36,1,0
RE000014722,U001954,P001062,搜索联想,popular,2026-07-19 09:14:55,0,0
RE000014723,U003957,P000211,首页猜你喜欢,recommend_v3,2026-05-17 08:15:14,0,0
RE000014724,U003348,P001038,会员频道,recommend_v3,2025-07-25 14:29:45,0,0
RE000014725,U003078,P001261,搜索联想,recommend_v3,2025-02-09 02:10:59,0,0
RE000014726,U001824,P000811,搜索联想,popular,2026-02-20 14:55:58,0,0
RE000014727,U003229,P000365,搜索联想,rule_based,2025-04-17 13:01:56,0,0
RE000014728,U004190,P000969,搜索联想,recommend_v4,2025-03-20 22:25:44,0,0
RE000014729,U001230,P000334,首页猜你喜欢,recommend_v4,2025-11-18 19:36:37,0,0
RE000014730,U004608,P001310,首页猜你喜欢,recommend_v4,2026-05-16 05:55:25,0,0
RE000014731,U002371,P000631,购物车凑单,recommend_v3,2025-05-21 00:20:26,0,0
RE000014732,U002989,P000914,购物车凑单,recommend_v4,2025-01-18 11:34:49,0,0
RE000014733,U000658,P000046,搜索联想,recommend_v3,2025-01-14 13:40:56,0,0
RE000014734,U004978,P001253,购物车凑单,recommend_v4,2026-03-27 04:53:51,0,0
RE000014735,U001523,P000665,商品详情相似推荐,recommend_v3,2025-12-29 10:09:54,0,0
RE000014736,U001749,P000062,搜索联想,recommend_v4,2025-08-13 20:55:04,0,0
RE000014737,U001778,P000049,搜索联想,popular,2026-06-18 05:52:52,0,0
RE000014738,U000050,P000460,搜索联想,recommend_v3,2026-05-28 11:44:26,0,0
RE000014739,U003527,P001412,购物车凑单,recommend_v4,2025-01-21 18:41:03,0,0
RE000014740,U003144,P000678,会员频道,recommend_v4,2026-03-27 10:22:40,0,0
RE000014741,U002133,P001209,会员频道,recommend_v3,2026-02-05 10:57:57,0,0
RE000014742,U000106,P000285,购物车凑单,rule_based,2025-11-28 10:44:26,1,0
RE000014743,U000972,P000047,首页猜你喜欢,recommend_v3,2025-09-16 06:12:33,0,0
RE000014744,U000453,P000457,商品详情相似推荐,popular,2025-07-19 00:41:26,0,0
RE000014745,U003566,P000926,商品详情相似推荐,recommend_v3,2025-06-09 17:57:16,0,0
RE000014746,U001928,P000881,会员频道,rule_based,2025-03-31 21:04:43,0,0
RE000014747,U004744,P000185,商品详情相似推荐,rule_based,2025-12-24 08:00:00,0,0
RE000014748,U002625,P001252,首页猜你喜欢,recommend_v4,2026-06-25 09:48:53,0,0
RE000014749,U002076,P001344,商品详情相似推荐,rule_based,2025-08-14 01:53:07,0,0
RE000014750,U000672,P000803,购物车凑单,recommend_v3,2025-10-13 00:37:55,0,0
RE000014751,U002720,P000468,会员频道,recommend_v4,2026-07-31 03:55:16,0,0
RE000014752,U001367,P000089,商品详情相似推荐,recommend_v3,2025-10-24 16:31:34,1,0
RE000014753,U000116,P000805,搜索联想,recommend_v3,2026-06-01 20:39:34,0,0
RE000014754,U002811,P001270,购物车凑单,rule_based,2025-04-05 15:32:30,0,0
RE000014755,U000593,P001056,会员频道,rule_based,2026-03-29 23:00:50,0,0
RE000014756,U003585,P000136,商品详情相似推荐,recommend_v4,2026-03-13 22:42:32,0,0
RE000014757,U003853,P000945,购物车凑单,popular,2025-04-13 18:59:09,0,0
RE000014758,U000598,P000530,会员频道,popular,2025-01-08 18:06:07,0,0
RE000014759,U001720,P000883,会员频道,rule_based,2025-01-26 23:45:01,0,0
RE000014760,U000942,P000773,会员频道,recommend_v4,2025-08-06 19:18:06,0,0
RE000014761,U001025,P000906,商品详情相似推荐,recommend_v4,2025-12-16 20:21:10,0,0
RE000014762,U004331,P000349,商品详情相似推荐,popular,2025-11-11 18:37:50,1,0
RE000014763,U002609,P000741,商品详情相似推荐,recommend_v3,2025-05-05 13:57:33,0,0
RE000014764,U002532,P000250,首页猜你喜欢,recommend_v4,2025-01-12 13:08:11,0,0
RE000014765,U002346,P001224,首页猜你喜欢,recommend_v4,2026-05-13 13:07:34,0,0
RE000014766,U003453,P000480,购物车凑单,recommend_v3,2025-07-24 15:50:01,0,0
RE000014767,U001397,P000700,会员频道,recommend_v4,2026-01-25 05:14:32,0,0
RE000014768,U002487,P001141,商品详情相似推荐,recommend_v3,2026-01-23 17:02:00,0,0
RE000014769,U002422,P001248,搜索联想,recommend_v3,2025-02-02 05:55:00,0,0
RE000014770,U004643,P000902,购物车凑单,recommend_v4,2026-05-26 09:24:18,0,0
RE000014771,U000189,P000674,首页猜你喜欢,recommend_v4,2026-05-02 02:48:41,0,0
RE000014772,U004758,P000466,会员频道,popular,2025-10-01 13:48:46,0,0
RE000014773,U004121,P001006,商品详情相似推荐,recommend_v4,2026-08-06 17:16:21,0,0
RE000014774,U000871,P000097,商品详情相似推荐,rule_based,2026-04-30 10:29:59,1,0
RE000014775,U003987,P000506,商品详情相似推荐,rule_based,2026-03-02 09:53:50,0,0
RE000014776,U004635,P001036,商品详情相似推荐,recommend_v4,2025-07-19 23:06:46,0,0
RE000014777,U000565,P001311,会员频道,popular,2025-07-03 17:21:08,0,0
RE000014778,U002157,P001062,搜索联想,recommend_v3,2025-05-26 19:29:45,0,0
RE000014779,U001183,P000463,购物车凑单,rule_based,2025-02-10 15:06:06,0,0
RE000014780,U002982,P001285,首页猜你喜欢,recommend_v4,2026-04-14 18:19:04,0,0
RE000014781,U003951,P001043,商品详情相似推荐,recommend_v4,2026-03-09 19:44:44,0,0
RE000014782,U004962,P001371,购物车凑单,recommend_v4,2025-03-25 19:10:51,0,0
RE000014783,U002854,P000685,商品详情相似推荐,recommend_v3,2026-05-25 03:33:35,0,0
RE000014784,U000365,P001048,购物车凑单,rule_based,2026-06-26 01:33:05,0,0
RE000014785,U000202,P001302,会员频道,rule_based,2026-01-09 12:55:59,0,0
RE000014786,U004346,P001436,购物车凑单,recommend_v3,2025-10-29 05:49:04,0,0
RE000014787,U001431,P000238,商品详情相似推荐,recommend_v3,2026-01-27 12:20:50,0,0
RE000014788,U002523,P000275,会员频道,rule_based,2025-10-09 10:52:18,0,0
RE000014789,U000169,P001386,搜索联想,popular,2026-04-12 05:42:55,0,0
RE000014790,U000308,P000228,搜索联想,recommend_v3,2025-07-28 03:38:01,0,0
RE000014791,U003079,P000046,购物车凑单,recommend_v4,2026-01-03 17:33:08,0,0
RE000014792,U004484,P000344,购物车凑单,recommend_v4,2025-02-21 05:19:26,0,0
RE000014793,U002635,P000361,购物车凑单,recommend_v4,2025-10-27 22:05:20,0,0
RE000014794,U003401,P000072,购物车凑单,recommend_v4,2026-04-05 02:00:41,1,0
RE000014795,U004462,P000438,搜索联想,recommend_v3,2026-03-16 15:57:30,0,0
RE000014796,U001375,P001158,商品详情相似推荐,recommend_v3,2026-04-14 17:05:57,0,0
RE000014797,U004349,P000802,购物车凑单,popular,2026-01-14 06:51:52,0,0
RE000014798,U003510,P000651,搜索联想,recommend_v3,2026-01-20 09:00:28,0,0
RE000014799,U000412,P001414,搜索联想,rule_based,2025-01-09 13:42:03,0,0
RE000014800,U001236,P000370,购物车凑单,recommend_v4,2026-01-04 03:04:27,0,0
RE000014801,U004319,P000502,商品详情相似推荐,recommend_v4,2025-09-27 22:52:17,0,0
RE000014802,U001954,P001049,首页猜你喜欢,rule_based,2026-04-20 05:17:45,0,0
RE000014803,U000868,P001171,搜索联想,rule_based,2026-04-10 23:18:16,0,0
RE000014804,U003609,P001312,购物车凑单,recommend_v4,2025-11-16 01:24:05,0,0
RE000014805,U002166,P000570,商品详情相似推荐,recommend_v4,2026-06-03 23:58:15,0,0
RE000014806,U002135,P000433,商品详情相似推荐,recommend_v4,2026-05-12 03:04:08,0,0
RE000014807,U002724,P000093,购物车凑单,recommend_v3,2026-03-24 22:47:06,0,0
RE000014808,U003325,P000124,会员频道,rule_based,2025-12-01 02:52:20,0,0
RE000014809,U002625,P000345,商品详情相似推荐,popular,2026-01-14 08:08:13,1,0
RE000014810,U004777,P000740,商品详情相似推荐,recommend_v3,2026-07-17 03:14:48,0,0
RE000014811,U004279,P001120,会员频道,recommend_v3,2026-06-07 22:14:43,0,0
RE000014812,U000183,P001102,商品详情相似推荐,popular,2026-08-15 10:54:47,0,0
RE000014813,U004826,P000320,购物车凑单,recommend_v4,2025-09-02 07:33:52,0,0
RE000014814,U002092,P000230,搜索联想,recommend_v4,2025-06-16 09:18:22,0,0
RE000014815,U001575,P001290,首页猜你喜欢,recommend_v3,2025-10-17 22:35:50,0,0
RE000014816,U000820,P000819,搜索联想,recommend_v4,2025-09-25 13:10:06,0,0
RE000014817,U002361,P000926,购物车凑单,recommend_v3,2026-04-27 17:24:21,0,0
RE000014818,U003656,P000189,首页猜你喜欢,recommend_v3,2025-07-16 06:28:39,0,0
RE000014819,U003098,P000883,商品详情相似推荐,rule_based,2025-03-03 16:19:04,0,0
RE000014820,U002990,P001314,购物车凑单,recommend_v4,2026-07-25 08:45:34,0,0
RE000014821,U001742,P001440,购物车凑单,recommend_v3,2025-02-20 06:44:29,0,0
RE000014822,U000708,P000965,会员频道,recommend_v3,2025-12-13 23:04:56,0,0
RE000014823,U004429,P000763,搜索联想,recommend_v3,2025-09-23 07:22:35,0,0
RE000014824,U003623,P000970,商品详情相似推荐,recommend_v4,2025-01-03 08:26:55,0,0
RE000014825,U001967,P000748,首页猜你喜欢,rule_based,2025-04-14 09:57:38,0,0
RE000014826,U001869,P000356,搜索联想,popular,2025-12-27 04:06:56,0,0
RE000014827,U000451,P000809,首页猜你喜欢,rule_based,2025-07-05 06:21:02,0,0
RE000014828,U000625,P000603,搜索联想,recommend_v3,2026-05-28 06:00:07,0,0
RE000014829,U000379,P000214,会员频道,recommend_v3,2025-02-17 03:21:15,0,0
RE000014830,U000077,P001302,购物车凑单,rule_based,2026-03-25 15:25:25,1,1
RE000014831,U004625,P000693,首页猜你喜欢,recommend_v4,2026-07-11 07:35:59,0,0
RE000014832,U002666,P000829,会员频道,recommend_v3,2026-06-13 22:30:51,0,0
RE000014833,U001076,P001455,首页猜你喜欢,recommend_v4,2025-02-01 15:37:21,0,0
RE000014834,U001913,P000799,购物车凑单,popular,2025-12-01 10:58:33,1,0
RE000014835,U002125,P001392,搜索联想,popular,2025-10-19 04:56:35,0,0
RE000014836,U001991,P001423,购物车凑单,recommend_v3,2026-07-06 12:34:01,0,0
RE000014837,U002991,P001433,会员频道,recommend_v3,2025-04-05 18:17:34,0,0
RE000014838,U002638,P001209,商品详情相似推荐,popular,2025-01-26 05:22:50,0,0
RE000014839,U001564,P001008,首页猜你喜欢,rule_based,2025-09-23 14:37:49,0,0
RE000014840,U001917,P001123,商品详情相似推荐,recommend_v3,2026-02-18 00:27:18,0,0
RE000014841,U003483,P001304,搜索联想,rule_based,2026-05-01 23:16:05,0,0
RE000014842,U004012,P001124,购物车凑单,recommend_v4,2025-06-25 01:03:08,0,0
RE000014843,U004268,P000889,商品详情相似推荐,recommend_v3,2025-08-02 20:15:06,1,0
RE000014844,U002173,P000749,会员频道,recommend_v4,2025-07-08 03:30:50,1,0
RE000014845,U000018,P001175,商品详情相似推荐,rule_based,2026-05-01 14:38:04,0,0
RE000014846,U001507,P000109,购物车凑单,rule_based,2025-05-21 13:14:06,0,0
RE000014847,U004773,P000182,会员频道,recommend_v3,2025-01-26 06:35:37,0,0
RE000014848,U004146,P000537,搜索联想,recommend_v3,2025-01-10 23:18:20,0,0
RE000014849,U003443,P001041,首页猜你喜欢,popular,2025-07-28 19:39:42,0,0
RE000014850,U001372,P000775,商品详情相似推荐,recommend_v4,2025-12-09 03:27:45,0,0
RE000014851,U004856,P001147,搜索联想,recommend_v4,2025-07-18 09:15:32,0,0
RE000014852,U001654,P001172,购物车凑单,recommend_v4,2026-02-17 13:52:35,0,0
RE000014853,U002174,P000661,首页猜你喜欢,recommend_v3,2026-03-20 14:39:59,0,0
RE000014854,U004590,P000632,会员频道,recommend_v4,2025-12-30 13:32:59,0,0
RE000014855,U003300,P000508,购物车凑单,recommend_v4,2025-11-12 14:40:41,0,0
RE000014856,U003144,P000432,会员频道,popular,2026-08-01 20:43:04,0,0
RE000014857,U000850,P000897,购物车凑单,popular,2025-12-20 06:35:29,0,0
RE000014858,U000052,P000412,搜索联想,recommend_v3,2025-05-25 12:20:50,0,0
RE000014859,U004527,P000089,首页猜你喜欢,recommend_v4,2025-03-02 22:57:38,0,0
RE000014860,U002813,P000703,搜索联想,rule_based,2025-04-06 03:06:49,0,0
RE000014861,U002075,P001449,首页猜你喜欢,recommend_v4,2025-05-19 00:48:21,0,0
RE000014862,U001072,P001249,会员频道,recommend_v4,2026-01-14 13:00:47,0,0
RE000014863,U002544,P000855,会员频道,rule_based,2025-08-27 00:00:05,1,0
RE000014864,U004133,P001376,首页猜你喜欢,recommend_v4,2025-07-26 08:33:29,0,0
RE000014865,U004411,P000372,首页猜你喜欢,recommend_v4,2025-04-19 14:52:17,0,0
RE000014866,U002056,P000749,会员频道,recommend_v3,2025-02-13 22:09:22,1,0
RE000014867,U003585,P000164,搜索联想,recommend_v4,2026-04-22 00:45:22,0,0
RE000014868,U002052,P000926,商品详情相似推荐,recommend_v3,2026-04-07 23:21:03,0,0
RE000014869,U003440,P000896,商品详情相似推荐,recommend_v4,2026-06-07 22:56:39,0,0
RE000014870,U000059,P001152,首页猜你喜欢,rule_based,2026-01-10 02:08:34,1,0
RE000014871,U001071,P000812,会员频道,recommend_v4,2025-12-20 04:10:00,1,0
RE000014872,U001985,P000009,会员频道,recommend_v3,2025-01-17 16:30:12,0,0
RE000014873,U000438,P001235,搜索联想,recommend_v3,2025-04-14 10:12:25,0,0
RE000014874,U000658,P000211,会员频道,popular,2026-06-11 05:31:11,0,0
RE000014875,U004603,P001310,首页猜你喜欢,recommend_v3,2025-03-13 02:11:37,0,0
RE000014876,U003228,P001447,会员频道,recommend_v4,2025-08-28 11:40:40,0,0
RE000014877,U000127,P000271,购物车凑单,recommend_v4,2025-11-07 06:02:44,0,0
RE000014878,U001669,P000770,会员频道,recommend_v3,2025-07-01 11:02:14,0,0
RE000014879,U000485,P001174,搜索联想,popular,2026-01-29 17:08:17,1,0
RE000014880,U001111,P000222,首页猜你喜欢,recommend_v4,2026-02-02 05:51:16,0,0
RE000014881,U001881,P000818,搜索联想,recommend_v3,2025-09-16 06:59:56,0,0
RE000014882,U003822,P000147,商品详情相似推荐,recommend_v4,2026-07-12 00:05:09,0,0
RE000014883,U000195,P000075,商品详情相似推荐,rule_based,2025-06-28 14:42:33,0,0
RE000014884,U001591,P001014,搜索联想,recommend_v4,2026-08-16 21:53:54,0,0
RE000014885,U001340,P000424,购物车凑单,recommend_v3,2026-08-01 03:39:31,0,0
RE000014886,U002061,P000829,会员频道,recommend_v4,2025-07-09 14:39:48,0,0
RE000014887,U004517,P001051,搜索联想,recommend_v4,2025-12-26 01:54:21,0,0
RE000014888,U002611,P001288,搜索联想,rule_based,2026-05-06 17:19:21,0,0
RE000014889,U002622,P001318,购物车凑单,rule_based,2025-04-23 01:32:37,0,0
RE000014890,U003666,P000128,商品详情相似推荐,recommend_v3,2026-07-31 01:16:26,0,0
RE000014891,U004294,P000419,购物车凑单,recommend_v3,2026-01-21 10:34:02,0,0
RE000014892,U000572,P000947,搜索联想,recommend_v3,2025-06-06 16:28:57,0,0
RE000014893,U004974,P001090,首页猜你喜欢,recommend_v4,2025-06-12 23:12:32,0,0
RE000014894,U001036,P000472,商品详情相似推荐,recommend_v4,2026-07-28 20:15:06,0,0
RE000014895,U000910,P000048,首页猜你喜欢,recommend_v4,2025-03-11 11:17:43,0,0
RE000014896,U003670,P001370,会员频道,recommend_v4,2026-03-22 21:31:43,0,0
RE000014897,U001990,P000939,会员频道,recommend_v4,2026-06-21 13:48:51,0,0
RE000014898,U003137,P001384,搜索联想,recommend_v4,2025-01-04 07:45:52,0,0
RE000014899,U001503,P000706,购物车凑单,popular,2026-06-15 10:13:12,0,0
RE000014900,U000578,P000372,商品详情相似推荐,recommend_v4,2025-01-25 11:08:47,1,0
RE000014901,U002376,P000932,搜索联想,recommend_v3,2026-04-26 15:23:03,0,0
RE000014902,U002396,P001184,首页猜你喜欢,recommend_v3,2025-05-16 00:47:58,0,0
RE000014903,U002960,P000936,商品详情相似推荐,recommend_v3,2025-02-05 15:03:40,0,0
RE000014904,U002144,P000373,商品详情相似推荐,recommend_v4,2026-07-21 19:45:47,0,0
RE000014905,U002739,P000957,商品详情相似推荐,recommend_v4,2025-04-22 19:12:15,0,0
RE000014906,U000130,P000619,搜索联想,recommend_v4,2025-04-23 02:17:05,0,0
RE000014907,U000602,P000690,首页猜你喜欢,recommend_v3,2025-08-11 19:46:23,0,0
RE000014908,U002880,P000809,商品详情相似推荐,rule_based,2026-02-04 21:35:48,0,0
RE000014909,U004108,P000253,搜索联想,recommend_v4,2025-02-03 17:47:42,0,0
RE000014910,U003950,P001412,搜索联想,rule_based,2025-06-06 15:39:25,0,0
RE000014911,U000268,P001153,搜索联想,recommend_v3,2025-09-05 03:58:32,0,0
RE000014912,U000315,P000823,购物车凑单,recommend_v4,2025-08-26 00:53:46,1,0
RE000014913,U000817,P000913,商品详情相似推荐,recommend_v4,2025-06-01 20:37:28,0,0
RE000014914,U003649,P000636,商品详情相似推荐,recommend_v4,2025-07-05 10:29:04,0,0
RE000014915,U004619,P001098,首页猜你喜欢,recommend_v3,2025-04-22 23:53:59,0,0
RE000014916,U004008,P001256,商品详情相似推荐,recommend_v3,2026-05-07 16:34:21,0,0
RE000014917,U003385,P001142,商品详情相似推荐,recommend_v3,2025-08-26 00:25:12,1,0
RE000014918,U002359,P000438,商品详情相似推荐,popular,2025-08-09 10:57:09,0,0
RE000014919,U002117,P000360,会员频道,recommend_v3,2025-03-02 05:59:53,0,0
RE000014920,U001748,P000788,购物车凑单,recommend_v3,2026-07-07 13:19:51,0,0
RE000014921,U000431,P001118,首页猜你喜欢,recommend_v3,2025-08-22 12:53:51,0,0
RE000014922,U004231,P001095,首页猜你喜欢,rule_based,2025-08-24 13:28:00,0,0
RE000014923,U003936,P000117,首页猜你喜欢,recommend_v4,2025-04-23 09:33:45,0,0
RE000014924,U002079,P000180,会员频道,recommend_v3,2025-08-11 12:57:50,0,0
RE000014925,U004571,P000301,搜索联想,recommend_v4,2025-08-04 19:44:54,1,0
RE000014926,U000148,P001342,首页猜你喜欢,recommend_v4,2025-08-22 09:26:13,0,0
RE000014927,U001538,P000711,搜索联想,recommend_v4,2025-04-02 11:27:52,0,0
RE000014928,U001606,P001413,首页猜你喜欢,rule_based,2026-04-02 08:58:32,0,0
RE000014929,U002447,P000857,搜索联想,popular,2026-07-14 06:23:35,0,0
RE000014930,U003670,P000567,会员频道,rule_based,2026-07-14 16:32:19,0,0
RE000014931,U002205,P000477,会员频道,rule_based,2025-08-01 15:37:09,0,0
RE000014932,U001165,P000570,商品详情相似推荐,recommend_v4,2025-08-26 17:12:10,0,0
RE000014933,U000129,P001123,购物车凑单,recommend_v4,2025-12-29 19:49:43,0,0
RE000014934,U001316,P000426,购物车凑单,rule_based,2025-04-03 20:40:50,0,0
RE000014935,U002626,P001021,首页猜你喜欢,recommend_v4,2025-02-12 09:53:09,0,0
RE000014936,U002477,P001123,购物车凑单,recommend_v4,2025-12-16 22:46:35,0,0
RE000014937,U001263,P001052,会员频道,recommend_v3,2026-06-30 03:14:26,0,0
RE000014938,U003006,P000700,会员频道,rule_based,2025-09-13 02:56:46,0,0
RE000014939,U004912,P000752,商品详情相似推荐,rule_based,2025-06-09 19:22:33,0,0
RE000014940,U000664,P000997,搜索联想,rule_based,2026-01-17 00:30:27,0,0
RE000014941,U003965,P001316,会员频道,recommend_v3,2025-11-25 21:58:00,0,0
RE000014942,U002103,P000792,商品详情相似推荐,recommend_v3,2026-01-26 14:53:09,0,0
RE000014943,U004870,P001022,商品详情相似推荐,popular,2026-02-04 16:54:51,0,0
RE000014944,U003192,P000734,商品详情相似推荐,recommend_v3,2025-04-28 05:21:10,0,0
RE000014945,U004674,P001042,商品详情相似推荐,recommend_v4,2025-05-31 06:37:06,0,0
RE000014946,U002591,P000046,会员频道,recommend_v4,2026-07-01 17:46:51,0,0
RE000014947,U004627,P001219,商品详情相似推荐,recommend_v4,2026-04-18 04:42:13,0,0
RE000014948,U004334,P001295,搜索联想,recommend_v3,2025-11-04 18:59:25,0,0
RE000014949,U004680,P000587,商品详情相似推荐,recommend_v3,2026-03-15 06:46:30,0,0
RE000014950,U003168,P001457,商品详情相似推荐,recommend_v4,2026-05-22 03:05:57,0,0
RE000014951,U000730,P000573,购物车凑单,recommend_v3,2025-05-16 17:19:33,0,0
RE000014952,U003978,P000798,首页猜你喜欢,recommend_v3,2025-07-18 04:22:31,0,0
RE000014953,U002176,P000178,商品详情相似推荐,recommend_v3,2025-06-08 00:52:10,0,0
RE000014954,U002564,P000756,搜索联想,recommend_v4,2025-02-06 12:46:32,0,0
RE000014955,U004051,P001376,商品详情相似推荐,recommend_v3,2025-05-06 20:56:50,0,0
RE000014956,U001010,P000558,首页猜你喜欢,recommend_v3,2025-11-03 18:27:15,0,0
RE000014957,U003801,P001385,首页猜你喜欢,recommend_v3,2025-07-09 11:00:47,0,0
RE000014958,U001488,P000752,商品详情相似推荐,recommend_v3,2025-04-03 06:05:42,0,0
RE000014959,U003056,P001030,搜索联想,recommend_v3,2025-02-01 04:07:27,0,0
RE000014960,U004347,P001404,搜索联想,recommend_v4,2026-01-06 17:49:26,0,0
RE000014961,U000331,P000488,商品详情相似推荐,recommend_v4,2025-08-02 15:21:49,0,0
RE000014962,U003873,P000456,搜索联想,recommend_v4,2026-05-10 14:54:25,0,0
RE000014963,U003080,P000777,会员频道,recommend_v3,2025-05-12 15:03:16,1,0
RE000014964,U001474,P001449,购物车凑单,recommend_v3,2025-01-23 11:28:30,0,0
RE000014965,U004757,P001173,搜索联想,recommend_v3,2026-03-03 23:05:59,0,0
RE000014966,U001904,P000135,商品详情相似推荐,recommend_v4,2026-08-09 05:59:21,0,0
RE000014967,U003080,P000508,搜索联想,rule_based,2025-05-05 17:31:42,0,0
RE000014968,U001919,P000169,商品详情相似推荐,rule_based,2025-07-17 22:09:32,0,0
RE000014969,U004459,P000079,购物车凑单,recommend_v4,2025-07-04 18:41:50,1,0
RE000014970,U004381,P001267,搜索联想,recommend_v4,2026-01-24 04:47:06,0,0
RE000014971,U001129,P000049,购物车凑单,recommend_v4,2025-05-12 08:15:01,0,0
RE000014972,U003750,P000523,会员频道,rule_based,2025-09-25 08:10:19,0,0
RE000014973,U001407,P000023,购物车凑单,recommend_v3,2025-02-09 19:52:03,0,0
RE000014974,U001523,P000439,购物车凑单,recommend_v3,2025-02-22 04:21:31,0,0
RE000014975,U000796,P000269,商品详情相似推荐,recommend_v4,2025-08-13 07:22:20,0,0
RE000014976,U002244,P001233,商品详情相似推荐,recommend_v3,2026-02-11 22:31:07,0,0
RE000014977,U003030,P000678,商品详情相似推荐,recommend_v4,2025-09-08 15:14:28,0,0
RE000014978,U004878,P000754,会员频道,recommend_v4,2026-06-29 11:49:52,0,0
RE000014979,U002333,P000800,商品详情相似推荐,recommend_v3,2025-01-09 14:39:29,0,0
